site,Genus,Species,Family,Genus_species,dry.mg,leafarea(m2),d13c,C(%),d15N,N(%),SLA,LMA_g_m2,Narea_g_m2,ci_ca,Nfixer,leafless,longitude (deg),latitude (deg),elevation (m),growing degree days,moisture index,PET (mm),AET (mm),MAT (C),MAP (mm),mean vapor pressure deficit (kPa)
SATKAN0002,Hakea,rostrata,Proteaceae,Hakea rostrata,1460.97,0.002766076,-29.66,48.67408143,2.84,0.509712016,0.001893315,528.1741359,2.692166998,0.793164773,No,2,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Eucalyptus,cosmophylla,Myrtaceae,Eucalyptus cosmophylla,1132.33,0.003623625,-29.81,48.97173913,-3.3,1.225731225,0.003200149,312.4854372,3.830231733,0.803638255,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Olearia,ramulosa,Asteraceae,Olearia ramulosa,263.97,0.00135768,-33.34,48.64948893,-2.66,2.165979557,0.005143312,194.4272647,4.211254454,0.958895209,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Pultenaea,involucrata,Fabaceae,Pultenaea involucrata,677.86,0.004555936,-28.04,49.50624486,-1.39,1.30179129,0.006721058,148.7861095,1.936884476,0.719771009,yes,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Allocasuarina,muelleriana subsp. muelleriana,Casuarinaceae,Allocasuarina muelleriana subsp. muelleriana,630.35,0.001915095,-30.33,48.84748784,-2.1,1.3136953,0.003038146,329.1481494,4.324003191,0.823595743,yes,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Lepidosperma,semiteres,Cyperaceae,Lepidosperma semiteres,697.49,0.002138501,-29.69,44.54849527,3.5,0.543662941,0.003065996,326.1583201,1.77320173,0.791250555,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Xanthorrhoea,semiplana,Fabaceae,Xanthorrhoea semiplana,899.76,0.002156905,-26.58,45.39097104,-3.18,0.66330494,0.002397201,417.1532389,2.766997594,0.652694158,yes,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Acacia,cupularis,Fabaceae,Acacia cupularis,463.55,0.002698146,-29.81,50.14089109,-1.79,2.178910891,0.005820615,171.803148,3.743437577,0.801474159,yes,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Isopogon,ceratophyllus,Proteaceae,Isopogon ceratophyllus,610.97,0.002316962,-31.24,48.33360434,0.26,0.413333333,0.003792269,263.6943853,1.089936745,0.866602691,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Allocasuarina,striata,Casuarinaceae,Allocasuarina striata,961.82,0.002169229,-31.07,47.70265568,-4.18,1.257472528,0.002255338,443.3924674,5.575539134,0.85614971,yes,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATKAN0002,Pteridium,esculentum,Dennstaedtiaceae,Pteridium esculentum,111.9,5.27447e-4,-28.59,35.22283594,-5.18,0.715960429,0.004713556,212.154037,1.518939054,0.744655379,No,1,138.69,-35.272,321.105,14.216,0.639,1319.477,706.21,14.24,842.648,0.646
SATSTP0002,Eremophila,sturtii,Myoporaceae,Eremophila sturtii,374.66,0.001746592,-24.56,11.92908646,6.96,1.584416803,0.004661806,214.5091413,3.398718872,0.556502389,No,1,139.547,-30.656,16.687,20.411,0.098,1854.074,355.829,20.445,182.457,1.685
SATSTP0002,Casuarina,pauper,Casuarinaceae,Casuarina pauper,867.08,0.00159906,-26.68,11.95572139,6.25,1.072172471,0.00184419,542.2435892,5.813785299,0.654515209,yes,1,139.547,-30.656,16.687,20.411,0.098,1854.074,355.829,20.445,182.457,1.685
SATSTP0002,Rhagodia,spinescens,Amaranthaceae,Rhagodia spinescens,214.79,0.001288889,-25.14,8.658037804,7.63,2.894194419,0.006000695,166.6473497,4.823098689,0.583274858,No,1,139.547,-30.656,16.687,20.411,0.098,1854.074,355.829,20.445,182.457,1.685
SATSTP0002,Sida,fibulifera,Malvaceae,Sida fibulifera,154.11,7.31317e-4,-26.51,10.33849057,5.4,2.804703504,0.009490838,105.3647718,2.955169506,0.646639947,No,1,139.547,-30.656,16.687,20.411,0.098,1854.074,355.829,20.445,182.457,1.685
SATSTP0002,Acacia,ligulata,Fabaceae,Acacia ligulata,1427,0.00371416,-26.85,10.14279202,1.41,2.115446344,0.002602775,384.2052824,8.127657381,0.662393223,yes,1,139.547,-30.656,16.687,20.411,0.098,1854.074,355.829,20.445,182.457,1.685
SATSTP0002,Santalum,lanceolatum,Santalaceae,Santalum lanceolatum,199.36,9.49073e-4,-27.85,11.88400703,6.69,1.717385765,0.0047606,210.0575405,3.607498561,0.708790251,No,1,139.547,-30.656,16.687,20.411,0.098,1854.074,355.829,20.445,182.457,1.685
SATSTP0002,Dodonaea,viscosa ssp. angustissima,Sapindaceae,Dodonaea viscosa ssp. angustissima,491.98,0.002063409,-23.46,12.86521092,4.53,1.472009926,0.004194091,238.4306936,3.509723385,0.50581437,No,1,139.547,-30.656,16.687,20.411,0.098,1854.074,355.829,20.445,182.457,1.685
SATSTP0002,Senna,artemisioides spp. coriacea,Fabaceae,Senna artemisioides coriacea,255.03,0.001105202,-24.84,12.45250444,6.27,1.711221137,0.004333615,230.754257,3.948715188,0.569423053,yes,1,139.547,-30.656,16.687,20.411,0.098,1854.074,355.829,20.445,182.457,1.685
SATSTP0002,Lysiana,exocarpi,Loranthaceae,Lysiana exocarpi,417.03,0.001055453,-26.38,10.83706028,5.49,2.404834847,0.002530881,395.1193977,9.501967287,0.640619543,No,1,139.547,-30.656,16.687,20.411,0.098,1854.074,355.829,20.445,182.457,1.685
