site,Genus,Species,Family,Genus_species,dry.mg,leafarea(m2),d13c,C(%),d15N,N(%),SLA,LMA_g_m2,Narea_g_m2,ci_ca,Nfixer,leafless,longitude (deg),latitude (deg),elevation (m),growing degree days,moisture index,PET (mm),AET (mm),MAT (C),MAP (mm),mean vapor pressure deficit (kPa)
NTAFIN0033,Acacia,kempeana,Fabaceae,Acacia kempeana,1992.63,0.005240214,-28.07,47.87234104,9.26,2.232408478,0.002629798,380.2573689,8.488897162,0.71901041,yes,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Acacia,estrophiolata,Fabaceae,Acacia estrophiolata,567.56,0.00250896,-24.64,51.07648874,3.65,2.796351126,0.004420607,226.213295,6.325717545,0.562413268,yes,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Eremophila,longifolia,Myoporaceae,Eremophila longifolia,774.32,0.003124454,-27.5,47.52272961,11.49,1.610931331,0.004035094,247.8256922,3.992301867,0.694909654,No,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Amyema,maidenii,Loranthaceae,Amyema maidenii,1099.62,0.002900209,-30.09,49.55078254,5.93,1.649995881,0.002637465,379.1519816,6.255991571,0.811479573,No,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Acacia,murrayana,Fabaceae,Acacia murrayana,779.31,0.00303921,-28.56,48.47415761,-0.38,2.290688406,0.003899873,256.4186329,5.873751289,0.738026386,yes,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Acacia,aneura,Fabaceae,Acacia aneura,815.91,0.001526412,-28.4,49.32418788,4.05,1.654934153,0.00187081,534.5279534,8.846083531,0.732879115,yes,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Senna,artemisioides,Fabaceae,Senna artemisioides subsp. alicia,998.9,0.00379901,-26.89,51.20951243,8.27,2.31290631,0.003803194,262.9368988,6.081483905,0.664273754,yes,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Eremophila,latrobei,Myoporaceae,Eremophila latrobei,479.05,0.001567443,-26.86,48.12470785,8.28,1.917466611,0.003271982,305.6251873,5.860260267,0.665251486,No,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Acacia,aptaneura,Fabaceae,Acacia aptaneura,735.9,0.001581101,-26.92,47.44510889,1.28,1.645326679,0.002148526,465.4352961,7.657932364,0.665876692,yes,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Acacia,tetragonophylla,Fabaceae,Acacia tetragonophylla,298.18,9.36104e-4,-29.57,49.07512778,7.15,1.401055235,0.003139392,318.5330492,4.462823486,0.78593687,yes,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Senna,artemisioides,Fabaceae,Senna artemisioides subsp. filifolia,706.94,0.002110003,-27.19,48.88587654,5.93,1.58963786,0.002984699,335.0421955,5.325957023,0.676688506,yes,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAFIN0033,Einadia,nutans,Amaranthaceae,Einadia nutans,303.46,8.09248e-4,-26.72,37.09335294,8,2.328583333,0.002666737,374.9900607,8.731957193,0.657840183,No,1,133.972,-24.034,577.032,20.794,0.144,2071.905,403.068,20.828,299.126,1.944
NTAGFU0001,Senna,artemisioides,Fabaceae,Senna artemisioides subsp. oligophylla,729.89,0.002878479,-29.24,48.52379097,6,1.508815766,0.003943716,253.5679856,3.825873278,0.772872776,yes,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Solanum,quadriloculatum,Solanaceae,Solanum quadriloculatum,1007.72,0.006213276,-27.92,37.49082865,14.71,2.753284678,0.006165677,162.1881869,4.465502617,0.711277387,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Carissa,lanceolata,Apocynaceae,Carissa lanceolata,405.79,0.00251605,-28.53,51.68321475,4.7,1.230979724,0.006200375,161.2805739,1.985331087,0.738876437,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Grevillea,striata,Proteaceae,Grevillea striata,1728.5,0.004512991,-28.17,47.52544407,5.51,0.501825458,0.002610929,383.0053973,1.922018783,0.725722127,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Hakea,chordophylla,Proteaceae,Hakea chordophylla,1694.26,0.002099865,-27.27,46.63938027,5.47,0.47888912300000003,0.0012394,806.8422179,3.863878675,0.681481039,No,2,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Ventilago,viminalis,Rhamnaceae,Ventilago viminalis,971.03,0.004795595,-28.67,48.87160657,5.07,1.492401079,0.004938669,202.483722,3.021869008,0.745484251,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Marsdenia,viridiflora,Apocynaceae,Marsdenia viridiflora,400.9,0.002948925,-26.08,46.22613308,5.12,1.998273289,0.007355763,135.947835,2.716609125,0.626968664,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Acacia,thomsonii,Fabaceae,Acacia thomsonii,2110.41,0.007249386,-30.35,51.76849181,2.66,1.679383985,0.003435061,291.1156803,4.888949527,0.822672915,yes,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Cucumis,argenteus,Cucurbitaceae,Cucumis argenteus,190.35,0.002209966,-26.84,35.86635402,6.3,2.297093522,0.011610014,86.13254333,1.978545006,0.664552067,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Terminalia,aridicola,Combretaceae,Terminalia aridicola,995.75,0.008405584,-27.1,46.0770479,5.14,1.506179832,0.00844146,118.462917,1.784264608,0.674483834,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Abutilon,otocarpum,Malvaceae,Abutilon otocarpum,151.49,6.33375e-4,-26.95,44.57925862,5.12,2.665236842,0.00836194,119.5894799,3.1873427,0.667995005,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Atalaya,hemiglauca,Sapindaceae,Atalaya hemiglauca,548.39,0.003452018,-27.52,48.2100927,10.48,2.163682939,0.006294822,158.8607167,3.437242449,0.681539104,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Eremophila,longifolia,Myoporaceae,Eremophila longifolia,399.61,0.001858679,-27.32,49.7397578,3.84,2.00812232,0.004651232,214.9967891,4.317398745,0.684368694,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Maytenus,cunninghamii,Celastraceae,Maytenus cunninghamii,327.59,0.002243533,-27.2,45.24946305,4.02,1.251639383,0.006848601,146.0152158,1.827584032,0.678729073,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Flueggea,virosa,Phyllanthaceae,Flueggea virosa,637.98,0.004019155,-26.36,44.05400447,8.92,2.268361807,0.006299813,158.7348776,3.600681174,0.642168877,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Tinospora,smilacina,Menispermaceae,Tinospora smilacina,200.95,0.003274503,-27.94,41.09520599,3.91,1.948115699,0.016295113,61.3680942,1.195521442,0.712345485,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Eucalyptus,pruinosa,Myrtaceae,Eucalyptus pruinosa,2370.21,0.010535152,-29.81,47.45826627,5.85,1.037227318,0.004444818,224.9810869,2.333565329,0.798071902,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Cullen,balsamicum,Fabaceae,Cullen balsamicum,903.66,0.007045882,-27.66,48.53148328,-1.92,2.924883791,0.00779705,128.2536331,3.751269764,0.700768683,yes,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0001,Psydrax,attenuata,Rubiaceae,Psydrax attenuata,1565.67,0.007060558,-28.04,50.78542418,4.81,1.068141392,0.004509608,221.7487604,2.368590334,0.717738517,No,1,137.069,-18.906,265.831,25.448,0.221,2208.348,637.569,25.47,487.614,2.235
NTAGFU0008,Streptoglossa,odora,Asteraceae,Streptoglossa odora,125.27,0.001156054,-30.29,42.28822036,2.52,2.069050286,0.009228502,108.3599528,2.242021821,0.822400603,No,1,136.865,-18.786,301.818,25.258,0.233,2204.204,657.312,25.28,512.685,2.186
NTAGFU0008,Atalaya,hemiglauca,Sapindaceae,Atalaya hemiglauca,661.37,0.003417447,-25.9,47.67554646,1.89,1.830711062,0.005167224,193.527523,3.542929554,0.618404281,No,1,136.865,-18.786,301.818,25.258,0.233,2204.204,657.312,25.28,512.685,2.186
NTAGFU0008,Flueggea,virosa,Euphorbiaceae,Flueggea virosa,1001.53,0.006891776,-28.17,44.03377773,2.25,1.643343078,0.006881247,145.3224909,2.388147204,0.723657466,No,1,136.865,-18.786,301.818,25.258,0.233,2204.204,657.312,25.28,512.685,2.186
NTAGFU0008,Grevillea,striata,Proteaceae,Grevillea striata,1192.63,0.002644963,-25.77,48.58450885,3.84,0.575605312,0.002217757,450.9060521,2.595439049,0.612391415,No,1,136.865,-18.786,301.818,25.258,0.233,2204.204,657.312,25.28,512.685,2.186
NTAGFU0008,Senna,artemisioides,Fabaceae,Senna artemisioides subsp. oligophylla,624.2,0.002208797,-27.85,57.4172851,1.75,1.166349146,0.003538605,282.5972083,3.296070474,0.708790251,yes,1,136.865,-18.786,301.818,25.258,0.233,2204.204,657.312,25.28,512.685,2.186
NTAGFU0008,Waltheria,indica,Malvaceae,Waltheria indica,114.9,4.91571e-4,-28.91,48.6632765,0.08,1.393449205,0.008556504,116.8701548,1.628526329,0.74517406,No,1,136.865,-18.786,301.818,25.258,0.233,2204.204,657.312,25.28,512.685,2.186
NTAGFU0008,Eucalyptus,pruinosa,Myrtaceae,Eucalyptus pruinosa,2055.11,0.00737954,-28.83,47.28387619,2.21,1.075819734,0.003590825,278.487554,2.99602385,0.739840955,No,1,136.865,-18.786,301.818,25.258,0.233,2204.204,657.312,25.28,512.685,2.186
NTAGFU0008,Neptunia,monosperma,Fabaceae,Neptunia monosperma,235.68,0.002814778,-28.4,48.33397784,-0.58,2.709313019,0.011943221,83.72950911,2.26849442,0.719881472,yes,1,136.865,-18.786,301.818,25.258,0.233,2204.204,657.312,25.28,512.685,2.186
NTAGFU0010,Pterocaulon,serrulatum var. velutinum,Asteraceae,Pterocaulon serrulatum var. velutinum,198.14,0.00265057,-31.29,47.24952164,-1.65,1.505448322,0.013377258,74.75373575,1.12537885,0.849202536,No,1,137.101,-17.896,238.684,25.681,0.296,2185.93,792.68,25.7,647.059,2.055
NTAGFU0010,Streptoglossa,odora,Asteraceae,Streptoglossa odora,243.26,8.72991e-4,-26.2,42.19329271,-0.48,1.614210653,0.003588717,278.651079,4.498016012,0.621913093,No,3,137.101,-17.896,238.684,25.681,0.296,2185.93,792.68,25.7,647.059,2.055
NTAGFU0010,Eucalyptus,leucophloia,Myrtaceae,Eucalyptus leucophloia,1888.62,0.005773748,-28.82,19.92132599,-0.54,0.280782934,0.003057125,327.1046917,0.918454214,0.739723912,No,1,137.101,-17.896,238.684,25.681,0.296,2185.93,792.68,25.7,647.059,2.055
NTAGFU0010,Acacia,thomsonii,Fabaceae,Acacia thomsonii,991,0.00418603,-29.59,50.61364249,-2.57,1.378592875,0.004224046,236.7398283,3.263678651,0.788452233,yes,1,137.101,-17.896,238.684,25.681,0.296,2185.93,792.68,25.7,647.059,2.055
NTAGFU0010,Diplatia,grandibractea,Loranthaceae,Diplatia grandibractea,1297.04,0.002091879,-31.14,47.94694789,-0.64,0.447170389,0.00161281,620.0359818,2.772616669,0.859587835,No,1,137.101,-17.896,238.684,25.681,0.296,2185.93,792.68,25.7,647.059,2.055
NTAGFU0010,Acacia,phlebocarpa,Fabaceae,Acacia phlebocarpa,237.34,0.001592106,-28.31,49.43705094,-1.55,2.189322163,0.006708122,149.0730261,3.263688649,0.731384864,yes,1,137.101,-17.896,238.684,25.681,0.296,2185.93,792.68,25.7,647.059,2.055
NTAGFU0010,Sida,sp. supplejack station,Malvaceae,Sida sp. supplejack station,88.6,3.86561e-4,-29.97,40.71215405,1.29,1.799243546,0.008725975,114.6003696,2.061939836,0.808678533,No,1,137.101,-17.896,238.684,25.681,0.296,2185.93,792.68,25.7,647.059,2.055
NTAGFU0010,Abutilon,otocarpum,Malvaceae,Abutilon otocarpum,98.56,7.67838e-4,-29.13,43.52556047,-0.64,2.309076696,0.00779056,128.3604839,2.963941868,0.769151835,No,1,137.101,-17.896,238.684,25.681,0.296,2185.93,792.68,25.7,647.059,2.055
NTAGFU0010,Tephrosia,leptoclada,Fabaceae,Tephrosia leptoclada,316.74,0.001408016,-26.54,46.51205622,-3.52,1.426580494,0.004445338,224.9547594,3.20916091,0.650277632,yes,3,137.101,-17.896,238.684,25.681,0.296,2185.93,792.68,25.7,647.059,2.055
NTAGFU0017,Corymbia,flavescens,Myrtaceae,Corymbia flavescens,1491.27,0.007146641,-28.59,48.881148,0.71,1.260837333,0.004792319,208.6672524,2.630954519,0.74518836,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Corchorus,walcottii,Malvaceae,Corchorus walcottii,139.54,0.001140576,-29.67,25.874929,3.7,1.60102883,0.008173826,122.34173440000001,1.958726342,0.793478252,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Hypericum,gramineum,Clusiaceae,Hypericum gramineum,238.84,0.001889027,-29.97,46.192275,0.06,1.606915278,0.007909174,126.4354565,2.031710616,0.807468321,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Acacia,sp.,Fabaceae,Acacia sp.,257.15,0.001244747,-30.66,5.004904598,-0.74,0.164195015,0.004840549,206.5881206,0.339207423,0.820872403,yes,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Terminalia,canescens,Combretaceae,Terminalia canescens,385.22,0.002204281,-28.85,48.65913865,1.49,1.154501733,0.005722135,174.7599536,2.017606598,0.756978126,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Acacia,holosericea,Fabaceae,Acacia holosericea,1279.19,0.007517702,-29.35,52.13270581,-1.29,2.731141759,0.005876923,170.1570573,4.647230803,0.762239127,yes,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Melaleuca,viridiflora,Myrtaceae,Melaleuca viridiflora,2206.63,0.006735296,-31.5,50.38513012,2.03,1.006929317,0.0030523,327.6218351,3.298919887,0.876927647,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Grevillea,parallela,Proteaceae,Grevillea parallela,1079.76,0.003365877,-27.39,48.43618851,4.79,0.816883752,0.003117246,320.7960267,2.620530276,0.689235228,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Cucumis,melo,Cucurbitaceae,Cucumis melo,370.28,0.003381908,-29.09,29.92551098,3.05,1.35287237,0.00913338,109.4884925,1.481239552,0.767287572,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Petalostigma,pubescens,Picrodendraceae,Petalostigma pubescens,935.54,0.00483474,-29.35,48.59549714,1.11,0.963318331,0.005167861,193.5036679,1.864056195,0.778565043,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Bossiaea,bossiaeoides,Fabaceae,Bossiaea bossiaeoides,1015.37,0.006472573,-30.58,48.68384688,-1.16,2.115447968,0.006374595,156.8727105,3.31856058,0.832561196,yes,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Waltheria,indica,Malvaceae,Waltheria indica,146.95,0.001339376,-29.67,47.06061967,1.96,1.338888599,0.009114504,109.7152352,1.468964849,0.775824884,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Acacia,hemsleyi,Fabaceae,Acacia hemsleyi,501.77,0.003086384,-29.37,49.20796556,-1.2,2.030327381,0.006150994,162.5753376,3.300811838,0.779476758,yes,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Grewia,retusifolia,Malvaceae,Grewia retusifolia,301.11,0.001995242,-29.93,50.93056653,2.75,1.32583871,0.006626289,150.9140241,2.000876675,0.787379813,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0017,Corymbia,polycarpa,Myrtaceae,Corymbia polycarpa,573.28,0.002253843,-30.34,44.11884004,0.55,0.626941066,0.003931487,254.3566777,1.594666512,0.824734662,No,1,137.158,-17.355,250.131,25.576,0.359,2165.993,913.17,25.593,777.249,1.899
NTAGFU0031,Capparis,umbonata,Capparaceae,Capparis umbonata,360.59,0.001497892,-30.81,46.64111026,10.16,1.639693969,0.004154004,240.7315977,3.947261411,0.846375085,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Hakea,chordophylla,Proteaceae,Hakea chordophylla,724.84,0.001187858,-30.73,48.15591651,3.3,0.807842402,0.001638786,610.207649,4.92951735,0.839566051,No,2,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Terminalia,canescens,Combretaceae,Terminalia canescens,389.54,0.002236622,-30.19,48.91521228,-1,1.222044518,0.0057417,174.1644328,2.128367066,0.815524881,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Petalostigma,banksii,Picrodendraceae,Petalostigma banksii,678.07,0.0039880820000000004,-29.62,50.2987381,-0.1,1.041275831,0.00588152,170.0240759,1.770419604,0.791431957,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Grevillea,refracta,Proteaceae,Grevillea refracta,318.71,0.00208795,-29.02,50.6964462,3.26,1.145501618,0.006551253,152.6425619,1.748522944,0.763127041,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Melaleuca,symphyocarpa,Myrtaceae,Asteromyrtus  symphyocarpa,365.76,0.002158992,-30.52,53.28811379,0.72,1.120982759,0.005902755,169.4124298,1.899084002,0.833446815,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Haemodorum,brevicaule,Haemodoraceae,Haemodorum brevicaule,251.97,8.7449e-4,-27.56,43.44857082,1.3,0.97538592,0.003470611,288.133713,2.810415572,0.698236087,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Calytrix,exstipulata,Myrtaceae,Calytrix exstipulata,168.54,9.44298e-4,-28.95,53.18843588,0.2,0.87762565,0.005602815,178.4817073,1.566401264,0.761157942,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Tephrosia,sp. Macarthur river,Fabaceae,Tephrosia sp.  Macarthur river,303.56,0.001787064,-28.07,45.22172425,-2.74,1.871063123,0.005887019,169.8652471,3.178286197,0.705497361,yes,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Acacia,hemignosta,Fabaceae,Acacia hemignosta,555.12,0.002501281,-30.19,50.95060636,-0.74,1.637423729,0.004505839,221.9342744,3.634004076,0.81713851,yes,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Acacia,hammondii,Fabaceae,Acacia hammondii,493.01,0.002409333,-29.9,52.1103279,-0.87,1.630075188,0.004886987,204.6250737,3.335542304,0.8032979,yes,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Persoonia,falcata,Proteaceae,Persoonia falcata,1656.38,0.00520983,-32.29,49.53675743,4.76,0.905856643,0.003145311,317.9335965,2.880022494,0.911960024,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Melaleuca,viridiflora,Myrtaceae,Melaleuca viridiflora,714.87,0.00225509,-30.69,51.22753735,1.26,0.830152801,0.003154546,317.0028114,2.631607848,0.838798129,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Grevillea,pteridifolia,Proteaceae,Grevillea pteridifolia,598.56,0.002005996,-28.77,49.39310516,1.86,0.848075397,0.0033513700000000002,298.3854207,2.530533474,0.755001841,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Erythrophleum,chlorostachys,Fabaceae,Erythrophleum chlorostachys,1884.78,0.008081706,-28.55,53.74268914,-1.87,1.76994382,0.004287877,233.2156245,4.127785895,0.743391499,yes,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Corymbia,drysdalensis,Myrtaceae,Corymbia drysdalensis,1213.42,0.005665841,-29.29,51.21029119,0.3,1.171781609,0.004669316,214.1641499,2.509535891,0.775250323,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Alphitonia,excelsa,Rhamnaceae,Alphitonia excelsa,839.56,0.005394801,-28.81,50.40321817,-0.45,1.442345059,0.006425748,155.6239044,2.244633713,0.75389011399999994,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Ehretia,saligna,Boraginaceae,Ehretia saligna,332.49,0.002610557,-29.84,46.92180154,0.42,1.517360308,0.007851536,127.3636069,1.932564925,0.800348482,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0031,Haemodorum,coccineum,Haemodoraceae,Haemodorum coccineum,1005.33,0.003284942,-28.8,44.26099216,2.83,0.582803922,0.003267526,306.0419766,1.783624436,0.753971792,No,1,134.387,-14.126,98.592,27.374,0.429,2210.171,1091.916,27.385,948.038,1.842
NTAGFU0040,Marsdenia,viridiflora,Apocynaceae,Marsdenia viridiflora,568.67,7.4491e-4,-31.45,48.95766681,-0.14,1.378051724,0.001309916,763.4079122,10.52015338,0.876435892,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Atalaya,hemiglauca,Sapindaceae,Atalaya hemiglauca,496.79,0.003154537,-30.61,48.05654566,-2.8,1.457619926,0.00634984,157.4842847,2.29552229,0.834963489,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Eucalyptus,tectifica,Myrtaceae,Eucalyptus tectifica,1730.33,0.011499726,-31.29,49.49663255,1.07,1.282398042,0.006645973,150.4670659,1.929586596,0.848536781,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Atalaya,variifolia,Sapindaceae,Atalaya variifolia,862.66,0.006127516,-29.75,49.70395211,0.48,1.787908612,0.007103048,140.7846272,2.517100563,0.79808806,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Brachychiton,diversifolius,Malvaceae,Brachychiton diversifolius,701.57,0.007058622,-28.37,49.52097547,-0.1,1.355807315,0.01006118,99.39191635,1.347562925,0.733145434,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Alphitonia,excelsa,Rhamnaceae,Alphitonia excelsa,904.26,0.005091069,-26.86,48.90400327,0.66,1.919754902,0.005630094,177.6169343,3.40980968,0.664994581,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Terminalia,canescens,Combretaceae,Terminalia canescens,319.68,0.001788584,-30.38,47.73349466,0.84,1.133718861,0.005594918,178.7336163,2.026336867,0.826486234,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Melaleuca,viridiflora,Myrtaceae,Melaleuca viridiflora,940.95,0.003488524,-28.9,52.98063223,0.16,0.720136054,0.003707449,269.7272278,1.942403129,0.756532488,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Terminalia,platyptera,Combretaceae,Terminalia platyptera,430.94,0.0036041240000000002,-29.45,44.92813272,-0.28,1.682210618,0.008363401,119.5685816,2.011395386,0.785122307,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Erythrophleum,chlorostachys,Fabaceae,Erythrophleum chlorostachys,752.8,0.004908851,-29.32,52.99544772,-1.09,2.390821577,0.00652079,153.3556528,3.66646001,0.778229881,yes,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Acacia,dimidiata,Fabaceae,Acacia dimidiata,689.96,0.004552538,-30.04,50.22063663,-0.54,2.466999041,0.006598263,151.5550312,3.738861335,0.809553622,yes,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Corymbia,polycarpa,Myrtaceae,Corymbia polycarpa,672.06,0.004586342,-28.7,52.67352038,1.09,1.363732681,0.006824304,146.535096,1.99834691,0.749031546,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Flueggea,virosa,Euphorbiaceae,Flueggea virosa,312.91,0.002111128,-28.57,45.04618818,-1.57,1.401407942,0.006746759,148.2193064,2.077157257,0.726877301,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Petalostigma,banksii,Picrodendraceae,Petalostigma banksii,1161.77,0.006338612,-29.28,48.80273273,0.79,0.942472727,0.005455996,183.2846065,1.727407291,0.775344062,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
NTAGFU0040,Grewia,retusifolia,Malvaceae,Grewia retusifolia,603.81,0.003770311,-30.27,49.68940405,0.04,1.22006617,0.006244201,160.1485854,1.953918796,0.821226092,No,1,133.845,-14.674,56.852,27.62,0.397,2239.233,1041.709,27.633,888.099,1.991
