ID,Species,Conifer,N-fixing,site,Site 2,site2,Gm,gm/mass,Rd,Rd/mass,Amax for Ci=250,Amax/mass,A/Ci-curve data,TPU/area,TPU/mass,Jmax/area,Jmax/mass,Jmax/TPU mass,average ETR,Last point lower ETR,Last/previous (Jmax),Last/previous (ETR),Jmax/Vcmax,Vcmax/mass,Average Vcmax,Modelled Cc-ci,Ci,Cc-modelled,Cc/Ci-modelled,Ci-Cc-modelled,AvGtc,av-CA,av A,Av-Ci,av Ci/CA,av-Cc,Cc/Ci,Ci-Cc,Cc/Ca,GE-LMA,dC13,dN15,N%,C%,P%,P/N,GE-N/area,GE-P/area,site_name,LfSize(cm2),SLA(cm/2),Narea,Parea,ChlAarea(umol m-2),ChlBarea,Chl(tot)area,carots_area,Chla/b,ChlAmass(mmol/kg),ChlBmass,Chl(tot)mass,carots_mass(umol/m2),SLAchl(cm2/g),SLAall,Thickness,Density,climate,plantID,who,spp,site_spp,abs400_700,absLCF,PRI,Rred/Rgreen,R400-700,transmission
79,Banksia spinulosa,NA,NA,loRhiP,loRloP,LowR,0.048,0.222,-1.082,-0.005,5.714,0.026,NA,4.403,0.02,80.344,0.369,18.246,85.102,Y,0.939,0.93,2.535,0.146,31.699,NA,250,131.524,0.526,118.476,0.039,386.257,5.762,235.002,0.608,115.521,0.106,5.154,15.661,217.566,-28.525,-2.103,0.48,51.977,0.012,0.012,1.044,0.027,Castlereagh,1.3,46,1.04,0.03,355,123,478,170,2.89,1.63,0.56,2.2,0.78,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,Banksia spinulosa,NA,NA,loRhiP,loRloP,LowR,0.035,0.153,-0.851,-0.004,4.03,0.018,NA,2.899,0.013,62.492,0.276,21.556,72.531,Y,0.734,0.982,2.802,0.098,22.3,NA,250,133.719,0.535,116.281,0.019,371.35,3.432,192.944,0.52,93.921,0.151,2.912,27.299,226.566,-28.491,-2.444,0.31,51.9,0.018,0.027,0.702,0.041,Castlereagh,1.3,44.1,0.7,0.04,333,138,471,157,2.42,1.47,0.61,2.08,0.7,44.1,44.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Persoonia laurina,NA,NA,loRhiP,loRloP,LowR,0.022,0.134,-1.518,-0.009,2.154,0.013,NA,2.419,0.015,35.778,0.218,14.788,34.723,N,1.285,1.121,2.699,0.081,13.258,NA,250,151.961,0.608,98.039,0.024,387.497,2.129,298.559,0.77,201.689,0.362,1.358,31.95,163.825,-28.3,2.5,0.375,52.8,0.023,0.028,0.614,0.038,Castlereagh,9.8,63.3,0.59,0.04,162,54,216,124,2.97,0.99,0.33,1.32,0.76,61,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Persoonia laurina,NA,NA,loRhiP,loRloP,LowR,0.025,0.157,-1.379,-0.009,2.938,0.018,NA,3.004,0.019,40.216,0.25,13.388,40.295,N,1.176,1.082,2.217,0.113,18.143,NA,250,133.858,0.535,116.142,0.04,387.577,3.074,310.894,0.802,189.391,0.261,2.272,19.857,160.845,-29.559,3.032,0.37,53.1,0.023,0.028,0.595,0.037,Castlereagh,19.3,60.1,0.62,0.04,141,50,191,150,2.8,0.83,0.3,1.13,0.88,58.9,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Banksia aemula,NA,NA,loRloP,loRloP,lowR,0.088,0.466,-1.031,-0.005,6.647,0.035,NA,5.442,0.029,78.665,0.416,14.457,77.626,Y,1.016,0.934,2.667,0.156,29.495,NA,250,174.667,0.699,75.333,0.025,385.637,4.796,193.414,0.502,139.057,0.105,4.295,20.166,189.224,-29.783,-2.8,0.59,52.3,0.019,0.015,1.116,0.036,AgnesBanks,18.2,55,1.07,0.03,323,111,434,174,2.91,1.71,0.59,2.29,0.92,52.8,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Banksia aemula,NA,NA,loRloP,loRloP,lowR,0.085,0.497,-1.148,-0.007,4.957,0.029,NA,3.503,0.02,70.349,0.412,20.081,53.874,Y,0.995,0.949,3.294,0.125,21.355,NA,250,191.671,0.767,58.329,0.022,386.65,4.205,191.403,0.495,141.923,0.118,3.71,22.984,170.919,-31.31,-2.1,0.415,51.3,0.022,0.024,0.709,0.038,AgnesBanks,15,57.4,0.72,0.04,214,72,287,157,2.96,1.25,0.42,1.68,0.92,58.5,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Eucalyptus sclerophylla,NA,NA,loRloP,loRloP,lowR,0.044,0.225,-2.336,-0.012,5.678,0.029,NA,4.815,0.025,78.772,0.402,16.359,70.529,N,1.095,1.104,2.131,0.189,36.966,NA,250,121.092,0.484,128.908,0.021,371.11,2.977,229.799,0.619,162.218,0.208,2.357,29.205,195.722,-31.25,2.811,0.67,52.3,0.029,0.019,1.311,0.056,AgnesBanks,35.1,49.9,1.34,0.06,469,159,629,223,2.94,2.4,0.81,3.21,1.14,51.1,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,Eucalyptus sclerophylla,NA,NA,loRloP,loRloP,lowR,0.039,0.203,-2.183,-0.011,4.109,0.022,NA,4.458,0.023,65.055,0.342,14.594,64.973,N,1.304,1.109,2.636,0.13,24.681,NA,250,143.531,0.574,106.469,0.013,461.908,2.916,210.652,0.456,135.092,0.156,2.46,34.849,190.247,-30.492,-4.109,0.7,53.4,0.031,0.02,1.332,0.059,AgnesBanks,46,51.4,1.36,0.06,406,140,545,161,2.9,2.13,0.73,2.87,0.84,52.6,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,Eucalyptus sclerophylla,NA,NA,loRloP,loRloP,lowR,0.089,0.425,-1.535,-0.007,9.642,0.046,NA,5.086,0.024,98.254,0.468,19.32,92.949,Y,0.895,0.862,1.972,0.237,49.826,NA,250,141.906,0.568,108.094,0.043,368.11,7.155,203.341,0.552,123.122,0.077,6.603,12.738,209.919,-31.321,-2.7,0.855,53.75,0.038,0.02,1.795,0.08,AgnesBanks,20.7,48.3,1.77,0.08,474,164,638,191,2.89,2.26,0.78,3.04,0.91,47.6,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Persoonia laurina,NA,NA,loRloP,loRloP,lowR,0.05,0.317,-0.89,-0.006,3.45,0.022,NA,1.911,0.012,44.549,0.28,23.316,36.306,N,1.029,1.231,2.854,0.098,15.607,NA,250,181.617,0.726,68.383,0.031,387.143,3.111,284.96,0.736,223.298,0.237,2.375,24.114,159.013,-29.559,3.199,0.44,52.9,0.029,0.03,0.7,0.046,AgnesBanks,17.1,61.8,0.71,0.05,168,54,222,87,3.11,1.06,0.34,1.4,0.55,62.9,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Agathis robusta,Y,Y??,MUcampus,MUcampus,NA,NA,NA,-2.725,-0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,372.945,0.967,227.966,0.611,NA,NA,NA,NA,130.954,-24.9,1.188,NA,NA,0.038,NA,NA,0.049,MU_campus,24.3,76.4,NA,0.05,299,123,422,98,2.44,2.28,0.94,3.22,0.75,76.4,76.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Agathis robusta,Y,Y??,MUcampus,MUcampus,NA,0.042,0.32,-1.868,-0.014,2.769,0.021,NA,NA,NA,39.525,0.303,NA,41.433,NA,NA,NA,2.683,0.113,14.73,NA,250,183.532,0.734,66.468,0.025,321.44,2.871,207.154,0.644,138.229,0.224,2.227,25.651,130.286,-24.322,3.4,1.1,52.2,0.078,0.032,1.433,0.102,MU_campus,24,76.8,1.43,0.1,330,127,457,143,2.6,2.53,0.97,3.5,1.09,76.8,76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Agathis moorei,Y,Y??,MUcampus,MUcampus,NA,0.116,0.688,-0.659,-0.004,6.39,0.038,NA,4.373,0.026,61.704,0.365,14.109,67.643,Y,1.11,0.956,2.407,0.152,25.633,NA,250,195.092,0.78,54.908,0.021,369.925,4.185,166.918,0.451,130.96,0.108,3.733,21.984,169.117,-28.372,2.738,0.88,52.3,0.079,0.04,1.488,0.133,MU_campus,21.2,56.7,1.55,0.14,538,208,746,211,2.59,3.18,1.23,4.41,1.25,59.1,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Araucaria bidwilii,Y,Y??,MUcampus,MUcampus,NA,0.063,0.395,-1.017,-0.006,5.818,0.037,NA,5.115,0.032,75.561,0.477,14.772,80.886,N,1.348,1.13,2.689,0.177,28.096,NA,250,157.143,0.629,92.857,0.021,370.06,3.901,175.62,0.475,113.364,0.122,3.426,23.137,158.496,-27.195,2.456,1.3,48.9,0.166,0.058,2.06,0.262,MU_campus,3.1,64.8,2,0.26,383,137,520,162,2.79,2.45,0.88,3.32,1.04,63.9,64.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Cephalotaxus fortunei,Y,NA,MUcampus,MUcampus,NA,0.111,0.714,-0.796,-0.005,7.317,0.047,NA,5.97,0.038,84.216,0.543,14.107,86.96,Y,0.973,0.953,2.748,0.197,30.646,NA,250,183.926,0.736,66.074,0.038,385.477,6.755,205.993,0.534,144.996,0.079,6.221,13.985,155.188,-26.038,1.616,1.59,51.4,0.135,0.038,2.467,0.21,MU_campus,NA,NA,NA,NA,684,245,930,272,2.79,4.41,1.58,5.99,1.75,64.4,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Ginkgo biloba,Y,NA,MUcampus,MUcampus,NA,0.053,1.146,-0.926,-0.02,4.298,0.094,NA,2.958,0.065,42.394,0.925,14.332,44.896,Y,1.048,0.965,2.105,0.439,20.137,NA,250,168.175,0.673,81.825,0.064,367.97,4.877,291.256,0.792,198.41,0.162,4.085,12.412,45.832,-29.138,-2.211,1.32,50.15,0.508,0.174,0.605,0.233,MU_campus,NA,NA,NA,NA,153,56,209,71,2.73,3.33,1.22,4.55,1.55,218.2,215.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Ginkgo biloba,Y,NA,MUcampus,MUcampus,NA,0.063,0.852,-1.582,-0.021,4.313,0.058,NA,3.875,0.052,57.157,0.773,14.751,61.949,Y,1.036,0.94,2.794,0.277,20.455,NA,250,181.565,0.726,68.435,0.029,369.225,4.494,211.982,0.574,140.664,0.128,3.92,20.11,73.934,-24.909,0.746,2,50.8,0.591,0.134,1.479,0.437,MU_campus,NA,NA,NA,NA,437,162,599,142,2.69,5.9,2.19,8.1,1.92,135.3,124.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Podocarpus elatus,Y,Y??,MUcampus,MUcampus,NA,0.073,0.347,-1.206,-0.006,5.118,0.024,NA,4.258,0.02,61.273,0.293,14.389,59.513,Y,0.977,0.942,2.651,0.111,23.113,NA,250,179.5,0.718,70.5,0.058,384.8,5.828,283.359,0.736,203.077,0.126,5.092,12.802,208.915,-26.998,-0.318,0.9,46.6,0.176,0.089,1.88,0.368,MU_campus,11.1,44.3,2.03,0.4,497,189,686,209,2.62,2.38,0.91,3.28,1,47.9,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Podocarpus elatus,Y,Y??,MUcampus,MUcampus,NA,0.037,0.2,-1.048,-0.006,2.988,0.016,NA,3.479,0.019,49.586,0.27,14.255,48.002,N,1.193,1.081,3.346,0.081,14.822,NA,250,168.724,0.675,81.276,0.022,387.193,3.257,239.852,0.619,151.267,0.19,2.637,27.964,183.485,-26.878,2.5,0.99,47.5,0.193,0.088,1.817,0.355,MU_campus,11.9,54.3,1.82,0.36,655,235,890,236,2.78,3.94,1.41,5.35,1.42,60.2,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Banksia aemula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AgnesBanks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Eucalyptus sclerophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AgnesBanks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Persoonia laurina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AgnesBanks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Acacia falcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Castlereagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Banksia spinulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Castlereagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Eucalyptus fibrosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Castlereagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Eucalyptus haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Castlereagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Macrozamia spiralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Castlereagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Persoonia laurina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Castlereagh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Astrotricha floccosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WestHead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Breynia oblongifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WestHead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Eucalyptus umbra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WestHead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Lambertia formosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WestHead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Macrozamia communis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WestHead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Notelaea longifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WestHead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Syncarpia glomulifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WestHead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Synoum glandulosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WestHead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Xylomelum pyriforme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WestHead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Acacia myrtifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Acacia suaveolens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Angophora hispida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Banksia marginata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Banksia oblongifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Banksia serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Corymbia gummifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Eriostemon australasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grevillea speciosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hakea dactyloides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Lambertia formosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Persoonia lanceolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Persoonia levis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCNP_Murrua_Track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
