Ordered_Tag,Tag_Num,Block,Plot,Plot_Code,Treatment,SubPlot,Position,provenance,Mother,Mother_Code,Notes,Trip,Months_Since_Planting,Trip_Date,Date_Deci,Alive,Green,Height,Leaf_Number,Fv.Fm,Soil_Moisture,Total_B,Total_ABG,Root_Weight,ABG_Weight,SLA_Weight,N_SLA_Leaves,Total_Leaf_Area,LA_per_leaf,SLA,ID.fact,Mother.f,Mother_Code.f,Site_Name,Total_B_log,Total_ABG.log,Root_Weight_log,SLA.sq,IN_Plant,Run,Thermocouple,NT_Temp,Exotherm,FvFm_Pre_IN,FvFm_Post_IN,Weight_Pre_IN,Weight_Post_IN,species,site,context
4209,215,C,7,27,Ambient,C7A,Ea,Kosciuszko Summit,4,4,Good,11,25,Apr-16,42461,1,1,47,6,0.752,28.2,1.3537,0.7592,0.5945,0.4464,0.3128,3,20.325,6.775,64.97762148,215,4,4,Kosciuszko Summitt,0.302841584,-0.275490032,-0.520034563,8.060869772,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4212,209,C,7,27,Ambient,C7A,We,Charlotte Pass,1,11,Good,11,25,Apr-16,42461,1,1,44,6,0.77,28.2,0.8842,0.475,0.4092,0.287,0.188,3,14.729,4.909666667,78.34574468,209,1,11,Charlotte Pass,-0.123071998,-0.744440475,-0.893551245,8.851313161,Yes,2,8+,-8.86,Yes,0.604,0.753,0.00471,0.00333,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4218,217,C,8,28,Warmed,C8W,No,Charlotte Pass,3,13,Good,11,25,Apr-16,42461,1,1,NA,NA,0.814,18.4,0.5989,0.4208,0.1781,0.2343,0.1865,3,13.48,4.493333333,72.27882038,217,3,13,Charlotte Pass,-0.51266064,-0.865597618,-1.725410089,8.501695147,Yes,1,6-,-10.38,Yes,0.744,0.742,0.00344,0.00267,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4227,229,C,9,29,Ambient,C9A,So,Snowy River,8,28,Good,11,25,Apr-16,42461,1,1,60,8,0.81,14.3,2.5489,1.8244,0.7245,1.2286,0.5958,3,25.636,8.545333333,43.0278617,229,8,28,Snowy River,0.935661894,0.601251166,-0.322273517,6.559562615,Yes,1,5*,NA,No,0.658,0.693,0.00375,0.00262,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4231,230,C,9,29,Warmed,C9W,So,Snowy River,8,28,Good,11,25,Apr-16,42461,1,1,47,5,0.829,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,8,28,Snowy River,NA,NA,NA,NA,Yes,1,8+,-9.75,Yes,0.78,0.796,0.00361,0.00248,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Warmed conditions
4237,238,C,10,30,Ambient,C10A,Ea,Snowy River,4,24,Good,11,25,Apr-16,42461,1,1,34,5,0.763,24.5,0.3769,0.2291,0.1478,0.1484,0.0807,3,6.256,2.085333333,77.52168525,238,4,24,Snowy River,-0.975775379,-1.47359669,-1.91189527,8.804639984,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4238,240,C,10,30,Ambient,C10A,No,Kosciuszko Summit,8,8,Good,11,25,Apr-16,42461,1,1,28,5,0.822,24.5,0.3608,0.2446,0.1162,0.154,0.0906,3,4.576,2.288,50.50772627,240,8,8,Kosciuszko Summitt,-1.019431491,-1.408131056,-2.152442435,7.106878799,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4240,236,C,10,30,Ambient,C10A,We,Seamans Hut,7,37,Good,11,25,Apr-16,42461,1,1,45,7,0.754,24.5,0.7365,0.5181,0.2184,0.3234,0.1947,3,8.387,4.1935,43.07652799,236,7,37,Seamans Hut,-0.305846043,-0.657587005,-1.521427035,6.563271135,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
4253,250,D,2,32,Warmed,D2W,Ea,Charlotte Pass,2,12,Good,11,25,Apr-16,42461,1,1,50,4,0.773,24.5,0.6041,0.4352,0.1689,0.2367,0.1985,3,15.094,5.031333333,76.04030227,250,2,12,Charlotte Pass,-0.504015532,-0.831949583,-1.778448455,8.720109074,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4258,261,D,3,33,Ambient,D3A,No,Snowy River,3,23,Good,11,25,Apr-16,42461,1,1,22,NA,0.818,19.3,1.5167,0.634,0.8827,0.4775,0.1565,3,11.764,3.921333333,75.16932907,261,3,23,Snowy River,0.416536922,-0.455706325,-0.124769887,8.670024744,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4259,263,D,3,33,Ambient,D3A,So,Kosciuszko Summit,4,4,Good,11,25,Apr-16,42461,1,1,59,NA,0.773,19.3,2.444,1.5215,0.9225,1.0263,0.4952,3,35.836,11.94533333,72.36672052,263,4,4,Kosciuszko Summitt,0.893636041,0.41969669,-0.080667903,8.506863142,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4271,270,D,4,34,Ambient,D4A,So,Snowy River,8,28,Good,11,25,Apr-16,42461,1,1,29,5,0.764,34.8,0.5884,0.2559,0.3325,0.1275,0.1284,3,8.251,2.750333333,64.26012461,270,8,28,Snowy River,-0.53034829000000006,-1.362968536,-1.101115419,8.016241302,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4277,280,D,5,35,Ambient,D5A,Ea,Kosciuszko Summit,2,2,Good,11,25,Apr-16,42461,1,1,31,6,0.798,14,1.1026,0.4095,0.6931,0.2847,0.1248,3,9.071,3.023666667,72.68429487,280,2,2,Kosciuszko Summitt,0.097671027,-0.892818376,-0.36658099,8.525508482,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4279,278,D,5,35,Ambient,D5A,So,Snowy River,4,24,Good,11,25,Apr-16,42461,1,1,56,5,0.819,14,1.235,0.7011,0.5339,0.4214,0.2797,3,19.339,NA,69.14193779,278,4,24,Snowy River,0.21107097,-0.355104749,-0.627546723,8.315163125,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4310,306,D,9,39,Ambient,D9A,No,Charlotte Pass,5,15,Good,11,25,Apr-16,42461,1,0,40,6,0.788,22,0.6119,0.3277,0.2842,0.2328,0.0949,3,7.022,2.340666667,73.99367756,306,5,15,Charlotte Pass,-0.491186409,-1.115656723,-1.258077063,8.601957775,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4311,308,D,9,39,Ambient,D9A,So,Seamans Hut,2,32,Good,11,25,Apr-16,42461,1,1,32,4,0.684,22,0.5164,0.2468,0.2696,0.1163,0.1305,3,8.851,2.950333333,67.82375479,308,2,32,Seamans Hut,-0.66087362,-1.399176987,-1.3108159,8.235517882,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
4322,325,E,1,41,Ambient,E1A,No,Snowy River,3,23,Good,11,25,Apr-16,42461,1,1,47,5,0.784,27.1,1.0622,0.6671,0.3951,0.31,0.3571,3,20.044,6.681333333,56.12993559,325,3,23,Snowy River,0.060342229,-0.404815319,-0.928616382,7.49199143,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4329,333,E,2,42,Ambient,E2A,Ea,Snowy River,1,21,Good,11,25,Apr-16,42461,1,1,30,5,0.774,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,1,21,Snowy River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4332,335,E,2,42,Ambient,E2A,We,Kosciuszko Summit,9,9,Good,11,25,Apr-16,42461,1,1,41,6,0.78,23.2,0.7971,0.4206,0.3765,0.2334,0.1872,3,13.524,4.508,72.24358974,335,9,9,Kosciuszko Summitt,-0.226775138,-0.866073016,-0.97683723200000006,8.499622918,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4337,337,E,3,43,Warmed,E3W,Ea,Charlotte Pass,3,13,Good,11,25,Apr-16,42461,1,1,50,7,0.8,44,1.4866,0.9156,0.571,0.5883,0.3273,3,23.41,7.803333333,71.52459517,337,3,13,Charlotte Pass,0.396491633,-0.088175691,-0.560366069,8.45722148,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4341,338,E,3,43,Ambient,E3A,Ea,Charlotte Pass,3,13,Good,11,25,Apr-16,42461,1,1,31,6,0.699,35.7,0.3407,0.1725,0.1682,0.1002,0.0723,3,6.289,2.096333333,86.98478562,338,3,13,Charlotte Pass,-1.076752954,-1.757358043,-1.782601531,9.326563441,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4342,344,E,3,43,Ambient,E3A,No,Kosciuszko Summit,6,6,Good,11,25,Apr-16,42461,1,1,25,4,0.749,35.7,0.2395,0.1175,0.122,0.0598,0.0577,3,4.281,1.427,74.19410745,344,6,6,Kosciuszko Summitt,-1.429201862,-2.141316945,-2.103734234,8.613600145,Yes,1,2-,NA,No,0.652,0.598,0.00399,0.00245,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4345,351,E,4,44,Warmed,E4W,Ea,Kosciuszko Summit,4,4,Good,11,25,Apr-16,42461,1,1,35,5,0.681,35.1,0.4342,0.2607,0.1735,0.1775,0.0832,2,5.12,2.56,61.53846154,351,4,4,Kosciuszko Summitt,-0.834250022,-1.344384958,-1.75157768,7.844645406,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
4346,345,E,4,44,Warmed,E4W,No,Charlotte Pass,8,18,Good,11,25,Apr-16,42461,1,1,33,2,0.605,35.1,0.1784,0.0865,0.0919,0.0444,0.0421,2,2.964,1.482,70.40380048,345,8,18,Charlotte Pass,-1.723727059,-2.447610865,-2.38705425,8.390697258,Yes,1,5-,-7.4,Yes,0.767,0.559,0.00328,0.00263,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Warmed conditions
4347,347,E,4,44,Warmed,E4W,So,Seamans Hut,7,37,Good,11,25,Apr-16,42461,1,1,25,5,0.77,35.1,0.2763,0.1515,0.1248,0.0875,0.064,3,4.596,1.532,71.8125,347,7,37,Seamans Hut,-1.286268047,-1.887169654,-2.081042823,8.474225628,Yes,1,5+,-8.96,Yes,0.764,0.711,0.00397,0.0032,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Warmed conditions
4349,352,E,4,44,Ambient,E4A,Ea,Kosciuszko Summit,4,4,Good,11,25,Apr-16,42461,1,1,25,4,0.741,50.4,0.2137,0.0746,0.1391,0.0454,0.0292,3,2.367,0.789,81.06164384,352,4,4,Kosciuszko Summitt,-1.543182117,-2.595614772,-1.97256218,9.003424006,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4350,346,E,4,44,Ambient,E4A,No,Charlotte Pass,8,18,Good,11,25,Apr-16,42461,1,1,21,4,0.656,50.4,0.0793,0.0476,0.0317,0.0264,0.0212,3,1.765,0.588333333,83.25471698,346,8,18,Charlotte Pass,-2.53451715,-3.044922518,-3.451438598,9.124402281,Yes,1,3-,-11.08,Yes,0.555,0.457,0.00346,0.00258,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4351,348,E,4,44,Ambient,E4A,So,Seamans Hut,7,37,Good,11,25,Apr-16,42461,1,1,19,5,0.737,50.4,0.3998,0.324,0.0758,0.036,0.288,3,1.886,0.628666667,6.548611111,348,7,37,Seamans Hut,-0.916790857,-1.127011763,-2.579656986,2.559025422,Yes,1,7-,-9.74,Yes,0.767,0.644,0.00224,0.00196,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
4352,350,E,4,44,Ambient,E4A,We,Snowy River,10,30,Good,11,25,Apr-16,42461,1,1,30,6,0.775,50.4,0.4087,0.2209,0.1878,0.1331,0.0878,3,6.321,2.107,71.99316629,350,10,30,Snowy River,-0.894773888,-1.510045169,-1.672377712,8.484878684,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4358,356,E,5,45,Ambient,E5A,No,Seamans Hut,10,40,Good,11,25,Apr-16,42461,1,1,39,4,0.789,37,0.3061,0.1583,0.1478,0.0858,0.0725,3,5.442,1.814,75.06206897,356,10,40,Seamans Hut,-1.183843433,-1.843263312,-1.91189527,8.66383685,Yes,1,6*,-9.99,Yes,0.765,0.672,0.00411,0.00329,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
4359,358,E,5,45,Ambient,E5A,So,Snowy River,8,28,Good,11,25,Apr-16,42461,1,1,18,3,0.704,37,0.1404,0.0602,0.0802,0.0324,0.0278,2,1.639,0.8195,58.95683453,358,8,28,Snowy River,-1.963259787,-2.810082927,-2.523231764,7.678335401,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
4360,360,E,5,45,Ambient,E5A,We,Kosciuszko Summit,2,2,Good,11,25,Apr-16,42461,1,1,43,6,0.805,37,0.9407,0.4788,0.4619,0.282,0.1968,3,12.332,4.110666667,62.66260163,360,2,2,Kosciuszko Summitt,-0.061131,-0.736472305,-0.772406862,7.9159713,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4374,376,E,7,47,Ambient,E7A,No,Kosciuszko Summit,3,3,Good,11,25,Apr-16,42461,1,1,32,6,0.768,45.2,0.1796,0.0867,0.0929,0.0505,0.0362,3,2.881,0.960333333,79.58563536,376,3,3,Kosciuszko Summitt,-1.717023123,-2.445301395,-2.376231633,8.92107815,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Ambient conditions
4378,383,E,8,48,Warmed,E8W,No,Kosciuszko Summit,10,10,Good,11,25,Apr-16,42461,1,1,40,8,0.782,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,10,10,Kosciuszko Summitt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
4381,378,E,8,48,Ambient,E8A,Ea,Charlotte Pass,5,15,Good,11,25,Apr-16,42461,1,1,NA,5,0.771,31.9,0.3986,0.2265,0.1721,0.1294,0.0971,3,7.551,2.517,77.76519053,378,5,15,Charlotte Pass,-0.919796871,-1.485010334,-1.759679576,8.818457378,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
4385,389,E,9,49,Warmed,E9W,Ea,Snowy River,9,29,Good,11,25,Apr-16,42461,1,1,17,3,0.722,51.2,0.0941,0.0321,0.062,0.0161,0.016,3,1.137,0.379,71.0625,389,9,29,Snowy River,-2.363397232,-3.438899249,-2.780620894,8.42985765,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Warmed conditions
4388,391,E,9,49,Warmed,E9W,We,Kosciuszko Summit,5,5,Good,11,25,Apr-16,42461,1,1,25,6,0.713,51.2,0.2171,0.096,0.1211,0.0563,0.0397,3,3.569,1.189666667,89.89924433,391,5,5,Kosciuszko Summitt,-1.527397202,-2.343407088,-2.111138628,9.481521203,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
NA,83,B,1,11,Ambient,B1A,No,Seamans Hut,5,35,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,6-,-8.67,Yes,0.811,0.745,0.00247,0.00205,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Seamans Hut grown under Ambient conditions
NA,94,B,2,12,Warmed,B2W,We,Snowy River,7,27,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,5+,-9.5,Yes,0.734,NA,0.00221,NA,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Warmed conditions
NA,151,B,9,19,Warmed,B9W,We,Kosciuszko Summit,9,9,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,4+,-10.46,Yes,0.798,0.677,0.00261,0.00164,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
NA,218,C,8,28,Ambient,C8A,No,Charlotte Pass,3,13,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,6+,-7.8,No,0.629,0.631,0.0057,0.00274,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Charlotte Pass grown under Ambient conditions
NA,232,C,9,29,Warmed,C9W,No,Kosciuszko Summit,2,2,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,Blank_in_2+,-10.46,Yes,0.797,0.441,0.00311,0.00191,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Kosciuszko Summit grown under Warmed conditions
NA,382,E,8,46,Ambient,E8A,We,Snowy River,5,25,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,5*,-9.05,Yes,0.715,0.73,0.00395,0.00312,Aciphylla glacialis,"Merritts Creek, Kosciuszko NP",seeds from Snowy River grown under Ambient conditions
