"ITEM_ID","DATEGERMPLASMRECEIVED","MONITORINGPERIOD","THOUSANDSEEDWEIGHT","DEGREEOFPURITY","AVGSEEDPERFRUIT","ORIGINALSEEDQUANTITY","CURRENTSEEDQUANTITY","ADJUSTEDSEEDQUANTITY","METHODSEEDNUMDETERMINED","VIABILITYSUMMARY","PROCESSINGMEASUREMENTSORFACTS"
1288140,02-MAY-90,"",,,"","",,"","","","Current quantity available as 1 packet"
1250044,18-APR-91,"",,,"","",,"","","","Current quantity available as 5.408gm large packet"
1250127,18-APR-91,"",,,"","",,"","","","Current quantity available as .579gm packet"
1282553,06-APR-90,"",,,"","",,"","","","Current quantity available as .311gm packet"
1272457,25-OCT-90,"",,,"","",,"","","","Current quantity available as .851gm packet"
1251066,18-APR-91,"",,,"","",,"","","","Current quantity available as .273gm packet"
1291396,11-SEP-90,"",,,"","",,"","","","Current quantity available as 1.763gm packet"
1300264,29-JAN-91,"",,,"","",,"","","","Current quantity available as .139gm packet"
1350080,,"",,,"","",,"","","","Current quantity available as 10.102gm packet"
1396463,,"",,,"","",,"","","","Current quantity available as 4.596gm packet"
1396469,,"",,,"","",,"","","","Current quantity available as 2.26gm packet"
1396478,,"",,,"","",,"","","","Current quantity available as 9.338gm packet"
1359293,,"",,,"","",,"","","","Current quantity available as 14.23gm packet"
1371531,,"",,,"","",,"","","","Current quantity available as .211gm packet"
1361257,,"",,,"","",,"","","","Current quantity available as 1.715gm packet"
1356100,,"",,,"","",,"","","","Current quantity available as 18.965gm packet"
1356429,,"",,,"","",,"","","","Current quantity available as 7.978gm packet"
1373243,,"",,,"","",,"","","","Current quantity available as 13.98gm packet"
1145918,27-NOV-98,"",6.811,,"","",274,"","","","Current quantity available as 1.864gm packet"
1145240,20-MAR-02,"",0.1705,,"","",563,"","","","Current quantity available as .096gm packet"
1137954,20-OCT-99,"",1.358,,"","",1414,"","","","Current quantity available as 1.92gm packet"
1144566,17-DEC-98,"",,,"","",,"","","","Current quantity available as 1.53gm packet"
1144613,17-DEC-98,"",24.3914,,"","",38,"","","","Current quantity available as .933gm packet"
1137323,24-NOV-99,"",0.35,,"","",303,"","","","Current quantity available as .106gm packet"
1137332,24-NOV-99,"",6.1519,,"","",64,"","","","Current quantity available as .396gm packet"
1137335,24-NOV-99,"",6.2127,,"","",69,"","","","Current quantity available as .431gm packet"
1137336,24-NOV-99,"",8.2045,,"","",34,"","","","Current quantity available as .278gm packet"
1137352,24-NOV-99,"",17.1259,,"","",54,"","","","Current quantity available as .92gm packet"
1137356,24-NOV-99,"",1.145,,"","",421,"","","","Current quantity available as .482gm packet"
1137360,24-NOV-99,"",4.294,,"","",701,"","","","Current quantity available as 3.009gm packet"
1147571,20-NOV-98,"",2.738,,"","",532,"","","","Current quantity available as 1.456gm packet"
1148363,20-NOV-98,"",0.304,,"","",885,"","","","Current quantity available as .269gm packet"
1140421,19-AUG-99,"",0.089,,"","",44978,"","","","Current quantity available as 4.003gm packet"
1143332,20-APR-99,"",0.478,,"","",1544,"","","","Current quantity available as .738gm packet"
1140445,19-AUG-99,"",1.7824,,"","",199,"","","","Current quantity available as .354gm packet"
1144827,17-DEC-98,"",5.08,,"","",292,"","","","Current quantity available as 1.483gm packet"
1144884,17-DEC-98,"",69.6719,,"","",33,"","","","Current quantity available as 2.274gm packet"
1146336,27-NOV-98,"",,,"","",,"","","","Current quantity available as .983gm packet"
1137622,24-NOV-99,"",7.9,,"","",316,"","","","Current quantity available as 2.5gm packet"
1137623,20-OCT-99,"",2.06,,"","",1044,"","","","Current quantity available as 2.151gm packet"
1137625,20-OCT-99,"",18.76,,"","",57,"","","","Current quantity available as 1.065gm packet"
1140597,21-FEB-00,"",0.5875,,"","",153,"","","","Current quantity available as .09gm packet"
1146393,05-NOV-03,"",0.4652,,"","",127,"","","","Current quantity available as .059gm packet"
1142120,04-MAY-99,"",,,"","",,"","","","Current quantity available as .127gm packet"
1147898,20-NOV-98,"",0.102,,"","",,"","","","Current quantity available as 1 packet"
1147206,10-FEB-00,"",1.16,,"","",94,"","","","Current quantity available as .109gm packet"
1142208,26-MAY-99,"",7.012,,"","",213,"","","","Current quantity available as 1.3888gm packet,.1052gm packet"
1147290,03-FEB-00,"",4.8478,,"","",132,"","","","Current quantity available as .638gm packet"
1147294,24-NOV-98,"",19.167,,"","",198,"","","","Current quantity available as 3.803gm packet"
1148028,20-NOV-98,"",2.5,,"","",582,"","","","Current quantity available as 1.455gm packet"
1153130,14-APR-98,"",1.15,,"","",85,"","","","Current quantity available as .098gm packet"
1156761,03-DEC-97,"",3.4238,,"","",55,"","","","Current quantity available as .187gm packet"
1155359,31-MAR-98,"",25.975,,"","",15,"","","","Current quantity available as .384gm packet"
1156825,03-DEC-97,"",51.2985,,"","",66,"","","","Current quantity available as 3.395gm packet"
1158967,04-NOV-97,"",38.8667,,"","",5,"","","","Current quantity available as .192gm packet"
1149589,22-OCT-97,"",1.295,,"","",2242,"","","","Current quantity available as 2.903gm packet"
1156862,03-DEC-97,"",27.953,,"","",1245,"","","","Current quantity available as 34.798gm packet"
1151106,09-JUN-98,"",1.83,,"","",461,"","","","Current quantity available as .844gm packet"
1155438,19-DEC-97,"",1.3444,,"","",270,"","","","Current quantity available as .363gm packet"
1156905,03-DEC-97,"",12.2194,,"","",63,"","","","Current quantity available as .773gm packet"
1156907,03-DEC-97,"",20.69,,"","",126,"","","","Current quantity available as 2.6gm packet"
1159088,04-NOV-97,"",14.9947,,"","",25,"","","","Current quantity available as .372gm packet"
1159090,04-NOV-97,"",3.622,,"","",1946,"","","","Current quantity available as 7.047gm packet"
1151147,09-JUN-98,"",33.089,,"","",403,"","","","Current quantity available as 13.332gm packet"
1151151,09-JUN-98,"",0.721,,"","",2262,"","","","Current quantity available as 1.631gm packet"
1151161,09-JUN-98,"",0.36,,"","",4158,"","","","Current quantity available as 1.497gm packet"
1151180,09-JUN-98,"",0.4528,,"","",300,"","","","Current quantity available as .136gm packet"
1151890,27-APR-98,"",,,"","",,"","","","Current quantity available as 1 packet"
1152613,16-APR-98,"",100.968,,"","",549,"","","","Current quantity available as 53.1787gm packet,2.2213gm packet"
1155495,19-DEC-97,"",16.3921,,"","",37,"","","","Current quantity available as .609gm packet"
1159096,04-NOV-97,"",10.73,,"","",119,"","","","Current quantity available as 1.274gm packet"
1159880,22-OCT-97,"",5.01,,"","",373,"","","","Current quantity available as 1.827gm packet,.04gm packet"
1151240,09-JUN-98,"",0.143,,"","",5378,"","","","Current quantity available as .769gm packet"
1151249,09-JUN-98,"",0.271,,"","",2557,"","","","Current quantity available as .693gm packet"
1153415,14-APR-98,"",5.422,,"","",558,"","","","Current quantity available as 3.026gm packet"
1154903,20-MAR-02,"",4.35,,"","",32,"","","","Current quantity available as .139gm packet"
1151340,09-JUN-98,"",7.0455,,"","",36,"","","","Current quantity available as .253gm packet"
1151355,09-JUN-98,"",,,"","",,"","","","Current quantity available as 1.144gm packet"
1151360,09-JUN-98,"",2.5068,,"","",49,"","","","Current quantity available as .123gm packet"
1152058,27-APR-98,"",18.55,,"","",4,"","","","Current quantity available as .071gm packet"
1152078,27-APR-98,"",0.236,,"","",,"","","","Current quantity available as 1 packet"
1154223,07-APR-98,"",7.9962,,"","",53,"","","","Current quantity available as .425gm packet"
1154250,07-APR-98,"",11.3,,"","",8,"","","","Current quantity available as .095gm packet"
1154962,02-APR-98,"",2.6783,,"","",99,"","","","Current quantity available as .264gm packet"
1155655,10-DEC-97,"",0.5702,,"","",268,"","","","Current quantity available as .153gm packet"
1149174,06-AUG-98,"",0.93,,"","",598,"","","","Current quantity available as .556gm packet"
1155728,10-DEC-97,"",1.078,,"","",334,"","","","Current quantity available as .36gm packet"
1159351,22-OCT-97,"",2779.9857,,"","",7,"","","","Current quantity available as 18.7gm large packet"
1160056,22-OCT-97,"",14.044,,"","",2350,"","","","Current quantity available as 33gm large packet"
1149215,31-MAR-98,"",12.2765,,"","",80,"","","","Current quantity available as .977gm packet"
1149221,22-OCT-97,"",1.059,,"","",2297,"","","","Current quantity available as 2.4108gm packet,.0222gm packet"
1149286,22-OCT-97,"",52.0962,,"","",76,"","","","Current quantity available as 3.979gm packet"
1156542,15-FEB-00,"",0.5833,,"","",171,"","","","Current quantity available as .1gm packet"
1156548,04-DEC-97,"",0.2222,,"","",347,"","","","Current quantity available as .077gm packet"
1157254,03-DEC-97,"",10.848,,"","",118,"","","","Current quantity available as 1.284gm packet"
1157265,03-DEC-97,"",32.528,,"","",26,"","","","Current quantity available as .83gm packet"
1160162,22-OCT-97,"",219.4036,,"","",54,"","","","Current quantity available as 11.838gm packet"
1152240,24-APR-98,"",9.45,,"","",14,"","","","Current quantity available as .137gm packet"
1157322,03-DEC-97,"",6.83,,"","",1559,"","","","Current quantity available as 10.646gm packet"
1153744,14-APR-98,"",6.4054,,"","",52,"","","","Current quantity available as .331gm packet"
1157368,03-DEC-97,"",6.238,,"","",189,"","","","Current quantity available as 1.182gm packet"
1151630,19-MAY-98,"",7.992,,"","",130,"","","","Current quantity available as 1.035gm packet"
1151631,19-MAY-98,"",6.05,,"","",299,"","","","Current quantity available as 1.808gm packet"
1150910,09-JUN-98,"",30.9561,,"","",57,"","","","Current quantity available as 1.778gm packet"
1152396,27-APR-98,"",,,"","",,"","","","Current quantity available as 1 packet"
1158907,03-FEB-00,"",4.619,,"","",103,"","","","Current quantity available as .474gm packet"
1169864,09-JUL-03,"",40.0469,,"","",,"","","","Current quantity available as 1 packet"
1172051,13-JUN-96,"",0.216,,"","",2426,"","","","Current quantity available as .524gm packet"
1166278,24-APR-97,"",,,"","",,"","","","Current quantity available as 2 packet"
1166294,24-APR-97,"",2.46,,"","",12195,"","","","Current quantity available as 30gm packet"
1161226,22-OCT-97,"",4.51,,"","",1634,"","","","Current quantity available as 7.369gm packet"
1161232,22-OCT-97,"",5.913,,"","",252,"","","","Current quantity available as 1.4673gm packet,.0237gm packet"
1160544,22-OCT-97,"",32.231,,"","",42,"","","","Current quantity available as 1.366gm packet"
1166503,24-APR-97,"",1.201,,"","",1803,"","","","Current quantity available as 2.165gm packet"
1161425,22-OCT-97,"",4.235,,"","",279,"","","","Current quantity available as 1.1334gm packet,.0466gm packet"
1161432,31-MAR-00,"",0.3146,,"","",353,"","","","Current quantity available as .111gm packet"
1162156,09-OCT-97,"",0.467,,"","",522,"","","","Current quantity available as .244gm packet"
1162187,20-MAR-02,"",3.6586,,"","",184,"","","","Current quantity available as 184ea packet"
1171735,10-JUL-96,"",,,"","",,"","","","Current quantity available as .032gm packet"
1170304,23-SEP-96,"",,,"","",,"","","","Current quantity available as 6.115gm packet"
1160837,01-FEB-00,"",5.0406,,"","",96,"","","","Current quantity available as .482gm packet"
1162294,09-OCT-97,"",0.126,,"","",,"","","","Current quantity available as 1 packet"
1170335,23-SEP-96,"",0.071,,"","",9310,"","","","Current quantity available as .661gm packet"
1163814,09-JUL-03,"",3.014,,"","",,"","","","Current quantity available as 1 packet"
1166028,01-MAY-97,"",1.89,,"","",48,"","","","Current quantity available as .091gm packet"
1167469,11-MAR-97,"",,,"","",,"","","","Current quantity available as .197gm packet"
1171871,13-JUN-96,"",,,"","",,"","","","Current quantity available as .537gm packet"
1171887,13-JUN-96,"",0.377,,"","",31586,"","","","Current quantity available as 11.908gm packet"
1161629,09-OCT-97,"",78.59,,"","",130,"","","","Current quantity available as 10.242gm packet"
1161641,09-OCT-97,"",5.536,,"","",181,"","","","Current quantity available as 1.004gm packet"
1161659,10-FEB-00,"",0.415,,"","",1253,"","","","Current quantity available as .52gm packet"
1163131,26-SEP-97,"",29.97,,"","",329,"","","","Current quantity available as 9.87gm packet"
1164576,17-APR-96,"",,,"","",,"","","","Current quantity available as .446gm packet"
1166080,01-MAY-97,"",,,"","",,"","","","Current quantity available as .106gm packet"
1167512,11-MAR-97,"",,,"","",,"","","","Current quantity available as .281gm packet"
1171932,13-JUN-96,"",1.295,,"","",150,"","","","Current quantity available as .194gm packet"
1162436,01-OCT-97,"",0.599,,"","",509,"","","","Current quantity available as .305gm packet"
1169012,02-OCT-96,"",,,"","",,"","","","Current quantity available as .863gm packet"
1170505,23-SEP-96,"",21.907,,"","",679,"","","","Current quantity available as 14.876gm packet"
1166875,10-MAR-04,"",2.07,,"","",786,"","","","Current quantity available as 1.627gm packet"
1169064,02-OCT-96,"",5.12,,"","",105,"","","","Current quantity available as .539gm packet"
1171989,13-JUN-96,"",,,"","",,"","","","Current quantity available as 1.788gm packet"
1172014,13-JUN-96,"",0.366,,"","",883,"","","","Current quantity available as .323gm packet"
1172021,13-JUN-96,"",23.503,,"","",67,"","","","Current quantity available as 1.565gm packet"
1182359,13-JUL-94,"",,,"","",,"","","","Current quantity available as .58gm packet"
1182372,13-JUL-94,"",,,"","",,"","","","Current quantity available as 1.158gm packet"
1172824,25-MAR-96,"",,,"","",,"","","","Current quantity available as .48gm packet"
1172862,14-MAR-96,"",,,"","",,"","","","Current quantity available as .086gm packet"
1173601,01-FEB-96,"",,,"","",,"","","","Current quantity available as 1.91gm packet"
1178766,01-MAR-95,"",1.5226,,"","",58,"","","","Current quantity available as .089gm packet"
1174410,10-FEB-00,"",1.0583,,"","",,"","","","Current quantity available as 1 packet"
1182573,20-MAY-94,"",,,"","",,"","","","Current quantity available as 1.387gm packet"
1172337,13-MAY-96,"",22.342,,"","",165,"","","","Current quantity available as 3.2705gm packet,.4245gm packet"
1172370,13-MAY-96,"",,,"","",,"","","","Current quantity available as 4.405gm packet"
1172383,13-MAY-96,"",,,"","",,"","","","Current quantity available as 6.133gm packet"
1179717,08-MAY-96,"",6.5024,,"","",94,"","","","Current quantity available as .61gm packet"
1180561,15-NOV-94,"",,,"","",,"","","","Current quantity available as .007gm packet"
1182751,01-JUN-94,"",,,"","",,"","","","Current quantity available as 1.771gm packet"
1179900,21-DEC-94,"",,,"","",,"","","","Current quantity available as .442gm packet"
1179902,21-DEC-94,"",,,"","",,"","","","Current quantity available as .067gm packet"
1183570,05-MAY-94,"",,,"","",,"","","","Current quantity available as .12gm packet"
1183586,06-MAY-94,"",,,"","",,"","","","Current quantity available as 1.613gm packet"
1173338,01-FEB-00,"",1.557,,"","",286,"","","","Current quantity available as .445gm packet"
1182900,20-MAY-94,"",4.022,,"","",1763,"","","","Current quantity available as 7.091gm packet"
1182914,20-MAY-94,"",,,"","",,"","","","Current quantity available as .602gm packet"
1182920,20-MAY-94,"",,,"","",,"","","","Current quantity available as .221gm packet"
1174104,11-JAN-96,"",,,"","",,"","","","Current quantity available as .284gm packet"
1174164,20-DEC-95,"",,,"","",,"","","","Current quantity available as .488gm packet"
1178558,04-MAY-95,"",,,"","",,"","","","Current quantity available as .582gm packet"
1178563,27-APR-95,"",3.6444,,"","",45,"","","","Current quantity available as .163gm packet"
1182984,20-MAY-94,"",,,"","",,"","","","Current quantity available as .178gm packet"
1185978,31-AUG-93,"",,,"","",,"","","","Current quantity available as .21gm packet"
1186832,14-MAY-93,"",,,"","",,"","","","Current quantity available as .751gm packet"
1187589,10-FEB-00,"",1.369,,"","",666,"","","","Current quantity available as .912gm packet"
1206976,,"",,,"","",,"","","","Current quantity available as 2.134gm packet"
1207041,,"",,,"","",,"","","","Current quantity available as 1.859gm packet"
1187599,26-MAR-93,"",,,"","",,"","","","Current quantity available as .862gm packet"
1187601,26-MAR-93,"",,,"","",,"","","","Current quantity available as 1.632gm packet"
1187625,31-MAR-93,"",,,"","",,"","","","Current quantity available as 2.4gm large packet,1.887gm packet"
1198829,,"",,,"","",,"","","","Current quantity available as 2.508gm packet"
