genus,species,binomial,growth form,longevity,min height (m),max height (m),min leaf length (mm),max leaf length (mm),min leaf width (mm),max leaf width (mm),leaf shape,leaf type
Opercularia,volubilis,Opercularia volubilis,vine,perennial,,2,20,70,3,22,elliptic,simple
Asterolasia,pallida,Asterolasia pallida,shrub,perennial,,1,10,25,3,15,elliptic,simple
Asterolasia,squamuligera,Asterolasia squamuligera,shrub,perennial,,0.5,10,20,2,10,elliptic,simple
Boronia,anceps,Boronia anceps,herb,perennial,,0.6,45,45,13,13,elliptic,simple
Boronia,denticulata,Boronia denticulata,herb,perennial,,1.5,20,50,2,6,elliptic,simple
Boronia,dichotoma,Boronia dichotoma,herb,perennial,,0.7,15,50,1,8,elliptic,simple
Boronia,fastigata,Boronia fastigata,shrub,perennial,,1.5,6,22,2,9,elliptic,simple
Boronia,spathulata,Boronia spathulata,herb,perennial,,1,5,20,1,9,elliptic,simple
Boronia,tetragona,Boronia tetragona,herb,perennial,,0.7,15,40,3,14,elliptic,simple
Boronia,crenulata,Boronia crenulata,shrub,perennial,,1,7,12,1,5,elliptic,simple
Boronia,humifusa,Boronia humifusa,shrub,perennial,,0.2,10,30,3,7,elliptic,simple
Boronia,exilis,Boronia exilis,herb,perennial,,0.6,5,15,0.5,1,elliptic,simple
Boronia,juncea,Boronia juncea,herb,perennial,,1,10,40,1,3,linear,simple
Boronia,nematophylla,Boronia nematophylla,shrub,perennial,,1,15,35,1,1,linear,simple
Boronia,defoliata,Boronia defoliata,herb,perennial,,0.6,5,10,0.5,0.5,linear,simple
Boronia,subsessilis,Boronia subsessilis,herb,perennial,,0.3,10,40,0.5,0.5,elliptic,simple
Boronia,tenuis,Boronia tenuis,shrub,perennial,,0.6,5,20,0.2,0.5,linear,simple
Boronia,heterophylla,Boronia heterophylla,shrub,perennial,,2,10,40,1,2.5,linear,compound
Boronia,megastigma,Boronia megastigma,shrub,perennial,,2,8,20,0.5,1,linear,compound
Boronia,molloyae,Boronia molloyae,shrub,perennial,,3,10,50,1,2.5,linear,compound
Boronia,ramosa,Boronia ramosa,herb,perennial,,0.3,5,15,0.5,1,linear,compound
Boronia,alata,Boronia alata,shrub,perennial,,2,5,20,3,9,linear,compound
Boronia,gracilipes,Boronia gracilipes,shrub,perennial,,1,5,8,1,4.5,elliptic,compound
Boronia,pulchella,Boronia pulchella,shrub,perennial,,1,5,12,1,1,linear,compound
Boronia,stricta,Boronia stricta,shrub,perennial,,2,5,15,0.5,0.5,linear,compound
Boronia,virgata,Boronia virgata,shrub,perennial,,1.2,3,10,0.5,1.5,linear,compound
Chorilaena,quercifolia,Chorilaena quercifolia,tree,perennial,,3,30,55,20,35,elliptic,simple
Crowea,angustifolia,Crowea angustifolia,shrub,perennial,,3,20,55,3,18,elliptic,simple
Diplolaena,dampieri,Diplolaena dampieri,shrub,perennial,0.6,2,15,45,5,15,elliptic,simple
Diplolaena,drummondii,Diplolaena drummondii,shrub,perennial,,1.5,15,50,5,15,elliptic,simple
Diplolaena,microcephala,Diplolaena microcephala,shrub,perennial,,1.5,10,30,4,10,elliptic,simple
Philotheca,nodiflora,Philotheca nodiflora,shrub,perennial,,1,5,13,0.5,1.5,elliptic,simple
Philotheca,spicata,Philotheca spicata,shrub,perennial,,0.6,6,20,1,2,linear,simple
Rhadinothamnus,anceps,Rhadinothamnus anceps,shrub,perennial,,3,40,120,8,33,elliptic,simple
Choretrum,lateriflorum,Choretrum lateriflorum,shrub,perennial,,4.5,1,2,0.3,0.5,elliptic,simple
Exocarpos,odoratus,Exocarpos odoratus,shrub,perennial,,2,5,25,1,3,elliptic,simple
Exocarpos,sparteus,Exocarpos sparteus,shrub,perennial,,4,2,10,1,2,linear,simple
Leptomeria,cunninghamii,Leptomeria cunninghamii,shrub,perennial,0.8,1.2,3,20,0.5,0.8,linear,simple
Leptomeria,squarrulosa,Leptomeria squarrulosa,shrub,perennial,1.2,1.8,1,9.5,0.7,0.9,elliptic,simple
Leptomeria,dielsiana,Leptomeria dielsiana,shrub,perennial,,0.5,0.7,1.7,0.5,0.8,elliptic,simple
Leptomeria,ellytes,Leptomeria ellytes,shrub,perennial,2,3,0.7,2,0.3,0.5,elliptic,simple
Leptomeria,furtiva,Leptomeria furtiva,shrub,perennial,,0.5,1.6,3.7,0.5,0.8,elliptic,simple
Leptomeria,pauciflora,Leptomeria pauciflora,shrub,perennial,1,1.5,1,3.5,0.3,0.4,elliptic,simple
Leptomeria,scrobiculata,Leptomeria scrobiculata,shrub,perennial,,1.5,0.8,3.5,0.3,0.8,elliptic,simple
Dodonaea,aptera,Dodonaea aptera,shrub,perennial,,3.5,22,65,10,32,elliptic,simple
Dodonaea,ceratocarpa,Dodonaea ceratocarpa,shrub,perennial,,2.5,14,56,3,12,elliptic,simple
Dodonaea,viscosa,Dodonaea viscosa,tree,perennial,,4,30,95,1,6,elliptic,simple
Euphrasia,collina,Euphrasia collina,herb,perennial,,0.5,4.5,14.5,2,9.5,elliptic,simple
Euphrasia,alata,Euphrasia alata,shrub,annual,,0.5,6,20,1,9.5,elliptic,simple
Glossostigma,diandrum,Glossostigma diandrum,herb,annual,,,2,15,1,1,elliptic,simple
Glossostigma,drummondii,Glossostigma drummondii,herb,annual,,,2,15,1,1,elliptic,simple
Gratiola,pubescens,Gratiola pubescens,herb,perennial,,0.3,5,28,1.5,6,elliptic,simple
Veronica,calycina,Veronica calycina,herb,perennial,,0.3,7,30,5,20,elliptic,simple
Veronica,distans,Veronica distans,herb,perennial,,0.3,15,40,10,20,elliptic,simple
Veronica,plebeia,Veronica plebeia,herb,perennial,,0.15,8,25,5,22,elliptic,simple
Anthocercis,littorea,Anthocercis littorea,shrub,perennial,,3,18,65,4,30,elliptic,simple
Anthocercis,sylvicola,Anthocercis sylvicola,shrub,perennial,,1.3,6,12.5,2.5,5,elliptic,simple
Anthocercis,viscosa,Anthocercis viscosa,shrub,perennial,,3,20,60,10,30,elliptic,simple
Solanum,hoplopetalum,Solanum hoplopetalum,herb,perennial,,0.35,40,150,10,50,elliptic,simple
Solanum,symonii,Solanum symonii,shrub,perennial,,2,25,120,5,15,elliptic,simple
Stackhousia,monogyna,Stackhousia monogyna,herb,perennial,,0.5,10,40,0.5,2,elliptic,simple
Tripterococcus,brachylobus ms,Tripterococcus brachylobus ms,herb,perennial,,1.5,5,15,0.5,0.5,linear,simple
Tripterococcus,brunonis,Tripterococcus brunonis,herb,perennial,,0.7,6,22,0.5,0.5,linear,simple
Tripterococcus,paniculatus ms,Tripterococcus paniculatus ms,herb,perennial,,0.6,5,15,0.5,0.5,linear,simple
Guichenotia,ledifolia,Guichenotia ledifolia,shrub,perennial,,2,10,60,1.5,5,linear,simple
Lasiopetalum,cordifolium,Lasiopetalum cordifolium,shrub,perennial,,1.5,15,50,6,30,elliptic,simple
Lasiopetalum,floribundum,Lasiopetalum floribundum,shrub,perennial,,2,15,70,15,55,elliptic,simple
Lasiopetalum,membranaceum,Lasiopetalum membranaceum,shrub,perennial,0.5,1,20,50,15,35,elliptic,simple
Rulingia,corylifolia,Rulingia corylifolia,shrub,perennial,,3,20,100,15,80,elliptic,simple
Rulingia,cygnorum,Rulingia cygnorum,shrub,perennial,,1,15,60,10,50,elliptic,simple
Thomasia,macrocarpa,Thomasia macrocarpa,shrub,perennial,,2,30,60,25,50,elliptic,simple
Thomasia,solanacea,Thomasia solanacea,shrub,perennial,,4,30,60,20,55,elliptic,simple
Thomasia,foliosa,Thomasia foliosa,shrub,perennial,1,2,6,25,5,20,elliptic,simple
Thomasia,heterophylla ms,Thomasia heterophylla ms,shrub,perennial,,1,7,40,7,35,elliptic,simple
Thomasia,quercifolia,Thomasia quercifolia,shrub,perennial,,0.3,7,20,5,15,elliptic,simple
Thomasia,triphylla,Thomasia triphylla,shrub,perennial,,1.5,15,55,8,35,elliptic,simple
Thomasia,cognata,Thomasia cognata,shrub,perennial,,0.7,8,30,3,10,elliptic,simple
Thomasia,grandiflora,Thomasia grandiflora,shrub,perennial,,1,15,55,5,17,elliptic,simple
Thomasia,purpurea,Thomasia purpurea,shrub,perennial,,1,8,20,3,7,elliptic,simple
Thomasia,laxiflora,Thomasia laxiflora,shrub,perennial,,0.5,20,60,15,30,elliptic,simple
Thomasia,paniculata,Thomasia paniculata,shrub,perennial,,2,30,100,8,20,elliptic,simple
Thomasia,pauciflora,Thomasia pauciflora,shrub,perennial,,1.5,15,45,3,12,elliptic,simple
Thomasia,rhynchocarpa,Thomasia rhynchocarpa,shrub,perennial,,1.5,18,65,5,15,elliptic,simple
Thomasia,sp. Big Brook,Thomasia sp. Big Brook,shrub,perennial,,3,30,90,10,45,elliptic,simple
Levenhookia,dubia,Levenhookia dubia,herb,annual,,0.08,2,10,1,2,elliptic,simple
Levenhookia,pauciflora,Levenhookia pauciflora,herb,annual,,0.1,1.5,5,1.5,5,circular,simple
Levenhookia,priessii,Levenhookia priessii,herb,annual,,0.17,8,19,1,1.5,elliptic,simple
Levenhookia,pusilla,Levenhookia pusilla,herb,annual,,0.08,3,10,1,4,elliptic,simple
Levenhookia,stipitata,Levenhookia stipitata,herb,annual,,0.1,5,10,0.5,2,elliptic,simple
Stylidium,calcaratum,Stylidium calcaratum,herb,annual,,0.2,3,15,1,4,elliptic,simple
Stylidium,ecorne,Stylidium ecorne,herb,annual,,0.18,2,7,1,2,elliptic,simple
Stylidium,mimeticum,Stylidium mimeticum,herb,annual,,0.08,2,5,1,2.5,elliptic,simple
Stylidium,perpusillum,Stylidium perpusillum,herb,annual,,0.04,1,3,0.5,1,elliptic,simple
Stylidium,beaugleholei,Stylidium beaugleholei,herb,annual,,0.05,3,7,0.5,1,elliptic,simple
Stylidium,despectum,Stylidium despectum,herb,annual,,0.08,1,5,0.5,1.5,elliptic,simple
Stylidium,inundatum,Stylidium inundatum,herb,annual,,0.08,3,6,0.5,1.5,elliptic,simple
Stylidium,longitubum,Stylidium longitubum,herb,annual,,0.12,2,6,1,1,elliptic,simple
Stylidium,pygmaeum,Stylidium pygmaeum,herb,annual,,0.13,2,4,0.5,1,elliptic,simple
Stylidium,roseo-alatum,Stylidium roseo-alatum,herb,annual,,0.07,2,8,0.5,1,elliptic,simple
Stylidium,obtusatum,Stylidium obtusatum,herb,perennial,,0.1,3,5,1,3,elliptic,simple
Stylidium,petiolare,Stylidium petiolare,herb,perennial,,0.13,4,7,1,3,elliptic,simple
Stylidium,pulchellum,Stylidium pulchellum,herb,perennial,,0.1,4,10,1,3,elliptic,simple
Stylidium,leeuwinense,Stylidium leeuwinense,herb,perennial,,0.5,2.5,3.5,0.5,0.8,elliptic,simple
Stylidium,guttatum,Stylidium guttatum,herb,perennial,,0.15,5,30,0.5,1,elliptic,simple
Stylidium,junceum,Stylidium junceum,herb,perennial,,0.3,6,20,1,1.5,elliptic,simple
Stylidium,laciniatum,Stylidium laciniatum,vine,perennial,,,5,10,1,1.5,elliptic,simple
Stylidium,squamosotuberosum,Stylidium squamosotuberosum,herb,perennial,,0.8,5,5,1,1,elliptic,simple
Stylidium,pritzelianum,Stylidium pritzelianum,herb,perennial,,0.25,4,15,1.5,3,elliptic,simple
Stylidium,rupestre,Stylidium rupestre,herb,perennial,,0.4,5,30,1.5,4,elliptic,simple
Stylidium,scandens,Stylidium scandens,vine,perennial,,,,,,,elliptic,simple
Stylidium,adnatum,Stylidium adnatum,herb,perennial,,0.5,8,40,0.5,2,elliptic,simple
Stylidium,falcatum,Stylidium falcatum,herb,perennial,,0.6,8,30,1,3,elliptic,simple
Stylidium,fasciculatum,Stylidium fasciculatum,herb,perennial,,0.7,10,55,1,6.5,elliptic,simple
Stylidium,rhynchocarpum,Stylidium rhynchocarpum,herb,perennial,,0.6,8,30,1,3,elliptic,simple
Stylidium,breviscapum,Stylidium breviscapum,herb,perennial,,0.1,5,20,0.5,1,elliptic,simple
Stylidium,dichotomum,Stylidium dichotomum,herb,perennial,,0.2,15,40,1,1,linear,simple
Stylidium,lateriticola ms,Stylidium lateriticola ms,herb,perennial,,0.4,5,15,0.5,1,linear,simple
Stylidium,megacarpum,Stylidium megacarpum,herb,perennial,,0.15,4,16,0.5,1,linear,simple
Stylidium,repens,Stylidium repens,herb,perennial,,0.15,3,11,0.5,0.5,linear,simple
Stylidium,spinulosum,Stylidium spinulosum,herb,perennial,,0.2,10,35,0.5,1,linear,simple
Stylidium,caespitosum,Stylidium caespitosum,herb,perennial,,0.35,12,45,1,2,linear,simple
Stylidium,ciliatum,Stylidium ciliatum,herb,perennial,,0.4,15,25,1,1.5,linear,simple
Stylidium,piliferum,Stylidium piliferum,herb,perennial,,0.5,8,35,1,2.5,linear,simple
Stylidium,uniflorum,Stylidium uniflorum,herb,perennial,,0.1,30,80,0.5,1,linear,simple
Stylidium,affine,Stylidium affine,herb,perennial,,0.6,120,300,2,4,linear,simple
Stylidium,hirsutum,Stylidium hirsutum,herb,perennial,,0.6,100,450,1,3,elliptic,simple
Stylidium,plantaginuem,Stylidium plantaginuem,herb,perennial,,1,200,450,7,20,linear,simple
Stylidium,schoenoides,Stylidium schoenoides,herb,perennial,,0.4,100,330,1,2.5,linear,simple
Stylidium,amoenum,Stylidium amoenum,herb,perennial,,1,15,60,5,13,linear,simple
Stylidium,brunonianum,Stylidium brunonianum,herb,perennial,,0.3,10,30,1,2,linear,simple
Stylidium,diversifolium,Stylidium diversifolium,herb,perennial,,1,20,45,5,12,elliptic,simple
Stylidium,glaucum,Stylidium glaucum,herb,perennial,,0.5,20,70,1,8,linear,simple
Stylidium,lowrieanum,Stylidium lowrieanum,herb,perennial,,0.6,20,40,2,10,linear,simple
Stylidium,luteum,Stylidium luteum,herb,perennial,,0.5,20,60,1,2.5,linear,simple
Stylidium,striatum,Stylidium striatum,herb,perennial,,0.5,15,40,2,5,linear,simple
Stylidium,assimile,Stylidium assimile,herb,perennial,,0.3,10,50,1,4,linear,simple
Stylidium,barleei,Stylidium barleei,herb,perennial,,0.3,20,40,4,14,linear,simple
Stylidium,canaliculatum,Stylidium canaliculatum,herb,perennial,,0.3,30,110,1,1,linear,simple
Stylidium,carnosum,Stylidium carnosum,herb,perennial,,1,30,100,5,20,linear,simple
Stylidium,crassifolium,Stylidium crassifolium,herb,perennial,,0.7,90,250,5,15,linear,simple
Stylidium,divaricatum,Stylidium divaricatum,herb,perennial,,0.25,15,70,0.5,1.5,linear,simple
Stylidium,spathulatum,Stylidium spathulatum,herb,perennial,,0.5,10,80,4,14,linear,simple
Stylidium,sp. Mt Barker,Stylidium sp. Mt Barker,herb,perennial,,0.4,10,40,2,5,linear,simple
Stylidium,violaceum,Stylidium violaceum,herb,perennial,,0.7,30,100,1,2,linear,simple
Pimelea,argentea,Pimelea argentea,shrub,perennial,,1.8,4,47,2,10,elliptic,simple
Pimelea,clavata,Pimelea clavata,shrub,perennial,,4,11,43,2,9,elliptic,simple
Pimelea,ciliata,Pimelea ciliata,shrub,perennial,,1,8,22,1.5,7,elliptic,simple
Pimelea,ferruginea,Pimelea ferruginea,shrub,perennial,,1.5,5,17,1.5,6.5,elliptic,simple
Pimelea,hispida,Pimelea hispida,shrub,perennial,,1.5,9,34,2,9,elliptic,simple
Pimelea,rosea,Pimelea rosea,shrub,perennial,,1,9,30,1.5,5,elliptic,simple
Pimelea,angustifolia,Pimelea angustifolia,shrub,perennial,,1,6,31,1,5,elliptic,simple
Pimelea,imbricata,Pimelea imbricata,shrub,perennial,,0.7,2,8,1,2.5,elliptic,simple
Pimelea,lanata,Pimelea lanata,shrub,perennial,1,4,9,25,2,10,elliptic,simple
Pimelea,longiflora,Pimelea longiflora,shrub,perennial,,1.3,4,18,1,3,elliptic,simple
Pimelea,priessii,Pimelea priessii,shrub,perennial,,0.8,5,20,2,5,elliptic,simple
Pimelea,sylvestris,Pimelea sylvestris,shrub,perennial,,2,12,45,2,12,elliptic,simple
Pimelea,cracens,Pimelea cracens,shrub,perennial,,1.5,6,22,2,6,elliptic,simple
Pimelea,lehmanniana,Pimelea lehmanniana,shrub,perennial,,1.2,11,26,1,7,elliptic,simple
Pimelea,spectabilis,Pimelea spectabilis,shrub,perennial,,2,18,55,2,7,elliptic,simple
Pimelea,suaveolens,Pimelea suaveolens,shrub,perennial,,1.2,5,34,1,6,elliptic,simple
Pimelea,tinctoria,Pimelea tinctoria,shrub,perennial,,1,9,21,4,10,elliptic,simple
Platytheca,galioides,Platytheca galioides,shrub,perennial,,0.9,3,16,0.5,0.5,linear,simple
Platytheca,juniperina,Platytheca juniperina,shrub,perennial,,1,5,11,0.5,0.5,linear,simple
Tetratheca,affinis,Tetratheca affinis,shrub,perennial,,1,1,3,1,1,elliptic,simple
Tetratheca,filiformis,Tetratheca filiformis,shrub,perennial,,0.4,5,20,0.5,3,elliptic,simple
Tetratheca,hirsuta,Tetratheca hirsuta,shrub,perennial,,0.9,3,25,0.5,10,elliptic,simple
Tetratheca,hispidissima,Tetratheca hispidissima,shrub,perennial,,0.8,1,10,0.5,7,elliptic,simple
Tetratheca,parviflora,Tetratheca parviflora,shrub,perennial,,0.3,3,4,1,2,elliptic,simple
Tetratheca,setigera,Tetratheca setigera,shrub,perennial,,0.6,3,20,1,8,elliptic,simple
Tremandra,diffusa,Tremandra diffusa,shrub,perennial,,0.3,6,18,4,15,elliptic,simple
Tremandra,stelligera,Tremandra stelligera,shrub,perennial,1.2,2,15,50,11,38,elliptic,simple
Parietaria,debilis,Parietaria debilis,herb,annual,,0.4,7,55,5,30,elliptic,simple
Hybanthus,calycinus,Hybanthus calycinus,herb,perennial,,0.6,20,45,1,3,linear,simple
Parietaria,debilissimus,Parietaria debilissimus,herb,perennial,,0.25,5,25,2,5,linear,simple
Parietaria,floribundus,Parietaria floribundus,shrub,perennial,,1.5,5,35,0.5,7,elliptic,simple
Parietaria,volubilis,Parietaria volubilis,herb,perennial,,1,10,20,2,6,linear,simple
Anarthria,gracilis,Anarthria gracilis,herb,perennial,,0.8,,,2,2,linear,simple
Anarthria,laevis,Anarthria laevis,herb,perennial,,0.5,,,6,6,elliptic,simple
Anarthria,prolifera,Anarthria prolifera,herb,perennial,,0.6,,,,,elliptic,simple
Anarthria,scabra,Anarthria scabra,herb,perennial,,1,1,1,5,12,elliptic,simple
Agrostocrinum,scabrum,Agrostocrinum scabrum,herb,perennial,,0.9,20,350,1.5,11,linear,simple
Borya,constricta,Borya constricta,herb,perennial,,0.25,8,20,0.6,1.2,linear,simple
Borya,longiscapa,Borya longiscapa,herb,perennial,,0.6,35,75,1.3,1.3,linear,simple
Borya,scirpoidea,Borya scirpoidea,herb,perennial,,0.15,15,60,0.3,0.9,linear,simple
Borya,sphaerocephala,Borya sphaerocephala,herb,perennial,,0.25,35,120,0.4,1.3,linear,simple
Caesia,micrantha,Caesia micrantha,herb,perennial,,0.6,150,650,3,10,linear,simple
Caesia,occidentalis,Caesia occidentalis,herb,perennial,,1,100,550,1,5,linear,simple
Chamaescilla,corymbosa,Chamaescilla corymbosa,herb,perennial,,0.3,50,250,2,12,linear,simple
Corynotheca,micrantha,Corynotheca micrantha,shrub,perennial,,0.5,,250,2,2,linear,simple
Dichopogon,preissii,Dichopogon preissii,herb,perennial,,0.6,120,350,1.5,6,linear,simple
Hodgsoniola,junciformis,Hodgsoniola junciformis,herb,perennial,,0.9,450,850,1,2,linear,simple
Johnsonia,acaulis,Johnsonia acaulis,herb,perennial,,0.2,48,220,1,2,linear,simple
Johnsonia,inconspicua,Johnsonia inconspicua,herb,perennial,,0.4,150,400,2,4,linear,simple
Johnsonia,lupulina,Johnsonia lupulina,herb,perennial,,0.75,480,750,1.5,3,linear,simple
Johnsonia,teretifolia,Johnsonia teretifolia,herb,perennial,,0.6,200,400,1.2,2,linear,simple
Laxmannia,jamesii,Laxmannia jamesii,herb,perennial,,0.2,5,24,0.5,0.5,linear,simple
Laxmannia,minor,Laxmannia minor,herb,perennial,,0.25,7,29,0.5,0.5,linear,simple
Laxmannia,sessiliflora,Laxmannia sessiliflora,herb,perennial,,0.2,4,19,0.6,0.6,linear,simple
Laxmannia,squarrosa,Laxmannia squarrosa,herb,perennial,,0.2,12,17,0.5,0.5,linear,simple
Sowerbaea,laxiflora,Sowerbaea laxiflora,herb,perennial,,0.7,100,300,0.5,1.5,linear,simple
Thysanotus,glaucus,Thysanotus glaucus,herb,perennial,,0.2,50,100,0.5,0.5,linear,simple
Thysanotus,multiflorus,Thysanotus multiflorus,herb,perennial,,0.7,70,570,2,5,linear,simple
Thysanotus,triandrus,Thysanotus triandrus,herb,perennial,,0.4,50,430,1.5,3,linear,simple
Thysanotus,arbuscula,Thysanotus arbuscula,herb,perennial,,0.9,5,60,0.5,2,linear,simple
Thysanotus,gracilis,Thysanotus gracilis,herb,perennial,,0.4,50,90,1,1,linear,simple
Thysanotus,patersonii,Thysanotus patersonii,vine,perennial,,,100,280,2,3,linear,simple
Thysanotus,tenellus,Thysanotus tenellus,herb,perennial,,0.45,100,280,2,3,linear,simple
Thysanotus,arenarius,Thysanotus arenarius,herb,perennial,,,70,230,3,5,linear,simple
Thysanotus,dichotomus,Thysanotus dichotomus,herb,perennial,,0.6,80,140,1,1,linear,simple
Thysanotus,manglesianus,Thysanotus manglesianus,vine,perennial,,,100,200,0.5,1,linear,simple
Thysanotus,pseudojunceus,Thysanotus pseudojunceus,herb,perennial,,0.6,35,50,1,1,linear,simple
Thysanotus,formosus,Thysanotus formosus,herb,perennial,,0.4,400,400,1.5,1.5,linear,simple
Thysanotus,sparteus,Thysanotus sparteus,herb,perennial,,1,0,0,0,0,,
Thysanotus,thyrsoideus,Thysanotus thyrsoideus,herb,perennial,,0.7,150,600,1,1.5,linear,simple
Tricoryne,elatior,Tricoryne elatior,herb,perennial,,0.5,12,90,2,3.5,linear,simple
Tricoryne,humilis,Tricoryne humilis,herb,perennial,,0.4,35,130,4,7,linear,simple
Tricoryne,tenella,Tricoryne tenella,herb,perennial,,0.6,0,0,0,0,,
Aponogeton,hexapetalus,Aponogeton hexapetalus,herb,perennial,,0.6,45,200,3,7,linear,simple
Bulbine,semibarbata,Bulbine semibarbata,herb,annual,,0.4,15,270,1,5,linear,simple
Aphelia,cyperoides,Aphelia cyperoides,herb,annual,,0.125,10,60,0.3,0.3,linear,simple
Aphelia,drummondii,Aphelia drummondii,herb,annual,,0.07,15,40,0.1,0.2,linear,simple
Aphelia,nutans,Aphelia nutans,herb,annual,,0.045,5,13,0.1,0.1,linear,simple
Centrolepis,alepyroides,Centrolepis alepyroides,herb,annual,,0.06,4,16,0.4,0.4,linear,simple
Centrolepis,aristata,Centrolepis aristata,herb,annual,,0.2,10,75,0.3,2,linear,simple
Centrolepis,drummondiana,Centrolepis drummondiana,herb,annual,,0.12,4,30,0.4,0.4,linear,simple
Centrolepis,fascicularis,Centrolepis fascicularis,herb,perennial,,0.15,8,45,1,1,linear,simple
Centrolepis,pilosa,Centrolepis pilosa,herb,annual,,0.095,6,20,0.3,0.3,linear,simple
Centrolepis,strigosa,Centrolepis strigosa,herb,annual,,0.11,7,30,0.4,0.4,linear,simple
Centrolepis,glabra,Centrolepis glabra,herb,annual,0.025,0.09,3,90,0.3,0.3,linear,simple
Centrolepis,humillima,Centrolepis humillima,herb,annual,,0.01,2,8,0.5,1,linear,simple
Centrolepis,mutica,Centrolepis mutica,herb,annual,,0.07,4,11,0.3,0.3,linear,simple
Centrolepis,polygyna,Centrolepis polygyna,herb,annual,,0.085,3,12,0.5,0.8,linear,simple
Burchardia,monantha,Burchardia monantha,herb,perennial,,0.35,150,350,0.5,1.5,linear,simple
Burchardia,multiflora,Burchardia multiflora,herb,perennial,,0.3,100,420,1,10,linear,simple
Burchardia,umbellata,Burchardia umbellata,herb,perennial,,0.8,150,250,1.5,5,linear,simple
Wurmbea,calcicola,Wurmbea calcicola,herb,perennial,,0.18,90,250,10,18,linear,simple
Wurmbea,pygmaea,Wurmbea pygmaea,herb,perennial,,0.2,25,200,1,8,linear,simple
Wurmbea,dioica,Wurmbea dioica,herb,perennial,,0.35,70,270,0.5,5,linear,simple
Wurmbea,monantha,Wurmbea monantha,herb,perennial,,0.2,40,180,0.5,3,linear,simple
Wurmbea,sinora,Wurmbea sinora,herb,perennial,,0.08,20,110,0.5,1.5,linear,simple
Wurmbea,tenella,Wurmbea tenella,herb,perennial,,0.1,20,140,0.2,2.5,linear,simple
Cartonema,philydroides,Cartonema philydroides,herb,perennial,,0.5,,200,0.5,0.5,linear,simple
Amphibolis,antarctica,Amphibolis antarctica,herb,perennial,,1,15,50,2,10,linear,simple
Amphibolis,griffithii,Amphibolis griffithii,herb,perennial,,1,15,100,3,7,linear,simple
Thalassodendron,pachyrhizum,Thalassodendron pachyrhizum,herb,perennial,,0.6,50,300,7,14,linear,simple
Baumea,acuta,Baumea acuta,herb,perennial,,0.55,150,550,0.7,2.5,linear,simple
Baumea,arthrophylla,Baumea arthrophylla,herb,perennial,,1,250,1000,0.5,3,linear,simple
Baumea,articulata,Baumea articulata,herb,perennial,,2.6,900,2500,4,13,linear,simple
Baumea,priessii,Baumea priessii,herb,perennial,,1.5,300,1500,1,17,linear,simple
Baumea,rubiginosa,Baumea rubiginosa,herb,perennial,,1.6,300,1500,1.5,8,linear,simple
Baumea,juncea,Baumea juncea,herb,perennial,,1,2,10,0.5,1,linear,simple
Baumea,vaginalis,Baumea vaginalis,herb,perennial,,1.5,5,10,1,1,linear,simple
Bolboschoenus,caldwellii,Bolboschoenus caldwellii,herb,perennial,,1.2,150,850,3,12,linear,simple
Bolboschoenus,medianus,Bolboschoenus medianus,herb,perennial,,1.5,,500,6,8,linear,simple
Carex,appressa,Carex appressa,herb,perennial,,1.8,400,1800,2,12,linear,simple
Carex,fascicularis,Carex fascicularis,herb,perennial,,1,,1000,5,11,linear,simple
Carex,inversa,Carex inversa,herb,perennial,,0.75,,,1,4,linear,simple
Carex,preissii,Carex preissii,herb,perennial,,0.6,100,600,1.5,4,linear,simple
Carex,tereticaulis,Carex tereticaulis,herb,perennial,,2,100,200,3,5,linear,simple
Caustis,dioica,Caustis dioica,herb,perennial,,0.7,5,45,,150,linear,simple
Caustis,sp. Boyanup,Caustis sp. Boyanup,herb,perennial,,1,3,8,,,linear,simple
Chorizandra,cymbaria,Chorizandra cymbaria,herb,perennial,,1,,,,,linear,simple
Chorizandra,enodis,Chorizandra enodis,herb,perennial,,0.8,,,,,linear,simple
Cyathochaeta,avenacea,Cyathochaeta avenacea,herb,perennial,,1.3,300,800,1.5,1.5,linear,simple
Cyathochaeta,clandestina,Cyathochaeta clandestina,herb,perennial,,1.8,300,600,1,2,linear,simple
Cyathochaeta,equitans,Cyathochaeta equitans,herb,perennial,,1.2,,80,,,linear,simple
Cyathochaeta,stipoides,Cyathochaeta stipoides,herb,perennial,,1,,200,,,linear,simple
Cyathochaeta,teretifolia,Cyathochaeta teretifolia,herb,perennial,,1.5,300,1050,1.5,3,linear,simple
Eleocharis,acuta,Eleocharis acuta,herb,perennial,,0.7,,,,,linear,simple
Eleocharis,keigheryi,Eleocharis keigheryi,herb,perennial,,0.55,,,,,linear,simple
Evandra,aristata,Evandra aristata,herb,perennial,,2.2,200,800,1,5,linear,simple
Evandra,pauciflora,Evandra pauciflora,herb,perennial,,1.5,300,900,1,2.5,linear,simple
Fimbristylis,velata,Fimbristylis velata,herb,annual,,0.25,,,0.3,1,linear,simple
Gahnia,aristata,Gahnia aristata,herb,perennial,,1,300,700,0.5,1.5,linear,simple
Gahnia,decomposita,Gahnia decomposita,herb,perennial,,3,600,2500,1,20,linear,simple
Gahnia,sclerioides,Gahnia sclerioides,herb,perennial,,0.9,50,500,0.5,5,linear,simple
Gahnia,trifida,Gahnia trifida,herb,perennial,,1.5,150,1200,1,3,linear,simple
Gymnoschoenus,anceps,Gymnoschoenus anceps,herb,perennial,,1.5,,,1,2,linear,simple
