dataset_id,find,replace,reason,taxonomic_resolution
NTH_2025,Bolboschoenus caldwellii (V.Cook.) Sojak,Bolboschoenus caldwellii,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Bombax ceiba L.,Bombax ceiba,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonamia alatisemina R.W.Johnson,Bonamia alatisemina,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonamia brevifolia (Benth.) Myint & Ward,Bonamia brevifolia,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Bonamia deserticola R.W.Johnson,Bonamia deserticola,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonamia erecta R.W.Johnson,Bonamia erecta,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonamia fruticosa R.W.Johnson,Bonamia fruticosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonamia longipilosa R.W.Johnson,Bonamia longipilosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonamia media (R.Br.) Hallier f.,Bonamia media,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonamia multiflora R.W.Johnson,Bonamia multiflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonamia pannosa (R.Br.) Hallier f.,Bonamia pannosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonamia wilsoniae R.W.Johnson,Bonamia wilsoniae,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonnaya ciliata (Colsm.) Spreng.,Bonnaya ciliata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bonnaya tenuifolia (Colsm.) Spreng.,Bonnaya tenuifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Boronia amplectens Duretto,Boronia amplectens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Boronia filicifolia A.Cunn. ex DC.,Boronia filicifolia,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Boronia lanceolata F.Muell.,Boronia lanceolata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Boronia lanuginosa Endl.,Boronia lanuginosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Boronia quadrilata Duretto,Boronia quadrilata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Boronia rupicola Duretto,Boronia rupicola,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Boronia suberosa Duretto,Boronia suberosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Boronia tolerans Duretto,Boronia tolerans,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Boronia viridiflora Duretto,Boronia viridiflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Boronia xanthastrum Duretto,Boronia xanthastrum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bossiaea bossiaeoides (A.Cunn. ex Benth.) Court,Bossiaea bossiaeoides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bothriochloa bladhii (Retz.) S.T.Blake subsp. bladhii,Bothriochloa bladhii subsp. bladhii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Bothriochloa ewartiana (Domin) C.E.Hubb.,Bothriochloa ewartiana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachyachne ciliaris (Kuntze) C.E.Hubb.,Brachyachne ciliaris,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachyachne convergens (F.Muell.) Stapf,Brachyachne convergens,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachyachne prostrata C.A.Gardner & C.E.Hubb.,Brachyachne prostrata,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachyachne tenella (R.Br.) C.E.Hubb.,Brachyachne tenella,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachychiton chrysocarpus Cowie & Guymer,Brachychiton chrysocarpus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachychiton collinus Guymer,Brachychiton collinus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachychiton diversifolius R.Br. subsp. diversifolius,Brachychiton diversifolius subsp. diversifolius,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Brachychiton fitzgeraldianus Guymer,Brachychiton fitzgeraldianus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachychiton gregorii F.Muell.,Brachychiton gregorii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachychiton megaphyllus Guymer,Brachychiton megaphyllus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachychiton multicaulis Guymer,Brachychiton multicaulis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachychiton paradoxus Schott & Endl.,Brachychiton paradoxus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachychiton sp. Wangi (S.E.Pickering 20),Brachychiton sp. Wangi (S.E.Pickering 20),Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Brachychiton spectabilis Guymer,Brachychiton spectabilis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachychiton tuberculatus (W.Fitzg.) Guymer,Brachychiton tuberculatus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachyscome blackii G.L.R.Davis,Brachyscome blackii,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Brachyscome ciliaris (Labill.) Less. var. lanuginosa (Steetz) Benth.,Brachyscome ciliaris,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Brachyscome tesquorum J.M.Black,Brachyscome tesquorum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brachystelma glabriflorum (F.Muell.) Schltr.,Brachystelma glabriflorum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brassica juncea (L.) Czern.,Brassica x juncea,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Brassica oleracea L.,Brassica oleracea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brassica tournefortii Gouan,Brassica tournefortii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Breynia cernua (Poir.) Muell.Arg.,Breynia cernua,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Bridelia tomentosa Blume,Bridelia tomentosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Briza maxima L.,Briza maxima,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bromus catharticus Vahl,Bromus catharticus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bromus diandrus Roth,Bromus diandrus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bromus madritensis L.,Bromus madritensis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brucea javanica (L.) Merr.,Brucea javanica,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bruguiera exaristata Ding Hou,Bruguiera exaristata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bruguiera x rhynchopetala (W.C.Ko) N.C.Duke & X.J.Ge,Bruguiera x rhynchopetala,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brunonia australis Sm. ex R.Br.,Brunonia australis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brunoniella acaulis (R.Br.) Bremek.,Brunoniella acaulis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brunoniella acaulis (R.Br.) Bremek. subsp. acaulis,Brunoniella acaulis subsp. acaulis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Brunoniella australis (Cav.) Bremek.,Brunoniella australis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brunoniella linearifolia R.M.Barker,Brunoniella linearifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Brunoniella sp. Daly River Road (N.Byrnes 1275) R.M.Barker,Brunoniella sp. Daly River road (N.Byrnes 1275),Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Buchanania arborescens (Blume) Blume,Buchanania arborescens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Buchanania obovata Engl.,Buchanania obovata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Buchnera asperata R.Br.,Buchnera asperata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Buchnera ciliata Pennell,Buchnera ciliata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Buchnera linearis R.Br.,Buchnera linearis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Buchnera ramosissima R.Br.,Buchnera ramosissima,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Buchnera sp. ciliate bracts (I.D.Cowie & C.R.Dunlop 7878) K.G.Brennan,Buchnera ciliata,Fuzzy match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Buglossoides arvensis (L.) I.M.Johnst.,Buglossoides arvensis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bulbine alata Baijnath,Bulbine alata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bulbostylis barbata (Rottb.) C.B.Clarke,Bulbostylis barbata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bulbostylis pyriformis S.T.Blake,Bulbostylis pyriformis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bulbostylis turbinata S.T.Blake,Bulbostylis turbinata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Burmannia championii Thwaites,Burmannia championii,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Burmannia coelestis D.Don,Burmannia coelestis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Bursaria incana Lindl.,Bursaria incana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Butomopsis latifolia (D.Don) Kunth,Butomopsis latifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Byblis filifolia Planch.,Byblis filifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Byblis liniflora Salisb.,Byblis liniflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Byblis rorida Lowrie & Conran,Byblis rorida,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Caesalpinia bonduc (L.) Roxb.,Caesalpinia bonduc,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Caesalpinia gilliesii (Wall. ex Hook.) Benth.,Caesalpinia gilliesii,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-01-29),species
NTH_2025,Caesia chlorantha F.Muell.,Caesia chlorantha,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Caesia sp. Mt Zeil (G.Griffin 05/Oct/91),Caesia sp. Mt Zeil (G.Griffin 05/Oct/91),Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Cajanus acutifolius (F.Muell.) Maesen,Cajanus acutifolius,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Cajanus aromaticus Maesen,Cajanus aromaticus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Cajanus cinereus (F.Muell. ex Benth.) F.Muell.,Cajanus cinereus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Cajanus geminatus Pedley ex Maesen,Cajanus geminatus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Cajanus latisepalus (S.T.Reynolds & Pedley) Maesen,Cajanus latisepalus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Cajanus marmoratus (R.Br. ex Benth.) F.Muell.,Cajanus marmoratus,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Cajanus reticulatus (Aiton) F.Muell. var. reticulatus,Cajanus reticulatus var. reticulatus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),variety
NTH_2025,Cajanus sp. Elcho Island (J.R.Maconochie 2213) Cowie,Cajanus sp. Elcho Island (J.R.Maconochie 2213),Exact match of the first three words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Cajanus sp. Limmen (C.R.Michell 137 & J.Egan) P.C.Jobson,Cajanus sp. Limmen (C.R.Michell 137 & J.Egan),Exact match of the first three words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Cajanus sp. Purnululu (I.D.Cowie 783) I.D.Cowie,Cajanus sp. [Cajanus sp. Purnululu (I.D.Cowie 783) I.D.Cowie],Exact match of the first word of the taxon name to an APC-accepted genus (2025-01-29),genus
NTH_2025,Calandrinia balonensis Lindl.,Calandrinia balonensis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia disperma J.M.Black,Calandrinia disperma,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia eremaea Ewart,Calandrinia eremaea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia gracilis Benth.,Calandrinia gracilis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia halophila Albr. & J.G.West,Calandrinia halophila,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Calandrinia oblonga Syeda & Carolin,Calandrinia oblonga,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia pleiopetala F.Muell.,Calandrinia pleiopetala,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia polyandra Benth.,Calandrinia polyandra,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia ptychosperma (F.Muell. ex Benth.) F.Muell.,Calandrinia ptychosperma,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Calandrinia pumila F.Muell.,Calandrinia pumila,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Calandrinia remota J.M.Black,Calandrinia remota,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia reticulata Syeda,Calandrinia reticulata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia sp. Chewings Range (D.E. Albrecht 10561) Albr.,Calandrinia sp. Chewings Range (D.E.Albrecht 10561),Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Calandrinia stagnensis J.M.Black,Calandrinia stagnensis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calandrinia uniflora F.Muell.,Calandrinia uniflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Callicarpa brevistyla Munir,Callicarpa brevistyla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Callicarpa candicans (Burm.f.) Hochr.,Callicarpa candicans,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Callitris glaucophylla Joy Thomps. & L.A.S.Johnson,Callitris glaucophylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Callitris intratropica R.T.Baker & H.G.Sm.,Callitris intratropica,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calocephalus knappii (F.Muell.) Ewart & Jean White,Calocephalus knappii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calocephalus platycephalus (F.Muell.) Benth.,Calocephalus platycephalus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calochilus caeruleus L.O.Williams,Calochilus caeruleus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calochilus caesius D.L.Jones,Calochilus caesius,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calochilus holtzei F.Muell.,Calochilus holtzei,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calochilus imperiosus D.L.Jones,Calochilus imperiosus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calophyllum inophyllum L.,Calophyllum inophyllum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calophyllum sil Lauterb.,Calophyllum sil,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calophyllum soulattri Burm.f.,Calophyllum soulattri,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calopogonium mucunoides Desv.,Calopogonium mucunoides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis breviseta Benth.,Calotis breviseta,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis cuneifolia R.Br.,Calotis cuneifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis cymbacantha F.Muell.,Calotis cymbacantha,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis erinacea Steetz,Calotis erinacea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis hispidula (F.Muell.) F.Muell.,Calotis hispidula,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis kempei F.Muell.,Calotis kempei,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis latiuscula F.Muell.& Tate,Calotis latiuscula,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Calotis plumulifera F.Muell.,Calotis plumulifera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis porphyroglossa F.Muell. ex Benth.,Calotis porphyroglossa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis squamigera C.T.White,Calotis squamigera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotis xanthosioidea Domin,Calotis xanthosioidea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calotropis procera (Aiton) W.T.Aiton,Calotropis procera,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Calycopeplus collinus P.I.Forst.,Calycopeplus collinus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calyptocarpus vialis Less.,Calyptocarpus vialis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix achaeta (F.Muell.) Benth.,Calytrix achaeta,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix arborescens (F.Muell.) Benth.,Calytrix arborescens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix brownii (Schauer) Craven,Calytrix brownii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix carinata Craven,Calytrix carinata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix decussata Craven,Calytrix decussata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix exstipulata DC.,Calytrix exstipulata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix faucicola Craven,Calytrix faucicola,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix inopinata Craven,Calytrix inopinata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix megaphylla (F.Muell.) Benth.,Calytrix megaphylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix micrairoides Craven,Calytrix micrairoides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix mimiana Craven,Calytrix mimiana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Calytrix surdiviperana Craven,Calytrix surdiviperana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Camonea umbellata (L.) A.R.Sim�es & Staples,Camonea umbellata,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Camptacra gracilis (Benth.) Lander,Camptacra gracilis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Camptostemon schultzii Mast.,Camptostemon schultzii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Canarium australianum F.Muell.,Canarium australianum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Canavalia cathartica Thouars,Canavalia cathartica,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Canavalia papuana Merr. & L.M.Perry,Canavalia papuana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Canavalia rosea (Sw.) DC.,Canavalia rosea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Canscora diffusa (Vahl) R.Br. ex Roem. & Schult.,Canscora diffusa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Cansjera leptostachya Benth.,Cansjera leptostachya,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capillipedium parviflorum (R.Br.) Stapf,Capillipedium parviflorum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capillipedium spicigerum S.T.Blake,Capillipedium spicigerum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capparis jacobsii Hewson,Capparis jacobsii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capparis lasiantha R.Br. ex DC.,Capparis lasiantha,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capparis loranthifolia Lindl. var. loranthifolia,Capparis loranthifolia var. loranthifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),variety
NTH_2025,Capparis mitchellii Lindl.,Capparis mitchellii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capparis quiniflora DC.,Capparis quiniflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capparis sepiaria L.,Capparis sepiaria,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capparis spinosa L. subsp. nummularia (DC.) Fici,Capparis spinosa,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Capparis umbonata Lindl.,Capparis umbonata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capsella bursa-pastoris (L.) Medik.,Capsella bursa-pastoris,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Capsicum annuum L.,Capsicum annuum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Carallia brachiata (Lour.) Merr.,Carallia brachiata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Cardamine hirsuta L.,Cardamine hirsuta,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Cardiospermum halicacabum L.,Cardiospermum halicacabum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Cardiospermum halicacabum L. var. halicacabum,Cardiospermum halicacabum var. halicacabum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),variety
NTH_2025,Carex fascicularis Sol. ex Boott,Carex fascicularis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Carissa lanceolata R.Br.,Carissa lanceolata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Carpentaria acuminata (H.Wendl. & Drude) Becc.,Carpentaria acuminata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Carrichtera annua (L.) DC.,Carrichtera annua,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Carthamus lanatus L.,Carthamus lanatus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Carthamus tinctorius L.,Carthamus tinctorius,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Cartonema sp. antrorse (N.Byrnes 231) Conran,Cartonema sp. [Cartonema sp. antrorse (N.Byrnes 231) Conran],Exact match of the first word of the taxon name to an APC-accepted genus (2025-01-29),genus
NTH_2025,Cartonema sp. bulbous,Cartonema sp. [Cartonema sp. bulbous],Exact match of the first word of the taxon name to an APC-accepted genus (2025-01-29),genus
