dataset_id,find,replace,reason,taxonomic_resolution
NTH_2025,Knoxia stricta Gaertn.,Knoxia stricta,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Kohautia australiensis Halford,Kohautia australiensis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Kunzea petrophila Toelken,Kunzea petrophila,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Kunzea sp. Keep River (D.Sivertsen 739),Kunzea sp. Keep River (D.Sivertsen 739),Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Labichea saxicola J.H.Ross,Labichea saxicola,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lachnagrostis filiformis (G.Forst.) Trin.,Lachnagrostis filiformis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lactuca sativa L.,Lactuca sativa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lactuca serriola L.,Lactuca serriola,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lamarchea sulcata A.S.George,Lamarchea sulcata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lamium amplexicaule L.,Lamium amplexicaule,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Landoltia punctata (G.Mey.) Les & D.J.Crawford,Landoltia punctata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lantana camara L.,Lantana camara,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Laportea interrupta (L.) Chew,Laportea interrupta,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Larsenaikia suffruticosa (R.Br. ex Benth.) Tirveng.,Larsenaikia suffruticosa,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lawrencella davenportii (F.Muell.) Paul G.Wilson,Lawrencella davenportii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lawrencia glomerata Hook.,Lawrencia glomerata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lawrencia squamata Nees,Lawrencia squamata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lawrencia viridigrisea Lander,Lawrencia viridigrisea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Laxmannia arida Keighery,Laxmannia arida,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lechenaultia divaricata F.Muell.,Lechenaultia divaricata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lechenaultia filiformis R.Br.,Lechenaultia filiformis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lechenaultia lutescens D.A.Morrison & Carolin,Lechenaultia lutescens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lechenaultia ovata D.A.Morrison,Lechenaultia ovata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lechenaultia peregrina R.W.Jobson & R.L.Barrett,Lechenaultia peregrina,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Lechenaultia sp. Liverpool River (K.G.Brennan 7959) Brennan & Cowie,Lechenaultia sp. Liverpool River (K.G.Brennan 7959),Exact match of the first three words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Lechenaultia striata F.Muell.,Lechenaultia striata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leea novoguineensis Valeton,Leea novoguineensis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leea rubra Blume ex Spreng.,Leea rubra,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leersia hexandra Sw.,Leersia hexandra,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leiocarpa leptolepis (DC.) Paul G.Wilson,Leiocarpa leptolepis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leiocarpa semicalva (F.Muell.) Paul G.Wilson subsp. semicalva,Leiocarpa semicalva subsp. semicalva,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Leiocarpa tomentosa (Sond.) Paul G.Wilson,Leiocarpa tomentosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leiocarpa websteri (S.Moore) Paul G.Wilson,Leiocarpa websteri,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lemna tenera Kurz,Lemna tenera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lemphoria andraeana (F.Muell.) Al-Shehbaz & Lysak,Lemphoria andraeana,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2025-01-29),species
NTH_2025,Lemphoria procumbens (Tate) O.E.Schulz,Lemphoria procumbens,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Lepidium africanum (Burm.f.) DC.,Lepidium africanum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lepidium muelleriferdinandi Thell.,Lepidium sp. [Lepidium muelleriferdinandi Thell.],Exact match of the first word of the taxon name to an APC-accepted genus (2025-01-29),genus
NTH_2025,Lepidium oxytrichum Sprague,Lepidium oxytrichum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lepidium phlebopetalum (F.Muell.) F.Muell.,Lepidium phlebopetalum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lepidium strongylophyllum F.Muell. ex Benth.,Lepidium strongylophyllum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lepidosperma avium K.L.Wilson,Lepidosperma avium,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lepironia articulata (Retz.) Domin,Lepironia articulata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leptochloa digitata (R.Br.) Domin,Leptochloa digitata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leptosema anomalum (Ewart & Morrison) Crisp,Leptosema anomalum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leptosema chambersii F.Muell.,Leptosema chambersii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leptosema villosum Crisp,Leptosema villosum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leptospermum madidum A.R.Bean,Leptospermum madidum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leptospermum madidum A.R.Bean subsp. sativum A.R.Bean,Leptospermum madidum,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Leucaena leucocephala (Lam.) de Wit,Leucaena leucocephala,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leucochrysum stipitatum (F.Muell.) Paul G.Wilson,Leucochrysum stipitatum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leucopogon acuminatus R.Br.,Leucopogon acuminatus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Leucopogon sonderensis J.H.Willis,Leucopogon sonderensis,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Levenhookia chippendalei F.L.Erickson & J.H.Willis,Levenhookia chippendalei,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Limnophila aromatica (Lam.) Merr.,Limnophila aromatica,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Limnophila fragrans (G.Forst.) Seem.,Limnophila fragrans,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia atrata W.R.Barker,Lindernia atrata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia brennanii W.R.Barker,Lindernia brennanii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia calliandra W.R.Barker,Lindernia calliandra,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia clausa (F.Muell.) F.Muell.,Lindernia clausa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia cleistandra W.R.Barker,Lindernia cleistandra,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia dunlopii W.R.Barker,Lindernia dunlopii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia leucochroa W.R.Barker,Lindernia leucochroa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia lobelioides (F.Muell.) F.Muell.,Lindernia lobelioides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia mitrasacmoides (O.Schwarz) W.R.Barker,Lindernia mitrasacmoides,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia pubescens (Benth.) W.R.Barker,Lindernia pubescens,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lindernia pustulosa W.R.Barker,Lindernia pustulosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindernia sp. Willowra (G.M.Chippendale 4814),Lindernia sp. Willowra (G.M.Chippendale 4814),Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-01-29),species
NTH_2025,Lindernia venustula W.R.Barker,Lindernia venustula,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindsaea brachypoda (Baker) Salomon,Lindsaea brachypoda,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindsaea ensifolia Sw.,Lindsaea ensifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindsaea media R.Br.,Lindsaea media,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lindsaea walkerae Hook.,Lindsaea walkerae,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lipocarpha microcephala (R.Br.) Kunth,Lipocarpha microcephala,Exact match of taxon name to an APC-known scientific name (including authorship) (2025-01-29),species
NTH_2025,Lithomyrtus cordata (A.J.Scott) N.Snow & Guymer,Lithomyrtus cordata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lithomyrtus dunlopii N.Snow & Guymer,Lithomyrtus dunlopii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lithomyrtus kakaduensis N.Snow & Guymer,Lithomyrtus kakaduensis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lithomyrtus linariifolia N.Snow & Guymer,Lithomyrtus linariifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lithomyrtus repens N.Snow & Guymer,Lithomyrtus repens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lithomyrtus retusa (Endl.) N.Snow & Guymer,Lithomyrtus retusa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Litsea breviumbellata Allen,Litsea breviumbellata,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Litsea glutinosa (Lour.) C.B.Rob.,Litsea glutinosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Livistona benthamii F.M.Bailey,Livistona benthamii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Livistona humilis R.Br.,Livistona humilis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Livistona inermis R.Br.,Livistona inermis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Livistona leichhardtii F.Muell.,Livistona leichhardtii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Livistona mariae F.Muell. subsp. mariae,Livistona mariae subsp. mariae,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Livistona mariae F.Muell. subsp. rigida (Becc.) Rodd,Livistona mariae,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Livistona victoriae Rodd,Livistona victoriae,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lobelia dioica R.Br.,Lobelia dioica,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lobelia heterophylla Labill.,Lobelia heterophylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lobelia heterophylla Labill. subsp. centralis N.G.Walsh,Lobelia heterophylla,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lolium loliaceum (Bory & Chaub. ex Fauche) Hand.-Mazz.,Lolium loliaceum,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lolium perenne L.,Lolium perenne,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lolium rigidum Gaudin,Lolium rigidum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lomandra leucocephala (R.Br.) Ewart var. robusta A.T.Lee,Lomandra leucocephala,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lomandra patens A.T.Lee,Lomandra patens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lophopetalum arnhemicum Byrnes,Lophopetalum arnhemicum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lophostemon grandiflorus (Benth.) Peter Wilson & J.T.Waterh. subsp. grandiflorus,Lophostemon grandiflorus,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lophostemon grandiflorus (Benth.) Peter Wilson & J.T.Waterh. subsp. riparius (Domin) Peter Wilson & J.T.Waterh.,Lophostemon grandiflorus,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lophostemon lactifluus (F.Muell.) Peter Wilson & J.T.Waterh.,Lophostemon lactifluus,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lotus cruentus Court,Lotus cruentus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Ludwigia adscendens (L.) H.Hara,Ludwigia adscendens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Ludwigia hyssopifolia (G.Don) Exell,Ludwigia hyssopifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Ludwigia octovalvis (Jacq.) Raven,Ludwigia octovalvis,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Ludwigia perennis L.,Ludwigia perennis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Luffa saccata F.Muell. ex I.Telford,Luffa saccata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Luisia corrugata D.L.Jones,Luisia corrugata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Luvunga monophylla (DC.) Mabb.,Luvunga monophylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lycium ferocissimum Miers,Lycium ferocissimum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lycopodiella cernua (L.) Pic.-Serm.,Lycopodiella cernua,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-01-29),species
NTH_2025,Lygodium flexuosum (L.) Sw.,Lygodium flexuosum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lygodium microphyllum (Cav.) R.Br.,Lygodium microphyllum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lysiana exocarpi (Behr) Tiegh.,Lysiana exocarpi,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lysiana exocarpi (Behr) Tiegh. subsp. exocarpi,Lysiana exocarpi subsp. exocarpi,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Lysiana maritima (Barlow) Barlow,Lysiana maritima,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lysiana murrayi (Tate) Tiegh.,Lysiana murrayi,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lysiana spathulata (Blakely) Barlow,Lysiana spathulata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lysiana spathulata (Blakely) Barlow subsp. parvifolia Barlow,Lysiana spathulata,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Lysiana spathulata (Blakely) Barlow subsp. spathulata,Lysiana spathulata subsp. spathulata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Lysiana subfalcata (Hook.) Barlow,Lysiana subfalcata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lysiphyllum binatum (Blanco) de Wit,Lysiphyllum binatum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lysiphyllum cunninghamii (Benth.) de Wit,Lysiphyllum cunninghamii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lysiphyllum gilvum (F.M.Bailey) Pedley,Lysiphyllum gilvum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lythrum paradoxum Koehne,Lythrum paradoxum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Lythrum wilsonii Hewson,Lythrum wilsonii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Macaranga involucrata (Roxb.) Baill. var. mallotoides (Roxb.) Baill.,Macaranga involucrata,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Macaranga tanarius (L.) M�ll.Arg.,Macaranga tanarius,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Macarthuria vertex Lepschi,Macarthuria vertex,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Macgregoria racemigera F.Muell.,Macgregoria racemigera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Machaerina arthrophylla (Nees) T.Koyama,Machaerina arthrophylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Mackinlaya macrosciadea (F.Muell.) F.Muell.,Mackinlaya macrosciadea,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Macropteranthes kekwickii F.Muell. ex Benth.,Macropteranthes kekwickii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Macroptilium atropurpureum (DC.) Urb.,Macroptilium atropurpureum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Macrozamia macdonnellii (F.Muell. ex Miq.) A.DC.,Macrozamia macdonnellii,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Maireana aphylla (R.Br.) Paul G.Wilson,Maireana aphylla,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana appressa (R.Br.) Paul G.Wilson,Maireana appressa,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Maireana astrotricha (L.A.S.Johnson) Paul G.Wilson,Maireana astrotricha,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana brevifolia (R.Br.) Paul G.Wilson,Maireana brevifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana campanulata Paul G.Wilson,Maireana campanulata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana carnosa (Moq.) Paul G.Wilson,Maireana carnosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana ciliata (F.Muell.) Paul G.Wilson,Maireana ciliata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana coronata (J.M.Black) Paul G.Wilson,Maireana coronata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana dichoptera (F.Muell.) Paul G.Wilson,Maireana dichoptera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana eriantha (F.Muell.) Paul G.Wilson,Maireana eriantha,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana georgei (Diels) Paul G.Wilson,Maireana georgei,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana integra (Paul G.Wilson) Paul G.Wilson,Maireana integra,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana lanosa (Lindl.) Paul G.Wilson,Maireana lanosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana lobiflora (F.Muell. ex Benth.) Paul G.Wilson,Maireana lobiflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana luehmannii (F.Muell.) Paul G.Wilson,Maireana luehmannii,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana microcarpa (Benth.) Paul G.Wilson,Maireana microcarpa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana ovata (Ising) Paul G.Wilson,Maireana ovata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana pentatropis (Tate) Paul G.Wilson,Maireana pentatropis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana planifolia (F.Muell.) Paul G.Wilson,Maireana planifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana pyramidata (Benth.) Paul G.Wilson,Maireana pyramidata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana schistocarpa Paul G.Wilson,Maireana schistocarpa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana scleroptera (J.M.Black) Paul G.Wilson,Maireana scleroptera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana sedifolia (F.Muell.) Paul G.Wilson,Maireana sedifolia,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana sp. Rainbow Valley (D.E.Albrecht 6551),Maireana sp. Rainbow Valley (A91207),Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Maireana spongiocarpa (F.Muell.) Paul G.Wilson,Maireana spongiocarpa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana tomentosa Moq. subsp. tomentosa,Maireana tomentosa subsp. tomentosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Maireana trichoptera (J.M.Black) Paul G.Wilson,Maireana trichoptera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana triptera (Benth.) Paul G.Wilson,Maireana triptera,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Maireana villosa (Lindl.) Paul G.Wilson,Maireana villosa,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Malachra capitata (L.) L.,Malachra capitata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Malachra fasciata Jacq.,Malachra fasciata,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Malachra fasciata Jacq. var. lineariloba (Turcz.) Gurke,Malachra fasciata,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Malacocera biflora Ising,Malacocera biflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Malacocera tricornis (Benth.) R.H.Anderson,Malacocera tricornis,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Malaisia scandens (Lour.) Planch.,Malaisia scandens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Malaisia scandens (Lour.) Planch. subsp. scandens,Malaisia scandens subsp. scandens,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),subspecies
NTH_2025,Mallotus dispersus P.I.Forst.,Mallotus dispersus,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Mallotus nesophilus M�ll.Arg.,Mallotus nesophilus,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Mallotus philippensis (Lam.) M�ll.Arg.,Mallotus philippensis,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
NTH_2025,Malva parviflora L.,Malva parviflora,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Malva preissiana Miq.,Malva preissiana,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Exact match of taxon name to an APC-accepted scientific name (including authorship) (2025-01-29),species
NTH_2025,Malvastrum sp. limestone (I.D.Cowie 14531) Cowie,Malvastrum sp. [Malvastrum sp. limestone (I.D.Cowie 14531) Cowie],Exact match of the first word of the taxon name to an APC-accepted genus (2025-01-29),genus
NTH_2025,Mapania macrocephala (Gaudich) K.Schum. in Warb.,Mapania macrocephala,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-01-29),species
