"View","Taxon Name","NT Endemic","NT Only","Current Name","Name w/Data (non-current)","Checklist Category","Taxon Status","Eco Source","Eco Status","Deciduous","Diaspore Dispersal Agent","Diaspore Morphology","Ephiphytic","Fire Response Adult","Fire Response Juvenile","Flowering Breeding System","Growth Form","Growth Form NVIS","Growth Form YB","Longevity","Mass Recruitment","Metabolic Type","Mycorrhiza","Nitrogen Fixing","Palatibility","Parasitic","Phenology Flowering","Phenology Fruit Maturity","Pollen Transfer","Pollination Breeding System","Pollination Syndrome","Presence Defence Compounds","Presence Defence Structures","Response To Grazing","Resprout Type","Resurrection","Seed Bank","Taxon ID","Taxon Id","Underground Storage","Vegetative Spread"
"-","FABACEAE Galactia sp. softly hairy (J.Egan 3239 & I.D.Cowie) Cowie","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","25907","-","-"
"View","FABACEAE Galactia tenuiflora (Klein ex Willd.) Wight & Arn.","-","-","Y","-","SR","ACTIVE","Yates 2003, JRS 2004","-","Evergreen","-","-","N","Seeder","-","-","Climber or twiner","Vine","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","2284","2284","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Galactia tenuiflora (Klein ex Willd.) Wight & Arn. var. macrantha Domin","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1051713","-","-"
"-","FABACEAE Gastrolobium","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2285","-","-"
"View","FABACEAE Gastrolobium brevipes Crisp","-","-","Y","-","SR","ACTIVE","Latz 2004, Liddle 2004","-","Evergreen","-","-","N","Seeder","-","-","Shrub","Shrub","-","Perennial","Yes","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","2286","2286","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Gastrolobium grandiflorum F.Muell.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen","-","-","N","Resprouter","-","-","Shrub","Shrub","-","Perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","2287","2287","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Glycine","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2288","-","-"
"View","FABACEAE Glycine canescens F.J.Herm.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen","-","-","N","Resprouter","-","-","Climber or twiner","Vine","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","2290","2290","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Glycine falcata Benth.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Climber or twiner","Vine","-","Annual or ephemeral, Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2292","2292","-","-"
"-","FABACEAE Glycine gracei B.E.Pfeil & Craven","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26911","-","-"
"-","FABACEAE Glycine hirticaulis Tindale & Craven","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2293","-","-"
"-","FABACEAE Glycine hirticaulis Tindale & Craven subsp. hirticaulis","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23734","-","-"
"-","FABACEAE Glycine hirticaulis Tindale & Craven subsp. leptosa B.E.Pfeil","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23735","-","-"
"-","FABACEAE Glycine montis-douglas B.E.Pfeil & Craven","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26910","-","-"
"-","FABACEAE Glycine pullenii B.E.Pfeil, Tindale & Craven","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23733","-","-"
"-","FABACEAE Glycine rubiginosa Tindale & B.E.Pfeil","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2294","-","-"
"-","FABACEAE Glycine sp. Arnhem (I.D.Cowie 8661) I.D.Cowie","Y","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22265","-","-"
"View","FABACEAE Glycine sp. Mt Sanford (R.Cowley 10/4/2002) I.D.Cowie","Y","-","Y","-","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Forb","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049525","1049525","-","-"
"-","FABACEAE Glycine sp. Talipata (B.G.Thomson 699)","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","25153","-","-"
"-","FABACEAE Glycine tabacina (Labill.) Benth.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Vine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2295","-","-"
"View","FABACEAE Glycine tomentella Hayata","-","-","Y","-","SR","ACTIVE","KNP plots","-","-","-","-","N","Seeder, Resprouter","-","-","Climber or twiner, Subshrub","Vine","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2296","2296","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Gompholobium","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2297","-","-"
"View","FABACEAE Gompholobium polyzygum F.Muell.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brock 2004, Brennan 2004","-","-","-","-","N","Resprouter","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","-","2298","2298","-","-"
"View","FABACEAE Gompholobium simplicifolium (F.Muell. & Tate) Crisp","-","-","Y","Y","SR","SYNONYM","Albrecht 2004, Brennan 2004","Name Updated","-","-","-","N","Resprouter","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2299","2299","-","-"
"View","FABACEAE Gompholobium subulatum Benth.","-","-","Y","-","NT","ACTIVE","KNP plots, Nitmiluk plots","-","-","-","-","N","Seeder","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2300","2300","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Hovea","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2301","-","-"
"-","FABACEAE Hovea arnhemica J.H.Ross","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2302","-","-"
"-","FABACEAE Indigastrum","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24445","-","-"
"View","FABACEAE Indigastrum parviflorum (B.Heyne ex Wight & Arn.) Schrire","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","24446","24446","-","-"
"-","FABACEAE Indigofera","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2303","-","-"
"-","FABACEAE Indigofera adenotricha Peter G.Wilson","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22649","-","-"
"View","FABACEAE Indigofera ammobia Maconochie","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2306","2306","-","-"
"View","FABACEAE Indigofera basedowii E.Pritz.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","Resprouter","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","-","2307","2307","-","-"
"View","FABACEAE Indigofera brennanii Peter G.Wilson","Y","N","Y","N","NT","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Forb","-","Annual or ephemeral","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049423","1049423","-","-"
"-","FABACEAE Indigofera brevidens Benth.","-","-","Y","-","SR","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23075","-","-"
"View","FABACEAE Indigofera centralis Peter G. Wilson & Rowe","Y","N","Y","N","SR","ACTIVE","Brennan 2004","ACTIVE","-","-","-","N","-","-","-","Shrub","Shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2304","2304","-","-"
"-","FABACEAE Indigofera cinericolor F.Muell.","Y","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2309","-","-"
"View","FABACEAE Indigofera colutea (Burm.f.) Merr.","-","-","Y","-","SR","ACTIVE","Yates 2003, Latz 2004, Liddle 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","Variable","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","2310","2310","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Indigofera cordifolia B.Heyne ex Roth","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2311","-","-"
"View","FABACEAE Indigofera cornuligera Peter G.Wilson & Rowe","N","N","Y","N","SR","ACTIVE","I.D. Cowie 2020","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1049995","1049995","-","-"
"View","FABACEAE Indigofera cornuligera Peter G.Wilson & Rowe subsp. cornuligera","N","N","Y","N","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","ACTIVE","-","-","-","N","Seeder","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","1049996","1049996","-","-"
"View","FABACEAE Indigofera deserticola Peter G.Wilson & Rowe","N","N","Y","N","SR","ACTIVE","-","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1065642","1065642","-","-"
"View","FABACEAE Indigofera erubescens Peter G.Wilson & Rowe","N","N","Y","N","NT","ACTIVE","-","ACTIVE","-","-","-","-","-","-","-","-","Shrub","-","Perennial","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1056642","1056642","-","-"
"View","FABACEAE Indigofera ewartiana Domin","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Subshrub","Shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2312","2312","-","-"
"View","FABACEAE Indigofera georgei E.Pritz.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2313","2313","-","-"
"-","FABACEAE Indigofera glandulosa Willd.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2314","-","-"
"View","FABACEAE Indigofera haplophylla F.Muell.","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2315","2315","-","-"
"View","FABACEAE Indigofera helmsii Peter G.Wilson","N","N","Y","N","SR","ACTIVE","Albrecht 2004, Brennan 2004","ACTIVE","-","-","-","N","Seeder","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2316","2316","-","-"
"View","FABACEAE Indigofera hirsuta L.","-","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Subshrub","Shrub","-","Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2317","2317","-","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Indigofera leucotricha E.Pritz.","-","-","Y","-","SR","ACTIVE","Latz 2004","-","Evergreen","-","-","N","Seeder","-","-","Shrub","Shrub","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","Soil-stored seed","2318","2318","With distinct swollen storage structure but without resprouting capacity","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Indigofera linifolia (L.f.) Retz.","-","-","Y","-","SR","ACTIVE","Yates 2003","-","-","-","-","N","Seeder","-","-","Forb","Forb","-","Biennial or short-lived perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2319","2319","-","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Indigofera linnaei Ali","-","-","Y","-","SR","ACTIVE","Latz 2004, Liddle 2004","-","Death of plant and regeneration from seed (include all annuals here)","-","-","N","Seeder, Faculative resprouter","-","-","Forb","Forb","-","Annual or ephemeral, Biennial or short-lived perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem)","-","Soil-stored seed","2320","2320","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Indigofera monophylla DC.","-","-","Y","-","SR","ACTIVE","Albrecht 2004, Brennan 2004","-","-","-","-","N","-","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2321","2321","-","-"
"View","FABACEAE Indigofera polygaloides M.B.Scott","-","-","Y","-","SR","ACTIVE","Brennan 2004","-","-","-","-","N","-","-","-","Forb","Forb","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2323","2323","-","-"
"-","FABACEAE Indigofera pratensis F.Muell.","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2324","-","-"
"View","FABACEAE Indigofera psammophila Peter G.Wilson","N","N","Y","N","SR","ACTIVE","Latz 2004","ACTIVE","Facultatively deciduous","-","-","N","Resprouter","-","-","Subshrub","Shrub","-","Perennial","No","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Root suckers or rhizomes","-","Soil-stored seed","2325","2325","Without swollen storage structure","capacity to be rhizomatous or root budding"
"-","FABACEAE Indigofera rupicola Peter G.Wilson & Rowe","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Forb","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24195","-","-"
"View","FABACEAE Indigofera saxicola F.Muell. ex Benth.","-","-","Y","-","NT","ACTIVE","KNP plots, Nitmiluk plots, Yates 2003","-","-","-","-","N","Faculative resprouter","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2326","2326","-","capacity to be rhizomatous or root budding"
"View","FABACEAE Indigofera schultziana F.Muell.","Y","-","Y","-","NT","ACTIVE","Liddle 2004, Brennan 2004","-","-","-","-","N","-","-","-","Subshrub","Shrub","-","-","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","-","-","-","2327","2327","-","-"
"-","FABACEAE Indigofera sp. Mackinlayi (A.A.Mitchell 7086) WA Herbarium","N","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23644","-","-"
"View","FABACEAE Indigofera tinctoria L.","-","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Shrub","Shrub","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","20272","20272","-","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Indigofera trifoliata L.","-","-","Y","-","NT","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Shrub","Shrub","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2328","2328","-","Plants always discrete (includes shortly rhizomatous)"
"View","FABACEAE Indigofera trita L.f.","-","-","Y","-","SR","ACTIVE","KNP plots","-","-","-","-","N","Seeder","-","-","Subshrub","Shrub","-","Annual or ephemeral","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","None","-","-","2329","2329","-","Plants always discrete (includes shortly rhizomatous)"
"-","FABACEAE Indigofera verruculosa Peter G.Wilson","Y","N","Y","N","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","Shrub","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2330","-","-"
"-","FABACEAE Intsia","-","-","Y","-","NT","ACTIVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","951","-","-"
"View","FABACEAE Intsia bijuga (Colebr.) Kuntze","-","-","Y","-","NT","ACTIVE","JRS 2004","-","Evergreen","-","-","N","Faculative resprouter","-","-","Tree","Tree","-","Perennial","-","-","-","-","-","Non parasitic","-","-","-","-","-","-","-","-","Basal stem buds (includes lignotuber and basal stem), Epicormic shoots","-","Canopy-stored seed, Dispersal reliant","952","952","Without swollen storage structure","Plants always discrete (includes shortly rhizomatous)"
