taxon_name,genus,family,taxon_distribution,taxon_rank,plant_trait,notes,reference,units,name,value,value_type
Banksia squarrosa subsp. argillacea,Banksia,Proteaceae,WA,subspecies,leaf_length,NA,Wikipedia_2025,mm,value_2,90,maximum
Banksia squarrosa subsp. argillacea,Banksia,Proteaceae,WA,subspecies,leaf_width,NA,Wikipedia_2025,mm,value_1,9,minimum
Banksia squarrosa subsp. argillacea,Banksia,Proteaceae,WA,subspecies,leaf_width,NA,Wikipedia_2025,mm,value_2,12,maximum
Barbarea australis,Barbarea,Brassicaceae,Tas,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Bertya tasmanica subsp. tasmanica,Bertya,Euphorbiaceae,Tas,subspecies,plant_height,NA,SPRAT_2025_2,m,value_1,2.5,mean
Bertya tasmanica subsp. tasmanica,Bertya,Euphorbiaceae,Tas,subspecies,vegetative_reproduction_ability,NA,SPRAT_2025_2,NA,value_1,not_vegetative,mode
Bertya tasmanica subsp. tasmanica,Bertya,Euphorbiaceae,Tas,subspecies,seedbank_location,NA,SPRAT_2025_2,NA,value_1,soil_seedbank,mode
Blechnum norfolkianum,Blechnum,Blechnaceae,NI,species,plant_height,stipe ,NZPCN_2025,mm,value_1,50,minimum
Blechnum norfolkianum,Blechnum,Blechnaceae,NI,species,plant_height,stipe ,NZPCN_2025,mm,value_2,150,maximum
Blechnum norfolkianum,Blechnum,Blechnaceae,NI,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Boronia quadrilata,Boronia,Rutaceae,NT,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Boronia quadrilata,Boronia,Rutaceae,NT,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Oct,mode
Boronia quadrilata,Boronia,Rutaceae,NT,species,fruiting_time,NA,SPRAT_2025_2,NA,value_1,Oct,mode
Boronia quadrilata,Boronia,Rutaceae,NT,species,leaf_glaucousness,NA,SPRAT_2025_2,NA,value_1,glaucous,mode
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,plant_height,NA,SPRAT_2025_2,m,value_1,2.5,mean
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,leaf_length,scale_leaf,SPRAT_2025_2,cm,value_1,0.1,minimum
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,leaf_length,scale_leaf,SPRAT_2025_2,cm,value_2,0.25,maximum
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,1,mean
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,fruit_length,NA,SPRAT_2025_2,mm,value_1,24,minimum
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,fruit_length,NA,SPRAT_2025_2,mm,value_2,38,maximum
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,8,minimum
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,fruit_width,NA,SPRAT_2025_2,mm,value_2,10,maximum
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep Oct,mode
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,fruiting_time,NA,SPRAT_2025_2,NA,value_1,Nov Dec,mode
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,post_fire_recruitment,NA,SPRAT_2025_2,NA,value_1,post_fire_recruitment,mode
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,seedbank_location,NA,SPRAT_2025_2,NA,value_1,soil_seedbank,mode
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,seed_length,NA,SPRAT_2025_2,mm,value_1,3,mean
Bossiaea fragrans,Bossiaea,Fabaceae,NSW,species,seed_width,NA,SPRAT_2025_2,mm,value_1,2,mean
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,plant_height,NA,SPRAT_2025_2,m,value_1,1,mean
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,leaf_length,scales ,Thompson_2012,mm,value_1,2.0,minimum
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,leaf_length,scales ,Thompson_2012,mm,value_2,2.5,maximum
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,leaf_width,NA,Thompson_2012,mm,value_1,0.3,minimum
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,leaf_width,NA,Thompson_2012,mm,value_2,0.5,maximum
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,fruit_length,NA,Thompson_2012,mm,value_1,15,mean
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,fruit_width,NA,Thompson_2012,mm,value_1,15,mean
Bossiaea peninsularis,Bossiaea,Fabaceae,SA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Aug - Oct,mode
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,plant_height,NA,Macfarlane_2020,cm,value_1,20,mean
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,resprouting_capacity,NA,Macfarlane_2020,NA,value_1,resprouts,mode
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,bud_bank_location,NA,Macfarlane_2020,NA,value_1,root_buds,mode
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,leaf_length,NA,Macfarlane_2020,mm,value_1,2.7,minimum
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,leaf_length,NA,Macfarlane_2020,mm,value_2,10,maximum
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,leaf_width,NA,Macfarlane_2020,mm,value_1,2.5,minimum
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,leaf_width,NA,Macfarlane_2020,mm,value_2,8,maximum
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,fruit_length,NA,Macfarlane_2020,mm,value_1,11,minimum
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,fruit_length,NA,Macfarlane_2020,mm,value_2,16,maximum
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,fruit_width,NA,Macfarlane_2020,mm,value_1,4,minimum
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,fruit_width,NA,Macfarlane_2020,mm,value_2,6,maximum
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,vegetative_reproduction_ability,NA,SPRAT_2025_2,NA,value_1,vegetative,mode
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,post_fire_recruitment,NA,SPRAT_2025_2,NA,value_1,post_fire_recruitment,mode
Bossiaea reptans,Bossiaea,Fabaceae,WA,species,resprouting_capacity_non_fire_disturbance,NA,SPRAT_2025_2,NA,value_1,resprouts_non_fire_disturbance,mode
Brachyscias verecundus,Brachyscias,Apiaceae,WA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_annual,mode
Brachyscias verecundus,Brachyscias,Apiaceae,WA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Brachyscome muelleri,Brachyscome,Asteraceae,SA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_annual,mode
Brachyscome muelleri,Brachyscome,Asteraceae,SA,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Brachyscome muelleroides,Brachyscome,Asteraceae,"NSW, Vic",species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,plant_height,NA,SPRAT_2025_2,m,value_1,18,mean
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,leaf_length,NA,Cooper_2016,mm,value_1,90,minimum
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,leaf_length,NA,Cooper_2016,mm,value_2,130,maximum
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,leaf_width,NA,Cooper_2016,mm,value_1,40,minimum
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,leaf_width,NA,Cooper_2016,mm,value_2,70,maximum
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Jan - Mar,mode
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,pollination_syndrome,NA,SPRAT_2025_2,NA,value_1,sunbirds,mode
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,reproductive_maturity,NA,SPRAT_2025_2,a,value_1,2,minimum
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,reproductive_maturity,NA,SPRAT_2025_2,a,value_2,3,maximum
Bruguiera x hainesii,Bruguiera,Rhizophoraceae,Qld,species,leaf_phenology,NA,SPRAT_2025_2,NA,value_1,evergreen,mode
Bulbophyllum globuliforme,Bulbophyllum,Orchidaceae,"Qld, NSW",species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,1,minimum
Bulbophyllum globuliforme,Bulbophyllum,Orchidaceae,"Qld, NSW",species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,1.5,maximum
Bulbophyllum globuliforme,Bulbophyllum,Orchidaceae,"Qld, NSW",species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Bulbophyllum gracillimum,Bulbophyllum,Orchidaceae,Qld,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,25,mean
Bulbophyllum gracillimum,Bulbophyllum,Orchidaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Bulbophyllum gracillimum,Bulbophyllum,Orchidaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Bulbophyllum gracillimum,Bulbophyllum,Orchidaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_1,8,mean
Bulbophyllum gracillimum,Bulbophyllum,Orchidaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,cm,value_1,3.5,mean
Bulbophyllum gracillimum,Bulbophyllum,Orchidaceae,Qld,species,storage_organ_diameter,NA,SPRAT_2025_2,mm,value_1,2,mean
Bulbophyllum longiflorum,Bulbophyllum,Orchidaceae,Qld,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,20,mean
Bulbophyllum longiflorum,Bulbophyllum,Orchidaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Bulbophyllum longiflorum,Bulbophyllum,Orchidaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Bulbophyllum longiflorum,Bulbophyllum,Orchidaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_1,15,mean
Bulbophyllum longiflorum,Bulbophyllum,Orchidaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,cm,value_1,3,mean
Bulbophyllum longiflorum,Bulbophyllum,Orchidaceae,Qld,species,storage_organ_diameter,NA,SPRAT_2025_2,mm,value_1,8,mean
Burmannia sp. Bathurst Island (R.Fensham 1021),Burmannia,Burmanniaceae,"NT, Qld",species,life_history,NA,SPRAT_2025_2,NA,value_1,perennial,mode
Burmannia sp. Bathurst Island (R.Fensham 1021),Burmannia,Burmanniaceae,"NT, Qld",species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,not_given,mode
Burmannia sp. Bathurst Island (R.Fensham 1021),Burmannia,Burmanniaceae,"NT, Qld",species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Burmannia sp. Bathurst Island (R.Fensham 1021),Burmannia,Burmanniaceae,"NT, Qld",species,leaf_type,NA,SPRAT_2025_2,NA,value_1,leafless,mode
Burmannia sp. Bathurst Island (R.Fensham 1021),Burmannia,Burmanniaceae,"NT, Qld",species,leaf_type,NA,SPRAT_2025_2,NA,value_1,leafless,mode
Burmannia sp. Bathurst Island (R.Fensham 1021),Burmannia,Burmanniaceae,"NT, Qld",species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Dec,mode
Burmannia sp. Bathurst Island (R.Fensham 1021),Burmannia,Burmanniaceae,"NT, Qld",species,plant_alternative_energy_and_nutrient_acquisition_strategy,NA,SPRAT_2025_2,NA,value_1,saprophyte,mode
Caladenia actensis,Caladenia,Orchidaceae,"NSW, ACT",species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,5,minimum
Caladenia actensis,Caladenia,Orchidaceae,"NSW, ACT",species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,12,maximum
Caladenia actensis,Caladenia,Orchidaceae,"NSW, ACT",species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts_presumed,mode
Caladenia actensis,Caladenia,Orchidaceae,"NSW, ACT",species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia actensis,Caladenia,Orchidaceae,"NSW, ACT",species,pollination_syndrome,NA,Wikipedia_2025,NA,value_1,thynnid wasp,mode
Caladenia actensis,Caladenia,Orchidaceae,"NSW, ACT",species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant early_autumn_dormant,mode
Caladenia anthracina,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,10,minimum
Caladenia anthracina,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,20,maximum
Caladenia anthracina,Caladenia,Orchidaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia anthracina,Caladenia,Orchidaceae,Tas,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep - Nov,mode
Caladenia anthracina,Caladenia,Orchidaceae,Tas,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant early_autumn_dormant,mode
Caladenia arenaria,Caladenia,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,40,mean
Caladenia arenaria,Caladenia,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia arenaria,Caladenia,Orchidaceae,NSW,species,pollination_syndrome,NA,SPRAT_2025_2,NA,value_1,male thynnid wasps,mode
Caladenia arenaria,Caladenia,Orchidaceae,NSW,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant,mode
Caladenia argocalla,Caladenia,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,60,mean
Caladenia argocalla,Caladenia,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia atroclavia,Caladenia,Orchidaceae,Qld,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,25,minimum
Caladenia atroclavia,Caladenia,Orchidaceae,Qld,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,35,maximum
Caladenia atroclavia,Caladenia,Orchidaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia atroclavia,Caladenia,Orchidaceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Oct,mode
Caladenia attenuata,Caladenia,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,24,mean
Caladenia attenuata,Caladenia,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia attenuata,Caladenia,Orchidaceae,NSW,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,dry,mode
Caladenia behrii,Caladenia,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,50,mean
Caladenia behrii,Caladenia,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia brachyscapa,Caladenia,Orchidaceae,"Vic (presumed extinct), Tas",species,plant_height,NA,SPRAT_2025_2,cm,value_1,3,minimum
Caladenia brachyscapa,Caladenia,Orchidaceae,"Vic (presumed extinct), Tas",species,plant_height,NA,SPRAT_2025_2,cm,value_2,15,maximum
Caladenia brachyscapa,Caladenia,Orchidaceae,"Vic (presumed extinct), Tas",species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Caladenia brachyscapa,Caladenia,Orchidaceae,"Vic (presumed extinct), Tas",species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia brachyscapa,Caladenia,Orchidaceae,"Vic (presumed extinct), Tas",species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep-Nov,mode
Caladenia brachyscapa,Caladenia,Orchidaceae,"Vic (presumed extinct), Tas",species,flowering_cues,NA,SPRAT_2025_2,NA,value_1,fire,mode
Caladenia brumalis,Caladenia,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,15,minimum
Caladenia brumalis,Caladenia,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,20,maximum
Caladenia brumalis,Caladenia,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia brumalis,Caladenia,Orchidaceae,SA,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant,mode
Caladenia campbellii,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,8,minimum
Caladenia campbellii,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,14,maximum
Caladenia campbellii,Caladenia,Orchidaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia campbellii,Caladenia,Orchidaceae,Tas,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Nov,mode
Caladenia campbellii,Caladenia,Orchidaceae,Tas,species,foliage_time,NA,Tas_NRE_2025,NA,value_1,summer_dormant autumn_dormant,mode
Caladenia conferta,Caladenia,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,12,minimum
Caladenia conferta,Caladenia,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,25,maximum
Caladenia conferta,Caladenia,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia conferta,Caladenia,Orchidaceae,SA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Aug - Sep,mode
Caladenia dienema,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,5,minimum
Caladenia dienema,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,16,maximum
Caladenia dienema,Caladenia,Orchidaceae,Tas,species,resprouting_capacity,NA,Tas_NRE_2025,NA,value_1,resprouts,mode
Caladenia dienema,Caladenia,Orchidaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia dienema,Caladenia,Orchidaceae,Tas,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Oct-Nov,mode
Caladenia dienema,Caladenia,Orchidaceae,Tas,species,flowering_cues,NA,Tas_NRE_2025,NA,value_1,fire,mode
Caladenia hopperiana,Caladenia,Orchidaceae,WA,species,inflorescence_stalk,NA,Lucid_WA_orchids_2024,cm,value_1,20,minimum
Caladenia hopperiana,Caladenia,Orchidaceae,WA,species,inflorescence_stalk,NA,Lucid_WA_orchids_2024,cm,value_2,350,maximum
Caladenia hopperiana,Caladenia,Orchidaceae,WA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia hopperiana,Caladenia,Orchidaceae,WA,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,dry,mode
Caladenia hopperiana,Caladenia,Orchidaceae,WA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep - Oct,mode
Caladenia hopperiana,Caladenia,Orchidaceae,WA,species,fruiting_time,NA,SPRAT_2025_2,NA,value_1,Oct - Nov,mode
Caladenia hopperiana,Caladenia,Orchidaceae,WA,species,flowering_cues,NA,SPRAT_2025_2,NA,value_1,disturbance_independent fire_independent,mode
Caladenia intuta,Caladenia,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,35,mean
Caladenia intuta,Caladenia,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,inflorescence_stalk,NA,Lucid_WA_orchids_2024,cm,value_1,12,minimum
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,inflorescence_stalk,NA,Lucid_WA_orchids_2024,cm,value_2,40,maximum
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,dry,mode
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Sep-Oct,mode
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,pollination_syndrome,NA,SPRAT_2025_2,NA,value_1,thynnine wasps,mode
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,vegetative_reproduction_ability,NA,SPRAT_2025_2,NA,value_1,not_vegetative,mode
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,reproductive_maturity,NA,SPRAT_2025_2,a,value_1,3,mean
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,flowering_cues,NA,SPRAT_2025_2,NA,value_1,fire,mode
Caladenia leucochila,Caladenia,Orchidaceae,WA,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant autumn_dormant,mode
Caladenia lindleyana,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,12,minimum
Caladenia lindleyana,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,35,maximum
Caladenia lindleyana,Caladenia,Orchidaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia lindleyana,Caladenia,Orchidaceae,Tas,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Nov - Jan,mode
Caladenia lindleyana,Caladenia,Orchidaceae,Tas,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,autumn_dormant,mode
Caladenia lodgeana,Caladenia,Orchidaceae,WA,species,inflorescence_stalk,NA,Lucid_WA_orchids_2024,cm,value_1,20,minimum
Caladenia lodgeana,Caladenia,Orchidaceae,WA,species,inflorescence_stalk,NA,Lucid_WA_orchids_2024,cm,value_2,40,maximum
Caladenia lodgeana,Caladenia,Orchidaceae,WA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia lodgeana,Caladenia,Orchidaceae,WA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Oct-Dec,mode
Caladenia lodgeana,Caladenia,Orchidaceae,WA,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant autumn_dormant,mode
Caladenia macroclavia,Caladenia,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,28,mean
Caladenia macroclavia,Caladenia,Orchidaceae,SA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Caladenia macroclavia,Caladenia,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia macroclavia,Caladenia,Orchidaceae,SA,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Aug - Sep,mode
Caladenia macroclavia,Caladenia,Orchidaceae,SA,species,foliage_time,NA,SPRAT_2025_2,NA,value_1,summer_dormant autumn_dormant,mode
Caladenia pallida,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,Tas_NRE_2025,cm,value_1,15,minimum
Caladenia pallida,Caladenia,Orchidaceae,Tas,species,inflorescence_stalk,NA,Tas_NRE_2025,cm,value_2,40,maximum
Caladenia pallida,Caladenia,Orchidaceae,Tas,species,resprouting_capacity,NA,Tas_NRE_2025,NA,value_1,resprouts_presumed,mode
Caladenia pallida,Caladenia,Orchidaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
Caladenia pallida,Caladenia,Orchidaceae,Tas,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Nov,mode
Caladenia pallida,Caladenia,Orchidaceae,Tas,species,flowering_cues,presumed ,Tas_NRE_2025,NA,value_1,fire,mode
Caladenia pallida,Caladenia,Orchidaceae,Tas,species,foliage_time,NA,Tas_NRE_2025,NA,value_1,summer_dormant,mode
Caladenia richardsiorum,Caladenia,Orchidaceae,SA,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,40,mean
Caladenia richardsiorum,Caladenia,Orchidaceae,SA,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Caladenia richardsiorum,Caladenia,Orchidaceae,SA,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_tuber,mode
