taxon_name,genus,family,taxon_distribution,taxon_rank,plant_trait,notes,reference,units,name,value,value_type
Dendrobium johannis,Dendrobium,Orchidaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_1,10,minimum
Dendrobium johannis,Dendrobium,Orchidaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_2,20,maximum
Dendrobium johannis,Dendrobium,Orchidaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,12,minimum
Dendrobium johannis,Dendrobium,Orchidaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,15,maximum
Dendrobium johannis,Dendrobium,Orchidaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,dry,mode
Dendrobium johannis,Dendrobium,Orchidaceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Mar-Jul,mode
Dendrobium mirbelianum,Dendrobium,Orchidaceae,Qld,species,inflorescence_stalk,NA,Wikipedia_2025,mm,value_1,100,minimum
Dendrobium mirbelianum,Dendrobium,Orchidaceae,Qld,species,inflorescence_stalk,NA,Wikipedia_2025,mm,value_2,300,maximum
Dendrobium mirbelianum,Dendrobium,Orchidaceae,Qld,species,plant_growth_substrate,NA,Wikipedia_2025,NA,value_1,epiphyte lithophyte,mode
Dendrobium mirbelianum,Dendrobium,Orchidaceae,Qld,species,stem_length,NA,Wikipedia_2025,m,value_1,0.2,minimum
Dendrobium mirbelianum,Dendrobium,Orchidaceae,Qld,species,stem_length,NA,Wikipedia_2025,m,value_2,1,maximum
Dendrobium mirbelianum,Dendrobium,Orchidaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,pseudobulb,mode
Dendrobium nindii,Dendrobium,Orchidaceae,Qld,species,inflorescence_stalk,NA,Wikipedia_2025,mm,value_1,200,minimum
Dendrobium nindii,Dendrobium,Orchidaceae,Qld,species,inflorescence_stalk,NA,Wikipedia_2025,mm,value_2,500,maximum
Dendrobium nindii,Dendrobium,Orchidaceae,Qld,species,plant_growth_substrate,NA,Wikipedia_2025,NA,value_1,epiphyte lithophyte,mode
Dendrobium nindii,Dendrobium,Orchidaceae,Qld,species,stem_length,NA,Wikipedia_2025,m,value_1,0.5,minimum
Dendrobium nindii,Dendrobium,Orchidaceae,Qld,species,stem_length,NA,Wikipedia_2025,m,value_2,2.5,maximum
Dendrobium nindii,Dendrobium,Orchidaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,pseudobulb,mode
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,plant_height,NA,SPRAT_2025_2,m,value_1,8,mean
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,resprouting_capacity_non_fire_disturbance,NA,SPRAT_2025_2,NA,value_1,resprouts_non_fire_disturbance,mode
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_1,5,minimum
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_2,1,maximum
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,leaf_width,NA,SPRAT_2025_2,cm,value_1,0.9,minimum
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,leaf_width,NA,SPRAT_2025_2,cm,value_2,1.6,maximum
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,fruit_length,NA,SPRAT_2025_2,cm,value_1,55,mean
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,fruit_width,NA,SPRAT_2025_2,cm,value_1,55,mean
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,dry,mode
Denhamia megacarpa,Denhamia,Celastraceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Apr Nov,mode
Dienia lawleri,Dienia,Orchidaceae,Qld,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,10,mean
Dienia lawleri,Dienia,Orchidaceae,Qld,species,stem_length,NA,Wikipedia_2025,mm,value_1,20,minimum
Dienia lawleri,Dienia,Orchidaceae,Qld,species,stem_length,NA,Wikipedia_2025,mm,value_2,80,maximum
Dienia lawleri,Dienia,Orchidaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,pseudobulb,mode
Dienia lawleri,Dienia,Orchidaceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Dec-Feb,mode
Diplazium cordifolium,Diplazium,Woodsiaceae,Qld,species,inflorescence_length,rhizome below ground ,SPRAT_2025_2,cm,value_1,20,minimum
Diplazium cordifolium,Diplazium,Woodsiaceae,Qld,species,inflorescence_length,rhizome below ground ,SPRAT_2025_2,cm,value_2,50,maximum
Diplazium cordifolium,Diplazium,Woodsiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Diplazium cordifolium,Diplazium,Woodsiaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Diplazium cordifolium,Diplazium,Woodsiaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Diplazium cordifolium,Diplazium,Woodsiaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Diplazium pallidum,Diplazium,Woodsiaceae,Qld,species,stem_length,erect_rhizome ,SPRAT_2025_2,cm,value_1,30,mean
Diplazium pallidum,Diplazium,Woodsiaceae,Qld,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Diplazium pallidum,Diplazium,Woodsiaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Diplazium pallidum,Diplazium,Woodsiaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Diplazium pallidum,Diplazium,Woodsiaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,not_applicable,mode
Dipodium pictum,Dipodium,Orchidaceae,Qld,species,stem_length,NA,SPRAT_2025_2,m,value_1,3,minimum
Dipodium pictum,Dipodium,Orchidaceae,Qld,species,stem_length,NA,SPRAT_2025_2,m,value_2,5,maximum
Dipodium pictum,Dipodium,Orchidaceae,Qld,species,climbing_height,NA,SPRAT_2025_2,m,value_1,3,minimum
Dipodium pictum,Dipodium,Orchidaceae,Qld,species,climbing_height,NA,SPRAT_2025_2,m,value_2,5,maximum
Dipodium pictum,Dipodium,Orchidaceae,Qld,species,plant_growth_substrate,NA,SPRAT_2025_2,NA,value_1,epiphyte terrestrial,mode
Dischidia litoralis,Dischidia,Apocynaceae,Qld,species,plant_height,climber,SPRAT_2025_2,NA,value_1,not_given,mode
Diuris aequalis,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,20,minimum
Diuris aequalis,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,45,maximum
Diuris aequalis,Diuris,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Diuris aequalis,Diuris,Orchidaceae,NSW,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Oct-Dec,mode
Diuris bracteata,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,Wikipedia_2025,mm,value_1,100,minimum
Diuris bracteata,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,Wikipedia_2025,mm,value_2,180,maximum
Diuris bracteata,Diuris,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Diuris bracteata,Diuris,Orchidaceae,NSW,species,flowering_time,NA,Wikipedia_2025,NA,value_1,Aug-Sep,mode
Diuris eborensis,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,mm,value_1,150,minimum
Diuris eborensis,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,mm,value_2,350,maximum
Diuris eborensis,Diuris,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Diuris flavescens,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,20,minimum
Diuris flavescens,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,30,maximum
Diuris flavescens,Diuris,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Diuris pedunculata,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,10,mean
Diuris pedunculata,Diuris,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Diuris praecox,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,40,mean
Diuris praecox,Diuris,Orchidaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Diuris praecox,Diuris,Orchidaceae,NSW,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,winter,mode
Diuris venosa,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_1,10,minimum
Diuris venosa,Diuris,Orchidaceae,NSW,species,inflorescence_stalk,NA,SPRAT_2025_2,cm,value_2,40,maximum
Diuris venosa,Diuris,Orchidaceae,NSW,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Nov-Jan,mode
Eleocharis obicis,Eleocharis,Cyperaceae,"NSW, Vic",species,plant_height,NA,SPRAT_2025_2,cm,value_1,30,mean
Eleocharis obicis,Eleocharis,Cyperaceae,"NSW, Vic",species,stem_length,NA,SPRAT_2025_2,cm,value_1,30,mean
Eleocharis obicis,Eleocharis,Cyperaceae,"NSW, Vic",species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Eleocharis obicis,Eleocharis,Cyperaceae,"NSW, Vic",species,leaf_length,NA,SPRAT_2025_2,cm,value_1,45,mean
Eleocharis obicis,Eleocharis,Cyperaceae,"NSW, Vic",species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Nov,mode
Eleocharis papillosa,Eleocharis,Cyperaceae,"WA, NT, SA",species,plant_height,NA,SPRAT_2025_2,cm,value_1,10,mean
Eleocharis papillosa,Eleocharis,Cyperaceae,"WA, NT, SA",species,storage_organ,NA,SPRAT_2025_2,NA,value_1,tuber,mode
Eleocharis papillosa,Eleocharis,Cyperaceae,"WA, NT, SA",species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Jan-Dec,mode
Eleocharis papillosa,Eleocharis,Cyperaceae,"WA, NT, SA",species,fruiting_time,NA,SPRAT_2025_2,NA,value_1,Jan-Dec,mode
Eleocharis papillosa,Eleocharis,Cyperaceae,"WA, NT, SA",species,vegetative_reproduction_ability,NA,SPRAT_2025_2,NA,value_1,vegetative not_vegetative,mode
Eleocharis papillosa,Eleocharis,Cyperaceae,"WA, NT, SA",species,germination_cues,NA,SPRAT_2025_2,NA,value_1,inundation_ephemeral,mode
Eleocharis papillosa,Eleocharis,Cyperaceae,"WA, NT, SA",species,establishment_cues,NA,SPRAT_2025_2,NA,value_1,inundation_ephemeral,mode
Eleocharis retroflexa,Eleocharis,Cyperaceae,"NT, Qld",species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,fire_killed_annual,mode
Eleocharis retroflexa,Eleocharis,Cyperaceae,"NT, Qld",species,storage_organ,NA,SPRAT_2025_2,NA,value_1,no_storage_organ_annual,mode
Epacris gnidioides,Epacris,Ericaceae,NSW,species,stem_length,creeping ,SPRAT_2025_2,cm,value_1,50,mean
Epacris gnidioides,Epacris,Ericaceae,NSW,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,creeping,mode
Epacris gnidioides,Epacris,Ericaceae,NSW,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,rhizome,mode
Epacris graniticola,Epacris,Ericaceae,Tas,species,plant_height,NA,SPRAT_2025_2,m,value_1,1.5,mean
Epacris graniticola,Epacris,Ericaceae,Tas,species,resprouting_capacity,NA,SPRAT_2025_2,NA,value_1,resprouts,mode
Epacris graniticola,Epacris,Ericaceae,Tas,species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,stem_base,mode
Epacris graniticola,Epacris,Ericaceae,Tas,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,stem_base,mode
Epacris graniticola,Epacris,Ericaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,mm,value_1,2.0,minimum
Epacris graniticola,Epacris,Ericaceae,Tas,species,leaf_length,NA,Tas_NRE_2025,mm,value_2,5.5,maximum
Epacris graniticola,Epacris,Ericaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,mm,value_1,1.3,minimum
Epacris graniticola,Epacris,Ericaceae,Tas,species,leaf_width,NA,Tas_NRE_2025,mm,value_2,2.9,maximum
Epacris graniticola,Epacris,Ericaceae,Tas,species,fruit_length,NA,Tas_NRE_2025,mm,value_1,2,mean
Epacris graniticola,Epacris,Ericaceae,Tas,species,fruit_width,NA,Tas_NRE_2025,mm,value_1,2,mean
Epacris graniticola,Epacris,Ericaceae,Tas,species,flowering_time,NA,Tas_NRE_2025,NA,value_1,Sep - Oct,mode
Epacris graniticola,Epacris,Ericaceae,Tas,species,germination_cues,NA,Tas_NRE_2025,NA,value_1,fire,mode
Epacris graniticola,Epacris,Ericaceae,Tas,species,seedbank_location,NA,Tas_NRE_2025,NA,value_1,soil_seedbank,mode
Epacris graniticola,Epacris,Ericaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_1,30,minimum
Epacris graniticola,Epacris,Ericaceae,Tas,species,lifespan,NA,Tas_NRE_2025,a,value_2,40,maximum
Epilobium brunnescens subsp. beaugleholei,Epilobium,Onagraceae,Vic,subspecies,plant_height,NA,SPRAT_2025_2,NA,value_1,not_given_in_taxon_description,mode
Epilobium brunnescens subsp. beaugleholei,Epilobium,Onagraceae,Vic,subspecies,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,prostrate,mode
Epilobium brunnescens subsp. beaugleholei,Epilobium,Onagraceae,Vic,subspecies,plant_width,NA,NZPCN_2025,m,value_1,2,mean
Epilobium brunnescens subsp. beaugleholei,Epilobium,Onagraceae,Vic,subspecies,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,roots,mode
Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),Eremophila,Scrophulariaceae,WA,subspecies,plant_height,NA,SPRAT_2025_2,m,value_1,2,minimum
Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),Eremophila,Scrophulariaceae,WA,subspecies,plant_height,NA,SPRAT_2025_2,m,value_2,4,maximum
Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),Eremophila,Scrophulariaceae,WA,subspecies,storage_organ,NA,SPRAT_2025_2,NA,value_1,basal_buds,mode
Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),Eremophila,Scrophulariaceae,WA,subspecies,leaf_length,NA,SPRAT_2025_2,mm,value_1,25,minimum
Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),Eremophila,Scrophulariaceae,WA,subspecies,leaf_length,NA,SPRAT_2025_2,mm,value_2,40,maximum
Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),Eremophila,Scrophulariaceae,WA,subspecies,leaf_width,NA,SPRAT_2025_2,mm,value_1,8,minimum
Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),Eremophila,Scrophulariaceae,WA,subspecies,leaf_width,NA,SPRAT_2025_2,mm,value_2,15,maximum
Eremophila koobabbiensis,Eremophila,Scrophulariaceae,WA,species,plant_height,NA,SPRAT_2025_2,m,value_1,1.5,mean
Eremophila koobabbiensis,Eremophila,Scrophulariaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,4,minimum
Eremophila koobabbiensis,Eremophila,Scrophulariaceae,WA,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,6,maximum
Eremophila koobabbiensis,Eremophila,Scrophulariaceae,WA,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,1.5,minimum
Eremophila koobabbiensis,Eremophila,Scrophulariaceae,WA,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,2,maximum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,plant_height,NA,Brown_2018,m,value_1,1,minimum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,plant_height,NA,Brown_2018,m,value_2,1.5,maximum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,leaf_length,NA,Brown_2018,mm,value_1,6,minimum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,leaf_length,NA,Brown_2018,mm,value_2,17,maximum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,leaf_width,NA,Brown_2018,mm,value_1,0.5,minimum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,leaf_width,NA,Brown_2018,mm,value_2,1,maximum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,fruit_length,NA,Brown_2018,mm,value_1,3,minimum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,fruit_length,NA,Brown_2018,mm,value_2,4,maximum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,fruit_width,NA,Brown_2018,mm,value_1,2,minimum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,fruit_width,NA,Brown_2018,mm,value_2,2.5,maximum
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,fruit_fleshiness,NA,Brown_2018,NA,value_1,dry,mode
Eremophila subangustifolia,Eremophila,Scrophulariaceae,WA,species,flowering_time,NA,Brown_2018,NA,value_1,Jun - Oct,mode
Eria paleata,Eria,Orchidaceae,NI,species,stem_length,NA,FoA_print_2025,cm,value_1,10,minimum
Eria paleata,Eria,Orchidaceae,NI,species,stem_length,NA,FoA_print_2025,cm,value_2,30,maximum
Eria paleata,Eria,Orchidaceae,NI,species,plant_growth_substrate,NA,FoA_print_2025,NA,value_1,epiphyte,mode
Eria paleata,Eria,Orchidaceae,NI,species,bud_bank_location,NA,FoA_print_2025,NA,value_1,pseudobulb,mode
Eria paleata,Eria,Orchidaceae,NI,species,storage_organ,NA,FoA_print_2025,NA,value_1,pseudobulb,mode
Eria paleata,Eria,Orchidaceae,NI,species,fruit_length,NA,FoA_print_2025,mm,value_1,6,mean
Eria paleata,Eria,Orchidaceae,NI,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,dry,mode
Eria paleata,Eria,Orchidaceae,NI,species,fruit_type,NA,SPRAT_2025_2,NA,value_1,capsule,mode
Eria paleata,Eria,Orchidaceae,NI,species,storage_organ_length,NA,FoA_print_2025,cm,value_1,1,minimum
Eria paleata,Eria,Orchidaceae,NI,species,storage_organ_length,NA,FoA_print_2025,cm,value_2,2,maximum
Eriocaulon australasicum,Eriocaulon,Eriocaulaceae,"SA, NSW, Vic",species,life_history,NA,SPRAT_2025_2,NA,value_1,annual,mode
Eriocaulon australasicum,Eriocaulon,Eriocaulaceae,"SA, NSW, Vic",species,bud_bank_location,NA,SPRAT_2025_2,NA,value_1,N/A_annual,mode
Eriocaulon australasicum,Eriocaulon,Eriocaulaceae,"SA, NSW, Vic",species,storage_organ,NA,SPRAT_2025_2,NA,value_1,N/A_annual,mode
Eryngium fontanum,Eryngium,Apiaceae,Qld,species,plant_height,NA,WildNet_2025,m,value_1,1,mean
Eryngium fontanum,Eryngium,Apiaceae,Qld,species,storage_organ,NA,SPRAT_2025_2,NA,value_1,root_tuber,mode
Eryngium fontanum,Eryngium,Apiaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_1,40,mean
Eryngium fontanum,Eryngium,Apiaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,24,mean
Eryngium fontanum,Eryngium,Apiaceae,Qld,species,fruit_length,NA,Tas_NRE_2025,mm,value_1,2,mean
Eryngium fontanum,Eryngium,Apiaceae,Qld,species,fruit_width,NA,Tas_NRE_2025,mm,value_1,2,mean
Eryngium fontanum,Eryngium,Apiaceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,Dec-Apr,mode
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,plant_growth_form,NA,SPRAT_2025_2,NA,value_1,tree,mode
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,woodiness,NA,SPRAT_2025_2,NA,value_1,woody,mode
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,life_history,NA,SPRAT_2025_2,NA,value_1,perennial,mode
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,plant_height,NA,SPRAT_2025_2,m,value_1,15,mean
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_1,10,minimum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,cm,value_2,15,maximum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,cm,value_1,2.6,minimum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,cm,value_2,4.1,maximum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,mm,value_1,7,minimum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,mm,value_2,9.8,maximum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,7,minimum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,mm,value_2,9.8,maximum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,fruit_fleshiness,NA,SPRAT_2025_2,NA,value_1,dry,mode
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,flowering_time,NA,SPRAT_2025_2,NA,value_1,spring summer,mode
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,reproductive_maturity,NA,SPRAT_2025_2,a,value_1,4,minimum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,reproductive_maturity,NA,SPRAT_2025_2,a,value_2,5,maximum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,seed_viability,NA,SPRAT_2025_2,%,value_1,90,minimum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,seed_viability,NA,SPRAT_2025_2,%,value_2,94,maximum
Eucalyptus dalveenica,Eucalyptus,Myrtaceae,Qld,species,seed_germination_time,NA,SPRAT_2025_2,d,value_1,21,mean
Eucalyptus gunnii subsp. divaricata,Eucalyptus,Myrtaceae,Tas,subspecies,plant_height,NA,SPRAT_2025_2,m,value_1,15,mean
Eucalyptus gunnii subsp. divaricata,Eucalyptus,Myrtaceae,Tas,subspecies,leaf_length,NA,EUCLID_2023,cm,value_1,4,minimum
Eucalyptus gunnii subsp. divaricata,Eucalyptus,Myrtaceae,Tas,subspecies,leaf_length,NA,EUCLID_2023,cm,value_2,9,maximum
Eucalyptus gunnii subsp. divaricata,Eucalyptus,Myrtaceae,Tas,subspecies,leaf_width,NA,EUCLID_2023,cm,value_1,1.2,minimum
Eucalyptus gunnii subsp. divaricata,Eucalyptus,Myrtaceae,Tas,subspecies,leaf_width,NA,EUCLID_2023,cm,value_2,3.5,maximum
Eucalyptus gunnii subsp. divaricata,Eucalyptus,Myrtaceae,Tas,subspecies,fruit_length,NA,EUCLID_2023,cm,value_1,0.5,minimum
Eucalyptus gunnii subsp. divaricata,Eucalyptus,Myrtaceae,Tas,subspecies,fruit_length,NA,EUCLID_2023,cm,value_2,0.9,maximum
Eucalyptus gunnii subsp. divaricata,Eucalyptus,Myrtaceae,Tas,subspecies,fruit_width,NA,EUCLID_2023,cm,value_1,0.5,minimum
Eucalyptus gunnii subsp. divaricata,Eucalyptus,Myrtaceae,Tas,subspecies,fruit_width,NA,EUCLID_2023,cm,value_2,0.7,maximum
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus,Myrtaceae,NSW,subspecies,plant_height,NA,SPRAT_2025_2,m,value_1,10,mean
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus,Myrtaceae,NSW,subspecies,leaf_length,NA,SPRAT_2025_2,cm,value_1,5,minimum
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus,Myrtaceae,NSW,subspecies,leaf_length,NA,SPRAT_2025_2,cm,value_2,13,maximum
Euphorbia carissoides,Euphorbia,Euphorbiaceae,Qld,species,plant_height,NA,SPRAT_2025_2,cm,value_1,60,mean
Euphorbia carissoides,Euphorbia,Euphorbiaceae,Qld,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,spreading upright,mode
Euphorbia carissoides,Euphorbia,Euphorbiaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,mm,value_1,6,minimum
Euphorbia carissoides,Euphorbia,Euphorbiaceae,Qld,species,leaf_length,NA,SPRAT_2025_2,mm,value_2,22,maximum
Euphorbia carissoides,Euphorbia,Euphorbiaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_1,4,minimum
Euphorbia carissoides,Euphorbia,Euphorbiaceae,Qld,species,leaf_width,NA,SPRAT_2025_2,mm,value_2,15,maximum
Euphorbia carissoides,Euphorbia,Euphorbiaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,mm,value_1,3,minimum
Euphorbia carissoides,Euphorbia,Euphorbiaceae,Qld,species,fruit_length,NA,SPRAT_2025_2,mm,value_2,4,maximum
Euphorbia carissoides,Euphorbia,Euphorbiaceae,Qld,species,fruit_width,NA,SPRAT_2025_2,mm,value_1,5,mean
Euphorbia obliqua,Euphorbia,Euphorbiaceae,"Qld, NI",species,stem_length,NA,FoA_print_2025,cm,value_1,20,mean
Euphorbia obliqua,Euphorbia,Euphorbiaceae,"Qld, NI",species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,prostrate,mode
Euphorbia obliqua,Euphorbia,Euphorbiaceae,"Qld, NI",species,leaf_length,NA,FoA_print_2025,cm,value_1,1,minimum
Euphorbia obliqua,Euphorbia,Euphorbiaceae,"Qld, NI",species,leaf_length,NA,FoA_print_2025,cm,value_2,1.5,maximum
Euphorbia obliqua,Euphorbia,Euphorbiaceae,"Qld, NI",species,leaf_width,NA,FoA_print_2025,cm,value_1,0.7,minimum
Euphorbia obliqua,Euphorbia,Euphorbiaceae,"Qld, NI",species,leaf_width,NA,FoA_print_2025,cm,value_2,1,maximum
Euphorbia obliqua,Euphorbia,Euphorbiaceae,"Qld, NI",species,fruit_length,NA,FoA_print_2025,mm,value_1,3,mean
Euphorbia obliqua,Euphorbia,Euphorbiaceae,"Qld, NI",species,fruit_width,NA,FoA_print_2025,mm,value_1,3,mean
Euphorbia obliqua,Euphorbia,Euphorbiaceae,"Qld, NI",species,fruit_height,NA,FoA_print_2025 ,mm,value_1,3,mean
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,plant_height,straggling habit ,Tas_NRE_2025,cm,value_1,25,mean
Euphrasia amphisysepala,Euphrasia,Scrophulariaceae,Tas,species,stem_growth_habit,NA,SPRAT_2025_2,NA,value_1,straggling upright,mode
