CODE,plant,coll,yr,treat,observation,bud_depth_mm,SPECIES,Family,MAXHT_cm,GFORM,STEMCATS,specific_leaf_area_mm2/mg
calcun,clip4,2000,0,c,5,2,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip3,2000,0,c,5,1,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip2,2000,0,c,5,2,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,5,-1,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,5,2,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,5,15,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,2000,0,c,5,17,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn3,2000,0,b,5,5,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn2,2000,0,b,5,13,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn1,2000,0,b,5,16,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
caslae,clip3,2000,0,c,5,-5,Cassinia laevis,Asteraceae,NA,NA,NA,NA
caslae,clip2,2000,0,c,5,0,Cassinia laevis,Asteraceae,NA,NA,NA,NA
chedes,clip5,2000,0,c,5,-1,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chedes,clip4,2000,0,c,5,-5,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chedes,clip2,2000,0,c,5,-2,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chedes,clip1,2000,0,c,5,0,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
cheila,clip3,2000,0,c,5,10,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
cheila,clip2,2000,0,c,5,9,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
cheila,clip1,2000,0,c,5,13,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,5,4,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,2000,0,c,5,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,5,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,5,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,5,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,5,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,5,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,5,10,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,5,13,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,5,10,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,5,12,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn2,2000,0,b,5,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,5,12,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digcoe,clip3,2000,0,c,5,3,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,clip2,2000,0,c,5,11,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,clip1,2000,0,c,5,11,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,burn3,2000,0,b,5,10,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,burn2,2000,0,b,5,9,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,burn1,2000,0,b,5,8,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,5,11,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip2,2000,0,c,5,11,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip1,2000,0,c,5,10,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn3,2000,0,b,5,12,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn2,2000,0,b,5,13,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,5,13,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,5,-2,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip2,2000,0,c,5,-2,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,5,0,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,5,0,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
entaci,clip4,2000,0,c,5,10,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,clip3,2000,0,c,5,4,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,clip2,2000,0,c,5,9,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,clip1,2000,0,c,5,9,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,burn3,2000,0,b,5,9,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,burn1,2000,0,b,5,11,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
eregla,clip3,2000,0,c,5,6,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip2,2000,0,c,5,1,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip1,2000,0,c,5,-4,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn3,2000,0,b,5,9,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn2,2000,0,b,5,9,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
erelon,burn1,2000,0,b,5,11,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
eutmic,clip6,2000,0,c,5,2,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip5,2000,0,c,5,-2,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip4,2000,0,c,5,13,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip3,2000,0,c,5,8,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip2,2000,0,c,5,3,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,clip1,2000,0,c,5,-2,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn4,2000,0,b,5,17,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn3,2000,0,b,5,13,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
eutmic,burn2,2000,0,b,5,12,Eutaxia microphylla,Proteaceae,NA,NA,NA,NA
minlep,clip3,2000,0,c,5,6,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,2000,0,c,5,4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,2000,0,c,5,2,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,2000,0,b,5,8,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn2,2000,0,b,5,11,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,2000,0,b,5,11,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip3,2000,0,c,5,0,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,2000,0,c,5,-2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,2000,0,b,5,7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
oleram,clip3,2000,0,c,5,8,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
oleram,clip2,2000,0,c,5,8,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
oleram,clip1,2000,0,c,5,6,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
oleram,burn3,2000,0,b,5,14,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
oleram,burn1,2000,0,b,5,14,Chrysocephalum semipapposum,Asteraceae,NA,NA,NA,NA
paneff,clip3,2000,0,c,5,15,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip2,2000,0,c,5,13,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,clip1,2000,0,c,5,6,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn3,2000,0,b,5,10,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn2,2000,0,b,5,9,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
paneff,burn1,2000,0,b,5,9,Panicum queenslandicum var. queenslandicum,Poaceae,NA,NA,NA,NA
pascon,clip3,2000,0,c,5,2,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
pascon,clip2,2000,0,c,5,3,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
pascon,clip1,2000,0,c,5,6,Paspalidium constrictum,Poaceae,NA,NA,NA,NA
rhaspi,clip2,2000,0,c,5,-1,Rhagodia spinescens,Chenopodiaceae,NA,NA,NA,NA
scldia,clip3,2000,0,c,5,1,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip2,2000,0,c,5,2,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
senart,burn1,2000,0,b,5,-11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
sidcun,clip3,2000,0,c,5,12,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip3,2000,0,c,5,12,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,5,11,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip2,2000,0,c,5,11,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip1,2000,0,c,5,7,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,clip1,2000,0,c,5,4,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
sidcun,burn1,2000,0,b,5,11,Sida cunninghamii,Malvaceae,NA,NA,NA,NA
solsp,clip3,2000,0,c,5,4,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
solsp,clip2,2000,0,c,5,-1,Solanum ellipticum,Solanaceae,NA,NA,NA,NA
spapub,clip3,2000,0,c,5,1,Spartothamnella puberula,Lamiaceae,NA,NA,NA,NA
spapub,clip2,2000,0,c,5,0,Spartothamnella puberula,Lamiaceae,NA,NA,NA,NA
thetri,clip3,2000,0,c,5,14,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip2,2000,0,c,5,12,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,clip1,2000,0,c,5,9,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn3,2000,0,b,5,15,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn2,2000,0,b,5,20,Themeda triandra,Poaceae,NA,NA,NA,NA
thetri,burn1,2000,0,b,5,12,Themeda triandra,Poaceae,NA,NA,NA,NA
thymit,clip4,2000,0,c,5,11,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip3,2000,0,c,5,5,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip2,2000,0,c,5,5,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,clip1,2000,0,c,5,16,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn3,2000,0,b,5,10,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn2,2000,0,b,5,10,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
thymit,burn1,2000,0,b,5,15,Thyridolepis mitchelliana,Poaceae,NA,NA,NA,NA
vergre,clip3,2000,0,c,5,-5,Gonocarpus elatus,Haloragaceae,NA,NA,NA,NA
vergre,clip1,2000,0,c,5,2,Gonocarpus elatus,Haloragaceae,NA,NA,NA,NA
vitcun,clip4,2000,0,c,5,2.5,Vittadinia cuneata,Asteraceae,NA,NA,NA,NA
vitcun,clip3,2000,0,c,5,2,Vittadinia cuneata,Asteraceae,NA,NA,NA,NA
vitcun,clip2,2000,0,c,5,-1,Vittadinia cuneata,Asteraceae,NA,NA,NA,NA
vitcun,clip1,2000,0,c,5,-1,Vittadinia cuneata,Asteraceae,NA,NA,NA,NA
vittri,clip1,2000,0,c,5,-4,Vittadinia triloba,Asteraceae,NA,NA,NA,NA
callap,clip5,43678,1,c,5,9,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip4,43678,1,c,5,2,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip3,43678,1,c,5,2,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,43678,1,c,5,3,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,43678,1,c,5,0,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn3,43678,1,b,5,8,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn2,43678,1,b,5,18,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
chepro,clip6,43678,1,c,5,5,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip5,43678,1,c,5,4,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip4,43678,1,c,5,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,43678,1,c,5,3,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,43678,1,c,5,4,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,43678,1,c,5,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,43678,1,c,5,-3,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,c2 1,43678,1,c2,5,-3,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
eregla,clip8,43678,1,c,5,1,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip2,43678,1,c,5,8,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn9,43678,1,b,5,28,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn15,43678,1,b,5,13,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
minlep,clip7,43678,1,c,5,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip6,43678,1,c,5,0,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip5,43678,1,c,5,4,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip4,43678,1,c,5,-1,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip3,43678,1,c,5,0,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip2,43678,1,c,5,0,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,clip1,43678,1,c,5,5,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn7,43678,1,b,5,16,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn6,43678,1,b,5,14,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn5,43678,1,b,5,7,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn4,43678,1,b,5,7,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn3,43678,1,b,5,7,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn2,43678,1,b,5,11,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
minlep,burn1,43678,1,b,5,16,Minuria leptophylla,Asteraceae,NA,NA,NA,NA
olepim,clip5,43678,1,c,5,7,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip4,43678,1,c,5,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip3,43678,1,c,5,6,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip2,43678,1,c,5,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip1,43678,1,c,5,0,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 5,43678,1,c2,5,10,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 4,43678,1,c2,5,1,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 3,43678,1,c2,5,11,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 2,43678,1,c2,5,1,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn5,43678,1,b,5,13,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn4,43678,1,b,5,24,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn3,43678,1,b,5,29,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn2,43678,1,b,5,20,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn1,43678,1,b,5,13,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
scldia,clip4,43678,1,c,5,0,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip3,43678,1,c,5,-1,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip2,43678,1,c,5,0,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
scldia,clip1,43678,1,c,5,2,Sclerolaena diacantha,Chenopodiaceae,NA,NA,NA,NA
senart,clip5,43678,1,c,5,0,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip4,43678,1,c,5,1,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip3,43678,1,c,5,-5,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip2,43678,1,c,5,-3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip1,43678,1,c,5,-3,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 5,43678,1,c2,5,-2,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 4,43678,1,c2,5,-1,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 2,43678,1,c2,5,-12,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 1,43678,1,c2,5,-8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn6,43678,1,b,5,18,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn5,43678,1,b,5,11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn4,43678,1,b,5,13,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn3,43678,1,b,5,17,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn2,43678,1,b,5,19,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn1,43678,1,b,5,13,Senna artemisioides,Fabaceae,NA,NA,NA,NA
eregla,clip a,43770,1,c,5,1,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip 14,43770,1,c,5,3,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,clip 11,43770,1,c,5,20,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 37,43770,1,b,5,11,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 35,43770,1,b,5,15,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 32,43770,1,b,5,11,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 24,43770,1,b,5,10,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
eregla,burn 18,43770,1,b,5,16,Eremophila glabra,Myoporaceae,NA,NA,NA,NA
erelon,burn c,43770,1,b,5,11,Eremophila longifolia,Myoporaceae,NA,NA,NA,NA
olepim,clip c,43770,1,c,5,2,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip b,43770,1,c,5,8,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,clip a,43770,1,c,5,-3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 b,43770,1,c2,5,-10,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,c2 a,43770,1,c2,5,-3,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn b,43770,1,b,5,13,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
olepim,burn a,43770,1,b,5,23,Olearia pimeleoides,Asteraceae,NA,NA,NA,NA
senart,clip59,43770,1,c,5,8,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip5,43770,1,c,5,11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip c,43770,1,c,5,2,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,clip b,43770,1,c,5,6,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,c2 55,43770,1,c2,5,22,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn51,43770,1,b,5,9,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn48,43770,1,b,5,11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn42,43770,1,b,5,11,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn32,43770,1,b,5,34,Senna artemisioides,Fabaceae,NA,NA,NA,NA
senart,burn15,43770,1,b,5,14,Senna artemisioides,Fabaceae,NA,NA,NA,NA
arijer,clip3,2000,0,c,6,7,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip2,2000,0,c,6,8,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,clip1,2000,0,c,6,8,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn3,2000,0,b,6,14,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
arijer,burn1,2000,0,b,6,6,Aristida jerichoensis var. subspinulifera,Poaceae,NA,NA,NA,NA
atrsem,clip1,2000,0,c,6,0,Atriplex semibaccata,Chenopodiaceae,NA,NA,NA,NA
boswal,clip3,2000,0,c,6,29,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
boswal,burn3,2000,0,b,6,11,Bossiaea walkeri,Fabaceae,NA,NA,NA,NA
calcun,clip4,2000,0,c,6,-1,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip3,2000,0,c,6,1,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip2,2000,0,c,6,1,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
calcun,clip1,2000,0,c,6,-1,Calotis cuneifolia,Asteraceae,NA,NA,NA,NA
callap,clip3,2000,0,c,6,2,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip2,2000,0,c,6,15,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,clip1,2000,0,c,6,11,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn3,2000,0,b,6,4,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn2,2000,0,b,6,11,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
callap,burn1,2000,0,b,6,16,Calotis lappulacea,Asteraceae,NA,NA,NA,NA
caslae,clip2,2000,0,c,6,0,Cassinia laevis,Asteraceae,NA,NA,NA,NA
chedes,clip5,2000,0,c,6,-1,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chedes,clip4,2000,0,c,6,-2,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
chedes,clip2,2000,0,c,6,-3,Chenopodium desertorum,Chenopodiaceae,NA,NA,NA,NA
cheila,clip3,2000,0,c,6,9,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
cheila,clip1,2000,0,c,6,13,Cheilanthes tenuifolia,Pteridiaceae,NA,NA,NA,NA
chepro,clip4,2000,0,c,6,3,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip3,2000,0,c,6,0,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip2,2000,0,c,6,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,clip1,2000,0,c,6,-1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn3,2000,0,b,6,2,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn2,2000,0,b,6,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
chepro,burn1,2000,0,b,6,1,Chenopodium desertorum subsp. microphyllum,Chenopodiaceae,NA,NA,NA,NA
dancae,clip3,2000,0,c,6,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip2,2000,0,c,6,12,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,clip1,2000,0,c,6,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn3,2000,0,b,6,12,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn2,2000,0,b,6,9,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
dancae,burn1,2000,0,b,6,12,Danthonia caespitosa,Poaceae,NA,NA,NA,NA
digcoe,clip3,2000,0,c,6,2,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,clip2,2000,0,c,6,6,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,clip1,2000,0,c,6,9,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,burn3,2000,0,b,6,9,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,burn2,2000,0,b,6,9,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digcoe,burn1,2000,0,b,6,8,Digitaria coenicola,Poaceae,NA,NA,NA,NA
digdiv,clip3,2000,0,c,6,11,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip2,2000,0,c,6,11,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,clip1,2000,0,c,6,9,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn3,2000,0,b,6,11,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn2,2000,0,b,6,12,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
digdiv,burn1,2000,0,b,6,13,Digitaria divaricatissima,Poaceae,NA,NA,NA,NA
einnut,clip3,2000,0,c,6,-2,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip2,2000,0,c,6,-2,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
einnut,clip1,2000,0,c,6,0,Einadia nutans,Chenopodiaceae,NA,NA,NA,NA
enctom,clip1,2000,0,c,6,0,Enchylaena tomentosa,Chenopodiaceae,NA,NA,NA,NA
entaci,clip4,2000,0,c,6,9,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,clip3,2000,0,c,6,3,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,clip2,2000,0,c,6,8,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,clip1,2000,0,c,6,8,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
entaci,burn3,2000,0,b,6,9,Enteropogon acicularis,Poaceae,NA,NA,NA,NA
