Species,Modern/Historic,Date Collected,latitude (deg),longitude (deg),site,Replicate,Seed Length (mm),Seed Width (mm),Seed Depth (mm),Length transformed,Width transformed,Depth transformed,Sum,Variance,Mass (g),Number of seeds weighed per replicate,Plant label number,Count_of_leaves_scanned,Leaf_or_leaflet,Leaf area (cm2),Leaf area (m2),Leaf mass (g),LMA (g/m2),Volume of Stem (mL),Mass of dried stem (g),Stem Density (g/mL),Germination %,Viability %,n,Dormant,Notes,Plant ID,HHMMSS,Photo (Asat; umol CO2 m-2 s-1),Conductance (gs; mmol H2O m-2 s-1),Ci,Area,Root (g),Totalshoot (g),Totalplant,Roottoshoot
Acacia hakeoides,Modern,11/5/2017,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,44,5.13,2.6,1.35,1,0.506822612,0.263157895,9.08,0.09394808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/5/2017,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,45,5.64,2.95,1.82,1,0.523049645,0.322695035,10.41,0.080707292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/5/2017,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,46,5.46,2.84,1.54,1,0.52014652,0.282051282,9.84,0.089155452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/5/2017,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,47,5.74,2.3,1.64,1,0.400696864,0.285714286,9.68,0.09806548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/5/2017,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,48,5.07,2.81,1.41,1,0.554240631,0.278106509,9.29,0.08845352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/5/2017,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,49,5.31,2.62,1.36,1,0.493408663,0.256120527,9.29,0.096255235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/5/2017,-30.4817,149.6053,site_at_30.4817_S_and_149.6053_E,50,5.4,2.73,1.34,1,0.505555556,0.248148148,9.47,0.09733501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,1,6.47,3.68,1.87,1,0.56877898,0.289026275,12.02,0.085521865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,2,6.39,3.45,2.21,1,0.539906103,0.345852895,12.05,0.075250164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,3,5.86,2.8,1.73,1,0.4778157,0.295221843,10.39,0.089192135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,4,6.6,3.51,1.62,1,0.531818182,0.245454545,11.73,0.096726354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,5,6.57,3.15,1.26,1,0.479452055,0.191780822,10.98,0.111882571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,6,7.1,3.7,1.61,1,0.521126761,0.226760563,12.41,0.10154114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,7,6.43,3.55,1.85,1,0.552099533,0.287713841,11.83,0.086429577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,8,5.72,2.74,1.56,1,0.479020979,0.272727273,10.02,0.093655761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,9,5.98,3.57,1.97,1,0.596989967,0.329431438,11.52,0.075962983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,10,6.57,3.21,1.74,1,0.488584475,0.264840183,11.52,0.094674145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,11,6.17,3.01,1.44,1,0.487844408,0.233387358,10.62,0.10163852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,12,5.4,3.32,2.15,1,0.614814815,0.398148148,10.87,0.061948636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,13,5.65,2.95,1.75,1,0.522123894,0.309734513,10.35,0.083326807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,14,5.76,3.09,1.67,1,0.536458333,0.289930556,10.52,0.086649493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,15,6.21,3.43,1.71,1,0.552334944,0.275362319,11.35,0.08913529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,16,5.4,2.95,1.41,1,0.546296296,0.261111111,9.76,0.092570492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,17,6.81,3.58,1.87,1,0.525697504,0.274596182,12.26,0.090469492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,18,6.33,3.62,1.47,1,0.571879937,0.232227488,11.42,0.098680578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,19,6.6,3.02,1.74,1,0.457575758,0.263636364,11.36,0.097118661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,20,6.03,3.25,1.82,1,0.538971808,0.301824212,11.1,0.084026156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,21,6.24,3.26,1.12,1,0.522435897,0.179487179,10.62,0.11321362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,22,6.49,3.22,1.06,1,0.49614792,0.163328197,10.77,0.118295066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,23,6.66,3.64,1.79,1,0.546546547,0.268768769,12.09,0.090831071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,24,5.98,3.44,1.52,1,0.575250836,0.254180602,10.94,0.093304947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,25,6.37,3.82,1.69,1,0.599686028,0.265306122,11.88,0.090204032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,26,5.71,2.92,1.6,1,0.511383538,0.280210158,10.23,0.090031622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,27,5.33,3.23,1.81,1,0.606003752,0.339587242,10.37,0.07359509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,28,6.63,2.76,1.53,1,0.416289593,0.230769231,10.92,0.107427958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,29,6.47,3.31,1.43,1,0.511591963,0.221020093,11.21,0.103309346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,30,6.45,3.11,1.57,1,0.482170543,0.243410853,11.13,0.099731186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,31,6.69,3.75,1.65,1,0.560538117,0.246636771,12.09,0.095468551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,32,6.62,3.45,1.36,1,0.521148036,0.205438066,11.43,0.106700073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,33,6.4,3.4,1.83,1,0.53125,0.2859375,11.63,0.087754449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,34,6.42,3.66,1.66,1,0.570093458,0.258566978,11.74,0.092399034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,35,6.04,3.16,2,1,0.523178808,0.331125828,11.2,0.079070606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,36,6.4,3.4,1.39,1,0.53125,0.2171875,11.19,0.103461914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,37,6.49,3.41,1.91,1,0.525423729,0.294298921,11.81,0.086295036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,38,6.12,3.11,1.88,1,0.508169935,0.307189542,11.11,0.084697362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,39,5.89,3.36,1.47,1,0.570458404,0.249575552,10.72,0.094512071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,40,6.43,3.58,1.55,1,0.556765163,0.241057543,11.56,0.096902453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,41,5.72,3.14,1.57,1,0.548951049,0.274475524,10.43,0.089463082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,42,6.06,3.3,1.95,1,0.544554455,0.321782178,11.31,0.079670838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,43,5.83,3.55,1.59,1,0.608919383,0.272727273,10.97,0.088321645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,44,6.77,3.33,1.88,1,0.491875923,0.277695716,11.98,0.09175408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,45,6.57,3.53,1.67,1,0.537290715,0.254185693,11.77,0.094498591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,46,6.03,3.29,1.56,1,0.545605307,0.258706468,10.88,0.09314462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,47,6.21,3.83,1.94,1,0.616747182,0.312399356,11.98,0.079144996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,48,6.66,3.35,1.53,1,0.503003003,0.22972973,11.54,0.101666732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,49,5.8,2.74,1.56,1,0.472413793,0.268965517,10.1,0.094905536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Historic,11/27/1984,-34.2583,146.45,site_at_34.2583_S_and_146.4500_E,50,6.52,2.86,1.53,1,0.438650307,0.234662577,10.91,0.104718427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,1,5.79,3.2,2.23,1,0.552677029,0.385146805,11.22,0.067356519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,2,6.65,3.89,1.7,1,0.584962406,0.255639098,12.24,0.092753689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,3,6.32,3.65,2.02,1,0.577531646,0.319620253,11.99,0.078657155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,4,6.74,3.63,2.13,1,0.538575668,0.316023739,12.5,0.081140589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,5,6.71,3.68,2.02,1,0.548435171,0.301043219,12.41,0.08373935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,6,6.46,3.83,2.15,1,0.592879257,0.332817337,12.44,0.075390245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,7,6.64,3.55,2.11,1,0.534638554,0.317771084,12.3,0.08100323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,8,6.35,3.24,1.65,1,0.51023622,0.25984252,11.24,0.09448874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,9,7.24,3.81,2.15,1,0.526243094,0.296961326,13.2,0.085697679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,10,6.7,3.72,1.98,1,0.555223881,0.295522388,12.4,0.084617707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,11,6.23,3,1.94,1,0.481540931,0.311396469,11.17,0.085769308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,12,7.17,3.34,1.85,1,0.465829847,0.258019526,12.36,0.097673101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,13,6.77,3.5,1.98,1,0.516986706,0.292466765,12.25,0.087146036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,14,6.58,3.52,1.91,1,0.534954407,0.290273556,12.01,0.08664975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,15,6.12,3.05,2.28,1,0.498366013,0.37254902,11.45,0.073462367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,16,6.63,3.87,2.16,1,0.583710407,0.325791855,12.66,0.077152847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,17,5.71,2.6,1.86,1,0.455341506,0.325744308,10.17,0.085341005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,18,6.3,3.83,2.14,1,0.607936508,0.33968254,12.27,0.073521458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,19,6.6,3.39,2.47,1,0.513636364,0.374242424,12.46,0.071950311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,20,6.22,3.59,1.95,1,0.577170418,0.313504823,11.76,0.079953337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,21,7.3,3.67,2.08,1,0.502739726,0.284931507,13.05,0.089559017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,22,6.52,3.84,2.04,1,0.588957055,0.312883436,12.4,0.079700235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hakeoides,Modern,11/23/2017,-34.2619,146.1689,site_at_34.2619_S_and_146.1689_E,23,7.02,3.5,1.87,1,0.498575499,0.266381766,12.39,0.093726241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
