Site,Plot,site_code,original_code,taxon_code,individual_number,sample_type,Field_name,species_name,Species,Height_(mm),Diameter_(mm),Diameter_at_base_(mm),Flowering,Seeds_or_Buds,Seed_v_sprout,Sample taken,Measured,Leaf_dry_mass,Leaf_dry_mass_2,Leaf_dry_mass_3,Stem-volume,Stem dry weight (g),Stem_specific_density,Biomass_weight,Biomass_weight_2,Biomass_weight_3,Biomass_weight_4,Biomass state (mouldy/fresh),time_since_fire,leaf_scan_n_images,leaf_scan_n_leaves,leaf_scan_compound,leaf_scan_area_tot_cm2,nitrogen_sample_label,nitrogen_sample_pure_mixed,nitrogen_sample_fresh_mouldy,leaf_N_per_dry_mass
Ben Boyd,1,BB-1,BB-1-LVA-2,LVA,2,individual,LVA,Acacia obtusifolia,,1376,2.5,12,n,,seed,y,2,2.333,,,4982.069675,1.846,3.705287401465336e-4,52.96,,,,Fresh,15_months,1,5,FALSE,224.546,,,,
Ben Boyd,1,BB-1,BB-1-LVA-3,LVA,3,individual,LVA,Acacia obtusifolia,,1306,3,12,n,,seed,y,3,2.384,,,4486.772402,1.722,3.8379481857212335e-4,53.05,,,,Fresh,15_months,1,5,FALSE,210.859,,,,
Ben Boyd,1,BB-1,,LVA,,individual,LVA,Acacia obtusifolia,,1583,3.1,12.5,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,,LVA,,individual,LVA,Acacia obtusifolia,,1529,3,22,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,BB-1-LVA,LVA,,pooled_nitrogen_sample,,Acacia obtusifolia,,,,,,,,,,,,,,,,,,,,,15_months,,,,,23,Pure,Fresh,2.46
Ben Boyd,1,BB-1,BB-1-OLLE-1,OLLE,1,individual,OLLE,Opposite Leaves Eucalyptus,,480,1.7,4,n,,seed,y,1,0.684,,,278.8777072,0.14,5.020121594000254e-4,0.55,,,,Some Mould,15_months,1,5,FALSE,100.784,,,,
Ben Boyd,1,BB-1,BB-1-OLLE,OLLE,,pooled_nitrogen_sample,,Opposite Leaves Eucalyptus,,,,,,,,,,,,,,,,,,,,,15_months,,,,,163,Pure,Fresh,1.46
Ben Boyd,1,BB-1,BB-1-OLOB-1,OLOB,1,individual,OLOB,Pimelea linifolia,,1055,1.3,5.6,y,,seed,y,1,0.04,,,1739.15727,0.734,4.2204348776347293e-4,13.06,,,,Some Mould,15_months,1,5,FALSE,6.253,,,,
Ben Boyd,1,BB-1,BB-1-OLOB-2,OLOB,2,individual,OLOB,Pimelea linifolia,,671,1,3.3,n,buds,seed,y,2,0.038,,,125.603765,0.061,4.8565423178198523e-4,1.74,,,,Mouldy,15_months,1,5,FALSE,6.4719999999999995,,,,
Ben Boyd,1,BB-1,BB-1-OLOB-3,OLOB,3,individual,OLOB,Pimelea linifolia,,786,1.1,5.1,n,buds,seed,y,3,,,,1054.880805,0.554,5.251778185498408e-4,7.57,,,,Fresh,15_months,,,,,,,,
Ben Boyd,1,BB-1,,OLOB,,individual,OLOB,Pimelea linifolia,,786,0.5,3.5,n,buds,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,BB-1-OLOB,OLOB,,pooled_nitrogen_sample,,Pimelea linifolia,,,,,,,,,,,,,,,,,,,,,15_months,,,,,164,Mixed,Fresh,1.99
Ben Boyd,1,BB-1,,Small Serrations Leathery Leaf,,individual,Small Serrations Leathery Leaf,Small Serrations Leathery Leaf,,1410,3.6,5.5,n,buds,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,,Small Serrations Leathery Leaf,,individual,Small Serrations Leathery Leaf,Small Serrations Leathery Leaf,,1376,4,8.9,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,,Small Serrations Leathery Leaf,,individual,Small Serrations Leathery Leaf,Small Serrations Leathery Leaf,,1041,2.4,4.5,n,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,,Small Serrations Leathery Leaf,,individual,Small Serrations Leathery Leaf,Small Serrations Leathery Leaf,,812,1.9,3,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,,Small Serrations Leathery Leaf,,individual,Small Serrations Leathery Leaf,Small Serrations Leathery Leaf,,468,1.5,3.5,n,,sprout,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,BB-1-TSL-1,TSL,1,individual,TSL,TSL-unidentified,,269,4.5,4.5,n,,seed,y,1,0.305,,,1260.940731,0.144,1.142004508695659e-4,2.84,,,,Very Mouldy,15_months,1,5,FALSE,102.616,,,,
Ben Boyd,1,BB-1,BB-1-TSL-2,TSL,2,individual,TSL,TSL-unidentified,,623,5,6,n,,seed,y,2,0.202,,,1609.43183,0.183,1.1370472274057112e-4,,,,,,15_months,1,4,FALSE,112.157,,,,
Ben Boyd,1,BB-1,BB-1-TSL-3,TSL,3,individual,TSL,TSL-unidentified,,573,3.9,4.6,n,,seed,y,3,0.332,,,1507.886152,0.196,1.299832880221318e-4,,,,,,15_months,1,4,FALSE,127.167,,,,
Ben Boyd,1,BB-1,BB-1-TSL,TSL,,pooled_nitrogen_sample,,TSL-unidentified,,,,,,,,,,,,,,,,,,,,,15_months,,,,,41,Pure,Fresh,3.48
Ben Boyd,1,BB-1,BB-1-TWUL-1,TWUL,1,individual,TWUL,Helichrysum leucopsideum,,334,2,2.5,y,,seed,y,1,0.018,,,436.0405092,0.159,3.646450195458124e-4,12.66,,,,Mouldy,15_months,1,5,FALSE,1.7950000000000002,,,,
Ben Boyd,1,BB-1,BB-1-TWUL-2,TWUL,2,individual,TWUL,Helichrysum leucopsideum,,346,2,2,y,,seed,y,2,0.007,,,500.0239633,0.18,3.599827472508656e-4,,,,,,15_months,1,5,FALSE,1.315,,,,
Ben Boyd,1,BB-1,BB-1-TWUL-3,TWUL,3,individual,TWUL,Helichrysum leucopsideum,,415,2.5,2.5,y,,seed,y,3,0.01,,,548.6845762,0.191,3.4810528359080197e-4,20.8,,,,Very Mouldy,15_months,1,5,FALSE,1.744,,,,
Ben Boyd,1,BB-1,,TWUL,,individual,TWUL,Helichrysum leucopsideum,,321,2,2,y,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,,TWUL,,individual,TWUL,Helichrysum leucopsideum,,281,1.7,1.7,y,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,BB-1-TWUL,TWUL,,pooled_nitrogen_sample,,Helichrysum leucopsideum,,,,,,,,,,,,,,,,,,,,,15_months,,,,,173,Mixed,Fresh,1.5
Ben Boyd,1,BB-1,,Whorled Leaves Fuzzy Red Stem,,individual,Whorled Leaves Fuzzy Red Stem,Whorled Leaves Fuzzy Red Stem,,496,1.6,2.9,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,,Whorled Longitudinal Veins,,individual,Whorled Longitudinal Veins,Leucopogon affinis,,1399,1.5,7.4,y,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,1,BB-1,,Whorled Longitudinal Veins,,individual,Whorled Longitudinal Veins,Leucopogon affinis,,862,2,5.9,y,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,BB-2-BBA-1,BBA,1,individual,BBA,Acacia mearnsii,,3089,7,32.2,n,,seed,y,1,0.711,0.856,0.834,39172.5272,13.575,3.4654389109722795e-4,175.32,124.75,TRUE,TRUE,Mouldy,15_months,3,3,TRUE,277.425,,,,
Ben Boyd,2,BB-2,BB-2-BBA-2,BBA,2,individual,BBA,Acacia mearnsii,,2455,2.2,15.6,n,,seed,y,2,0.839,0.63,0.811,12165.89804,3.944,3.2418486387380575e-4,83.58,133.28,,,Very Mouldy,15_months,3,3,TRUE,244.303,,,,
Ben Boyd,2,BB-2,BB-2-BBA-3,BBA,3,individual,BBA,Acacia mearnsii,,3322,3.5,29.1,n,,seed,y,3,0.827,0.752,0.58,30922.01644,8.187,2.6476281117972266e-4,177.08,138.88,TRUE,TRUE,Mouldy,15_months,3,3,TRUE,289.671,,,,
Ben Boyd,2,BB-2,,BBA,,individual,BBA,Acacia mearnsii,,3174,3.5,13.3,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,,BBA,,individual,BBA,Acacia mearnsii,,3519,5,20.9,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,,BBA,,individual,BBA,Acacia mearnsii,,2706,4.3,22.6,n,,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,BB-2-BBA,BBA,,pooled_nitrogen_sample,,Acacia mearnsii,,,,,,,,,,,,,,,,,,,,,15_months,,,,,1,Pure,Fresh,3.44
Ben Boyd,2,BB-2,BB-2-BBE-1,BBE,1,individual,BBE,Blue Boyd Eucalyptus,,1501,1.7,7.7,n,,seed,y,1,2.131,,,1822.145556,0.831,4.5605577296701973e-4,17.27,,,,Mouldy,15_months,1,5,FALSE,235.146,,,,
Ben Boyd,2,BB-2,BB-2-BBE,BBE,,pooled_nitrogen_sample,,Blue Boyd Eucalyptus,,,,,,,,,,,,,,,,,,,,,15_months,,,,,149,Pure,Fresh,1.95
Ben Boyd,2,BB-2,BB-2-BWL-1,BWL,1,individual,BWL,Pultenaea daphnoides,,1559,1.9,5.7,n,,seed,y,1,0.081,,,1271.340588,0.483,3.79913930664188e-4,10.34,,,,Some Mould,15_months,1,5,FALSE,12.073,,,,
Ben Boyd,2,BB-2,BB-2-BWL-2,BWL,2,individual,BWL,Pultenaea daphnoides,,1134,2,6.1,n,,seed,y,2,0.054,,,825.1294843,0.268,3.247975076631255e-4,7.47,,,,Some Mould,15_months,1,5,FALSE,11.134,,,,
Ben Boyd,2,BB-2,BB-2-BWL-3,BWL,3,individual,BWL,Pultenaea daphnoides,,1271,1.9,6,n,,seed,y,3,0.035,,,1497.582708,0.434,2.8980035471937355e-4,7.91,,,,Some Mould,15_months,1,5,FALSE,6.881,,,,
Ben Boyd,2,BB-2,,BWL,,individual,BWL,Pultenaea daphnoides,,1727,1.5,10.5,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,,BWL,,individual,BWL,Pultenaea daphnoides,,726,2.1,4,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,,BWL,,individual,BWL,Pultenaea daphnoides,,1015,1.5,5.5,n,,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,BB-2-BWL,BWL,,pooled_nitrogen_sample,,Pultenaea daphnoides,,,,,,,,,,,,,,,,,,,,,15_months,,,,,4,Mixed,Some mould,2.79
Ben Boyd,2,BB-2,BB-2-DBE-1,DBE,1,individual,DBE,DBE,,802,2,7,n,,lignotuber,y,1,0.708,,,2213.660065,0.727,3.2841537483308214e-4,12.72,,,,Very Mouldy,15_months,1,5,FALSE,119.608,,,,
Ben Boyd,2,BB-2,BB-2-DBE-2,DBE,2,individual,DBE,DBE,,878,1.9,8,n,,lignotuber,y,2,0.919,,,1268.145983,0.564,4.447437499788224e-4,12.22,,,,Mouldy,15_months,1,5,FALSE,86.002,,,,
Ben Boyd,2,BB-2,BB-2-DBE-3,DBE,3,individual,DBE,DBE,,823,1.5,8,n,,lignotuber,y,3,0.844,,,1741.102283,0.658,3.779215077854217e-4,7.49,,,,Mouldy,15_months,1,5,FALSE,106.098,,,,
Ben Boyd,2,BB-2,BB-2-DBE,DBE,,pooled_nitrogen_sample,,DBE,,,,,,,,,,,,,,,,,,,,,15_months,,,,,3,Pure,Fresh,1.97
Ben Boyd,2,BB-2,,Discolorous Boyd Eucalyptus,,individual,Discolorous Boyd Eucalyptus,Discolourous Boyd Eucalyptus,,1607,1.4,15.5,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,BB-2-LLSU-1,LLSU,1,individual,LLSU,Olearia viscidula,,1330,4.5,18.6,n,,seed,y,1,0.047,,,12407.37347,4.776,3.84932396171355e-4,48.57,80.02,,,Very Mouldy,15_months,1,5,FALSE,3.411,,,,
Ben Boyd,2,BB-2,BB-2-LLSU-2,LLSU,2,individual,LLSU,Olearia viscidula,,849,1,6.5,n,,seed,y,2,0.029,,,2176.028788,0.769,3.533960599421996e-4,10.73,,,,Very Mouldy,15_months,1,5,FALSE,3.632,,,,
Ben Boyd,2,BB-2,BB-2-LLSU-3,LLSU,3,individual,LLSU,Olearia viscidula,,811,2,5.3,n,,seed,y,3,0.014,,,723.3104751,0.185,2.557684512648917e-4,9.01,,,,Mouldy,15_months,1,5,FALSE,2.589,,,,
Ben Boyd,2,BB-2,,LLSU,,individual,LLSU,Olearia viscidula,,776,0.9,8.2,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,,LLSU,,individual,LLSU,Olearia viscidula,,1711,0.9,5.9,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,,LLSU,,individual,LLSU,Olearia viscidula,,848,2,5.6,n,,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,BB-2-LLSU,LLSU,,pooled_nitrogen_sample,,Olearia viscidula,,,,,,,,,,,,,,,,,,,,,15_months,,,,,158,Mixed,Very mouldy,2.59
Ben Boyd,2,BB-2,BB-2-MSFL-1,MSFL,1,individual,MSFL,Gonocarpus humilis,,1007,0.5,3,n,,seed,y,1,0.026,,,228.2562016,0.073,3.198160640906766e-4,8.15,,,,Very Mouldy,15_months,1,5,FALSE,5.622,,,,
Ben Boyd,2,BB-2,BB-2-MSFL-2,MSFL,2,individual,MSFL,Gonocarpus humilis,,1234,1,2,n,,seed,y,2,0.033,,,248.6887188,0.053,2.1311782961342754e-4,1.7,,,,Mouldy,15_months,1,5,FALSE,4.890000000000001,,,,
Ben Boyd,2,BB-2,BB-2-MSFL-3,MSFL,3,individual,MSFL,Gonocarpus humilis,,1114,0.4,2,n,,seed,y,3,0.035,,,280.6383801,0.117,4.169066253814227e-4,7.88,,,,Very Mouldy,15_months,1,5,FALSE,4.452,,,,
Ben Boyd,2,BB-2,,MSFL,,individual,MSFL,Gonocarpus humilis,,535,1,1.9,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,BB-2-MSFL,MSFL,,pooled_nitrogen_sample,,Gonocarpus humilis,,,,,,,,,,,,,,,,,,,,,15_months,,,,,6,Mixed,Mouldy,1.76
Ben Boyd,2,BB-2,BB-2-PSSL-1,PSSL,1,individual,PSSL,PSSL-unidentified,,824,2,8.7,n,,seed,y,1,0.012,,,1129.231735,0.443,3.923021168015615e-4,9.52,,,,Fresh,15_months,1,5,FALSE,0.963,,,,
Ben Boyd,2,BB-2,BB-2-PSSL-2,PSSL,2,individual,PSSL,PSSL-unidentified,,1054,1,7,n,,seed,y,5,0.018,,,1374.181025,0.558,4.06060038560058e-4,17.2,,,,Fresh,15_months,1,5,FALSE,1.849,,,,
Ben Boyd,2,BB-2,BB-2-PSSL-3,PSSL,3,individual,PSSL,PSSL-unidentified,,898,1,4.6,n,,seed,y,3,0.03,,,1218.887385,0.533,4.372840399853675e-4,6.3,,,,Fresh,15_months,1,5,FALSE,2.264,,,,
Ben Boyd,2,BB-2,,PSSL,,individual,PSSL,PSSL-unidentified,,542,1.5,3,n,,seed,n,2,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,,PSSL,,individual,PSSL,PSSL-unidentified,,1046,1.4,7.4,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,,PSSL,,individual,PSSL,PSSL-unidentified,,1437,2.1,6.5,n,,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,2,BB-2,BB-2-PSSL,PSSL,,pooled_nitrogen_sample,,PSSL-unidentified,,,,,,,,,,,,,,,,,,,,,15_months,,,,,5,Mixed,Fresh,1.88
Ben Boyd,3,BB-3,BB-3-BAML-1,BAML,1,individual,BAML,Acacia terminalis,,1672,3,17.8,n,,seed,y,1,0.713,1.315,1.812,5003.923386,1.932,3.860970384569353e-4,169.07,,,,Mouldy,15_months,3,3,TRUE,340.093,,,,
Ben Boyd,3,BB-3,BB-3-BAML-2,BAML,2,individual,BAML,Acacia terminalis,,1836,2,13.3,n,,seed,y,2,1.291,1.124,1.369,6340.153692,2.45,3.8642596363104066e-4,116.42,,,,Mouldy,15_months,3,3,FALSE,140.87900000000002,,,,
Ben Boyd,3,BB-3,BB-3-BAML-3,BAML,3,individual,BAML,Acacia terminalis,,2136,2.9,18,n,,seed,y,3,1.433,1.498,0.632,10117.41689,4.189,4.1403848883012664e-4,202.74,,,,Fresh,15_months,3,3,TRUE,345.25000000000006,,,,
Ben Boyd,3,BB-3,,BAML,,individual,BAML,Acacia terminalis,,2368,3,23.9,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,BAML,,individual,BAML,Acacia terminalis,,2146,2.5,11.5,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,BB-3-BAML,BAML,,pooled_nitrogen_sample,,Acacia terminalis,,,,,,,,,,,,,,,,,,,,,15_months,,,,,26,Pure,Fresh,2.2
Ben Boyd,3,BB-3,BB-3-BBE-1,BBE,1,individual,BBE,Blue Boyd Eucalyptus,,1371,1.9,9.5,n,,seed,y,1,2.837,,,2638.3322,1.246,4.72268048731695e-4,25.72,,,,Some Mould,15_months,1,5,FALSE,286.234,,,,
Ben Boyd,3,BB-3,BB-3-BBE-2,BBE,2,individual,BBE,Blue Boyd Eucalyptus,,1048,2,12,n,,seed,y,2,1.427,,,2686.935396,1.061,3.9487365478883287e-4,30.85,,,,Some Mould,15_months,1,5,FALSE,126.039,,,,
Ben Boyd,3,BB-3,BB-3-BBE-3,BBE,3,individual,BBE,Blue Boyd Eucalyptus,,1546,2,16.7,n,,seed,y,3,2.819,,,5748.488024,2.339,4.0688960127161254e-4,95.52,,,,Mouldy,15_months,1,4,FALSE,214.48,,,,
Ben Boyd,3,BB-3,,BBE,,individual,BBE,Blue Boyd Eucalyptus,,1831,2,16.4,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,BBE,,individual,BBE,Blue Boyd Eucalyptus,,1590,1.4,14.5,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,BB-3-BBE,BBE,,pooled_nitrogen_sample,,Blue Boyd Eucalyptus,,,,,,,,,,,,,,,,,,,,,15_months,,,,,27,Pure,Fresh,1.19
Ben Boyd,3,BB-3,BB-3-BS-1,BS,1,individual,BS,Banksia serrata,,456,3,8.3,n,,seed,y,1,1.348,,,1046.412258,0.346,3.306536189296054e-4,15.66,,,,Fresh,15_months,1,5,FALSE,96.736,,,,
Ben Boyd,3,BB-3,BB-3-BS-2,BS,2,individual,BS,Banksia serrata,,485,3.3,9.5,n,,seed,y,4,1.816,,,1392.047559,0.468,3.361954101167315e-4,14.06,,,,Fresh,15_months,1,5,FALSE,125.231,,,,
Ben Boyd,3,BB-3,BB-3-BS-3,BS,3,individual,BS,Banksia serrata,,782,3.9,12.2,n,,seed,y,7,1.363,,,1916.919007,0.739,3.8551446216631937e-4,19.39,,,,Fresh,15_months,1,5,FALSE,112.014,,,,
Ben Boyd,3,BB-3,,BS,,individual,BS,Banksia serrata,,307,3,5,n,,seed,n,2,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,BS,,individual,BS,Banksia serrata,,437,3,7,n,,seed,n,3,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,BS,,individual,BS,Banksia serrata,,481,3.5,8.4,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,BS,,individual,BS,Banksia serrata,,844,3,13.1,n,,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,BB-3-BS,BS,,pooled_nitrogen_sample,,Banksia serrata,,,,,,,,,,,,,,,,,,,,,15_months,,,,,28,Pure,Fresh,0.8
Ben Boyd,3,BB-3,BB-3-BSE-1,BSE,1,individual,BSE,Boyd Sandpaper Eucalyptus,,1479,2.9,23.4,n,,lignotuber,y,1,1.003,,,2898.561009,1.143,3.9433360086297913e-4,86.74,,,,Some Mould,15_months,1,5,FALSE,66.529,,,,
Ben Boyd,3,BB-3,BB-3-BSE-2,BSE,2,individual,BSE,Boyd Sandpaper Eucalyptus,,775,1.1,5.2,n,,lignotuber,y,2,1.051,,,1097.734048,0.473,4.3088760967355906e-4,16.1,,,,Fresh,15_months,1,5,FALSE,96.1,,,,
Ben Boyd,3,BB-3,BB-3-BSE-3,BSE,3,individual,BSE,Boyd Sandpaper Eucalyptus,,1241,1.5,11,n,,lignotuber,y,3,1.963,,,3474.629708,1.493,4.296860746232934e-4,76.97,,,,Some Mould,15_months,1,5,FALSE,155.416,,,,
Ben Boyd,3,BB-3,,BSE,,individual,BSE,Boyd Sandpaper Eucalyptus,,1355,2,11.3,n,,lignotuber,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,BB-3-BSE,BSE,,pooled_nitrogen_sample,,Boyd Sandpaper Eucalyptus,,,,,,,,,,,,,,,,,,,,,15_months,,,,,36,Pure,Fresh,1.32
Ben Boyd,3,BB-3,,Blue Boyd Eucalyptus,,individual,Blue Boyd Eucalyptus,Blue Boyd Eucalyptus,,2289,2,21.3,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Blue Boyd Eucalyptus,,individual,Blue Boyd Eucalyptus,Blue Boyd Eucalyptus,,2333,2.2,20,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Blue Boyd Eucalyptus,,individual,Blue Boyd Eucalyptus,Blue Boyd Eucalyptus,,2474,2,18.1,n,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Blue Boyd Eucalyptus,,individual,Blue Boyd Eucalyptus,Blue Boyd Eucalyptus,,2390,2,24.3,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Blue Boyd Eucalyptus,,individual,Blue Boyd Eucalyptus,Blue Boyd Eucalyptus,,2534,2,28,n,,sprout,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Blueberry Ash,,individual,Blueberry Ash,Eleocarpus reticulatus,,359,2.1,3.2,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Blueberry Ash,,individual,Blueberry Ash,Eleocarpus reticulatus,,381,2.3,3.8,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Boyd Sandpaper Eucalyptus,,individual,Boyd Sandpaper Eucalyptus,Boyd Sandpaper Eucalyptus,,2029,2,11.5,n,,sprout,n,1,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Boyd Sandpaper Eucalyptus,,individual,Boyd Sandpaper Eucalyptus,Boyd Sandpaper Eucalyptus,,2286,1.5,29,n,,sprout,n,2,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Boyd Sandpaper Eucalyptus,,individual,Boyd Sandpaper Eucalyptus,Boyd Sandpaper Eucalyptus,,2187,1.6,22.9,n,,sprout,n,3,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Boyd Sandpaper Eucalyptus,,individual,Boyd Sandpaper Eucalyptus,Boyd Sandpaper Eucalyptus,,2653,2,25.3,n,,sprout,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,Boyd Sandpaper Eucalyptus,,individual,Boyd Sandpaper Eucalyptus,Boyd Sandpaper Eucalyptus,,2227,1.5,26,n,,sprout,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,BB-3-FYP-1,FYP,1,individual,FYP,Bossiaea heterophylla,,445,0.5,2.5,y,,seed,y,1,0.018,,,71.65847179,0.046,6.419338684029728e-4,0.78,,,,Some Mould,15_months,1,5,FALSE,2.783,,,,
Ben Boyd,3,BB-3,BB-3-FYP-2,FYP,2,individual,FYP,Bossiaea heterophylla,,697,0.5,1.5,y,,seed,y,2,0.035,,,300.6037818,0.122,4.0584985082180365e-4,5.37,,,,Some Mould,15_months,1,5,FALSE,5.044,,,,
Ben Boyd,3,BB-3,BB-3-FYP,FYP,,pooled_nitrogen_sample,,Bossiaea heterophylla,,,,,,,,,,,,,,,,,,,,,15_months,,,,,168,Mixed,Slightly mouldy,2.59
Ben Boyd,3,BB-3,BB-3-LVA-1,LVA,1,individual,LVA,Acacia obtusifolia,,1523,2.5,9.9,n,,seed,y,1,2.718,,,3584.797471,1.33,3.710111967996309e-4,44.59,,,,,15_months,1,5,FALSE,218.246,,,,
Ben Boyd,3,BB-3,BB-3-LVA-2,LVA,2,individual,LVA,Acacia obtusifolia,,1476,3.8,11.1,n,,seed,y,2,3.125,,,3685.03882,1.418,3.847992027394707e-4,48.67,,,,Fresh,15_months,1,5,FALSE,293.036,,,,
Ben Boyd,3,BB-3,BB-3-LVA,LVA,,pooled_nitrogen_sample,,Acacia obtusifolia,,,,,,,,,,,,,,,,,,,,,15_months,,,,,29,Pure,Fresh,1.92
Ben Boyd,3,BB-3,BB-3-MFOL-1,MFOL,1,individual,MFOL,Xanthosia pilosa,,599,1.3,5,n,,lignotuber,y,1,0.221,,,525.9757504,0.191,3.6313461191841284e-4,7.13,,,,Fresh,15_months,1,5,FALSE,23.569,,,,
Ben Boyd,3,BB-3,BB-3-MFOL-2,MFOL,2,individual,MFOL,Xanthosia pilosa,,539,1.1,3.5,n,,seed,y,2,0.265,,,354.8395326,0.121,3.4099920917323405e-4,1.49,,,,Some Mould,15_months,1,5,FALSE,25.637,,,,
Ben Boyd,3,BB-3,BB-3-MFOL-3,MFOL,3,individual,MFOL,Xanthosia pilosa,,601,1.4,3,n,,seed,y,3,0.23,,,303.2908274,0.111,3.6598535126024717e-4,1.65,,,,Some Mould,15_months,1,5,FALSE,22.11,,,,
Ben Boyd,3,BB-3,,MFOL,,individual,MFOL,Xanthosia pilosa,,558,1.2,5.9,n,,seed,n,4,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,MFOL,,individual,MFOL,Xanthosia pilosa,,531,1,5,n,,seed,n,5,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,,MFOL,,individual,MFOL,Xanthosia pilosa,,616,1.5,4,n,,seed,n,6,,,,,,,,,,,,15_months,,,,,,,,
Ben Boyd,3,BB-3,BB-3-MFOL,MFOL,,pooled_nitrogen_sample,,Xanthosia pilosa,,,,,,,,,,,,,,,,,,,,,15_months,,,,,48,Pure,Fresh,1.49
Ben Boyd,3,BB-3,BB-3-MSFL-1,MSFL,1,individual,MSFL,Gonocarpus humilis,,329,1.5,2,n,,seed,y,1,0.054,,,199.9881335,0.084,4.2002492112863286e-4,1.29,,,,Mouldy,15_months,1,5,FALSE,7.636,,,,
Ben Boyd,3,BB-3,BB-3-MSFL-2,MSFL,2,individual,MSFL,Gonocarpus humilis,,296,1,2.3,n,,seed,y,2,0.043,,,46.54840457,0.03,6.444904025633289e-4,0.71,,,,Very Mouldy,15_months,1,5,FALSE,5.651,,,,
