spectrum.label,cell.type,P,Ca,species,sample,biological.rep,site.id,GPS coords,latitude (deg),longitude (deg)
pm 9,PM,12.9157249,0,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 10,PM,3.228931224,0,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,3.228931224,17.46506986,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,3.228931224,22.45508982,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,3.228931224,27.44510978,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 4,SC,0,17.46506986,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 5,SC,0,12.4750499,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 6,SC,3.228931224,17.46506986,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 1,IP,6.457862448,2.49500998,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 2,IP,9.686793671,0,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 3,IP,3.228931224,12.4750499,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 4,IP,0,9.98003992,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 5,IP,0,4.99001996,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 6,IP,3.228931224,0,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 7,IP,0,9.98003992,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 8,IP,6.457862448,9.98003992,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 9,IP,3.228931224,4.99001996,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 10,IP,6.457862448,12.4750499,Hakea prostrata,HPA2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 1,EP,0,7.48502994,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,0,2.49500998,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,6.457862448,0,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,0,4.99001996,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,9.686793671,2.49500998,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,6.457862448,7.48502994,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 7,EP,0,7.48502994,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 8,EP,9.686793671,0,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,6.457862448,12.4750499,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,6.457862448,9.98003992,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,3.228931224,4.99001996,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,6.457862448,19.96007984,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,0,9.98003992,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 6,PM,16.14465612,27.44510978,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 7,PM,9.686793671,9.98003992,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 8,PM,6.457862448,22.45508982,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 9,PM,6.457862448,7.48502994,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 10,PM,9.686793671,24.9500998,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,3.228931224,14.97005988,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,0,12.4750499,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,6.457862448,14.97005988,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 1,IP,3.228931224,14.97005988,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 2,IP,6.457862448,4.99001996,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 3,IP,6.457862448,7.48502994,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 4,IP,0,14.97005988,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 5,IP,0,9.98003992,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 6,IP,6.457862448,7.48502994,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 7,IP,6.457862448,12.4750499,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 8,IP,3.228931224,4.99001996,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 9,IP,6.457862448,12.4750499,Hakea prostrata,HPA3_01_HM1,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 1,EP,0,2.49500998,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 2,EP,0,7.48502994,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 3,EP,0,2.49500998,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 4,EP,6.457862448,9.98003992,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 5,EP,6.457862448,2.49500998,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 6,EP,0,17.46506986,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
ep 7,EP,0,4.99001996,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,6.457862448,7.48502994,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,9.686793671,4.99001996,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,9.686793671,7.48502994,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,3.228931224,17.46506986,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,9.686793671,4.99001996,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 6,PM,12.9157249,22.45508982,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 7,PM,6.457862448,9.98003992,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,3.228931224,14.97005988,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,6.457862448,12.4750499,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 1,IP,6.457862448,7.48502994,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 2,IP,3.228931224,14.97005988,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 3,IP,0,12.4750499,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 4,IP,6.457862448,47.40518962,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 5,IP,6.457862448,32.43512974,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 6,IP,3.228931224,7.48502994,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 7,IP,6.457862448,14.97005988,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 8,IP,3.228931224,12.4750499,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 9,IP,3.228931224,0,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 10,IP,6.457862448,44.91017964,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 11,IP,12.9157249,14.97005988,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 12,IP,3.228931224,29.94011976,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
col 13,IP,3.228931224,44.91017964,Hakea prostrata,HPA3_01_HM2,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 1,HY,3.228931224,39.92015968,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 2,HY,0,37.4251497,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 3,HY,3.228931224,34.93013972,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 4,HY,3.228931224,29.94011976,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 5,HY,9.686793671,22.45508982,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 6,HY,0,32.43512974,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 1,HY.Ca,3.228931224,137.2255489,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 2,HY.Ca,0,284.4311377,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 3,HY.Ca,6.457862448,197.1057884,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 4,HY.Ca,3.228931224,209.5808383,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 5,HY.Ca,0,266.9660679,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 6,HY.Ca,6.457862448,199.6007984,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,12.9157249,24.9500998,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,12.9157249,17.46506986,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,16.14465612,19.96007984,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,19.37358734,24.9500998,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,16.14465612,22.45508982,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 1,SM.Ca,9.686793671,266.9660679,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 2,SM.Ca,9.686793671,187.1257485,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 3,SM.Ca,6.457862448,109.7804391,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 4,SM.Ca,9.686793671,271.9560878,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 5,SM.Ca,3.228931224,167.1656687,Banksia menziesii,BM1_01_HM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 1,HY,3.228931224,2.49500998,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 2,HY,0,2.49500998,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 3,HY,6.457862448,2.49500998,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 4,HY,0,4.99001996,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 5,HY,3.228931224,2.49500998,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 6,HY,6.457862448,4.99001996,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 7,HY,3.228931224,0,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 1,HY.Ca,0,264.4710579,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 2,HY.Ca,6.457862448,172.1556886,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 3,HY.Ca,3.228931224,207.0858283,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 4,HY.Ca,0,254.491018,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 5,HY.Ca,0,169.6606786,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 1,SM.Ca,12.9157249,251.996008,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 2,SM.Ca,12.9157249,162.1756487,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 3,SM.Ca,12.9157249,159.6806387,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 4,SM.Ca,9.686793671,209.5808383,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 5,SM.Ca,0,172.1556886,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 6,SM.Ca,3.228931224,139.7205589,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 7,SM.Ca,6.457862448,244.510978,Banksia menziesii,BM1_01_LM,1,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 1,HY,0,7.48502994,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 2,HY,0,12.4750499,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 3,HY,0,4.99001996,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 4,HY,6.457862448,7.48502994,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 5,HY,3.228931224,2.49500998,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 6,HY,0,0,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 7,HY,6.457862448,9.98003992,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 8,HY,3.228931224,7.48502994,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 1,HY.Ca,6.457862448,469.0618762,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 2,HY.Ca,0,668.6626747,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 3,HY.Ca,3.228931224,523.9520958,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 4,HY.Ca,3.228931224,359.2814371,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 5,HY.Ca,0,641.2175649,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 6,HY.Ca,0,581.3373253,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 7,HY.Ca,3.228931224,596.3073852,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 8,HY.Ca,3.228931224,541.4171657,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 9,HY.Ca,0,556.3872255,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp_ca 10,HY.Ca,0,349.3013972,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,16.14465612,14.97005988,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,16.14465612,14.97005988,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,12.9157249,14.97005988,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 1,SM.Ca,0,361.7764471,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 2,SM.Ca,6.457862448,446.6067864,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 3,SM.Ca,3.228931224,247.005988,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 4,SM.Ca,16.14465612,259.4810379,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 5,SM.Ca,0,441.6167665,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 6,SM.Ca,6.457862448,366.7664671,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 7,SM.Ca,16.14465612,389.2215569,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 8,SM.Ca,12.9157249,528.9421158,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 9,SM.Ca,9.686793671,469.0618762,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 10,SM.Ca,16.14465612,371.756487,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm 1,SM,0,9.98003992,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm 2,SM,0,24.9500998,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm 3,SM,12.9157249,34.93013972,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm 4,SM,0,24.9500998,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm 5,SM,19.37358734,42.41516966,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm 6,SM,3.228931224,29.94011976,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,6.457862448,32.43512974,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,0,39.92015968,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,0,29.94011976,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 1,EP,3.228931224,0,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 2,EP,0,7.48502994,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 3,EP,3.228931224,9.98003992,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 4,EP,3.228931224,22.45508982,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 5,EP,6.457862448,2.49500998,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 6,EP,0,9.98003992,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 7,EP,0,14.97005988,Banksia menziesii,BM2_01_HM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 1,EP,0,0,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 2,EP,6.457862448,7.48502994,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 3,EP,0,9.98003992,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 4,EP,0,12.4750499,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 5,EP,0,2.49500998,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 6,EP,6.457862448,12.4750499,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 7,EP,9.686793671,2.49500998,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 8,EP,3.228931224,4.99001996,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 1,HY,3.228931224,9.98003992,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 2,HY,3.228931224,17.46506986,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 3,HY,3.228931224,7.48502994,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 4,HY,3.228931224,7.48502994,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 5,HY,0,17.46506986,Banksia menziesii,BM2_01_LM,2,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
