spectrum.label,cell.type,P,Ca,species,sample,biological.rep,site.id,GPS coords,latitude (deg),longitude (deg)
pm 10,PM,12.9157249,9.98003992,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 11,PM,16.14465612,17.46506986,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,3.228931224,14.97005988,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,3.228931224,22.45508982,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,3.228931224,19.96007984,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 4,SC,0,42.41516966,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 1,SM.Ca,12.9157249,568.8622754,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 2,SM.Ca,16.14465612,681.1377246,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 3,SM.Ca,19.37358734,404.1916168,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 4,SM.Ca,9.686793671,591.3173653,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 5,SM.Ca,16.14465612,411.6766467,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 6,SM.Ca,12.9157249,671.1576846,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 7,SM.Ca,9.686793671,606.2874251,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 8,SM.Ca,3.228931224,721.0578842,Banksia attenuata,BA3_01_HM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 1,EP,3.228931224,9.98003992,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 2,EP,3.228931224,9.98003992,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 3,EP,6.457862448,12.4750499,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 4,EP,6.457862448,9.98003992,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 5,EP,6.457862448,9.98003992,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 1,HY,6.457862448,9.98003992,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 2,HY,12.9157249,7.48502994,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 3,HY,0,2.49500998,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 4,HY,6.457862448,9.98003992,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
hyp 5,HY,6.457862448,7.48502994,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 1,PM,19.37358734,12.4750499,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 2,PM,19.37358734,12.4750499,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 3,PM,22.60251857,17.46506986,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 4,PM,19.37358734,17.46506986,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 5,PM,25.83144979,14.97005988,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 6,PM,16.14465612,17.46506986,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 7,PM,22.60251857,12.4750499,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 8,PM,22.60251857,12.4750499,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 9,PM,25.83144979,12.4750499,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
pm 10,PM,25.83144979,17.46506986,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 1,SC,3.228931224,17.46506986,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 2,SC,3.228931224,22.45508982,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 3,SC,3.228931224,24.9500998,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 4,SC,3.228931224,17.46506986,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 5,SC,6.457862448,22.45508982,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sc 6,SC,0,52.39520958,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 1,SM.Ca,6.457862448,471.5568862,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 2,SM.Ca,3.228931224,548.9021956,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 3,SM.Ca,19.37358734,147.2055888,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 4,SM.Ca,12.9157249,276.9461078,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 5,SM.Ca,16.14465612,279.4411178,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 6,SM.Ca,16.14465612,503.992016,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 7,SM.Ca,16.14465612,409.1816367,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 8,SM.Ca,19.37358734,164.6706587,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 9,SM.Ca,0,164.6706587,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 10,SM.Ca,6.457862448,409.1816367,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
sm_ca 11,SM.Ca,25.83144979,391.7165669,Banksia attenuata,BA3_01_LM,3,P.Line,S30¡ 09.474' E115¡ 06.958',-30.1579,115.1159667
eu 1,EP,6.457862448,0,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 2,EP,0,0,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 3,EP,0,4.99001996,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 4,EP,3.228931224,4.99001996,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 5,EP,0,2.49500998,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 6,EP,0,12.4750499,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 7,EP,9.686793671,0,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 8,EP,0,9.98003992,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 1,HY,0,0,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 2,HY,0,2.49500998,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 3,HY,3.228931224,2.49500998,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 4,HY,0,4.99001996,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 5,HY,0,0,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 6,HY,12.9157249,4.99001996,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 7,HY,6.457862448,7.48502994,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 8,HY,0,4.99001996,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 1,PM,16.14465612,17.46506986,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 2,PM,19.37358734,14.97005988,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 3,PM,19.37358734,12.4750499,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 4,PM,16.14465612,9.98003992,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 5,PM,19.37358734,14.97005988,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 1,SM,3.228931224,17.46506986,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 2,SM,9.686793671,9.98003992,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 3,SM,9.686793671,14.97005988,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 4,SM,16.14465612,17.46506986,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 5,SM,19.37358734,4.99001996,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 1,SM.Ca,9.686793671,454.0918164,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 2,SM.Ca,6.457862448,518.9620758,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 3,SM.Ca,12.9157249,234.5309381,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 4,SM.Ca,3.228931224,222.0558882,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 1,SC,0,12.4750499,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 2,SC,0,14.97005988,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 3,SC,3.228931224,14.97005988,Banksia prionotes,BPA1_01_HM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 1,EP,0,17.46506986,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 2,EP,9.686793671,4.99001996,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 3,EP,6.457862448,4.99001996,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 4,EP,0,7.48502994,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 5,EP,3.228931224,2.49500998,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 6,EP,9.686793671,9.98003992,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 7,EP,0,4.99001996,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 1,HY,0,2.49500998,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 2,HY,3.228931224,4.99001996,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 3,HY,0,2.49500998,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 4,HY,9.686793671,2.49500998,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 5,HY,3.228931224,9.98003992,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 6,HY,0,7.48502994,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 7,HY,0,4.99001996,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 1,PM,16.14465612,12.4750499,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 2,PM,19.37358734,17.46506986,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 3,PM,16.14465612,17.46506986,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 4,PM,16.14465612,9.98003992,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 5,PM,16.14465612,9.98003992,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 1,SM,6.457862448,19.96007984,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 2,SM,9.686793671,2.49500998,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 3,SM,12.9157249,9.98003992,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 4,SM,9.686793671,14.97005988,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 5,SM,22.60251857,4.99001996,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 6,SM,9.686793671,19.96007984,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ ca 1,SM.Ca,0,508.9820359,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ ca 2,SM.Ca,12.9157249,364.2714571,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ ca 3,SM.Ca,12.9157249,401.6966068,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ ca 4,SM.Ca,0,406.6866267,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ ca 5,SM.Ca,3.228931224,384.2315369,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ ca 6,SM.Ca,0,291.9161677,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ ca 7,SM.Ca,6.457862448,386.7265469,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ ca 8,SM.Ca,9.686793671,394.2115768,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ ca 9,SM.Ca,6.457862448,207.0858283,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 10,SM.Ca,12.9157249,234.5309381,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 1,SC,3.228931224,14.97005988,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 2,SC,3.228931224,14.97005988,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 3,SC,0,12.4750499,Banksia prionotes,BPA1_01_LM,1,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 1,EP,0,4.99001996,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 2,EP,3.228931224,4.99001996,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 3,EP,0,7.48502994,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 4,EP,6.457862448,12.4750499,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 1,HY,6.457862448,4.99001996,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 2,HY,0,2.49500998,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 3,HY,6.457862448,12.4750499,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 4,HY,3.228931224,0,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 5,HY,0,0,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 6,HY,0,0,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
hyp 7,HY,0,2.49500998,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 1,PM,19.37358734,7.48502994,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 2,PM,12.9157249,0,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 3,PM,19.37358734,9.98003992,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 4,PM,22.60251857,2.49500998,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 5,PM,12.9157249,24.9500998,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 6,PM,6.457862448,9.98003992,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 7,PM,6.457862448,12.4750499,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 8,PM,9.686793671,12.4750499,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 9,PM,22.60251857,27.44510978,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 10,PM,16.14465612,9.98003992,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 11,PM,12.9157249,17.46506986,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
pm 12,PM,9.686793671,12.4750499,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 1,SM,3.228931224,2.49500998,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 2,SM,16.14465612,0,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 3,SM,6.457862448,27.44510978,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm 4,SM,9.686793671,9.98003992,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 1,SM.Ca,3.228931224,459.0818363,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 2,SM.Ca,9.686793671,469.0618762,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 3,SM.Ca,9.686793671,441.6167665,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 4,SM.Ca,6.457862448,404.1916168,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 5,SM.Ca,9.686793671,456.5868263,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 6,SM.Ca,19.37358734,421.6566866,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 7,SM.Ca,16.14465612,394.2115768,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 8,SM.Ca,0,334.3313373,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 9,SM.Ca,6.457862448,491.5169661,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sm_ca 10,SM.Ca,12.9157249,329.3413174,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 1,SC,3.228931224,22.45508982,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 2,SC,3.228931224,22.45508982,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 3,SC,6.457862448,17.46506986,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
sc 4,SC,0,27.44510978,Banksia prionotes,BPA2_01_HM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 1,EP,0,4.99001996,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 2,EP,0,4.99001996,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 3,EP,0,4.99001996,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 4,EP,0,4.99001996,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 5,EP,9.686793671,0,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 6,EP,9.686793671,0,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 7,EP,9.686793671,4.99001996,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
eu 8,EP,0,0,Banksia prionotes,BPA2_01_LM,2,N.Lesueur,S30¡ 08.212' E115¡ 06.356',-30.1368667,115.1059333
