sort,noOfSpp,Intro,Nat,End,Status,aSpecies,SFCode,SFamily,FCode,Family,Taxon,habit,lifespan,sex type,fruit,habit_conserved,lifespan_conserved,sex_type_conserved,fruit_conserved,category
1991,8,0,8,0,1,1,83,Ericaceae,90,Epacridaceae,Trochocarpa,2,2,1,6,,,,,all_traits_conserved
1992,1,0,1,1,1,1,83,Ericaceae,90,Epacridaceae,Trochocarpa bellendenkerensis ,3,2,1,6,,,,,complete_species_name
1993,1,0,1,1,1,1,83,Ericaceae,90,Epacridaceae,Woollsia,2,2,1,3,,,,,all_traits_conserved
1994,1,0,1,1,22,1,84,Eriocaulaceae,92,Eriocaulaceae,Eriocaulon australasicum,1,1,7,3,,,,,complete_species_name
1995,1,0,1,1,22,1,84,Eriocaulaceae,92,Eriocaulaceae,Eriocaulon carsonii ,1,2,7,3,,,,,complete_species_name
1996,1,0,1,9999,1,1,84,Eriocaulaceae,92,Eriocaulaceae,Eriocaulon nanum,1,1,7,3,,,,,complete_species_name
1997,1,0,1,9999,1,1,84,Eriocaulaceae,92,Eriocaulaceae,Eriocaulon scariosum,1,1,7,3,,,,,complete_species_name
1998,22,0,22,9999,1,1,84,Eriocaulaceae,92,Eriocaulaceae,Eriocaulon spp,1,2,7,3,,,,,all_traits_conserved
1999,1,0,1,9999,1,1,85,Erythroxylaceae,93,Erythroxylaceae,Erythroxylum  ,3,2,1,6,,,,,all_traits_conserved
2000,1,0,1,1,1,1,85,Erythroxylaceae,93,Erythroxylaceae,Erythroxylum australe,3,2,1,6,,,,,complete_species_name
2001,1,0,1,0,1,1,85,Erythroxylaceae,93,Erythroxylaceae,Erythroxylum ecarinatum ,3,2,1,6,,,,,complete_species_name
2002,1,0,1,1,1,1,85,Erythroxylaceae,93,Erythroxylaceae,Erythroxylum sp. (Cape York E C 20162) ,3,2,1,6,,,,,complete_species_name
2003,2,0,2,2,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Acalypha,2,2,8,3,,yes,yes,yes,genus_not_conserved
2004,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Acalypha,1,2,8,3,,yes,yes,yes,genus_not_conserved
2005,3,0,3,3,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Adriana,2,2,8,3,,,,,all_traits_conserved
2006,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Alchornea,3,2,8,3,,,,,all_traits_conserved
2007,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Alchornea ilicifolia ,3,2,8,3,,,,,complete_species_name
2008,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Alchornea rugosa ,3,2,8,3,,,,,complete_species_name
2009,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Aleurites moluccana ,3,2,7,6,,,,,complete_species_name
2010,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Aleurites rockinghamensis ,3,2,7,6,,,,,complete_species_name
2011,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Amperea,4,2,8,3,,yes,,yes,genus_not_conserved
2012,3,0,3,3,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Amperea,1,2,7,3,,yes,,yes,genus_not_conserved
2013,3,0,3,3,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Amperea,1,2,8,3,,yes,,yes,genus_not_conserved
2014,1,0,1,1,2,0,86,Euphorbiaceae,95,Euphorbiaceae,Amperea xiphoclada var. pedicillata R. J. F. Hend,1,2,8,3,,,,,complete_species_name
2015,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Austrobuxus megacarpus ,3,2,7,3,,,,,complete_species_name
2016,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Austrobuxus sp.,3,2,7,3,,,,,all_traits_conserved
2017,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Baloghia,3,2,7,3,,,,,all_traits_conserved
2018,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Baloghia inophylla ,3,2,7,3,,,,,complete_species_name
2019,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Baloghia parviflora ,3,2,7,3,,,,,complete_species_name
2020,24,0,24,24,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Bertya,2,2,7,3,,,,,traits_conserved
2021,1,0,1,1,22,1,86,Euphorbiaceae,95,Euphorbiaceae,Bertya ingramii ,2,2,7,3,,,,,complete_species_name
2022,1,0,1,1,22,1,86,Euphorbiaceae,95,Euphorbiaceae,Bertya sp. Beeron Holding (P. I. Forster 5753) ,2,2,7,3,,,,,complete_species_name
2023,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Beyeria,3,2,7,3,,yes,,yes,genus_not_conserved
2024,5,0,5,5,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Beyeria,2,2,7,3,,yes,,yes,genus_not_conserved
2025,7,0,7,7,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Beyeria,2,2,8,3,,yes,,yes,genus_not_conserved
2026,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Beyeria bickertonensis J D Hook,2,2,7,3,,,,,complete_species_name
2027,1,0,1,1,22,1,86,Euphorbiaceae,95,Euphorbiaceae,Beyeria lepidopetala ,2,2,7,3,,,,,complete_species_name
2028,4,0,4,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Calycopeplus,2,2,7,7,,,,,all_traits_conserved
2029,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Chamaesyce ophthalmica (Pers.) D. G. Burch,8,5,13,29,,,,,complete_species_name
2030,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Choriceras majus,3,2,7,3,,,,,complete_species_name
2031,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Choriceras tricorne,3,2,7,3,,,,,complete_species_name
2032,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Chrozophora,1,1,7,3,,,,,introduced
2033,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Claoxylon,3,2,8,7,,,,,all_traits_conserved
2034,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Claoxylon angustifolium,2,2,8,7,,,,,complete_species_name
2035,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Claoxylon tenerifolium ,3,2,8,3,,,,,complete_species_name
2036,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Cleidion spiciflorum Merr. ,3,2,13,3,,,,,complete_species_name
2037,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Codiaeum membranaceum ,3,2,7,3,,,,,complete_species_name
2038,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Codiaeum variagatum,3,2,7,3,,,,,complete_species_name
2039,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton acronychioides,3,2,7,3,,,,,complete_species_name
2040,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton argyratus,3,2,7,3,,,,,complete_species_name
2041,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton arnhemicus ,3,2,7,3,,,,,complete_species_name
2042,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton brachypus,3,2,7,3,,,,,complete_species_name
2043,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton byrnesii,3,2,7,3,,,,,complete_species_name
2044,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton capitis-york ,3,2,7,3,,,,,complete_species_name
2045,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton caudatus Geiseler,4,2,7,3,,,,,complete_species_name
2046,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton densivestitus,3,2,7,3,,,,,complete_species_name
2047,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton dockrillii,2,2,7,3,,,,,complete_species_name
2048,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton glandulosus L.,1,1,7,3,,,,,complete_species_name
2049,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton habrophyllus ,3,2,7,3,,,,,complete_species_name
2050,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton insularis ,3,2,7,3,,,,,complete_species_name
2051,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton magneticus,3,2,7,3,,,,,complete_species_name
2052,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton phebalioides,3,2,7,3,,,,,complete_species_name
2053,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton sp. (Barkley Downs S. L. Everist 3379),8,5,7,3,,,,,complete_species_name
2054,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton sp. (Mt Mulligan H. Flecker N Q N C6457),8,5,7,3,,,,,complete_species_name
2055,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton sp. (Myall Creek P. I. Forster P I F14368),8,5,7,3,,,,,complete_species_name
2056,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton sp. (Watson River J. R. Clarkson 4061 B),8,5,7,3,,,,,complete_species_name
2057,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton sp. Possum scrub,3,2,7,3,,,,,complete_species_name
2058,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton stockerii,2,2,7,3,,,,,complete_species_name
2059,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton tomentellus ,3,2,7,3,,,,,complete_species_name
2060,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Croton triacros ,3,2,7,3,,,,,complete_species_name
2061,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Dimorphocalyx australiensis ,3,2,8,3,,,,,complete_species_name
2062,4,0,4,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Dissiliaria,3,2,7,3,,,,,all_traits_conserved
2063,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Dissiliaria laxinervis ,3,2,8,3,,,,,complete_species_name
2064,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Dissiliaria surculosa ,3,2,8,3,,,,,complete_species_name
2065,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Endospermum myrmecophilum ,3,2,8,6,,,,,complete_species_name
2066,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Eremocarpus,1,1,7,3,,,,,introduced
2067,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia alsiniflora Baill.,1,2,7,3,,,,,complete_species_name
2068,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia atoto G. Forst.,2,2,7,3,,,,,complete_species_name
2069,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia australis Boiss.,1,2,7,3,,,,,complete_species_name
2070,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia biconvexa Domin,1,2,7,3,,,,,complete_species_name
2071,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia boophthona C. A. Gardner,1,2,7,3,,,,,complete_species_name
2072,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia carissoides F. M. Bailey  ,2,2,7,3,,,,,complete_species_name
2073,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia centralis B. G. Thomson  ,2,2,7,3,,,,,complete_species_name
2074,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia chamaesyce L.,1,1,7,3,,,,,introduced
2075,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia cinerea W. Fitzg.,1,2,13,3,,,,,complete_species_name
2076,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia clementii Domin,1,1,7,3,,,,,complete_species_name
2077,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia coghlanii F. M. Bailey,2,2,7,3,,,,,complete_species_name
2078,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia comans W. Fitzg.,1,1,7,3,,,,,complete_species_name
2079,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia cyathophora,2,2,7,3,,,,,introduced
2080,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia cyparissias L.,1,2,7,3,,,,,introduced
2081,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia dallachyana Baill.,1,1,7,3,,,,,complete_species_name
2082,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia davidii,1,1,7,3,,,,,introduced
2083,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia dendroides L.,2,2,7,3,,,,,introduced
2084,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia depauperata A. Rich.,2,2,7,3,,,,,introduced
2085,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia distans W. Fitzg.,2,2,7,3,,,,,complete_species_name
2086,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia drummondii Boiss.,1,2,7,3,,,,,complete_species_name
2087,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia eremophila,2,2,7,3,,,,,complete_species_name
2088,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia exigua L.,1,1,7,3,,,,,introduced
2089,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia falcata L.,1,1,7,3,,,,,introduced
2090,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia filipes Benth.,2,2,7,3,,,,,complete_species_name
2091,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia helioscopia L.,1,1,7,3,,,,,introduced
2092,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia heterophylla L.,1,1,7,3,,,,,introduced
2093,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia hirta L.,1,1,7,3,,,,,introduced
2094,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia hyssopifolia,1,1,8,3,,,,,introduced
2095,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia inappendiculata Domin,1,2,7,3,,,,,complete_species_name
2096,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia kimberleyensis B. G. Thomson  ,1,1,7,3,,,,,complete_species_name
2097,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia lathyris L.,1,1,7,3,,,,,introduced
2098,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia macgillivrayi Boiss.,1,2,7,3,,,,,complete_species_name
2099,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia maconochieana B. G. Thomson  ,1,1,7,3,,,,,complete_species_name
2100,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia maculata,1,1,7,3,,,,,introduced
2101,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia marginata Pursh,1,1,7,3,,,,,introduced
2102,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia micradenia Boiss.,2,2,7,3,,,,,complete_species_name
2103,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia milii Desmoul.,8,5,13,3,,,,,complete_species_name
2104,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia mitchelliana Boiss.,1,2,7,3,,,,,complete_species_name
2105,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia myrtoides Boiss.,1,1,7,3,,,,,complete_species_name
2106,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia norfolkiana Boiss.  ,2,2,7,3,,,,,complete_species_name
2107,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia nutans Lag.,1,1,7,3,,,,,introduced
2108,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia obliqua Endl.,1,2,7,3,,,,,complete_species_name
2109,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia paralias L.,2,2,7,3,,,,,introduced
2110,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia parvicaruncula D. C. Hassall,1,2,7,3,,,,,complete_species_name
2111,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia peplus L.,1,1,7,3,,,,,introduced
2112,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia petala Ewart & L. R. Kerr,8,5,13,3,,,,,complete_species_name
2113,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia planiticola D. C. Hassall,1,2,7,3,,,,,complete_species_name
2114,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia platyphyllos L.,1,1,7,3,,,,,introduced
2115,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia plumerioides Hassk.  ,3,2,7,3,,,,,complete_species_name
2116,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia prostrata Aiton,1,1,7,3,,,,,introduced
2117,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia psammogeton,1,2,7,3,,,,,complete_species_name
2118,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia sarcostemmoides J. H. Willis,2,2,7,3,,,,,complete_species_name
2119,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia schizolepis F. Muell. ex Boiss.,2,2,7,3,,,,,complete_species_name
2120,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia schultzii Benth. ,1,1,7,3,,,,,complete_species_name
2121,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia segetalis L.,1,1,7,3,,,,,introduced
2122,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia sharkoensis Baill.,1,1,7,3,,,,,complete_species_name
2123,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia sp. A nsw,1,2,7,3,,,,,complete_species_name
2124,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia sp. B Kimberley Flora (B. J. Carter 629) ,1,5,7,3,,,,,complete_species_name
2125,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia stevenii F. M. Bailey,1,2,7,3,,,,,complete_species_name
2126,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia supina,1,1,7,3,,,,,introduced
2127,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia tannensis Spreng.,2,2,7,3,,,,,complete_species_name
2128,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia terracina L.,1,2,7,3,,,,,introduced
2129,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia tirucalli L.,3,2,7,3,,,,,introduced
2130,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia vaccaria Baill.  ,1,5,13,3,,,,,complete_species_name
2131,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia vachellii Hook. & Arn.,1,2,7,3,,,,,complete_species_name
2132,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Euphorbia wheeleri Baill.,1,1,7,3,,,,,complete_species_name
2133,3,0,3,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Excoecaria,3,2,8,3,,,,,all_traits_conserved
2134,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Excoecaria agallocha ,3,2,8,3,,,,,complete_species_name
2135,4,0,4,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Fontainea,3,2,8,6,,,,,all_traits_conserved
2136,1,0,1,1,22,1,86,Euphorbiaceae,95,Euphorbiaceae,Fontainea oraria ,3,2,8,6,,,,,complete_species_name
2137,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Fontainea picrosperma ,3,2,8,6,,,,,complete_species_name
2138,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Hylandia dockrillii ,3,2,8,6,,,,,complete_species_name
2139,2,1,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Jatropha,3,2,7,7,,yes,yes,yes,genus_not_conserved
2140,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Jatropha,2,2,7,7,,,,,introduced
2141,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Macaranga,3,2,8,3,,,,,all_traits_conserved
2142,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Macaranga dallachyana,3,2,8,3,,,,,complete_species_name
2143,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Macaranga inamoena ,3,2,8,3,,,,,complete_species_name
2144,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Macaranga involucrata var. mallotoides ,3,2,8,3,,,,,complete_species_name
2145,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Macaranga polyadenia ,3,2,8,3,,,,,complete_species_name
2146,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Macaranga subdentata ,3,2,8,3,,,,,complete_species_name
2147,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Macaranga tanarius ,3,2,8,3,,,,,complete_species_name
2148,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus claoxyloides,3,2,8,3,,,,,complete_species_name
2149,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus discolor,8,2,13,3,,,,,complete_species_name
2150,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus dispersus,2,2,8,3,,,,,complete_species_name
2151,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus ficifolius,3,2,8,3,,,,,complete_species_name
2152,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus megadon,2,2,7,3,,,,,complete_species_name
2153,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus mollissimus ,3,2,7,3,,,,,complete_species_name
2154,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus nesophilus ,3,2,8,3,,,,,complete_species_name
2155,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus paniculatus ,3,2,7,3,,,,,complete_species_name
2156,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus philippensis ,3,2,8,3,,,,,complete_species_name
2157,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus polyadenos ,3,2,7,3,,,,,complete_species_name
2158,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus repandus,4,2,7,3,,,,,complete_species_name
2159,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus resinosus,3,2,8,3,,,,,complete_species_name
2160,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mallotus surculosus ,2,2,8,3,,,,,complete_species_name
2161,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Manihot,2,2,7,3,,,,,introduced
2162,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Mercurialis,1,1,8,6,,,,,introduced
2163,3,0,3,3,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Micrantheum,2,2,7,3,,,,,all_traits_conserved
2164,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Micrococca,1,1,7,3,,,,,introduced
2165,2,0,2,2,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Monotaxis,1,1,7,3,,,yes,yes,genus_not_conserved
2166,9,0,9,9,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Monotaxis,2,2,7,3,,,yes,yes,genus_not_conserved
2167,2,0,2,2,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Neoroepera,2,2,7,3,,,,,all_traits_conserved
2168,2,0,2,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Omalanthus,3,2,7,3,,,,,all_traits_conserved
2169,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Omalanthus novo-guineensis ,3,2,7,3,,,,,complete_species_name
2170,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Omphalea,4,2,7,3,,,,,all_traits_conserved
2171,6,0,6,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Petalostigma,3,2,8,3,,,,,all_traits_conserved
2172,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Pimelodendron amboinicum ,3,2,8,6,,,,,complete_species_name
2173,7,0,7,7,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Pseudanthus,2,2,7,3,,,,,all_traits_conserved
2174,1,0,1,1,3,1,86,Euphorbiaceae,95,Euphorbiaceae,Pseudanthus nematophorus F. Muell.,2,2,7,3,,,,,complete_species_name
2175,14,0,14,14,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Ricinocarpos,2,2,7,3,,,,,all_traits_conserved
2176,1,0,1,1,22,1,86,Euphorbiaceae,95,Euphorbiaceae,Ricinocarpos trichophorus ,2,2,7,3,,,,,complete_species_name
2177,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Ricinus,2,2,7,3,,,,,introduced
2178,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Rockinghamia angustifolia ,3,2,7,3,,,,,complete_species_name
2179,1,0,1,1,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Rockinghamia brevipes ,3,2,7,3,,,,,complete_species_name
2180,1,0,1,1,22,1,86,Euphorbiaceae,95,Euphorbiaceae,Sankowskya stipularis P I Forst,3,2,7,3,,,,,complete_species_name
2181,1,1,0,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Sapium,3,2,7,3,,,,,introduced
2182,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Sebastiania,1,2,7,3,,,,,all_traits_conserved
2183,4,0,4,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Stachystemon,2,2,7,3,,,,,all_traits_conserved
2184,1,0,1,0,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Suregada glomerulata ,3,2,8,3,,,,,complete_species_name
2185,1,0,1,9999,1,1,86,Euphorbiaceae,95,Euphorbiaceae,Tragia,1,2,7,3,,,,,all_traits_conserved
