sort,noOfSpp,Intro,Nat,End,Status,aSpecies,SFCode,SFamily,FCode,Family,Taxon,habit,lifespan,sex type,fruit,habit_conserved,lifespan_conserved,sex_type_conserved,fruit_conserved,category
203,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus manglesii (Lindley) F. Muell.,1,2,1,26,,,,,complete_species_name
204,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus marduguru Benl,1,2,1,26,,,,,complete_species_name
205,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus mitchellii Benl,2,2,1,26,,,,,complete_species_name
206,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus mollis Benl,2,2,1,26,,,,,complete_species_name
207,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus murrayi F. Muell.,1,1,1,26,,,,,complete_species_name
208,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus nobilis (Lindley) F. Muell.,1,2,1,26,,,,,complete_species_name
209,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus obovatus (Gaudich.) F. Muell.,2,2,1,26,,,,,complete_species_name
210,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus parviflorus (Lindley) F. Muell.,2,2,1,26,,,,,complete_species_name
211,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus parvifolius (F. Muell.) F. Muell.,2,2,1,26,,,,,complete_species_name
212,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus pedleyanus Benl & H. Eichler,2,2,1,26,,,,,complete_species_name
213,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus petiolatus Farmar,1,1,1,26,,,,,complete_species_name
214,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus polakii F. Muell.,2,2,1,26,,,,,complete_species_name
215,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus polystachyus (Gaudich.) F. Muell.,2,2,1,26,,,,,complete_species_name
216,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus procumbens Benl,1,1,1,26,,,,,complete_species_name
217,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus pseudohelipteroides Benl,1,2,1,26,,,,,complete_species_name
218,1,0,1,1,3,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus pyramidatus (Moq.) F. Muell.,1,2,1,26,,,,,complete_species_name
219,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus remotiflorus Benl,2,2,1,26,,,,,complete_species_name
220,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus robynsianus Benl,2,2,1,26,,,,,complete_species_name
221,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus roei (Benth.) F. Muell.,2,2,1,26,,,,,complete_species_name
222,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus rotundatus Benl,1,1,1,26,,,,,complete_species_name
223,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus rotundifolius (F. Muell.) F. Muell.,2,2,1,26,,,,,complete_species_name
224,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus royceanus Benl,2,2,1,26,,,,,complete_species_name
225,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus schwarzii,1,2,1,26,,,,,complete_species_name
226,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus semilanatus (Lindley) J. Black,1,2,1,26,,,,,complete_species_name
227,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus seminudus (J. Black) J. Black,1,2,1,26,,,,,complete_species_name
228,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus sericostachyus (Nees) F. Muell.,1,2,1,26,,,,,complete_species_name
229,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus sessilifolius (Lindley) Benl,2,2,1,26,,,,,complete_species_name
230,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus spathulatus (R. Br.) F. Muell.,1,2,1,26,,,,,complete_species_name
231,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus spicatus Benth.,1,2,1,26,,,,,complete_species_name
232,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus stipitatus Benl,2,2,1,26,,,,,complete_species_name
233,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus stirlingii (Lindley) F. Muell. (as ` Stirlingi'),1,2,1,26,,,,,complete_species_name
234,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus symonii Benl,1,2,1,26,,,,,complete_species_name
235,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus tetrandrus Benl,1,1,1,26,,,,,complete_species_name
236,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus trichocephalus Benl,1,2,1,26,,,,,complete_species_name
237,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus villosiflorus F. Muell.,1,1,1,26,,,,,complete_species_name
238,1,0,1,1,1,1,8,Amaranthaceae,11,Amaranthaceae,Ptilotus wilsonii Benl,2,2,1,26,,,,,complete_species_name
239,1,1,0,0,1,1,8,Amaranthaceae,11,Amaranthaceae,Pupalia,1,2,1,26,,,,,introduced
240,11,0,11,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Rhagodia,2,2,8,17,,,,,all_traits_conserved
241,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Roycea,2,2,8,2,yes,yes,,yes,genus_not_conserved
242,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Roycea,2,2,1,2,yes,yes,,yes,genus_not_conserved
243,1,0,1,1,22,1,8,Amaranthaceae,59,Chenopodiaceae,Roycea pycnophylloides ,1,2,8,10,,,,,complete_species_name
244,1,1,0,0,1,1,8,Amaranthaceae,59,Chenopodiaceae,Salsola kali,1,1,1,16,,,,,introduced
245,3,0,3,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Sarcocornia ,2,2,1,16,,,,,all_traits_conserved
246,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Scleroblitum,1,1,3,17,,,,,all_traits_conserved
247,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Sclerochlamys,2,2,1,16,,,,,all_traits_conserved
248,3,0,3,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Sclerolaena,1,2,1,16,,,,yes,genus_not_conserved
249,52,0,52,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Sclerolaena,2,2,1,16,,,,yes,genus_not_conserved
250,2,0,2,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Sclerolaena,1,1,1,16,,,,yes,genus_not_conserved
251,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Sclerolaena,2,2,8,16,,,,yes,genus_not_conserved
252,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Sclerolaena,2,2,7,16,,,,yes,genus_not_conserved
253,1,0,1,1,22,1,8,Amaranthaceae,59,Chenopodiaceae,Sclerolaena napiformis ,2,2,1,16,,,,,complete_species_name
254,5,0,5,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Sclerostegia,2,2,2,16,,,,,all_traits_conserved
255,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Stelligera,2,2,1,16,,,,,all_traits_conserved
256,1,1,0,0,1,1,8,Amaranthaceae,59,Chenopodiaceae,Suaeda,1,1,3,16,,,,,introduced
257,1,1,0,0,1,1,8,Amaranthaceae,59,Chenopodiaceae,Suaeda,1,1,1,16,,,,,introduced
258,1,1,0,0,1,1,8,Amaranthaceae,59,Chenopodiaceae,Suaeda,1,1,3,16,,,,,introduced
259,2,0,2,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Suaeda,2,2,1,16,,,,,all_traits_conserved
260,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Tecticornia,1,2,1,16,yes,,yes,yes,genus_not_conserved
261,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Tecticornia,1,1,1,16,yes,,yes,yes,genus_not_conserved
262,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Tecticornia,1,1,1,16,yes,,yes,yes,genus_not_conserved
263,1,0,1,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Tegicornia,1,2,8,16,,,,,all_traits_conserved
264,2,0,2,9999,1,1,8,Amaranthaceae,59,Chenopodiaceae,Threlkeldia,2,2,1,16,,,,,all_traits_conserved
265,1,0,1,9999,1,1,9,Anacardiaceae,12,Anacardiaceae,Blepharocarya,3,2,8,6,,,,,all_traits_conserved
266,1,0,1,1,1,1,9,Anacardiaceae,12,Anacardiaceae,Blepharocarya involucrigera ,3,2,8,6,,,,,complete_species_name
267,1,0,1,0,1,1,9,Anacardiaceae,12,Anacardiaceae,Buchanania arborescens ,3,2,1,6,,,,,complete_species_name
268,1,0,1,1,1,1,9,Anacardiaceae,12,Anacardiaceae,Buchanania mangoides ,3,2,1,6,,,,,complete_species_name
269,1,0,1,1,1,1,9,Anacardiaceae,12,Anacardiaceae,Buchanania obovata ,3,2,1,6,,,,,complete_species_name
270,1,0,1,1,1,1,9,Anacardiaceae,12,Anacardiaceae,Euroschinus falcata var. falcata ,3,2,7,6,,,,,complete_species_name
271,1,1,0,0,1,1,9,Anacardiaceae,12,Anacardiaceae,Mangifera,3,2,2,6,,,,,introduced
272,1,0,1,0,1,1,9,Anacardiaceae,12,Anacardiaceae,Pleiogynium timorense ,3,2,8,6,,,,,complete_species_name
273,1,0,1,9999,1,1,9,Anacardiaceae,12,Anacardiaceae,Rhodosphaera,3,2,8,6,,,,,all_traits_conserved
274,1,1,0,0,1,1,9,Anacardiaceae,12,Anacardiaceae,Rhus taitensis ,3,2,8,6,,,,,introduced
275,2,2,0,0,1,1,9,Anacardiaceae,12,Anacardiaceae,Schinus,3,2,8,6,,,,,introduced
276,1,0,1,0,1,1,9,Anacardiaceae,12,Anacardiaceae,Semecarpus australiensis ,3,2,8,6,,,,,complete_species_name
277,1,1,0,0,1,1,9,Anacardiaceae,12,Anacardiaceae,Toxicodendron,3,2,8,6,,,,,introduced
278,1,0,1,1,1,1,10,Anarthriaceae,254,Hopkinsiaceae,Hopkinsia adscendens B. G. Briggs & L. A. S. Johnson ,1,2,8,6,,,,,complete_species_name
279,1,0,1,1,1,1,10,Anarthriaceae,254,Hopkinsiaceae,Hopkinsia anoectocolea (F. Muell.) D. F. Cutler ,1,2,8,6,,,,,complete_species_name
280,1,0,1,1,1,1,10,Anarthriaceae,254,Hopkinsiaceae,Hopkinsia calovaginata (Gilg) Gilg- Ben,1,2,8,6,,,,,complete_species_name
281,1,0,1,1,1,1,10,Anarthriaceae,254,Hopkinsiaceae,Hopkinsia scabrida W. Fitzg. ,1,2,8,6,,,,,complete_species_name
282,1,0,1,1,1,1,10,Anarthriaceae,255,Lyginiaceae,Lyginia barbata R. Br. ,1,2,8,3,,,,,complete_species_name
283,1,0,1,1,1,1,10,Anarthriaceae,255,Lyginiaceae,Lyginia excelsa B. G. Briggs & L. A. S. Johnson ,1,2,8,3,,,,,complete_species_name
284,1,0,1,1,1,1,10,Anarthriaceae,255,Lyginiaceae,Lyginia imberbis R. Br. ,1,2,8,3,,,,,complete_species_name
285,2,0,2,9999,1,1,11,Annonaceae,13,Annonaceae,Ancana,3,2,1,2,,,,,all_traits_conserved
286,1,1,0,0,1,1,11,Annonaceae,13,Annonaceae,Annona glabra,3,2,1,2,,,,,introduced
287,1,1,0,0,1,1,11,Annonaceae,13,Annonaceae,Annona squamosa,3,2,1,2,,,,,introduced
288,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Artabotrys sp. Claudie River,5,2,1,11,,,,,complete_species_name
289,1,0,1,0,1,1,11,Annonaceae,13,Annonaceae,Cananga odorata,3,2,1,2,,,,,complete_species_name
290,1,0,1,0,1,1,11,Annonaceae,13,Annonaceae,Cyathostemma micranthum,4,2,1,2,,,,,complete_species_name
291,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Cyathostemma sp A,4,2,1,2,,,,,complete_species_name
292,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Desmos goezeanus,4,2,1,2,,,,,complete_species_name
293,1,0,1,9999,1,1,11,Annonaceae,13,Annonaceae,Desmos sp. ,8,2,13,2,,,,,all_traits_conserved
294,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Desmos sp. Mossman River,4,2,1,2,,,,,complete_species_name
295,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Desmos wardianus,4,2,1,2,,,,,complete_species_name
296,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Fitzalania heteropetala,3,2,1,2,,,,,complete_species_name
297,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Goniothalamus australis,3,2,1,2,,,,,complete_species_name
298,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Haplostichanthus johnsonii,3,2,1,2,,,,,complete_species_name
299,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Haplostichanthus sp.,8,2,1,2,,,,,all_traits_conserved
300,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Haplostichanthus sp. (Johnstone River L W J 471) ,3,2,1,2,,,,,complete_species_name
301,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Haplostichanthus sp. Cooper Creek,2,2,1,2,,,,,complete_species_name
302,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Haplostichanthus sp. Rocky River,2,2,1,2,,,,,complete_species_name
303,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Haplostichanthus topaz,2,2,1,2,,,,,complete_species_name
304,1,0,1,0,1,1,11,Annonaceae,13,Annonaceae,Meiogyne cilindrocarpa ,3,2,1,2,,,,,complete_species_name
305,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Meiogyne sp. Henrietta Creek,2,2,1,2,,,,,complete_species_name
306,1,0,1,0,1,1,11,Annonaceae,13,Annonaceae,Melodorum leichardtii,4,2,1,2,,,,,complete_species_name
307,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Melodorum sp. Claudia River,4,2,1,2,,,,,complete_species_name
308,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Melodorum sp. Font Hills,4,2,1,2,,,,,complete_species_name
309,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Melodorum sp. Stone Crossing,4,2,1,2,,,,,complete_species_name
310,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Melodorum sp. topaz,4,2,1,2,,,,,complete_species_name
311,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Melodorum uhrii,4,2,1,2,,,,,complete_species_name
312,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Miliusa brahei,3,2,1,2,,,,,complete_species_name
313,1,0,1,0,1,1,11,Annonaceae,13,Annonaceae,Miliusa horsfieldii,3,2,1,2,,,,,complete_species_name
314,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Miliusa traceyi,3,2,1,2,,,,,complete_species_name
315,1,0,1,0,1,1,11,Annonaceae,13,Annonaceae,Mitrephora zippelliana ,3,2,1,2,,,,,complete_species_name
316,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Polyalthia australis,3,2,1,2,,,,,complete_species_name
317,1,0,1,9999,1,1,11,Annonaceae,13,Annonaceae,Polyalthia cylindrocarpa,3,2,1,2,,,,,complete_species_name
318,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Polyalthia michaelii,3,2,1,2,,,,,complete_species_name
319,1,0,1,0,1,1,11,Annonaceae,13,Annonaceae,Polyalthia nitidissima,3,2,1,2,,,,,complete_species_name
320,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Polyalthia sp. (Wyvuri B H 2632 R F K) ,3,2,1,2,,,,,complete_species_name
321,1,0,1,9999,1,1,11,Annonaceae,13,Annonaceae,Polyaulax cylindrocarpa,3,2,1,2,,,,,complete_species_name
322,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Polyaulax sp. (Tingle Scrub D G F 2676) ,3,2,1,2,,,,,complete_species_name
323,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Polyaulax sp. Mt Lewis,2,2,1,2,,,,,complete_species_name
324,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Pseuduvaria froggattii,3,2,8,11,,,,,complete_species_name
325,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Pseuduvaria hylandii,3,2,8,2,,,,,complete_species_name
326,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Pseuduvaria mulgraveana var. glabrescens ,3,2,8,2,,,,,complete_species_name
327,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Pseuduvaria villosa,3,2,8,2,,,,,complete_species_name
328,1,0,1,9999,1,1,11,Annonaceae,13,Annonaceae,Rauwenhoffia,4,2,1,2,,,,,all_traits_conserved
329,1,0,1,0,1,1,11,Annonaceae,13,Annonaceae,Uvaria concava,4,2,1,2,,,,,complete_species_name
330,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Uvaria holtzei,4,2,1,2,,,,,complete_species_name
331,1,0,1,0,1,1,11,Annonaceae,13,Annonaceae,Uvaria rufa,4,2,1,2,,,,,complete_species_name
332,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Xylopia maccreae,3,2,1,12,,,,,complete_species_name
333,1,0,1,1,1,1,11,Annonaceae,13,Annonaceae,Xylopia sp. (Bertiehaugh Homestead C D C C173) ,3,2,1,12,,,,,complete_species_name
334,2,0,2,2,1,1,12,Apiaceae,14,Apiaceae,Aciphylla,1,2,8,15,,yes,yes,yes,genus_not_conserved
335,2,0,2,2,1,1,12,Apiaceae,14,Apiaceae,Aciphylla,2,2,8,15,,yes,yes,yes,genus_not_conserved
336,3,0,3,3,1,1,12,Apiaceae,14,Apiaceae,Actinotus,1,1,2,15,,,,yes,genus_not_conserved
337,4,0,4,4,1,1,12,Apiaceae,14,Apiaceae,Actinotus,1,2,2,15,,,,yes,genus_not_conserved
338,6,0,6,6,1,1,12,Apiaceae,14,Apiaceae,Actinotus,1,2,1,15,,,,yes,genus_not_conserved
339,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Actinotus,1,1,1,15,,,,yes,genus_not_conserved
340,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Actinotus,2,2,2,15,,,,yes,genus_not_conserved
341,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Aegopodium,1,2,1,15,,,,,introduced
342,2,2,0,0,1,1,12,Apiaceae,14,Apiaceae,Ammi,1,1,1,15,,,,,introduced
343,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Anethum,1,1,1,15,,,,,introduced
344,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Anthriscus,1,1,1,15,,,,,introduced
345,2,0,2,0,1,1,12,Apiaceae,14,Apiaceae,Apium,1,2,1,15,yes,,yes,yes,genus_not_conserved
346,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Apium,1,1,1,15,,,,,introduced
347,2,1,1,0,1,1,12,Apiaceae,14,Apiaceae,Apium,1,1,1,15,yes,,yes,yes,genus_not_conserved
348,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Berula,1,2,1,15,,,,,introduced
349,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Bifora,1,1,1,15,,,,,introduced
350,3,3,0,0,1,1,12,Apiaceae,14,Apiaceae,Bupleurum,1,1,1,15,,,,,introduced
351,2,0,2,0,1,1,12,Apiaceae,14,Apiaceae,Centella,1,2,2,15,,,,,all_traits_conserved
352,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Chlaenosciadium,1,2,1,15,,,,,all_traits_conserved
353,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Ciclosperumum,1,1,1,15,,,,,introduced
354,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Conium,1,1,1,15,,,,,introduced
355,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Coriandrum,1,1,2,15,,,,,introduced
356,2,1,1,1,1,1,12,Apiaceae,14,Apiaceae,Daucus,1,1,1,15,,,,,all_traits_conserved
357,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Dichosciadium,1,2,1,15,,,,,all_traits_conserved
358,2,0,2,2,1,1,12,Apiaceae,14,Apiaceae,Diplaspis,1,2,1,15,,,,,all_traits_conserved
359,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Diplaspis cordifolia Hook f.,1,2,15,15,,,,,complete_species_name
360,6,3,3,0,1,1,12,Apiaceae,14,Apiaceae,Eryngium,1,2,1,15,,,,,all_traits_conserved
361,1,0,1,1,22,1,12,Apiaceae,14,Apiaceae,Eryngium fontanum ,1,2,1,15,,,,,complete_species_name
362,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Ferula communis,1,1,13,15,,,,,introduced
363,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Foeniculum,1,1,1,15,,,,,introduced
364,2,0,2,0,1,1,12,Apiaceae,14,Apiaceae,Gingidia,1,2,7,15,,,,,all_traits_conserved
365,1,0,1,0,22,1,12,Apiaceae,14,Apiaceae,Gingidia montana ,1,2,7,15,,,,,complete_species_name
366,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Homalosciadium,1,1,1,15,,,,,all_traits_conserved
367,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle acutiloba (F. Muell.) N. A. Wakef.,1,2,1,15,,,,,complete_species_name
368,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle alata A. Rich.,1,1,15,15,,,,,complete_species_name
369,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle algida N. A. Wakef.,1,2,1,15,,,,,complete_species_name
370,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle blepharocarpa F. Muell.,1,1,15,15,,,,,complete_species_name
371,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle bonariensis Lam.,1,2,15,15,,,,,introduced
372,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle callicarpa Bunge,1,1,15,15,,,,,complete_species_name
373,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle capillaris F. Muell. ex Klatt,1,1,1,15,,,,,complete_species_name
374,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle comocarpa F. Muell.,1,1,1,15,,,,,complete_species_name
375,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle corynophora F. Muell.,1,1,13,15,,,,,complete_species_name
376,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle crassiuscula Tate,1,1,13,15,,,,,complete_species_name
377,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle diantha A. Cunn. ex D C.,1,1,15,15,,,,,complete_species_name
378,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle foveolata H. Eichler,1,1,1,15,,,,,complete_species_name
379,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle geraniifolia F. Muell.,1,2,1,15,,,,,complete_species_name
380,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle grammatocarpa F. Muell.,1,1,15,15,,,,,complete_species_name
381,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle hirta A. Rich.,1,2,1,15,,,,,complete_species_name
382,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle hispidula Bunge,1,1,15,15,,,,,complete_species_name
383,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle laxiflora A. Cunn. ex D C.,1,2,15,15,,,,,complete_species_name
384,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle lemnoides Benth.,1,1,15,15,,,,,complete_species_name
385,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle medicaginoides Turcz.,1,1,1,15,,,,,complete_species_name
386,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle muriculata Turcz.,1,1,13,15,,,,,complete_species_name
387,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle muscosa A. Rich.,1,2,1,15,,,,,complete_species_name
388,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle pedicellosa Benth.,1,5,1,15,,,,,complete_species_name
389,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle peduncularis A. Rich.,1,2,1,15,,,,,complete_species_name
390,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle pilifera Turcz.,1,1,15,15,,,,,complete_species_name
391,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle plebeya A. Rich.,1,2,13,15,,,,,complete_species_name
392,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle pterocarpa F. Muell.,1,2,1,15,,,,,complete_species_name
393,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle ranunculoides,1,1,15,15,,,,,introduced
394,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle rugulosa Turcz.,1,1,1,15,,,,,complete_species_name
395,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle scutellifera Benth.,1,1,13,15,,,,,complete_species_name
396,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle sibthorpioides Lam.,1,2,8,15,,,,,complete_species_name
397,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle tetragonocarpa Bunge,1,1,15,15,,,,,complete_species_name
398,1,0,1,9999,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle trachycarpa F. Muell.,1,1,15,15,,,,,complete_species_name
399,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle tripartita A. Rich.,1,2,1,15,,,,,complete_species_name
400,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Hydrocotyle verticillata Thunb.,1,2,1,15,,,,,complete_species_name
401,3,0,3,3,1,1,12,Apiaceae,14,Apiaceae,Lilaeopsis,1,2,1,15,,,,,all_traits_conserved
402,1,0,1,1,1,1,12,Apiaceae,14,Apiaceae,Neosciadium,1,1,1,15,,,,,all_traits_conserved
403,2,0,2,9999,1,1,12,Apiaceae,14,Apiaceae,Oenanthe,1,2,2,15,,,,,all_traits_conserved
404,7,0,7,7,1,1,12,Apiaceae,14,Apiaceae,Oreomyrrhis,1,2,1,15,,,,,all_traits_conserved
405,2,0,2,2,1,1,12,Apiaceae,14,Apiaceae,Oschatzia,1,1,1,15,,,,,all_traits_conserved
406,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Pastinaca,1,1,1,15,,,,,introduced
407,2,0,2,9999,1,1,12,Apiaceae,14,Apiaceae,Pentapeltis,1,2,1,15,,,,,all_traits_conserved
408,1,1,0,0,1,1,12,Apiaceae,14,Apiaceae,Petroselinum,1,1,1,15,,,,,introduced
409,15,0,15,15,1,1,12,Apiaceae,14,Apiaceae,Platysace,2,2,1,15,,yes,yes,yes,genus_not_conserved
