"ITEM_ID","TRAIT","VALUE","species"
1348310,"seed mass","0.168","Stylidium graminifolium"
1349072,"seed mass","2.5812","Gastrolobium tenue"
1349084,"seed shape","spherical","Choretrum candollei"
1349579,"seed mass","3.531","Mirbelia oxylobioides"
1349589,"dispersal appendage","aril","Pultenaea procumbens"
1349589,"seed mass","3.2","Pultenaea procumbens"
1349589,"seed shape","ovoid","Pultenaea procumbens"
1349654,"seed mass","2.017","Arthropodium fimbriatum"
1349815,"seed mass","1.699","Pultenaea procumbens"
1349825,"seed mass","39","Themeda triandra"
1349826,"seed shape","ovoid","Eucalyptus microcarpa"
1349826,"dispersal appendage","none","Eucalyptus microcarpa"
1350149,"seed shape","falcate","Patersonia occidentalis"
1350884,"dispersal appendage","none","Eucalyptus obliqua"
1350884,"seed shape","pyramidal","Eucalyptus obliqua"
1350884,"seed shape","sectoroid","Eucalyptus obliqua"
1351218,"seed shape","roughly teardrop shaped","Eucalyptus botryoides"
1351218,"dispersal appendage","pseudo-wing","Eucalyptus botryoides"
1351743,"seed mass","11.244","Hibiscus insularis"
1351845,"seed shape","ovuloid","Alphitonia excelsa"
1352283,"dispersal appendage","aril","Pultenaea benthamii"
1352283,"seed shape","ovoid","Pultenaea benthamii"
1352313,"dispersal appendage","aril","Daviesia buxifolia"
1352313,"seed shape","reniform","Daviesia buxifolia"
1352402,"seed shape","cylindrical","Leiocarpa gatesii"
1352402,"dispersal appendage","pappus","Leiocarpa gatesii"
1352795,"seed mass","6.882","Indigofera australis subsp. australis"
1352877,"seed mass","0.722","Wurmbea dioica"
1352922,"seed mass","1.426","Bulbine bulbosa"
1353130,"seed mass","6.605","Gompholobium huegelii"
1353310,"seed mass","4.2024","Callitris rhomboidea"
1353416,"seed shape","flattened disc","Acacia fasciculifera"
1354099,"seed mass","0.177","Stylidium graminifolium"
1354137,"seed mass","0.214","Stylidium graminifolium"
1355128,"dispersal appendage","wing","Allocasuarina paradoxa"
1355128,"seed shape","pointed samara","Allocasuarina paradoxa"
1355523,"seed mass","0.252","Ixiochlamys cuneifolia"
1355735,"seed mass","0.276","Coronidium oxylepis subsp. lanatum"
1355778,"seed mass","6.6269","Daviesia mimosoides subsp. mimosoides"
1355786,"seed mass","1.165","Austrostipa scabra subsp. falcata"
1355835,"seed mass","0.304","Xerochrysum viscosum"
1355907,"seed mass","0.693","Vittadinia gracilis"
1355951,"seed mass","4.347","Daviesia leptophylla"
1355995,"seed mass","0.738","Vittadinia muelleri"
1356082,"seed mass","1.276","Dillwynia sericea"
1356101,"seed mass","0.127","Stylidium graminifolium"
1356126,"seed shape","ovoid","Plantago varia"
1356126,"seed mass","1.586","Plantago varia"
1356126,"dispersal appendage","none","Plantago varia"
1356190,"seed mass","11.304","Acacia buxifolia subsp. buxifolia"
1356190,"dispersal appendage","aril","Acacia buxifolia subsp. buxifolia"
1356190,"seed shape","ovoid","Acacia buxifolia subsp. buxifolia"
1356234,"seed mass","3.263","Austrostipa densiflora"
1356420,"seed mass","4.9888","Cullen parvum"
1356604,"seed shape","triangular","Xanthorrhoea australis"
1356642,"dispersal appendage","wing","Banksia marginata"
1356642,"seed shape","pointed samara","Banksia marginata"
1356699,"seed shape","rectangular","Indigofera adesmiifolia"
1356699,"seed mass","3.5867","Indigofera adesmiifolia"
1356880,"seed mass","0.801","Vittadinia muelleri"
1356978,"seed shape","elongated ovuloid","Acacia suaveolens"
1356978,"dispersal appendage","aril","Acacia suaveolens"
1357278,"seed shape","sectoroid","Eucalyptus nitida"
1357278,"dispersal appendage","none","Eucalyptus nitida"
1357396,"seed mass","10.566","Nothofagus moorei"
1357411,"seed mass","8.52","Dodonaea viscosa subsp. spatulata"
1357437,"seed shape","elipsoid","Acaena ovina"
1357437,"dispersal appendage","barbs","Acaena ovina"
1357438,"seed mass","3.537","Dodonaea pinifolia"
1357448,"seed mass","7.906","Dodonaea aptera"
1357453,"seed mass","3.443","Dodonaea ptarmicaefolia"
1357471,"seed mass","3.087","Dodonaea pinifolia"
1357477,"seed shape","sectoroid","Ipomoea calobra"
1357480,"seed shape","sectoroid to pyramidal","Eucalyptus baxteri"
1357485,"seed mass","3.291","Dodonaea ptarmicifolia"
1357487,"seed mass","2.3655","Solanum esuriale"
1357487,"seed shape","irregular","Solanum esuriale"
1357487,"dispersal appendage","none","Solanum esuriale"
1357489,"seed mass","3.872","Dodonaea ceratocarpa"
1357497,"seed mass","1.4921","Dodonaea adenophora"
1357504,"seed mass","2.5382","Dodonaea ceratocarpa"
1357513,"seed mass","4.304","Dodonaea hackettiana"
1357515,"seed mass","2.525","Solanum esuriale"
1357518,"seed mass","6.307","Dodonaea viscosa subsp. angustissima"
1357529,"seed mass","5.4485","Dodonaea viscosa subsp. angustissima"
1357535,"seed mass","2.034","Dodonaea stenozyga"
1357535,"seed shape","ovoid","Dodonaea stenozyga"
1357543,"seed mass","1.7741","Dodonaea pinifolia"
1357552,"seed mass","2.243","Dodonaea "
1357850,"seed shape","sectoroid","Ipomoea diamantinensis"
1358017,"seed mass","0.103","Epilobium gunnianum"
1358056,"seed mass","0.32","Luzula australasica subsp. dura"
1358069,"seed shape","cylindrical","Deyeuxia crassiuscula"
1358239,"seed shape","ovoid","Scleranthus singuliflorus"
1358520,"seed mass","0.3011","Poa cookii"
1358703,"dispersal appendage","pappus","Celmisia costiniana"
1358703,"seed shape","terete","Celmisia costiniana"
1358703,"seed mass","0.0752","Celmisia costiniana"
1358703,"dispersal appendage","hairs","Celmisia costiniana"
1358724,"seed mass","0.2598","Aciphylla glacialis"
1358738,"seed mass","1.08","Rytidosperma alpicola"
1358775,"seed mass","1.3848","Agrostis muelleriana"
1358880,"seed mass","2.517","Chionochloa frigida"
1358887,"seed mass","0.1865","Poa hiemata"
1358895,"seed mass","0.0556","Euphrasia collina subsp. diversicolor"
1358905,"seed mass","0.0752","Colobanthus affinis"
1358970,"seed shape","reniform to irregular","Solanum linearifolium"
1358985,"seed mass","0.042","Neopaxia australasica"
1359005,"seed mass","0.441","Craspedia lamicola"
1359037,"seed shape","ovoid","Hovea montana"
1359037,"dispersal appendage","aril","Hovea montana"
1359144,"seed mass","3.384","Uncinia flaccida"
1359233,"seed mass","4.176","Cheiranthera linearis"
1359417,"seed mass","1","Austrostipa scabra subsp. falcata"
1359432,"seed mass","1.889","Rytidosperma erianthum"
1359450,"seed mass","0.568","Vittadinia muelleri"
1359616,"seed mass","1.529","Pimelea curviflora var. sericea"
1359805,"seed mass","19.2914","Banksia oblongifolia"
1360189,"seed mass","0.408","Paquerina scapigera"
1360666,"seed shape","flattened ovoid","Linum marginale"
1360761,"dispersal appendage","none","Eucalyptus lacrimans"
1360761,"seed shape","sectoroid","Eucalyptus lacrimans"
1360832,"seed shape","terete","Olearia rosmarinifolia"
1361002,"seed mass","5.451","Solanum sturtianum"
1361010,"seed mass","5.7727","Solanum sturtianum"
1361240,"seed shape","spherical","Claoxylon australe"
1361240,"seed mass","8.71","Claoxylon australe"
1361307,"dispersal appendage","aril","Acacia lucasii"
1361307,"seed shape","ovuloid","Acacia lucasii"
1361338,"seed shape","ovoid","Acacia costiniana"
1361338,"dispersal appendage","aril","Acacia costiniana"
1361338,"seed mass","13.9381","Acacia costiniana"
1361596,"dispersal appendage","aril","Daviesia suaveolens"
1361596,"seed shape","reniform","Daviesia suaveolens"
1362047,"seed mass","277.709","Cupaniopsis flagelliformis var. australis"
1362213,"seed mass","1.4","Eremaea codonocarpa"
1362399,"seed mass","0.8524","Eremaea beaufortioides var. lachnosanthe"
1362576,"seed mass","0.925","Eremaea dendroidea"
1362892,"seed shape","ovoid samara","Hakea lissosperma"
1362892,"dispersal appendage","wing","Hakea lissosperma"
1362979,"seed mass","0.8429","Eremaea pauciflora var. pauciflora"
1363169,"seed shape","triangular","Brachyscome melanocarpa"
1363169,"seed mass","0.472","Brachyscome melanocarpa"
1363192,"seed mass","2.918","Swainsona affinis"
1363192,"seed shape","cordate","Swainsona affinis"
1363192,"dispersal appendage","none","Swainsona affinis"
1363222,"seed mass","2.236","Swainsona affinis"
1363336,"seed mass","1.0833","Eremaea pauciflora var. calyptra"
1363555,"seed shape","semi-circular","Dissiliaria baloghioides"
1363713,"seed mass","0.2478","Calandrinia balonensis"
1363726,"seed mass","0.187","Calandrinia balonensis"
1363754,"seed mass","0.2472","Calandrinia balonensis"
1363832,"seed mass","0.629","Wurmbea "
1364059,"seed mass","1.4333","Eremaea asterocarpa subsp. histoclada"
1364090,"seed mass","2.75","Eremaea ectadioclada"
1364475,"dispersal appendage","hairs","Austrostipa densiflora"
1364475,"seed shape","terete","Austrostipa densiflora"
1364475,"seed mass","1.654","Austrostipa densiflora"
1364538,"seed shape","ovoid","Arytera foveolata"
1364725,"seed mass","5.041","Callitris oblonga subsp. corangensis"
1364762,"seed mass","0.8259","Actinotus paddisonii"
1365140,"seed mass","162.2752","Styphelia triflora"
1365147,"seed mass","98.897","Melichrus erubescens"
1365268,"seed shape","fusiform to cylindrical","Anisopogon avenaceus"
1365279,"seed shape","horseshoe crab shaped","Petrophile sessilis"
1365279,"dispersal appendage","hairs","Petrophile sessilis"
1365309,"seed mass","0.263","Macgregoria racemigera"
1365642,"seed shape","fusiform","Petrophile pedunculata"
1365642,"dispersal appendage","hairs","Petrophile pedunculata"
1365748,"seed shape","pointed samara","Banksia serrata"
1365748,"dispersal appendage","wing","Banksia serrata"
1365748,"dispersal appendage","wing","Banksia serrata"
1365748,"seed shape","pointed samara","Banksia serrata"
1365839,"seed shape","flattened ovuloid to rectangular","Xanthorrhoea resinosa"
1366114,"seed mass","1.483","Eucalyptus pilularis"
1366449,"dispersal appendage","none","Eucalyptus fraxinoides"
1366449,"seed shape","comma-shaped","Eucalyptus fraxinoides"
1366449,"seed shape","sectoroid","Eucalyptus fraxinoides"
1366792,"seed shape","reniform","Glinus lotoides"
1366792,"dispersal appendage","strophiole","Glinus lotoides"
1366798,"seed shape","fusiform","Digitaria ammophila"
1366798,"seed mass","0.7406","Digitaria ammophila"
1366798,"dispersal appendage","glumes","Digitaria ammophila"
1366804,"dispersal appendage","hairs","Pimelea trichostachya"
1366804,"seed mass","1.116","Pimelea trichostachya"
1366804,"seed shape","conical","Pimelea trichostachya"
1367040,"seed mass","11.1066","Hibiscus insularis"
1367067,"dispersal appendage","awn","Austrostipa mollis"
1367067,"seed shape","fusiform cylindrical","Austrostipa mollis"
1367139,"dispersal appendage","awn","Austrostipa flavescens"
1367139,"seed shape","fusiform cylindrical","Austrostipa flavescens"
1367166,"seed shape","roughly sectoroid","Orthrosanthus multiflorus"
1367311,"dispersal appendage","aril","Acacia enterocarpa"
1367311,"seed shape","ovuloid to rectangular; deformed","Acacia enterocarpa"
1367311,"seed mass","6.069","Acacia enterocarpa"
1367583,"seed mass","2.101","Stackhousia monogyna"
1367675,"seed shape","ovoid-triangular","Isolepis marginata"
1368236,"seed shape","flattened sectoroid","Banksia canei"
1368367,"seed shape","pointed globular","Hybanthus monopetalus"
1369164,"dispersal appendage","curved awn","Centrolepis polygyna"
1369164,"seed shape","cylindrical","Centrolepis polygyna"
1369241,"seed mass","0.5","Coprosma moorei"
1369255,"seed mass","0.0867","Campynema lineare"
1369686,"dispersal appendage","pappus","Coronidium waddelliae"
1369686,"seed shape","terete","Coronidium waddelliae"
1369698,"seed mass","3.43","Gompholobium huegelii"
1369707,"seed mass","1.58","Sphaerolobium minus"
1369863,"seed shape","pyramidal","Haloragis aspera"
1369863,"dispersal appendage","bristles","Haloragis aspera"
1369934,"seed mass","0.4531","Anthocercis anisantha subsp. collina"
1369990,"seed shape","roughly ovoid","Eucalyptus calcareana"
1369990,"seed shape","pyramidal","Eucalyptus calcareana"
1370103,"seed shape","rhomboid to ovuloid","Acacia calamifolia"
1370103,"dispersal appendage","aril","Acacia calamifolia"
1370159,"seed mass","1.528","Burchardia umbellata"
1370384,"seed shape","flattened ovoid","Eucalyptus albopurpurea"
1371139,"seed mass","1.3866","Ptilotus nobilis subsp. nobilis"
1371143,"seed mass","1.57","Caesia calliantha"
1371207,"seed shape","rectangular to sigmoidal","Lophostemon confertus"
1371218,"seed mass","42.378","Stenanthera pinifolia"
1371479,"dispersal appendage","spines","Sclerolaena ventricosa"
1371479,"seed shape","rectangular","Sclerolaena ventricosa"
1371500,"seed mass","0.025","Mitrasacme polymorpha"
1371519,"seed mass","1.103","Patersonia sericea var. longifolia"
1371527,"seed mass","4.853","Sclerolaena lanicuspis"
1371527,"dispersal appendage","hairs","Sclerolaena lanicuspis"
1371527,"dispersal appendage","spines","Sclerolaena lanicuspis"
1371590,"seed mass","0.0613","Xyris operculata"
1371599,"seed mass","1.304","Hybanthus monopetalus"
1371684,"seed mass","21.95","Maireana georgei"
1371693,"seed mass","4.233","Acacia tetragonophylla"
1371714,"seed shape","pyramidal","Calotis plumulifera"
1371714,"dispersal appendage","spines","Calotis plumulifera"
1371865,"seed mass","1.888","Stirlingia tenuifolia"
1371901,"seed mass","2.586","Conospermum taxifolium"
1371912,"dispersal appendage","persistent floral parts","Ptilotus leucocoma"
1371935,"seed shape","reniform","Stenopetalum nutans"
1371975,"seed mass","0.378","Laxmannia gracilis"
1372074,"seed mass","4.496","Tricoryne elatior"
1372262,"seed shape","ovuloid","Acacia difformis"
1372262,"seed mass","72.254","Acacia difformis"
1372262,"dispersal appendage","aril","Acacia difformis"
1372341,"seed shape","reniform","Philotheca ciliata"
1372341,"dispersal appendage","strophiole","Philotheca ciliata"
1372445,"seed shape","flattened ovuloid","Trachymene ochracea"
1372460,"seed shape","spherical","Dodonaea petiolaris"
1372977,"seed shape","flattened ovuloid","Archidendropsis basaltica"
1372977,"dispersal appendage","none","Archidendropsis basaltica"
1372991,"dispersal appendage","bristles","Brachyscome smithwhitei"
1372991,"seed shape","spoon-shaped","Brachyscome smithwhitei"
1373126,"seed mass","2.1","Sclerolaena calcarata"
1373126,"seed shape","irregular","Sclerolaena calcarata"
1373202,"dispersal appendage","hairs","Cymbopogon obtectus"
1373202,"seed shape","irregular","Cymbopogon obtectus"
1373202,"dispersal appendage","awn","Cymbopogon obtectus"
1373211,"seed mass","3.3254","Isotropis centralis"
1373377,"seed shape","cuneate","Lepidium oxytrichum"
1373391,"seed shape","ovuloid","Stenopetalum velutinum"
1373474,"seed shape","ovoid","Eragrostis dielsii"
1373715,"seed shape","flattened disc","Velleia glabrata"
1373715,"dispersal appendage","wing","Velleia glabrata"
1374002,"seed shape","reniform","Eriostemon australasius"
1374002,"dispersal appendage","aril","Eriostemon australasius"
1374851,"seed mass","3.378","Sclerolaena lanicuspis"
1374878,"seed shape","flattened disc","Velleia connata"
1374878,"dispersal appendage","wing","Velleia connata"
1374989,"seed mass","0.3784","Beaufortia schaueri"
1374989,"seed shape","sectoroid","Beaufortia schaueri"
1375001,"seed shape","ovoid","Acacia aneura var. major"
1375001,"seed mass","8.706","Acacia aneura var. major"
1375001,"dispersal appendage","aril","Acacia aneura var. major"
1375033,"dispersal appendage","bristles","Actinotus paddisonii"
1375033,"seed shape","two-lobed disc","Actinotus paddisonii"
1375267,"seed mass","0.3825","Euryomyrtus ramosissima subsp. ramosissima"
1375699,"seed mass","46.345","Abrophyllum ornans"
1375934,"seed mass","0.611","Libertia pulchella"
1376115,"dispersal appendage","none","Eucalyptus luculenta"
1376115,"seed shape","ovoid","Eucalyptus luculenta"
1376585,"seed mass","6.7323","Hakea trineura"
1376742,"seed shape","ovoid","Psychotria loniceroides"
1376742,"dispersal appendage","none","Psychotria loniceroides"
1376742,"seed mass","9.9","Psychotria loniceroides"
1376791,"seed mass","85.81","Ripogonum discolor"
1376791,"dispersal appendage","none","Ripogonum discolor"
1376791,"seed shape","sectoroid","Ripogonum discolor"
1376862,"seed mass","14.2768","Wrightia pubescens subsp. pubescens"
1377113,"seed mass","0.0452","Osbeckia australiana"
1377532,"seed mass","3.9988","Xanthostemon paradoxus"
1377791,"dispersal appendage","persistent funicle","Canavalia papuana"
1377791,"seed shape","ovoid","Canavalia papuana"
1377856,"seed mass","1.594","Allocasuarina muelleriana subsp. notocolpica"
1377870,"seed mass","9.096","Callitris gracilis"
1377891,"seed shape","sectoroid samara","Hakea prostrata"
1377891,"dispersal appendage","wing","Hakea prostrata"
1378084,"seed shape","ovoid","Hibbertia scandens"
1378084,"seed mass","7.1267","Hibbertia scandens"
1378285,"seed shape","curved cylindrical","Gymnanthera oblonga"
1378606,"seed mass","0.048","Lophostemon lactifluus"
1378676,"seed shape","sectoroid","Hibiscus arnhemensis"
1378676,"dispersal appendage","scales","Hibiscus arnhemensis"
1379296,"seed mass","11.0682","Hakea teretifolia"
1379308,"seed mass","52.9756","Hakea gibbosa"
1379308,"seed shape","sectoroid","Hakea gibbosa"
1379308,"dispersal appendage","wing","Hakea gibbosa"
1379505,"seed mass","1.4195","Eucalyptus kessellii subsp. kessellii"
1380270,"seed mass","2.2893","Carex iynx"
1380270,"seed shape","trigonal","Carex iynx"
1380278,"seed mass","20.2687","Hakea dactyloides"
1380388,"seed mass","1.744","Commersonia bartramia"
