species_name,species_name_current,photosynthetic pathway,Authority,k=Kranz n=non-Kranz,d13C value,d13C_replicates,Other evidence,Reference,genus_name,Species sampled,Notes,excluded_names
Triodia fissura,Triodia fissura,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia fitzgeraldii,Triodia fitzgeraldii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia helmsii,Triodia helmsii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia hubbardii,Triodia hubbardii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia inaequiloba,Triodia inaequiloba,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia integra,Triodia integra,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia intermedia,Triodia intermedia,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia inutilis,Triodia inutilis,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia irritans,Triodia irritans,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia lanata,Triodia lanata,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia lanigera,Triodia lanigera,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia latzii,Triodia latzii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia longiceps,Triodia longiceps,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia longiloba,Triodia longiloba,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia longipalea,Triodia longipalea,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia marginata,Triodia marginata,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia melvillei,Triodia melvillei,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia microstachya,Triodia microstachya,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia mitchellii,Triodia mitchellii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia molesta,Triodia molesta,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia pascoeana,Triodia pascoeana,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia plectrachnoides,Triodia plectrachnoides,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia plurinervata,Triodia plurinervata,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia procera,Triodia procera,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia prona,Triodia prona,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia pungens,Triodia pungens,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia racemigera,Triodia racemigera,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia radonensis,Triodia radonensis,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia rigidissima,Triodia rigidissima,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia roscida,Triodia roscida,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia salina,Triodia salina,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia scariosa,Triodia scariosa,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia schinzii,Triodia schinzii,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia secunda,Triodia secunda,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia spicata,Triodia spicata,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia stenostachya,Triodia stenostachya,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia tomentosa,Triodia tomentosa,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia triaristata,Triodia triaristata,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia triticoides,Triodia triticoides,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia uniaristata,Triodia uniaristata,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia vella,Triodia vella,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Triodia wiseana,Triodia wiseana,C4,Triodia R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triodia,"Triodia basedowii Pritzel, Triodia clelandii N.T. Burbidge, Triodia concinna N.T. Burbidge, Triodia hubbardii N.T. Burbidge, Triodia irritans R. Br., Triodia longiceps J.M. Black, Triodia marginata N.T. Burbidge, Triodia pungens R. Br., Triodia racemigera Gardner, Triodia secunda N.T. Burbidge, Triodia spicata N.T. Burbidge",NA,
Tripogon loliiformis,Tripogon loliiformis,C4,Tripogon Roem. & Schult.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Tripogon,"Tripogon loliiformis (Muell.) Hubbard, Tripogon minimus (A.Rich.) Hochst. ex Steud.",NA,
Triraphis mollis,Triraphis mollis,C4,Triraphis R.Br.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Triraphis,"Triraphis mollis R. Br., Triraphis pumilio R.Br.",NA,
Trisetum spicatum,Trisetum spicatum,C3,Trisetum Pers.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Trisetum,"Trisetum pumilum (Desf.) Kunth (= Lophochloa pumila (Desf.) Bor), Trisetum spicatum (L.) Richter, Trisetum flavescens (L.) P.Beauv., Trisetum altijugum (Fourn.) Scribn. (Peyritschia), Trisetum kochianum I. Holz. T. (Peyritschia)",NA,
Trisetum spicatum subsp. australiense,Trisetum spicatum subsp. australiense,C3,Trisetum Pers.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Trisetum,"Trisetum pumilum (Desf.) Kunth (= Lophochloa pumila (Desf.) Bor), Trisetum spicatum (L.) Richter, Trisetum flavescens (L.) P.Beauv., Trisetum altijugum (Fourn.) Scribn. (Peyritschia), Trisetum kochianum I. Holz. T. (Peyritschia)",NA,
Uranthoecium truncatum,Uranthoecium truncatum,C4,Uranthoecium Stapf,NA,NA,,NA,Watson & Dallwitz (1992 onwards),Uranthoecium,Uranthoecium truncatum (Maiden & Betche) Stapf,NA,
Urochloa argentea,Urochloa argentea,C4,Urochloa Beauv.,NA,NA,,NA,Metcalfe (1960); Watson & Dallwitz (1992 onwards),Urochloa,"Urochloa decumbens (Stapf) Webster, Urochloa foliosa (R.Br.) Webster, Urochloa mosambicensis (Hackel) Dandy (=Urochloa pullulans Stapf), Urochloa glumaris (Trin.) Veldkamp (= Brachiaria paspaloides (J.Presl) C.E.Hubb.)",NA,
