Species,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Modern/Historic,Replicate,Root (g),Totalshoot (g),Totalplant,Roottoshoot
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,10,0.02,0.27029,0.29029,0.073994598
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,31,0.01,0.1003,0.1103,0.099700897
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,21,0.03,0.09008,0.12008,0.3330373
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,33,0.03,0.04009,0.07009,0.748316288
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,6,0.01,0.06,0.07,0.166666667
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,19,0.01,0.29055,0.30055,0.034417484
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,9,0.42,1.33053,1.75053,0.315663683
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,5,0.19,1.06081,1.25081,0.179108417
Acacia chinchillensis,09/01/09,26 45 19 S,150 37 42 E,-26.7553,150.6283,site_at_26.7553_S_and_150.6283_E,Modern,25,0.07,0.20046,0.27046,0.349196847
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,30,0.66,1.8748,2.5348,0.352037551
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,25,0.09,0.2332,0.3232,0.38593482
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,20,1.23,3.3323,4.5623,0.369114425
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,15,0.06,0.2956,0.3556,0.202976996
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,7,0.19,1.0109,1.2009,0.18795133
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,38,0.27,1.0364,1.3064,0.260517175
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,13,0.47,1.6348,2.1048,0.287496942
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,34,0.12,0.3734,0.4934,0.321371184
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,9,0.16,0.41901,0.57901,0.381852462
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,27,1.54,3.1068,4.6468,0.49568688
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,33,0.55,1.839,2.389,0.299075585
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,5,0.82,2.0823,2.9023,0.393795322
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,26,0.68,2.3213,3.0013,0.292939301
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,28,0.91,2.0916,3.0016,0.435073628
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,36,0.02,0.173,0.193,0.115606936
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,6,0.6,1.3996,1.9996,0.428693913
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,37,0.67,2.3244,2.9944,0.288246429
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,24,0.77,1.8609,2.6309,0.413778279
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,1,0.66,2.2673,2.9273,0.291095135
Acacia concurrens,11/25/84,27 32 00 S,152 08 00 E,-27.5333,152.1333,site_at_27.5333_S_and_152.1333_E,Historic,31,0.06,0.268,0.328,0.223880597
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,25,1.17,3.4682,4.6382,0.337350787
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,36,0.35,1.4796,1.8296,0.236550419
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,4,0.3,1.1386,1.4386,0.263481468
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,34,0.86,3.6267,4.4867,0.237130173
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,24,1.73,4.3645,6.0945,0.396379883
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,37,1.01,3.6143,4.6243,0.279445536
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,15,0.22,1.1836,1.4036,0.185873606
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,32,1.67,4.5921,6.2621,0.363668039
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,2,0.17,0.8644,1.0344,0.196668209
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,9,0.04,0.27,0.31,0.148148148
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,1,0.87,3.498,4.368,0.248713551
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,35,0.22,0.9935,1.2135,0.221439356
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,16,0.88,2.8993,3.7793,0.30352154
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,8,0.79,3.0019,3.7919,0.263166661
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,17,0.17,0.5918,0.7618,0.287259209
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,23,1.41,3.3296,4.7396,0.423474291
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,14,1.12,2.9396,4.0596,0.381004218
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,26,0.06,0.3583,0.4183,0.167457438
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,7,0.68,2.9678,3.6478,0.229125952
Acacia concurrens,12/01/16,26 38 60 S,153 04 00 E,-26.65,153.0667,site_at_26.6500_S_and_153.0667_E,Modern,28,0.19,0.9961,1.1861,0.190743901
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,13,0.1,0.5479,0.6479,0.182515057
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,29,0.23,0.5907,0.8207,0.389368546
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,33,0.24,0.7694,1.0094,0.311931375
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,20,0.3,0.7504,1.0504,0.39978678
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,17,0.19,0.6908,0.8808,0.275043428
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,15,0.25,0.832,1.082,0.300480769
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,9,0.21,0.6077,0.8177,0.345565246
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,11,0.18,0.7485,0.9285,0.240480962
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,10,0.17,1.0149,1.1849,0.167504188
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,8,0.14,0.5081,0.6481,0.275536312
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,7,0.01,0.1574,0.1674,0.063532402
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,40,0.19,0.6692,0.8592,0.2839211
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,22,0.19,0.8188,1.0088,0.232046898
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,23,0.28,1.0092,1.2892,0.277447483
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,35,0.07,0.1784,0.2484,0.392376682
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,25,0.29,1.1582,1.4482,0.250388534
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,12,0.32,1.1007,1.4207,0.290724085
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,4,0.14,0.3529,0.4929,0.39671295
Acacia cultriformis,11/22/84,29 00 00 S,151 30 00 E,-29,151.5000,site_at_29.0000_S_and_151.5000_E,Historic,19,0.06,0.1289,0.1889,0.465477114
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,27,0.24,0.8998,1.1398,0.266725939
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,26,0.06,1.1425,1.2025,0.052516411
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,3,0.22,0.9197,1.1397,0.239208438
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,18,0.18,0.6781,0.8581,0.265447574
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,7,0.17,0.4964,0.6664,0.342465753
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,4,0.01,0.1807,0.1907,0.055340343
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,32,0.53,1.7229,2.2529,0.307620872
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,33,0.04,0.1658,0.2058,0.241254524
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,20,0.49,1.6924,2.1824,0.289529662
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,28,0.22,0.9867,1.2067,0.22296544
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,15,0.22,0.6408,0.8608,0.343320849
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,10,0.38,1.0557,1.4357,0.359950744
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,14,0.17,0.5339,0.7039,0.318411688
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,23,0.27,0.0414,0.3114,6.52173913
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,24,0.31,1.0896,1.3996,0.284508076
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,37,0.03,0.2351,0.2651,0.127605274
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,9,0.03,0.1181,0.1481,0.254022015
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,5,0.07,0.2262,0.2962,0.309460654
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,8,0.13,0.3596,0.4896,0.361512792
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,2,0.24,0.8817,1.1217,0.272201429
Acacia cultriformis,11/06/17,29 00 59 S,151 30 14 E,-29.0164,151.5039,site_at_29.0164_S_and_151.5039_E,Modern,10,0.35,1.4488,1.7988,0.241579238
Acacia dealbata,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,Historic,14,1.06,3.7201,4.7801,0.284938577
Acacia dealbata,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,Historic,13,0.87,3.53,4.4,0.246458924
Acacia dealbata,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,Historic,11,3.46,11.6002,15.0602,0.298270719
Acacia dealbata,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,Historic,7,0.08,0.01,0.09,8
Acacia dealbata,02/25/86,42 17 00 S,146 37 00 E,-42.2833,146.6167,site_at_42.2833_S_and_146.6167_E,Historic,10,2.71,8.6501,11.3601,0.313291176
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,15,4.15,9.1701,13.3201,0.452557769
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,4,1.38,3.1603,4.5403,0.436667405
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,17,0.01,0.1102,0.1202,0.090744102
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,6,3.55,9.3301,12.8801,0.380488955
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,2,3.19,11.6401,14.8301,0.274052628
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,5,0.96,3.2308,4.1908,0.297140027
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,9,3.69,11.4905,15.1805,0.321134851
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,12,2.22,7.8101,10.0301,0.284247321
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,3,,0.01,0.01,
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,14,1.71,4.8906,6.6006,0.34965035
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,10,2.03,5.5704,7.6004,0.364426253
Acacia dealbata,01/26/18,42 16 55 S,146 37 09 E,-42.2819,146.6192,site_at_42.2819_S_and_146.6192_E,Modern,13,2.05,7.5501,9.6001,0.271519583
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,9,5.21,7.28101,12.49101,0.715560067
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,37,3.69,11.37093,15.06093,0.324511715
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,36,5.13,13.02057,18.15057,0.393991968
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,15,1.01,5.35063,6.36063,0.188762819
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,5,4.15,12.03032,16.18032,0.34496173
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,29,3.86,13.66066,17.52066,0.282563214
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,27,0.51,1.73071,2.24071,0.294676751
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,30,2.38,6.56068,8.94068,0.362767274
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,24,0.32,1.28073,1.60073,0.249857503
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,32,0.35,1.15059,1.50059,0.304191762
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,11,0.57,1.58046,2.15046,0.360654493
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,3,0.94,3.43058,4.37058,0.274006145
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,19,0.56,1.32139,1.88139,0.423796154
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,2,2.52,8.4514,10.9714,0.29817545
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,8,3.16,10.00077,13.16077,0.31597567
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,12,0.42,2.3408,2.7608,0.179425837
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,17,2.75,10.39115,13.14115,0.264648282
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,6,4.58,10.05059,14.63059,0.455694641
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,38,7.43,11.27043,18.70043,0.659247251
Acacia deanei,06/27/84,34 42 30 S,146 35 30 E,-34.7083,146.5917,site_at_34.7083_S_and_146.5917_E,Historic,21,4.11,9.0414,13.1514,0.454575619
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,35,6.15,26.22084,32.37084,0.234546262
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,9,6.5,15.50037,22.00037,0.419344829
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,26,1.93,8.21062,10.14062,0.23506142
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,17,2.89,10.28091,13.17091,0.281103521
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,23,5.54,10.72083,16.26083,0.516751035
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,1,4.28,13.38098,17.66098,0.319856991
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,39,3.54,9.77079,13.31079,0.362304379
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,14,0.82,3.49066,4.31066,0.234912595
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,20,3.33,12.10116,15.43116,0.275180231
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,27,3.76,16.81119,20.57119,0.22366055
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,30,8.66,20.52043,29.18043,0.422018447
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,7,3.03,8.99074,12.02074,0.337013416
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,16,3.09,11.18072,14.27072,0.276368606
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,12,5.18,14.14086,19.32086,0.366314354
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,3,1.2,7.34049,8.54049,0.163476825
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,10,5.92,15.98023,21.90023,0.370457747
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,21,3.13,9.33072,12.46072,0.335451069
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,2,2.57,5.79055,8.36055,0.44382658
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,6,4.82,18.00046,22.82046,0.267770935
Acacia deanei,11/23/17,34 44 07 S,146 34 11 E,-34.7353,146.5697,site_at_34.7353_S_and_146.5697_E,Modern,18,4.41,17.47134,21.88134,0.252413381
Acacia georgensis,12/14/84,36 39 00 S,149 54 00 E,-36.65,149.9000,site_at_36.6500_S_and_149.9000_E,Historic,10,3.8373,4.0593,7.8966,0.945310768
Acacia georgensis,12/14/84,36 39 00 S,149 54 00 E,-36.65,149.9000,site_at_36.6500_S_and_149.9000_E,Historic,5,3.9821,4.1458,8.1279,0.960514255
Acacia georgensis,12/14/84,36 39 00 S,149 54 00 E,-36.65,149.9000,site_at_36.6500_S_and_149.9000_E,Historic,29,5.5532,9.78376,15.33696,0.567593645
Acacia georgensis,12/14/84,36 39 00 S,149 54 00 E,-36.65,149.9000,site_at_36.6500_S_and_149.9000_E,Historic,15,4.091,5.3863,9.4773,0.759519522
Acacia georgensis,12/20/16,36 39 34 S,149 54 20 E,-36.6594,149.9056,site_at_36.6594_S_and_149.9056_E,Modern,7,3.9327,4.771,8.7037,0.824292601
Acacia georgensis,12/20/16,36 39 34 S,149 54 20 E,-36.6594,149.9056,site_at_36.6594_S_and_149.9056_E,Modern,5,4.0677,4.6701,8.7378,0.871009186
Acacia georgensis,12/20/16,36 39 34 S,149 54 20 E,-36.6594,149.9056,site_at_36.6594_S_and_149.9056_E,Modern,15,3.7846,3.7376,7.5222,1.012574914
Acacia georgensis,12/20/16,36 39 34 S,149 54 20 E,-36.6594,149.9056,site_at_36.6594_S_and_149.9056_E,Modern,14,,4.0809,4.0809,0
Acacia georgensis,12/20/16,36 39 34 S,149 54 20 E,-36.6594,149.9056,site_at_36.6594_S_and_149.9056_E,Modern,34,3.924,4.8442,8.7682,0.810040874
Acacia georgensis,12/20/16,36 39 34 S,149 54 20 E,-36.6594,149.9056,site_at_36.6594_S_and_149.9056_E,Modern,39,5.3481,8.72498,14.07308,0.612964156
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,37,0.2,0.5894,0.7894,0.33932813
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,34,0.04,0.0602,0.1002,0.664451827
Acacia hakeoides,12/02/84,30 37 00 S,149 17 00 E,-30.6167,149.2833,site_at_30.6167_S_and_149.2833_E,Historic,19,0.61,1.479,2.089,0.412440838
