Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Replicate,Seed Length (mm),Seed Width (mm),Seed Depth (mm) ,Length transformed,Width transformed,Depth transformed,Sum,Variance
Corymbia gummifera,Historic,1/21/1986,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,42,6.69,1.81,1.85,1,0.270553064,0.276532138,10.35,0.117281592
Corymbia gummifera,Historic,1/21/1986,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,43,6.99,2.44,1.28,1,0.3490701,0.183118741,10.71,0.124282731
Corymbia gummifera,Historic,1/21/1986,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,44,6.63,2.23,1.47,1,0.336349925,0.221719457,10.33,0.11769913
Corymbia gummifera,Historic,1/21/1986,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,45,6.7,1.7,2.1,1,0.253731343,0.313432836,10.5,0.114650627
Corymbia gummifera,Historic,1/21/1986,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,46,8.09,2.34,2.21,1,0.289245983,0.273176761,12.64,0.114855724
Corymbia gummifera,Historic,1/21/1986,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,47,7.56,2.57,1.08,1,0.33994709,0.142857143,11.21,0.134356463
Corymbia gummifera,Historic,1/21/1986,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,48,6.68,2.08,1.36,1,0.311377246,0.203592814,10.12,0.124453687
Corymbia gummifera,Historic,1/21/1986,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,49,8.4,1.57,1.85,1,0.186904762,0.220238095,11.82,0.141140401
Corymbia gummifera,Historic,1/21/1986,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,50,4.68,2.72,1.51,1,0.581196581,0.322649573,8.91,0.077894051
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,1,5.55,2.03,1.84,1,0.365765766,0.331531532,9.42,0.094475016
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,2,4.6,2.61,1.56,1,0.567391304,0.339130435,8.77,0.075111321
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,3,5.53,2.16,1.46,1,0.390596745,0.264014467,9.15,0.103230012
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,4,5.95,2.12,1.89,1,0.356302521,0.317647059,9.96,0.09793847
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,5,5.06,1.67,2.19,1,0.330039526,0.432806324,8.92,0.086790746
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,6,6.59,2.23,0.97,1,0.338391502,0.147192716,9.79,0.133507005
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,7,6.01,2.4,1.35,1,0.399334443,0.224625624,9.76,0.110280856
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,8,5.09,1.41,1.94,1,0.277013752,0.381139489,8.44,0.101837735
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,9,5.69,2.17,1.1,1,0.381370826,0.193321617,8.96,0.118754953
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,10,4.59,2.27,1.14,1,0.494553377,0.248366013,8,0.097893129
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,11,5.11,1.62,1.71,1,0.31702544,0.334637965,8.44,0.101052343
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,12,5.61,1.86,2.25,1,0.331550802,0.401069519,9.72,0.090041656
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,13,4.76,1.58,1.97,1,0.331932773,0.413865546,8.31,0.088508933
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,14,4.45,2.13,1.23,1,0.478651685,0.276404494,7.81,0.09292205
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,15,5.25,2.25,1.27,1,0.428571429,0.241904762,8.77,0.104009272
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,16,6.11,1.88,1.93,1,0.307692308,0.315875614,9.92,0.105264787
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,17,5.89,2.54,1.27,1,0.431239389,0.215619694,9.7,0.109470328
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,18,6.19,2.1,2.16,1,0.339256866,0.348949919,10.45,0.095615739
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,19,5.46,1.89,2.1,1,0.346153846,0.384615385,9.45,0.08974359
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,20,4.63,2.86,1.56,1,0.617710583,0.336933045,9.05,0.073848779
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,21,5.36,2.43,1.07,1,0.453358209,0.199626866,8.86,0.111532666
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,22,6.21,1.56,1.99,1,0.251207729,0.320450886,9.76,0.114141275
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,23,6.21,2.3,0.64,1,0.37037037,0.103059581,9.15,0.141376738
Corymbia gummifera,Modern,2/27/2018,33 13 00 S,150 34 00 E,-33.2167,150.5667,site_at_33.2167_S_and_150.5667_E,24,4.79,1.66,1.95,1,0.346555324,0.407098121,8.4,0.086909779
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,25,5.07,1.49,1.74,1,0.293885602,0.343195266,8.3,0.103602383
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,26,6.03,1.71,2.15,1,0.28358209,0.35655058,9.89,0.103622909
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,27,3.65,3.18,1.35,1,0.871232877,0.369863014,8.18,0.073891704
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,28,4.58,1.53,1.33,1,0.334061135,0.290393013,7.44,0.10543595
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,29,4.21,1.81,1.96,1,0.429928741,0.465558195,7.98,0.067986527
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,30,5.77,2.09,1.73,1,0.362218371,0.29982669,9.59,0.100100088
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,31,4.76,1.59,1.79,1,0.334033613,0.37605042,8.14,0.092732191
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,32,6.81,1.76,1.17,1,0.258443465,0.171806167,9.74,0.138146349
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,33,5.44,2.66,1.29,1,0.488970588,0.237132353,9.39,0.100726734
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,34,4.89,1.31,2.12,1,0.267893661,0.433537832,8.32,0.09825523
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,35,5.9,1.91,1.69,1,0.323728814,0.286440678,9.5,0.107544448
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,36,6.03,1.16,1.68,1,0.192371476,0.278606965,8.87,0.131123145
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,37,6.1,2.36,0.74,1,0.386885246,0.121311475,9.2,0.135392517
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,38,6.17,1.79,1.19,1,0.290113452,0.19286872,9.15,0.129428484
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,39,4.23,2.31,0.91,1,0.546099291,0.215130024,7.45,0.10350971
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,40,3.96,1.64,2.07,1,0.414141414,0.522727273,7.67,0.064756714
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,41,5.28,1.88,1.75,1,0.356060606,0.331439394,8.91,0.095804159
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,42,5.51,1.77,1.88,1,0.32123412,0.341197822,9.16,0.09946022
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,43,5.61,1.54,1.65,1,0.274509804,0.294117647,8.8,0.113887821
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,44,6.41,1.51,1.71,1,0.235569423,0.266770671,9.63,0.124772542
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,45,6,1.55,1.88,1,0.258333333,0.313333333,9.43,0.113845062
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,46,4.56,1.81,1.22,1,0.396929825,0.26754386,7.59,0.101880707
Corymbia gummifera,Modern,2/27/2018,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,47,4.79,2.45,0.98,1,0.511482255,0.204592902,8.22,0.107278124
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,1,3.28,1.51,1.87,1,0.460365854,0.570121951,6.66,0.054227394
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,3.5,1.71,1.68,1,0.488571429,0.48,6.89,0.059114739
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,3,3.88,1.59,1.66,1,0.409793814,0.427835052,7.13,0.075115728
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,4,3.76,1.54,1.65,1,0.409574468,0.438829787,6.95,0.07381891
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,3.78,1.62,1.77,1,0.428571429,0.468253968,7.17,0.06787324
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,6,3.71,1.51,2.02,1,0.407008086,0.544474394,7.24,0.064226664
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,7,4.12,1.75,1.95,1,0.424757282,0.473300971,7.82,0.067852505
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,8,3.92,1.66,2.08,1,0.423469388,0.530612245,7.66,0.062688
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,9,3.55,1.57,1.99,1,0.442253521,0.56056338,7.11,0.057575878
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,10,3.7,1.61,2,1,0.435135135,0.540540541,7.31,0.060142846
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,11,3.38,1.75,1.76,1,0.517751479,0.520710059,6.89,0.051365693
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,12,3.86,1.63,1.94,1,0.422279793,0.502590674,7.43,0.065291835
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,4.15,1.86,1.9,1,0.448192771,0.457831325,7.91,0.066503443
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,14,3.68,1.72,2,1,0.467391304,0.543478261,7.4,0.055319261
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,15,3.47,1.67,1.69,1,0.481268012,0.4870317,6.83,0.059139175
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,3.74,1.8,1.89,1,0.481283422,0.505347594,7.43,0.057147442
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,17,3.91,1.74,1.76,1,0.445012788,0.450127877,7.41,0.067821813
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,18,3.49,1.64,1.79,1,0.46991404,0.512893983,6.92,0.057790075
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,19,3.75,1.74,1.66,1,0.464,0.442666667,7.15,0.066485728
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,20,3.35,1.61,2.01,1,0.480597015,0.6,6.97,0.049337393
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,21,3.37,1.72,1.85,1,0.510385757,0.548961424,6.94,0.04940511
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,22,3.96,1.68,1.98,1,0.424242424,0.5,7.62,0.065248444
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,23,3.74,1.99,1.88,1,0.532085561,0.502673797,7.61,0.051904703
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,24,3.5,1.78,2.05,1,0.508571429,0.585714286,7.33,0.046565079
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,25,3.4,1.54,1.9,1,0.452941176,0.558823529,6.84,0.056124567
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,26,3.95,1.65,2.09,1,0.417721519,0.529113924,7.69,0.063687799
Crowea exalata,Historic,12/2/1984,33 27 23 S,150 43 05 E,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,27,3.79,1.66,2.2,1,0.437994723,0.580474934,7.65,0.056905758
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,28,3.97,1.51,2.16,1,0.380352645,0.544080605,7.64,0.068736909
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,29,3.5,1.77,1.93,1,0.505714286,0.551428571,7.2,0.049736054
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,30,3.84,1.73,1.86,1,0.450520833,0.484375,7.43,0.063215844
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,31,3.6,1.61,1.77,1,0.447222222,0.491666667,6.98,0.062882373
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,32,3.73,1.65,1.76,1,0.442359249,0.471849866,7.14,0.065641719
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,33,3.41,1.79,1.78,1,0.524926686,0.521994135,6.98,0.050465873
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,34,3.49,1.68,1.84,1,0.481375358,0.52722063,7.01,0.054954849
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,35,3.42,1.64,1.63,1,0.479532164,0.476608187,6.69,0.060537145
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,36,3.81,1.76,1.93,1,0.461942257,0.50656168,7.5,0.059442045
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,37,4.08,1.48,2.14,1,0.362745098,0.524509804,7.7,0.073150284
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,38,3.64,1.7,2,1,0.467032967,0.549450549,7.34,0.054871258
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,39,3.8,1.61,1.8,1,0.423684211,0.473684211,7.21,0.067960911
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,40,4.01,1.64,1.98,1,0.408977556,0.493765586,7.63,0.068085536
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,41,3.72,1.73,1.88,1,0.465053763,0.505376344,7.33,0.059160661
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,42,3.7,1.67,1.81,1,0.451351351,0.489189189,7.18,0.062597192
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,43,3.68,1.71,1.695,1,0.464673913,0.460597826,7.085,0.064171704
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,44,3.49,1.48,1.52,1,0.424068768,0.435530086,6.49,0.072272714
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,45,3.67,1.39,1.74,1,0.378746594,0.474114441,6.8,0.074622938
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,46,3.63,1.53,1.88,1,0.421487603,0.517906336,7.04,0.064043052
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,47,3.93,1.56,1.97,1,0.396946565,0.501272265,7.46,0.069254072
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,48,3.77,1.7,1.9,1,0.450928382,0.50397878,7.37,0.061147893
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,49,3.72,1.53,1.68,1,0.411290323,0.451612903,6.93,0.072103711
Crowea exalata,Historic,12/2/1984,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,50,3.81,1.62,1.95,1,0.42519685,0.511811024,7.38,0.064025461
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,1,3.51,4.84,1.95,1,1.378917379,0.555555556,10.3,0.113225993
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,2,3.77,1.63,1.78,1,0.432360743,0.472148541,7.18,0.066936062
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,3,3.96,1.73,2.08,1,0.436868687,0.525252525,7.77,0.061145971
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,4,3.58,1.85,2,1,0.516759777,0.558659218,7.43,0.047784263
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,5,4.01,1.68,1.99,1,0.418952618,0.496259352,7.68,0.066371892
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,6,4.16,1.82,1.96,1,0.4375,0.471153846,7.94,0.066357454
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,7,3.87,1.63,2.12,1,0.42118863,0.547803618,7.62,0.061726169
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,8,4.24,1.66,1.93,1,0.391509434,0.455188679,7.83,0.074570577
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,9,3.76,1.95,1.93,1,0.518617021,0.513297872,7.64,0.052070759
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,10,3.51,1.58,1.74,1,0.45014245,0.495726496,6.83,0.062079222
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,11,4.05,1.74,2.04,1,0.42962963,0.503703704,7.83,0.064124371
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,12,3.84,1.61,2.09,1,0.419270833,0.544270833,7.54,0.062284493
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,13,3.79,1.63,1.85,1,0.430079156,0.488126649,7.27,0.065577068
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,14,4.09,1.55,1.86,1,0.378973105,0.454767726,7.5,0.07652194
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,15,3.98,1.91,1.97,1,0.479899497,0.494974874,7.86,0.058420242
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,16,4.08,1.8,2.01,1,0.441176471,0.492647059,7.89,0.063593329
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,17,4.01,1.82,1.71,1,0.453865337,0.426433915,7.54,0.069777067
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,18,3.57,1.58,1.62,1,0.442577031,0.453781513,6.77,0.067688949
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,19,3.89,1.72,1.99,1,0.442159383,0.511568123,7.6,0.061618825
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,20,3.74,1.71,2.05,1,0.457219251,0.548128342,7.5,0.056340378
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,21,3.79,1.44,1.74,1,0.37994723,0.459102902,6.97,0.075922303
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,22,3.42,1.35,1.99,1,0.394736842,0.581871345,6.76,0.064021598
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,23,3.77,1.78,2.1,1,0.472148541,0.557029178,7.65,0.053561671
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,24,3.71,1.69,2.07,1,0.455525606,0.557951482,7.47,0.055816702
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,25,3.78,1.69,1.9,1,0.447089947,0.502645503,7.37,0.061795271
Crowea exalata,Modern,11/5/2017,33 32 27 S,150 40 57 E,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,26,3.66,1.58,1.83,1,0.431693989,0.5,7.07,0.064181937
