Species,Modern/Historic,Date Collected,Latitude (deg min sec S/N),Longitude (deg min sec E/W),latitude (deg),longitude (deg),site,Replicate,Mass (g),Number of seeds weighed per replicate
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,26,0.0042,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,27,0.013,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,28,0.0071,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,29,0.0038,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,30,0.005,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,31,0.0142,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,32,0.0043,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,33,0.0051,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,34,0.0137,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,35,0.0041,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,36,0.0108,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,37,0.0026,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,38,0.0125,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,39,0.0143,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,40,0.0039,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,41,0.0025,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,42,0.0125,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,43,0.0139,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,44,0.0085,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,45,0.0135,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,46,0.0048,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,47,0.0041,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,48,0.0132,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,49,0.0124,1
Acronychia imperforata,Modern,10/16/2017,33 27 00 S,153 03 36 E,-33.45,153.06,site_at_33.4500_S_and_153.0600_E,50,0.0052,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,1,0.0028,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,2,0.0019,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,3,0.0015,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,4,0.0027,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,5,0.0026,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,6,0.002,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,7,0.0024,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,8,0.0032,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,9,0.0018,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,10,0.0023,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,11,0.0025,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,12,0.0019,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,13,0.0028,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,14,0.0025,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,15,0.0024,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,16,0.0023,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,17,0.0018,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,18,0.0029,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,19,0.0027,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,20,0.003,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,21,0.0035,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,22,0.0013,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,23,0.0022,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,24,0.0019,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,25,0.0026,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,26,0.0025,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,27,0.0024,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,28,0.0011,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,29,0.0021,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,30,0.0032,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,31,0.0018,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,32,0.0029,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,33,0.0021,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,34,0.0034,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,35,0.0017,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,36,0.0016,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,37,0.0019,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,38,0.0016,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,39,0.0018,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,40,0.0028,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,41,0.0021,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,42,0.0014,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,43,0.0031,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,44,0.0022,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,45,0.003,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,46,0.0014,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,47,0.0029,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,48,0.0021,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,49,0.0019,1
Allocasuarina littoralis,Historic,3/26/1982,29 07 00 S,153 26 00 E,-29.1167,153.4333,site_at_29.1167_S_and_153.4333_E,50,0.0016,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,1,0.0002,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,2,0.001,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,3,0.0015,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,4,0.0011,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,5,0.001,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,6,0.0008,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,7,0.0002,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,8,0.0006,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,9,0.0009,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,10,0.0012,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,11,0.0004,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,12,0.0016,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,13,0.0005,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,14,0.0009,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,15,0.0003,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,16,0.0005,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,17,0.0001,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,18,0.0001,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,19,0.0001,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,20,0.0004,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,21,0.0004,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,22,0.0006,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,23,0.0005,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,24,0.0002,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,25,0.0013,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,26,0.0002,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,27,0.0004,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,28,0.0006,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,29,0.0009,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,30,0.0002,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,31,0.0007,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,32,0.001,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,33,0.0004,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,34,0.0004,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,35,0.0012,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,36,0.0011,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,37,0.0005,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,38,0.0001,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,39,0.0013,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,40,0.0012,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,41,0.0007,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,42,0.0001,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,43,0.0011,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,44,0.0001,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,45,0.0004,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,46,0.0002,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,47,0.0006,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,48,0.0002,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,49,0.0009,1
Allocasuarina littoralis,Modern,11/8/2017,29 07 26 S,153 25 56 E,-29.1239,153.4322,site_at_29.1239_S_and_153.4322_E,50,0.0001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,1,0.0012,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,2,0.0011,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,3,0.0001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,4,0.0008,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,5,0.0003,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,6,0.0004,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,7,0.0002,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,8,0.0016,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,9,0.0004,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,10,0.0005,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,11,0.0008,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,12,0.0006,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,13,0.0012,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,14,0.0002,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,15,0.0012,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,16,0.0006,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,17,0.0004,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,18,0.0001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,19,0.0003,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,20,0.0002,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,21,0.0007,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,22,0.001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,23,0.0002,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,24,0.0003,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,25,0.0005,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,26,0.0004,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,27,0.0011,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,28,0.0003,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,29,0.0001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,30,0.0002,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,31,0.0009,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,32,0.0002,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,33,0.0011,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,34,0.0002,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,35,0.0004,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,36,0.0007,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,37,0.0003,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,38,0.0002,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,39,0.0006,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,40,0.001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,41,0.0001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,42,0.0001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,43,0.0005,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,44,0.0001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,45,0.0012,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,46,0.001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,47,0.0009,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,48,0.0006,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,49,0.0001,1
Allocasuarina monilifera,Historic,4/24/1984,43 10 00 S,147 20 00 E,-43.1667,147.3333,site_at_43.1667_S_and_147.3333_E,50,0.0012,1
Allocasuarina monilifera,Modern,1/18/2018,43 25 47 S,147 14 54 E,-43.4297,147.2483,site_at_43.4297_S_and_147.2483_E,1,0.0016,1
Allocasuarina monilifera,Modern,1/18/2018,43 25 47 S,147 14 54 E,-43.4297,147.2483,site_at_43.4297_S_and_147.2483_E,2,0.0017,1
