Species,Date,Day,Temp,CO2,Water,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),Trmmol (mmol m-2 s-1),VpdL (kPa),CiCa,Rdark (umol m-2 s-1),date_carbo,leaf_soluble_sugar_mg_per_g,leaf_soluble_starch_mg_per_g,stem_soluble_sugar_mg_per_g,stem_soluble_starch_mg_per_g,root_soluble_sugar_mg_per_g,root_soluble_starch_mg_per_g,date_biomass,Height (cm),BasalDia1 (mm),BasalDia2 (mm),LA (cm-2),leafDW (g),stemDW (g),rootDW (g),root_shoot_ratio,leaf_area_ratio_cm2_g,specific_leaf_area_cm2_g,sample_day,context
Callitris rhomboidea,26/06/2012,93,Elv,400,Dry,455,NA,0,NA,NA,NA,NA,0.042423712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_93,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Amb,400,Wet,546,NA,NA,NA,NA,NA,NA,1.047875556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_93,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Amb,400,Wet,545,NA,NA,NA,NA,NA,NA,0.568694355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_93,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Amb,400,Wet,544,NA,NA,NA,NA,NA,NA,0.597882414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_93,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Amb,640,Wet,641,NA,NA,NA,NA,NA,NA,1.214046817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_93,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Amb,640,Wet,647,NA,NA,NA,NA,NA,NA,0.443676659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_93,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Amb,640,Wet,655,NA,NA,NA,NA,NA,NA,0.551907048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_93,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Elv,640,Wet,343,NA,NA,NA,NA,NA,NA,0.379921248,16/10/2012,95.7385,38.73061224,25.1963,7.083333333,26.4666,19.65898618,16/10/2012,86.5,14.1,13.95,NA,66.54,NA,16.28,NA,NA,NA,measured_at_day_93,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Elv,640,Wet,355,NA,NA,NA,NA,NA,NA,0.583644177,16/10/2012,93.1416,21.74693878,21.8137,4.350649351,39.1409,16.71255061,16/10/2012,97.5,13.38,12.65,NA,76.12,NA,16.68,NA,NA,NA,measured_at_day_93,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Elv,640,Wet,356,NA,NA,NA,NA,NA,NA,1.075845746,16/10/2012,91.6798,48.9625,32.7558,6.014778325,29.1161,11.33467742,16/10/2012,91.3,10.2,10.32,NA,56.51,NA,13.48,NA,NA,NA,measured_at_day_93,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Elv,400,Wet,446,NA,NA,NA,NA,NA,NA,0.773963531,16/10/2012,79.8801,31.3438914,24.4456,7.910377358,16.7193,10.9047619,16/10/2012,62.3,8.13,8,NA,27.51,NA,12.74,NA,NA,NA,measured_at_day_93,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Elv,400,Wet,454,NA,NA,NA,NA,NA,NA,0.565318871,16/10/2012,79.0147,10.32352941,21.9897,5.484,14.281,7.226190476,16/10/2012,92,10.63,10.2,NA,49.16,NA,11.68,NA,NA,NA,measured_at_day_93,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,26/06/2012,93,Elv,400,Wet,441,NA,NA,NA,NA,NA,NA,0.382772933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_93,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_93
Callitris rhomboidea,9/07/2012,106,Amb,400,Dry,542,NA,0,NA,NA,NA,NA,0.270046394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_106,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_106
Callitris rhomboidea,9/07/2012,106,Amb,400,Dry,543,NA,0,NA,NA,NA,NA,0.241543973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_106,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_106
Callitris rhomboidea,9/07/2012,106,Amb,400,Dry,549,NA,0,NA,NA,NA,NA,0.084348205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_106,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_106
Callitris rhomboidea,9/07/2012,106,Amb,400,Dry,541,NA,0,NA,NA,NA,NA,0.149858685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_106,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_106
Callitris rhomboidea,9/07/2012,106,Amb,640,Dry,660,NA,0,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_106,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_106
Callitris rhomboidea,9/07/2012,106,Amb,640,Dry,652,NA,0,NA,NA,NA,NA,0.024846232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_106,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_106
Callitris rhomboidea,9/07/2012,106,Amb,640,Dry,654,NA,0,NA,NA,NA,NA,0.058286684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_106,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_106
Callitris rhomboidea,9/07/2012,106,Elv,640,Dry,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_106,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_106
Callitris rhomboidea,12/06/2012,79,Elv,640,Wet,343,5.091755967,0.045472193,432.7872801,0.917839533,2.022090057,0.684428568,0.79018231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,640,Wet,355,5.648631142,0.031077706,321.5353798,0.651805708,2.085552365,0.508959083,0.65760373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,640,Wet,356,NA,NA,NA,NA,NA,NA,1.291193473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,400,Wet,446,5.68523019,0.05989697,226.3522556,1.124924779,1.888436847,0.579001814,0.800479032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,400,Wet,454,5.64133469,0.066601886,240.8342537,1.249511138,1.92108536,0.614127168,0.701094313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,400,Wet,441,4.997978228,0.067763374,260.0577414,1.314142757,1.948727777,0.66466311,0.753211741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,19/06/2012,86,Amb,400,Dry,543,0.11855846,0.004143719,338.0321721,0.103325958,2.46295802,0.847437992,0.273398606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,400,Dry,549,NA,0,NA,NA,NA,NA,0.259811403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,400,Dry,541,NA,0.001197539,580.1149399,0.02846058,2.345072462,1.455158247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,640,Dry,658,0.183146865,0.003168845,526.0717415,0.067427604,2.101790761,0.823298765,0.273801351,16/10/2012,107.5642,2.586206897,79.1192,2.327586207,34.3779,2.142857143,16/10/2012,22,2.5,2.57,NA,1.67,0.462365591,0.67,0.31420503258345817,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,640,Dry,660,NA,0.001649019,713.13965,0.030688315,1.841257463,1.112488034,0.131582793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,640,Dry,654,NA,0,NA,NA,NA,NA,0.178060322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,640,Dry,351,NA,0,NA,NA,NA,NA,0.132933051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,640,Dry,348,NA,0,NA,NA,NA,NA,0.159027484,16/10/2012,89.7716,1.879828326,59.6675,2.384615385,22.5714,1.656370656,16/10/2012,24,2.64,2.65,NA,1.66,0.466968326,0.5,0.23507637320594496,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,640,Dry,347,NA,0,NA,NA,NA,NA,0.068040943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,400,Dry,442,NA,0.001112448,952.9182886,0.038152349,3.36325686,2.375834151,0.145915211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,400,Dry,455,NA,0,NA,NA,NA,NA,0.039542721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,400,Dry,458,NA,0,NA,NA,NA,NA,0.041524119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,400,Wet,560,6.608258882,0.069367578,224.6828076,1.377667832,2.016789356,0.574784116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,400,Wet,546,7.192799797,0.09132136,251.3286828,1.515772533,1.70390406,0.644017027,0.823130128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,400,Wet,544,6.843372837,0.077262505,235.2420095,1.322784134,1.747157271,0.603711933,0.683911555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,400,Wet,545,6.922504959,0.106220183,271.40914,2.01175002,1.950009175,0.695858495,0.860792255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,640,Wet,641,7.480380468,0.047790724,358.7308997,0.869697942,1.83358359,0.571184373,1.010383568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,640,Wet,647,12.74049436,0.096076228,386.6395989,1.762752872,1.882416631,0.622221847,0.547081689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,640,Wet,656,12.1662323,0.130385778,450.2449711,2.105669014,1.679494146,0.725072265,NA,16/10/2012,86.086,40.97297297,21.3082,4.839130435,29.0409,3.199115044,16/10/2012,74.5,11.65,11.95,NA,42.78,NA,13.45,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,640,Wet,656,12.1662323,0.130385778,450.2449711,2.105669014,1.679494146,0.725072265,NA,NA,75.2752,13.86635945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Amb,640,Wet,655,13.51205796,0.120588726,417.9517675,1.859187897,1.597527197,0.675997716,0.824336974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,640,Wet,343,5.787211856,0.03841243,363.5599705,1.103357022,2.863961876,0.576086998,0.379167661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,640,Wet,355,6.28612474,0.037890285,336.9513596,1.155361467,3.042322208,0.534934651,0.644033097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,640,Wet,356,6.89470444,0.049390125,378.320524,1.480336979,3.001562842,0.600300865,1.191757598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,400,Wet,446,4.823378185,0.052748529,231.1655858,1.346779673,2.567050589,0.587880368,1.384641493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,19/06/2012,86,Elv,400,Wet,454,4.325653867,0.04601971,225.8021709,1.361318187,2.957362368,0.573740514,0.519696324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_86,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_86
Callitris rhomboidea,5/06/2012,72,Amb,640,Wet,647,14.37832803,0.122147577,407.058098,2.10274059,1.750372964,0.658308103,0.551537279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,640,Wet,655,14.15992632,0.164377222,458.3287353,2.403484376,1.513656276,0.742160268,0.831904335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,640,Wet,656,11.5651703,0.115280179,442.000985,1.878361155,1.656557188,0.708815453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,640,Wet,656,11.5651703,0.115280179,442.000985,1.878361155,1.656557188,0.708815453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,640,Wet,343,4.413461863,0.052156815,477.5404424,1.016425065,1.912770265,0.754305135,0.789673393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,640,Wet,355,4.632151836,0.046338509,451.788297,0.962439319,2.035256342,0.71406809,0.943981924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,640,Wet,356,8.914699804,0.100849423,461.8861909,1.963297237,1.950633393,0.737580132,0.936671613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,400,Wet,446,5.243598511,0.050812491,211.7934574,1.148195196,2.218101161,0.541682321,1.084998295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,400,Wet,454,5.694047587,0.072507607,250.8288941,1.45490088,1.990989516,0.642681802,0.980054712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,400,Wet,441,4.349710459,0.063354832,267.7304025,1.404591938,2.186790012,0.682936005,0.586513702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,12/06/2012,79,Amb,400,Dry,542,NA,0.003314035,419.0529854,0.070638484,2.109767255,1.045078785,0.313445687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,400,Dry,543,1.670926336,0.01455898,203.2228145,0.295611318,2.01797146,0.511096623,0.288170329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,400,Dry,549,NA,0.004112073,395.8863023,0.077640298,1.870151817,0.987079297,0.306612667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,400,Dry,541,0.583727359,0.005421504,216.2010748,0.110446387,2.013961885,0.541950214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,640,Dry,660,0.093233411,0.00363351,577.5058165,0.077304536,2.106347857,0.903249462,0.219808841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,640,Dry,652,0.017679525,0.003811777,612.080712,0.077341667,2.005551842,0.95661166500000006,0.334292792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,640,Dry,654,NA,0.002982234,643.2578126,0.066042222,2.186357924,1.004982307,0.322268114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,640,Dry,658,1.951792602,0.008011814,234.1357167,0.139011562,1.720182613,0.36743012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,640,Dry,347,NA,0.001025509,691.0150993,0.02434866,2.334755826,1.079300454,0.203104287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,640,Dry,348,0.088774358,NA,1040.467299,-0.008054181,2.501959283,1.627422803,0.297129949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,640,Dry,351,NA,0,NA,NA,NA,NA,0.203606303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,400,Dry,442,0.024793917,0.001472056,360.2277825,0.03107226,2.073725775,0.899773373,0.183767592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,400,Dry,455,NA,0,NA,NA,NA,NA,0.204778257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Elv,400,Dry,458,NA,0,NA,NA,NA,NA,0.188929559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_79
