Species,Date,Day,Temp,CO2,Water,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),Trmmol (mmol m-2 s-1),VpdL (kPa),CiCa,Rdark (umol m-2 s-1),date_carbo,leaf_soluble_sugar_mg_per_g,leaf_soluble_starch_mg_per_g,stem_soluble_sugar_mg_per_g,stem_soluble_starch_mg_per_g,root_soluble_sugar_mg_per_g,root_soluble_starch_mg_per_g,date_biomass,Height (cm),BasalDia1 (mm),BasalDia2 (mm),LA (cm-2),leafDW (g),stemDW (g),rootDW (g),root_shoot_ratio,leaf_area_ratio_cm2_g,specific_leaf_area_cm2_g,sample_day,context
Callitris rhomboidea,12/06/2012,79,Amb,400,Wet,546,8.347422698,0.096992101,236.3120314,1.632520098,1.730424381,0.60989129,0.788766559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,400,Wet,545,10.23287634,0.163271732,270.6578383,2.528951009,1.631538003,0.702317678,0.770068092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,400,Wet,544,7.474357633,0.069898126,203.6354543,1.345872737,1.955093406,0.524376346,0.844990541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,400,Wet,560,7.97029117,0.084153602,223.1627562,1.490498862,1.808455792,0.574897322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,640,Wet,641,9.823628957,0.059005415,337.5503279,1.140199376,1.956276083,0.54031881,0.257936185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,640,Wet,647,13.31386664,0.129652271,433.5411126,2.056048296,1.649713263,0.699917284,0.474444381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,640,Wet,655,13.08495652,0.152433867,460.5843139,2.404478003,1.652893009,0.743150262,0.875314498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,640,Wet,656,10.267848,0.118190529,464.2728642,1.959490394,1.714427061,0.743814283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,12/06/2012,79,Amb,640,Wet,656,10.267848,0.118190529,464.2728642,1.959490394,1.714427061,0.743814283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_79,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_79
Callitris rhomboidea,29/05/2012,65,Amb,400,Wet,545,9.768288972,0.204194219,296.6644112,2.30634117,1.223916358,0.769774244,0.768229185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,400,Wet,544,6.82070151,0.072064107,226.208381,1.180376722,1.683975929,0.580292639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,400,Wet,560,6.72109397,0.071998142,229.6755727,1.114895747,1.591344879,0.587772949,0.804815354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,640,Wet,641,8.856264581,0.072459335,411.9218609,1.189407544,1.689373791,0.657472636,0.927929883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,640,Wet,647,17.35179176,0.168196683,425.5689077,2.411544758,1.527956581,0.694054247,0.870811845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,640,Wet,655,12.88927691,0.132425061,443.2893274,1.956758785,1.556990064,0.715520815,0.856405788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,640,Wet,656,11.8034587,0.110962434,431.9245527,1.724310739,1.623053708,0.693871417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,640,Wet,656,11.8034587,0.110962434,431.9245527,1.724310739,1.623053708,0.693871417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,640,Wet,343,4.362058972,0.04344855,453.9838962,0.80663891,1.8769746919999999,0.716618931,0.615302038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,640,Wet,355,5.442529979,0.038024957,384.1126632,0.740234146,1.959549178,0.607512432,0.865179835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,640,Wet,356,10.14139669,0.096531681,436.3943638,1.598997259,1.707805794,0.698430804,1.03513019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,400,Wet,446,6.942818894,0.109307289,274.631894,1.87840806,1.785385013,0.704710321,1.347951969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,400,Wet,454,6.262321006,0.09645819,273.0053204,1.789445536,1.911487108,0.69885941,1.004166385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,400,Wet,441,4.617533591,0.055585239,245.8500414,1.187988102,2.16393589,0.626325293,0.721814109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,5/06/2012,72,Amb,400,Dry,542,0.258440081,0.003394484,266.3055563,0.06785445,1.940041603,0.66754745,0.389474758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,400,Dry,543,1.610631513,0.013239087,192.5706985,0.273917113,2.017181695,0.483891276,0.33968081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,400,Dry,549,0.098295504,0.00280211,332.1710395,0.057563099,1.992505909,0.829172871,0.301237088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,400,Dry,541,1.078457221,0.009339709,205.3436636,0.164094337,1.712805736,0.514417747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,640,Dry,660,0.252443624,0.002803083,474.6078791,0.064189835,2.221197668,0.742344323,0.358747046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,640,Dry,652,0.168751123,0.003470414,540.3902444,0.079585995,2.222697578,0.844212889,0.33527176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,640,Dry,654,0.032478139,0.002685352,599.2647486,0.055489067,2.005245573,0.937433207,0.255932234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,640,Dry,658,3.77007209,0.014651188,209.5177688,0.258916478,1.727490358,0.329745054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,640,Dry,351,NA,5.44486e-4,927.4966046,0.011119307,1.963798235,1.447914734,0.267371562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,640,Dry,347,0.14385057,0.001477624,461.4697573,0.033086426,2.155505433,0.721179755,0.239367337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,640,Dry,342,NA,9.65706e-4,1291.206616,0.023058145,2.293373225,2.007559248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,640,Dry,348,0.214801194,-1.55985e-4,2836.605792,-0.003697736,2.27658294,4.437683035,0.275101809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,400,Dry,442,0.215361245,0.002351684,239.0841713,0.06054225,2.477501113,0.599728043,0.199944719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,400,Dry,455,NA,0,NA,NA,NA,NA,0.27921665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Elv,400,Dry,458,NA,0,NA,NA,NA,NA,0.264846921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,400,Wet,546,7.005366982,0.097943206,260.746399,1.811437094,1.862917226,0.670066515,0.600673389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,400,Wet,545,8.497962087,0.152736667,284.6767178,2.468185359,1.662360981,0.734246399,0.77552861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,400,Wet,544,8.605859981,0.10510361,242.9400298,1.647562352,1.585018744,0.627662713,0.646693083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,5/06/2012,72,Amb,640,Wet,641,8.459719124,0.06032623,381.4648523,1.137259867,1.870642322,0.609185548,1.008954105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_72,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_72
Callitris rhomboidea,21/05/2012,57,Amb,400,Wet,544,12.14799018,0.14940819,235.7278668,2.423881448,1.707902127,0.618408207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,400,Wet,559,8.875707328,0.130983751,262.5156628,2.480035639,1.974818915,0.679588869,1.343155953,NA,NA,NA,NA,NA,NA,NA,22/05/2012,28.5,4,4,NA,2.69,1.151632653,0.9,0.2342753931189058,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,640,Wet,649,10.90900507,0.116076538,450.0210984,2.074216862,1.856285039,0.722828083,0.775182493,NA,NA,NA,NA,NA,NA,NA,22/05/2012,34,4.2,4.3,NA,3.09,1.750830565,1.28,0.26441743473828855,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,640,Wet,647,13.61901977,0.130085795,428.5440591,2.190672559,1.759532833,0.692781004,0.710222862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,640,Wet,646,12.41775359,0.138977721,455.0962809,2.282617446,1.718259471,0.734062779,0.741599922,NA,NA,NA,NA,NA,NA,NA,22/05/2012,30.5,3.4,3.5,NA,2.31,1.21557971,0.73,0.20705814647429996,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,640,Wet,656,11.60612972,0.141634412,469.3672541,2.267028022,1.677541391,0.754878034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Amb,640,Wet,656,11.60612972,0.141634412,469.3672541,2.267028022,1.677541391,0.754878034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Amb_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,640,Wet,343,5.673454653,0.051973966,432.497023,1.195232384,2.317140547,0.686167051,0.674155105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,640,Wet,355,5.551703293,0.0469757,415.972048,1.190455675,2.544012518,0.660488399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,640,Wet,346,8.868541652,0.079412484,425.1628795,1.753971516,2.248190288,0.676940166,NA,NA,NA,NA,NA,NA,NA,NA,22/05/2012,42.5,5.9,5.6,NA,5.83,2.58984375,1.68,0.1995286432720322,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,640,Wet,356,10.46316557,0.11107262,447.9414202,2.284415266,2.113425786,0.718485642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_640_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,400,Wet,446,6.667800818,0.111867633,280.7721511,1.841907379,1.695751957,0.72155748,1.473128823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,400,Wet,454,6.881189048,0.093772432,257.6263428,2.014949031,2.192906534,0.659772388,1.339139415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,400,Wet,457,4.639157499,0.090765602,295.9767816,1.969739158,2.216294838,0.753607128,0.931787621,NA,NA,NA,NA,NA,NA,NA,22/05/2012,38.7,5.1,4.9,NA,5.91,2.602241379,1.46,0.17151769257881613,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,21/05/2012,57,Elv,400,Wet,441,5.334923869,0.081466912,272.2108713,1.765814065,2.198161767,0.694624178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_57,grown_at_Elv_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_57
Callitris rhomboidea,29/05/2012,65,Amb,400,Dry,542,1.502740534,0.00958774,138.2086417,0.1713907,1.791229927,0.347647459,0.403222779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,400,Dry,543,3.116290015,0.024622255,181.1187641,0.495711948,2.026588941,0.458808261,0.274368042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,400,Dry,549,1.03634447,0.0088818190000000009,203.0710333,0.16134905,1.821844361,0.508775161,0.38902662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,400,Dry,541,2.691371926,0.021767837,188.5278142,0.388820615,1.798299849,0.475701386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,640,Dry,660,1.565177643,0.007242531,277.1242656,0.135925701,1.88229262,0.434528926,0.313184203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,640,Dry,652,1.669081456,0.005108984,103.3982254,0.08586215,1.681266688,0.162311145,0.325265775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,640,Dry,654,1.000535135,0.006833381,389.04217,0.130739853,1.91846375,0.608199283,0.315940263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,640,Dry,658,6.0529109,0.025321694,232.0616313,0.450734148,1.797248744,0.36813251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,640,Dry,351,0.14587669,0.001121653,413.870769,0.022141476,1.962024434,0.646957546,0.264522689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,640,Dry,347,0.547027232,0.002634647,292.3236711,0.050518773,1.904190178,0.457266329,0.252908203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,640,Dry,342,0.259765774,0.001970254,410.1350459,0.041045662,2.066675672,0.640866018,0.229116157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,640,Dry,348,0.578944271,6.66419e-4,-760.7609139,0.015506225,2.299330399,-1.190923722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_640_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,400,Dry,455,0.047708635,0.001587524,343.0161288,0.034006132,2.131626972,0.85722107299999994,0.150822481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,400,Dry,458,1.96869e-4,0.001261118,386.2630422,0.029402801,2.313077798,0.964111165,0.299196185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,400,Dry,452,NA,0,456.4344712,0.027957511,2.155187329,1.141593763,0.281615988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Elv,400,Dry,442,0.426082507,0.003603312,198.5331583,0.082499485,2.271262915,0.497726252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Elv_temp_and_400_ppm_CO2_with_Dry_treatment_and_measured_at_day_65
Callitris rhomboidea,29/05/2012,65,Amb,400,Wet,546,10.22390849,0.171004799,275.4783032,2.233778514,1.39493628,0.716855331,1.061949977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_65,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_65
Callitris rhomboidea,15/05/2012,51,Amb,400,Wet,544,8.257905724,0.084088368,217.3166835,1.441637538,1.758519175,0.560521424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured_at_day_51,grown_at_Amb_temp_and_400_ppm_CO2_with_Wet_treatment_and_measured_at_day_51
