leaf_id,tree_id,unique_id,site_location_name,collection_date,genus,species,dry_area,dry_mass,SLA,fresh_area,fresh_SLA,shrinkage,longitude,latitude
Ecam4.1,Ecam4,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1595.89,425.2,3.75326905,1715.858,4.035413923,6.99172076,138.64143,-34.9722
Ecam4.2,Ecam4,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1929.841,483.4,3.992223831,2115.682,4.376669425,8.783976042,138.64143,-34.9722
Ecam4.3,Ecam4,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1620.223,425.9,3.804233388,1796.882,4.219023245,9.831419092,138.64143,-34.9722
Ecam4.4,Ecam4,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1845.303,449.7,4.103408939,2020.898,4.493880365,8.688959067,138.64143,-34.9722
Ecam4.5,Ecam4,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1433.257,320.1,4.477528897,1572.91,4.913808185,8.878638956,138.64143,-34.9722
Ecam5.1,Ecam5,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1019.811,257.2,3.965050544,1107.812,4.307200622,7.943676364,138.64143,-34.9722
Ecam5.2,Ecam5,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1067.601,231.1,4.619649502,1231.332,5.328135006,13.29706367,138.64143,-34.9722
Ecam5.3,Ecam5,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1137.262,253.4,4.48801105,1286.453,5.076767956,11.59708128,138.64143,-34.9722
Ecam5.4,Ecam5,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1248.971,342.9,3.642376786,1357.548,3.959020122,7.998022906,138.64143,-34.9722
Ecam5.5,Ecam5,NA,WAITECONRES,15/12/20,Eucalyptus,camaldulensis,1185.713,312.2,3.797927611,1280.713,4.102219731,7.417743085,138.64143,-34.9722
Emic1.1,Emic1,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1013.603,229.1,4.424281973,1121.04,4.893234395,9.583690145,138.64143,-34.9722
Emic1.2,Emic1,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1049.085,220.7,4.753443589,1184.123,5.365305845,11.40405178,138.64143,-34.9722
Emic1.3,Emic1,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,939.035,212.6,4.41690969,1056.1,4.967544685,11.08465107,138.64143,-34.9722
Emic1.4,Emic1,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1501.768,295.7,5.078687859,1678.745,5.677189719,10.54222053,138.64143,-34.9722
Emic1.5,Emic1,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,649.117,140.1,4.633240542,743.754,5.308736617,12.72423409,138.64143,-34.9722
Emic2.1,Emic2,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,737.552,207.1,3.56133269,818.346,3.951453404,9.872841072,138.64143,-34.9722
Emic2.2,Emic2,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,887.481,239.1,3.711756587,992.377,4.150468423,10.57017646,138.64143,-34.9722
Emic2.3,Emic2,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,875.547,238,3.678768908,978.296,4.110487395,10.50285394,138.64143,-34.9722
Emic2.4,Emic2,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1187.706,326.7,3.635463728,1309.494,4.008246097,9.300386256,138.64143,-34.9722
Emic2.5,Emic2,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1251.598,349.5,3.581110157,1388.376,3.972463519,9.851654019,138.64143,-34.9722
Emic3.1,Emic3,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1411.471,269.2,5.243205795,1596.876,5.931931649,11.61048197,138.64143,-34.9722
Emic3.2,Emic3,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1402.224,274,5.117605839,1580.034,5.766547445,11.2535553,138.64143,-34.9722
Emic3.3,Emic3,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1124.292,241.7,4.651601158,1231.005,5.093111295,8.668770639,138.64143,-34.9722
Emic3.4,Emic3,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1814.702,328.4,5.52588916,2032.888,6.190280146,10.73280968,138.64143,-34.9722
Emic3.5,Emic3,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1466.307,274,5.351485401,1650.722,6.024532847,11.17177817,138.64143,-34.9722
Emic4.1,Emic4,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,2359.149,504.9,4.672507427,2702.896,5.353329372,12.71772943,138.64143,-34.9722
Emic4.2,Emic4,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,2048.054,501.2,4.086300878,2351.651,4.692041101,12.90995135,138.64143,-34.9722
Emic4.3,Emic4,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,2057.28,432.4,4.757816836,2378.145,5.499872803,13.4922387,138.64143,-34.9722
Emic4.4,Emic4,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,2239.207,459.5,4.873138194,2542.356,5.532874864,11.92393984,138.64143,-34.9722
Emic4.5,Emic4,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,2042.859,551.6,3.703515228,2472.768,4.482900653,17.38573938,138.64143,-34.9722
Emic5.1,Emic5,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1486.191,443.2,3.353319043,1623.762,3.663722924,8.472362329,138.64143,-34.9722
Emic5.2,Emic5,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1174.409,253.6,4.630950315,1346.454,5.309361199,12.77763667,138.64143,-34.9722
Emic5.3,Emic5,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1364.324,391.3,3.486644518,1513.04,3.866700741,9.82895363,138.64143,-34.9722
Emic5.4,Emic5,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1598.261,502.7,3.179353491,1748.033,3.477288641,8.568030466,138.64143,-34.9722
Emic5.5,Emic5,NA,WAITECONRES,15/12/20,Eucalyptus,microcarpa,1407.456,392.8,3.583136456,1538.521,3.91680499,8.518895745,138.64143,-34.9722
Eleu1.1,Eleu1,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,965.606,293.1,3.294459229,1099.486,3.751231662,12.17659888,138.64143,-34.9722
Eleu1.2,Eleu1,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1552.795,502.7,3.088909887,1747.349,3.475927989,11.13423821,138.64143,-34.9722
Eleu1.3,Eleu1,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1136.184,367.7,3.089975524,1269.357,3.45215393,10.49137477,138.64143,-34.9722
Eleu1.4,Eleu1,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1510.689,504.9,2.992055853,1705.012,3.376930085,11.39716319,138.64143,-34.9722
Eleu1.5,Eleu1,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1265.439,427.3,2.961476714,1414.92,3.311303534,10.56462556,138.64143,-34.9722
Eleu2.1,Eleu2,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1680.045,459.6,3.655450392,1882.809,4.096625326,10.76922832,138.64143,-34.9722
Eleu2.2,Eleu2,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1768.788,515.2,3.433206522,2007.837,3.897199146,11.90579713,138.64143,-34.9722
Eleu2.3,Eleu2,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,2555.277,824.2,3.100311818,2881.158,3.495702499,11.31076463,138.64143,-34.9722
Eleu2.4,Eleu2,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,2058.822,618.6,3.328195926,2306.561,3.728679276,10.74062208,138.64143,-34.9722
Eleu2.5,Eleu2,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1894.637,481.2,3.937317124,2121.539,4.40885079,10.69516045,138.64143,-34.9722
Eleu3.1,Eleu3,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,2271.408,665.1,3.415137573,2516.766,3.784041498,9.748939711,138.64143,-34.9722
Eleu3.2,Eleu3,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,2600.325,841,3.091944114,2890.744,3.437269917,10.04651398,138.64143,-34.9722
Eleu3.3,Eleu3,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,2527.301,691.8,3.65322492,2890.22,4.177825961,12.55679498,138.64143,-34.9722
Eleu3.4,Eleu3,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1918.541,598,3.208262542,2180.309,3.646001672,12.00600465,138.64143,-34.9722
Eleu3.5,Eleu3,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1683.832,512.6,3.284884901,1858.661,3.625948108,9.40618004,138.64143,-34.9722
Eleu4.1,Eleu4,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1703.634,352.2,4.837120954,1927.105,5.471621238,11.59620259,138.64143,-34.9722
Eleu4.2,Eleu4,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1405.246,280.2,5.015153462,1560.643,5.56974661,9.957241983,138.64143,-34.9722
Eleu4.3,Eleu4,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1529.95,401.1,3.81438544,1721.861,4.29284717,11.14555705,138.64143,-34.9722
Eleu4.4,Eleu4,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1203.311,249.7,4.819026832,1338.981,5.362358831,10.13233197,138.64143,-34.9722
Eleu4.5,Eleu4,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,911.246,191.8,4.751021898,1019.554,5.315714286,10.62307636,138.64143,-34.9722
Eleu5.1,Eleu5,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1001.746,292.8,3.421263661,1112.59,3.799829235,9.962699647,138.64143,-34.9722
Eleu5.2,Eleu5,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1062.736,319.1,3.330416797,1208.649,3.787680978,12.07240481,138.64143,-34.9722
Eleu5.3,Eleu5,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1261.563,398.5,3.165779172,1413.339,3.546647428,10.73882487,138.64143,-34.9722
Eleu5.4,Eleu5,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1260.212,347.6,3.625466053,1386.598,3.98906214,9.114826359,138.64143,-34.9722
Eleu5.5,Eleu5,NA,WAITECONRES,15/12/20,Eucalyptus,leucoxylon,1406.457,391.7,3.590648455,1554.648,3.968976257,9.5321256,138.64143,-34.9722
