Plant genus,Plant species,Plant scientific name,Plant family,Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,No. of visitors,Location - State,Nearest named place,Latitude (S),Longitude (E),Date,Month,Year,Reference,Dataset_ID,"Observation type (Observational (O), Survey (S), Experimental (E ), Pollen-grains only (P), DNA (D))","Taxanomic verfication (1, 0)","Physical speciman (1, 0)","Photo (1, 0)","Geographic location (1, 0)","Date of collection (1, 0)","No visitors recorded (0,1)",Comments,Column1
Thomasia,petalocalyx,Thomasia petalocalyx,Malvaceae,Bethylidae sp.2,NA,NA,NA,Bethylidae,NA,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Calliphoridae sp.1,NA,NA,NA,Calliphoridae,NA,NA,Insecta,Diptera,2,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,gillii,Acacia gillii,Fabaceae,Cicadellidae sp.1,NA,NA,NA,Cicadellidae,NA,NA,Insecta,Hemiptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Dusona? sp.1,Dusona?,NA,NA,Ichneumonidae,Campopleginae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,Euhesma sp.1SA,Euhesma,NA,NA,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,"Hylaeus (Prosopisteron) ""bicurcatus""",Hylaeus,Prosopisteron,"""bicurcatus""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,Hylaeus (Prosopisteron) sp.1SA,Hylaeus,Prosopisteron,NA,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,4,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Ichneumonidae sp.2SA,NA,NA,NA,Ichneumonidae,NA,NA,Insecta,Hymenoptera,2,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Dampiera,rosmarifolia,Dampiera rosmarinifolia,Goodeniaceae,Lasioglossum (Chilalictus) castor,Lasioglossum,Chilalictus,castor,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thryptomene,microcantha,Thryptomene microcantha,Myrtaceae,Lasioglossum (Chilalictus) castor,Lasioglossum,Chilalictus,castor,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Medicago,polymorpha,Medicago polymorpha,Fabaceae,Lasioglossum (Chilalictus) ochrochilum,Lasioglossum,Chilalictus,ochrochilum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thryptomene,microcantha,Thryptomene microcantha,Myrtaceae,Lasioglossum (Chilalictus) sp.1SA,Lasioglossum,Chilalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,20,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Logania,ovata,Logania ovata,Loganiaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Melaleuca,lanceolata,Melaleuca lanceolata,Mytraceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thomasia,petalocalyx,Thomasia petalocalyx,Malvaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Melangyna viridiceps,Melangyna,NA,viridiceps,Syrphidae,Syrphinae,NA,Insecta,Diptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Pieris rapae,Pieris,NA,rapae,Pieridae,Pierinae,NA,Insecta,Lepidoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Plutella xylostella,Plutella,NA,xylostella,Plutellidae,Plutellinae,NA,Insecta,Lepidoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Simosyrphus grandicornis,Simosyrphus,NA,grandicornis,Syrphidae,Syrphinae,NA,Insecta,Diptera,26,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Logania,ovata,Logania ovata,Loganiaceae,Tiphiidae sp.6SA,NA,NA,NA,Tiphiidae,NA,NA,Insecta,Hymenoptera,1,SA,Yeelanna,-34.1526001,135.6258572,9/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,2,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Grevillea,ilicifolia,Grevillea illicifolia,Proteaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Acacia,gillii,Acacia gillii,Fabaceae,Cremastinae sp.1SA,NA,NA,NA,Ichneumonidae,Cremastinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Dusona? sp.1,Dusona?,NA,NA,Ichneumonidae,Campopleginae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Dusona? sp.1,Dusona?,NA,NA,Ichneumonidae,Campopleginae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Euhesma sp.1SA,Euhesma,NA,NA,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,gillii,Acacia gillii,Fabaceae,"Hylaeus (Prosopisteron) ""gilli""",Hylaeus,Prosopisteron,NA,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Hylaeus (Xenohylaeus) scutaticornis,Hylaeus,Xenohylaeus,scutaticornis,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Arctotheca,caendula,Arctotheca calendula,Asteraceae,Junonia villida,Junonia,NA,villida,Nymphalidae,Nymphalinae,NA,Insecta,Lepidoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,gillii,Acacia gillii,Fabaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thomesia,petalocalyx,Thomesia petalocalyx,Malvaceae,Lasioglossum (Parasphecodes) sp.1SA,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,rugosa,Eucalyptus rugosa,Mytraceae,Miscogastrinae sp. 1SA,NA,NA,NA,Pteromalidae,Miscogastrinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,gillii,Acacia gillii,Fabaceae,Nematocera sp.1SA,Nematocera,NA,NA,NA,NA,NA,Insecta,Diptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Oestroidea sp.1SA,NA,NA,NA,NA,NA,NA,Insecta,Diptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thomesia,petalocalyx,Thomesia petalocalyx,Malvaceae,Pyralidae sp.1SA,NA,NA,NA,Pyralidae,NA,NA,Insecta,Lepidoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Simosyrphus grandicornis,Simosyrphus,NA,grandicornis,Syrphidae,Syrphinae,NA,Insecta,Diptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Dampiera,rosmarifolia,Dampiera rosmarinifolia,Goodeniaceae,Trichocolletes tenuiculus,Trichocolletes,NA,tenuiculus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Daviesia,pectinata,Daviesia pectinata,Fabaceae,Trichocolletes tenuiculus,Trichocolletes,NA,tenuiculus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,1,SA,Cockaleechie,-34.17377,135.8267,10/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Adenanthos,teminalis,Adenanthos terminalis,Proteaceae,Apis mellifera,Apis,NA,mellifera,Apidae,Apinae,NA,Insecta,Hymenoptera,2,SA,Cummins,-34.2742171,135.6336667,11/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,0,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Calliphora albifrontalis,Calliphora,NA,albifrontalis,Calliphoridae,Calliphorinae,NA,Insecta,Diptera,3,SA,Cummins,-34.2742171,135.6336667,11/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Brassica,napus,Brassica napus,Brassicaceae,Dusona? sp.1,Dusona?,NA,NA,Ichneumonidae,Campopleginae,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.2742171,135.6336667,11/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Thomesia,petalocalyx,Thomesia petalocalyx,Malvaceae,Lasioglossum (Chilalictus) littleri?,Lasioglossum,Chilalictus,littleri?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,1,SA,Cummins,-34.2742171,135.6336667,11/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Acacia,spinescens,Acacia spinescens,Fabaceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,SA,Cummins,-34.2742171,135.6336667,11/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
Eucalyptus,diversifolia,Eucalyptus diversifolia,Mytraceae,Lasioglossum (Homalictus) cf. punctatum,NA,Homalictus,cf. punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,2,SA,Cummins,-34.2742171,135.6336667,11/9/2024,Sept,2024,"Prendergast, K.S. (2025). Insect visitors to canola fields and surrounding vegetation. GRDC Canola pollination project. Dataset. University of Southern Queensland, Toowoomba. [unpublished as of 5/8/25]",S100B,S,1,1,0,1,1,1,NA,NA
