location_name,latitude (deg),longitude (deg),locality,state
Trigg Beach,-31.52,115.48,"Trigg Beach, WA",WA
Turkey Creek_1,-17.02,128.13,"Turkey Creek, WA",WA
Turkey Creek_2,-17.25,128.1,"Turkey Creek, WA",WA
Tutanning,-32.3,117.2,"Tutanning, WA",WA
Tutanning Nature Reserve_1,-32.3,117.2,"Tutanning Nature Reserve, WA",WA
Tutanning Nature Reserve_2,-32.38,116.03,"Tutanning Nature Reserve, WA",WA
Tutanning Nature Reserve_3,-32.32,117.17,"Tutanning Nature Reserve, WA",WA
Tutunup,-33.4,115.33,"Tutunup, WA",WA
Twertup House,-34.01,119.22,"Twertup House, WA",WA
Twin Bays,-34.03,119.42,"Twin Bays, WA",WA
Two People's Bay_1,-34.59,118.11,"Two People's Bay, WA",WA
Two People's Bay_2,-34.57,118.11,"Two People's Bay, WA",WA
Two People's Bay_3,-35.0,118.11,"Two People's Bay, WA",WA
Uberin Rock,-31.01,116.59,"Uberin Rock, WA",WA
Upper Liveringa Station,-18.15,124.15,"Upper Liveringa Station, WA",WA
Varley Rock,-32.37,119.22,"Varley Rock, WA",WA
"Vasse Hwy, near Donnelly",-34.28,115.43,"Vasse Hwy, near Donnelly, WA",WA
"W Capel, Stirling Block",-33.33,115.33,"W Capel, Stirling Block, WA",WA
W of Boorabbin Rock,-31.12,120.17,"W of Boorabbin Rock, WA",WA
W of Brookton,-32.25,116.45,"W of Brookton, WA",WA
W of Coolgardie_1,-30.57,121.02,"W of Coolgardie, WA",WA
W of Coolgardie_2,-30.57,121.2,"W of Coolgardie, WA",WA
W of Coolgardie_3,-30.57,121.49,"W of Coolgardie, WA",WA
W of Coolgardie_4,-30.57,120.44,"W of Coolgardie, WA",WA
W of Cranbrook,-34.15,117.15,"W of Cranbrook, WA",WA
W of Eneabba,-29.49,115.16,"W of Eneabba, WA",WA
W of Eucla,-31.43,128.48,"W of Eucla, WA",WA
W of Lorna Glen HS_1,-26.13,121.33,"W of Lorna Glen HS, WA",WA
W of Lorna Glen HS_2,-26.2169,121.5503,"W of Lorna Glen HS, WA",WA
W of Mt Nossiter,-25.25,123.47,"W of Mt Nossiter, WA",WA
W of Mt Ragged,-33.27,123.29,"W of Mt Ragged, WA",WA
W of Nalbarra,-28.39,117.36,"W of Nalbarra, WA",WA
WNW of Balladpnia,-32.12,123.38,"WNW of Balladpnia, WA",WA
WNW of Norseman,-32.05,121.15,"WNW of Norseman, WA",WA
WNW of Northampton,-28.2,114.37,"WNW of Northampton, WA",WA
WNW of Wiluna_1,-26.1,120.1,"WNW of Wiluna, WA",WA
WNW of Wiluna_2,-26.1669,120.1669,"WNW of Wiluna, WA",WA
WSW of Mulline,-29.51,120.2,"WSW of Mulline, WA",WA
Waddouring Hill,-30.56,117.5,"Waddouring Hill, WA",WA
Waggrakine,-28.42,114.37,"Waggrakine, WA",WA
Wakarri,-27.4169,120.0669,"Wakarri, WA",WA
Walpole,-34.58,116.43,"Walpole, WA",WA
Walpole - Nornalup National Park,-34.55,116.4,"Walpole - Nornalup National Park, WA",WA
Walyunga National Park,-31.44,116.05,"Walyunga National Park, WA",WA
Wambyn,-31.54,116.36,"Wambyn, WA",WA
Wandering,-32.41,116.4,"Wandering, WA",WA
Wanjarri,-27.25,120.4,"Wanjarri, WA",WA
Wanjarri Station,-27.25,120.4,"Wanjarri Station, WA",WA
Wannamal West Road,-31.09,116.02,"Wannamal West Road, WA",WA
Wanneroo_1,-31.45,115.48,"Wanneroo, WA",WA
Wanneroo_2,-31.2,115.48,"Wanneroo, WA",WA
Wanneroo_3,-31.47,115.52,"Wanneroo, WA",WA
Warne River,-29.15,118.15,"Warne River, WA",WA
Waroona,-32.51,115.55,"Waroona, WA",WA
Warradarge Hill,-30.0,115.12,"Warradarge Hill, WA",WA
Watheroo National Park_1,-30.12,115.5,"Watheroo National Park, WA",WA
Watheroo National Park_2,-30.17,115.52,"Watheroo National Park, WA",WA
Watheroo National Park_3,-30.07,115.52,"Watheroo National Park, WA",WA
Watheroo National Park_4,-30.15,116.0,"Watheroo National Park, WA",WA
Watheroo_1,-30.19,116.11,"Watheroo, WA",WA
Watheroo_2,-30.07,115.52,"Watheroo, WA",WA
Waychinicup Estuary,-34.53,118.2,"Waychinicup Estuary, WA",WA
Waychinicup National Park,-34.54,118.22,"Waychinicup National Park, WA",WA
Wembley Downs,-31.56,115.47,"Wembley Downs, WA",WA
West Beedelup,-34.29,115.53,"West Beedelup, WA",WA
West Bendering Reserve,-32.25,118.2,"West Bendering Reserve, WA",WA
West Cape Howe,-35.08,117.36,"West Cape Howe, WA",WA
West Cape Howe National Park,-35.08,117.36,"West Cape Howe National Park, WA",WA
West of Coomberdale,-30.28,115.5,"West of Coomberdale, WA",WA
West of Manjimup,-34.15,116.05,"West of Manjimup, WA",WA
West of Roes Rock,-33.55,119.15,"West of Roes Rock, WA",WA
Westonia,-31.18,118.41,"Westonia, WA",WA
Whiteman Park,-31.53,115.58,"Whiteman Park, WA",WA
Whoogarup,-33.56,119.52,"Whoogarup, WA",WA
Williams_1,-33.0,116.5,"Williams, WA",WA
Williams_2,-33.01,116.53,"Williams, WA",WA
Wilroy Nature Reserve,-28.4,115.4,"Wilroy Nature Reserve, WA",WA
Wilson Spring,-16.39,123.46,"Wilson Spring, WA",WA
Winchester,-29.47,115.5,"Winchester, WA",WA
Windy Harbour,-34.5,116.01,"Windy Harbour, WA",WA
"Wireless Hill, Applecross",-32.01,115.5,"Wireless Hill, Applecross, WA",WA
"Wireless Hill, Perth",-31.57,115.52,"Wireless Hill, Perth, WA",WA
Witchcliffe,-34.01,115.05,"Witchcliffe, WA",WA
Wongamine Nature Reserve,-31.29,116.4,"Wongamine Nature Reserve, WA",WA
Woodleigh Station,-26.11,114.33,"Woodleigh Station, WA",WA
Woodstock Station,-21.37,119.0,"Woodstock Station, WA",WA
Woodstock Station .,-21.37,119.0,"Woodstock Station ., WA",WA
Woodvale Nature Reserve_1,-31.46,115.47,"Woodvale Nature Reserve, WA",WA
Woodvale Nature Reserve_2,-32.46,115.47,"Woodvale Nature Reserve, WA",WA
Woody Island,-33.58,122.0,"Woody Island, WA",WA
Woolbernup,-34.01,119.4,"Woolbernup, WA",WA
Woolbernup Hill,-34.01,119.41,"Woolbernup Hill, WA",WA
Woolyeenyer,-31.15,121.45,"Woolyeenyer, WA",WA
Wooroloo,-31.5,116.2,"Wooroloo, WA",WA
Worsley,-33.19,116.0,"Worsley, WA",WA
"Worsley Alumina, Boddington",-32.48,116.28,"Worsley Alumina, Boddington, WA",WA
Wubin,-30.08,116.23,"Wubin, WA",WA
Wyalkatchem,-31.1,117.2,"Wyalkatchem, WA",WA
Wyndham,-15.29,128.07,"Wyndham, WA",WA
Wyndham Hospital,-15.29,128.07,"Wyndham Hospital, WA",WA
Yalgoo,-28.2,116.41,"Yalgoo, WA",WA
Yalgorup_1,-32.53,115.48,"Yalgorup, WA",WA
Yalgorup_2,-32.54,115.41,"Yalgorup, WA",WA
Yallingup_1,-33.38,115.01,"Yallingup, WA",WA
Yallingup_2,-33.39,115.0,"Yallingup, WA",WA
Yallingup_3,-33.38,115.02,"Yallingup, WA",WA
Yanchep National Park,-31.3,115.4,"Yanchep National Park, WA",WA
Yanchep_1,-31.3,115.4,"Yanchep, WA",WA
Yanchep_2,-31.31,115.41,"Yanchep, WA",WA
Yanchep_3,-31.33,115.41,"Yanchep, WA",WA
Yanneymooning Hill,-30.42,118.34,"Yanneymooning Hill, WA",WA
Yarloop,-32.57,115.53,"Yarloop, WA",WA
Yeal Swamp,-31.28,115.46,"Yeal Swamp, WA",WA
Yellowdine_1,-31.17,119.38,"Yellowdine, WA",WA
Yellowdine_2,-31.57,119.39,"Yellowdine, WA",WA
Yilliminning Rock,-32.56,117.22,"Yilliminning Rock, WA",WA
York,-31.52,116.45,"York, WA",WA
Yorkrakine,-31.15,118.3,"Yorkrakine, WA",WA
Yorkrakine Nature Reserve,-31.26,117.28,"Yorkrakine Nature Reserve, WA",WA
Yorkrakine Rocks,-31.15,118.45,"Yorkrakine Rocks, WA",WA
Yoting Town Reserve,-31.58,117.35,"Yoting Town Reserve, WA",WA
Yule Brook,-31.59,116.01,"Yule Brook, WA",WA
"Zig Zag, Gooseberry Hill",-31.58,116.03,"Zig Zag, Gooseberry Hill, WA",WA
d'Entrecasteaux National Park,-34.27,119.25,"d'Entrecasteaux National Park, WA",WA
near Emu Rock_1,-32.27,119.25,"near Emu Rock, WA",WA
near Emu Rock_2,-32.16,119.15,"near Emu Rock, WA",WA
near Jurien Bay,-30.15,115.15,"near Jurien Bay, WA",WA
near Karratha,-20.44,116.51,"near Karratha, WA",WA
near Mt Frankland,-34.5,116.47,"near Mt Frankland, WA",WA
near Mt Ragged,-33.27,123.26,"near Mt Ragged, WA",WA
near Waychinicup River.,-34.48,118.2,"near Waychinicup River., WA",WA
"near Willare Bridge, Broome-Derby Road",-17.45,123.36,"near Willare Bridge, Broome-Derby Road, WA",WA
nr Wooramel Roadhouse,-27.45,114.15,"nr Wooramel Roadhouse, WA",WA
unknown,NA,NA,NA,NA
