abbrev,individual_id,sample_id,leaflet_id,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,notes,
crotacro,3,4,NA,2107.09,0.602,0.2233,,
crotacro,4,1,NA,2028.4,0.462,0.2145,,
crotacro,4,2,NA,1464.04,0.306,0.13,,
crotacro,4,3,NA,1166.55,0.25,0.1086,,
crotacro,4,4,NA,2853.84,0.616,0.264,,
crotinsu,1,1,NA,352.3,0.078,0.041,,
crotinsu,1,2,NA,620.61,0.135,0.0678,,
crotinsu,1,3,NA,875.57,0.193,0.0992,,
crotinsu,1,4,NA,641.83,0.134,0.0713,,
crotinsu,2,1,NA,602.65,0.146,0.0775,,
crotinsu,2,2,NA,639.5,0.132,0.0674,,
crotinsu,2,3,NA,821.15,0.193,0.1026,,
crotinsu,2,4,NA,631.18,0.143,0.0739,,
crotinsu,3,1,NA,772.31,0.182,0.0921,,
crotinsu,3,2,NA,884.2,0.227,0.1106,,
crotinsu,3,3,NA,785.91,0.182,0.0882,,
crotinsu,3,4,NA,1051.13,0.229,0.1118,,
crotinsu,4,1,NA,653.07,0.165,0.0872,,
crotinsu,4,2,NA,865.6,0.226,0.1179,,
crotinsu,4,3,NA,759.76,0.206,0.109,,
crotinsu,4,4,NA,616.37,0.154,0.0809,,
crypobov,1,1,NA,4472.89,1.4641,0.6349,,
crypobov,1,2,NA,3637.29,1.0801,0.5244,,
crypobov,1,3,NA,3227.24,1.1834,0.4672,,
crypobov,1,4,NA,2301.74,0.6925,0.3216,,
crypobov,2,1,NA,8874.91,2.2415,0.8934,,
crypobov,2,2,NA,7929.85,1.9088,0.7908,,
crypobov,2,3,NA,8340.24,1.9773,0.7821,,
crypobov,2,4,NA,5201.94,1.2632,0.5408,,
crypobov,3,1,NA,9932.98,1.855,1.1836,suspect,
crypobov,3,2,NA,6916.58,2.6155,0.861,,
crypobov,3,3,NA,8948.77,2.4077,1.1327,,
crypobov,3,4,NA,7753.17,2.1306,0.974,,
crypobov,4,1,NA,3610.9,0.9038,0.4048,,
crypobov,4,2,NA,5328.62,1.3089,0.5924,,
crypobov,4,3,NA,3817.54,0.9415,0.3864,,
crypobov,4,4,NA,4401.38,1.1448,0.4741,,
cryptrip,1,1,NA,1630.21,0.304,0.1192,,
cryptrip,1,2,NA,1390.05,0.2596,0.1017,,
cryptrip,1,3,NA,1767.36,0.3096,0.143,,
cryptrip,1,4,NA,858.69,0.1486,0.0661,,
cryptrip,2,1,NA,2300.95,0.3888,0.1727,,
cryptrip,2,2,NA,2036.29,0.3455,0.1574,,
cryptrip,2,3,NA,1650.1,0.2409,0.0854,suspect,
cryptrip,2,4,NA,1741.01,0.2875,0.1262,,
cryptrip,3,1,NA,1047.83,0.1853,0.086,,
cryptrip,3,2,NA,1099.5,0.2437,0.141,,
cryptrip,3,3,NA,1170.65,0.2254,0.1243,,
cryptrip,3,4,NA,1091.92,0.2274,0.1282,,
cryptrip,4,1,NA,1364.74,0.2689,0.1431,,
cryptrip,4,2,NA,875.62,0.1664,0.0907,,
cryptrip,4,3,NA,919.79,0.1844,0.0932,,
cryptrip,4,4,NA,1568.7,0.3117,0.1605,,
cupaparv,1,1,rachis,218.98,0.2902,0.1465,,
cupaparv,1,1,e,1360.84,0.4346,0.2131,,
cupaparv,1,1,b,1527.08,0.4824,0.2361,,
cupaparv,1,1,f,1322.87,0.4121,0.2027,,
cupaparv,1,1,c,1401.92,0.4358,0.214,,
cupaparv,1,1,a,1135.75,0.3508,0.1696,,
cupaparv,1,1,g,924.73,0.2704,0.1318,,
cupaparv,1,1,d,1233.46,0.3536,0.171,,
cupaparv,1,2,rachis,291.43,0.3598,0.1834,,
cupaparv,1,2,f,1190.38,0.3726,0.1923,,
cupaparv,1,2,g,1202.83,0.3678,0.1899,,
cupaparv,1,2,e,701.95,0.217,0.1097,,
cupaparv,1,2,h,987.31,0.2879,0.1488,,
cupaparv,1,2,b,991.35,0.2912,0.1472,,
cupaparv,1,2,a,966.74,0.2857,0.1409,,
cupaparv,1,2,c,980.38,0.2844,0.1418,,
cupaparv,1,2,d,860.71,0.2406,0.1184,,
cupaparv,1,3,rachis,264.21,0.3574,0.1859,,
cupaparv,1,3,b,1256.54,0.3887,0.2014,,
cupaparv,1,3,e,1028.47,0.2999,0.1561,,
cupaparv,1,3,d,1428.81,0.4273,0.2162,,
cupaparv,1,3,f,1264.16,0.3683,0.1905,,
cupaparv,1,3,c,1154.45,0.3414,0.1737,,
cupaparv,1,3,a,446.13,0.125,0.0643,,
cupaparv,1,3,g,1238.32,0.3504,0.1778,,
cupaparv,1,4,rachis,196.64,0.2265,0.1112,,
cupaparv,1,4,e,1133.96,0.2863,0.1397,,
cupaparv,1,4,f,1059.06,0.2679,0.13,,
cupaparv,1,4,g,659.14,0.1629,0.0775,,
cupaparv,1,4,b,899.12,0.2199,0.1044,,
cupaparv,1,4,c,863.82,0.2136,0.0986,,
cupaparv,1,4,d,1047.11,0.2474,0.1129,,
cupaparv,1,4,a,787.64,0.1877,0.0836,,
dendphot,1,1,NA,3699.58,0.707,0.1392,,
dendphot,1,2,NA,4546.44,0.974,0.179,,
dendphot,1,3,NA,2525.9,0.461,0.0831,,
dendphot,1,4,NA,3912.78,0.784,0.148,,
dendphot,2,1,NA,4364.8,1.007,0.149,,
dendphot,2,2,NA,2392.66,0.577,0.0858,,
dendphot,2,3,NA,6069.83,1.553,0.2193,,
dendphot,2,4,NA,3350.46,0.822,0.1433,,
dendphot,3,1,NA,4202.77,1.114,0.2461,,
dendphot,3,2,NA,2264.77,0.424,0.0627,,
dendphot,3,3,NA,3346.93,0.715,0.1157,,
dendphot,3,4,NA,3026.85,0.689,0.1078,,
dendphot,4,1,NA,2328.83,0.442,0.0731,,
dendphot,4,2,NA,3410.29,0.641,0.1097,,
dendphot,4,3,NA,2761.14,0.508,0.0818,,
dendphot,4,4,NA,2103.56,0.363,0.069,,
dinoeryt,1,1,rachis,159.26,0.109,0.0499,,
dinoeryt,1,1,b,1412.75,0.262,0.1022,,
dinoeryt,1,1,c,1275.45,0.23,0.0898,,
dinoeryt,1,1,d,952.31,0.167,0.0664,,
dinoeryt,1,1,a,1081.87,0.192,0.074,,
dinoeryt,1,2,rachis,128.79,0.078,0.0348,,
dinoeryt,1,2,c,403.31,0.076,0.0308,,
dinoeryt,1,2,d,738.21,0.133,0.0532,,
dinoeryt,1,2,b,833.92,0.149,0.0598,,
dinoeryt,1,2,a,640.03,0.113,0.045,,
dinoeryt,1,2,e,700.78,0.124,0.0491,,
dinoeryt,1,3,rachis,115.3,0.076,0.0345,,
dinoeryt,1,3,c,841.27,0.151,0.0602,,
dinoeryt,1,3,a,607.32,0.107,0.0432,,
dinoeryt,1,3,d,746.73,0.129,0.0528,,
dinoeryt,1,3,e,596.01,0.104,0.0415,,
dinoeryt,1,3,b,756.12,0.132,0.0519,,
dinoeryt,1,4,rachis,212.83,0.121,0.0499,,
dinoeryt,1,4,a,787.27,0.137,0.0515,,
dinoeryt,1,4,b,1026.43,0.174,0.0645,,
dinoeryt,1,4,d,878.17,0.147,0.0544,,
dinoeryt,1,4,e,659.19,0.111,0.0405,,
dinoeryt,1,4,c,505.46,0.09,0.0301,,
dinoeryt,2,1,rachis,155.64,0.127,0.0654,,
dinoeryt,2,1,b,2232.86,0.397,0.1856,,
dinoeryt,2,1,c,1689.08,0.297,0.1385,,
dinoeryt,2,1,a,1790.93,0.304,0.1411,,
dinoeryt,2,2,rachis,57.12,0.032,0.0175,,
dinoeryt,2,2,b,1123.14,0.213,0.094,,
dinoeryt,2,2,a,1331.55,0.24,0.1078,,
dinoeryt,2,2,c,754.15,0.128,0.0579,,
dinoeryt,2,3,rachis,54.21,0.029,0.013,,
dinoeryt,2,3,a,304.77,0.039,0.016,suspect,
dinoeryt,2,3,d,660.16,0.086,0.0346,suspect,
dinoeryt,2,3,b,601.64,0.078,0.0314,suspect,
dinoeryt,2,3,c,459.24,0.06,0.0235,suspect,
dinoeryt,2,3,e,542.65,0.072,0.0276,suspect,
dinoeryt,2,4,rachis,210.8,0.156,0.0803,,
dinoeryt,2,4,e,2002.48,0.335,0.1572,,
dinoeryt,2,4,d,2415.13,0.401,0.1884,,
dinoeryt,2,4,b,2090.59,0.351,0.1605,,
dinoeryt,2,4,c,2033.65,0.335,0.1485,,
dinoeryt,2,4,a,1888.57,0.303,0.1369,,
dinoeryt,3,1,rachis,115.14,0.055,0.0272,,
dinoeryt,3,1,a,580.87,0.116,0.0523,,
dinoeryt,3,1,b,647.69,0.128,0.0568,,
dinoeryt,3,1,c,726.1,0.141,0.0616,,
dinoeryt,3,1,d,706.57,0.133,0.0584,,
dinoeryt,3,2,rachis,88.13,0.055,0.0272,,
dinoeryt,3,2,a,1136.94,0.246,0.1085,,
dinoeryt,3,2,b,1268.98,0.274,0.119,,
dinoeryt,3,2,c,986.69,0.206,0.0901,,
dinoeryt,3,3,rachis,195.08,0.133,0.066,,
dinoeryt,3,3,c,1097.03,0.231,0.1039,,
dinoeryt,3,3,d,1404.37,0.294,0.1306,,
dinoeryt,3,3,a,953.65,0.197,0.0874,,
dinoeryt,3,3,b,1290.84,0.268,0.1181,,
dinoeryt,3,3,e,1305.25,0.266,0.1176,,
dinoeryt,3,4,rachis,65.36,0.028,0.0128,,
dinoeryt,3,4,c,213.26,0.043,0.0185,,
dinoeryt,3,4,a,359.57,0.069,0.0303,,
dinoeryt,3,4,b,458.89,0.088,0.0378,,
dinoeryt,4,1,rachis,117,0.074,0.0305,,
dinoeryt,4,1,a,531.88,0.119,0.0462,,
dinoeryt,4,1,c,522.06,0.115,0.045,,
dinoeryt,4,1,d,511.42,0.106,0.0409,,
dinoeryt,4,1,b,315.03,0.064,0.0247,,
dinoeryt,4,1,e,362.41,0.072,0.0279,,
dinoeryt,4,2,rachis,173.25,0.132,0.0544,,
dinoeryt,4,2,c,619.92,0.13,0.0482,,
dinoeryt,4,2,d,703.33,0.142,0.0534,,
dinoeryt,4,2,e,514.15,0.102,0.0389,,
dinoeryt,4,2,b,789.77,0.158,0.0597,,
dinoeryt,4,2,a,433.95,0.084,0.0318,,
dinoeryt,4,3,rachis,161.41,0.119,0.0514,,
dinoeryt,4,3,c,698.4,0.153,0.0575,,
dinoeryt,4,3,b,716.32,0.151,0.057,,
dinoeryt,4,3,d,901.69,0.185,0.0694,,
dinoeryt,4,3,a,440.91,0.088,0.0331,,
dinoeryt,4,3,e,532.29,0.1,0.0392,,
dinoeryt,4,4,rachis,59.38,0.03,0.0137,,
dinoeryt,4,4,a,478.36,0.105,0.0427,,
dinoeryt,4,4,b,321.9,0.071,0.0287,,
dinoeryt,4,4,c,285.82,0.061,0.0243,,
diosaust,1,1,NA,2326.43,0.91,0.3612,,
diosaust,1,2,NA,2010.89,0.7358,0.3024,,
diosaust,1,3,NA,2257.49,0.8734,0.3432,,
diosaust,1,4,NA,1281.72,0.4799,0.204,,
diosaust,2,1,NA,1774.25,0.5839,0.2495,,
diosaust,2,2,NA,677.09,0.2152,0.084,,
diosaust,2,3,NA,928.74,0.3037,0.1245,,
diosaust,2,4,NA,1001.81,0.2946,0.1142,,
diosaust,3,1,NA,1832.91,0.6077,0.2645,,
diosaust,3,2,NA,1095.22,0.3944,0.1824,,
diosaust,3,3,NA,1986.89,0.6647,0.2831,,
diosaust,3,4,NA,1381.04,0.513,0.2208,,
diosaust,4,1,NA,1187,0.4089,0.1842,,
diosaust,4,2,NA,2178.56,0.8445,0.3666,,
diosaust,4,3,NA,1670.51,0.618,0.2735,,
diosaust,4,4,NA,1148.23,0.4105,0.1829,,
diosgemi,1,1,NA,1691.77,0.4101,0.1663,,
diosgemi,1,2,NA,1588.14,0.4422,0.1853,,
diosgemi,1,3,NA,1044.62,0.2624,0.1103,,
diosgemi,1,4,NA,1942.61,0.5448,0.2337,,
diosgemi,2,1,NA,1043.65,0.2631,0.1165,,
diosgemi,2,2,NA,1011.95,0.2847,0.1367,,
diosgemi,2,3,NA,842.97,0.2154,0.096,,
diosgemi,2,4,NA,984.25,0.2417,0.1032,,
diosgemi,3,1,NA,1401.6,0.3621,0.1559,,
diosgemi,3,2,NA,1374.22,0.3681,0.155,,
diosgemi,3,3,NA,1383.09,0.3611,0.1553,,
diosgemi,3,4,NA,1348.85,0.335,0.1416,,
diosgemi,4,1,NA,1297.72,0.316,0.147,,
diosgemi,4,2,NA,750.5,0.176,0.086,,
diosgemi,4,3,NA,958.35,0.221,0.1046,,
diosgemi,4,4,NA,999.01,0.222,0.1021,,
diospent,1,1,NA,1203.51,0.2823,0.1572,,
diospent,1,2,NA,1580.03,0.4174,0.2318,,
diospent,1,3,NA,1163.76,0.2952,0.1632,,
diospent,1,4,NA,1581.2,0.4368,0.2416,,
diospent,2,1,NA,1045.47,0.256,0.15,,
diospent,2,2,NA,1692.06,0.459,0.2635,,
diospent,2,3,NA,946.7,0.227,0.1205,,
diospent,2,4,NA,1254.97,0.332,0.189,,
diospent,3,1,NA,1779.47,0.357,0.1875,,
diospent,3,2,NA,1257.18,0.256,0.1355,,
diospent,3,3,NA,1524.54,0.299,0.1488,,
diospent,3,4,NA,978.12,0.188,0.1042,,
diospent,4,1,NA,1319.11,0.311,0.179,,
diospent,4,2,NA,1339.12,0.289,0.1589,,
diospent,4,3,NA,1161.04,0.275,0.1559,,
diospent,4,4,NA,1289.6,0.309,0.1738,,
diplaust,1,1,rachis,2773.43,10.323,4.7931,,
diplaust,1,1,a,9863.97,3.408,1.664,,
diplaust,1,1,j,4884.91,1.578,0.7721,,
diplaust,1,1,i,4639.02,1.456,0.729,,
diplaust,1,1,h,11139.09,3.492,1.698,,
diplaust,1,1,f,16680.91,5.108,2.5121,,
diplaust,1,1,c,13474.22,4.22,2.0213,,
diplaust,1,1,e,10526.5,3.216,1.5604,,
diplaust,1,1,g,10801.99,3.282,1.5993,,
diplaust,1,1,d,15210.87,4.602,2.2236,,
diplaust,1,1,b,8557.53,2.462,1.1764,,
diplaust,1,2,rachis,987.68,1.774,0.9705,,
diplaust,1,2,e,3751.03,0.709,0.4484,,
diplaust,1,2,f,2492.35,0.444,0.2833,,
diplaust,1,2,c,6155.58,1.053,0.622,,
diplaust,1,2,d,6674.55,1.137,0.6717,,
diplaust,1,2,b,5586.82,0.93,0.5585,,
diplaust,1,2,a,8701.57,1.412,0.8221,,
diplaust,1,3,rachis,1048.46,1.566,0.5123,,
diplaust,1,3,f,4374.93,0.848,0.5479,,
diplaust,1,3,c,8373.4,1.567,1.0093,,
diplaust,1,3,e,4390.03,0.777,0.5048,,
diplaust,1,3,d,6205.48,1.043,0.6518,,
diplaust,1,3,b,8389.19,1.389,0.8506,,
diplaust,1,3,a,7735.56,1.202,0.7333,,
diplaust,1,4,rachis,2028.49,8.344,3.8413,,
diplaust,1,4,f,12546.21,3.946,1.8945,,
diplaust,1,4,e,15614.82,4.614,2.3214,,
diplaust,1,4,h,16909.02,4.981,2.4904,,
diplaust,1,4,b,8719.41,2.591,1.2725,,
diplaust,1,4,i,8683.05,2.521,1.2552,,
diplaust,1,4,g,11686.38,3.5,1.6747,,
diplaust,1,4,c,5729.71,1.629,0.8041,,
diplaust,1,4,d,17188.58,4.834,2.409,,
diplaust,1,4,a,10929.82,3.077,1.4961,,
diplaust,1,4,j,9262.41,2.582,1.2536,,
diplaust,2,1,rachis,1096.68,8.216,3.7111,,
diplaust,2,1,l,1589.57,0.587,0.2569,,
diplaust,2,1,f,11486.23,3.939,1.8189,,
diplaust,2,1,e,11074.42,3.756,1.733,,
diplaust,2,1,i,9492.76,3.208,1.4582,,
diplaust,2,1,k,5668.63,1.861,0.8554,,
diplaust,2,1,j,6778.35,2.161,0.9939,,
diplaust,2,1,c,6926.78,2.14,1.0154,,
diplaust,2,1,d,7571.5,2.353,1.0977,,
diplaust,2,1,a,5181.22,1.517,0.7186,,
diplaust,2,1,b,1477.26,0.41,0.1969,,
diplaust,2,1,m,3969.12,1.161,0.529,,
diplaust,2,1,g,11353.08,3.117,1.4433,,
diplaust,2,1,h,16909.02,3.348,1.5428,,
diplaust,2,2,rachis,1793.71,7.35,3.036,,
diplaust,2,2,h,5905.45,2.114,1.0084,,
diplaust,2,2,g,6345.93,2.273,1.0517,,
diplaust,2,2,f,2705.3,0.865,0.4117,,
diplaust,2,2,c,7707.99,2.326,1.0933,,
diplaust,2,2,e,1689.18,0.483,0.2273,,
diplaust,2,2,d,13391.42,3.718,1.7446,,
diplaust,2,2,a,6407.63,1.754,0.825,,
diplaust,2,2,b,8156.98,2.167,1.0466,,
diplaust,2,3,rachis,3916.03,12.361,5.4129,,
diplaust,2,3,o,1053.95,1.079,0.4639,suspect,
diplaust,2,3,e,18760.49,5.039,2.4807,,
diplaust,2,3,f,18394.57,5.127,2.407,,
diplaust,2,3,l,6879.62,1.938,0.8879,,
diplaust,2,3,h,15818.87,4.102,1.9816,,
diplaust,2,3,a,10692.63,2.681,1.3255,,
diplaust,2,3,d,13785.98,3.464,1.6971,,
diplaust,2,3,g,13629.46,3.495,1.6619,,
diplaust,2,3,c,3716.19,0.922,0.4508,,
diplaust,2,3,b,11028.02,2.672,1.3269,,
diplaust,2,3,k,12257.32,3.072,1.4565,,
diplaust,2,3,m,10067.93,2.503,1.1951,,
diplaust,2,3,i,11678.52,2.955,1.3666,,
diplaust,2,3,j,14051.52,3.361,1.6077,,
diplaust,2,3,n ,3174.4,0.368,0.1575,,
diplaust,2,4,rachis,3412.24,13.074,5.63,,
diplaust,2,4,i,1307.49,0.751,0.3369,suspect,
diplaust,2,4,a,12003.22,4.063,2.012,,
diplaust,2,4,e,26304.89,7.994,3.9657,,
diplaust,2,4,h,11380.17,4.118,1.6697,,
diplaust,2,4,c,17639.22,5.177,2.5383,,
diplaust,2,4,f,15051.11,4.202,1.9513,,
diplaust,2,4,g,10891.16,2.715,1.2485,,
diplaust,2,4,b,14197.82,3.346,1.6086,,
diplaust,2,4,d,7714.13,2.024,0.7173,,
drypdepl,1,1,NA,2059.71,0.6264,0.2706,,
drypdepl,1,2,NA,1294.71,0.3302,0.1345,,
drypdepl,1,3,NA,1280.5,0.356,0.1502,,
drypdepl,1,4,NA,1320.56,0.3438,0.145,,
drypdepl,2,1,NA,1889.9,0.5021,0.2356,,
drypdepl,2,2,NA,1830.96,0.385,0.1613,,
drypdepl,2,3,NA,1642.88,0.4051,0.2052,,
drypdepl,2,4,NA,1988.64,0.4086,0.1734,,
drypdepl,3,1,NA,4189.45,0.9773,0.4698,,
drypdepl,3,2,NA,2035.2,0.4489,0.2182,,
drypdepl,3,3,NA,2215.39,0.4992,0.2515,,
drypdepl,3,4,NA,2498.04,0.5527,0.2642,,
drypdepl,4,1,NA,2330.4,0.4961,0.1969,,
drypdepl,4,2,NA,2149.2,0.4617,0.176,,
drypdepl,4,3,NA,2017.4,0.5088,0.2265,,
drypdepl,4,4,NA,2463.94,0.5274,0.2118,,
ehreacum,1,1,NA,1931.97,0.2765,0.0951,,
ehreacum,1,2,NA,3788.23,0.6233,0.2387,,
ehreacum,1,3,NA,5083.11,0.8141,0.306,,
ehreacum,1,4,NA,6479.21,1.1039,0.4142,,
ehrememb,1,1,NA,940.25,0.1945,0.0695,,
ehrememb,1,2,NA,909.49,0.2067,0.0735,,
ehrememb,1,3,NA,618.62,0.1154,0.0376,,
ehrememb,1,4,NA,600.55,0.1354,0.0452,,
ehrememb,2,1,NA,953.5,0.1924,0.0712,,
ehrememb,2,2,NA,1238.26,0.2456,0.093,,
ehrememb,2,3,NA,805.38,0.1576,0.059,,
ehrememb,2,4,NA,1301.96,0.2776,0.1065,,
ehrememb,3,1,NA,731.89,0.136,0.0556,,
ehrememb,3,2,NA,640.64,0.1195,0.0515,,
ehrememb,3,3,NA,771.37,0.171,0.0741,,
ehrememb,3,4,NA,808.96,0.15,0.0627,,
ehrememb,4,1,NA,906.05,0.1737,0.0651,,
ehrememb,4,2,NA,1085.35,0.2369,0.0904,,
ehrememb,4,3,NA,1145.1,0.251,0.0967,,
ehrememb,4,4,NA,1015.96,0.2279,0.0854,,
elaekirt,1,1,NA,3169.95,0.5902,0.227,,
elaekirt,1,2,NA,3302.43,0.6186,0.2457,,
elaekirt,1,3,NA,2956.32,0.4706,0.2116,,
elaekirt,1,4,NA,3253.6,0.6527,0.2549,,
elaekirt,2,1,NA,2856.59,0.6229,0.2571,,
elaekirt,2,2,NA,2653.73,0.6355,0.252,,
elaekirt,2,3,NA,3526.13,0.8784,0.364,,
elaekirt,2,4,NA,4164.81,0.9979,0.4154,,
elaekirt,3,1,NA,2127.12,0.5461,0.2054,,
elaekirt,3,2,NA,2015.08,0.553,0.1841,,
elaekirt,3,3,NA,2391.07,0.5829,0.2174,,
elaekirt,3,4,NA,2476.96,0.6553,0.218,,
elaekirt,4,1,NA,4194.32,0.964,0.3353,,
elaekirt,4,2,NA,3064.2,0.647,0.2286,,
elaekirt,4,3,NA,3650.63,0.799,0.3008,,
elaekirt,4,4,NA,3891.07,0.811,0.2879,,
elatxylo,1,1,rachis,57.93,0.0763,0.0364,,
elatxylo,1,1,b,1745.42,0.334,0.1544,,
elatxylo,1,1,c,1542.88,0.2925,0.1357,,
elatxylo,1,1,a,1164.78,0.2162,0.1018,,
elatxylo,1,1,d,1094.99,0.1967,0.0915,,
elatxylo,1,2,rachis,23.58,0.0326,0.0181,,
elatxylo,1,2,c,897.65,0.1698,0.0825,,
elatxylo,1,2,b,925.93,0.1771,0.0845,,
elatxylo,1,2,a,633.13,0.1179,0.0577,,
elatxylo,1,2,d,741.43,0.1355,0.0664,,
elatxylo,1,3,rachis,51.31,0.0674,0.0308,,
elatxylo,1,3,b,1376.36,0.2581,0.1154,,
elatxylo,1,3,c,961.63,0.1793,0.0805,,
elatxylo,1,3,d,1098.97,0.2008,0.0909,,
elatxylo,1,3,a,1106.97,0.1884,0.0793,,
elatxylo,1,4,rachis,50.58,0.0691,0.0328,,
elatxylo,1,4,c,1624.46,0.304,0.1372,,
elatxylo,1,4,b,1860.41,0.3509,0.157,,
elatxylo,1,4,d,845.75,0.1502,0.068,,
elatxylo,1,4,a,996.86,0.1722,0.077,,
elatxylo,2,1,rachis,65.84,0.0553,0.0259,,
elatxylo,2,1,b,2348.18,0.3685,0.1589,,
elatxylo,2,1,d,916.66,0.131,0.057,,
elatxylo,2,1,c,2097.49,0.295,0.1255,,
elatxylo,2,1,a,934.69,0.1064,0.0474,,
elatxylo,2,2,rachis,56.01,0.0697,0.031,,
elatxylo,2,2,a,631.77,0.154,0.0627,,
elatxylo,2,2,c,1621.66,0.3797,0.1593,,
elatxylo,2,2,b,2037.06,0.4314,0.1816,,
elatxylo,2,2,d,777.85,0.1574,0.066,,
elatxylo,2,3,rachis,52.34,0.0543,0.0248,,
elatxylo,2,3,c,1594.34,0.2873,0.1237,,
elatxylo,2,3,b,1544.35,0.2805,0.1188,,
elatxylo,2,3,d,810.95,0.1394,0.0616,,
elatxylo,2,3,a,614.49,0.1053,0.045,,
elatxylo,2,4,rachis,58.269,0.0635,0.0282,,
elatxylo,2,4,b,1663.56,0.2631,0.1247,,
elatxylo,2,4,c,1688.59,0.2574,0.1217,,
elatxylo,2,4,d,685.81,0.0999,0.0473,,
elatxylo,2,4,a,322.7,0.0446,0.0214,,
elatxylo,3,1,rachis,16.24,0.0069,0.0063,,
elatxylo,3,1,b,318.88,0.069,0.04,,
elatxylo,3,1,a,409.07,0.086,0.0496,,
elatxylo,3,1,d,163.05,0.086,0.0181,,
elatxylo,3,1,c,110.12,0.02,0.0109,,
elatxylo,3,2,rachis,17.67,0.009,0.0067,,
elatxylo,3,2,a,425.03,0.092,0.0511,,
elatxylo,3,2,b,425.43,0.088,0.0501,,
elatxylo,3,2,d,101.61,0.02,0.0118,,
elatxylo,3,2,c,77.38,0.013,0.0084,,
elatxylo,3,3,rachis,18.47,0.013,0.0077,,
elatxylo,3,3,b,559.84,0.122,0.0691,,
elatxylo,3,3,a,670.84,0.138,0.0799,,
elatxylo,3,3,c,97.86,0.019,0.0113,,
elatxylo,3,3,d,131.4,0.024,0.0136,,
elatxylo,3,4,rachis,23.63,0.019,0.0144,,
elatxylo,3,4,d,42.96,0.006,0.0057,,
elatxylo,3,4,a,637.56,0.115,0.0651,,
elatxylo,3,4,c,205.83,0.033,0.021,,
elatxylo,3,4,b,612.18,0.103,0.059,,
elatxylo,4,1,rachis,22.74,0.016,0.0112,,
elatxylo,4,1,c,146.65,0.028,0.0201,,
elatxylo,4,1,a,314.08,0.067,0.0424,,
elatxylo,4,1,b,244.05,0.051,0.0324,,
elatxylo,4,1,d,158.59,0.028,0.0189,,
elatxylo,4,2,rachis,37.04,0.035,0.0222,,
elatxylo,4,2,b,745.02,0.183,0.1158,,
elatxylo,4,2,a,744.32,0.18,0.1134,,
elatxylo,4,2,c,214.42,0.049,0.0295,,
elatxylo,4,2,d,266.37,0.055,0.0356,,
elatxylo,4,3,rachis,20.79,0.014,0.0098,,
elatxylo,4,3,c,83.37,0.018,0.0118,,
elatxylo,4,3,a,476.72,0.105,0.0642,,
elatxylo,4,3,b,435.28,0.094,0.0569,,
elatxylo,4,3,d,90.75,0.017,0.0111,,
elatxylo,4,4,rachis,24.15,0.017,0.0114,,
elatxylo,4,4,d,112.26,0.022,0.0149,,
elatxylo,4,4,a,365.75,0.078,0.048,,
elatxylo,4,4,b,341.63,0.069,0.043,,
elatxylo,4,4,c,114.58,0.023,0.0142,,
erytspli,1,1,NA,238.61,0.049,0.0181,,
erytspli,1,2,NA,317.08,0.069,0.027,,
erytspli,1,3,NA,303.69,0.064,0.025,,
erytspli,1,4,NA,205.63,0.045,0.0179,,
erytspli,2,1,NA,244.12,0.05,0.0227,,
erytspli,2,2,NA,232.61,0.05,0.0237,,
erytspli,2,3,NA,227.11,0.045,0.0211,,
erytspli,2,4,NA,329.54,0.071,0.0342,,
erytspli,3,1,NA,187.18,0.046,0.0219,,
erytspli,3,2,NA,170.9,0.043,0.0213,,
erytspli,3,3,NA,216.59,0.054,0.0266,,
erytspli,3,4,NA,234.23,0.069,0.033,,
erytspli,4,1,NA,369.74,0.075,0.0297,,
erytspli,4,2,NA,257.43,0.068,0.0246,,
erytspli,4,3,NA,332.1,0.062,0.0229,,
erytspli,4,4,NA,382.13,0.074,0.0273,,
excodall,1,1,NA,678.48,0.1299,0.0409,,
excodall,1,2,NA,824.27,0.1514,0.0469,,
excodall,1,3,NA,658.27,0.1119,0.033,,
excodall,1,4,NA,727.1,0.1133,0.0285,suspect,
excodall,2,1,NA,873.19,0.1564,0.0735,,
excodall,2,2,NA,680.33,0.1303,0.0618,,
excodall,2,3,NA,666.75,0.1228,0.0582,,
excodall,2,4,NA,773.55,0.1493,0.0715,,
excodall,3,1,NA,1045.37,0.2597,0.1233,,
excodall,3,2,NA,830.27,0.1847,0.0877,,
excodall,3,3,NA,629.17,0.1596,0.0813,,
excodall,3,4,NA,514.58,0.126,0.0604,,
excodall,4,1,NA,929.35,0.1757,0.0718,,
excodall,4,2,NA,767.54,0.1504,0.0558,,
excodall,4,3,NA,937.18,0.172,0.0668,,
excodall,4,4,NA,945.91,0.1715,0.0706,,
ficuobli,1,1,NA,1375.53,0.446,0.1096,,
ficuobli,1,2,NA,737.72,0.225,0.0636,,
ficuobli,1,3,NA,2223.97,0.687,0.1858,,
ficuobli,1,4,NA,1749.77,0.553,0.1458,,
ficuobli,2,1,NA,2505.59,0.792,0.2318,,
ficuobli,2,2,NA,2665.34,0.931,0.2734,,
ficuobli,2,3,NA,2641.23,0.9351,0.2909,,
ficuobli,2,4,NA,3348.76,1.2844,0.38,,
ficuobli,3,1,NA,2416.46,0.9048,0.2453,,
ficuobli,3,2,NA,2623.1,1.0158,0.2744,,
ficuobli,3,3,NA,2335.41,0.8555,0.2396,,
