Species,Date,Temp,CO2,Potnum,MeasTemp,Time.x,A_sat_umol_per_m2_s1,Cond_at_A_sat_mol_per_m2_s1,Ci_at_A_sat_ppm,Trans_at_A_sat_mmol_per_m2_s1,Time.y,A_max_umol_per_m2_s1,Cond_at_A_max_mol_per_m2_s1,Ci_at_A_max_ppm,Trans_at_A_max_mmol_per_m2_s1,CO2R,LA (cm2),Height (cm),Basaldia (mm),LeafDW (g),StemDW (g),RootDW (g),LMA (g m-2),LAR (m2 kg-1),age_at_harvest,Water,RootShoot,Leafnum,LAR m2 kg-1),Basaldia1 (mm),Basaldia2 (mm),Tipdia1 (mm),Tipdia2 (mm),Branchnum,Mainstemnum,Primarybranchnum,Secondarybranchnum,Tertiarybranchnum,leaf_area_cm2_one_leaf,leaf_dry_mass_g_one_leaf,LMA_g_m2_one_leaf,LSolSugA (g m-2),LStarchA (g m-2),LSolPro (g m-2),ChlAandB (umol m-2),ChlAB,LeafpercentN (%),LeafpercentC (%),harvest_age,sample_temp,context
Eucalyptus saligna,NA,Amb,640,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7332,141,NA,29.83,30.85,18.52,40.68,NA,150_days,Dry,0.3,524,9.2,13.9,12.9,3.16,2.05,69,NA,27,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5841,118,NA,26.32,26.44,21.1,45.12,NA,150_days,Dry,0.39,452,7.8,13.72,13.05,1.59,2.27,64,NA,24,40,0,23.73,0.1458,61.44,5.44,10.7,NA,NA,NA,2.0407,47.73,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6493,116,NA,27.53,28.2,39.56,42.44,NA,150_days,Dry,0.67,521,6.6,15.12,15.3,1.68,2.89,73,NA,26,47,0,NA,NA,NA,NA,NA,2.2,472.22,1.76,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7481,127,NA,29.49,26.86,30.81,39.41,NA,150_days,Dry,0.54,331,8.5,11.63,12.54,1.81,1.77,85,NA,31,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5079,116,NA,26.78,25.37,39.22,52.81,NA,150_days,Dry,0.72,357,5.4,14.29,14.16,1.64,2.37,32,NA,30,2,0,24.13,0.1715,71.07,4.76,18.19,NA,NA,NA,1.8323,46.9,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,80,NA,7.77,5.01,3.37,105.86,NA,150_days,Dry,0.26,242,4.5,5.7,5.71,1.01,0.74,22,1,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Amb,640,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6069,133,NA,27.36,31.64,28.12,44.84,NA,150_days,Dry,0.47,547,6.9,13.78,12.87,1.91,2.78,68,NA,34,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,95,NA,19.99,14.38,20.6,104.07,NA,150_days,Dry,0.6,405,3.5,8.09,8.14,0.93,0.72,45,1,33,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Amb,640,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127,108,NA,10.26,7.4,7.97,91.04,NA,150_days,Wet,0.45,285,4.4,6.68,6.36,0.75,0.62,28,1,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Amb_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,104,NA,6.09,8.35,7.35,84.14,NA,150_days,Wet,0.51,350,3.3,6.17,6.31,0.59,0.59,35,1,35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149,104,NA,7.56,9.22,7.84,65.82,NA,150_days,Dry,0.47,317,4.7,7.15,6.55,0.68,0.65,28,1,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,95,NA,7.75,5.96,8.21,75.03,NA,150_days,Dry,0.6,231,4.7,7.41,8.69,0.88,0.93,31,2,31,0,0,NA,NA,NA,NA,NA,3.46,23.97,2.17,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1456,119,NA,11.33,12.74,15.08,77.81,NA,150_days,Wet,0.63,474,3.7,7.02,7.83,0.65,0.7,45,1,35,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,93,NA,7.47,5.99,7.3,92.58,NA,150_days,Dry,0.54,395,3.9,6.29,6.59,1.01,0.65,25,1,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,88,NA,4.68,4.15,4.15,75.01,NA,150_days,Wet,0.47,321,4.8,5.05,5.65,0.62,0.78,22,1,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015,100,NA,9.02,8.31,7.91,88.86,NA,150_days,Dry,0.46,565,4,6.26,8.28,0.77,0.68,38,1,32,6,0,4,0.0232,58,3.35,1.64,NA,NA,NA,4.39,51.65,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,103,NA,12.37,12.65,10.12,82.43,NA,150_days,Dry,0.4,410,4.3,8.57,8.76,0.56,0.55,26,1,26,0,0,4.98,0.0366,73.49,5.29,1.09,NA,NA,NA,3.9883,51.29,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,66,NA,4.28,3.07,3.14,84.18,NA,150_days,Dry,0.43,137,4.8,5.21,5,0.86,1.02,10,2,10,0,0,3.84,0.0284,73.96,NA,1.96,NA,NA,NA,4.1085,51.26,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,78,NA,9.5,2.79,3.4,188.34,NA,150_days,Dry,0.28,366,3.2,4.61,4.24,0.78,0.87,29,2,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916,97,NA,7.43,7.62,6.7,81.09,NA,150_days,Wet,0.45,338,4.2,4.73,6.11,0.52,0.66,29,1,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983,117,NA,8.03,10.04,7.72,81.73,NA,150_days,Dry,0.43,310,3.8,7.02,6.95,0.86,0.74,33,1,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,400,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,103,NA,6.86,6.47,9.29,79.03,NA,150_days,Dry,0.7,408,3.8,6.72,6.93,0.88,0.73,27,1,27,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7159,143,NA,29.13,32.08,37.06,40.63,NA,150_days,Dry,0.59,834,7.2,11.59,12.55,1.13,1.4,85,NA,38,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8021,142,NA,26.38,30.23,45.32,32.89,NA,150_days,Wet,0.79,784,7.8,10.71,10.62,1.33,2.12,91,NA,27,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7967,161,NA,33.51,42.53,26.06,41.99,NA,150_days,Dry,0.34,824,7.7,13.95,14.68,2.01,3.43,92,NA,40,52,0,11.51,0.0454,39.44,4.14,3.75,NA,NA,NA,3.008,48.35,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6563,138,NA,26.7,31.2,27.19,40.68,NA,150_days,Wet,0.46,787,7.6,11.37,11.68,1.9,3.18,98,NA,34,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9211,169,NA,30.08,40.4,29.49,32.66,NA,150_days,Wet,0.41,1223,9.1,13.25,14.21,1.53,2.51,156,NA,49,107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8027,163,NA,36.04,38.57,21.69,44.9,NA,150_days,Dry,0.28,760,8.2,13.24,13.77,2.04,2.51,98,NA,48,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5462,147,NA,24.4,25.93,16.7,44.67,NA,150_days,Wet,0.32,505,8,9.84,10.35,1.38,1.27,62,NA,34,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3582,129,NA,18.47,16.49,12.99,51.71,NA,150_days,Dry,0.36,386,7.3,10.31,9.75,1.83,2.67,36,NA,31,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10624,142,NA,36.84,31.41,42.77,34.71,NA,150_days,Dry,0.62,1343,9.5,11.28,11.35,1.56,2.6,38,NA,38,0,0,14.45,0.0544,37.65,3.66,7.28,NA,NA,NA,3.2177,48.51,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6054,161,NA,25.61,32.2,17.58,42.47,NA,150_days,Dry,0.3,854,7.9,12.52,12.25,1.49,2.56,108,NA,40,68,0,12.87,0.059,45.84,4.7,4.33,NA,NA,NA,3.4497,48.82,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7871,159,NA,29.18,36.92,22.44,37.1,NA,150_days,Dry,0.33,812,8.7,12.3,12.04,1.01,2.6,100,NA,37,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7043,149,NA,31.64,37.8,25.29,44.8,NA,150_days,Dry,0.36,583,7.4,11.55,13.37,2.09,2.82,62,NA,35,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7024,123,NA,25.95,26.64,22.81,36.92,NA,150_days,Dry,0.43,778,9.2,9.37,10.54,1.31,1.61,81,NA,30,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,400,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6172,148,NA,25.1,30.91,12.29,40.67,NA,150_days,Wet,0.21,850,8.9,13.03,13.14,2.37,1.97,74,NA,40,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_400_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,86,NA,6.89,4.8,5.13,68.15,NA,150_days,Dry,0.44,412,6,4.65,4.71,0.74,0.87,36,1,36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,133,NA,14.09,13.66,11.05,72.55,NA,150_days,Wet,0.4,360,5,5.38,5.6,0.72,1.05,29,1,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717,103,NA,5.41,5.26,4.79,75.45,NA,150_days,Dry,0.45,235,4.6,4.58,5.17,0.58,0.7,24,1,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,71,NA,3.19,2.9,3.55,56.66,NA,150_days,Wet,0.58,156,5.8,3.86,3.51,0.66,0.63,13,4,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937,80,NA,6.13,4.66,5.21,65.42,NA,150_days,Wet,0.48,290,5.9,5.39,5.69,0.89,0.66,24,1,22,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,96,NA,4.04,4.41,3.58,93.09,NA,150_days,Wet,0.42,163,3.6,4.66,4.28,0.79,0.85,19,1,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,80,NA,4.8,4.56,5.25,95.03,NA,150_days,Dry,0.56,318,3.5,4.32,4.25,0.69,0.75,27,1,22,5,0,2.36,0.0156,66.1,5.65,1.41,NA,NA,NA,4.14,49.71,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7445,145,NA,23.17,26.79,14.89,31.1,NA,150_days,Dry,0.29,1175,11.3,12.19,11.12,1.34,2.13,165,NA,39,126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5716,124,NA,22.5,20.29,12.01,39.47,NA,150_days,Wet,0.28,550,10.3,11.11,11.4,1.54,2.27,72,NA,33,39,0,NA,NA,NA,NA,NA,3.61,387.62,1.73,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8382,143,NA,24.29,28.18,14.61,28.96,NA,150_days,Wet,0.27,115,12.3,11.16,12,1.33,3.6,108,NA,36,72,0,9.96,0.0344,34.54,3.13,2.7,NA,NA,NA,3.31,46.99,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5053,142,NA,16.92,23.22,19.68,33.42,NA,150_days,Wet,0.48,594,8.3,10.88,11.38,1.55,1.82,53,NA,37,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8057,106,NA,23.77,20.64,15.78,29.55,NA,150_days,Wet,0.35,1192,13.1,10.57,10.54,1.36,2.07,161,NA,37,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6167,138,NA,20.61,21.41,21.66,33.42,NA,150_days,Dry,0.51,740,9.6,10.09,9.15,1.33,1.94,86,NA,38,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1555,74,NA,6.85,4.64,4.22,44.05,NA,150_days,Dry,0.36,170,9.8,7.43,5.82,1.17,1.85,25,NA,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6101,135,NA,19.35,19.66,16.76,31.73,NA,150_days,Wet,0.42,835,10.7,11.11,11.49,1.53,2.39,111,NA,37,74,0,10.58,0.046,43.48,4.4,5.27,NA,NA,NA,3.5083,48.02,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7381,153,NA,19.97,24.01,19.85,27.06,NA,150_days,Wet,0.45,570,11.5,9.95,8.68,1.81,2.66,89,NA,43,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7424,129,NA,23.53,28.11,19.98,31.69,NA,150_days,Dry,0.38,780,10.2,12.27,11.75,2.08,3.02,102,NA,36,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5599,143,NA,19.34,23.37,18.51,34.64,NA,150_days,Dry,0.43,561,9.1,11.87,12.02,1.53,2.62,46,NA,39,7,0,15.25,0.0617,40.46,5.44,3.94,NA,NA,NA,3.5907,48.04,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7880,155,NA,23.88,33.52,14.98,30.28,NA,150_days,Wet,0.26,797,10.8,10.16,11.25,1.89,3.05,103,NA,35,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,280,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4641,132,NA,14.12,17.79,11.8,30.43,NA,150_days,Wet,0.36,590,10.5,8.03,8.41,1.66,2.6,60,NA,39,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,100,NA,5.28,6.41,4.96,97.7,NA,150_days,Dry,0.42,304,3.2,5.51,5.51,1.03,1.01,43,1,41,2,0,3.99,0.029,72.68,7.63,2.3,NA,NA,NA,4.41,51.38,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,68,NA,5.31,4.61,4.45,78.72,NA,150_days,Dry,0.45,246,4.8,5.56,4.67,0.61,0.59,19,1,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961,90,NA,8.34,7.67,5.08,86.78,NA,150_days,Dry,0.31,412,4.5,5.84,4.46,0.65,0.6,38,2,38,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693,79,NA,4.76,4.43,2.85,68.69,NA,150_days,Dry,0.31,243,5.7,4.44,5.3,0.78,0.81,23,1,17,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,280,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,80,NA,6.5,9.29,4.77,81.14,NA,150_days,Wet,0.3,324,3.9,6.43,5.66,0.74,0.86,25,2,19,5,1,NA,NA,NA,NA,NA,3.88,19.47,2.13,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_280_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,640,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557,129,NA,21.64,19.05,27.49,84.63,NA,150_days,Wet,0.67,466,3.7,7.24,7.79,0.73,0.86,41,2,41,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus sideroxylon,NA,Elv,640,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,106,NA,19.32,16.94,14.12,97.92,NA,150_days,Dry,0.39,534,3.9,8.47,8.66,0.84,1.02,66,1,35,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harvested_at_150_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_150_days
Eucalyptus saligna,NA,Elv,640,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6566,130,NA,36.55,35.19,55.41,55.68,NA,150_days,Dry,0.75,705,5.1,12.72,11.76,1.65,3.04,101,NA,34,67,0,14.87,0.0989,66.51,3.46,13.07,NA,NA,NA,1.5723,47,harvested_at_150_days,,grown_at_Elv_temp_and_640_ppm_CO2_and_harvested_at_150_days
