Sp code,Species Name,Status,Family,Fire Response,FR data source,Seed storage,SS data source,Life Form,Seed mass (mg),SM data source,Nutrient-acquisition strategy,NAS data source,Leaf P,Leaf N
ACAACU,Acacia acuminata,native,FABACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,shrub,5.92,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACAALA,Acacia alata,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,7.35,Kew SID,Nfixer/AMF,Sprent 2001; Brundrett&Abbott 1991,,
ACABAR,Acacia barbinervis,native,FABACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Genus,shrub,34.49,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACABRO,Acacia browniana,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,4.59,Kew SID,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACACEL,Acacia celastrifolia,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,22.00,"Standish et al, unpub data",Nfixer/AMF,Sprent 2001; Standish et al. unpub data,0.03,1.65
ACADEC,Acacia decurrens*,weed,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,tree,16.07,Weighed,Nfixer/AMF,Sprent 2001; AMF assumed,,
ACADEN,Acacia dentifera,native,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,10.87,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACADIV,Acacia divergens,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,2.30,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACADRU,Acacia drummondii,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,4.03,Nursery records,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,0.03,1.54
ACAEXT,Acacia extensa,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,15.63,Nursery records,Nfixer/AMF,Sprent 2001; Brundrett&Abbott 1991,0.03,1.46
ACAHOR,Acacia horridula,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,14.84,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,0.04,1.91
ACAINC,Acacia incrassata,native,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,15.23,Approximation: avg seed mass of the other JF Acacia species (n = 29).,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACALAS,Acacia lasiocarpa,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,4.61,Nursery records,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACALAT,Acacia lateriticola,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,5.62,Nursery records,Nfixer/AMF,Sprent 2001; Brundrett&Abbott 1991,,
ACALON,Acacia longifolia*,weed,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,13.67,Weighed,Nfixer/AMF,Sprent 2001; AMF assumed,,
ACAMIC,Acacia microbotrya,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,70.41,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACAMYR,Acacia myrtifolia,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,13.96,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACANER,Acacia nervosa,native,FABACEAE,SEEDER,Burrows et al. 2008,soil,Bell et al. 1993,shrub,15.56,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACAOBO,Acacia obovata,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,18.41,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACAPNA,Acacia preissiana,native,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,10.97,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACAPUL,Acacia pulchella,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,11.00,"Standish et al, unpub data",Nfixer/AMF,Sprent 2001; Brundrett&Abbott 1991,,
ACASAL,Acacia saligna,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,14.71,Nursery records,Nfixer/AMF,Sprent 2001; Brundrett&Abbott 1991,0.05,2.06
ACASEM,Acacia semitrullata,native,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,14.21,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACASTE,Acacia stenoptera,native,FABACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,shrub,30.30,Nursery records,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACATER,Acacia teretifolia,native,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,6.82,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACATET,Acacia tetragonocarpa,native,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,26.64,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACATRI,Acacia trigonophylla,native,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,17.47,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACAURO,Acacia urophylla,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,14.75,Weighed,Nfixer/AMF,Sprent 2001; Brundrett&Abbott 1991,0.05,1.81
ACAVAR,Acacia varia,native,FABACEAE,RESPROUTER,Burrows et al. 2008,soil,Inferred using data for Genus,shrub,1.84,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACAWIL,Acacia willdenowiana,native,FABACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,shrub,12.50,Nursery records,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Genus ,,
ACEVUL,Acetosella vulgaris*,weed,POLYGONACEAE,RESPROUTER,Alcoa DB,soil,Infered (weed),perennial forb,0.70,Kew SID,None,NM: Brundrett 2009 for Family,,
ACTGLO,Actinotus glomeratus,native,APIACEAE,SEEDER,Burrows et al. 2008 for Genus,soil,Burrows et al. 2008 for Genus,perennial forb,0.85,Approximation: avg seed mass of Actinotus species (n = 5),AMF,Brundrett 2008 for Genus,,
ADEBAR,Adenanthos barbiger,native,PROTEACEAE,RESPROUTER,Burrows et al. 2008,soil,Lamont&Groom 1998,shrub,15.16,Approximation: avg seed mass of 5 Adenanthos species (Cochrane et al. 2002).,Root clusters,Skene 1998,0.02,0.52
AGRSCA,Agrostocrinum scabrum,native,HEMEROCALLIDACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,1.71,Kew SID,AMF,Brundrett&Abbott 1991,0.04,0.85
AIRCAR,Aira caryophyllea*,weed,POACEAE,SEEDER,Alcoa DB,soil,Vlahos & Bell 1986,annual grass,0.14,Kew SID,AMF,McGee 1986,0.21,2.23
ALLFRA,Allocasuarina fraseriana,native,CASUARINACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,tree,5.00,"Standish et al, unpub data",Nfixer/AMF/ECM,Brundrett&Abbott 1991; Reddell et al. 1986 for Nfixer,0.03,1.09
ALLHUE,Allocasuarina huegeliana,native,CASUARINACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,tree,4.83,McAlinden 1998,Nfixer/AMF/ECM,Reddell et al. 1986,,
ALLHUM,Allocasuarina humilis,native,CASUARINACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,2.70,Kew SID,AMF/ECM,Brundrett&Abbott 1991,,
AMPAMP,Amphipogon amphipogonoides,native,POACEAE,SEEDER,Norman et al. 2006,soil,Inferred using data for Family,perennial grass,0.52,Nursery records,AMF,Lamont 1982 for Family,,
AMPSIM,Amperea simulans,native,EUPHORBIACEAE,RESPROUTER,Burrows et al. 2008 for Genus,soil,Default,perennial forb,ND,,AMF,Brundrett 2008 for Family,,
ANAARV,Anagallis arvensis*,weed,PRIMULACEAE,SEEDER,Burrows et al. 2008,soil,Vlahos & Bell 1986,annual forb,0.50,Kew SID,AMF,McGee 1986,0.13,
ANAPRO,Anarthria prolifera,native,ANARTHRIACEAE,RESPROUTER,Burrows et al. 2008,soil,Default,perennial forb,ND,,None,NM: Brundrett 2009; Brundrett pers. comm. 10 Aug 2012,,
ANDINV,Andersonia involucrata,native,ERICACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,0.30,Roche 1997 ,Ericoid,Cornelissen et al. 2003 for Family,,
ANDLAT,Andersonia latiflora,native,ERICACEAE,SEEDER,Norman et al. 2006,soil,Inferred using data for Genus,shrub,0.09,Nursery records,Ericoid,Cornelissen et al. 2003 for Family,,
ANDLEH,Andersonia lehmanniana,native,ERICACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,0.20,Roche 1997 ,Ericoid,Cornelissen et al. 2003 for Family,,
ANIMAN,Anigozanthos manglesii,native,HAEMODORACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,0.70,Roche 1997 ,FRLRH,Brundrett&Abbott 1991,,
APHCYP,Aphelia cyperoides,native,CENTROLEPIDACEAE,SEEDER,Burrows et al. 2008,soil,Inferred using data for Family,annual forb,ND,,None,NM assumed status for Family,,
ARCCAL,Arctotheca calendula*,weed,ASTERACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,annual forb,1.20,Kew SID,AMF,McGee 1986,,
ASPASP,Asparagus asparagoides*,weed,ASPARAGACEAE,RESPROUTER,Alcoa DB,soil,Infered (weed),perennial forb,35.39,Approximation: avg seed mass of Asparagus species (n = 29),AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
ASTCIL,Astroloma ciliatum,native,ERICACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,74.90,Approximation: avg seed mass of Astroloma species (n = 4).,Ericoid,Cornelissen et al. 2003 for Family,,
ASTFAS,Astartea fascicularis,native,MYRTACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,7.69,Kew SID,AMF,Genus not listed in Brundrett 2008; assumed for AMF,,
ASTPAL,Astroloma pallidum,native,ERICACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,120.00,McAlinden 1998,Ericoid,Cornelissen et al. 2003 for Family,,
ASTSCO,Astartea scoparia,native,MYRTACEAE,SEEDER,Alcoa DB,canopy,Assume for Genus; fruit a woody capsule,shrub,0.07,Weighed,AMF,Genus not listed in Brundrett 2008; assumed for AMF,,
ATRPRO,Atriplex prostrata*,weed,CHENOPODIACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,4.00,Kew SID,None,NM: Brundrett pers. comm. 10 Aug 2012,,
AUSCAE,Austrodanthonia caespitosa,native,POACEAE,SEEDER,Smith et al. 2000,soil,Smith et al. 2000,perennial grass,0.77,Nursery records,AMF,McGee 1986,,
AUSCAM,Austrostipa campylachne,native,POACEAE,RESPROUTER,Burrows et al. 2008,soil,Inferred using data for Family,perennial grass,4.54,Anne Cochrane,AMF,Lamont 1982 for Family,,
AUSPIL,Austrodanthonia pilosa,native,POACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,perennial grass,0.64,Kew SID,AMF,Lamont 1982 for Family,,
AUSSEM,Austrostipa semibarbata,native,POACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Family,perennial grass,7.93,Weighed,AMF,Lamont 1982 for Family,,
AUSSET,Austrodanthonia setacea,native,POACEAE,SEEDER,Alcoa DB,soil,Vlahos & Bell 1986,perennial grass,1.20,Weighed,AMF,Lamont 1982 for Family,,
AVEBAR,Avena barbata*,weed,POACEAE,SEEDER,Alcoa DB,soil,Rachel Standishtandish,annual grass,9.00,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
AVEFAT,Avena fatua*,weed,POACEAE,SEEDER,Alcoa DB,soil,Bellairs & Bell 1993,annual grass,12.00,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
BAECAM,Baeckea camphorosmae,native,MYRTACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,0.27,Nursery records,AMF/ECM,Brundrett 2009 for Genus,,
BANATT,Banksia attenuata,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,tree,102.70,Milberg et al 1998,Root clusters,Skene 1998,,
BANGRA,Banksia grandis,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,tree,78.00,"Standish et al, unpub data",Root clusters,Skene 1998; Brundrett&Abbott 1991,0.04,0.88
BANLIT,Banksia littoralis,native,PROTEACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,tree,24.39,Nursery records,Root clusters,Skene 1998,,
BANSEM,Banksia seminuda,native,PROTEACEAE,SEEDER,Bell et al. 1993,canopy,Bell et al. 1993,tree,12.77,Anne Cochrane,Root clusters,Skene 1998,,
BEASQU,Beaufortia squarrosa,native,MYRTACEAE,SEEDER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,1.09,Weighed,AMF,Genus not listed in Brundrett 2008; Brundrett pers. comm. 10 Aug 2012,,
BILFLO,Billardiera floribunda,native,PITTOSPORACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,3.56,Weighed,AMF,Brundrett 2008 for Genus,0.06,2.22
BILFRA,Billardiera fraseri,native,PITTOSPORACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Genus,shrub,2.79,Approximation: avg seed mass of Billardiera species (n = 12).,AMF,Brundrett 2008 for Genus,,
BILFUS,Billardiera fusiformis,native,PITTOSPORACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Genus,shrub,2.28,Weighed,AMF,Brundrett 2008 for Genus,,
BILHET,Billardiera heterophylla,native,PITTOSPORACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Genus,shrub,2.79,Approximation: avg seed mass of Billardiera species (n = 12).,AMF,Brundrett&Abbott 1991,0.05,0.87
BILVAR,Billardiera variifolia,native,PITTOSPORACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,2.61,Weighed,AMF,Brundrett 2008 for Genus,,
BORCRE,Boronia crenulata,native,RUTACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,1.43,Nursery records,AMF,Brundrett 2008 for Genus,0.04,1.39
BORFAS,Boronia fastigiata,native,RUTACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,2.00,Roche 1997 ,AMF,Brundrett 2008 for Genus,0.03,0.51
BORMOL,Boronia molloyae,native,RUTACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,2.64,Approximation: avg seed mass of Boronia species (n = 16).,AMF,Brundrett 2008 for Genus,,
BORNIT,Borya nitida,native,BORYACEAE,SEEDER,Alcoa DB,soil,Default,perennial forb,0.18,Approximation: avg seed mass of Borya species (n= 2).,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
BORRAM,Boronia ramosa,native,RUTACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,5.03,Weighed,AMF,Brundrett 2008 for Genus,,
BORSCA,Boronia scabra,native,RUTACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,shrub,2.64,Approximation: avg seed mass of Boronia species (n = 16).,AMF,Brundrett 2008 for Genus,,
BOSAQU,Bossiaea aquifolium,native,FABACEAE,SEEDER,Bell et al. 1993,soil,Bell et al. 1993,shrub,9.00,"Standish et al, unpub data",Nfixer/AMF,Sprent 2001; Brundrett&Abbott 1991,0.05,2.17
BOSERI,Bossiaea eriocarpa,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,1.90,Kew SID,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Family ,,
BOSORN,Bossiaea ornata,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,3.00,"Standish et al, unpub data",Nfixer/AMF,Sprent 2001; Brundrett&Abbott 1991,0.05,1.83
BOSPUL,Bossiaea pulchella,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,18.00,"Standish et al, unpub data",Nfixer/AMF,Sprent 2001; Brundrett&Abbott 1991,,
BRAPUS,Brachyscome pusilla,native,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered using data for Family,annual forb,0.40,Approximation: avg seed mass of Brachyscome species (n = 26),AMF,Lamont 1982 for Family,,
BRARAP,Brassica rapa*,weed,BRASSICACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,2.00,Kew SID,None,NM: Brundrett 2009 for Family,,
BRATOU,Brassica tournefortii*,weed,BRASSICACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,1.30,Kew SID,None,NM: McGee 1986,,
BRIMAX,Briza maxima*,weed,POACEAE,SEEDER,Burrows et al. 2008,soil,Infered (weed),annual grass,2.80,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,0.34,3.17
BRIMIN,Briza minor*,weed,POACEAE,SEEDER,Burrows et al. 2008,soil,Bellairs & Bell 1993,annual grass,0.32,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,1.73
BROARE,Bromus arenarius*,weed,POACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual grass,2.70,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
BROHOR,Bromus hordeaceus*,weed,POACEAE,SEEDER,Burrows et al. 2008,soil,Infered (weed),annual grass,1.48,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
BROMAD,Bromus madritensis*,weed,POACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual grass,3.33,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
BURCON,Burchardia congesta,native,COLCHICACEAE,RESPROUTER,Burrows et al. 2008 for Genus,soil,Default,perennial forb,1.10,Weighed,AMF,Brundrett 2008 for Genus,,
CAEMIC,Caesia micrantha,native,HEMEROCALLIDACEAE,RESPROUTER,Burrows et al. 2008 for Genus,soil,Inferred using data for Family,perennial forb,1.15,Weighed,AMF,Brundrett 2008 for Family,,
CALFLA,Caladenia flava,native,ORCHIDACEAE,RESPROUTER,Burrows et al. 2008,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,0.23,3.06
CALGRA,Calothamnus graniticus,native,MYRTACEAE,RESPROUTER,Burrows et al. 2008 for Genus,canopy,Lamont et al. 1991 for Genus,shrub,1.60,Anne Cochrane,AMF,Genus not listed in Brundrett 2008; Brundrett pers. comm. 10 Aug 2012,,
CALMAC,Caladenia macrostylis,native,ORCHIDACEAE,RESPROUTER,Burrows et al. 2008,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,,
CALQUA,Calothamnus quadrifidus,native,MYRTACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,0.84,Kew SID,AMF,Genus not listed in Brundrett 2008; Brundrett pers. comm. 10 Aug 2012,0.05,1.2
CALREP,Caladenia reptans,native,ORCHIDACEAE,RESPROUTER,Burrows et al. 2008,soil,Default,perennial forb,0.005,Approximation: avg seed mass of Orchidaceae species (n = 60),OMF,Cornelissen et al. 2003 for Family,,
CALRUP,Calothamnus rupestris,native,MYRTACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,0.75,Kew SID,AMF,Genus not listed in Brundrett 2008; Brundrett pers. comm. 10 Aug 2012,,
CALSAN,Calothamnus sanguineus,native,MYRTACEAE,RESPROUTER,Bell et al. 1993,canopy,Bell et al. 1993,shrub,0.57,Weighed,AMF,Genus not listed in Brundrett 2008; Brundrett pers. comm. 10 Aug 2012,,
CARANN,Carrichtera annua*,weed,BRASSICACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.90,Kew SID,None,NM: Brundrett 2009 for Family,,
CAREDU,Carpobrotus edulis*,weed,AIZOACEAE,SEEDER,Alcoa DB,soil,Infered (weed),perennial forb,0.19,Nursery records,None,NM: Brundrett 2009 for Family,,
CARPAU,Cardamine paucijuga,native,BRASSICACEAE,SEEDER,Alcoa DB,soil,Infered using data for Family,annual forb,0.81,Approximation: avg seed mass of Cardamine species (n = 18).,None,NM: Brundrett 2009 for Family,,
CARPYC,Carduus pycnocephalus*,weed,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,5.33,Approximation: avg seed mass of Carduus species (n = 8),AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
CASGLA,Cassytha glabella,native,LAURACEAE,SEEDER,Alcoa DB,soil,Default,perennial forb,22.21,Weighed,Root hemiparasite,Brundrett 2008 for Genus,,
CASRAC,Cassytha racemosa,native,LAURACEAE,SEEDER,Burrows et al. 2008,soil,Burrows et al. 2008,perennial forb,34.48,Nursery records,Root hemiparasite,Brundrett 2008 for Genus,,
CENALE,Centrolepis alepyroides,native,CENTROLEPIDACEAE,SEEDER,Alcoa DB,soil,Bellairs & Bell 1993,annual forb,0.06,Approximation: avg seed mass of Centrolepis species (n = 5).,None,NM: Brundrett 2008 for Genus,,
CENARI,Centrolepis aristata,native,CENTROLEPIDACEAE,SEEDER,Alcoa DB,soil,Bellairs & Bell 1993,annual forb,0.04,Kew SID,None,NM: Brundrett 2008 for Genus,0.09,1.97
CENCAL,Centaurea calcitrapa*,weed,ASTERACEAE,SEEDER,Rachel Standish,soil,Infered (weed),annual forb,2.30,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
CENDRU,Centrolepis drummondiana,native,CENTROLEPIDACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,annual forb,0.06,Approximation: avg seed mass of Centrolepis species (n = 5).,None,NM: Brundrett 2008 for Genus,,
CENERY,Centaurium erythraea*,weed,GENTIANACEAE,SEEDER,Smith et al. 2000,soil,Smith et al. 2000,annual forb,0.01,Kew SID,AMF,Brundrett pers. comm. 10 Aug 2012,,
CENPIL,Centrolepis pilosa,native,CENTROLEPIDACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Genus,annual forb,0.06,Approximation: avg seed mass of Centrolepis species (n = 5).,None,NM: Brundrett 2008 for Genus,,
CERGLO,Cerastium glomeratum*,weed,CARYOPHYLLACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.05,Kew SID,None,NM: Brundrett pers. comm. 10 Aug 2012,,
CHACOR,Chamaescilla corymbosa,native,ASPARAGACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,0.30,Roche 1997 ,AMF,Brundrett&Abbott 1991,0.12,2.3
CHAPAL,Chamaecytisus palmensis*,weed,FABACEAE,SEEDER,Alcoa DB,soil,Inferred using data for Family,shrub,4.94,Approximation based on one species,Nfixer/AMF,Sprent 2001; AMF assumed,,
CHEAMB,Chenopodium ambrosioides*,weed,CHENOPODIACEAE,SEEDER,Alcoa DB,soil,Infered (weed),perennial forb,0.70,Kew SID,None,NM: Brundrett pers. comm. 10 Aug 2012,,
CHEPUM,Chenopodium pumilio,native,CHENOPODIACEAE,SEEDER,Alcoa DB,soil,Default,annual forb,0.60,Approximation: avg seed mass of Chenopodium species (n = 48).,None,NM: Brundrett 2008 for Family,,
CHOCOR,Chorizema cordatum,native,FABACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Genus,shrub,1.55,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Family ,,
CHODIC,Chorizema dicksonii,native,FABACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,4.30,Weighed,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Family ,,
CHOILI,Chorizema ilicifolium,native,FABACEAE,SEEDER,Burrows et al. 2008,soil,Bell et al. 1993,shrub,1.80,Hanley et al 2003,Nfixer/AMF,Sprent 2001; Lamont 1982 on AMF for Family ,,
CHORHO,Chorizema rhombeum,native,FABACEAE,SEEDER,Burrows et al. 2008,soil,Bell et al. 1993,shrub,1.38,Weighed,Nfixer/AMF,Lamont 1982 on Nfixer and AMF for Family,,
CIRVUL,Cirsium vulgare*,weed,ASTERACEAE,SEEDER,Burrows et al. 2008,soil,Infered (weed),annual forb,2.90,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
CLEPUB,Clematis pubescens,native,RANUNCULACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,shrub,2.92,Nursery records,AMF,Brundrett&Abbott 1991,0.11,2.24
COMCAL,Comesperma calymega,native,POLYGALACEAE,RESPROUTER,Burrows et al. 2008,soil,Inferred using data for Family,perennial forb,0.55,Weighed,AMF/ECM,McGee 1986,,
COMVIR,Comesperma virgatum,native,POLYGALACEAE,RESPROUTER,Alcoa DB,soil,Inferred using data for Family,shrub,1.49,Weighed,AMF,Brundrett&Abbott 1991,0.06,1.67
CONACU,Conostylis aculeata,native,HAEMODORACEAE,RESPROUTER,Burrows et al. 2008,soil,Bell et al. 1993,perennial forb,0.34,Nursery records,FRLRH,Brundrett 2009 for Family,,
CONBON,Conyza bonariensis*,weed,ASTERACEAE,SEEDER,Smith et al. 2000,soil,Smith et al. 2000,annual forb,0.10,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
CONCAN,Conyza canadensis*,weed,ASTERACEAE,SEEDER,Rachel Standish,soil,Infered (weed),annual forb,0.07,Kew SID,AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
CONCAP,Conospermum capitatum,native,PROTEACEAE,RESPROUTER,Burrows et al. 2008,soil,Lamont&Groom 1998,shrub,6.39,Weighed,Root clusters,Skene 1998; Brundrett&Abbott 1991,,
CONFLE,Conospermum flexuosum,native,PROTEACEAE,RESPROUTER,Burrows et al. 2008,soil,Lamont&Groom 1998,shrub,8.83,Weighed,Root clusters,Skene 1998,,
CONPAR,Conyza parva*,weed,ASTERACEAE,SEEDER,Alcoa DB,soil,Infered (weed),annual forb,0.05,Approximation: avg seed mass of Conyza species (n = 14),AMF,Brundrett 2009 for Family; Brundrett pers. comm. 10 Aug 2012,,
CONSEI,Conostylis setigera,native,HAEMODORACEAE,SEEDER,Burrows et al. 2008,soil,Bell et al. 1993,perennial forb,0.60,Weighed,FRLRH,Brundrett 2009 for Family,0.04,1.15
CONSEO,Conostylis setosa,native,HAEMODORACEAE,RESPROUTER,Bell et al. 1993,soil,Bell et al. 1993,perennial forb,0.50,Roche 1997 ,FRLRH,Brundrett&Abbott 1991,0.04,1.04
CONSER,Conostylis serrulata,native,HAEMODORACEAE,RESPROUTER,Burrows et al. 2008,soil,Bell et al. 1993,perennial forb,0.55,Weighed,FRLRH,Brundrett 2009 for Family,0.06,
