original_name,cleaned_name,aligned_name,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code
Leucopogon sp. Badgingarra (R. Davis 421),Leucopogon sp. Badgingarra (R. Davis 421),Leucopogon sp. Badgingarra (R.Davis 421),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Boddington (D. Halford 80746),Leucopogon sp. Boddington (D. Halford 80746),Leucopogon sp. Boddington (D.Halford 80746),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Bolgart (M. Hislop & F. Hort MH2486),Leucopogon sp. Bolgart (M. Hislop & F. Hort MH2486),Leucopogon sp. Bolgart (M.Hislop & F.Hort MH 2486),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Boyup Brook (A. Webb BNC 1025),Leucopogon sp. Boyup Brook (A. Webb BNC 1025),Leucopogon sp. Boyup Brook (A.Webb BNC1025),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Bremer Bay (K.R. Newbey 4667),Leucopogon sp. Bremer Bay (K.R. Newbey 4667),Leucopogon sp. Bremer Bay (K.R.Newbey 4667),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Brookton (K. Kershaw & L. Kerrigan KK 2192),Leucopogon sp. Brookton (K. Kershaw & L. Kerrigan KK 2192),Leucopogon sp. Brookton (K.Kershaw & L.Kerrigan KK2192),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Bungulla (R.D. Royce 3435),Leucopogon sp. Bungulla (R.D. Royce 3435),Leucopogon sp. Bungulla (R.D.Royce 3435),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Busselton (D. Cooper 243),Leucopogon sp. Busselton (D. Cooper 243),Leucopogon sp. Busselton (D.Cooper 243),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Carnamah (M. Hislop 2898),Leucopogon sp. Carnamah (M. Hislop 2898),Leucopogon sp. Carnamah (M.Hislop 2898),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Clyde Hill (M.A. Burgman 1207),Leucopogon sp. Clyde Hill (M.A. Burgman 1207),Leucopogon sp. Clyde Hill (M.A.Burgman 1207),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Cockleshell Gully (J.M. Powell 1749),Leucopogon sp. Cockleshell Gully (J.M. Powell 1749),Leucopogon sp. Cockleshell Gully (J.M.Powell 1749),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Coolgardie (M. Hislop & F. Hort MH 3197),Leucopogon sp. Coolgardie (M. Hislop & F. Hort MH 3197),Leucopogon sp. Coolgardie (M.Hislop & F.Hort MH3197),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Corrigin (K. Kershaw KK 2091),Leucopogon sp. Corrigin (K. Kershaw KK 2091),Leucopogon sp. Corrigin (K.Kershaw KK 2091),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Coujinup (M.A. Burgman 1085),Leucopogon sp. Coujinup (M.A. Burgman 1085),Leucopogon sp. Coujinup (M.A.Burgman 1085),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Dongolocking (K. Kershaw KK 2333),Leucopogon sp. Dongolocking (K. Kershaw KK 2333),Leucopogon sp. Dongolocking (K.Kershaw KK 2333),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Dragon Rocks (A.M. Coates 2609),Leucopogon sp. Dragon Rocks (A.M. Coates 2609),Leucopogon sp. Dragon Rocks (A.M.Coates 2609),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Dumbleyung (M. Hislop & F. Hort MH 3239),Leucopogon sp. Dumbleyung (M. Hislop & F. Hort MH 3239),Leucopogon sp. Dumbleyung (M.Hislop & F.Hort MH3239),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Fitzgerald peaks (F. Obbens 19/97),Leucopogon sp. Fitzgerald peaks (F. Obbens 19/97),Leucopogon sp. Fitzgerald peaks (F.Obbens 19/97),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Frank Hann (K.R. Newbey 11499),Leucopogon sp. Frank Hann (K.R. Newbey 11499),Leucopogon sp. Frank Hann (K.R.Newbey 11499),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Gingilup (N. Gibson & M. Lyons 590),Leucopogon sp. Gingilup (N. Gibson & M. Lyons 590),Leucopogon sp. Gingilup (N.Gibson & M.Lyons 590),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Great Southern (R.S. Cowan A 586),Leucopogon sp. Great Southern (R.S. Cowan A 586),Leucopogon sp. Great Southern (R.S.Cowan A-586),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Gunapin (F. Hort 808),Leucopogon sp. Gunapin (F. Hort 808),Leucopogon sp. Gunapin (F.Hort 808),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Howatharra (D. & N. McFarland 1046),Leucopogon sp. Howatharra (D. & N. McFarland 1046),Leucopogon sp. Howatharra (D. & N.McFarland 1046),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Ironcaps (N. Gibson & K. Brown 3070),Leucopogon sp. Ironcaps (N. Gibson & K. Brown 3070),Leucopogon sp. Ironcaps (N.Gibson & K.Brown 3070),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Israelite Bay (G.F. Craig 2558),Leucopogon sp. Israelite Bay (G.F. Craig 2558),Leucopogon sp. Israelite Bay (G.F.Craig 2558),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Kalbarri (J.M. Powell 1695),Leucopogon sp. Kalbarri (J.M. Powell 1695),Leucopogon sp. Kalbarri (J.M.Powell 1695),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Lake King (A.J.G. Wilson 65),Leucopogon sp. Lake King (A.J.G. Wilson 65),Leucopogon sp. Lake King (A.J.G.Wilson 65),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Lort River (M. Golding 3),Leucopogon sp. Lort River (M. Golding 3),Leucopogon sp. Lort River (M.Golding 3),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Manypeaks (A.S. George 6488),Leucopogon sp. Manypeaks (A.S. George 6488),Leucopogon sp. Manypeaks (A.S.George 6488),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Margaret River (J. Scott 207),Leucopogon sp. Margaret River (J. Scott 207),Leucopogon sp. Margaret River (J.Scott 207),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Mid West (J.S. Beard 7388),Leucopogon sp. Mid West (J.S. Beard 7388),Leucopogon sp. Mid West (J.S.Beard 7388),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Moresby Range (S. Patrick 2614),Leucopogon sp. Moresby Range (S. Patrick 2614),Leucopogon sp. Moresby Range (S.Patrick 2614),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Mount Heywood (M.A. Burgman 1211),Leucopogon sp. Mount Heywood (M.A. Burgman 1211),Leucopogon sp. Mount Heywood (M.A.Burgman 1211),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Murchison (R.J. Cranfield 9224),Leucopogon sp. Murchison (R.J. Cranfield 9224),Leucopogon sp. Murchison (R.J.Cranfield 9224),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Nabawa (M. Hislop 2765),Leucopogon sp. Nabawa (M. Hislop 2765),Leucopogon sp. Nabawa (M.Hislop 2765),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Newdegate (M. Hislop 3585),Leucopogon sp. Newdegate (M. Hislop 3585),Leucopogon sp. Newdegate (M.Hislop 3585),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Northern ciliate (R. Davis 3393),Leucopogon sp. Northern ciliate (R. Davis 3393),Leucopogon sp. Northern ciliate (R.Davis 3393),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Parkerville (A. Meebold 11654),Leucopogon sp. Parkerville (A. Meebold 11654),Leucopogon sp. Parkerville (A.Meebold 11654),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Pingrup (W.E. Blackall 3010),Leucopogon sp. Pingrup (W.E. Blackall 3010),Leucopogon sp. Pingrup (W.E.Blackall 3010),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Port Gregory (C. Page 33),Leucopogon sp. Port Gregory (C. Page 33),Leucopogon sp. Port Gregory (C.Page 33),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Salt Lake (G.F. Craig 3069),Leucopogon sp. Salt Lake (G.F. Craig 3069),Leucopogon sp. Salt Lake (G.F.Craig 3069),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Southern Forests (B.G. Hammersley 1000),Leucopogon sp. Southern Forests (B.G. Hammersley 1000),Leucopogon sp. Southern Forests (B.G.Hammersley 1000),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Southern Granite (E.D. Middleton EDM 266),Leucopogon sp. Southern Granite (E.D. Middleton EDM 266),Leucopogon sp. Southern Granite (E.D.Middleton EDM 266),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Tathra (M. Hislop 2900),Leucopogon sp. Tathra (M. Hislop 2900),Leucopogon sp. Tathra (M.Hislop 2900),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Three Springs (M. Hislop 2504),Leucopogon sp. Three Springs (M. Hislop 2504),Leucopogon sp. Three Springs (M.Hislop 2504),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Walpole (R.J. Cranfield 10940),Leucopogon sp. Walpole (R.J. Cranfield 10940),Leucopogon sp. Walpole (R.J.Cranfield 10940),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Wandering (F. Hort 419),Leucopogon sp. Wandering (F. Hort 419),Leucopogon sp. Wandering (F.Hort 419),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Wheatbelt (S. Murray 257),Leucopogon sp. Wheatbelt (S. Murray 257),Leucopogon sp. Wheatbelt (S.Murray 257),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Yanchep (M. Hislop 1986),Leucopogon sp. Yanchep (M. Hislop 1986),Leucopogon sp. Yanchep (M.Hislop 1986),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Yandanooka (M. Hislop 2507),Leucopogon sp. Yandanooka (M. Hislop 2507),Leucopogon sp. Yandanooka (M.Hislop 2507),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Yanneymooning (F. Mollemans 3797),Leucopogon sp. Yanneymooning (F. Mollemans 3797),Leucopogon sp. Yanneymooning (F.Mollemans 3797),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. Yellowdine (M. Hislop & F. Hort MH 3194),Leucopogon sp. Yellowdine (M. Hislop & F. Hort MH 3194),Leucopogon sp. Yellowdine (M.Hislop & F.Hort MH3194),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. outer wheatbelt (M. Hislop 30),Leucopogon sp. outer wheatbelt (M. Hislop 30),Leucopogon sp. outer wheatbelt (M.Hislop 30),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Leucopogon sp. short style (S. Barrett 1578),Leucopogon sp. short style (S. Barrett 1578),Leucopogon sp. short style (S.Barrett 1578),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Melichrus sp. Bruce Rock (J. Buegge D 36),Melichrus sp. Bruce Rock (J. Buegge D 36),Melichrus sp. Bruce Rock (J.Buegge D36),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Melichrus sp. Bungalbin Hill (F.H. & M.P. Mollemans 3069),Melichrus sp. Bungalbin Hill (F.H. & M.P. Mollemans 3069),Melichrus sp. Bungalbin Hill (F.H. & M.P.Mollemans 3069),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Melichrus sp. Coolgardie (K.R. Newbey 8698),Melichrus sp. Coolgardie (K.R. Newbey 8698),Melichrus sp. Coolgardie (K.R.Newbey 8698),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Mirbelia sp. Bursarioides (T.R. Lally 760),Mirbelia sp. Bursarioides (T.R. Lally 760),Mirbelia sp. Bursarioides (T.R.Lally 760),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Mirbelia sp. Carnarvon (J.S. Beard 6008),Mirbelia sp. Carnarvon (J.S. Beard 6008),Mirbelia sp. Carnarvon (J.S.Beard 6008),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Mirbelia sp. Cordifolia (C.A. Gardner 2712),Mirbelia sp. Cordifolia (C.A. Gardner 2712),Mirbelia sp. Cordifolia (C.A.Gardner 2712),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Mirbelia sp. Magentea (T.E.H. Aplin 5976),Mirbelia sp. Magentea (T.E.H. Aplin 5976),Mirbelia sp. Magentea (T.E.H.Aplin 5976),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Mirbelia sp. Mt Heywood (T.E.H. Aplin 4154),Mirbelia sp. Mt Heywood (T.E.H. Aplin 4154),Mirbelia sp. Mt Heywood (T.E.H.Aplin 4154),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Mirbelia sp. Ternata (M.D. Crisp & L.G. Cook MDC 9267),Mirbelia sp. Ternata (M.D. Crisp & L.G. Cook MDC 9267),Mirbelia sp. Ternata (M.D.Crisp & L.G.Cook MDC 9267),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Mirbelia sp. Zuytdorp (G.J. Keighery & N. Gibson 1688),Mirbelia sp. Zuytdorp (G.J. Keighery & N. Gibson 1688),Mirbelia sp. Zuytdorp (G.J.Keighery & N.Gibson 1688),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Mirbelia sp. hooked keel (M.D. Crisp 8519 & W. Keys),Mirbelia sp. hooked keel (M.D. Crisp 8519 & W. Keys),Mirbelia sp. hooked keel (M.D.Crisp 8519 & W.Keys),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Patersonia drummondii subsp. Northern (R.D. Royce UWA 777),Patersonia drummondii subsp. Northern (R.D. Royce UWA 777),Patersonia drummondii subsp. Northern (R.D.Royce UWA 777),APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Pauridia sp. Beaufort (V. Crowley DKN 629),Pauridia sp. Beaufort (V. Crowley DKN 629),Pauridia sp. Beaufort (V.Crowley DKN 629),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Petrophile squamata subsp. Ravensthorpe (E.M. Bennett 2597),Petrophile squamata subsp. Ravensthorpe (E.M. Bennett 2597),Petrophile squamata subsp. Ravensthorpe (E.M.Bennett 2597),APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Petrophile squamata subsp. northern (J. Monks 40),Petrophile squamata subsp. northern (J. Monks 40),Petrophile squamata subsp. Northern (J.Monks 40),APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Philotheca spicata subsp. Moore River National Park (G. & D. Woodman Op 47),Philotheca spicata subsp. Moore River National Park (G. & D. Woodman Op 47),Philotheca spicata subsp. Moore River National Park (G. & D.Woodman Op 47),APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Pileanthus rubronitidus,Pileanthus rubronitidus,Pileanthus rubrinitidus,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Prasophyllum sp. Brookton Highway (G. Brockman 734),Prasophyllum sp. Brookton Highway (G. Brockman 734),Prasophyllum sp. Brookton Highway (G.Brockman 734),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Prasophyllum sp. Eastern Wheatbelt (C. & D. Woolcock s.n. PERTH 00760846),Prasophyllum sp. Eastern Wheatbelt (C. & D. Woolcock s.n. PERTH 00760846),Prasophyllum sp. Eastern Wheatbelt (C. & D.Woolcock s.n. PERTH 00760846),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Prasophyllum sp. early (G. Brockman GBB 1626),Prasophyllum sp. early (G. Brockman GBB 1626),Prasophyllum sp. early (G.Brockman GBB 1626),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Pterostylis sp. Bloated bird orchid (A.R. Annels et al. ARA 5478),Pterostylis sp. Bloated bird orchid (A.R. Annels et al. ARA 5478),Pterostylis sp. Bloated bird orchid (A.R.Annels et al. ARA 5478),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Pterostylis sp. Bloated snail orchid (W. Jackson BJ 486),Pterostylis sp. Bloated snail orchid (W. Jackson BJ 486),Pterostylis sp. Bloated snail orchid (W.Jackson BJ486),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Pterostylis sp. Paynes Find (G. Brockman GBB 526),Pterostylis sp. Paynes Find (G. Brockman GBB 526),Pterostylis sp. Paynes Find (G.Brockman GBB 526),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Pterostylis sp. Southern Granites (W. Jackson BJ256),Pterostylis sp. Southern Granites (W. Jackson BJ256),Pterostylis sp. Southern Granites (W.Jackson BJ256),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Pterostylis sp. robust (W. Jackson BJ294),Pterostylis sp. robust (W. Jackson BJ294),Pterostylis sp. robust (W.Jackson BJ294),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Pterostylis sp. scooped sepals (G. Brockman GBB386),Pterostylis sp. scooped sepals (G. Brockman GBB386),Pterostylis sp. scooped sepals (G.Brockman GBB386),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Pultenaea sp. southern (L.A. Orthia 39),Pultenaea sp. southern (L.A. Orthia 39),Pultenaea sp. southern (L.A.Orthia 39),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Ricinocarpus pilifer,Ricinocarpus pilifer,Ricinocarpos pilifer,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Scaevola repens subsp. Northern Sandplains (R.J. Cranfield & P.J. Spencer 8445),Scaevola repens subsp. Northern Sandplains (R.J. Cranfield & P.J. Spencer 8445),Scaevola repens subsp. Northern Sandplains (R.J.Cranfield & P.J.Spencer 8445),APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Scaevola repens subsp. West Talbot (R. Davis 2755),Scaevola repens subsp. West Talbot (R. Davis 2755),Scaevola repens subsp. West Talbot (R.Davis 2755),APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Scaevola sp. Golden hairs (D. & B. Bellairs 1450 A),Scaevola sp. Golden hairs (D. & B. Bellairs 1450 A),Scaevola sp. Golden hairs (D. & B.Bellairs 1450 A),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Scaevola sp. Mt Ragged (M. Goods GG 004),Scaevola sp. Mt Ragged (M. Goods GG 004),Scaevola sp. Mt Ragged (M.Goods GG 004),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Scholtzia sp. Jurien (R.J.Cranfield & P.Spencer RJC 8443),Scholtzia sp. Jurien (R.J.Cranfield & P.Spencer RJC 8443),Scholtzia sp. Jurien (R.J.Cranfield & P.J.Spencer RJC 8443),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Sphenotoma sp. Stirling Range (P.G. Wilson 4235),Sphenotoma sp. Stirling Range (P.G. Wilson 4235),Sphenotoma sp. Stirling Range (P.G.Wilson 4235),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Synaphea sp. Fairbridge Farm (D. Papenfus 696),Synaphea sp. Fairbridge Farm (D. Papenfus 696),Synaphea sp. Fairbridge Farm (D.Papenfus 696),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
Synaphea sp. Jilakin Flat Rocks Rd (R. Butcher et. al RB200),Synaphea sp. Jilakin Flat Rocks Rd (R. Butcher et. al RB200),Synaphea sp. Jilakin Flat Rocks Rd (R.Butcher et al. RB200),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-09-01),match_05a_fuzzy_accepted_canonical_name
