Plant Genus,Plant Species,Visitor Order/Family,Visitor Genus,Visitor Species,Morphospecies,Region,Publication,Visitor TRAIT,Method,Pollination evidence,Plant floral TRAIT,Location,Month,Year,DOI,Citation,notes,ID,ID2,source_id,pollinator_trait_value
Grevillea,saccata,Meliphagidae,,,Birds,WA Midwest,Armstrong 2001,pollination_vector_possible,Observation,morphology make likely pollinator,96.5% pollen viability;  2.7 pollen tubes per style; 7.8:1 flower to seed ratio,"Badgingarra, Moora, Cataby",,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,honeyeater
Grevillea,saccata,Apidae,Apis,mellifera,Honeybee,WA Midwest,Armstrong 2001,flower_visitor,Observation,morphology make unlikely pollinator,,"Badgingarra, Moora, Cataby",,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,honeybee
Grevillea,saccata,Formicidae,Iridomyrmex,greensladei,Meat ant,WA Midwest,Armstrong 2001,flower_visitor,Observation,morphology make unlikely pollinator,,"Badgingarra, Moora, Cataby",,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,ant
Grevillea,christineae,Lepidoptera,,,Blue Butterfly,WA Midwest,Armstrong 2001,pollination_vector_possible,Observation,contact with stigma and anthers,98.9% pollen viability; 1.3 pollen tubes per style; 350:1 flower to seed ratio,"Goomalling, Watheroo, Olgivie",,,https://researchportal.murdoch.edu.au/991005542553107891,"Armstrong PG (2001) Population dynamics with life histroy modelling of rare and common Grevillea species in Western Australia. PhD Thesis Murdoch University, Western Australia",,,,Armstrong_2001,butterfly
Conospermum,eatoniae,Colletidae,Leioproctus,,Native bee,"Perth, coastal plain",Stone (2003),pollination_syndrome,,,1.2 pollen tubes per style,"Perth, coastal plain",,,https://researchportal.murdoch.edu.au/991005542354507891,"Stone LM (2003) Floral biology and propagation of Blue-flowered Conospermum spp. PhD Thesis. Murdoch University, Western Australia",,,,Stone_2003,bee
Eucalyptus,rhodantha,Apidae,Apis,mellifera,Honeybee,WA Midwest,McNee (1986),pollination_vector_possible,Observation,contact with stigma and anthers,low pollen viability,Watheroo,,,https://library.dbca.wa.gov.au ,McNee S (1986) Pollination biology of Eucalyptus rhodantha. Graduate Diploma. Western Australian Institute of Technology,,,,McNee_1986,honeybee
Eucalyptus,rhodantha,Apocrita,,,Large wasps,WA Midwest,McNee (1986),pollination_vector_possible,Observation,contact with stigma and anthers,,Watheroo,,,https://library.dbca.wa.gov.au ,McNee S (1986) Pollination biology of Eucalyptus rhodantha. Graduate Diploma. Western Australian Institute of Technology,,,,McNee_1986,wasp
Eucalyptus,rhodantha,Meliphagidae,Anthochaera,carunculata,Red Wattlebird,WA Midwest,McNee (1986),pollination_vector_possible,Observation,contact with stigma and anthers,,Watheroo,,,https://library.dbca.wa.gov.au ,McNee S (1986) Pollination biology of Eucalyptus rhodantha. Graduate Diploma. Western Australian Institute of Technology,,,,McNee_1986,honeyeater
Eucalyptus,rhodantha,Meliphagidae,Lichmera,indistincta,Brown Honeyeater,WA Midwest,McNee (1986),pollination_vector_possible,Observation,contact with stigma and anthers,,Watheroo,,,https://library.dbca.wa.gov.au ,McNee S (1986) Pollination biology of Eucalyptus rhodantha. Graduate Diploma. Western Australian Institute of Technology,,,,McNee_1986,honeyeater
Eucalyptus,rhodantha,Meliphagidae,Lichenostomus,virescens,Singing honeyeater,WA Midwest,McNee (1986),pollination_vector_possible,Observation,contact with stigma and anthers,,Watheroo,,,https://library.dbca.wa.gov.au ,McNee S (1986) Pollination biology of Eucalyptus rhodantha. Graduate Diploma. Western Australian Institute of Technology,,,,McNee_1986,honeyeater
Eucalyptus,rhodantha,Meliphagidae,Manorina,flavigula,Yellow-throated miner,WA Midwest,McNee (1986),pollination_vector_possible,Observation,contact with stigma and anthers,,Watheroo,,,https://library.dbca.wa.gov.au ,McNee S (1986) Pollination biology of Eucalyptus rhodantha. Graduate Diploma. Western Australian Institute of Technology,,,,McNee_1986,honeyeater
Eucalyptus,rhodantha,Tarsipedidae,Tarsipes,rostratus,Honey possum,WA Midwest,McNee (1986),pollination_vector_known,Pollen swab from vector,pollen swabbed from body; assumed pollinator - morphology,,Watheroo,,,https://library.dbca.wa.gov.au ,McNee S (1986) Pollination biology of Eucalyptus rhodantha. Graduate Diploma. Western Australian Institute of Technology,,,,McNee_1986,marsupial
