genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Mallotus,Mallotus,shrubs or slender trees.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Airy Shaw, 1980a"
Mallotus,Mallotus nesophilus,a semideciduous tree to 8 m tall.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Mallotus,Mallotus philippensis,"an evergreen tree to 10 m tall, rarely more.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Mallotus,Mallotus dispersus,an  tree or shrub to 10 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Malva,Malva parviflora,prostrate to erect perennial herb to about 40 cm high.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,"Flora of Central Australia, 1981"
Malva,Malva preissiana,erect perennial herb to about 3 m high;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Flora of Central Australia, 1981"
Malvastrum,Malvastrum coromandelianum,"erect, annual herbs to 1 m tall;",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Cowie, I.D., Kerrigan, R.A., Dixon, D.J. & Barker, R.M. (2013). Malvaceae. In Short, P.S. & Cowie, I.D. (eds), Flora of the Darwin Region. (Northern Territory Herbarium, Department of Land Resource Management). Vol. 1, p. 22."
Malvastrum,Malvastrum,annual herbs or subshrubs;,annual,annual,NA,NA,herb subshrub,herbs subshrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Borssum Waalkes (1966).
Malvastrum,Malvastrum americanum,"erect, annual or shortlivedperennial herb to 1 m tall; most parts with short, scattered,",annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Cowie, I.D., Kerrigan, R.A., Dixon, D.J. & Barker, R.M. (2013). Malvaceae. In Short, P.S. & Cowie, I.D. (eds), Flora of the Darwin Region. (Northern Territory Herbarium, Department of Land Resource Management). Vol. 1, pp. 20-22."
Mangifera,Mangifera,andromonoecious trees.,perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,andromonoecious,andromonoecious,NA,NA,woody,NA,NA
Mangifera,Mangifera indica,tree to 20 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,andromonoecious,inferred_from_genus,NA,NA,woody,NA,NA
Mapania,Mapania macrocephala,a stout perennial sedge forming dense clumps resembling a small pandanus.,perennial,perennial,NA,NA,graminoid,sedge,NA,NA,NA,NA,dense,dense,herbaceous,inferred_from_growth_form,"Kern, J.H., (1974) Cyperaceae. Flora Malesiana Series I 7(3): 629-630."
Maranthes,Maranthes,trees.,perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,"Prance, G.T. (1989). Chrysobalanaceae. Flora malesiana. (Martinus Nijhoff Publishers: The Hague). Ser. I, vol. 10, pp. 635–678.  Hyland, B.P.M. & Whiffin, T. (1993). Australian Tropical Rain Forest Trees: an Interactive Identification System. (CSIRO Publishing: Melbourne). Vol. 2."
Maranthes,Maranthes corymbosa,tree to 25 m.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Margaritaria,Margaritaria,"deciduous shrubs or small trees, dioecious. glabrous.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,dioecious,dioecious,NA,NA,woody,NA,"Webster, 1979; Airy Shaw, 1980a; J. Bruhl, pers comm."
Margaritaria,Margaritaria indica,small tree 5-20 m tall.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,NA,NA
Margaritaria,Margaritaria dubium-traceyi,shrub or slender tree to 5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,dioecious,inferred_from_genus,NA,NA,woody,NA,NA
Marsdenia,Marsdenia australis,perennial climber becoming woody with age.,perennial,perennial,NA,NA,climber,climber,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Marsdenia,Marsdenia,perennial lianes or subshrubs with clear or white latex.,perennial,perennial,NA,NA,subshrub climber_woody,subshrubs lianes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marsdenia,Marsdenia angustata,erect woody subshrub to 1.5 m.,perennial,inferred_from_genus,NA,NA,subshrub,subshrub,NA,NA,NA,NA,erect,erect,NA,NA,NA
Marsdenia,Marsdenia viridiflora,woodyvine with white latex.,perennial,inferred_from_genus,NA,NA,climber_woody,woodyvine,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,NA
Marsdenia,Marsdenia viridiflora,woodyvine with white latex.,perennial,inferred_from_genus,NA,NA,climber_woody,woodyvine,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,NA
Marsdenia,Marsdenia trinervis,erect woody bush to 0.5 m.,perennial,inferred_from_genus,NA,NA,shrub,bush,NA,NA,NA,NA,erect,erect,woody,NA,NA
Marsdenia,Marsdenia velutina,woodyvine with white latex.,perennial,inferred_from_genus,NA,NA,climber_woody,woodyvine,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,NA
Marsdenia,Marsdenia hemiptera,wiry herbaceous vine.,perennial,inferred_from_genus,NA,NA,climber_herbaceous,vine,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Marsdenia,Marsdenia glandulifera,wiry herbaceous vine with white latex.,perennial,inferred_from_genus,NA,NA,climber_herbaceous,vine,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Marsdenia,Marsdenia geminata,woodyvine with white latex.,perennial,inferred_from_genus,NA,NA,climber_woody,woodyvine,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,NA
Marsdenia,Marsdenia connivens,wiry herbaceous vine with clear latex.,perennial,inferred_from_genus,NA,NA,climber_herbaceous,vine,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Marsilea,Marsilea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andrews (1990); Jones (1998a); Short (2000, 2003c).Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 24-29."
Marsilea,Marsilea angustifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marsilea,Marsilea crenata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marsilea,Marsilea drummondii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 27-28."
Marsilea,Marsilea hirsuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 27-28."
Marsilea,Marsilea mutica,"only thomson 1882, from a freshwater swamp at the mouth of the calvert river, has sporocarps.",NA,NA,NA,NA,NA,NA,aquatic,freshwater,NA,NA,NA,NA,NA,NA,NA
Marsilea,Marsilea latzii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 28."
Marsilea,Marsilea costulifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern Region Checklist, 2007. Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 26."
Medicago,Medicago sativa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern Region Checklist, 2007"
Medicago,Medicago truncatula,ascending or procubent annual. villous.,annual,annual,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,decumbent,ascending,herbaceous,NA,"Flora of Central Australia, 1981"
Megathyrsus,Megathyrsus maximus,perennial tussock grass up to 2 m.,perennial,perennial,NA,NA,tussock graminoid,tussock grass,NA,NA,NA,NA,caespitose,tussock,herbaceous,inferred_from_growth_form,"Southern Region Checklist, 2007"
Meiogyne,Meiogyne,"trees or shrubs, erect;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,erect,erect,woody,NA,"Kessler, P.J.A. (1993). Annonaceae. In Kubitzki, K., Rohwer, J.G. & Bittrich, V. (eds), The Families and Genera of Vascular Plants. (Springer-Verlag: Berlin). Vol. 2, pp. 93–129.  Heusden, E.C.H. van (1994). Revision of Meiogyne (Annonaceae). Blumea 38: 487–511.  Jessup, L.W. (2007). Annonaceae. In Wilson, A. (ed.), Flora of Australia. (ABRS: Canberra/CSIRO Publishing: Melbourne). Vol. 2, pp. 18–57."
Meiogyne,Meiogyne cylindrocarpa,shrub or tree to 10 m;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melaleuca,Melaleuca sericea,small tree.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melaleuca,Melaleuca,evergreen trees or shrubs.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Blake, 1968; Byrnes, 1984."
Melaleuca,Melaleuca acacioides,"shrub or small tree, 2-5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melaleuca,Melaleuca argentea,"broadly spreading tree to 20 m, sometimes taller;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,spreading,spreading,woody,NA,NA
Melaleuca,Melaleuca bracteata,"dense shrub to about 5 m high of watercourses, which can be distinguished from other melaleuca spp.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,NA
Melaleuca,Melaleuca cajuputi,"tree to 20 m, rarely to 35 m;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melaleuca,Melaleuca dealbata,"tree to 12 m, rarely taller;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melaleuca,Melaleuca dissitiflora,dense shrub to about 3 m high (or rarely small tree to 5 m high) of watercourses.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,dense,dense,woody,NA,"Flora of Central Australia, 1981"
Melaleuca,Melaleuca glomerata,dense shrub or rarely small tree to 9 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,dense,dense,woody,NA,"Flora of Central Australia, 1981"
Melaleuca,Melaleuca leucadendra,tree to 30 m;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melaleuca,Melaleuca nervosa,tree to 10 m;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melaleuca,Melaleuca trichostachya,dense shrub or tree to 10 m high of watercourses.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,dense,dense,woody,NA,"Flora of Central Australia, 1981"
Melaleuca,Melaleuca viridiflora,tree 2-16 m;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melaleuca,Melaleuca viminalis,shrub or small tree.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melaleuca,Melaleuca interioris,dense shrub to 2 m high with somewhat papery bark.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,NA
Melaleuca,Melaleuca faucicola,shrub or small tree to about 10 m high of sheltered watercourses.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melastoma,Melastoma malabathricum,"all nt material is malabathricum subsp malabathricum, and a full description is available under that name.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meyer, K. (2001), Revision of the Southeast Asian genus Melastoma (Melastomataceae). Blumea 46(2): 364.; Meyer, K. (2001), Revision of the Southeast Asian genus Melastoma (Melastomataceae). Blumea 46(2): 364."
Melastoma,Melastoma imbricatum,shrub to 3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Meyer, K. (2001), Revision of the Southeast Asian genus Melastoma (Melastomataceae). Blumea 46(2): 364."
Melastoma,Melastoma malabathricum,shrub to 3 m.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Meyer, K. (2001), Revision of the Southeast Asian genus Melastoma (Melastomataceae). Blumea 46(2): 364.; Meyer, K. (2001), Revision of the Southeast Asian genus Melastoma (Melastomataceae). Blumea 46(2): 364."
Melhania,Melhania,"shrubs or herbs,  lepidote.",NA,NA,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Jessop, J.P. (1986). Sterculiaceae. In J.P. Jessop and H.R. Toelken (eds), Flora of South Australia. (SA Government Printing Division: Adelaide) Part 2, pp. 848-856.;Cowie, I.D. (2012). Sterculiaceae. In Short, P.S. & Cowie, I.D. (eds), Flora of the Darwin Region. (Northern Territory Herbarium, Department of Land Resource Management). Vol. 1, pp. 1–44."
Melhania,Melhania oblongifolia,perennial shrub to 1.5 m tall.,perennial,perennial,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Cowie, I.D. (2012). Sterculiaceae. In Short, P.S. & Cowie, I.D. (eds), Flora of the Darwin Region. (Northern Territory Herbarium, Department of Land Resource Management). Vol. 1, pp. 1–44."
Melia,Melia azedarach,melia azedarach is a distinctive small deciduous tree to about 8 m high with compound leaves.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Southern Region Checklist, 2007"
Melicope,Melicope elleryana,tree.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melochia,Melochia,"herbs, less often shrubs or small trees,",NA,NA,NA,NA,herb shrub tree,herbs shrubs trees,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Goldberg, A. (1967). The genus Melochia L. (Sterculiaceae). Contributions from the United States National Herbarium 34: 191-363.;Cowie, I.D. (2012). Sterculiaceae. In Short, P.S. & Cowie, I.D. (eds), Flora of the Darwin Region. (Northern Territory Herbarium, Department of Land Resource Management). Vol. 1, pp. 1–44."
Melochia,Melochia corchorifolia,annual shrubs to 2 m tall;,annual,annual,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melochia,Melochia pyramidata,annual shrubs to 1 m tall.,annual,annual,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,NA
Melodinus,Melodinus,"perennial woody lianes to subshrubs, evergreen, latex white.",perennial,perennial,NA,NA,subshrub climber_woody,subshrubs lianes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melodinus,Melodinus forbesii,"an evergreen, woody, twining vine to 10 m or more.",perennial,inferred_from_genus,NA,NA,climber_herbaceous,vine,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Forster 1996; P.I.Forster (2017) Melodinus forbesii. In: Flora of Australia. Australian Biological Resources Study, Department of the Environment and Energy, Canberra. https://profiles.ala.org.au/opus/foa/profile/Melodinus%20forbesii [Date Accessed: 20 December 2017]; Middleton, D.J. (2007) Apocyanaceae (subfamilies Rauvolfioideae and Apocynoideae) Flora Malesiana Ser. 1: 18 (1–452)."
Memecylon,Memecylon pauciflorum,"shrub or small tree to 5 m, glabrous.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Merremia,Merremia,"herbs or shrubs, usually twining, sometimes prostrate or erect.",NA,NA,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,erect prostrate,erect prostrate,woody herbaceous,NA,"Ooststroom, S. J. van & Hoogland, R. D. (1953). Convolvulaceae. Flora Malesiana Series I, 4: 388–512."
Merremia,Merremia incisa,climbing or trailing herb with sparse indumentum of simple hirsute hairs.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,prostrate climbing,trailing climbing,herbaceous,NA,NA
Merremia,Merremia gemella,"herbs,",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Merremia,Merremia hederacea,"herbs,",NA,NA,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Micraira,Micraira dunlopii,"a distinctive perennial resurrection grass, forming dense mats superficially resembling carpets of club moss approximately 5 cm in height.",perennial,perennial,NA,NA,graminoid,grass,NA,NA,NA,NA,mat-forming dense,forming dense mats dense,herbaceous,inferred_from_growth_form,"Northern Territory Government 2008, Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, prepared by I.D. Cowie and B.M. Stuckey, Department Natural Resources, Environment and the Arts."
Microcarpaea,Microcarpaea minima,"prostrate annual or perennial herbs forming mats to circa 50 cm diam.; plants sparsely covered with long, uniseriate,",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,mat-forming prostrate,forming mats prostrate,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 160, 162."
Micrococca,Micrococca mercurialis,an annual herb to 30 cm tall.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Microcorys,Microcorys elliptica,a pendulous subshrub with stems to 0.5 m long (figure 21).,NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,NA,NA,NA,NA,"Cowie, I.D. 2005. Kakadu Threatened Flora Report, Vol 3, Northern Territory Government, Department of Infrastructure, Planning and Environment."
Microlepia,Microlepia,"Plants terrestrial, homosporous.",NA,NA,NA,NA,NA,NA,terrestrial,terrestrial,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 36."
Microlepia,Microlepia speluncae,NA,NA,NA,NA,NA,NA,NA,terrestrial,inferred_from_genus,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p. 36."
Micromyrtus,Micromyrtus flaviflora,shrub rarely taller than 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Flora of Central Australia, 1981"
Microsorum,Microsorum,"Plants epiphytic, lithophytic or terrestrial.",NA,NA,NA,NA,NA,NA,epiphyte lithophyte terrestrial,epiphytic lithophytic terrestrial,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 69-70."
Microsorum,Microsorum grossum,Plants terrestrial or sometimes lithophytic.,NA,NA,NA,NA,NA,NA,lithophyte terrestrial,lithophytic terrestrial,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 69-70 ."
Microstachys,Microstachys chamaelea,an erect glabrous slender evergreen shrub to 1m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,NA
Miliusa,Miliusa,"trees usually deciduous, new leaves developing with or shortly after flowers;",perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,"Mols, J.B. & Kessler, P.J.A. (2003). The genus Miliusa (Annonaceae) in the Austro–Malesian area. Blumea 48: 421–462.  Jessup, L.W. (1988). The genus Miliusa Leschen. ex A. DC. (Annonaceae) in Australia. Austrobaileya 2(5): 517–523.  Jessup, L.W. (2007). Annonaceae. In Wilson, A. (ed.), Flora of Australia. (ABRS: Canberra/CSIRO Publishing: Melbourne). Vol. 2, pp. 18–57."
