Campaign,Date,Year,Ring,CO2.treat,Tree,Age,LeafAge (days),LMA (g m-2),NP (g N g-1 P),CP (g Carbon g-1 P),CN (g C g-1 N),Nm (mg g-1),Pm (mg g-1),Na ( g m-2),Pa (g m-2),P_litter,N_litter,NP_litter,CP_litter,CN_litter,P_wood,N_wood,C_wood,NP_wood,CP_wood,CN_wood,Perc.P.std.error,Perc.N.std.error,Perc.C.std.error,NP.std.error,CP.std.error,CN.std.error,context,site_name,species_name
15-Feb,6/2/2015,2015,2,Amb,209,old,410,221.192934,30.2,811.5,26.9,19.665066,0.651051,4.35,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,11/2/2015,2015,4,Elev,408,old,410,252.490831,32.5,1092.5,33.6,15.87249,0.488486,4.008,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,11/2/2015,2015,4,Elev,422,old,410,234.908824,27.4,824.6,30.1,17.94867,0.655281,4.216,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,11/2/2015,2015,5,Elev,501,old,410,237.219077,26.7,825.8,30.9,17.155845,0.64219,4.07,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
15-Feb,11/2/2015,2015,5,Elev,502,old,410,213.942652,21,643.7,30.6,17.502588,0.832875,3.745,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,2/2/2016,2016,1,Elev,116,old,387,277.9,29.7,1070.8,36.1,14.067,0.473964,3.909,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,2/2/2016,2016,1,Elev,122,old,387,217.8,24.2,933,38.6,13.22,0.546415,2.879,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,2/2/2016,2016,2,Amb,209,old,387,294.7,25.5,881.3,34.5,14.779,0.579133,4.355,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,2/2/2016,2016,3,Amb,320,old,387,240.64,21.9,881.5,40.2,12.991,0.592031,3.126,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
16-Feb,2/2/2016,2016,5,Elev,502,old,387,236.53,22.8,751.7,32.9,14.975,0.656382,3.542,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,3,Amb,301,new,35,147.66,12.5,516.5,41.4,11.74,0.940331,1.734,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,3,Amb,301,old,409,195.166667,19.466667,621.833333,32.666667,15.508667,0.81856,3.026,0.160333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,3,Amb,302,new,35,165.87,14,645.4,46,10.837,0.772633,1.798,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,3,Amb,302,old,409,201.865,24.75,897.2,36.25,13.793,0.559369,2.783,0.1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,3,Amb,320,new,35,187.47,14.9,538.5,36.1,13.427,0.899022,2.517,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,3,Amb,320,old,409,179.97,20.6,671.6,32.6,15.579,0.7552,2.804,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,5,Elev,501,new,35,179,13.5,516.5,38.3,12.52,0.928625,2.241,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,5,Elev,501,old,409,195.93,23.15,793.8,34.25,14.5765,0.629392,2.8535,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,5,Elev,502,new,35,165.45,13,423,32.6,14.828,1.142114,2.453,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,24/01/2018,2018,5,Elev,502,old,409,218.67,19.55,769.15,39.45,12.56,0.643452,2.7445,0.1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,1,Elev,111,old,409,170.88,23.1,633.9,27.4,18.552,0.80252,3.17,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,1,Elev,116,new,35,145.01,9.3,306.2,32.9,14.601,1.567143,2.117,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,1,Elev,116,old,409,227.13,27.15,986.35,36.05,14.0385,0.527092,3.181,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,1,Elev,117,new,35,176.51,7.8,265,34.1,13.889,1.78883,2.452,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,1,Elev,117,old,409,198.925,22.35,744.65,33.2,15.5055,0.696261,3.0285,0.1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,1,Elev,122,new,35,189.74,8.7,436.6,50.1,9.782,1.122238,1.856,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,1,Elev,122,old,409,206.13,22.15,704.05,31.85,15.603,0.70621,3.2085,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,2,Amb,201,new,35,131.59,12.9,500.5,38.8,12.681,0.984252,1.669,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,2,Amb,201,old,409,196.16,21.2,848,39.9,12.499,0.588192,2.452,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,2,Amb,202,new,35,131.64,12.95,454.7,35.05,14.0045,1.079217,1.844,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,2,Amb,202,old,409,216.17,20.7,803.5,38.9,13.083,0.633445,2.828,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,2,Amb,208,new,35,112.14,11.25,256.85,23.05,21.1875,1.881847,2.369,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,2,Amb,208,old,409,222.295,20.1,729.7,36.25,14.2955,0.712769,3.1745,0.1585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,2,Amb,209,new,35,158.395,13.05,351.3,26.9,17.757,1.364635,2.8065,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,2,Amb,209,old,409,253.88,23.6,950.8,40.15,12.585,0.536857,3.194,0.1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,25/01/2018,2018,5,Elev,502,old,409,217.75,22.7,830.9,36.6,13.612,0.599243,2.964,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,4,Elev,403,new,35,156.32,12.3,389,31.5,14.967,1.212407,2.34,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,4,Elev,403,old,409,228.165,20.25,753.35,37.2,13.707,0.67929,3.1205,0.1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,4,Elev,408,new,35,164.83,10.7,442.9,41.3,11.371,1.061005,1.874,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,4,Elev,408,old,409,198.44,22.2,721.45,32.6,15.2225,0.687724,3.0135,0.1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,4,Elev,414,old,409,231.53,27.4,1065.45,38.95,12.827,0.491388,2.97,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,6,Amb,603,new,35,152.085,13.35,387.4,29.05,16.7895,1.259704,2.555,0.1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,6,Amb,603,old,409,188.28,22.15,788.85,35.65,13.9165,0.627072,2.6195,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,6,Amb,607,new,35,147.05,13.25,423.55,32.3,15.131,1.142398,2.203,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,6,Amb,607,old,409,202.315,21.3,658.9,31.05,15.942,0.75291,3.2125,0.1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,6,Amb,612,old,409,237.04,31,1232,39.8,12.553,0.40531,2.976,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,6,Amb,614,new,35,177.03,12.6,563.6,44.7,10.775,0.854598,1.907,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,31/01/2018,2018,6,Amb,614,old,409,230.79,22.35,854.8,38.15,13.2105,0.590973,3.047,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,1/2/2018,2018,3,Amb,320,old,409,179.838,20.5,707.3,33.26,15.237,0.717685,2.738,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,1/2/2018,2018,4,Elev,422,old,409,253.225,21,691.25,32.95,15.084,0.718463,3.819,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,8/2/2018,2018,2,Amb,202,new,35,139.83,7.6,255.8,33.9,14.913,1.975166,2.085,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,8/2/2018,2018,2,Amb,202,old,409,208.815,21.1,849.9,38.75,13.0675,0.591753,2.7325,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,8/2/2018,2018,5,Elev,509,new,35,191.53,10.7,499.8,46.6,10.145,0.94518,1.943,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,8/2/2018,2018,5,Elev,509,old,409,222.63,21.7,806.7,37.2,13.532,0.62478,3.013,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,8/2/2018,2018,5,Elev,513,new,35,190.39,11.3,525.5,46.5,10.604,0.939135,2.019,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
18-Feb,8/2/2018,2018,5,Elev,513,old,409,214.99,20.966667,766.466667,36.566667,14.046667,0.674329,3.024667,0.145667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,1,Elev,116,new,48,147.054959,16.9,476.95,28,17.452741,1.050733,2.576,0.1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,1,Elev,116,old,375,217.964036,29.8,980.4,32.9,14.393471,0.483339,3.137,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,1,Elev,117,new,48,131.504376,17.1,398.9,23.25,20.371113,1.205337,2.677,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,1,Elev,122,new,48,109.475917,20,564.25,28.55,16.520551,0.826337,1.8265,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,2,Amb,202,new,48,126.80399,16.3,454.6,28.05,17.229961,1.05467,2.177,0.1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,2,Amb,202,old,375,238.311868,26.7,717.8,26.9,17.848034,0.668987,4.253,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,2,Amb,208,new,48,127.250406,37,756.2,21,23.918214,0.816268,3.0375,0.1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,2,Amb,208,old,375,215.862644,26.1,840.3,32.2,15.419445,0.590072,3.328,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,2,Amb,209,new,48,144.221577,18.6,431,23.15,20.699659,1.113391,2.9855,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,30/01/2014,2014,2,Amb,209,old,375,212.442323,30.6,877.2,28.7,16.936267,0.553238,3.598,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,5,Elev,501,new,48,135.438445,22,609.9,27.75,17.352751,0.788405,2.35,0.1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,5,Elev,501,old,375,196.568789,26.8,930.9,34.7,13.817474,0.515306,2.716,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,5,Elev,502,new,48,146.880829,18.1,481.6,26.65,18.485827,1.02096,2.7145,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,5,Elev,502,old,375,193.258253,25,749.1,30,16.323986,0.653503,3.155,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,5,Elev,513,new,48,181.875968,21,707.75,33.6,14.672281,0.699783,2.6505,0.1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,5,Elev,513,old,375,201.460923,22.2,818.2,36.9,12.71608,0.573622,2.562,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,6,Amb,603,new,48,159.020762,20.733333,634.433333,30.633333,15.754035,0.764898,2.482667,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,6,Amb,607,new,48,140.119894,22.25,505.55,22.8,21.085298,0.945363,2.9585,0.1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,6,Amb,607,old,375,168.739968,25.2,936.9,37.2,13.005744,0.516439,2.195,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,31/01/2014,2014,6,Amb,614,new,48,159.791207,19.9,592.65,29.8,16.366232,0.82222,2.6135,0.1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,3,Amb,301,new,48,123.242684,18.3,512.6,28,17.4846,0.954557,2.155,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,3,Amb,301,old,375,166.637012,27.3,915.6,33.5,14.606289,0.534257,2.434,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,3,Amb,302,new,48,151.146174,20.4,585.25,28.7,16.831026,0.827127,2.5435,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,3,Amb,302,old,375,191.389395,24.8,964.2,38.8,12.591819,0.506866,2.41,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,3,Amb,320,new,48,168.672077,22.5,679.95,30.25,16.176272,0.718527,2.7295,0.1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,3,Amb,320,old,375,194.653033,20,722.2,36.1,13.731321,0.686709,2.673,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,4,Elev,403,new,48,129.040001,19.35,579.4,29.95,16.996147,0.87915,2.1455,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,4,Elev,403,old,375,182.853559,23.6,910,38.5,12.731359,0.538491,2.328,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,4,Elev,408,new,48,128.205142,22.15,600.2,27.2,17.781054,0.800061,2.2775,0.1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
