Individual,Species,Batch,Nutrient Treatment,Grass Treatment,Continent,Climate,Leaf Habit,RER_mm_per_day,STRL_m_per_g
1454,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,26.72,6.11
1455,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,18.72,6.73
1456,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,21.87,10.39
1457,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,24.44,12.57
1458,Peltophorum africanum,3,Nl,G0,Africa,Semi-arid,Deciduous,25.01,9.47
1459,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,27.32,NA
1460,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,24.41,5.14
1461,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,27.41,4.05
1462,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,27.24,6.04
1463,Peltophorum africanum,2,Nh,G0,Africa,Semi-arid,Deciduous,27.15,5.30
1464,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,25.27,7.10
1465,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,4.69,NA
1466,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,23.49,18.41
1467,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,27.18,7.12
1468,Peltophorum africanum,2,Nl,G0,Africa,Semi-arid,Deciduous,29.72,7.29
1469,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,NA,NA
1470,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,NA,NA
1471,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,NA,NA
1472,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,NA,NA
1473,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,NA,NA
1474,Peltophorum africanum,2,Nl,G1,Africa,Semi-arid,Deciduous,NA,NA
1475,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,NA,NA
1476,Peltophorum africanum,3,Nl,G1,Africa,Semi-arid,Deciduous,NA,NA
1477,Peltophorum africanum,3,Nl,G1,Africa,Semi-arid,Deciduous,NA,NA
1478,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,NA,NA
1479,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,NA,NA
1480,Peltophorum africanum,2,Nh,G1,Africa,Semi-arid,Deciduous,NA,NA
1481,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,11.43,8.75
1482,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,10.00,NA
1483,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,7.43,5.96
1484,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,8.00,8.33
1485,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,13.03,10.00
1486,Petalostigma pubescens,3,Nh,G0,Australia,Semi-arid,Evergreen,1.94,4.63
1487,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,11.76,15.00
1488,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,13.69,19.96
1489,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,3.93,4.06
1490,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,10.00,12.07
1491,Petalostigma pubescens,3,Nl,G0,Australia,Semi-arid,Evergreen,NA,NA
1492,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,14.74,NA
1493,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,8.74,NA
1494,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,16.71,8.18
1495,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,17.31,9.63
1496,Petalostigma pubescens,2,Nh,G0,Australia,Semi-arid,Evergreen,6.74,14.22
1497,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,12.09,11.36
1498,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,12.20,10.90
1499,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,16.94,13.33
1500,Petalostigma pubescens,2,Nl,G0,Australia,Semi-arid,Evergreen,17.57,13.23
1501,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1502,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1503,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1504,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1505,Petalostigma pubescens,3,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1506,Petalostigma pubescens,3,Nl,G1,Australia,Semi-arid,Evergreen,NA,NA
1507,Petalostigma pubescens,3,Nl,G1,Australia,Semi-arid,Evergreen,NA,NA
1508,Petalostigma pubescens,3,Nl,G1,Australia,Semi-arid,Evergreen,NA,NA
1510,Petalostigma pubescens,3,Nl,G1,Australia,Semi-arid,Evergreen,NA,NA
1511,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1512,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1513,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1514,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1515,Petalostigma pubescens,2,Nh,G1,Australia,Semi-arid,Evergreen,NA,NA
1516,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,NA,NA
1517,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,NA,NA
1518,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,NA,NA
1519,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,NA,NA
1520,Petalostigma pubescens,2,Nl,G1,Australia,Semi-arid,Evergreen,NA,NA
1521,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,NA,NA
1522,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,NA,NA
1523,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,NA,NA
1524,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,NA,NA
1525,Plathymenia reticulata,3,Nh,G1,South America,Humid,Deciduous,NA,NA
1526,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,NA,NA
1527,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,NA,NA
1528,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,NA,NA
1529,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,5.45,11.67
1530,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,7.45,25.45
1531,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,1.73,16.00
1532,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,7.73,NA
1533,Plathymenia reticulata,3,Nh,G0,South America,Humid,Deciduous,9.74,10.88
1534,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,9.45,70.00
1535,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,8.16,9.84
1536,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,8.59,45.71
1537,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,9.45,50.00
1538,Plathymenia reticulata,3,Nl,G0,South America,Humid,Deciduous,6.54,6.54
1539,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,6.76,4.74
1540,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,5.25,4.72
1541,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,12.25,9.96
1542,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,4.93,13.71
1543,Plathymenia reticulata,2,Nh,G0,South America,Humid,Deciduous,5.73,6.11
1544,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,8.10,9.47
1545,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,7.79,13.27
1546,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,8.22,17.06
1547,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,6.56,6.22
1548,Plathymenia reticulata,2,Nl,G0,South America,Humid,Deciduous,6.76,4.49
1549,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,NA,NA
1550,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,NA,NA
1551,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,NA,NA
1552,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,NA,NA
1553,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,NA,NA
1554,Plathymenia reticulata,2,Nl,G1,South America,Humid,Deciduous,NA,NA
1555,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,NA,NA
1556,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,NA,NA
1557,Plathymenia reticulata,3,Nl,G1,South America,Humid,Deciduous,NA,NA
1558,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,NA,NA
1559,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,NA,NA
1560,Plathymenia reticulata,2,Nh,G1,South America,Humid,Deciduous,NA,NA
1561,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,6.42,0.40
1562,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,9.08,0.79
1563,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,7.67,0.71
1564,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,6.26,NA
1565,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,4.39,0.44
1566,Strychnos spinosa,3,Nh,G0,Africa,Humid,Deciduous,3.61,0.71
1567,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,5.01,0.33
1569,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,10.33,1.05
1570,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,5.33,NA
1571,Strychnos spinosa,3,Nl,G0,Africa,Humid,Deciduous,3.14,0.27
1572,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,8.78,1.03
1573,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,9.38,1.21
1574,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,10.95,0.92
1575,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,6.38,0.84
1576,Strychnos spinosa,2,Nh,G0,Africa,Humid,Deciduous,2.73,0.28
1577,Strychnos spinosa,2,Nl,G0,Africa,Humid,Deciduous,7.24,0.99
1578,Strychnos spinosa,2,Nl,G0,Africa,Humid,Deciduous,9.61,0.81
1579,Strychnos spinosa,2,Nl,G0,Africa,Humid,Deciduous,8.34,0.79
1580,Strychnos spinosa,2,Nl,G0,Africa,Humid,Deciduous,10.81,1.42
1581,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,NA,NA
1582,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,NA,NA
1583,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,NA,NA
1584,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,NA,NA
1585,Strychnos spinosa,3,Nh,G1,Africa,Humid,Deciduous,NA,NA
1586,Strychnos spinosa,3,Nl,G1,Africa,Humid,Deciduous,NA,NA
1589,Strychnos spinosa,3,Nl,G1,Africa,Humid,Deciduous,NA,NA
1591,Strychnos spinosa,2,Nh,G1,Africa,Humid,Deciduous,NA,NA
1592,Strychnos spinosa,2,Nh,G1,Africa,Humid,Deciduous,NA,NA
1594,Strychnos spinosa,2,Nh,G1,Africa,Humid,Deciduous,NA,NA
1595,Strychnos spinosa,2,Nh,G1,Africa,Humid,Deciduous,NA,NA
1596,Strychnos spinosa,2,Nl,G1,Africa,Humid,Deciduous,NA,NA
1598,Strychnos spinosa,2,Nl,G1,Africa,Humid,Deciduous,NA,NA
1599,Strychnos spinosa,2,Nl,G1,Africa,Humid,Deciduous,NA,NA
1600,Strychnos spinosa,2,Nl,G1,Africa,Humid,Deciduous,NA,NA
