plot,unique,veg,diameter,height,sev,dead,alldead,rs,d.a,burnt,species
13P2,13P2T2,C,8.6,2,3,1,1,0,d,1,Allocasuarina verticillata
13P4,13P4T6,C,6,3,3,1,1,0,d,1,Allocasuarina verticillata
16P1,16P1T5,C,4.7,5,3,1,1,0,d,1,Allocasuarina verticillata
16P1,16P1T6,C,8.3,5,3,1,1,0,d,1,Allocasuarina verticillata
16P1,16P1T8,C,4.2,5,3,1,1,0,d,1,Allocasuarina verticillata
16P1,16P1T9,C,14.3,5,3,1,1,0,d,1,Allocasuarina verticillata
20P2,20P2T7,C,6,6,3,1,1,0,d,1,Allocasuarina verticillata
20P2,20P2T8,C,5,6,3,1,1,0,d,1,Allocasuarina verticillata
20P4,20P4T1,C,23,10,3,1,1,0,d,1,Allocasuarina verticillata
20P4,20P4T12,C,14,10,3,1,1,0,d,1,Allocasuarina verticillata
20P4,20P4T2,C,18.2,10,3,1,1,0,d,1,Allocasuarina verticillata
20P4,20P4T3,C,24.1,10,3,1,1,0,d,1,Allocasuarina verticillata
20P4,20P4T4,C,12.5,10,3,1,1,0,d,1,Allocasuarina verticillata
20P4,20P4T5,C,8.6,10,3,1,1,0,d,1,Allocasuarina verticillata
20P4,20P4T6,C,11.9,10,3,1,1,0,d,1,Allocasuarina verticillata
20P4,20P4T7,C,22.9,10,3,1,1,0,d,1,Allocasuarina verticillata
20P4,20P4T8,C,17.2,10,3,1,1,0,d,1,Allocasuarina verticillata
2P5,2P5T11,C,4.1,3,3,1,1,0,d,1,Allocasuarina verticillata
2P5,2P5T2,C,9.1,4,3,1,1,0,d,1,Allocasuarina verticillata
2P5,2P5T3,C,9.3,4,3,1,1,0,d,1,Allocasuarina verticillata
2P5,2P5T6,C,6.8,4,3,1,1,0,d,1,Allocasuarina verticillata
2P5,2P5T7,C,12,4,3,1,1,0,d,1,Allocasuarina verticillata
2P5,2P5T9,C,5.3,5,3,1,1,0,d,1,Allocasuarina verticillata
4P7,4P7T1,C,23.6,8,3,1,1,0,d,1,Allocasuarina verticillata
4P7,4P7T11,C,13.6,8,3,1,1,0,d,1,Allocasuarina verticillata
4P7,4P7T2,C,23.4,8,3,1,1,0,d,1,Allocasuarina verticillata
4P8,4P8T10,C,12.2,7,3,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T1,C,21.5,7,3,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T11,C,9.2,7,3,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T2,C,12,7,3,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T3,C,10.3,7,3,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T4,C,12.1,7,3,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T5,C,15.8,7,3,1,1,0,d,1,Allocasuarina verticillata
6P2,6P2T11,C,18.4,3,3,1,1,0,d,1,Allocasuarina verticillata
6P2,6P2T7,C,17.5,5,3,1,1,0,d,1,Allocasuarina verticillata
10P5,10P5T15,C,12,8,4,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T7,C,4.5,5,4,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T8,C,7,7,4,1,1,0,d,1,Allocasuarina verticillata
10P6,10P6T9,C,7,5,4,1,1,0,d,1,Allocasuarina verticillata
10P7,10P7T3,C,4,4,4,1,1,0,d,1,Allocasuarina verticillata
10P7,10P7T4,C,6.5,2.5,4,1,1,0,d,1,Allocasuarina verticillata
10P7,10P7T7,C,5,2.5,4,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T10,C,5,4,4,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T11,C,7,5,4,1,1,0,d,1,Allocasuarina verticillata
10P8,10P8T3,C,4,6,4,1,1,0,d,1,Allocasuarina verticillata
14P8,14P8T2,C,3,3,4,1,1,0,d,1,Allocasuarina verticillata
16P3,16P3T8,C,8.2,2.5,4,1,1,0,d,1,Allocasuarina verticillata
16P3,16P3T9,C,5.6,1,4,1,1,0,d,1,Allocasuarina verticillata
1P5,1P5T1,C,17,5,4,1,1,0,d,1,Allocasuarina verticillata
1P5,1P5T2,C,15,5,4,1,1,0,d,1,Allocasuarina verticillata
1P5,1P5T3,C,20.5,5,4,1,1,0,d,1,Allocasuarina verticillata
1P5,1P5T4,C,18,5,4,1,1,0,d,1,Allocasuarina verticillata
1P5,1P5T5,C,16.5,5,4,1,1,0,d,1,Allocasuarina verticillata
1P5,1P5T6,C,32,5,4,1,1,0,d,1,Allocasuarina verticillata
20P2,20P2T13,C,4,5,4,1,1,0,d,1,Allocasuarina verticillata
2P1,2P1T10,C,9.3,3,4,1,1,0,d,1,Allocasuarina verticillata
2P1,2P1T5,C,5.7,3,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T1,C,4.5,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T10,C,5,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T11,C,8.1,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T2,C,4,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T3,C,6.5,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T4,C,3.5,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T5,C,4.8,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T6,C,4.1,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T7,C,6.5,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T8,C,6.7,4,4,1,1,0,d,1,Allocasuarina verticillata
2P4,2P4T9,C,5.6,4,4,1,1,0,d,1,Allocasuarina verticillata
4P8,4P8T4,C,28.7,7,4,1,1,0,d,1,Allocasuarina verticillata
6P2,6P2T10,C,3.4,3,4,1,1,0,d,1,Allocasuarina verticillata
6P2,6P2T2,C,10,0.5,4,1,1,0,d,1,Allocasuarina verticillata
6P2,6P2T9,C,3.7,3,4,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T1,C,5.5,6,4,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T11,C,5.5,6,4,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T12,C,4,0.5,4,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T2,C,4.6,6,4,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T3,C,4.1,6,4,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T4,C,4.4,6,4,1,1,0,d,1,Allocasuarina verticillata
16P1,16P1T7,C,7,1,5,1,1,0,d,1,Allocasuarina verticillata
20P2,20P2T10,C,5,0.1,5,1,1,0,d,1,Allocasuarina verticillata
20P2,20P2T11,C,3.8,0.2,5,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T1,C,4.5,0.1,5,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T10,C,4.6,0.4,5,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T4,C,4.3,0.1,5,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T5,C,4,0.03,5,1,1,0,d,1,Allocasuarina verticillata
2P3,2P3T6,C,5.3,0.3,5,1,1,0,d,1,Allocasuarina verticillata
6P1,6P1T9,C,6.5,0.8,5,1,1,0,d,1,Allocasuarina verticillata
6P2,6P2T1,C,6.5,1.06,5,1,1,0,d,1,Allocasuarina verticillata
9P2,9P2T1,C,12.7,0.79,5,1,1,0,d,1,Allocasuarina verticillata
9P2,9P2T11,C,13,0.1,5,1,1,0,d,1,Allocasuarina verticillata
9P2,9P2T3,C,12.7,0.2,5,1,1,0,d,1,Allocasuarina verticillata
9P2,9P2T6,C,11.8,0.34,5,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T10,C,4.2,4.6,5,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T13,C,4,0.5,5,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T5,C,4.5,0.5,5,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T6,C,4,0.5,5,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T7,C,6,0.5,5,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T8,C,3.1,0.8,5,1,1,0,d,1,Allocasuarina verticillata
9P4,9P4T9,C,3.8,0.29,5,1,1,0,d,1,Allocasuarina verticillata
1P1,1P1T1,D,5.2,3.5,2,1,1,0,d,1,Allocasuarina verticillata
1P1,1P1T4,D,30,7,2,1,1,0,d,1,Allocasuarina verticillata
3P3,3P3T5,D,15.2,5,3,1,1,0,d,1,Allocasuarina verticillata
9P6,9P6T3,D,5.3,1.5,4,1,1,0,d,1,Allocasuarina verticillata
9P6,9P6T5,D,3.4,1.1,4,1,1,0,d,1,Allocasuarina verticillata
1P1,1P1T2,D,14,0.58,5,1,1,0,d,1,Allocasuarina verticillata
1P1,1P1T3,D,10,0.19,5,1,1,0,d,1,Allocasuarina verticillata
9P5,9P5T1,E,20,5,1,1,1,0,d,1,Allocasuarina verticillata
9P5,9P5T4,E,12.7,2.5,1,1,1,0,d,1,Allocasuarina verticillata
15P4,15P4T12,E,63,10,3,1,1,0,d,1,Allocasuarina verticillata
15P4,15P4T9,E,5.3,1.5,3,1,1,0,d,1,Allocasuarina verticillata
15P3,15P3T5,E,4.8,0.8,4,1,1,0,d,1,Allocasuarina verticillata
15P4,15P4T1,E,14.2,5,4,1,1,0,d,1,Allocasuarina verticillata
15P4,15P4T13,E,3.2,1,4,1,1,0,d,1,Allocasuarina verticillata
15P4,15P4T4,E,3.9,0.6,4,1,1,0,d,1,Allocasuarina verticillata
15P4,15P4T8,E,6.2,1.5,4,1,1,0,d,1,Allocasuarina verticillata
16P9,16P9T1,E,11.8,8,4,1,1,0,d,1,Allocasuarina verticillata
15P3,15P3T13,E,6.6,0.2,5,1,1,0,d,1,Allocasuarina verticillata
14P3,14P3T19,A,10.3,2.5,1,1,1,0,d,1,Banksia marginata
18P6,18P6T3,A,13,2,1,1,1,0,d,1,Banksia marginata
3P4,3P4T5,A,13.5,2,1,1,1,0,d,1,Banksia marginata
10P10,10P10T1,A,8,2,2,1,1,0,d,1,Banksia marginata
13P6,13P6T2,A,12.2,2.5,2,1,1,0,d,1,Banksia marginata
14P11,14P11T13,A,4.5,1.6,2,1,1,0,d,1,Banksia marginata
14P1,14P1T10,A,14,2,2,1,1,0,d,1,Banksia marginata
14P1,14P1T2,A,12,2,2,1,1,0,d,1,Banksia marginata
14P3,14P3T17,A,6.5,2,2,1,1,0,d,1,Banksia marginata
14P3,14P3T8,A,5.5,2,2,1,1,0,d,1,Banksia marginata
16P2,16P2T4,A,6.2,3,2,1,1,0,d,1,Banksia marginata
16P2,16P2T6,A,3.8,2.5,2,1,1,0,d,1,Banksia marginata
18P6,18P6T10,A,3.8,0.6,2,1,1,0,d,1,Banksia marginata
19P1,19P1T3,A,9,2.5,2,1,1,0,d,1,Banksia marginata
19P1,19P1T8,A,10,2.5,2,1,1,0,d,1,Banksia marginata
19P1,19P1T9,A,7.6,2.5,2,1,1,0,d,1,Banksia marginata
19P6,19P6T1,A,4,1.5,2,1,1,0,d,1,Banksia marginata
19P6,19P6T5,A,12,3.5,2,1,1,0,d,1,Banksia marginata
19P6,19P6T8,A,5,1.8,2,1,1,0,d,1,Banksia marginata
3P10,3P10T8,A,5.5,2.5,2,1,1,0,d,1,Banksia marginata
7P1,7P1T7,A,9.4,1.5,2,1,1,0,d,1,Banksia marginata
7P3,7P3T6,A,7,4,2,1,1,0,d,1,Banksia marginata
7P3,7P3T7,A,10,4,2,1,1,0,d,1,Banksia marginata
7P3,7P3T9,A,10,4,2,1,1,0,d,1,Banksia marginata
7P5,7P5T15,A,4.5,2,2,1,1,0,d,1,Banksia marginata
7P5,7P5T16,A,9,1.5,2,1,1,0,d,1,Banksia marginata
7P5,7P5T4,A,8.7,2,2,1,1,0,d,1,Banksia marginata
7P7,7P7T1,A,6.5,1,2,1,1,0,d,1,Banksia marginata
10P1,10P1T1,A,13,3,3,1,1,0,d,1,Banksia marginata
10P3,10P3T11,A,7,1.7,3,1,1,0,d,1,Banksia marginata
10P3,10P3T12,A,4,1.7,3,1,1,0,d,1,Banksia marginata
10P3,10P3T13,A,7,1.8,3,1,1,0,d,1,Banksia marginata
10P3,10P3T15,A,12,2,3,1,1,0,d,1,Banksia marginata
10P3,10P3T16,A,5,0.8,3,1,1,0,d,1,Banksia marginata
10P3,10P3T3,A,9,2,3,1,1,0,d,1,Banksia marginata
10P3,10P3T5,A,5,1.6,3,1,1,0,d,1,Banksia marginata
10P4,10P4T1,A,9,1.8,3,1,1,0,d,1,Banksia marginata
10P4,10P4T5,A,6,1.9,3,1,1,0,d,1,Banksia marginata
11P2,11P2T16,A,4.8,0.9,3,1,1,0,d,1,Banksia marginata
11P2,11P2T4,A,4.4,0.6,3,1,1,0,d,1,Banksia marginata
11P7,11P7T1,A,8.6,2,3,1,1,0,d,1,Banksia marginata
11P7,11P7T3,A,5.5,2,3,1,1,0,d,1,Banksia marginata
11P7,11P7T4,A,9.8,2,3,1,1,0,d,1,Banksia marginata
11P7,11P7T5,A,6.3,2,3,1,1,0,d,1,Banksia marginata
11P7,11P7T6,A,6.1,2,3,1,1,0,d,1,Banksia marginata
11P9,11P9T10,A,4.3,1.6,3,1,1,0,d,1,Banksia marginata
11P9,11P9T2,A,4.4,1.9,3,1,1,0,d,1,Banksia marginata
11P9,11P9T6,A,3.1,1.6,3,1,1,0,d,1,Banksia marginata
11P9,11P9T7,A,3.1,1.6,3,1,1,0,d,1,Banksia marginata
12P1,12P1T3,A,3.9,1.5,3,1,1,0,d,1,Banksia marginata
12P1,12P1T4,A,3.8,1.5,3,1,1,0,d,1,Banksia marginata
12P1,12P1T9,A,11.9,2,3,1,1,0,d,1,Banksia marginata
12P2,12P2T1,A,4.5,2,3,1,1,0,d,1,Banksia marginata
12P2,12P2T2,A,6,1.5,3,1,1,0,d,1,Banksia marginata
12P2,12P2T3,A,7,2,3,1,1,0,d,1,Banksia marginata
12P2,12P2T6,A,4.1,2,3,1,1,0,d,1,Banksia marginata
12P2,12P2T7,A,7.3,2,3,1,1,0,d,1,Banksia marginata
12P2,12P2T8,A,6,1.5,3,1,1,0,d,1,Banksia marginata
12P2,12P2T9,A,5.3,1.8,3,1,1,0,d,1,Banksia marginata
12P3,12P3T13,A,18.7,2.5,3,1,1,0,d,1,Banksia marginata
13P6,13P6T10,A,7,1.5,3,1,1,0,d,1,Banksia marginata
13P6,13P6T5,A,18.5,3,3,1,1,0,d,1,Banksia marginata
13P6,13P6T7,A,14.4,2.5,3,1,1,0,d,1,Banksia marginata
13P7,13P7T1,A,5.2,3,3,1,1,0,d,1,Banksia marginata
13P7,13P7T10,A,5.6,2,3,1,1,0,d,1,Banksia marginata
13P7,13P7T11,A,6,1.5,3,1,1,0,d,1,Banksia marginata
13P7,13P7T12,A,5.7,1.5,3,1,1,0,d,1,Banksia marginata
13P7,13P7T13,A,4,2,3,1,1,0,d,1,Banksia marginata
13P7,13P7T14,A,4.4,2,3,1,1,0,d,1,Banksia marginata
13P7,13P7T2,A,4.2,2,3,1,1,0,d,1,Banksia marginata
13P7,13P7T3,A,6.3,2,3,1,1,0,d,1,Banksia marginata
13P7,13P7T4,A,4,2.5,3,1,1,0,d,1,Banksia marginata
13P7,13P7T5,A,6,2.5,3,1,1,0,d,1,Banksia marginata
13P7,13P7T6,A,3.6,2.5,3,1,1,0,d,1,Banksia marginata
13P7,13P7T7,A,3.8,2,3,1,1,0,d,1,Banksia marginata
13P7,13P7T8,A,3.6,1.6,3,1,1,0,d,1,Banksia marginata
13P7,13P7T9,A,3.1,1.5,3,1,1,0,d,1,Banksia marginata
14P10,14P10T1,A,10.8,2,3,1,1,0,d,1,Banksia marginata
14P10,14P10T10,A,5.4,0.8,3,1,1,0,d,1,Banksia marginata
14P10,14P10T11,A,3.8,1.8,3,1,1,0,d,1,Banksia marginata
14P10,14P10T12,A,5.7,1.8,3,1,1,0,d,1,Banksia marginata
14P10,14P10T13,A,13.2,2,3,1,1,0,d,1,Banksia marginata
14P10,14P10T2,A,7.6,1.8,3,1,1,0,d,1,Banksia marginata
14P10,14P10T3,A,5.6,1.8,3,1,1,0,d,1,Banksia marginata
14P10,14P10T4,A,5.7,1.7,3,1,1,0,d,1,Banksia marginata
14P10,14P10T5,A,4,0.7,3,1,1,0,d,1,Banksia marginata
14P10,14P10T6,A,5.9,1.5,3,1,1,0,d,1,Banksia marginata
14P10,14P10T7,A,6.1,1.8,3,1,1,0,d,1,Banksia marginata
14P10,14P10T8,A,8.5,1.8,3,1,1,0,d,1,Banksia marginata
14P10,14P10T9,A,4.9,0.8,3,1,1,0,d,1,Banksia marginata
14P11,14P11T4,A,7,1.1,3,1,1,0,d,1,Banksia marginata
14P11,14P11T6,A,10,1.8,3,1,1,0,d,1,Banksia marginata
14P11,14P11T8,A,11.5,1.8,3,1,1,0,d,1,Banksia marginata
14P1,14P1T4,A,3,1.8,3,1,1,0,d,1,Banksia marginata
14P1,14P1T6,A,4.3,1,3,1,1,0,d,1,Banksia marginata
14P1,14P1T7,A,4.2,0.6,3,1,1,0,d,1,Banksia marginata
14P2,14P2T1,A,5.8,1.5,3,1,1,0,d,1,Banksia marginata
14P3,14P3T1,A,6.8,1.7,3,1,1,0,d,1,Banksia marginata
14P3,14P3T11,A,8.6,2.5,3,1,1,0,d,1,Banksia marginata
14P3,14P3T12,A,10.9,2.5,3,1,1,0,d,1,Banksia marginata
14P3,14P3T14,A,7.3,1.8,3,1,1,0,d,1,Banksia marginata
14P3,14P3T15,A,4.2,1.6,3,1,1,0,d,1,Banksia marginata
14P3,14P3T16,A,6.4,2,3,1,1,0,d,1,Banksia marginata
14P3,14P3T2,A,3.2,1.7,3,1,1,0,d,1,Banksia marginata
14P3,14P3T3,A,8,1.7,3,1,1,0,d,1,Banksia marginata
14P3,14P3T4,A,7.6,1.7,3,1,1,0,d,1,Banksia marginata
14P3,14P3T5,A,4,1.6,3,1,1,0,d,1,Banksia marginata
14P3,14P3T9,A,3.2,2,3,1,1,0,d,1,Banksia marginata
14P4,14P4T1,A,7.4,3,3,1,1,0,d,1,Banksia marginata
14P4,14P4T2,A,21.3,3.5,3,1,1,0,d,1,Banksia marginata
17P10,17P10T14,A,4,1.5,3,1,1,0,d,1,Banksia marginata
17P10,17P10T5,A,5.2,1.4,3,1,1,0,d,1,Banksia marginata
17P1,17P1T1,A,4.9,2,3,1,1,0,d,1,Banksia marginata
17P1,17P1T10,A,8,2.5,3,1,1,0,d,1,Banksia marginata
17P1,17P1T2,A,11,2.5,3,1,1,0,d,1,Banksia marginata
17P1,17P1T3,A,11,2.5,3,1,1,0,d,1,Banksia marginata
17P1,17P1T4,A,7,2.5,3,1,1,0,d,1,Banksia marginata
17P1,17P1T6,A,11.2,2.5,3,1,1,0,d,1,Banksia marginata
17P3,17P3T1,A,5.3,1,3,1,1,0,d,1,Banksia marginata
17P7,17P7T3,A,9.6,1.5,3,1,1,0,d,1,Banksia marginata
17P7,17P7T4,A,11.8,1.5,3,1,1,0,d,1,Banksia marginata
17P7,17P7T5,A,8.5,1.5,3,1,1,0,d,1,Banksia marginata
17P7,17P7T7,A,11.8,1.7,3,1,1,0,d,1,Banksia marginata
17P9,17P9T4,A,15,2.5,3,1,1,0,d,1,Banksia marginata
18P10,18P10T11,A,4,1,3,1,1,0,d,1,Banksia marginata
18P10,18P10T5,A,4.2,1.5,3,1,1,0,d,1,Banksia marginata
18P10,18P10T6,A,3.2,1.5,3,1,1,0,d,1,Banksia marginata
18P10,18P10T7,A,3,1,3,1,1,0,d,1,Banksia marginata
18P11,18P11T2,A,11.9,2,3,1,1,0,d,1,Banksia marginata
18P12,18P12T1,A,7.2,3.2,3,1,1,0,d,1,Banksia marginata
18P1,18P1T3,A,7.5,2.5,3,1,1,0,d,1,Banksia marginata
18P1,18P1T6,A,11,2.5,3,1,1,0,d,1,Banksia marginata
18P1,18P1T8,A,9.9,3,3,1,1,0,d,1,Banksia marginata
18P4,18P4T5,A,7.2,1.5,3,1,1,0,d,1,Banksia marginata
18P5,18P5T1,A,4.4,2,3,1,1,0,d,1,Banksia marginata
18P5,18P5T10,A,4.4,2,3,1,1,0,d,1,Banksia marginata
18P5,18P5T2,A,5.7,2,3,1,1,0,d,1,Banksia marginata
18P5,18P5T8,A,4.6,1.5,3,1,1,0,d,1,Banksia marginata
18P6,18P6T1,A,8,1.5,3,1,1,0,d,1,Banksia marginata
18P6,18P6T2,A,8.2,1,3,1,1,0,d,1,Banksia marginata
18P6,18P6T4,A,12,1.6,3,1,1,0,d,1,Banksia marginata
18P6,18P6T5,A,8.3,1.5,3,1,1,0,d,1,Banksia marginata
18P6,18P6T6,A,3,1.5,3,1,1,0,d,1,Banksia marginata
18P6,18P6T7,A,7.8,1.6,3,1,1,0,d,1,Banksia marginata
18P6,18P6T8,A,3.2,1.6,3,1,1,0,d,1,Banksia marginata
18P7,18P7T1,A,4,2,3,1,1,0,d,1,Banksia marginata
18P7,18P7T10,A,6.8,1.5,3,1,1,0,d,1,Banksia marginata
18P7,18P7T7,A,3,1.4,3,1,1,0,d,1,Banksia marginata
18P7,18P7T9,A,3.2,1.4,3,1,1,0,d,1,Banksia marginata
18P9,18P9T10,A,9,2.2,3,1,1,0,d,1,Banksia marginata
18P9,18P9T7,A,9.2,1.7,3,1,1,0,d,1,Banksia marginata
18P9,18P9T8,A,4.6,0.8,3,1,1,0,d,1,Banksia marginata
18P9,18P9T9,A,5.3,1.8,3,1,1,0,d,1,Banksia marginata
19P1,19P1T14,A,12.8,2.8,3,1,1,0,d,1,Banksia marginata
19P6,19P6T10,A,3,2,3,1,1,0,d,1,Banksia marginata
19P6,19P6T3,A,6,1.6,3,1,1,0,d,1,Banksia marginata
19P6,19P6T4,A,5.5,1.9,3,1,1,0,d,1,Banksia marginata
19P6,19P6T6,A,7.1,2,3,1,1,0,d,1,Banksia marginata
19P6,19P6T7,A,9.9,2,3,1,1,0,d,1,Banksia marginata
19P6,19P6T9,A,8.1,2,3,1,1,0,d,1,Banksia marginata
19P8,19P8T10,A,5.9,1.3,3,1,1,0,d,1,Banksia marginata
19P8,19P8T11,A,3,1,3,1,1,0,d,1,Banksia marginata
19P8,19P8T12,A,3.2,1,3,1,1,0,d,1,Banksia marginata
19P8,19P8T2,A,5,1.4,3,1,1,0,d,1,Banksia marginata
19P8,19P8T3,A,7.6,1,3,1,1,0,d,1,Banksia marginata
19P8,19P8T4,A,7.8,1.5,3,1,1,0,d,1,Banksia marginata
19P8,19P8T5,A,6.2,1,3,1,1,0,d,1,Banksia marginata
19P8,19P8T6,A,5.5,1,3,1,1,0,d,1,Banksia marginata
19P8,19P8T9,A,3,1,3,1,1,0,d,1,Banksia marginata
19P9,19P9T1,A,5,1.2,3,1,1,0,d,1,Banksia marginata
19P9,19P9T10,A,3.4,1,3,1,1,0,d,1,Banksia marginata
19P9,19P9T12,A,9,1.6,3,1,1,0,d,1,Banksia marginata
19P9,19P9T14,A,3,1.5,3,1,1,0,d,1,Banksia marginata
19P9,19P9T15,A,3,1.6,3,1,1,0,d,1,Banksia marginata
19P9,19P9T16,A,3,1.8,3,1,1,0,d,1,Banksia marginata
19P9,19P9T3,A,10,1.8,3,1,1,0,d,1,Banksia marginata
19P9,19P9T4,A,10,1.8,3,1,1,0,d,1,Banksia marginata
19P9,19P9T5,A,5.2,1.8,3,1,1,0,d,1,Banksia marginata
19P9,19P9T6,A,5.4,1.4,3,1,1,0,d,1,Banksia marginata
19P9,19P9T7,A,4,1.4,3,1,1,0,d,1,Banksia marginata
19P9,19P9T8,A,4.1,1.3,3,1,1,0,d,1,Banksia marginata
3P10,3P10T1,A,7.5,1,3,1,1,0,d,1,Banksia marginata
3P10,3P10T11,A,4.3,2,3,1,1,0,d,1,Banksia marginata
3P10,3P10T12,A,3.9,2,3,1,1,0,d,1,Banksia marginata
3P10,3P10T13,A,5.4,2,3,1,1,0,d,1,Banksia marginata
3P10,3P10T14,A,7.3,2,3,1,1,0,d,1,Banksia marginata
3P10,3P10T15,A,6,1.5,3,1,1,0,d,1,Banksia marginata
3P10,3P10T16,A,7.2,1,3,1,1,0,d,1,Banksia marginata
3P10,3P10T2,A,10.9,2,3,1,1,0,d,1,Banksia marginata
3P10,3P10T3,A,5.7,1,3,1,1,0,d,1,Banksia marginata
3P10,3P10T4,A,9,2,3,1,1,0,d,1,Banksia marginata
3P10,3P10T5,A,5.6,1.5,3,1,1,0,d,1,Banksia marginata
3P10,3P10T6,A,5.7,1.5,3,1,1,0,d,1,Banksia marginata
3P10,3P10T7,A,9.5,2.5,3,1,1,0,d,1,Banksia marginata
3P1,3P1T1,A,4.6,0.7,3,1,1,0,d,1,Banksia marginata
3P1,3P1T10,A,6,2,3,1,1,0,d,1,Banksia marginata
3P1,3P1T13,A,8.3,2,3,1,1,0,d,1,Banksia marginata
3P1,3P1T6,A,11.5,2.5,3,1,1,0,d,1,Banksia marginata
3P1,3P1T8,A,9.7,2,3,1,1,0,d,1,Banksia marginata
3P1,3P1T9,A,5,2,3,1,1,0,d,1,Banksia marginata
3P4,3P4T10,A,3.6,0.47,3,1,1,0,d,1,Banksia marginata
3P4,3P4T3,A,5.5,2,3,1,1,0,d,1,Banksia marginata
3P4,3P4T4,A,3.8,2,3,1,1,0,d,1,Banksia marginata
3P4,3P4T6,A,3.3,2,3,1,1,0,d,1,Banksia marginata
3P6,3P6T1,A,6.4,2,3,1,1,0,d,1,Banksia marginata
3P6,3P6T10,A,7.3,2,3,1,1,0,d,1,Banksia marginata
3P6,3P6T2,A,7.2,2,3,1,1,0,d,1,Banksia marginata
3P6,3P6T9,A,7.3,2,3,1,1,0,d,1,Banksia marginata
3P7,3P7T13,A,9.3,4,3,1,1,0,d,1,Banksia marginata
3P7,3P7T14,A,6.7,4,3,1,1,0,d,1,Banksia marginata
3P7,3P7T7,A,16.8,4,3,1,1,0,d,1,Banksia marginata
7P10,7P10T1,A,12.1,2,3,1,1,0,d,1,Banksia marginata
7P10,7P10T2,A,12.3,1.5,3,1,1,0,d,1,Banksia marginata
7P10,7P10T3,A,7.4,1.5,3,1,1,0,d,1,Banksia marginata
7P10,7P10T4,A,3.1,0.5,3,1,1,0,d,1,Banksia marginata
7P10,7P10T5,A,3,1.1,3,1,1,0,d,1,Banksia marginata
7P1,7P1T11,A,3.7,0.7,3,1,1,0,d,1,Banksia marginata
7P1,7P1T8,A,3.6,1,3,1,1,0,d,1,Banksia marginata
7P2,7P2T3,A,7.5,1,3,1,1,0,d,1,Banksia marginata
7P2,7P2T5,A,10,1.5,3,1,1,0,d,1,Banksia marginata
7P2,7P2T8,A,6.4,1,3,1,1,0,d,1,Banksia marginata
7P3,7P3T5,A,13,2,3,1,1,0,d,1,Banksia marginata
7P5,7P5T12,A,6.5,0.8,3,1,1,0,d,1,Banksia marginata
7P5,7P5T13,A,6,1,3,1,1,0,d,1,Banksia marginata
7P7,7P7T3,A,10.5,1.5,3,1,1,0,d,1,Banksia marginata
7P7,7P7T7,A,8.6,1.5,3,1,1,0,d,1,Banksia marginata
7P7,7P7T8,A,8.3,2,3,1,1,0,d,1,Banksia marginata
7P7,7P7T9,A,3.2,1,3,1,1,0,d,1,Banksia marginata
7P9,7P9T3,A,6.5,1,3,1,1,0,d,1,Banksia marginata
7P9,7P9T4,A,5.9,0.8,3,1,1,0,d,1,Banksia marginata
7P9,7P9T5,A,4.3,1,3,1,1,0,d,1,Banksia marginata
7P9,7P9T6,A,7.5,1.5,3,1,1,0,d,1,Banksia marginata
7P9,7P9T8,A,8,2,3,1,1,0,d,1,Banksia marginata
7P9,7P9T9,A,4.4,1,3,1,1,0,d,1,Banksia marginata
