genus,species,form,height,stem diameter,fruits,dispersers,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,species_name,flowering_span,fruiting_span
Aglaia,argentea,tree,15,NA,berry,Cassowary,25,35,20,30,NA,NA,Aglaia argentea,001000000000,111000000001
Aglaia,australiensis,tree,10,NA,capsule,Cassowary,30,55,23,40,20,42,Aglaia australiensis,000000011100,110000001111
Aglaia,brassii,tree,20,NA,berry,NA,15,28,13,28,NA,NA,Aglaia brassii,000000000110,001100000000
Aglaia,brownii,tree,12,NA,berry,NA,14,21,15,17,NA,NA,Aglaia brownii,000000001110,000011100000
Aglaia,elaeagnoidea,tree,20,NA,berry,NA,10,20,13,15,NA,NA,Aglaia elaeagnoidea,111110000011,111110000000
Aglaia,euryanthera,tree,12,NA,berry,NA,10,32,14,22,18,25,Aglaia euryanthera,000111100000,110000000000
Aglaia,meridionalis,tree,10,NA,capsule,Cassowary,25,35,25,30,15,30,Aglaia meridionalis,000000011100,110000000011
Aglaia,sapindina,tree,15,NA,berry,"Cassowary, Victoria's Riflebird, Spotted Catbird & Wompoo Fruit-dove",15,28,15,21,15,15,Aglaia sapindina,110000111111,111110000011
Aglaia,slvestris,tree,30,NA,berry,NA,28,30,25,25,18,18,Aglaia slvestris,NA,000000000011
Aglaia,spectabilis,tree,40,NA,capsule,NA,60,80,55,80,50,60,Aglaia spectabilis,010000000000,110000000011
Aglaia,tomentosa,tree,8,NA,berry,Victoria's Riflebird & King Parrot,16,28,12,17,15,18,Aglaia tomentosa,100000000011,110000011111
Anthocarapa,nitidula,tree,30,0.6,capsule,"Wompoo Fruit-dove, Rose-crowned Fruit-dove, Topknot Pigeion, Regent Bowerbird & Satin Bowerbird",15,29,17,31,18,20,Anthocarapa nitidula,111111000001,110000000001
Chisocheton,longistipitatus,tree,40,NA,capsule,NA,30,55,NA,NA,30,30,Chisocheton longistipitatus,110000000011,100000000011
Chukrasia,tubularis,tree,40,NA,capsule,NA,25,50,25,40,12,12,Chukrasia tubularis,000000000001,000010000000
Dysoxylum,acutangulatum,tree,37,NA,capsule,Pied Imperial-Pigeon,50,80,50,80,20,20,Dysoxylum acutangulatum,000000001111,110000000000
Dysoxylum,alliaceum,tree,38,NA,capsule,NA,25,30,NA,77,NA,NA,Dysoxylum alliaceum,000000000010,000111000000
Dysoxylum,arborescens,tree,25,NA,capsule,NA,15,25,15,30,18,22,Dysoxylum arborescens,100000000111,011000000000
Dysoxylum,fraserianum,tree,57,3.5,capsule,NA,20,40,20,40,7,7,Dysoxylum fraserianum,000111111111,111110000000
Dysoxylum,gaudichaudianum,tree,36,NA,capsule,Figbird & Metallic Starling,25,25,30,35,10,10,Dysoxylum gaudichaudianum,011100000000,111000000111
Dysoxylum,klanderi,tree,35,NA,capsule,Tooth-billed Bowerbird,35,55,25,35,20,20,Dysoxylum klanderi,111111111000,110000000111
Dysoxylum,latifolium,tree,30,NA,capsule,NA,30,50,35,40,20,36,Dysoxylum latifolium,001111100000,100000000001
Dysoxylum,mollissimum,tree,35,1.2,capsule,NA,15,30,15,25,8,12,Dysoxylum mollissimum,111111100000,111000000111
Dysoxylum,oppositifolium,tree,30,NA,capsule,many bird species,20,30,25,32,20,20,Dysoxylum oppositifolium,000000011111,111000000111
Dysoxylum,papuanum,tree,40,NA,capsule,many bird species,15,27,20,25,12,15,Dysoxylum papuanum,001111100000,110000011111
Dysoxylum,parasiticum,tree,27,NA,capsule,NA,20,40,NA,40,18,18,Dysoxylum parasiticum,000011111000,110000000011
Dysoxylum,pettigrewianum,tree,35,NA,capsule,Cassowary & Metallic Starling,30,45,25,40,20,24,Dysoxylum pettigrewianum,100000000001,111000000111
Dysoxylum,pumilum,tree,8,NA,capsule,ants,40,63,45,60,40,45,Dysoxylum pumilum,000011000000,000000000011
Dysoxylum,rufum,tree,30,0.74,capsule,Regent Bowerbird & Lewin's Honeyeater,20,40,18,40,8,8,Dysoxylum rufum,100000000011,000000011111
Dysoxylum,sectosum,tree,30,NA,capsule,NA,25,35,25,35,15,15,Dysoxylum sectosum,100000000001,110000001111
Melia,azedarach (australasica),tree,45,1.2,drupe,Spectacled Flying-fox & many bird species,15,40,10,20,6,7,Melia azedarach (australasica),000000011111,001111000000
Owenia,cepiodora,tree,30,0.75,drupe,NA,15,20,15,20,NA,NA,Owenia cepiodora,000000000011,111000000000
Owenia,venosa,tree,20,0.45,drupe,NA,20,40,20,40,20,22,Owenia venosa,100000000011,100000000011
Synoum,glandulosum,tree,20,0.5,capsule,many bird species,12,20,12,27,11,17,Synoum glandulosum,000111110000,100000000011
Toona,ciliata,tree,45,2.1,capsule,NA,10,22,6,12,12,18,Toona ciliata,000000001110,100000001111
Turraea,pusescens,tree,7,NA,capsule,NA,8,10,12,16,4,7,Turraea pusescens,100000001111,011111110000
Vavaea,anicorum,tree,7,NA,berry,NA,10,20,10,20,8,10,Vavaea anicorum,110000000001,110000001111
Xylocarpus,granatum,tree,25,NA,capsule,NA,75,200,75,200,40,90,Xylocarpus granatum,100000000111,111111111000
Xylocarpus,moluccensis,tree,30,NA,capsule,NA,45,110,45,110,40,65,Xylocarpus moluccensis,000000001100,110000000001
Xylocarpus,rumphii,tree,18,NA,capsule,NA,60,80,60,80,35,70,Xylocarpus rumphii,000001111100,000000000100
Carronia,pedicellata,vine,NA,NA,drupe,NA,12,14,10,13,2,3,Carronia pedicellata,000000000110,010000000000
Carronia,protensa,vine,NA,NA,drupe,Metallic Starling,15,20,12,12,15,18,Carronia protensa,100000000111,011110000000
Cissampelos,pareira,vine,NA,NA,drupe,NA,5,7,5,7,4,5,Cissampelos pareira,111110000011,111111000000
Hypserpa,decumbens,vine,NA,NA,drupe,NA,5,8,5,8,4,6,Hypserpa decumbens,111100000011,111000000000
Hypserpa,laurina,vine,NA,NA,drupe,Cassowary & Pied Imperial-Pigeon,10,15,10,15,8,10,Hypserpa laurina,111111111111,111100011111
Hypserpa,polyandra,vine,NA,NA,drupe,NA,9,10,NA,NA,NA,NA,Hypserpa polyandra,100000000000,000000000100
Hypserpa,smilacifolia,vine,NA,NA,drupe,NA,10,11,10,12,NA,NA,Hypserpa smilacifolia,000000011100,000000000001
Legnephora,moorei,vine,NA,NA,drupe,"Cassowary, Rose-crowned Fruit-dove & Wompoo Fruit-dove",9,15,9,15,9,9,Legnephora moorei,000000111110,111111000001
Pachygone,longifolia,vine,NA,NA,drupe,Cassowary,25,45,25,43,20,35,Pachygone longifolia,000000001110,111111000011
Pachygone,ovata,vine,NA,NA,drupe,NA,5,8,5,8,NA,NA,Pachygone ovata,000001111000,100000001111
Pleogyne,australis,vine,NA,NA,drupe,NA,6,11,6,11,NA,NA,Pleogyne australis,100000001111,000000011111
Pycanrrhena,novoguineensis,vine,NA,NA,drupe,NA,10,18,10,15,9,17,Pycanrrhena novoguineensis,000110000000,000000001111
Pycanrrhena,ozantha,vine,NA,NA,drupe,NA,20,40,20,37,NA,NA,Pycanrrhena ozantha,001000000000,000000000110
Sarcopetalum,harveyanum,vine,NA,NA,drupe,NA,5,12,5,12,6,6,Sarcopetalum harveyanum,000000000010,011111110000
Stephania,(Bamaga),vine,NA,NA,drupe,NA,7,8,5,6,6,7,Stephania (Bamaga),000000000011,100000000000
Stephania,bancroftii,vine,NA,NA,drupe,NA,6,8,6,8,NA,NA,Stephania bancroftii,100000000011,100000000000
Stephania,japonica,vine,NA,NA,drupe,Olive-backed Oriole & Lewin's Honeyeater,4,8,4,8,3,6,Stephania japonica,111011111111,111111110011
Tiliacora,australiana,vine,NA,NA,drupe,NA,10,10,NA,NA,NA,NA,Tiliacora australiana,000000000100,001000000000
Tinospora,angusta,vine,NA,NA,drupe,NA,4,7,4,7,3,6,Tinospora angusta,111000000011,111111100011
Tinospora,smilacina,vine,NA,NA,drupe,NA,6,10,4,9,6,6,Tinospora smilacina,111111111110,111111111111
Acacia,albizioides,vine,NA,NA,dehiscent pod,NA,55,80,12,20,9,10,Acacia albizioides,000000001110,000000011110
Acacia,aulacocarpa,tree,15,0.4,dehiscent pod,King Parrot,20,100,8,15,3,6,Acacia aulacocarpa,111111111100,100000001111
Acacia,auriculiformis,tree,35,NA,dehiscent pod,cockatoos,30,160,8,23,4,6,Acacia auriculiformis,000011000000,000000000110
Acacia,bakeri,tree,40,0.9,pod,NA,120,200,13,13,6,10,Acacia bakeri,000000001100,111100000000
Acacia,binervata,tree,NA,NA,dehiscent pod,NA,NA,NA,NA,NA,NA,NA,Acacia binervata,NA,NA
Acacia,brassii,tree,15,NA,pod,NA,40,130,2,5,3,3,Acacia brassii,000111100000,000000000110
Acacia,celsa,tree,30,NA,dehiscent pod,NA,20,100,10,20,3,7,Acacia celsa,111110000000,100000000111
Acacia,cincinnata,tree,30,NA,dehiscent pod,NA,15,40,4,7,25,30,Acacia cincinnata,110111111111,110000111111
Acacia,crassicarpa,tree,30,NA,dehiscent pod,NA,30,120,20,45,4,7,Acacia crassicarpa,000111111000,000000011110
Acacia,disparrima calidestris,tree,13,NA,pod,NA,20,90,7,20,3,5,Acacia disparrima calidestris,011111000000,000000001110
Acacia,disparrima disparrima,tree,12,NA,pod,NA,25,90,10,20,4,6,Acacia disparrima disparrima,111111100000,000000001110
Acacia,elata,tree,NA,NA,dehiscent pod,NA,NA,NA,NA,NA,NA,NA,Acacia elata,NA,NA
Acacia,fasciculifera,tree,20,NA,dehiscent pod,NA,100,125,8,13,5,7,Acacia fasciculifera,011100000000,000011000000
Acacia,flavescens,tree,20,NA,dehiscent pod,Crimson Rosella,60,165,15,28,6,7,Acacia flavescens,111111000000,000000011110
Acacia,fleckeri,tree,16,NA,dehiscent pod,NA,80,120,8,11,4,5,Acacia fleckeri,000011000000,000000000110
Acacia,frigescens,tree,26,0.6,pod,NA,40,100,NA,NA,4,5,Acacia frigescens,000000001110,011000000000
Acacia,harpophylla,tree,NA,NA,dehiscent pod,NA,NA,NA,NA,NA,NA,NA,Acacia harpophylla,NA,NA
Acacia,holosericea,tree,8,NA,dehiscent pod,Red-winged Parrot,30,120,2,5,4,5,Acacia holosericea,000111111100,000000011100
Acacia,hylonoma,tree,25,NA,dehiscent pod,NA,70,100,9,12,5,5,Acacia hylonoma,000000011100,011111100000
Acacia,implexa,tree,15,NA,dehiscent pod,"Emerald Dove, Crimson Rosella & Pale-headed Rosela",100,250,4,7,4,5,Acacia implexa,111100000001,000001111100
Acacia,leptocarpa,tree,15,NA,dehiscent pod,NA,25,150,2,4,4,5,Acacia leptocarpa,000111111100,000000000100
Acacia,maidenii,tree,20,NA,dehiscent pod,"Lewin's Honeyeater, Silvereye, Regent Bowerbird, Brown Cuckoo-dove, Crimson Rosella & King Parrot",50,150,2,6,5,5,Acacia maidenii,111111000001,000000001111
Acacia,mangium,tree,30,NA,dehiscent pod,Red-cheeked Parrot,120,120,3,7,4,5,Acacia mangium,000011000000,000000001110
Acacia,melanoxylon,tree,20,0.9,dehiscent pod,many bird species,30,150,4,8,3,5,Acacia melanoxylon,111110000011,000000001110
Acacia,mellifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia mellifera,NA,NA
Acacia,midgleyi,tree,25,NA,dehiscent pod,NA,50,120,10,25,4,7,Acacia midgleyi,011111000000,000000000110
Acacia,oraria,tree,10,NA,dehiscent pod,NA,40,140,8,16,4,6,Acacia oraria,011111111000,000000001100
Acacia,orites,tree,30,0.6,pod,NA,60,100,3,4,4,4,Acacia orites,000000011000,100000000011
Acacia,pennata,vine,NA,NA,dehiscent pod,NA,100,160,21,30,5,11,Acacia pennata,011000000000,000000000010
Acacia,polystachya,tree,25,NA,dehiscent pod,NA,30,130,6,10,4,4,Acacia polystachya,000111111110,000000001111
Acacia,shirleyi,tree,20,NA,dehiscent pod,NA,60,120,3,8,4,6,Acacia shirleyi,000011000000,NA
Acacia,spirorbis,tree,12,NA,dehiscent pod,NA,NA,100,3,5,3,5,Acacia spirorbis,001111110000,000000111111
Adenanthera,pavonina,tree,30,NA,dehiscent pod,NA,200,250,14,18,7,10,Adenanthera pavonina,100000000000,000011111111
Albizia,(Sir Charles Hardy Island),tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albizia (Sir Charles Hardy Island),NA,NA
Albizia,(Windsor Tableland),tree,35,NA,dehiscent pod,Sulphur-crested Cockatoo,80,140,25,40,15,17,Albizia (Windsor Tableland),000000001100,111110011111
Albizia,lebbeck,tree,30,NA,dehiscent pod,NA,150,300,30,65,8,10,Albizia lebbeck,000000000011,000011111000
Albizia,procera,tree,20,NA,dehiscent pod,NA,100,250,12,30,5,10,Albizia procera,111000000000,000001111000
Albizia,retusa,tree,40,NA,dehiscent pod,NA,140,220,20,35,9,9,Albizia retusa,000000111100,100000000111
Archidendron,grandiflorum,tree,20,0.2,dehiscent pod,NA,100,200,25,25,12,14,Archidendron grandiflorum,111111100000,110000011111
Archidendron,hendersonii,tree,30,0.6,dehiscent pod,NA,40,110,12,15,5,4,Archidendron hendersonii,100000000111,100000000001
Archidendron,hirsutum,tree,22,NA,dehiscent pod,Trumpet Manucode,NA,100,NA,18,7,12,Archidendron hirsutum,000000000011,111110000001
Archidendron,kanisii,tree,3,NA,dehiscent pod,NA,20,66,10,14,3,7,Archidendron kanisii,000000000110,100000000011
Archidendron,lucyi,tree,20,NA,dehiscent pod,NA,70,120,15,25,10,17,Archidendron lucyi,111110000000,111000001111
Archidendron,muellerianum,tree,20,0.6,pod,NA,10,130,15,15,NA,NA,Archidendron muellerianum,000000000011,000111111111
Archidendron,pruinosum,tree,15,0.35,pod,NA,100,160,NA,NA,NA,NA,Archidendron pruinosum,100000000111,011111000000
Archidendron,ramiflorum,tree,10,NA,dehiscent pod,NA,80,250,20,20,10,17,Archidendron ramiflorum,011110000000,100000000111
Archidendron,vaillantii,tree,25,NA,dehiscent pod,NA,50,135,15,40,10,15,Archidendron vaillantii,000000000010,111111000000
Archidendron,whitei,tree,15,NA,dehiscent pod,King Parrot,80,90,13,25,9,10,Archidendron whitei,000000000011,111111111111
Archidendropsis,thozetiana,tree,20,NA,dehiscent pod,NA,65,200,10,22,8,9,Archidendropsis thozetiana,111000000000,000010000000
Archidendropsis,xanthoxylon,tree,37,NA,dehiscent pod,NA,35,150,15,25,8,13,Archidendropsis xanthoxylon,000000011100,000000000001
Cathormion,unbellatum,tree,24,NA,pod,NA,35,210,15,25,11,13,Cathormion unbellatum,000000000111,000000100000
Entada,phaseoloides,vine,NA,NA,dehiscent pod,NA,NA,1300,50,150,40,60,Entada phaseoloides,000011111100,000000000100
Entada,rheedii,vine,NA,NA,dehiscent pod,NA,NA,2000,70,150,35,45,Entada rheedii,000000000011,000000111110
Leucaena,leucocephala,tree,6,NA,dehiscent pod,NA,55,170,15,20,5,5,Leucaena leucocephala,111100000011,000011111000
Mimosa,pudica,herb/shrub,1.2,NA,dehiscent pod,NA,9,20,3,5,3,3,Mimosa pudica,111111100001,111111100001
Pararchidendron,pruinosum,tree,20,NA,dehiscent pod,NA,80,120,10,20,4,8,Pararchidendron pruinosum,100000001111,111111000011
Paraserianthes,toona,tree,30,NA,dehiscent pod,NA,90,160,15,33,8,10,Paraserianthes toona,000000111000,000000001110
Samanea,saman,tree,60,NA,indehiscent pod,NA,50,250,15,23,8,15,Samanea saman,000000001100,000000000100
Atherosperma,moschatum,tree,30,0.7,capsule,NA,10,12,8,10,NA,NA,Atherosperma moschatum,000000111000,100000000000
Austromatthaea,elegans,tree,7,NA,drupe,NA,15,15,12,12,9,12,Austromatthaea elegans,000000111110,000011111000
Gen nov (Monimiaceae),(Davies Creek),tree,10,NA,drupe,NA,15,20,10,14,12,15,Gen nov (Monimiaceae) (Davies Creek),000000000001,000011111100
Gen nov (Monimiaceae),(McDowall Range),shrub,2,NA,drupe,NA,13,15,10,13,10,10,Gen nov (Monimiaceae) (McDowall Range),000000000010,000000111110
Hedycarya,angustifolia,tree,20,0.4,drupe,NA,6,8,6,8,NA,NA,Hedycarya angustifolia,000000011100,100000000001
Hedycarya,loxocarya,tree,25,NA,drupe,Golden Bowerbird,7,10,6,9,5,7,Hedycarya loxocarya,000011111000,011110000000
Kibara,rigidifolia,tree,10,NA,drupe,NA,10,20,8,14,9,18,Kibara rigidifolia,001110000000,000000011111
Levieria,acuminata,tree,20,NA,drupe,Golden Bowerbird & fruit-doves,6,10,4,6,5,9,Levieria acuminata,000000000111,001111110000
Palmeria,hypotephra,vine,NA,NA,drupe,NA,5,6,5,6,NA,NA,Palmeria hypotephra,000011111100,111100001111
Palmeria,scandens,vine,NA,NA,drupe,Regent Bowerbird,5,5,NA,NA,5,5,Palmeria scandens,000011111000,111000000011
Steganthera,australiana,tree,7,NA,drupe,NA,12,12,9,9,NA,NA,Steganthera australiana,000000001111,111000001111
Steganthera,hirsuta,tree,20,NA,drupe,NA,12,13,10,10,10,10,Steganthera hirsuta,000001000000,000000000001
Steganthera,macooraia,tree,12,NA,drupe,NA,15,18,8,9,13,14,Steganthera macooraia,000001111111,000011111111
Tetrasynandra,(Mt Lewis),tree,10,NA,drupe,NA,17,17,9,9,12,12,Tetrasynandra (Mt Lewis),100000001111,000011111110
Tetrasynandra,laxiflora,tree,20,NA,drupe,"Cassowary, Wompoo Fruit-dove & Superb Fruit-dove",13,18,10,15,11,13,Tetrasynandra laxiflora,111110000111,000000001111
Tetrasynandra,longipes,tree,15,NA,drupe,NA,15,20,10,14,13,15,Tetrasynandra longipes,111000000000,111111000111
Tetrasynandra,pubescens,tree,9,NA,drupe,NA,13,14,9,11,12,12,Tetrasynandra pubescens,011111000000,011111111000
Wilkiea,(Barong),shrub,4,NA,drupe,NA,11,18,9,14,11,15,Wilkiea (Barong),111000000000,011111111000
Wilkiea,(McIlwraith),shrub,3,NA,drupe,NA,15,18,12,14,14,14,Wilkiea (McIlwraith),000000001110,000011111100
Wilkiea,(Mt Hemmant),shrub,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wilkiea (Mt Hemmant),000000000100,NA
Wilkiea,(Mt Lewis),tree,15,NA,drupe,NA,19,19,10,10,16,16,Wilkiea (Mt Lewis),000000000010,000000011000
Wilkiea,(Mt Molloy),tree,10,NA,drupe,NA,11,12,9,10,10,11,Wilkiea (Mt Molloy),000000011111,000111111110
Wilkiea,(Palmerston),tree,10,NA,drupe,NA,14,14,10,10,NA,NA,Wilkiea (Palmerston),NA,001000000000
Wilkiea,(Russell Gorge),tree,6,NA,drupe,NA,12,16,8,12,NA,NA,Wilkiea (Russell Gorge),110000000001,000001110000
Wilkiea,angustifolia,tree,6,NA,drupe,NA,12,23,8,15,10,15,Wilkiea angustifolia,111111110011,001111111100
Wilkiea,austroqueenslandica,tree,9,0.18,drupe,NA,12,12,NA,NA,NA,NA,Wilkiea austroqueenslandica,000000011110,000011100000
Wilkiea,huegeliana,tree,8,0.1,drupe,NA,12,20,10,14,18,20,Wilkiea huegeliana,000000011111,100111111111
Wilkiea,macrophylla,tree,10,0.08,drupe,NA,12,24,10,14,18,20,Wilkiea macrophylla,111111111111,011111111000
Wilkiea,wardellii,tree,20,NA,drupe,Golden Bowerbird,10,15,10,10,9,10,Wilkiea wardellii,000000001111,000011111110
Antiaris,toxicaria,tree,35,NA,drupe,NA,20,45,15,25,18,30,Antiaris toxicaria,001111111100,100000011111
Artocarpus,heterophyllus,tree,20,NA,multiple fruit,NA,200,900,200,500,30,30,Artocarpus heterophyllus,NA,000000000001
Castilla,elastica,tree,20,NA,multiple fruit,many bird species,18,18,NA,NA,NA,NA,Castilla elastica,NA,100000000011
Ficus,adenosperma,tree,10,NA,fig,Spectacled Flying-fox,9,10,9,12,NA,NA,Ficus adenosperma,NA,001111111100
Ficus,albipila,tree,45,NA,fig,fruit-doves,12,20,12,20,NA,NA,Ficus albipila,NA,000011111000
Ficus,benjamina,tree,20,NA,fig,Spectacled Flying-fox & many bird species,8,12,8,12,NA,NA,Ficus benjamina,NA,011111111111
Ficus,congesta,tree,6,NA,fig,Spectacled Flying-fox,15,28,18,28,NA,NA,Ficus congesta,NA,111111111111
Ficus,copiosa,tree,10,NA,fig,"Double-eyed Fig-parrot, Cassowary & Spectacled Flying-fox",20,40,25,63,NA,NA,Ficus copiosa,NA,111111111110
Ficus,coronata,tree,15,0.2,fig,many bird species,15,30,20,20,NA,NA,Ficus coronata,NA,111111000000
Ficus,crassipes,tree,30,NA,fig,"Cassowary, Spotted Catbird, currawongs, Spectacled Flying-fox, Fawn-footed Melomys, Musky Rat-kangaroo & Green Ringtail Possum",40,70,13,32,NA,NA,Ficus crassipes,NA,111111000011
Ficus,destruens,tree,40,NA,fig,many bird species,10,20,10,16,NA,NA,Ficus destruens,NA,111111101111
Ficus,drupacea,tree,30,NA,fig,many bird species,10,30,15,23,NA,NA,Ficus drupacea,NA,111111111100
Ficus,fraseri,tree,35,0.6,fig,"Spectacled Flying-fox & Brown Cuckoo-Dove, Black-faced Cuckoo-shrike, Green Catbird, Common Koel, Figbird, Lewin's Honeyeater, Olive-backed Oriole, Pied Currawong, Regent Bowerbird, Rose-crowned Fruit-dove, Topknot Pigeon, Wompoo Fruit-dove & Barred Cuckoo-shrike",10,20,13,17,NA,NA,Ficus fraseri,NA,111111111111
Ficus,hispida,tree,12,NA,fig,"Cassowary, Double-eyed Fig-parrot & Figbird",15,30,25,40,NA,NA,Ficus hispida,NA,111111111111
Ficus,leptoclada,tree,15,NA,fig,many bird species,20,20,12,17,NA,NA,Ficus leptoclada,NA,111111111111
Ficus,macrophylla,tree,50,2.4,fig,"Figbird, Green Catbird, Lewin's Honeyeater, Pied Currawong, Regent Bowerbird, Satin Bowerbird, Rose-crowned Fruit-dove, Torresian Crow, Topknot Pigeon, Wompoo Fruit-dove & Barred Cuckoo-shrike",25,25,25,25,NA,NA,Ficus macrophylla,NA,011110000000
Ficus,melinocarpa,tree,35,NA,fig,NA,10,15,10,15,NA,NA,Ficus melinocarpa,NA,000000000001
Ficus,microcarpa,tree,20,NA,fig,many bird species,8,10,9,12,NA,NA,Ficus microcarpa,NA,111111110011
Ficus,mollior,tree,15,NA,fig,NA,13,15,12,16,NA,NA,Ficus mollior,NA,001111111100
Ficus,nodosa,tree,20,NA,fig,Bare-backed Fruit-bat & many bird species,25,55,30,58,NA,NA,Ficus nodosa,NA,100000011111
Ficus,obliqua,tree,50,3,fig,many bird species,4,12,4,12,NA,NA,Ficus obliqua,NA,111111111111
Ficus,opposita var. opposita,tree,10,NA,fig,many bird species,10,20,10,20,NA,NA,Ficus opposita var. opposita,NA,111111000111
Ficus,pantoniana var. pantoniana,climber,NA,NA,fig,NA,10,15,10,15,NA,NA,Ficus pantoniana var. pantoniana,NA,001110000000
Ficus,pleurocarpa,tree,30,NA,fig,"Musky Rat-kangaroo, Spectacled Flying-fox, Bush Rat, Green Ringtail Possum & many bird species",35,65,13,27,NA,NA,Ficus pleurocarpa,NA,111111111111
Ficus,racemosa,tree,35,NA,fig,"Spectacled Flying-fox, pig & many bird species",30,35,35,40,NA,NA,Ficus racemosa,NA,110011111111
Ficus,rubiginosa,tree,30,1.5,fig,many bird species,7,18,7,18,NA,NA,Ficus rubiginosa,NA,111111111111
Ficus,septica,tree,15,NA,fig,"Double-eyed Fig-parrot, Bush Rat & Spectacled Flying-fox",15,24,15,24,NA,NA,Ficus septica,NA,111111000000
Ficus,subnervosa,tree,20,NA,fig,NA,20,20,20,20,NA,NA,Ficus subnervosa,NA,NA
Ficus,superba henneana,tree,35,NA,fig,many bird species,15,25,15,25,NA,NA,Ficus superba henneana,NA,111111111111
Ficus,triradiata,tree,25,NA,fig,Figbird & Spectacled Flying-fox,15,30,12,30,NA,NA,Ficus triradiata,NA,111001111111
Ficus,variegata,tree,30,NA,fig,"Cassowary, Double-eyed Fig-parrot & Spectacled Flying-fox",20,30,20,30,NA,NA,Ficus variegata,NA,111111111111
Ficus,virens (sublanceolata),tree,40,1.8,fig,many bird species,8,20,7,20,NA,NA,Ficus virens (sublanceolata),NA,111111101111
Ficus,virgata,tree,30,NA,fig,Metallic Starling,10,17,7,18,NA,NA,Ficus virgata,NA,111111111111
Ficus,watkinsiana,tree,45,2.1,fig,Spectacled Flying-fox & many bird species,10,40,15,35,NA,NA,Ficus watkinsiana,NA,111100111111
Maclura,cochinochinensis,vine,NA,NA,multiple fruit or berry,"Lewin's Honeyeater, Figbird, Regent Bowerbird & Satin Bowerbird",15,30,15,30,4,5,Maclura cochinochinensis,000000001110,111110000111
Streblus,brunonianus,tree,30,0.4,berry,"Scaly-breasted Lorikeet, Brown Cuckoo-dove, Black-faced Cuckoo-shrike, Crimson Rosella, King Parrot & Lewin's Honeyeater",6,11,6,11,4,4,Streblus brunonianus,111110001111,111100000001
Streblus,glaber,tree,15,NA,berry,NA,10,10,11,11,4,5,Streblus glaber,100000000011,100000000001
Troplis,scandens,vine,NA,NA,berry,Regent Bowerbird & Stain Bowerbird,7,9,5,6,8,8,Troplis scandens,111000000011,111110000111
Moringa,oleifera,tree,5,NA,capsule,NA,150,450,16,23,10,14,Moringa oleifera,000001100000,000000000011
Musa,banksii,banan plant,6,NA,berry,NA,80,140,15,25,4,5,Musa banksii,111111011111,111111100111
Musa,jackeyi,banan plant,10,NA,berry,NA,40,85,24,40,5,8,Musa jackeyi,111000011111,111111110000
Myoporum,acuminatum,tree,9,0.5,drupe,NA,4,6,4,6,NA,NA,Myoporum acuminatum,000011110000,110000000111
Myoporum,betcheanum,tree,8,0.2,drupe,NA,5,6,5,6,NA,NA,Myoporum betcheanum,100000000001,011111000000
Myoporum,insulare,tree,11,0.35,drupe,"Brush Bronzewing, Satin Bowerbird & Silvereye",8,8,8,8,NA,NA,Myoporum insulare,110000000001,001111111000
Myoporum,montanum,tree,8,NA,drupe,NA,4,8,4,8,NA,NA,Myoporum montanum,011111111100,011111111100
Horsfieldia,australiana,tree,30,NA,capsule,Metallic Starling,18,41,11,27,14,22,Horsfieldia australiana,000001111111,111000000000
Myristica,globosa,tree,30,NA,capsule,Musky Rat-kangaroo & many bird species,25,30,15,25,10,22,Myristica globosa,111111000111,000000011110
Myristica,insipida,tree,25,NA,capsule,many bird species,25,40,15,30,20,25,Myristica insipida,111111000011,110000000000
Aegiceras,corniculatum,tree,7,NA,follicle,NA,20,80,4,6,NA,NA,Aegiceras corniculatum,000011111110,001100000000
Ardisia,(South Mary LA),shrub,4,NA,berry,NA,6,6,6,6,6,6,Ardisia (South Mary LA),111111111100,011111111000
Ardisia,bakeri,tree,10,0.15,berry,NA,7,7,7,7,NA,NA,Ardisia bakeri,000000000110,001110000000
Ardisia,bifaria,shrub,2,NA,berry,NA,8,10,8,10,6,6,Ardisia bifaria,111000000000,000001111111
Ardisia,brevipedata,shrub,3,NA,berry,Cassowary & Victoria's Riflebird,10,10,8,13,5,6,Ardisia brevipedata,111111111111,111111111111
Ardisia,crenata,shrub,2,NA,berry,NA,5,10,5,10,6,6,Ardisia crenata,111110000011,011111110000
Ardisia,pachyrrachis,tree,8,NA,berry,Cassowary,8,10,8,14,6,6,Ardisia pachyrrachis,000000001110,111000001111
Ardisia,solanacea,shrub,2,NA,berry,NA,7,12,10,12,5,6,Ardisia solanacea,000110000000,000001110000
Embelia,australiana,vine,NA,NA,drupe,NA,6,12,6,13,5,8,Embelia australiana,111111100000,111111000001
Embelia,caulialata,vine,NA,NA,drupe,NA,3,6,3,6,2,3,Embelia caulialata,000111000000,000000111100
Embelia,curvinervia,vine,NA,NA,drupe,NA,4,4,4,4,NA,NA,Embelia curvinervia,000000011100,000000000100
Embelia,grayi,vine,NA,NA,drupe,"Wompoo Fruit-dove, Victoria's Riflebird, Spotted Catbird & Lewin's Honeyeater",5,6,5,6,4,4,Embelia grayi,000000000111,111100000000
