abbrev,individual_id,max_lumen_width,min_lumen_width,wall_thickness,replicates_conduit,collector_conduit,fresh_vol,dry_mass,wood_density,replicates_wood,collector_wood,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,leaf_mass_per_area_g_m2,leaf_dry_matter_content,replicates_leaf,collector_leaf,leaf_type,family,genus,current_taxon,don_abbrev,old_taxon,older_taxon,red_book_hmax_m,height_notes,leaflets,deciduous,diaspore_type,dispersal_mode,seed_dispersal_uncertain,showy_fruit_no_reward,diaspore_diam_mm_lower,diaspore_diam_mm_upper,mean_diaspore_diam_mm,diaspore_notes,diaspore_measurement_notes,fruit_type,fruit_diam_mm_lower,fruit_diam_mm_upper,fruit_notes,Butler_dispersal_mode,Butler_seed_diam_mm,seed_notes
argytrif,1_conduit,0.02613,0.011094,0.001781889,15,Alison,,,,,,,,,,,,,,Malvaceae,Argyrodendron,Argyrodendron trifoliolatum,argytrif,,,45,,3,0,samara,anemochory,,,6,10,8,samara-like mericarp,excluded 40mm wing,samara,6,10,samara-like mericarp,wa,8,
argytrif,2_conduit,0.023756,0.005096,0.002218156,15,Alison,,,,,,,,,,,,,,Malvaceae,Argyrodendron,Argyrodendron trifoliolatum,argytrif,,,45,,3,0,samara,anemochory,,,6,10,8,samara-like mericarp,excluded 40mm wing,samara,6,10,samara-like mericarp,wa,8,
argytrif,3_conduit,0.022466,0.00563,0.002148622,15,Alison,,,,,,,,,,,,,,Malvaceae,Argyrodendron,Argyrodendron trifoliolatum,argytrif,,,45,,3,0,samara,anemochory,,,6,10,8,samara-like mericarp,excluded 40mm wing,samara,6,10,samara-like mericarp,wa,8,
arytdict,1_conduit,0.02958,0.00933,0.001819333,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera dictyoneura,,,,7,,4,0,seed_aril,endozoochory,,,5,,5,red aril,used Butler,capsule,6,8,yellow,ae,5,
arytdict,2_conduit,0.02847,0.01099,0.001539111,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera dictyoneura,,,,7,,4,0,seed_aril,endozoochory,,,5,,5,red aril,used Butler,capsule,6,8,yellow,ae,5,
arytdict,3_conduit,0.02652,0.00852,0.001649556,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera dictyoneura,,,,7,,4,0,seed_aril,endozoochory,,,5,,5,red aril,used Butler,capsule,6,8,yellow,ae,5,
arytdist,1_conduit,0.02537,0.01098,0.001587556,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera distylis,,,,12,,2,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,10,18,yellow,ae,6,
arytdist,2_conduit,0.01854,0.00748,0.001410333,10,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera distylis,,,,12,,2,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,10,18,yellow,ae,6,
arytdist,3_conduit,0.0272,0.00991,0.001556889,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera distylis,,,,12,,2,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,10,18,yellow,ae,6,
arytdiva,1_conduit,0.02679,0.00719,0.001953333,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera divaricata,,,,8,,4,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,8,13,yellow,ae,6,
arytdiva,2_conduit,0.02415,0.00978,0.001561333,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera divaricata,,,,8,,4,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,8,13,yellow,ae,6,
arytfove,1_conduit,0.02835,0.01081,0.002388444,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera foveolata,,,,15,,4,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,6,10,orange,ae,6,
arytfove,2_conduit,0.02728,0.01465,0.001966667,10,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera foveolata,,,,15,,4,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,6,10,orange,ae,6,
arytfove,3_conduit,0.02737,0.01392,0.001782667,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera foveolata,,,,15,,4,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,6,10,orange,ae,6,
arytfove,4_conduit,0.02773,0.01219,0.001869333,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera foveolata,,,,15,,4,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,6,10,orange,ae,6,
arytmicr,1_conduit,0.0148,0.00667,0.001274333,10,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera microphylla,,,,10,,4,0,seed_aril,endozoochory,,,4,,4,red aril,used Butler,capsule,6,8,yellow,ae,4,
arytmicr,2_conduit,0.01387,0.00727,0.001570667,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera microphylla,,,,10,,4,0,seed_aril,endozoochory,,,4,,4,red aril,used Butler,capsule,6,8,yellow,ae,4,
arytmicr,3_conduit,0.02185,0.00798,0.001497556,15,Julian,,,,,,,,,,,,,,Sapindaceae,Arytera,Arytera microphylla,,,,10,,4,0,seed_aril,endozoochory,,,4,,4,red aril,used Butler,capsule,6,8,yellow,ae,4,
atalsali,1_conduit,0.04332,0.014880000000000001,0.001718,15,Julian,,,,,,,,,,,,,,Sapindaceae,Atalaya,Atalaya salicifolia,,,,25,,6,0,samara,anemochory,,,5,,5,samara-like mericarp,excluded 35mm wing,samara,5,0,samara-like mericarp,wa,5,
atalsali,2_conduit,0.02391,0.00878,0.001751111,15,Julian,,,,,,,,,,,,,,Sapindaceae,Atalaya,Atalaya salicifolia,,,,25,,6,0,samara,anemochory,,,5,,5,samara-like mericarp,excluded 35mm wing,samara,5,0,samara-like mericarp,wa,5,
atalsali,3_conduit,0.03112,0.0105,0.002049111,15,Julian,,,,,,,,,,,,,,Sapindaceae,Atalaya,Atalaya salicifolia,,,,25,,6,0,samara,anemochory,,,5,,5,samara-like mericarp,excluded 35mm wing,samara,5,0,samara-like mericarp,wa,5,
atrabent,1_conduit,0.02048,0.00752,0.002170222,15,Julian,,,,,,,,,,,,,,Rubiaceae,Atractocarpus,Atractocarpus benthamianus,,Randia benthamiana,,8,,1,0,berry,endozoochory,,,15,30,22.5,orange,,berry,15,30,orange,ae,4,
atrabent,2_conduit,0.01704,0.00833,0.001800667,15,Julian,,,,,,,,,,,,,,Rubiaceae,Atractocarpus,Atractocarpus benthamianus,,Randia benthamiana,,8,,1,0,berry,endozoochory,,,15,30,22.5,orange,,berry,15,30,orange,ae,4,
atrabent,3_conduit,0.01954,0.00826,0.002131333,15,Julian,,,,,,,,,,,,,,Rubiaceae,Atractocarpus,Atractocarpus benthamianus,,Randia benthamiana,,8,,1,0,berry,endozoochory,,,15,30,22.5,orange,,berry,15,30,orange,ae,4,
atrachar,1_conduit,0.01514,0.00452,0.002432,15,Julian,,,,,,,,,,,,,,Rubiaceae,Atractocarpus,Atractocarpus chartaceus,,Randia chartacea,,6,,1,0,berry,endozoochory,,,15,30,22.5,red aril,,berry,15,30,red aril,ae,3,
atrachar,2_conduit,0.01358,0.00809,0.002339111,15,Julian,,,,,,,,,,,,,,Rubiaceae,Atractocarpus,Atractocarpus chartaceus,,Randia chartacea,,6,,1,0,berry,endozoochory,,,15,30,22.5,red aril,,berry,15,30,red aril,ae,3,
atrachar,3_conduit,0.01432,0.00341,0.002406667,15,Julian,,,,,,,,,,,,,,Rubiaceae,Atractocarpus,Atractocarpus chartaceus,,Randia chartacea,,6,,1,0,berry,endozoochory,,,15,30,22.5,red aril,,berry,15,30,red aril,ae,3,
aurarhom,1_conduit,0.02247,0.00943,0.001709111,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Auranticarpa,Auranticarpa rhombifolia,pittrhom,Pittosporum rhombifolium,,25,,1,0,seed,endozoochory,,yes,2.5,,2.5,,used Butler,capsule,6,8,orange,eu,2.5,
aurarhom,2_conduit,0.02156,0.00984,0.001917556,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Auranticarpa,Auranticarpa rhombifolia,pittrhom,Pittosporum rhombifolium,,25,,1,0,seed,endozoochory,,yes,2.5,,2.5,,used Butler,capsule,6,8,orange,eu,2.5,
aurarhom,3_conduit,0.02297,0.01104,0.001991333,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Auranticarpa,Auranticarpa rhombifolia,pittrhom,Pittosporum rhombifolium,,25,,1,0,seed,endozoochory,,yes,2.5,,2.5,,used Butler,capsule,6,8,orange,eu,2.5,
backangu,1_conduit,0.006259,0.003125,0.0019718,15,Alison,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia angustifolia,backangu,,,15,,1,0,seed,anemochory,,,1,,1,,used Butler,nut,1.5,2.5,brown,wa,1,
backangu,2_conduit,0.007938,0.003492,0.002197756,15,Alison,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia angustifolia,backangu,,,15,,1,0,seed,anemochory,,,1,,1,,used Butler,nut,1.5,2.5,brown,wa,1,
backangu,3_conduit,0.0081,0.001815,0.001967467,15,Alison,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia angustifolia,backangu,,,15,,1,0,seed,anemochory,,,1,,1,,used Butler,nut,1.5,2.5,brown,wa,1,
backking,1_conduit,0.01323,0.00549,0.003306444,15,Julian,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia kingii,,,,18,,1,0,seed,anemochory,,,0.5,,0.5,,half of fruit diam,nut,1,2,brown,wa,1,
backking,2_conduit,0.01421,0.00527,0.002738444,15,Julian,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia kingii,,,,18,,1,0,seed,anemochory,,,0.5,,0.5,,half of fruit diam,nut,1,2,brown,wa,1,
backking,3_conduit,0.01515,0.00539,0.002898889,15,Julian,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia kingii,,,,18,,1,0,seed,anemochory,,,0.5,,0.5,,half of fruit diam,nut,1,2,brown,wa,1,
backmyrt,1_conduit,0.01162,0.00557,0.001521778,15,Julian,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia myrtifolia,,,,30,,1,0,seed,anemochory,,,1,,1,,used Butler,nut,4,7,brown,wa,1,
backmyrt,2_conduit,0.00993,0.00581,0.001042222,15,Julian,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia myrtifolia,,,,30,,1,0,seed,anemochory,,,1,,1,,used Butler,nut,4,7,brown,wa,1,
backmyrt,3_conduit,0.0083,0.00403,8.922222222222222e-4,15,Julian,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia myrtifolia,,,,30,,1,0,seed,anemochory,,,1,,1,,used Butler,nut,4,7,brown,wa,1,
backsuba,1_conduit,0.00978,0.00497,0.001847111,15,Julian,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia subargentea,,Choricarpia subargentea,,30,,1,0,seed,anemochory,,no,0.5,,0.5,,half of fruit diam,nut,1,1.5,brown,un,1,
backsuba,2_conduit,0.01118,0.0059,0.002286222,15,Julian,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia subargentea,,Choricarpia subargentea,,30,,1,0,seed,anemochory,,no,0.5,,0.5,,half of fruit diam,nut,1,1.5,brown,un,1,
backsuba,3_conduit,0.01323,0.00593,0.002027556,15,Julian,,,,,,,,,,,,,,Myrtaceae,Backhousia,Backhousia subargentea,,Choricarpia subargentea,,30,,1,0,seed,anemochory,,no,0.5,,0.5,,half of fruit diam,nut,1,1.5,brown,un,1,
baloinop,1_conduit,0.022883,0.012132,0.002021667,15,Alison,,,,,,,,,,,,,,Euphorbiaceae,Baloghia,Baloghia inophylla,baloinop,,,25,,1,0,seed,endozoochory,,no,6,,6,,used Butler,capsule,12,18,green,un,6,
baloinop,2_conduit,,,,15,Alison,,,,,,,,,,,,,,Euphorbiaceae,Baloghia,Baloghia inophylla,baloinop,,,25,,1,0,seed,endozoochory,,no,6,,6,,used Butler,capsule,12,18,green,un,6,
baloinop,3_conduit,0.016891,0.009239,0.001942044,15,Alison,,,,,,,,,,,,,,Euphorbiaceae,Baloghia,Baloghia inophylla,baloinop,,,25,,1,0,seed,endozoochory,,no,6,,6,,used Butler,capsule,12,18,green,un,6,
balomarm,1_conduit,0.0265,0.01056,0.002863111,15,Julian,,,,,,,,,,,,,,Euphorbiaceae,Baloghia,Baloghia marmorata,,,,8,,1,0,seed,endozoochory,,no,6,,6,,used congener,capsule,15,20,brown,un,13,Seeds 1.5 cm long. Assuming not completely round in shape.
balomarm,2_conduit,0.02639,0.0069,0.002522222,15,Julian,,,,,,,,,,,,,,Euphorbiaceae,Baloghia,Baloghia marmorata,,,,8,,1,0,seed,endozoochory,,no,6,,6,,used congener,capsule,15,20,brown,un,13,Seeds 1.5 cm long. Assuming not completely round in shape.
balomarm,3_conduit,0.01947,0.00522,0.001932222,15,Julian,,,,,,,,,,,,,,Euphorbiaceae,Baloghia,Baloghia marmorata,,,,8,,1,0,seed,endozoochory,,no,6,,6,,used congener,capsule,15,20,brown,un,13,Seeds 1.5 cm long. Assuming not completely round in shape.
barksyri,1_conduit,0.03542,0.01017,0.001842222,15,Julian,,,,,,,,,,,,,,Fabaceae,Barklya,Barklya syringifolia,,,,18,,1,0,seed,myrmecochory,uncertain,no,5,,5,,used Butler,pod,15,,brown,un,5,
barksyri,2_conduit,0.03081,0.01087,0.001646,15,Julian,,,,,,,,,,,,,,Fabaceae,Barklya,Barklya syringifolia,,,,18,,1,0,seed,myrmecochory,uncertain,no,5,,5,,used Butler,pod,15,,brown,un,5,
barksyri,3_conduit,0.026950000000000002,0.01119,0.001623778,15,Julian,,,,,,,,,,,,,,Fabaceae,Barklya,Barklya syringifolia,,,,18,,1,0,seed,myrmecochory,uncertain,no,5,,5,,used Butler,pod,15,,brown,un,5,
beilelli,1_conduit,0.01804,0.00843,0.002146444,15,Julian,,,,,,,,,,,,,,Lauraceae,Beilschmiedia,Beilschmiedia elliptica,,,,38,,1,0,berry,endozoochory,,,10,13,11.5,black,,berry,10,13,black,ae,9,
beilelli,2_conduit,0.01511,0.00481,0.002400444,15,Julian,,,,,,,,,,,,,,Lauraceae,Beilschmiedia,Beilschmiedia elliptica,,,,38,,1,0,berry,endozoochory,,,10,13,11.5,black,,berry,10,13,black,ae,9,
beilelli,3_conduit,0.02827,0.01208,0.002555111,15,Julian,,,,,,,,,,,,,,Lauraceae,Beilschmiedia,Beilschmiedia elliptica,,,,38,,1,0,berry,endozoochory,,,10,13,11.5,black,,berry,10,13,black,ae,9,
beilelli,4_conduit,0.02378,0.01027,0.002641111,15,Julian,,,,,,,,,,,,,,Lauraceae,Beilschmiedia,Beilschmiedia elliptica,,,,38,,1,0,berry,endozoochory,,,10,13,11.5,black,,berry,10,13,black,ae,9,
beilobtu,1_conduit,0.02264,0.00863,0.001629556,15,Julian,,,,,,,,,,,,,,Lauraceae,Beilschmiedia,Beilschmiedia obtusifolia,,,,40,,1,0,berry,endozoochory,,,15,25,20,black,,berry,15,25,black,ae,6,
beilobtu,2_conduit,0.01554,0.00661,0.001996222,15,Julian,,,,,,,,,,,,,,Lauraceae,Beilschmiedia,Beilschmiedia obtusifolia,,,,40,,1,0,berry,endozoochory,,,15,25,20,black,,berry,15,25,black,ae,6,
bosipent,1_conduit,0.03033,0.00922,0.001690889,15,Julian,,,,,,,,,,,,,,Rutaceae,Bosistoa,Bosistoa pentacocca,,,,18,,1,0,seed,endozoochory,,no,11,,11,,used Butler,follicle,18,23,brown,eu,11,
bosipent,2_conduit,0.03697,0.01194,0.001531778,15,Julian,,,,,,,,,,,,,,Rutaceae,Bosistoa,Bosistoa pentacocca,,,,18,,1,0,seed,endozoochory,,no,11,,11,,used Butler,follicle,18,23,brown,eu,11,
bosipent,3_conduit,0.02733,0.01091,0.001762222,15,Julian,,,,,,,,,,,,,,Rutaceae,Bosistoa,Bosistoa pentacocca,,,,18,,1,0,seed,endozoochory,,no,11,,11,,used Butler,follicle,18,23,brown,eu,11,
boucneur,1_conduit,0.02201,0.01066,0.002546667,15,Julian,,,,,,,,,,,,,,Rutaceae,Bouchardatia,Bouchardatia neurococca,,,,7,,5,0,seed,myrmecochory,,no,4,,4,,used Butler,follicle,6,10,brown,un,4,
boucneur,2_conduit,0.01856,0.00883,0.002302889,15,Julian,,,,,,,,,,,,,,Rutaceae,Bouchardatia,Bouchardatia neurococca,,,,7,,5,0,seed,myrmecochory,,no,4,,4,,used Butler,follicle,6,10,brown,un,4,
boucneur,3_conduit,0.01879,0.00964,0.002603556,15,Julian,,,,,,,,,,,,,,Rutaceae,Bouchardatia,Bouchardatia neurococca,,,,7,,5,0,seed,myrmecochory,,no,4,,4,,used Butler,follicle,6,10,brown,un,4,
bracacer,1_conduit,0.0569,0.0157,0.001702222,15,Julian,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton acerifolius,,,,45,,1,1,seed,endozoochory,,yes,6,,6,,used Butler,follicle,30,40,black,eu,6,
bracaust,1_conduit,0.01603,0.00691,0.001406444,15,Julian,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton australis,,,,25,,1,1,seed,endozoochory,,no,5.5,,5.5,,used Butler,follicle,30,40,brown,un,5.5,
bracaust,2_conduit,0.03963,0.01287,0.001830222,15,Julian,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton australis,,,,25,,1,1,seed,endozoochory,,no,5.5,,5.5,,used Butler,follicle,30,40,brown,un,5.5,
bracaust,3_conduit,0.05392,0.01951,0.002318667,15,Julian,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton australis,,,,25,,1,1,seed,endozoochory,,no,5.5,,5.5,,used Butler,follicle,30,40,brown,un,5.5,
bracdisc,1_conduit,0.039891,0.016426,0.002552356,15,Alison,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton discolor,bracdisc,,,35,,1,1,seed,endozoochory,,no,8,,8,,used Butler,follicle,30,40,brown,un,8,
bracdisc,2_conduit,0.046901,0.016084,0.002408867,15,Alison,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton discolor,bracdisc,,,35,,1,1,seed,endozoochory,,no,8,,8,,used Butler,follicle,30,40,brown,un,8,
bracdisc,3_conduit,0.031196,0.015229,0.002610444,15,Alison,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton discolor,bracdisc,,,35,,1,1,seed,endozoochory,,no,8,,8,,used Butler,follicle,30,40,brown,un,8,
bracrupe,1_conduit,0.026001,0.010892,0.001367467,15,Alison,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton rupestris,bracrupe,,,25,,1,1,seed,endozoochory,,no,4,,4,,used Butler,follicle,20,30,brown,un,4,
bracrupe,2_conduit,0.023893,0.007468,0.001309111,15,Alison,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton rupestris,bracrupe,,,25,,1,1,seed,endozoochory,,no,4,,4,,used Butler,follicle,20,30,brown,un,4,
bracrupe,3_conduit,0.021132,0.007308,0.001245378,15,Alison,,,,,,,,,,,,,,Malvaceae,Brachychiton,Brachychiton rupestris,bracrupe,,,25,,1,1,seed,endozoochory,,no,4,,4,,used Butler,follicle,20,30,brown,un,4,
breyoblo,1_conduit,0.01646,0.00728,0.001948889,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Breynia,Breynia oblongifolia,breyoblo,,,4,,1,0,berry,endozoochory,,,4,7,5.5,red,,berry,4,7,red,ae,2.5,
breyoblo,2_conduit,0.0165,0.00841,0.001553111,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Breynia,Breynia oblongifolia,breyoblo,,,4,,1,0,berry,endozoochory,,,4,7,5.5,red,,berry,4,7,red,ae,2.5,
breyoblo,3_conduit,0.01719,0.00984,0.001589556,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Breynia,Breynia oblongifolia,breyoblo,,,4,,1,0,berry,endozoochory,,,4,7,5.5,red,,berry,4,7,red,ae,2.5,
bridexal,1_conduit,0.01588,0.00857,0.002290667,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Bridelia,Bridelia exaltata,bridexal,,,35,,1,0,berry,endozoochory,,,8,13,10.5,black,,berry,8,13,black,ae,5,
bridexal,2_conduit,0.01989,0.00934,0.002239111,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Bridelia,Bridelia exaltata,bridexal,,,35,,1,0,berry,endozoochory,,,8,13,10.5,black,,berry,8,13,black,ae,5,
bridexal,3_conduit,0.02225,0.0105,0.002203333,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Bridelia,Bridelia exaltata,bridexal,,,35,,1,0,berry,endozoochory,,,8,13,10.5,black,,berry,8,13,black,ae,5,
bridleic,1_conduit,0.01923,0.00812,0.002016667,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Bridelia,Bridelia leichhardtii,bridleic,,,6,,1,0,drupe,endozoochory,,,3,7,5,black,,drupe,3,7,black,ae,2.5,
bridleic,2_conduit,0.01743,0.01104,0.002173556,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Bridelia,Bridelia leichhardtii,bridleic,,,6,,1,0,drupe,endozoochory,,,3,7,5,black,,drupe,3,7,black,ae,2.5,
bridleic,3_conduit,0.01843,0.00998,0.002072667,15,Julian,,,,,,,,,,,,,,Phyllanthaceae,Bridelia,Bridelia leichhardtii,bridleic,,,6,,1,0,drupe,endozoochory,,,3,7,5,black,,drupe,3,7,black,ae,2.5,
bursinca,1_conduit,0.01923,0.00724,0.001765778,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Bursaria,Bursaria incana,bursinca,,,10,,1,0,seed,anemochory,,,4,,4,,used Butler,capsule,6,10,brown,wa,4,
bursinca,2_conduit,0.02394,0.00986,0.001864667,15,Julian,,,,,,,,,,,,,,Pittosporaceae,Bursaria,Bursaria incana,bursinca,,,10,,1,0,seed,anemochory,,,4,,4,,used Butler,capsule,6,10,brown,wa,4,
bursinca,3_conduit,0.02434,0.00991,0.001883,10,Julian,,,,,,,,,,,,,,Pittosporaceae,Bursaria,Bursaria incana,bursinca,,,10,,1,0,seed,anemochory,,,4,,4,,used Butler,capsule,6,10,brown,wa,4,
bursspin,1_conduit,0.00758,0.00314,0.001675244,15,Alison,,,,,,,,,,,,,,Pittosporaceae,Bursaria,Bursaria spinosa,bursspin,,,10,,1,0,seed,anemochory,,,4,,4,,used congener,capsule,7,9,brown,wa,4,
capparbo,1_conduit,0.010269,0.005079,0.002500622,15,Alison,,,,,,,,,,,,,,Capparaceae,Capparis,Capparis arborea,capparbo,,,10,,1,0,berry,endozoochory,,,20,60,40,green,,berry,20,60,green,ae,5,
capparbo,2_conduit,0.015353,0.004797,0.002328622,15,Alison,,,,,,,,,,,,,,Capparaceae,Capparis,Capparis arborea,capparbo,,,10,,1,0,berry,endozoochory,,,20,60,40,green,,berry,20,60,green,ae,5,
capparbo,3_conduit,0.014031,0.00552,0.002980933,15,Alison,,,,,,,,,,,,,,Capparaceae,Capparis,Capparis arborea,capparbo,,,10,,1,0,berry,endozoochory,,,20,60,40,green,,berry,20,60,green,ae,5,
cariovat,1_conduit,0.0087,0.00487,0.001656222,15,Julian,,,,,,,,,,,,,,Apocynaceae,Carissa,Carissa ovata,cariovat,,,4,,1,0,berry,endozoochory,,,10,,10,black,,berry,10,0,black,ae,5,
cariovat,2_conduit,0.01064,0.00618,0.002056667,15,Julian,,,,,,,,,,,,,,Apocynaceae,Carissa,Carissa ovata,cariovat,,,4,,1,0,berry,endozoochory,,,10,,10,black,,berry,10,0,black,ae,5,
cariovat,3_conduit,0.01592,0.00615,0.001865333,15,Julian,,,,,,,,,,,,,,Apocynaceae,Carissa,Carissa ovata,cariovat,,,4,,1,0,berry,endozoochory,,,10,,10,black,,berry,10,0,black,ae,5,
casemult,1_conduit,0.01994,0.0054,0.002577111,15,Ella,,,,,,,,,,,,,,Salicaceae,Casearia,Casearia multinervosa,casemult,,,10,,1,0,seed_aril,endozoochory,,,5,,5,red aril,assumed 1.5mm thick walls,capsule,8,,yellow,ae,1.5,
casemult,2_conduit,0.01921,0.00501,0.002454667,15,Ella,,,,,,,,,,,,,,Salicaceae,Casearia,Casearia multinervosa,casemult,,,10,,1,0,seed_aril,endozoochory,,,5,,5,red aril,assumed 1.5mm thick walls,capsule,8,,yellow,ae,1.5,
casemult,3_conduit,0.01909,0.00269,0.002336444,15,Ella,,,,,,,,,,,,,,Salicaceae,Casearia,Casearia multinervosa,casemult,,,10,,1,0,seed_aril,endozoochory,,,5,,5,red aril,assumed 1.5mm thick walls,capsule,8,,yellow,ae,1.5,
castalph,1_conduit,0.0638,0.01449,0.001742,15,Julian,,,,,,,,,,,,,,Sapindaceae,Castanospora,Castanospora alphandii,,,,35,,9,0,drupe,endozoochory,,,10,30,20,,pink; drupaceous,drupe,10,30,pink,un,18,
castalph,2_conduit,0.05654,0.01491,0.001946222,15,Julian,,,,,,,,,,,,,,Sapindaceae,Castanospora,Castanospora alphandii,,,,35,,9,0,drupe,endozoochory,,,10,30,20,,pink; drupaceous,drupe,10,30,pink,un,18,
castalph,3_conduit,0.03694,0.01251,0.001604889,15,Julian,,,,,,,,,,,,,,Sapindaceae,Castanospora,Castanospora alphandii,,,,35,,9,0,drupe,endozoochory,,,10,30,20,,pink; drupaceous,drupe,10,30,pink,un,18,
castaust,1_conduit,0.04371,0.01519,0.001984,15,Julian,,,,,,,,,,,,,,Fabaceae,Castanospermum,Castanospermum australe,,,,35,,13,0,seed,hydrochory,,,40,,40,,used Butler,pod,50,,brown,un,40,
castaust,2_conduit,0.07418,0.02261,0.002188222,15,Julian,,,,,,,,,,,,,,Fabaceae,Castanospermum,Castanospermum australe,,,,35,,13,0,seed,hydrochory,,,40,,40,,used Butler,pod,50,,brown,un,40,
castaust,3_conduit,0.06516,0.02103,0.002306444,15,Julian,,,,,,,,,,,,,,Fabaceae,Castanospermum,Castanospermum australe,,,,35,,13,0,seed,hydrochory,,,40,,40,,used Butler,pod,50,,brown,un,40,
celtpani,1_conduit,0.02438,0.00131,0.002677556,15,Julian,,,,,,,,,,,,,,Cannabaceae,Celtis,Celtis paniculata,,,,20,,1,0,drupe,endozoochory,,,8,10,9,black,,drupe,8,10,black,ae,5,
celtpani,2_conduit,0.02331,0.01271,0.002526889,15,Julian,,,,,,,,,,,,,,Cannabaceae,Celtis,Celtis paniculata,,,,20,,1,0,drupe,endozoochory,,,8,10,9,black,,drupe,8,10,black,ae,5,
celtpani,3_conduit,0.01888,0.01004,0.002250444,15,Julian,,,,,,,,,,,,,,Cannabaceae,Celtis,Celtis paniculata,,,,20,,1,0,drupe,endozoochory,,,8,10,9,black,,drupe,8,10,black,ae,5,
celtpani,4_conduit,0.02496,0.01155,0.002642444,15,Julian,,,,,,,,,,,,,,Cannabaceae,Celtis,Celtis paniculata,,,,20,,1,0,drupe,endozoochory,,,8,10,9,black,,drupe,8,10,black,ae,5,
cinnoliv,1_conduit,0.02059,0.00588,0.001933778,15,Julian,,,,,,,,,,,,,,Lauraceae,Cinnamomum,Cinnamomum oliveri,,,,30,,1,0,berry,endozoochory,,,12,18,15,black,,berry,12,18,black,ae,6,
cinnoliv,2_conduit,0.02037,0.00682,0.001785778,15,Julian,,,,,,,,,,,,,,Lauraceae,Cinnamomum,Cinnamomum oliveri,,,,30,,1,0,berry,endozoochory,,,12,18,15,black,,berry,12,18,black,ae,6,
cinnoliv,3_conduit,0.02136,0.00625,0.002030667,15,Julian,,,,,,,,,,,,,,Lauraceae,Cinnamomum,Cinnamomum oliveri,,,,30,,1,0,berry,endozoochory,,,12,18,15,black,,berry,12,18,black,ae,6,
