abbrev,individual_id,max_lumen_width,min_lumen_width,wall_thickness,replicates_conduit,collector_conduit,fresh_vol,dry_mass,wood_density,replicates_wood,collector_wood,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,leaf_mass_per_area_g_m2,leaf_dry_matter_content,replicates_leaf,collector_leaf,leaf_type,family,genus,current_taxon,don_abbrev,old_taxon,older_taxon,red_book_hmax_m,height_notes,leaflets,deciduous,diaspore_type,dispersal_mode,seed_dispersal_uncertain,showy_fruit_no_reward,diaspore_diam_mm_lower,diaspore_diam_mm_upper,mean_diaspore_diam_mm,diaspore_notes,diaspore_measurement_notes,fruit_type,fruit_diam_mm_lower,fruit_diam_mm_upper,fruit_notes,Butler_dispersal_mode,Butler_seed_diam_mm,seed_notes
lenwprom,2_leaf,,,,,,,,,,,1567.55,0.540775,0.203875,128.77978763635372,0.3770052239840969,4,Julian,leaf,Myrtaceae,Lenwebbia,Lenwebbia prominens,,Austromyrtus sp. Upper Mudgeeraba Creek,,10,,1,0,berry,endozoochory,,,9,19,14,black,,berry,9,19,black,ae,2.5,
lenwprom,3_leaf,,,,,,,,,,,799.35,0.21645,0.0856,108.35589703145304,0.3954723954723955,4,Julian,leaf,Myrtaceae,Lenwebbia,Lenwebbia prominens,,Austromyrtus sp. Upper Mudgeeraba Creek,,10,,1,0,berry,endozoochory,,,9,19,14,black,,berry,9,19,black,ae,2.5,
lenwprom,4_leaf,,,,,,,,,,,1225.675,0.32305,0.120325,98.21852762456932,0.3724655626064077,4,Julian,leaf,Myrtaceae,Lenwebbia,Lenwebbia prominens,,Austromyrtus sp. Upper Mudgeeraba Creek,,10,,1,0,berry,endozoochory,,,9,19,14,black,,berry,9,19,black,ae,2.5,
lenwprom,5_leaf,,,,,,,,,,,1029.95,0.368125,0.161975,153.89518872986622,0.44000000000000006,4,Julian,leaf,Myrtaceae,Lenwebbia,Lenwebbia prominens,,Austromyrtus sp. Upper Mudgeeraba Creek,,10,,1,0,berry,endozoochory,,,9,19,14,black,,berry,9,19,black,ae,2.5,
litsaust,1_leaf,,,,,,,,,,,2125.15,0.56685,0.223,103.7583015565012,0.39340213460351064,4,Julian,leaf,Lauraceae,Litsea,Litsea australis,,,,20,,1,0,berry,endozoochory,,,13,17,15,black,,berry,13,17,black,ae,8,
litsaust,2_leaf,,,,,,,,,,,1767.95,0.36275,0.141175,79.00378812027955,0.3891798759476223,4,Julian,leaf,Lauraceae,Litsea,Litsea australis,,,,20,,1,0,berry,endozoochory,,,13,17,15,black,,berry,13,17,black,ae,8,
litsaust,3_leaf,,,,,,,,,,,2883.525,0.54865,0.17955,62.40275293152085,0.3272578146359245,4,Julian,leaf,Lauraceae,Litsea,Litsea australis,,,,20,,1,0,berry,endozoochory,,,13,17,15,black,,berry,13,17,black,ae,8,
litsaust,4_leaf,,,,,,,,,,,2374.825,0.505675,0.18835,79.21199024,0.3724724378306225,4,Julian,leaf,Lauraceae,Litsea,Litsea australis,,,,20,,1,0,berry,endozoochory,,,13,17,15,black,,berry,13,17,black,ae,8,
litsreti,1_leaf,,,,,,,,,,,1467.475,0.48215,0.203075,139.02510331563747,0.42118635279477346,4,Julian,leaf,Lauraceae,Litsea,Litsea reticulata,litsreti,,,35,,1,0,berry,endozoochory,,,10,14,12,black,,berry,10,14,black,ae,8,
litsreti,2_leaf,,,,,,,,,,,2138.9,0.7854749999999999,0.32842499999999997,155.71411879478862,0.41812279194118207,4,Julian,leaf,Lauraceae,Litsea,Litsea reticulata,litsreti,,,35,,1,0,berry,endozoochory,,,10,14,12,black,,berry,10,14,black,ae,8,
litsreti,3_leaf,,,,,,,,,,,2022.3,0.6998,0.28047500000000003,137.00358730223917,0.400793084,4,Julian,leaf,Lauraceae,Litsea,Litsea reticulata,litsreti,,,35,,1,0,berry,endozoochory,,,10,14,12,black,,berry,10,14,black,ae,8,
litsreti,4_leaf,,,,,,,,,,,1596.85,0.527475,0.22765,141.3107775187506,0.4315844352812929,4,Julian,leaf,Lauraceae,Litsea,Litsea reticulata,litsreti,,,35,,1,0,berry,endozoochory,,,10,14,12,black,,berry,10,14,black,ae,8,
macainte,1_leaf,,,,,,,,,,,2857.425,1.047075,0.580475,202.8183969519087,0.5543776711314853,4,Julian,leaf,Proteaceae,Macadamia,Macadamia integrifolia,,,,18,,1,0,follicle,hoarding,,,25,35,30,green,,follicle,25,35,green,un,20,
macainte,2_leaf,,,,,,,,,,,2873.5,0.8667,0.472925,164.57961721776118,0.5456617053190261,4,Julian,leaf,Proteaceae,Macadamia,Macadamia integrifolia,,,,18,,1,0,follicle,hoarding,,,25,35,30,green,,follicle,25,35,green,un,20,
macainte,3_leaf,,,,,,,,,,,4443.5999999999995,1.48035,0.83575,189.5188407614527,0.5645624345593947,4,Julian,leaf,Proteaceae,Macadamia,Macadamia integrifolia,,,,18,,1,0,follicle,hoarding,,,25,35,30,green,,follicle,25,35,green,un,20,
macainte,4_leaf,,,,,,,,,,,2725.057008,1.029525,0.53535,196.8038845450236,0.5199970860348219,4,Julian,leaf,Proteaceae,Macadamia,Macadamia integrifolia,,,,18,,1,0,follicle,hoarding,,,25,35,30,green,,follicle,25,35,green,un,20,
macatern,1_leaf,,,,,,,,,,,2658.7,0.4765,0.22775,84.61241537625969,0.4779643231899266,4,Julian,leaf,Proteaceae,Macadamia,Macadamia ternifolia,,,,8,,1,0,follicle,hoarding,,,15,20,17.5,green,,follicle,15,20,green,un,12,
macatern,2_leaf,,,,,,,,,,,1427.125,0.2931,0.1482,104.19022607030688,0.5056294779938587,4,Julian,leaf,Proteaceae,Macadamia,Macadamia ternifolia,,,,8,,1,0,follicle,hoarding,,,15,20,17.5,green,,follicle,15,20,green,un,12,
mallclao,1_leaf,,,,,,,,,,,5372.6,1.482525,0.5655749999999999,107.90187640171416,0.3814944098750442,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus claoxyloides,,,,9,,1,0,seed,myrmecochory,uncertain,no,4,,4,,used Butler,capsule,6,8,grey,un,4,
mallclao,2_leaf,,,,,,,,,,,4135.55,1.079,0.401175,95.2183068,0.3718025949953661,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus claoxyloides,,,,9,,1,0,seed,myrmecochory,uncertain,no,4,,4,,used Butler,capsule,6,8,grey,un,4,
mallclao,3_leaf,,,,,,,,,,,3820.3,0.964825,0.323925,88.10750521183368,0.33573446,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus claoxyloides,,,,9,,1,0,seed,myrmecochory,uncertain,no,4,,4,,used Butler,capsule,6,8,grey,un,4,
mallclao,4_leaf,,,,,,,,,,,1404.75,0.309075,0.1165,84.77784767,0.3769311655746987,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus claoxyloides,,,,9,,1,0,seed,myrmecochory,uncertain,no,4,,4,,used Butler,capsule,6,8,grey,un,4,
malldisc,1_leaf,,,,,,,,,,,2098.475,0.288125,0.11805,56.00517501297611,0.4097180043383948,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus discolor,,,,30,,1,0,capsule,endozoochory,,,6,10,8,yellow,,capsule,6,10,yellow,eu,3,
malldisc,2_leaf,,,,,,,,,,,1490.825,0.371525,0.1557,105.35325578626596,0.41908350716640874,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus discolor,,,,30,,1,0,capsule,endozoochory,,,6,10,8,yellow,,capsule,6,10,yellow,eu,3,
malldisc,3_leaf,,,,,,,,,,,1927.9,0.369625,0.1409,74.15436671026694,0.38119715928305714,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus discolor,,,,30,,1,0,capsule,endozoochory,,,6,10,8,yellow,,capsule,6,10,yellow,eu,3,
malldisc,4_leaf,,,,,,,,,,,2381.125,0.3497,0.12895,52.74978031347845,0.3687446382613669,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus discolor,,,,30,,1,0,capsule,endozoochory,,,6,10,8,yellow,,capsule,6,10,yellow,eu,3,
mallphil,1_leaf,,,,,,,,,,,2288.4849999999997,0.481775,0.24195,103.88608592027138,0.5022053863317939,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus philippensis,,,,25,,1,1,seed,endozoochory,,,3,,3,,used Butler,capsule,4,9,red,eu,3,
mallphil,2_leaf,,,,,,,,,,,2125.32625,0.403375,0.197375,92.33868375513488,0.489308956,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus philippensis,,,,25,,1,1,seed,endozoochory,,,3,,3,,used Butler,capsule,4,9,red,eu,3,
mallphil,3_leaf,,,,,,,,,,,3919.3935,0.6924250000000001,0.313975,78.52840861756152,0.4534426111131169,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus philippensis,,,,25,,1,1,seed,endozoochory,,,3,,3,,used Butler,capsule,4,9,red,eu,3,
mallphil,4_leaf,,,,,,,,,,,2276.5697499999997,0.476325,0.212125,93.02670722147349,0.44533669238440143,4,Julian,leaf,Euphorbiaceae,Mallotus,Mallotus philippensis,,,,25,,1,1,seed,endozoochory,,,3,,3,,used Butler,capsule,4,9,red,eu,3,
medicunn,1_leaf,,,,,,,,,,,3318.8,0.9484,0.28952500000000003,87.25901272259172,0.3052773091522565,4,Julian,leaf,Rutaceae,Medicosma,Medicosma cunninghamii,,,,10,,1,0,seed,myrmecochory,,no,1,,1,,used Butler,follicle,5,7,brown,un,1,
medicunn,2_leaf,,,,,,,,,,,2903.65,0.92185,0.29265,101.24835797183172,0.31745945652763463,4,Julian,leaf,Rutaceae,Medicosma,Medicosma cunninghamii,,,,10,,1,0,seed,myrmecochory,,no,1,,1,,used Butler,follicle,5,7,brown,un,1,
medicunn,3_leaf,,,,,,,,,,,2260.705245,0.6795,0.23345,103.04019841220344,0.3435614422369389,4,Julian,leaf,Rutaceae,Medicosma,Medicosma cunninghamii,,,,10,,1,0,seed,myrmecochory,,no,1,,1,,used Butler,follicle,5,7,brown,un,1,
meiosten,1_leaf,,,,,,,,,,,1327.475,0.226525,0.088525,67.01770929116111,0.3907957179119302,4,Julian,leaf,Annonaceae,Meiogyne,Meiogyne stenopetala,,Fissistigma stenopetala,Ancana stenopetala,5,,1,0,berry,endozoochory,,,10,,10,yellow,diam estimate based on individual fruit,berry,10,0,yellow,ae,8,
meiosten,2_leaf,,,,,,,,,,,1549.275,0.2871,0.1141,73.40514012825946,0.39742250087077674,4,Julian,leaf,Annonaceae,Meiogyne,Meiogyne stenopetala,,Fissistigma stenopetala,Ancana stenopetala,5,,1,0,berry,endozoochory,,,10,,10,yellow,diam estimate based on individual fruit,berry,10,0,yellow,ae,8,
meiosten,3_leaf,,,,,,,,,,,1690.225,0.30995,0.129325,76.71128762,0.4172447168898209,4,Julian,leaf,Annonaceae,Meiogyne,Meiogyne stenopetala,,Fissistigma stenopetala,Ancana stenopetala,5,,1,0,berry,endozoochory,,,10,,10,yellow,diam estimate based on individual fruit,berry,10,0,yellow,ae,8,
meiosten,4_leaf,,,,,,,,,,,1511.675,0.30710000000000004,0.1248,82.46483892389664,0.4063822859003582,4,Julian,leaf,Annonaceae,Meiogyne,Meiogyne stenopetala,,Fissistigma stenopetala,Ancana stenopetala,5,,1,0,berry,endozoochory,,,10,,10,yellow,diam estimate based on individual fruit,berry,10,0,yellow,ae,8,
meiosten,5_leaf,,,,,,,,,,,1758.35,0.3223,0.1329,76.16601259448727,0.41234874340676386,4,Julian,leaf,Annonaceae,Meiogyne,Meiogyne stenopetala,,Fissistigma stenopetala,Ancana stenopetala,5,,1,0,berry,endozoochory,,,10,,10,yellow,diam estimate based on individual fruit,berry,10,0,yellow,ae,8,
melihaye,1_leaf,,,,,,,,,,,1474.7391666666667,0.3000583333333333,0.07865,53.48881444163251,0.2621156997250535,12,Julian,leaflet,Rutaceae,Melicope,Melicope hayesii,,Euodia species,,20,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,brown,un,3,
melihaye,2_leaf,,,,,,,,,,,1329.6890833333334,0.27775833333333333,0.087975,65.96457720081854,0.31673217125198766,12,Julian,leaflet,Rutaceae,Melicope,Melicope hayesii,,Euodia species,,20,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,brown,un,3,
melihaye,3_leaf,,,,,,,,,,,832.125,0.1736,0.048333333,57.97349553472123,0.2784178187403994,12,Julian,leaflet,Rutaceae,Melicope,Melicope hayesii,,Euodia species,,20,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,brown,un,3,
melihaye,4_leaf,,,,,,,,,,,1002.8083333333334,0.261,0.06905,67.53068368742895,0.26455938697318004,12,Julian,leaflet,Rutaceae,Melicope,Melicope hayesii,,Euodia species,,20,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,brown,un,3,
melimicr,1_leaf,,,,,,,,,,,820.006,0.241085,0.066485,116.45320613486136,0.275774105,20,Alison,leaflet,Rutaceae,Melicope,Melicope micrococca,melimicr,Euodia micrococca,,35,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,green,un,3,
melimicr,2_leaf,,,,,,,,,,,772.7428333333334,0.2371333333333333,0.073983333,142.63057405777758,0.31199044138318804,24,Alison,leaflet,Rutaceae,Melicope,Melicope micrococca,melimicr,Euodia micrococca,,35,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,green,un,3,
melimicr,3_leaf,,,,,,,,,,,770.225625,0.18335,0.05014375,123.6994223841805,0.27348650122716117,16,Alison,leaflet,Rutaceae,Melicope,Melicope micrococca,melimicr,Euodia micrococca,,35,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,green,un,3,
melimicr,4_leaf,,,,,,,,,,,681.71,0.1516875,0.0550625,144.54803858216684,0.3629995879686856,16,Alison,leaflet,Rutaceae,Melicope,Melicope micrococca,melimicr,Euodia micrococca,,35,,3,0,seed_aril,endozoochory,,no,4,,4,black aril,used Butler,follicle,4,6,green,un,3,
miscaila,1_leaf,,,,,,,,,,,1349.892857142857,0.3663,0.1651642857142857,126.01145674726298,0.4508989508989509,14,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus ailae,,Mischocarpus lachnocarpus,,10,,2,0,seed_aril,endozoochory,,,6,,6,orange,used Butler,capsule,10,15,orange,ae,6,
miscanod,1_leaf,,,,,,,,,,,1818.521625,0.471225,0.2180375,119.48183428949795,0.46270359170247755,8,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus anodontus,,,,10,,4,0,seed_aril,endozoochory,,,8,,8,purple,used Butler,capsule,10,20,orange,ae,8,
miscanod,2_leaf,,,,,,,,,,,603.65,0.1777375,0.091525,151.12732713816402,0.5149447921794782,8,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus anodontus,,,,10,,4,0,seed_aril,endozoochory,,,8,,8,purple,used Butler,capsule,10,20,orange,ae,8,
miscanod,3_leaf,,,,,,,,,,,1595.37,0.40429,0.1819,112.47063092993336,0.4499245591036138,10,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus anodontus,,,,10,,4,0,seed_aril,endozoochory,,,8,,8,purple,used Butler,capsule,10,20,orange,ae,8,
miscanod,4_leaf,,,,,,,,,,,1709.32,0.41487,0.2136,120.0283016957165,0.514860077,10,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus anodontus,,,,10,,4,0,seed_aril,endozoochory,,,8,,8,purple,used Butler,capsule,10,20,orange,ae,8,
miscaust,1_leaf,,,,,,,,,,,1760.0833333333333,0.3399916666666667,0.174275,97.88545295964552,0.5125860927963921,12,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus australis,,Mischocarpus sundaicus,,25,,4,0,seed_aril,endozoochory,,,6,,6,purple,used Butler,capsule,5,12,red,ae,6,
miscaust,2_leaf,,,,,,,,,,,2080.625,0.50715,0.2726375,131.21965410957884,0.5375874987676229,8,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus australis,,Mischocarpus sundaicus,,25,,4,0,seed_aril,endozoochory,,,6,,6,purple,used Butler,capsule,5,12,red,ae,6,
misclaut,1_leaf,,,,,,,,,,,1413.559375,0.35821875,0.183775,128.7832418822073,0.5130245136526215,32,Julian,leaflet,Sapindaceae,Mischarytera,Mischarytera lautereriana,,Arytera lautereriana,,25,,15,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,10,25,green,ae,10,
misclaut,2_leaf,,,,,,,,,,,1573.5233333333333,0.3778566666666667,0.17031333333333334,107.92828994944094,0.4507352876311124,30,Julian,leaflet,Sapindaceae,Mischarytera,Mischarytera lautereriana,,Arytera lautereriana,,25,,15,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,10,25,green,ae,10,
misclaut,3_leaf,,,,,,,,,,,2216.826666666667,0.37321,0.17497,78.59338035878281,0.468824522,30,Julian,leaflet,Sapindaceae,Mischarytera,Mischarytera lautereriana,,Arytera lautereriana,,25,,15,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,10,25,green,ae,10,
misclaut,4_leaf,,,,,,,,,,,1417.8272727272729,0.3014,0.12816363636363637,89.53658737867788,0.4252277251613682,33,Julian,leaflet,Sapindaceae,Mischarytera,Mischarytera lautereriana,,Arytera lautereriana,,25,,15,0,seed_aril,endozoochory,,,10,,10,orange,used Butler,capsule,10,25,green,ae,10,
miscpyri,1_leaf,,,,,,,,,,,2759.8307692307694,0.7823076923076924,0.37903846153846155,136.6809823801989,0.4845132743362832,13,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,,,,18,,6,0,seed_aril,endozoochory,,,6,,6,red,used Butler,capsule,15,20,yellow,ae,6,
miscpyri,2_leaf,,,,,,,,,,,3191.62,0.9641,0.4627133333333333,143.45499279759184,0.4799432977215365,15,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,,,,18,,6,0,seed_aril,endozoochory,,,6,,6,red,used Butler,capsule,15,20,yellow,ae,6,
miscpyri,3_leaf,,,,,,,,,,,2601.4615384615386,0.7594692307692308,0.3635076923076923,139.54133304284855,0.4786338637307431,13,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,,,,18,,6,0,seed_aril,endozoochory,,,6,,6,red,used Butler,capsule,15,20,yellow,ae,6,
miscpyri,4_leaf,,,,,,,,,,,3169.875,0.9960583333333334,0.46915,147.52509586562667,0.4710065508211534,12,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,,,,18,,6,0,seed_aril,endozoochory,,,6,,6,red,used Butler,capsule,15,20,yellow,ae,6,
miscpyri,5_leaf,,,,,,,,,,,2617.133333333333,0.699825,0.3147333333333333,128.45230851349498,0.44973148048916983,12,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,,,,18,,6,0,seed_aril,endozoochory,,,6,,6,red,used Butler,capsule,15,20,yellow,ae,6,
miscpyri,6_leaf,,,,,,,,,,,3486.1,1.091376923076923,0.535923077,152.8013287,0.49105223465065306,13,Julian,leaflet,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,,,,18,,6,0,seed_aril,endozoochory,,,6,,6,red,used Butler,capsule,15,20,yellow,ae,6,
murrovat,1_leaf,,,,,,,,,,,416.76428571428573,0.11094285714285716,0.046435714,109.29313777616508,0.4185552407932011,14,Julian,leaflet,Rutaceae,Murraya,Murraya ovatifoliolata,,,,4,,6,0,berry,endozoochory,,,6,8,7,red,estimated diam,berry,6,8,red,ae,4,
murrovat,2_leaf,,,,,,,,,,,346.0153846153846,0.067946154,0.035338462,101.53184402737544,0.5200950979282237,13,Julian,leaflet,Rutaceae,Murraya,Murraya ovatifoliolata,,,,4,,6,0,berry,endozoochory,,,6,8,7,red,estimated diam,berry,6,8,red,ae,4,
murrovat,3_leaf,,,,,,,,,,,321.0777777777778,0.08305,0.036066667,112.45113968120422,0.4342765402368051,18,Julian,leaflet,Rutaceae,Murraya,Murraya ovatifoliolata,,,,4,,6,0,berry,endozoochory,,,6,8,7,red,estimated diam,berry,6,8,red,ae,4,
murrovat,4_leaf,,,,,,,,,,,382.2,0.10566375,0.04558125,118.43244712536496,0.4313802037122476,16,Julian,leaflet,Rutaceae,Murraya,Murraya ovatifoliolata,,,,4,,6,0,berry,endozoochory,,,6,8,7,red,estimated diam,berry,6,8,red,ae,4,
myrshowi,1_leaf,,,,,,,,,,,1251.95,0.390375,0.150575,120.67015877083465,0.3857188600704451,4,Julian,leaf,Primulaceae,Myrsine,Myrsine howittiana,,Rapanea howittiana,,7,used lower height in Red Book,1,0,drupe,endozoochory,,,5,7,6,blue,,drupe,5,7,blue,ae,5,
myrshowi,2_leaf,,,,,,,,,,,715.075,0.232725,0.100475,139.63949923572451,0.43173273176495863,4,Julian,leaf,Primulaceae,Myrsine,Myrsine howittiana,,Rapanea howittiana,,7,used lower height in Red Book,1,0,drupe,endozoochory,,,5,7,6,blue,,drupe,5,7,blue,ae,5,
myrshowi,3_leaf,,,,,,,,,,,663.1,0.2307,0.0912,137.34471732566223,0.39531859557867366,4,Julian,leaf,Primulaceae,Myrsine,Myrsine howittiana,,Rapanea howittiana,,7,used lower height in Red Book,1,0,drupe,endozoochory,,,5,7,6,blue,,drupe,5,7,blue,ae,5,
myrsvari,1_leaf,,,,,,,,,,,943.05,0.28925,0.114825,120.48521706562974,0.3969749351771823,4,Julian,leaf,Primulaceae,Myrsine,Myrsine variabilis,rapavari,Rapanea variabilis,,13,,1,0,drupe,endozoochory,,,4,6,5,blue,,drupe,4,6,blue,ae,4,
myrsvari,2_leaf,,,,,,,,,,,687.7,0.191975,0.072075,105.00108910329826,0.3754395103529105,4,Julian,leaf,Primulaceae,Myrsine,Myrsine variabilis,rapavari,Rapanea variabilis,,13,,1,0,drupe,endozoochory,,,4,6,5,blue,,drupe,4,6,blue,ae,4,
myrsvari,3_leaf,,,,,,,,,,,905.2,0.234425,0.08865,100.93836214416304,0.3781593260104512,4,Julian,leaf,Primulaceae,Myrsine,Myrsine variabilis,rapavari,Rapanea variabilis,,13,,1,0,drupe,endozoochory,,,4,6,5,blue,,drupe,4,6,blue,ae,4,
myrsvari,4_leaf,,,,,,,,,,,697.25,0.1897,0.07775,112.60824417392703,0.40985767000527146,4,Julian,leaf,Primulaceae,Myrsine,Myrsine variabilis,rapavari,Rapanea variabilis,,13,,1,0,drupe,endozoochory,,,4,6,5,blue,,drupe,4,6,blue,ae,4,
neolaust,1_leaf,,,,,,,,,,,1978.3825,0.401,0.203575,103.92380871516342,0.5076683291770573,4,Alison,leaf,Lauraceae,Neolitsea,Neolitsea australiensis,neolaust,,,15,,1,0,berry,endozoochory,,,12,20,16,black,,berry,12,20,black,ae,8,
neolaust,2_leaf,,,,,,,,,,,2266.7525,0.37375,0.185375,81.96226330903474,0.4959866220735786,4,Alison,leaf,Lauraceae,Neolitsea,Neolitsea australiensis,neolaust,,,15,,1,0,berry,endozoochory,,,12,20,16,black,,berry,12,20,black,ae,8,
neolaust,3_leaf,,,,,,,,,,,3247.565,0.62375,0.313975,97.67553171052528,0.5033667334669338,4,Alison,leaf,Lauraceae,Neolitsea,Neolitsea australiensis,neolaust,,,15,,1,0,berry,endozoochory,,,12,20,16,black,,berry,12,20,black,ae,8,
neolaust,4_leaf,,,,,,,,,,,2451.35,0.46025,0.193175,78.19219495872625,0.4197175448126018,4,Alison,leaf,Lauraceae,Neolitsea,Neolitsea australiensis,neolaust,,,15,,1,0,berry,endozoochory,,,12,20,16,black,,berry,12,20,black,ae,8,
neoldeal,1_leaf,,,,,,,,,,,5190.5095,0.8548,0.398875,76.29716934302735,0.46662962096396815,4,Julian,leaf,Lauraceae,Neolitsea,Neolitsea dealbata,,,,12,,1,0,berry,endozoochory,,,9,11,10,black,,berry,9,11,black,ae,5,
neoldeal,2_leaf,,,,,,,,,,,4731.139,0.82855,0.374675,79.19613977812958,0.4522056604912196,4,Julian,leaf,Lauraceae,Neolitsea,Neolitsea dealbata,,,,12,,1,0,berry,endozoochory,,,9,11,10,black,,berry,9,11,black,ae,5,
neoldeal,3_leaf,,,,,,,,,,,6674.254,1.217575,0.5957749999999999,89.14709323350446,0.48931277334045126,4,Julian,leaf,Lauraceae,Neolitsea,Neolitsea dealbata,,,,12,,1,0,berry,endozoochory,,,9,11,10,black,,berry,9,11,black,ae,5,
neoldeal,4_leaf,,,,,,,,,,,4287.665,0.9887,0.47765,111.59752511583108,0.48310913320521903,4,Julian,leaf,Lauraceae,Neolitsea,Neolitsea dealbata,,,,12,,1,0,berry,endozoochory,,,9,11,10,black,,berry,9,11,black,ae,5,
niemchar,1_leaf,,,,,,,,,,,2300.175,0.41155,0.1811,77.97197360319801,0.44004373709148337,4,Julian,leaf,Sapotaceae,Niemeyera,Niemeyera chartacea,,,,20,,1,0,berry,endozoochory,,,15,20,17.5,black,estimated diam,berry,15,20,black,ae,8,
niemchar,2_leaf,,,,,,,,,,,2738.45,0.5304,0.2392,87.64541345,0.4509803921568627,4,Julian,leaf,Sapotaceae,Niemeyera,Niemeyera chartacea,,,,20,,1,0,berry,endozoochory,,,15,20,17.5,black,estimated diam,berry,15,20,black,ae,8,
niemchar,3_leaf,,,,,,,,,,,1771.875,0.3691,0.17015,95.79266711,0.4609861826063398,4,Julian,leaf,Sapotaceae,Niemeyera,Niemeyera chartacea,,,,20,,1,0,berry,endozoochory,,,15,20,17.5,black,estimated diam,berry,15,20,black,ae,8,
niemchar,4_leaf,,,,,,,,,,,1359.075,0.249475,0.1161,84.12169904756351,0.4653772923138592,4,Julian,leaf,Sapotaceae,Niemeyera,Niemeyera chartacea,,,,20,,1,0,berry,endozoochory,,,15,20,17.5,black,estimated diam,berry,15,20,black,ae,8,
notejohn,1_leaf,,,,,,,,,,,1127.025,0.22645,0.124375,111.22469136252025,0.5492382424376242,4,Julian,leaf,Oleaceae,Notelaea,Notelaea johnsonii,,,,8,,1,0,drupe,endozoochory,,,7,10,8.5,black,estimated diam,drupe,7,10,black,ae,6,
notejohn,2_leaf,,,,,,,,,,,1598.425,0.423775,0.27675,171.57566163273356,0.6530588165889918,4,Julian,leaf,Oleaceae,Notelaea,Notelaea johnsonii,,,,8,,1,0,drupe,endozoochory,,,7,10,8.5,black,estimated diam,drupe,7,10,black,ae,6,
notejohn,3_leaf,,,,,,,,,,,1737.275,0.398375,0.2192,126.43674185772154,0.5502353310323188,4,Julian,leaf,Oleaceae,Notelaea,Notelaea johnsonii,,,,8,,1,0,drupe,endozoochory,,,7,10,8.5,black,estimated diam,drupe,7,10,black,ae,6,
notejohn,4_leaf,,,,,,,,,,,1301,0.281875,0.14895,114.2925138457253,0.5284257206208426,4,Julian,leaf,Oleaceae,Notelaea,Notelaea johnsonii,,,,8,,1,0,drupe,endozoochory,,,7,10,8.5,black,estimated diam,drupe,7,10,black,ae,6,
notelong,1_leaf,,,,,,,,,,,2330.875,0.5279,0.28057499999999996,119.9899417087585,0.5314927069520742,4,Julian,leaf,Oleaceae,Notelaea,Notelaea longifolia,,,,9,,1,0,drupe,endozoochory,,,10,15,12.5,black,,drupe,10,15,black,ae,7,
notelong,2_leaf,,,,,,,,,,,1894.2,0.484125,0.2656,141.5124803514136,0.5486186418796799,4,Julian,leaf,Oleaceae,Notelaea,Notelaea longifolia,,,,9,,1,0,drupe,endozoochory,,,10,15,12.5,black,,drupe,10,15,black,ae,7,
notelong,3_leaf,,,,,,,,,,,1227.55,0.354325,0.18525,149.71985365690855,0.5228250899597827,4,Julian,leaf,Oleaceae,Notelaea,Notelaea longifolia,,,,9,,1,0,drupe,endozoochory,,,10,15,12.5,black,,drupe,10,15,black,ae,7,
