Community,IDENTIFICATION SOURCE,SCIENTIFIC_NAME,LIFE_FORM,FIRE_RESPONSE,SEED_STORAGE,MANAGEMENT_INTERVENTION_EXPERT_PANEL
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Einadia nutans,H,OS,UN,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Geranium solanderi,H,OS,UN,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Olearia microphylla,S,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Plectanthus parviflorus,H,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Poranthera microphylla,H,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Pultenaea blakelyi,S,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Pultenaea flexilis,S,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Stackhousia viminea,H,OS,T,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Xerochrysum bracteatum,H,OS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia falciformis,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia implexa,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia longifolia,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia melanoxylon,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Acacia rubida,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Billardiera scandens,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Daviesia ulicifolia,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Dichelachne crinita,H,FS,UN,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Dichondra spp.,H,FS,UN,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Dillwynia ramosissima,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Eucalyptus elata,T,FS,T,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Eustrephus latifolius,C,FS,UN,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Exocarpos cupressiformis,S/T,FS,UN,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Geranium homeanum,H,FS,UN,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Gonocarpus tetragynus,H,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Goodenia ovata,H,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Hardenbergia violacea,C,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Hibbertia scandens,C,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Hypericum gramineum,H,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Indigofera australis,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Leptospermum polygalifolium,S,FS,C,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Leucopogon juniperinus,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Leucopogon lanceolatus,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Lomandra longifolia,H,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Melaleuca linariifolia,S/T,FS,C,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Opercularia diphylla,H,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Ozothamnus diosmifolius,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Pittosporum undulatum,T,FS,T,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Poa sieberiana,H,FS,UN,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Podolobium ilicifolium,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Senecio hispidulus,H,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Senecio minimus,H,FS,T,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Stackhousia monogyna,H,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Viola hederacea,H,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,TEC species list,Zieria smithii,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,Fire-affected species,Grevillea molyneuxii,S,OS,S,Yes
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,Fire-affected species,Zieria murphyi,S,OS,S,Yes
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,Fire-affected species,Tetratheca insularis,S,FS,S,
Southern Highlands Shale Forest and Woodland in the Sydney Basin Bioregion,Fire-affected species,Prostanthera tallowa,S,UN,UN,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Acacia decurrens,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Acacia falcata,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Acacia parramattensis,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Calotis dentex,H,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Centella asiatica,H,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Dillwynia tenuifolia,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Dodonaea triquetra,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Einadia trigonos,H,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Epacris purpurascens var. purpurascens,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Kunzea ambigua,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Olearia microphylla,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Persoonia acerosa,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Persoonia bargoensis,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Persoonia glaucescens,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Persoonia hirsuta,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Plantago debilis,H,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Pomaderris brunnea,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Pomax umbellata,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Poranthera microphylla,H,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Pultenaea villosa,S,OS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Acacia implexa,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Acacia myrtifolia,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Billardiera scandens,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Breynia oblongifolia,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Daviesia ulicifolia,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Echinopogon ovatus,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Glycine clandestina,C,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Gonocarpus tetragynus,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Grevillea parviflora subsp. parviflora,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Hardenbergia violacea,C,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Helichrysum scorpioides,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Hibbertia aspera subsp. aspera,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Hibbertia diffusa,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Indigofera australis,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Laxmannia gracilis,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Leucopogon juniperinus,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Lomandra longifolia,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Opercularia diphylla,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Opercularia varia,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Oxalis exilis,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Ozothamnus diosmifolius,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Pimelea linifolia subsp. linifolia,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Polyscias sambucifolia,S,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Pseuderanthemum variabile,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Wahlenbergia gracilis,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Acacia binervia,C,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Acacia decurrens,H,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Acacia falcata,S/T,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Cassytha glabella forma glabella,S,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Dillwynia sieberi,S,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Dillwynia tenuifolia,S,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Einadia trigonos,H,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Kunzea ambigua,S,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Olearia microphylla,S,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Persoonia nutans,H,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Pomax umbellata,H,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Poranthera microphylla,H,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Prostanthera scutellarioides,C,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Pultenaea villosa,H,OS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Acacia elongata,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Acacia pubescens,S,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Billardieria scandens,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Boronia polygalifolia,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Daviesia ulicifolia,S/T,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Echinopogon ovatus,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Glycine clandestina,S,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Gonocarpus tetragynus,S,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Goodenia bellidifolia,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Hibbertia aspera,S,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Hibbertia serpyllifolia,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Hypericum gramineum,S,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Laxmannia gracilis,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Leucopogon juniperinus,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Lomandra longifolia,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Opercularia diphylla,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Ozothamnus diosmifolius,T,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Pimelea linifolia subsp. linifolia,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Podolobium ilicifolium,H,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Rhytidosporum procumbens,S,FS,S,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Wahlenbergia gracilis,H,FS,S,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Grevillea aspleniifolia,S,OS,S,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Tetratheca ericifolia,S,FS,S,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Cassytha glabella,C,OS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Euchiton sphaericus,H,OS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Hakea sericea,S,OS,C,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Lagenophora gracilis,H,OS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Solanum prinophyllum,H,OS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Solanum pungetium,H,OS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Allocasuarina littoralis,T,FS,T,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Cyanthillium cinereum,H,FS,T,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Dianella caerula,H,FS,T,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Dichondra repens,H,FS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Exocarpos cupressiformis,S/T,FS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Geranium homeanum,H,FS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Oxalis perennans,H,FS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Phyllanthus hirtellus,S,FS,T,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Pimelea curviflora var. curviflora,H,FS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,TEC species list,Poa sieberiana,H,FS,UN,
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Acacia clunies-rossiae,S,OS,UN,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Banksia paludosa subsp. astrolux,S,OS,C,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Acrophyllum australe,S,RS,UN,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Callistemon subulatus,S,RS,C,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Grevillea kedumbensis,S,RS,UN,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Olearia cordata,S,RS,UN,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Veronica brownii,H,RS,UN,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Epacris pilosa,S,UN,UN,Yes
Shale Sandstone Transition Forest of the Sydney Basin Bioregion,Fire-affected species,Epacris sprengelioides,S,UN,UN,Yes
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Calotis cuneifolia,H,OS,UN,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Cassinia arcuata,S,OS,UN,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Dillwynia parvifloria,T,OS,UN,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Einadia nutans,H,OS,UN,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Hakea sericea,H,OS,C,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Lobelia purpurascens,S,OS,UN,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Stackhousia viminea,C,OS,T,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Allocasuarina littoralis,H,FS,T,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Cyanthillium cinereum,H,FS,T,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Dichondra repens,H,FS,UN,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Exocarpos cupressiformis,T,FS,UN,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,TEC species list,Oxalis perennans,H,FS,UN,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,Fire-affected species,Grevillea kedumbensis,S,RS,UN,
Cooks River/Castlereagh Ironbark Forest of the Sydney Basin Bioregion,Fire-affected species,Veronica brownii,H,RS,UN,Yes
