Species,Population,Temp,CO2,Genotype,Potnum,Potnum_merged,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),Trmmol (mmol m-2 s-1),VpdL (kPa),Area (cm2),StmRat,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi
Waratah,Coastal,Amb,400,BWK225T8,84,BWK225_84_T8,-0.873267513,0.024655739,443.4512279,0.529004211,2.127729238,5.300000191,1,27.89286041,27.7388134,27.97926521,400.2931519,400.9933167,15.37514019,15.92644691,41.20675659,42.6843071,500.4598999,0.097099543
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,5.650429523,0.019711188,152.9335064,0.608308077,3.041964153,5.199999809,1,31.58441353,31.60272408,32.07255554,639.8079834,633.5365601,15.46706295,16.0889473,33.53222656,34.88045883,500.464325,1001.339478
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,5.845020953,0.022840949,200.207815,0.712225975,3.07699368,5.199999809,1,31.53560257,31.70475578,32.08111191,639.6148682,633.0726318,15.27883339,16.00707817,33.22342682,34.80697632,500.4212341,1798.755615
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,5.641162388,0.022527089,210.6691844,0.657049103,2.884841753,5.199999809,1,31.07194328,30.48614311,32.08031845,639.8700562,633.5762329,14.11725903,14.78985023,31.52372169,33.02561188,500.4709167,1399.225464
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,6.345774412,0.021433614,138.7693964,0.639815145,2.95496904,5.199999809,1,31.04154205,30.2178936,32.0806427,640.769165,633.7545166,12.77835846,13.4342041,28.58742523,30.05466652,500.4748535,901.1615601
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,6.057118829,0.020454389,139.4087874,0.605008584,2.929012201,5.199999809,1,30.97696495,29.97617722,32.08474731,640.9129639,634.2206421,12.48050117,13.10089779,28.02904892,29.42235184,500.4586487,699.8500366
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,6.307118194,0.020201608,114.5331451,0.586593512,2.876452875,5.199999809,1,30.91718292,29.79294014,32.09187317,641.2023315,634.2631836,12.57499218,13.17638779,28.34491158,29.70049667,500.5181885,499.741394
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,5.775382222,0.019651646,142.1521464,0.568954105,2.86623335,5.199999809,1,31.01388168,29.9666748,32.08054352,639.2730103,632.8982544,13.11153793,13.6945858,29.39248466,30.6995182,500.4812012,300.036377
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,5.404424674,0.018738763,151.6950724,0.52593689,2.779561744,5.199999809,1,30.8750782,29.57958031,32.08237076,639.1418457,633.1810303,13.08499908,13.62396812,29.5695858,30.78755379,500.5133362,200.5086517
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,4.138374782,0.018155882,248.0074745,0.51439772,2.804259778,5.199999809,1,31.00963402,29.85423088,32.08320236,639.2219849,634.583374,13.50549889,14.03242207,30.29120827,31.47303391,500.515686,99.20043945
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,3.187478268,0.017006154,313.2692774,0.467924388,2.724309073,5.199999809,1,30.85387611,29.46252441,32.08346176,639.126709,635.5067749,13.4099884,13.88930035,30.34994507,31.43474197,500.5949097,60.75395966
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,1.416531415,0.016565689,474.8455845,0.465040136,2.777905691,5.199999809,1,30.99813461,29.82275772,32.08192062,639.1381836,637.3585205,13.73653603,14.21282673,30.83924103,31.90853882,500.5008545,28.96743202
Waratah,Coastal,Elv,640,BWK235T5,53,BWK235_53_T5,-0.788924914,0.016495965,686.5343282,0.465301551,2.791755826,5.199999809,1,30.98797798,29.82286072,32.08725739,639.2251587,639.7356567,13.59760094,14.07432365,30.54932404,31.62036133,500.3986816,0.009710135
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,5.733704101,0.028448067,282.6233823,0.959744698,3.322023757,6,1,31.83054352,31.86646461,32.02180099,640.3997192,632.7873535,12.95453835,14.09047318,27.54736137,29.96288681,499.7935181,1000.057678
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,6.017552723,0.030800418,287.9185681,1.148056925,3.663188619,6,1,31.96013832,33.42255783,32.02097321,639.1690674,631.0755005,13.65889645,15.01639557,28.83095741,31.69634438,499.8090515,1799.510498
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,6.212003515,0.032043585,291.6538438,1.111041862,3.410003344,6,1,31.98048401,32.8852005,32.01992798,638.9545898,630.6586914,14.69357014,16.00558662,30.97949982,33.74571609,499.9597168,1399.202148
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,5.957012802,0.032124519,308.589151,1.029717871,3.156493495,6,1,31.9427948,32.03520203,32.01811218,640.458252,632.5258179,14.97131348,16.1873455,31.6369133,34.20659256,499.8467712,900.6005859
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,5.870334714,0.033281848,324.3811515,1.013343416,3.00078191,6,1,31.86357689,31.44969368,32.01908875,640.7954102,632.9781494,14.99101448,16.18782425,31.80946541,34.34897995,499.7985229,699.6002197
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,5.782104574,0.032525051,323.5911172,0.937301446,2.838627625,6,1,31.85560226,31.15602493,32.01989365,640.7440186,633.0904541,15.93585014,17.04187202,33.82174301,36.16912842,499.806427,500.3379517
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,5.213234675,0.032370033,351.5101345,0.895447115,2.726385418,6,1,31.83613205,30.81409454,32.01833344,640.6634521,633.7232666,16.22283554,17.27931404,34.47846222,36.72380066,499.7590027,300.440094
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,4.57168335,0.029613226,363.7770354,0.791931693,2.631922944,6,1,31.84603691,30.73257446,32.01939011,640.6305542,634.5386963,17.08233261,18.0159626,36.27797318,38.26073837,499.7681885,199.3997192
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,3.090271716,0.029525293,447.6702022,0.667963541,2.2345224,6,1,31.22136497,28.45562744,32.0229454,640.6402588,636.4206543,15.74615955,16.53467751,34.64968109,36.38483047,499.8635559,99.79364014
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,2.036188292,0.02860282,497.373497,0.779693301,2.690336393,6,1,31.52826118,29.55737495,32.02323151,640.255127,637.2129517,13.63166046,14.55444908,29.47330856,31.46848869,499.5804749,60.32029724
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,0.992961135,0.025452891,548.9469059,0.704167811,2.727151039,6,1,31.59994698,29.76118279,32.02206039,640.0552979,638.3234863,13.83994389,14.67296696,29.80820847,31.60235786,499.7476807,30.51804543
Waratah,Coastal,Elv,640,BWK236T5,191,BWK236_191_T5,-0.633824703,0.023944057,654.0496266,0.666745683,2.74190739,6,1,31.66596985,29.95880699,32.02157211,640.1870117,640.4353027,14.21778488,15.00622368,30.50266838,32.19417572,499.7778015,0.265824527
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,7.82,0.0458,333,1.11,2.41,6,1,28.55,30.08,27.89,639.63,629.41,19.766,21.075,50.86,54.22,499.9,998
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,6.76,0.0272,205,0.955,3.44,6,1,28.97,32.64,27.89,639.43,630.59,20.259,21.381,50.88,53.7,499.7,1800
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,6.2,0.0244,201,0.738,2.96,6,1,28.87,31.72,27.9,639.21,631.21,21.113,21.979,53.32,55.51,499.6,1399
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,6.63,0.0326,284,0.798,2.41,6,1,28.76,30.52,27.89,639.46,630.89,21.142,22.078,53.75,56.13,499.9,898
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,7.57,0.0457,343,1,2.17,6,1,28.75,30.12,27.89,638.96,629.12,21.255,22.429,54.06,57.04,499.9,701
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,7.76,0.0583,400,0.963,1.65,6,1,27.93,27.43,27.89,640.66,630.62,19.911,21.043,53.15,56.17,499.9,500
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,7,0.0661,443,1.18,1.78,6,1,28.28,28.08,27.9,640.86,631.57,18.678,20.061,48.87,52.49,500.3,300
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,5.56,0.052,444,0.978,1.87,6,1,28.51,28.62,27.89,641.51,634.1,18.949,20.099,48.9,51.87,500,199
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,2.83,0.0392,501,0.774,1.96,6,1,28.69,28.93,27.89,640.25,636.26,18.835,19.747,48.12,50.45,499.7,100
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,1.99,0.0354,530,0.604,1.7,6,1,27.94,26.79,27.9,640.27,637.42,17.39,18.101,46.42,48.32,500.5,59
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,0.858,0.0282,571,0.571,2,6,1,28.35,27.93,27.9,641.65,640.18,16.562,17.235,43.15,44.91,499.8,30
Waratah,Coastal,Amb,640,BWK236T4,196,BWK236_196_T4,-0.653,0.0197,671,0.424,2.12,6,1,28.52,28.3,27.9,640.27,640.73,16.354,16.853,42.21,43.49,500.4,0
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,5.39,0.0202,185,0.573,2.79,6,1,28.27,29.38,27.9,639.9,633,15.614,16.29,40.87,42.64,500,999
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,6.98,0.0268,185,1.06,3.9,6,1,29.08,32.83,27.89,641.07,631.89,15.99,17.243,39.96,43.09,499.8,1799
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,6.36,0.0248,195,0.9,3.57,6,1,29.15,32.43,27.89,640.94,632.62,16.476,17.538,41.01,43.65,499.7,1399
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,6.31,0.0229,170,0.627,2.7,6,1,28.52,29.89,27.88,639.23,631.18,17.183,17.922,44.38,46.29,499.9,899
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,7.04,0.0299,233,0.801,2.65,6,1,28.56,29.71,27.89,640.86,631.82,15.997,16.94,41.22,43.64,500.8,699
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,5.96,0.0243,221,0.633,2.57,6,1,28.7,29.81,27.89,640.78,633.15,16.589,17.335,42.37,44.28,500,499
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,4.46,0.0193,247,0.482,2.46,6,1,28.69,29.48,27.89,641.57,635.85,16.512,17.08,42.19,43.64,500,302
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,3.58,0.0143,219,0.289,1.99,6,1,27.93,27.24,27.89,639.9,635.38,16.485,16.825,44.02,44.93,500,199
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,2.49,0.0139,332,0.309,2.19,6,1,28.27,28.15,27.89,640.29,637.07,15.917,16.281,41.69,42.64,500.2,100
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,1.4,0.0106,407,0.248,2.31,6,1,28.39,28.42,27.89,640.84,638.97,15.323,15.616,39.86,40.62,500,60
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,0.382,0.00594,515,0.142,2.36,6,1,28.42,28.46,27.9,640.63,640.06,15.009,15.177,38.99,39.43,500.2,29
Waratah,Coastal,Amb,640,BWK236T2,199,BWK236_199_T2,-0.829,0.00432,918,0.106,2.41,6,1,28.54,28.78,27.89,640.61,641.53,15.135,15.26,39.05,39.38,499.8,0
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,5.488888985,0.039038858,151.5282499,1.247875841,3.181257393,6,1,28.58935738,29.84248352,28.11639404,400.4089661,393.2316589,8.842477798,10.32483864,22.69732666,26.50232697,499.874939,1000.509277
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,5.222821349,0.036984828,149.3869568,1.233574803,3.314565693,6,1,28.54281425,30.64461517,28.10147285,399.3223877,392.4703064,9.502538681,10.96739006,24.47155571,28.24393654,499.7281189,1799.782349
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,5.627829781,0.038086905,140.6168801,1.156086409,3.022965441,6,1,28.2979393,29.36263466,28.11795616,400.1562195,392.8554077,9.373617172,10.74646473,24.48686218,28.07317543,499.8352051,1398.978394
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,5.523572117,0.039041747,150.5057287,1.183673778,3.018847033,6,1,28.55997849,29.59978485,28.11526108,400.056427,392.8705139,9.942773819,11.34698486,25.5831604,29.19625282,500.0285339,899.0500488
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,5.348386509,0.039089027,157.8244274,1.123494396,2.86300996,6,1,28.50872803,29.17184639,28.09792519,399.0690308,392.1199036,10.55102062,11.88365459,27.23258591,30.67216682,499.8265991,699.9025269
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,5.537360179,0.039079749,151.9355994,1.018443386,2.60081295,6,1,28.09170151,27.5956459,28.11681938,399.9373779,392.8078613,9.75220871,10.9617281,25.77884865,28.97607422,499.6759033,500.3236389
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,4.508813374,0.037932443,188.5925412,1.052490818,2.764807508,6,1,28.4185791,28.45012093,28.11507988,399.940155,394.0309448,9.96377182,11.21280575,25.84071922,29.08004951,499.9172974,300.4147034
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,3.964503757,0.034098826,193.0634104,0.955145672,2.786400494,6,1,28.52123451,28.66451836,28.11390114,399.5090942,394.2974548,10.34892368,11.48243809,26.68017578,29.60244942,499.7792358,199.2113495
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,2.882984044,0.027503268,214.9186198,0.6379133,2.309371483,6,1,27.7723999,26.09045029,28.11913109,399.2115479,395.4460754,9.980705261,10.73862076,26.87884331,28.91996956,499.5778503,100.2183456
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,1.969776011,0.024622031,254.4768868,0.642131606,2.5911598,6,1,28.17066383,27.46638107,28.1179657,399.7951355,397.1236572,10.01408863,10.77683926,26.35879898,28.36648941,499.6742859,60.27918625
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,0.886483467,0.02156303,316.5045011,0.586127111,2.696718951,6,1,28.32455063,27.94995499,28.11624908,399.7008362,398.3563232,10.07788849,10.77394676,26.29354858,28.10958862,499.7962646,30.30606842
Waratah,Coastal,Amb,400,BWK236T8,57,BWK236_57_T8,-0.463448641,0.018061421,422.9170411,0.496865408,2.726042881,6,1,28.39537811,28.06998634,28.11502647,399.526001,399.8439026,10.15464306,10.74478245,26.3894577,27.92308998,499.7395935,0.302371413
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,15.1,0.177,456,3.65,2.15,6,1,28.69,29.65,27.89,639.72,618.83,15.422,19.715,39.46,50.44,499.7,1000
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,15.8,0.136,401,3.85,2.89,6,1,29,31.66,27.89,639.5,617.7,15.779,20.299,39.66,51.02,500.4,1800
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,15,0.122,394,3.19,2.66,6,1,28.87,30.89,27.89,639.08,618.72,15.969,19.719,40.45,49.96,500,1400
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,14,0.117,402,2.64,2.31,6,1,28.72,29.86,27.89,639.01,620.19,16.204,19.316,41.42,49.37,499.8,901
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,13,0.108,406,2.28,2.16,6,1,28.6,29.32,27.9,641.29,623.98,16.541,19.227,42.58,49.5,500.2,701
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,11.5,0.0958,409,1.92,2.03,6,1,28.44,28.68,27.89,638.83,623.58,16.456,18.717,42.77,48.65,500,500
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,9.17,0.0854,436,1.58,1.88,6,1,28.2,27.87,27.89,640.68,628.48,16.345,18.211,43.07,47.99,500,301
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,7.47,0.0743,449,1.34,1.82,6,1,28.04,27.35,27.9,639.48,629.49,16.069,17.65,42.77,46.98,499.9,201
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,4.45,0.0633,502,1.12,1.78,6,1,27.85,26.79,27.9,639.35,633.17,15.552,16.872,41.86,45.41,499.9,101
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,2.61,0.0525,539,0.919,1.76,6,1,27.66,26.29,27.89,639.83,636,15.127,16.211,41.18,44.13,499.9,60
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,1.43,0.0439,566,0.855,1.95,6,1,28.01,27.31,27.91,640.49,638.13,15.165,16.174,40.44,43.13,500.2,30
Waratah,Upland,Amb,640,NFK170T4,10,NFK170_10_T4,-0.906,0.0361,662,0.706,1.95,6,1,27.95,27.19,27.9,641.31,641.86,15.114,15.947,40.45,42.68,500,0
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,3.142029789,0.021620137,149.2716345,0.622637841,2.853615132,6,1,28.52983093,29.04436302,28.11427689,400.0248413,395.9570007,10.93599319,11.67471886,28.20705605,30.11244011,499.8083191,1000.580994
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,3.225480843,0.023509656,161.1418754,0.703206649,2.962357416,6,1,28.63180161,29.73935509,28.11500931,399.8379211,395.6323853,11.39843369,12.23217869,29.22529984,31.36300087,499.8685913,1798.98877
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,3.243014655,0.022384295,149.3929608,0.650868742,2.879921831,6,1,28.60382652,29.45723343,28.11483574,399.7277527,395.5250244,11.60441971,12.37619781,29.80737686,31.78978348,499.7395935,1399.66748
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,3.248270331,0.021225328,137.2112509,0.592042424,2.764286432,6,1,28.53153229,28.97255135,28.11428452,399.7840881,395.6037598,11.68520927,12.38708591,30.15339279,31.96456718,499.8388977,901.0510864
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,3.043881843,0.020429197,144.1707238,0.552069296,2.678956198,6,1,28.44887161,28.64702034,28.11554527,399.6955872,395.7786865,11.83119965,12.48575306,30.68508339,32.38271713,499.7388611,700.4849854
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,2.995691884,0.019984125,143.4227276,0.523798644,2.59902168,6,1,28.36750031,28.32568741,28.11540985,399.9407349,396.094635,11.93385315,12.55489159,31.10012817,32.71858215,499.7008667,500.6386719
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,2.765631727,0.019436198,155.962137,0.494834581,2.52541722,6,1,28.2882061,28.01702118,28.11719513,399.834137,396.2785034,12.01234531,12.59892368,31.45611382,32.99215698,499.7799683,301.2475891
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,2.520542734,0.018836719,169.9813397,0.468855652,2.469987815,6,1,28.19727325,27.73853302,28.11766815,399.8901978,396.6402283,11.98223305,12.53817463,31.55222321,33.01615906,499.6680298,200.7133942
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,2.116856116,0.018463988,200.8213718,0.453125086,2.436823564,6,1,28.10475349,27.44370461,28.11917496,399.8404846,397.0829468,11.69367123,12.23104286,30.96698189,32.39004135,499.7467651,100.5821228
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,1.970762406,0.017981404,209.3616366,0.437321826,2.416285872,6,1,28.01646805,27.19665527,28.12063026,400.1200256,397.5447388,11.38979626,11.90868473,30.32638168,31.70796967,499.6610107,60.81756592
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,1.067220515,0.017325368,286.2565525,0.416715061,2.390471835,6,1,27.91078186,26.91763115,28.12104797,400.0562744,398.575592,11.08636379,11.58086681,29.70454407,31.02950287,499.761322,30.9042263
Waratah,Upland,Amb,400,NFK170T6,9,NFK170_9_T6,-0.677542012,0.01698394,448.6737927,0.41337144,2.419222143,6,1,27.94851303,26.94849968,28.12749672,400.535553,401.1497803,10.86838818,11.35893154,29.06066513,30.37231636,499.8652649,0.214948505
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,4.385350384,0.015344396,154.2765529,0.500413333,3.224878642,6,1,31.56096458,30.74344444,32.02636337,639.9844971,634.3336792,11.47189236,12.06592941,24.92251587,26.21305466,499.3379211,1001.312988
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,5.151296272,0.019932654,195.2873682,0.650293257,3.231181195,6,1,31.4689846,30.83928108,32.02779388,639.6958008,633.0167236,11.47137165,12.24257946,25.05638504,26.74090004,499.7345581,1799.946533
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,5.146504751,0.018285478,161.3696197,0.543108506,2.947395822,6,1,30.94075012,29.35332489,32.03134918,639.7523804,633.1604004,10.78818989,11.43281364,24.28928185,25.74063301,499.732666,1399.508789
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,4.933776842,0.017238623,154.9177752,0.521746908,3.003909216,6,1,31.00811768,29.3402977,32.03382874,640.7595215,634.437439,10.22208786,10.84182072,22.93122101,24.32147026,499.6574402,899.3580933
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,4.792411078,0.016862943,158.6033274,0.511867447,3.013949847,6,1,30.9697361,29.17127609,32.03376007,641.1449585,635.0012207,9.739982605,10.34814453,21.89965248,23.26706123,499.7720642,701.4428711
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,4.7983644,0.016285765,141.0045774,0.491484146,2.997945855,6,1,30.90952682,28.93164444,32.03617859,639.6617432,633.5274048,9.367901802,9.952066422,21.13967896,22.45790863,499.7832947,500.1642761
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,4.39680267,0.014846464,139.0166043,0.454985702,3.041835685,6,1,31.04964066,29.22161865,32.03599548,639.6416626,634.0172119,9.645632744,10.18625832,21.59603691,22.80646706,499.8110962,299.6279602
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,4.114951915,0.013898381,140.0695726,0.415047034,2.965175439,6,1,30.90805244,28.82038116,32.03707123,639.6089478,634.3520508,9.525582314,10.01893139,21.50295639,22.61663437,499.713562,200.6020355
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,3.364518073,0.012863666,195.0557059,0.390314757,3.010446541,6,1,31.06143379,29.15422249,32.03561401,639.7359619,635.3985596,9.873230934,10.33702087,22.09675789,23.13473892,499.7263184,100.0662384
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,2.526190196,0.010861988,242.3578067,0.320327558,2.925990221,6,1,30.89063072,28.71881676,32.03616333,639.7716675,636.4932861,9.791707993,10.17245674,22.13146973,22.99204826,499.6508179,60.03463364
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,1.655410948,0.009545307,335.9616726,0.287633378,2.987081442,6,1,31.04772377,29.11063385,32.03385925,639.9923096,637.7843628,10.12205696,10.46380901,22.67790985,23.44358635,499.7019958,29.35230446
Waratah,Upland,Elv,640,NFK174T7,14,NFK174_14_T7,-0.367456449,0.008063089,681.3414211,0.243736902,2.995743186,6,1,31.04985619,29.08428192,32.03568268,640.0327148,640.286499,10.0263958,10.31598854,22.46422958,23.11306381,499.7829285,0.205632254
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,8.55,0.0386,247,1.29,3.28,6,1,31.77,32,31.8,640.03,628.79,16.345,17.861,34.9,38.14,499.8,1000
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,9.82,0.0474,261,1.9,3.95,6,1,32.12,33.59,31.8,639.52,626.3,16.598,18.84,34.74,39.44,499.9,1799
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,9.37,0.044,255,1.59,3.57,6,1,31.96,32.84,31.8,638.92,626.47,16.923,18.801,35.75,39.72,499.9,1401
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,9.19,0.0427,255,1.34,3.09,6,1,31.76,31.82,31.79,638.77,626.74,17.164,18.738,36.66,40.02,500,900
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,8.85,0.0412,259,1.2,2.87,6,1,31.55,31.14,31.79,639.8,628.28,17.135,18.543,37.04,40.09,499.9,700
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,8.41,0.0414,280,1.11,2.65,6,1,31.36,30.4,31.8,639.6,628.64,16.831,18.144,36.78,39.65,498.8,500
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,7.44,0.0383,297,0.978,2.53,6,1,31.2,29.93,31.8,639.63,629.97,16.447,17.6,36.28,38.82,499.8,301
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,6.16,0.0337,317,0.833,2.44,6,1,31.02,29.43,31.8,639.73,631.71,16.106,17.088,35.89,38.08,500.1,200
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,4.17,0.0279,374,0.677,2.4,6,1,30.91,29.11,31.8,640.9,635.38,15.805,16.603,35.44,37.23,500,99
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,2.59,0.0237,439,0.595,2.48,6,1,31.05,29.43,31.81,641.14,637.58,15.716,16.418,34.97,36.53,499.7,59
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,1.09,0.0176,516,0.445,2.49,6,1,31.1,29.56,31.8,640.68,639.03,16.086,16.612,35.67,36.84,500,30
Waratah,Upland,Elv,640,RJ2769T5,153,RJ2769_153_T5,-0.835,0.0151,701,0.398,2.58,6,1,31.16,29.75,31.81,639.72,640.41,15.582,16.052,34.44,35.48,500.1,0
Waratah,Upland,Elv,640,RJ2769T7,167,RJ2769_167_T7,15.8320943,0.110671288,357.5520347,3.341740583,3.056957305,6,1,31.94446373,32.17262268,32.07482529,639.8971558,618.4404297,13.58499432,17.52082634,28.74942398,37.07868195,500.5077209,999.8823853
Waratah,Upland,Elv,640,RJ2769T7,167,RJ2769_167_T7,16.65625795,0.124100894,368.1143685,3.936375085,3.219709066,6,1,32.26732635,33.24919891,32.06271362,639.6992188,616.8222046,14.26065159,18.8901844,29.64328194,39.26658249,500.527771,1799.775635
Waratah,Upland,Elv,640,RJ2769T7,167,RJ2769_167_T7,16.57990024,0.112613852,350.5862317,3.307985657,2.9789342,6,1,31.73232841,31.8229332,32.07662201,640.0025635,617.675293,13.45220375,17.34933472,28.82582474,37.17672729,500.4595947,1398.639526
Waratah,Upland,Elv,640,RJ2769T7,167,RJ2769_167_T7,15.70813353,0.110670632,360.0291385,3.344261948,3.059447535,6,1,32.03704071,32.38207626,32.07307434,640.482666,619.1654663,14.11732388,18.05477905,29.73795319,38.03215027,500.4067688,898.6951294
Waratah,Upland,Elv,640,RJ2769T7,167,RJ2769_167_T7,14.74599509,0.107877856,369.6005192,3.251331227,3.048247189,6,1,32.10037994,32.42338181,32.07087708,640.1566772,620.0584106,14.45030785,18.27751923,30.33273506,38.36646271,500.4016724,699.0059204
Waratah,Upland,Elv,640,RJ2769T7,167,RJ2769_167_T7,13.4628261,0.097402401,371.4886383,2.75891658,2.860895928,6,1,31.59838867,31.17638206,32.07493973,640.5134277,622.3136597,13.57710361,16.82924271,29.3148365,36.33665085,500.4372864,499.318634
