Run,Treatment,Cell,FvFm,ID,Family,Genus,Species,Species.s,distance,Rep,Salinity,ppt,Date,FM,DM,WCg,Wca.m2,Succulence,thermocouple,F id,LMA,WCi,GF,Tcrit,Tmax,location_name,latitude (deg),longitude (deg)
Part-2,D2,b4,0.733,Am-H-2,Acanthaceae,Avicennia,Avicennia marina,Am.high,0.6,2,High,11,4/07/2022,0.0202,0.0072,1.805555556,258.5555556,352.161039,13,13,143.2,78.54676712,Tree,48.25,54.51,Daintree National Park 3,-16.28,145.45
Part-2,D2,d6,0.756,Am-H-3,Acanthaceae,Avicennia,Avicennia marina,Am.high,0.6,3,High,11,4/07/2022,0.0183,0.0069,1.652173913,226.8434783,366.1333334,33,33,137.3,61.95652173,Tree,49.84,59.9,Daintree National Park 3,-16.28,145.45
Part-2,D2,d8,0.746,Am-H-4,Acanthaceae,Avicennia,Avicennia marina,Am.high,0.6,4,High,11,4/07/2022,0.0183,0.0064,1.859375,236.6984375,346.26,35,35,127.3,85.48850575,Tree,50.1,55.29,Daintree National Park 3,-16.28,145.45
Part-2,D2,e6,0.805,Am-H-5,Acanthaceae,Avicennia,Avicennia marina,Am.high,0.6,5,High,11,4/07/2022,0.0147,0.0063,1.333333333,167.0666666,298.4782608,42,42,125.3,61.33333333,Tree,48.73,53.37,Daintree National Park 3,-16.28,145.45
Part-2,D2,c9,0.809,Am-L-1,Acanthaceae,Avicennia,Avicennia marina,Am.low,6.35,1,Low,6,4/07/2022,0.0192,0.0065,1.953846154,252.6323077,344.1297298,27,27,129.3,83.57492219,Tree,48.53,55.21,Daintree National Park 4,-16.29,145.41
Part-2,D2,e3,0.799,Am-L-2,Acanthaceae,Avicennia,Avicennia marina,Am.low,6.35,2,Low,6,4/07/2022,0.0161,0.0056,1.294736842,208.875,292.4526315,39,39,111.4,66.93877553,Tree,48.41,54.88,Daintree National Park 4,-16.29,145.41
Part-2,D2,a9,0.767,Am-L-3,Acanthaceae,Avicennia,Avicennia marina,Am.low,6.35,3,Low,6,4/07/2022,0.0177,0.0074,1.391891892,204.8864865,350.075,9,9,147.2,50.61425062,Tree,48.39,53.648,Daintree National Park 4,-16.29,145.41
Part-2,D2,e9,0.747,Am-L-4,Acanthaceae,Avicennia,Avicennia marina,Am.low,6.35,4,Low,6,4/07/2022,0.017,0.0061,1.786885246,216.9278689,298.4782608,45,45,121.4,82.19672133,Tree,49.68,55.25,Daintree National Park 4,-16.29,145.41
Part-2,D2,a4,0.8,Am-L-5,Acanthaceae,Avicennia,Avicennia marina,Am.low,6.35,5,Low,6,4/07/2022,0.0173,0.007,1.471428571,204.9699999,350.0444444,4,4,139.3,60.19480519,Tree,48.43,54.152,Daintree National Park 4,-16.29,145.41
Part-1,D2,a2,0.713,Bg-H-1,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,Bg.high,1.07,1,High,10,4/07/2022,0.0336,0.0084,3,501.3,547.0535715,2,2,167.1,91.63636363,Tree,42.88,54.86,Daintree National Park 6,-16.28,145.45
Part-1,D2,c2,0.74,Bg-H-2,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,Bg.high,1.07,2,High,10,4/07/2022,0.0209,0.0082,1.548780488,252.6060976,401.9340908,20,20,163.1,67.47162523,Tree,44.56,58.69,Daintree National Park 6,-16.28,145.45
Part-1,D2,d4,0.743,Bg-H-3,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,Bg.high,1.07,3,High,10,4/07/2022,0.0293,0.0076,2.855263158,431.7157895,644.486747,31,31,151.2,73.14408707,Tree,46.89,56.49,Daintree National Park 6,-16.28,145.45
Part-1,D2,a3,0.688,Bg-H-4,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,Bg.high,1.07,4,High,10,4/07/2022,0.0319,0.0087,2.666666667,461.6000001,491.4337663,3,3,173.1,83.13090419,Tree,39.627,54.52,Daintree National Park 6,-16.28,145.45
Part-1,D2,b5,0.771,Bg-H-5,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,Bg.high,1.07,5,High,10,4/07/2022,0.0257,0.0086,1.988372093,340.2104651,441.5869565,14,14,171.1,82.40100566,Tree,48.47,56.69,Daintree National Park 6,-16.28,145.45
Part-1,D2,c7,0.766,Bs-L-1,Rhizophoraceae,Bruguiera,Bruguiera sexangula,Bs.low,16.63,1,Low,6,4/07/2022,0.0128,0.0063,1.031746032,129.2777778,252.7478873,25,25,125.3,57.68028999,Tree,48.91,56.35,Daintree National Park 7,-16.258,145.34
Part-1,D2,d2,0.766,Bs-L-2,Rhizophoraceae,Bruguiera,Bruguiera sexangula,Bs.low,16.63,2,Low,6,4/07/2022,0.012,0.0068,1.369467787,103.4647058,252.5888889,29,29,135.3,67.93422879,Tree,47.1,55.76,Daintree National Park 7,-16.258,145.34
Part-1,D2,b8,0.783,Bs-L-3,Rhizophoraceae,Bruguiera,Bruguiera sexangula,Bs.low,16.63,3,Low,6,4/07/2022,0.0153,0.0067,1.28358209,171.1014926,264.6104478,17,17,133.3,64.66165415,Tree,48.06,54.75,Daintree National Park 7,-16.258,145.34
Part-1,D2,c6,0.776,Bs-L-4,Rhizophoraceae,Bruguiera,Bruguiera sexangula,Bs.low,16.63,4,Low,6,4/07/2022,0.0124,0.0068,1.462418301,111.4235294,228.7222223,24,24,135.3,68.67007673,Tree,48.92,56.42,Daintree National Park 7,-16.258,145.34
Part-1,D2,b7,0.788,Bs-L-5,Rhizophoraceae,Bruguiera,Bruguiera sexangula,Bs.low,16.63,5,Low,6,4/07/2022,0.012,0.0059,1.033898305,121.379661,226.7723077,16,16,117.4,58.95034195,Tree,46.44,55.168,Daintree National Park 7,-16.258,145.34
Part-1,D2,c9,0.732,Hl-L-1,Malvaceae,Heritiera,Heritieria littoralis,Hl.low,14.72,1,Low,8,4/07/2022,0.0084,0.0059,0.969099184,49.74576276,188.9444444,27,27,117.4,55.08563785,Tree,49.92,56.95,Daintree National Park 8,-16.24,145.35
Part-1,D2,e3,0.658,Hl-L-2,Malvaceae,Heritiera,Heritieria littoralis,Hl.low,14.72,2,Low,8,4/07/2022,0.0073,0.0063,0.846965453,19.88888892,206.9294118,39,39,125.3,55.37851039,Tree,50.8,54.57,Daintree National Park 8,-16.24,145.35
Part-1,D2,a9,0.794,Hl-L-3,Malvaceae,Heritiera,Heritieria littoralis,Hl.low,14.72,3,Low,8,4/07/2022,0.0111,0.0063,0.939263253,95.46666668,186.9358491,9,9,125.3,52.95845998,Tree,50.08,56.48,Daintree National Park 8,-16.24,145.35
Part-1,D2,e9,0.741,Hl-L-4,Malvaceae,Heritiera,Heritieria littoralis,Hl.low,14.72,4,Low,8,4/07/2022,0.005,0.0064,,,135.2444444,45,45,127.3,,Tree,49.64,54.76,Daintree National Park 8,-16.24,145.35
Part-1,D2,a4,0.72,Hl-L-5,Malvaceae,Heritiera,Heritieria littoralis,Hl.low,14.72,5,Low,8,4/07/2022,0.0094,0.0048,1.131802721,91.5208333,169.1326531,4,4,95.5,65.24509801,Tree,48.01,55.68,Daintree National Park 8,-16.24,145.35
Part-1,D2,b6,0.764,Lr-H-1,Combretaceae,Lumnitzera,Lumnitzera racemosa,Lr.high,0.53,1,High,11,4/07/2022,0.0471,0.0097,3.855670103,744.1443299,855.6122449,15,15,193,87.87341165,Tree,48.63,57.97,Daintree National Park 9,-16.28,145.45
Part-1,D2,b9,0.766,Lr-H-2,Combretaceae,Lumnitzera,Lumnitzera racemosa,Lr.high,0.53,2,High,11,4/07/2022,0.0388,0.0086,3.511627907,600.8395349,841.5211764,18,18,171.1,70.56462698,Tree,49.32,56.26,Daintree National Park 9,-16.28,145.45
Part-1,D2,e7,0.765,Lr-H-3,Combretaceae,Lumnitzera,Lumnitzera racemosa,Lr.high,0.53,3,High,11,4/07/2022,0.0359,0.0087,3.126436782,541.186207,976.9381443,43,43,173.1,61.76463704,Tree,51.39,60.8,Daintree National Park 9,-16.28,145.45
Part-1,D2,d7,0.749,Lr-H-4,Combretaceae,Lumnitzera,Lumnitzera racemosa,Lr.high,0.53,4,High,11,4/07/2022,0.0568,0.0109,4.211009174,912.9467889,1219.312727,34,34,216.8,75.56460181,Tree,50.89,59.36,Daintree National Park 9,-16.28,145.45
Part-1,D2,c8,0.764,Lr-H-5,Combretaceae,Lumnitzera,Lumnitzera racemosa,Lr.high,0.53,5,High,11,4/07/2022,0.053900000000000003,0.0154,3.875841584,766,1151.694059,26,26,306.4,67.60967185,Tree,49.83,58.33,Daintree National Park 9,-16.28,145.45
Part-1,D2,d3,0.727,Ra-H-1,Rhizophoraceae,Rhizophora,Rhizophora apiculata,Ra.high,1.08,1,High,10,4/07/2022,0.0221,0.0094,1.35106383,252.6489362,407.8546511,30,30,187,56.67877531,Tree,46.53,57.66,Daintree National Park 10,-16.28,145.45
Part-1,D2,b4,0.743,Ra-H-2,Rhizophoraceae,Rhizophora,Rhizophora apiculata,Ra.high,1.08,2,High,10,4/07/2022,0.0271,0.0095,1.852631579,350.1473684,457.5531916,13,13,189,75.71624713,Tree,46.64,55.95,Daintree National Park 10,-16.28,145.45
Part-1,D2,d6,0.809,Ra-H-3,Rhizophoraceae,Rhizophora,Rhizophora apiculata,Ra.high,1.08,3,High,10,4/07/2022,0.0254,0.0083,2.060240964,340.1457832,580.9583334,33,33,165.1,67.73394949,Tree,48.05,55.61,Daintree National Park 10,-16.28,145.45
Part-1,D2,d8,0.771,Ra-H-4,Rhizophoraceae,Rhizophora,Rhizophora apiculata,Ra.high,1.08,4,High,10,4/07/2022,0.0305,0.0111,1.747747748,385.9027028,594.8676191,35,35,220.8,61.37575703,Tree,48.81,56.86,Daintree National Park 10,-16.28,145.45
Part-1,D2,e6,0.778,Ra-H-5,Rhizophoraceae,Rhizophora,Rhizophora apiculata,Ra.high,1.08,5,High,10,4/07/2022,0.0233,0.0099,1.353535354,266.6464647,477.4615385,42,42,197,58.65319867,Tree,48.03,57.87,Daintree National Park 10,-16.28,145.45
Part-1,D2,a7,0.776,Rs-H-1,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.high,1.08,1,High,11,4/07/2022,0.0331,0.0101,2.277227723,457.4950496,461.6000001,7,7,200.9,85.3960396,Tree,46.8,54.94,Daintree National Park 12,-16.28,145.45
Part-1,D2,c4,0.771,Rs-H-2,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.high,1.08,2,High,11,4/07/2022,0.0281,0.009,2.122222222,379.8777777,501.3087379,22,22,179,86.74162256,Tree,47.39,56.37,Daintree National Park 12,-16.28,145.45
Part-1,D2,d5,0.772,Rs-H-3,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.high,1.08,3,High,11,4/07/2022,0.0184,0.0068,1.705882353,230.8058824,425.7234043,32,32,135.3,74.93128092,Tree,47.1,55.69,Daintree National Park 12,-16.28,145.45
Part-1,D2,e4,0.748,Rs-H-4,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.high,1.08,4,High,11,4/07/2022,0.0177,0.0089,1.453111871,175.1101124,531.2139129,40,40,177.1,62.58721543,Tree,48.32,59.99,Daintree National Park 12,-16.28,145.45
Part-1,D2,e2,0.756,Rs-H-5,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.high,1.08,5,High,11,4/07/2022,,,,,417.9,38,38,,,Tree,48.9,55.48,Daintree National Park 12,-16.28,145.45
Part-2,D2,b1,0.79,Rs-L-1,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.low,12.9,1,Low,7,4/07/2022,0.0238,0.0058,2.462039825,358.1379311,411.959155,10,10,115.4,84.44677661,Tree,47.58,54.99,Daintree National Park 11,-16.24,145.36
Part-2,D2,a6,0.809,Rs-L-2,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.low,12.9,2,Low,7,4/07/2022,0.0236,0.0093,1.537634409,284.4623657,354.1974684,6,6,185,68.24332489,Tree,46.32,55.45,Daintree National Park 11,-16.24,145.36
Part-2,D2,a8,0.797,Rs-L-3,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.low,12.9,3,Low,7,4/07/2022,0.0231,0.006,2.314705882,340.29,362.1264706,8,8,119.4,86.48351649,Tree,49.1,56.67,Daintree National Park 11,-16.24,145.36
Part-2,D2,d9,0.812,Rs-L-4,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.low,12.9,4,Low,7,4/07/2022,0.0219,0.0064,2.421875,308.3046875,368.0671642,36,36,127.3,87.71114864,Tree,49.29,56.75,Daintree National Park 11,-16.24,145.36
Part-2,D2,a1,0.781,Rs-L-5,Rhizophoraceae,Rhizophora,Rhizophora stylosa,Rs.low,12.9,5,Low,7,4/07/2022,0.0242,0.008,2.025,322.38,365.9804878,1,1,159.2,90.24456522,Tree,47.34,54.58,Daintree National Park 11,-16.24,145.36
Part-2,D2,a7,0.773,Sa-H-1,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.high,0.6,1,High,11,4/07/2022,0.0265,0.0071,2.112829149,386.0873239,453.5217392,7,7,141.3,85.25450949,Tree,52.52,59.6,Daintree National Park 13,-16.28,145.44
Part-2,D2,c4,0.751,Sa-H-2,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.high,0.6,2,High,11,4/07/2022,0.0275,0.0094,1.925531915,360.0744681,447.5495049,22,22,187,86.4349882,Tree,50.31,60.06,Daintree National Park 13,-16.28,145.44
Part-2,D2,d5,0.746,Sa-H-3,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.high,0.6,3,High,11,4/07/2022,0.0262,0.0091,1.879120879,340.1208791,451.6836735,32,32,181,81.12504234,Tree,49.3,58.65,Daintree National Park 13,-16.28,145.44
Part-2,D2,e4,0.777,Sa-H-4,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.high,0.6,4,High,11,4/07/2022,0.0239,0.0084,1.845238095,308.3392857,461.4505494,40,40,167.1,72.37787357,Tree,50.55,59.9,Daintree National Park 13,-16.28,145.44
Part-2,D2,e2,0.798,Sa-H-5,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.high,0.6,5,High,11,4/07/2022,0.0244,0.0086,1.837209302,314.3465116,463.4946236,38,38,171.1,73.33067171,Tree,49.79,60.5,Daintree National Park 13,-16.28,145.44
Part-2,D2,b6,0.77,Sa-L-1,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.low,6.25,1,Low,6,4/07/2022,0.0332,0.0159,1.088050314,344.1503143,509.3146853,15,15,316.3,60.77781052,Tree,50.8,55.75,Daintree National Park 14,-16.29,145.41
Part-2,D2,b9,0.81,Sa-L-2,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.low,6.25,2,Low,6,4/07/2022,0.0277,0.0105,1.638095238,342.1980952,483.4783018,18,18,208.9,71.45600627,Tree,51.58,60.88,Daintree National Park 14,-16.29,145.41
Part-2,D2,e7,0.759,Sa-L-3,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.low,6.25,3,Low,6,4/07/2022,0.0238,0.0092,1.586956522,290.4130435,439.6625,43,43,183,74.68030692,Tree,49.58,60.04,Daintree National Park 14,-16.29,145.41
Part-2,D2,d7,0.764,Sa-L-4,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.low,6.25,4,Low,6,4/07/2022,0.0291,0.0113,1.575221239,354.1097345,483.4611941,34,34,224.8,86.86405185,Tree,52.57,57.37,Daintree National Park 14,-16.29,145.41
Part-2,D2,c8,0.773,Sa-L-5,Sonneratiaceae,Sonneratia,Sonneratia alba,Sa.low,6.25,5,Low,6,4/07/2022,0.0317,0.012,1.641666667,391.8658334,461.4655462,26,26,238.7,84.20617818,Tree,50.3,60.1,Daintree National Park 14,-16.29,145.41
Part-1,D2,c5,0.805,Sc-L-1,Sonneratiaceae,Sonneratia,Sonneratia caseolaris,Sc.low,16.68,1,Low,6,4/07/2022,0.0221,0.0066,1.870003835,308.3560605,376.0860759,23,23,131.3,78.16418149,Tree,48.24,55.95,Daintree National Park 15,-16.257,145.34
Part-1,D2,e5,0.793,Sc-L-2,Sonneratiaceae,Sonneratia,Sonneratia caseolaris,Sc.low,16.68,2,Low,6,4/07/2022,0.0196,0.0073,1.684931507,244.6520548,497.368421,41,41,145.2,51.22191782,Tree,49.11,55.5,Daintree National Park 15,-16.257,145.34
Part-1,D2,d1,0.787,Sc-L-3,Sonneratiaceae,Sonneratia,Sonneratia caseolaris,Sc.low,16.68,3,Low,6,4/07/2022,0.02,0.0076,1.631578947,246.6947368,356.0383562,28,28,151.2,66.53925313,Tree,50.5,55.85,Daintree National Park 15,-16.257,145.34
Part-1,D2,c3,0.791,Sc-L-4,Sonneratiaceae,Sonneratia,Sonneratia caseolaris,Sc.low,16.68,4,Low,6,4/07/2022,0.0284,0.0086,2.302325581,393.9279069,451.6517241,21,21,171.1,88.23890994,Tree,48.81,56.26,Daintree National Park 15,-16.257,145.34
Part-1,D2,e8,0.811,Sc-L-5,Sonneratiaceae,Sonneratia,Sonneratia caseolaris,Sc.low,16.68,5,Low,6,4/07/2022,0.0253,0.0091,1.78021978,322.2197802,443.5222223,44,44,181,64.66269155,Tree,47.3,55.21,Daintree National Park 15,-16.257,145.34
Part-2,D2,c7,0.79,Xg-H-1,Meliaceae,Xylocarpus,Xylocarpus granatum,Xg.high,1.07,1,High,10,4/07/2022,0.0306,0.0077,2.131378915,455.6207792,380.0338235,25,25,153.2,75.88155302,Tree,47.06,53.35,Daintree National Park 16,-16.27,145.45
Part-2,D2,d2,0.754,Xg-H-2,Meliaceae,Xylocarpus,Xylocarpus granatum,Xg.high,1.07,2,High,10,4/07/2022,0.0384,0.0081,3.740740741,602.6333334,676.2682926,29,29,161.1,90.21786494,Tree,48.67,55.35,Daintree National Park 16,-16.27,145.45
Part-2,D2,b8,0.757,Xg-H-3,Meliaceae,Xylocarpus,Xylocarpus granatum,Xg.high,1.07,3,High,10,4/07/2022,0.0265,0.0064,2.819498239,399.8015625,453.7521127,17,17,127.3,87.80016446,Tree,47.09,53.6,Daintree National Park 16,-16.27,145.45
Part-2,D2,c6,0.759,Xg-H-4,Meliaceae,Xylocarpus,Xylocarpus granatum,Xg.high,1.07,4,High,10,4/07/2022,0.0696,0.0119,3.943977591,1147.696639,1134.119048,24,24,236.7,87.18266254,Tree,49.14,60.21,Daintree National Park 16,-16.27,145.45
Part-2,D2,b7,0.794,Xg-H-5,Meliaceae,Xylocarpus,Xylocarpus granatum,Xg.high,1.07,5,High,10,4/07/2022,0.0496,0.0116,3.275862069,756.0689655,763.7724771,16,16,230.8,92.98670977,Tree,44.24,53.69,Daintree National Park 16,-16.27,145.45
