error,dataset_id,taxon_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Barlow_1981_0943,Kooyman_2011,Cryptocarya laevigata,NA,NA,Kooyman_2011_0492,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya laevigata
Duplicate of Barlow_1981_0943,Kooyman_2011,Cryptocarya laevigata,NA,NA,Kooyman_2011_0492,leaf_length,50,mm,NA,expert_min,NA,Cryptocarya laevigata
Duplicate of Barlow_1981_0943,Kooyman_2011,Cryptocarya laevigata,NA,NA,Kooyman_2011_0492,leaf_length,155,mm,NA,expert_max,NA,Cryptocarya laevigata
Duplicate of Barlow_1981_0943,Kooyman_2011,Cryptocarya laevigata,NA,NA,Kooyman_2011_0492,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya laevigata
Duplicate of Barlow_1981_0943,Kooyman_2011,Cryptocarya laevigata,NA,NA,Kooyman_2011_0492,plant_height,7,m,NA,expert_max,NA,Cryptocarya laevigata
Duplicate of Barlow_1981_0944,Kooyman_2011,Cryptocarya leucophylla,NA,NA,Kooyman_2011_1858,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya leucophylla
Duplicate of Barlow_1981_0944,Kooyman_2011,Cryptocarya leucophylla,NA,NA,Kooyman_2011_1858,leaf_length,68,mm,NA,expert_min,NA,Cryptocarya leucophylla
Duplicate of Barlow_1981_0944,Kooyman_2011,Cryptocarya leucophylla,NA,NA,Kooyman_2011_1858,leaf_length,133,mm,NA,expert_max,NA,Cryptocarya leucophylla
Duplicate of Barlow_1981_0944,Kooyman_2011,Cryptocarya leucophylla,NA,NA,Kooyman_2011_1858,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya leucophylla
Duplicate of Barlow_1981_0944,Kooyman_2011,Cryptocarya leucophylla,NA,NA,Kooyman_2011_1858,leaf_width,30,mm,NA,expert_min,NA,Cryptocarya leucophylla
Duplicate of Barlow_1981_0944,Kooyman_2011,Cryptocarya leucophylla,NA,NA,Kooyman_2011_1858,leaf_width,50,mm,NA,expert_max,NA,Cryptocarya leucophylla
Duplicate of Barlow_1981_0944,Kooyman_2011,Cryptocarya leucophylla,NA,NA,Kooyman_2011_1858,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya leucophylla
Duplicate of Barlow_1981_0944,Kooyman_2011,Cryptocarya leucophylla,NA,NA,Kooyman_2011_1858,plant_height,25,m,NA,expert_max,NA,Cryptocarya leucophylla
Duplicate of Barlow_1981_0945,Kooyman_2011,Cryptocarya lividula,NA,NA,Kooyman_2011_0493,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya lividula
Duplicate of Barlow_1981_0945,Kooyman_2011,Cryptocarya lividula,NA,NA,Kooyman_2011_0493,leaf_length,60,mm,NA,expert_min,NA,Cryptocarya lividula
Duplicate of Barlow_1981_0945,Kooyman_2011,Cryptocarya lividula,NA,NA,Kooyman_2011_0493,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya lividula
Duplicate of Barlow_1981_0945,Kooyman_2011,Cryptocarya lividula,NA,NA,Kooyman_2011_0493,leaf_width,40,mm,NA,expert_max,NA,Cryptocarya lividula
Duplicate of Barlow_1981_0945,Kooyman_2011,Cryptocarya lividula,NA,NA,Kooyman_2011_0493,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya lividula
Duplicate of Barlow_1981_0945,Kooyman_2011,Cryptocarya lividula,NA,NA,Kooyman_2011_0493,plant_height,25,m,NA,expert_max,NA,Cryptocarya lividula
Duplicate of Barlow_1981_0946,Kooyman_2011,Cryptocarya macdonaldii,NA,NA,Kooyman_2011_0494,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya macdonaldii
Duplicate of Barlow_1981_0946,Kooyman_2011,Cryptocarya macdonaldii,NA,NA,Kooyman_2011_0494,leaf_length,90,mm,NA,expert_min,NA,Cryptocarya macdonaldii
Duplicate of Barlow_1981_0946,Kooyman_2011,Cryptocarya macdonaldii,NA,NA,Kooyman_2011_0494,leaf_length,130,mm,NA,expert_max,NA,Cryptocarya macdonaldii
Duplicate of Barlow_1981_0946,Kooyman_2011,Cryptocarya macdonaldii,NA,NA,Kooyman_2011_0494,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya macdonaldii
Duplicate of Barlow_1981_0946,Kooyman_2011,Cryptocarya macdonaldii,NA,NA,Kooyman_2011_0494,leaf_width,30,mm,NA,expert_min,NA,Cryptocarya macdonaldii
Duplicate of Barlow_1981_0946,Kooyman_2011,Cryptocarya macdonaldii,NA,NA,Kooyman_2011_0494,leaf_width,50,mm,NA,expert_max,NA,Cryptocarya macdonaldii
Duplicate of Barlow_1981_0946,Kooyman_2011,Cryptocarya macdonaldii,NA,NA,Kooyman_2011_0494,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya macdonaldii
Duplicate of Barlow_1981_0946,Kooyman_2011,Cryptocarya macdonaldii,NA,NA,Kooyman_2011_0494,plant_height,30,m,NA,expert_max,NA,Cryptocarya macdonaldii
Duplicate of Barlow_1981_0947,Kooyman_2011,Cryptocarya mackinnoniana,NA,NA,Kooyman_2011_1846,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya mackinnoniana
Duplicate of Barlow_1981_0947,Kooyman_2011,Cryptocarya mackinnoniana,NA,NA,Kooyman_2011_1846,leaf_length,130,mm,NA,expert_min,NA,Cryptocarya mackinnoniana
Duplicate of Barlow_1981_0947,Kooyman_2011,Cryptocarya mackinnoniana,NA,NA,Kooyman_2011_1846,leaf_length,350,mm,NA,expert_max,NA,Cryptocarya mackinnoniana
Duplicate of Barlow_1981_0947,Kooyman_2011,Cryptocarya mackinnoniana,NA,NA,Kooyman_2011_1846,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya mackinnoniana
Duplicate of Barlow_1981_0947,Kooyman_2011,Cryptocarya mackinnoniana,NA,NA,Kooyman_2011_1846,leaf_width,45,mm,NA,expert_min,NA,Cryptocarya mackinnoniana
Duplicate of Barlow_1981_0947,Kooyman_2011,Cryptocarya mackinnoniana,NA,NA,Kooyman_2011_1846,leaf_width,85,mm,NA,expert_max,NA,Cryptocarya mackinnoniana
Duplicate of Barlow_1981_0947,Kooyman_2011,Cryptocarya mackinnoniana,NA,NA,Kooyman_2011_1846,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya mackinnoniana
Duplicate of Barlow_1981_0947,Kooyman_2011,Cryptocarya mackinnoniana,NA,NA,Kooyman_2011_1846,plant_height,25,m,NA,expert_max,NA,Cryptocarya mackinnoniana
Duplicate of Barlow_1981_0948,Kooyman_2011,Cryptocarya meisneriana,NA,NA,Kooyman_2011_0495,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya meissneriana
Duplicate of Barlow_1981_0948,Kooyman_2011,Cryptocarya meisneriana,NA,NA,Kooyman_2011_0495,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya meissneriana
Duplicate of Barlow_1981_0949,Kooyman_2011,Cryptocarya melanocarpa,NA,NA,Kooyman_2011_1997,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya melanocarpa
Duplicate of Barlow_1981_0949,Kooyman_2011,Cryptocarya melanocarpa,NA,NA,Kooyman_2011_1997,leaf_length,65,mm,NA,expert_min,NA,Cryptocarya melanocarpa
Duplicate of Barlow_1981_0949,Kooyman_2011,Cryptocarya melanocarpa,NA,NA,Kooyman_2011_1997,leaf_length,135,mm,NA,expert_max,NA,Cryptocarya melanocarpa
Duplicate of Barlow_1981_0949,Kooyman_2011,Cryptocarya melanocarpa,NA,NA,Kooyman_2011_1997,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya melanocarpa
Duplicate of Barlow_1981_0949,Kooyman_2011,Cryptocarya melanocarpa,NA,NA,Kooyman_2011_1997,leaf_width,20,mm,NA,expert_min,NA,Cryptocarya melanocarpa
Duplicate of Barlow_1981_0949,Kooyman_2011,Cryptocarya melanocarpa,NA,NA,Kooyman_2011_1997,leaf_width,55,mm,NA,expert_max,NA,Cryptocarya melanocarpa
Duplicate of Barlow_1981_0949,Kooyman_2011,Cryptocarya melanocarpa,NA,NA,Kooyman_2011_1997,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya melanocarpa
Duplicate of Barlow_1981_0949,Kooyman_2011,Cryptocarya melanocarpa,NA,NA,Kooyman_2011_1997,plant_height,20,m,NA,expert_max,NA,Cryptocarya melanocarpa
Duplicate of Barlow_1981_0950,Kooyman_2011,Cryptocarya microneura,NA,NA,Kooyman_2011_0496,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya microneura
Duplicate of Barlow_1981_0950,Kooyman_2011,Cryptocarya microneura,NA,NA,Kooyman_2011_0496,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya microneura
Duplicate of Barlow_1981_0950,Kooyman_2011,Cryptocarya microneura,NA,NA,Kooyman_2011_0496,leaf_width,20,mm,NA,expert_min,NA,Cryptocarya microneura
Duplicate of Barlow_1981_0950,Kooyman_2011,Cryptocarya microneura,NA,NA,Kooyman_2011_0496,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya microneura
Duplicate of Barlow_1981_0951,Kooyman_2011,Cryptocarya murrayi,NA,NA,Kooyman_2011_0497,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya murrayi
Duplicate of Barlow_1981_0951,Kooyman_2011,Cryptocarya murrayi,NA,NA,Kooyman_2011_0497,leaf_length,300,mm,NA,expert_max,NA,Cryptocarya murrayi
Duplicate of Barlow_1981_0951,Kooyman_2011,Cryptocarya murrayi,NA,NA,Kooyman_2011_0497,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya murrayi
Duplicate of Barlow_1981_0951,Kooyman_2011,Cryptocarya murrayi,NA,NA,Kooyman_2011_0497,leaf_width,45,mm,NA,expert_min,NA,Cryptocarya murrayi
Duplicate of Barlow_1981_0951,Kooyman_2011,Cryptocarya murrayi,NA,NA,Kooyman_2011_0497,leaf_width,105,mm,NA,expert_max,NA,Cryptocarya murrayi
Duplicate of Barlow_1981_0951,Kooyman_2011,Cryptocarya murrayi,NA,NA,Kooyman_2011_0497,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya murrayi
Duplicate of Barlow_1981_0951,Kooyman_2011,Cryptocarya murrayi,NA,NA,Kooyman_2011_0497,plant_height,30,m,NA,expert_max,NA,Cryptocarya murrayi
Duplicate of Barlow_1981_0952,Kooyman_2011,Cryptocarya nova-anglica,NA,NA,Kooyman_2011_2084,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya nova-anglica
Duplicate of Barlow_1981_0952,Kooyman_2011,Cryptocarya nova-anglica,NA,NA,Kooyman_2011_2084,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya nova-anglica
Duplicate of Barlow_1981_0952,Kooyman_2011,Cryptocarya nova-anglica,NA,NA,Kooyman_2011_2084,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya nova-anglica
Duplicate of Barlow_1981_0952,Kooyman_2011,Cryptocarya nova-anglica,NA,NA,Kooyman_2011_2084,plant_height,20,m,NA,expert_max,NA,Cryptocarya nova-anglica
Duplicate of Barlow_1981_0953,Kooyman_2011,Cryptocarya oblata,NA,NA,Kooyman_2011_2027,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya oblata
Duplicate of Barlow_1981_0953,Kooyman_2011,Cryptocarya oblata,NA,NA,Kooyman_2011_2027,leaf_length,75,mm,NA,expert_min,NA,Cryptocarya oblata
Duplicate of Barlow_1981_0953,Kooyman_2011,Cryptocarya oblata,NA,NA,Kooyman_2011_2027,leaf_length,140,mm,NA,expert_max,NA,Cryptocarya oblata
Duplicate of Barlow_1981_0953,Kooyman_2011,Cryptocarya oblata,NA,NA,Kooyman_2011_2027,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya oblata
Duplicate of Barlow_1981_0953,Kooyman_2011,Cryptocarya oblata,NA,NA,Kooyman_2011_2027,leaf_width,29,mm,NA,expert_min,NA,Cryptocarya oblata
Duplicate of Barlow_1981_0953,Kooyman_2011,Cryptocarya oblata,NA,NA,Kooyman_2011_2027,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya oblata
Duplicate of Barlow_1981_0953,Kooyman_2011,Cryptocarya oblata,NA,NA,Kooyman_2011_2027,plant_height,35,m,NA,expert_max,NA,Cryptocarya oblata
Duplicate of Barlow_1981_0954,Kooyman_2011,Cryptocarya obovata,NA,NA,Kooyman_2011_1867,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya obovata
Duplicate of Barlow_1981_0954,Kooyman_2011,Cryptocarya obovata,NA,NA,Kooyman_2011_1867,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya obovata
Duplicate of Barlow_1981_0954,Kooyman_2011,Cryptocarya obovata,NA,NA,Kooyman_2011_1867,leaf_width,20,mm,NA,expert_min,NA,Cryptocarya obovata
Duplicate of Barlow_1981_0954,Kooyman_2011,Cryptocarya obovata,NA,NA,Kooyman_2011_1867,leaf_width,40,mm,NA,expert_max,NA,Cryptocarya obovata
Duplicate of Barlow_1981_0954,Kooyman_2011,Cryptocarya obovata,NA,NA,Kooyman_2011_1867,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya obovata
Duplicate of Barlow_1981_0955,Kooyman_2011,Cryptocarya onoprienkoana,NA,NA,Kooyman_2011_1946,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya onoprienkoana
Duplicate of Barlow_1981_0955,Kooyman_2011,Cryptocarya onoprienkoana,NA,NA,Kooyman_2011_1946,leaf_length,80,mm,NA,expert_min,NA,Cryptocarya onoprienkoana
Duplicate of Barlow_1981_0955,Kooyman_2011,Cryptocarya onoprienkoana,NA,NA,Kooyman_2011_1946,leaf_length,155,mm,NA,expert_max,NA,Cryptocarya onoprienkoana
Duplicate of Barlow_1981_0955,Kooyman_2011,Cryptocarya onoprienkoana,NA,NA,Kooyman_2011_1946,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya onoprienkoana
Duplicate of Barlow_1981_0955,Kooyman_2011,Cryptocarya onoprienkoana,NA,NA,Kooyman_2011_1946,leaf_width,25,mm,NA,expert_min,NA,Cryptocarya onoprienkoana
Duplicate of Barlow_1981_0955,Kooyman_2011,Cryptocarya onoprienkoana,NA,NA,Kooyman_2011_1946,leaf_width,70,mm,NA,expert_max,NA,Cryptocarya onoprienkoana
Duplicate of Barlow_1981_0955,Kooyman_2011,Cryptocarya onoprienkoana,NA,NA,Kooyman_2011_1946,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya onoprienkoana
Duplicate of Barlow_1981_0955,Kooyman_2011,Cryptocarya onoprienkoana,NA,NA,Kooyman_2011_1946,plant_height,35,m,NA,expert_max,NA,Cryptocarya onoprienkoana
Duplicate of Barlow_1981_0956,Kooyman_2011,Cryptocarya pleurosperma,NA,NA,Kooyman_2011_2012,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya pleurosperma
Duplicate of Barlow_1981_0956,Kooyman_2011,Cryptocarya pleurosperma,NA,NA,Kooyman_2011_2012,leaf_length,160,mm,NA,expert_max,NA,Cryptocarya pleurosperma
Duplicate of Barlow_1981_0956,Kooyman_2011,Cryptocarya pleurosperma,NA,NA,Kooyman_2011_2012,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya pleurosperma
Duplicate of Barlow_1981_0956,Kooyman_2011,Cryptocarya pleurosperma,NA,NA,Kooyman_2011_2012,leaf_width,35,mm,NA,expert_min,NA,Cryptocarya pleurosperma
Duplicate of Barlow_1981_0956,Kooyman_2011,Cryptocarya pleurosperma,NA,NA,Kooyman_2011_2012,leaf_width,70,mm,NA,expert_max,NA,Cryptocarya pleurosperma
Duplicate of Barlow_1981_0956,Kooyman_2011,Cryptocarya pleurosperma,NA,NA,Kooyman_2011_2012,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya pleurosperma
Duplicate of Barlow_1981_0956,Kooyman_2011,Cryptocarya pleurosperma,NA,NA,Kooyman_2011_2012,plant_height,30,m,NA,expert_max,NA,Cryptocarya pleurosperma
Duplicate of Barlow_1981_0957,Kooyman_2011,Cryptocarya putida,NA,NA,Kooyman_2011_0498,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya putida
Duplicate of Barlow_1981_0957,Kooyman_2011,Cryptocarya putida,NA,NA,Kooyman_2011_0498,leaf_length,60,mm,NA,expert_min,NA,Cryptocarya putida
Duplicate of Barlow_1981_0957,Kooyman_2011,Cryptocarya putida,NA,NA,Kooyman_2011_0498,leaf_length,210,mm,NA,expert_max,NA,Cryptocarya putida
Duplicate of Barlow_1981_0957,Kooyman_2011,Cryptocarya putida,NA,NA,Kooyman_2011_0498,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya putida
Duplicate of Barlow_1981_0957,Kooyman_2011,Cryptocarya putida,NA,NA,Kooyman_2011_0498,leaf_width,20,mm,NA,expert_min,NA,Cryptocarya putida
Duplicate of Barlow_1981_0957,Kooyman_2011,Cryptocarya putida,NA,NA,Kooyman_2011_0498,leaf_width,80,mm,NA,expert_max,NA,Cryptocarya putida
Duplicate of Barlow_1981_0957,Kooyman_2011,Cryptocarya putida,NA,NA,Kooyman_2011_0498,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya putida
Duplicate of Barlow_1981_0957,Kooyman_2011,Cryptocarya putida,NA,NA,Kooyman_2011_0498,plant_height,25,m,NA,expert_max,NA,Cryptocarya putida
Duplicate of Barlow_1981_0958,Kooyman_2011,Cryptocarya rhodosperma,NA,NA,Kooyman_2011_2122,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya rhodosperma
Duplicate of Barlow_1981_0958,Kooyman_2011,Cryptocarya rhodosperma,NA,NA,Kooyman_2011_2122,leaf_length,80,mm,NA,expert_min,NA,Cryptocarya rhodosperma
Duplicate of Barlow_1981_0958,Kooyman_2011,Cryptocarya rhodosperma,NA,NA,Kooyman_2011_2122,leaf_length,145,mm,NA,expert_max,NA,Cryptocarya rhodosperma
Duplicate of Barlow_1981_0958,Kooyman_2011,Cryptocarya rhodosperma,NA,NA,Kooyman_2011_2122,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya rhodosperma
Duplicate of Barlow_1981_0958,Kooyman_2011,Cryptocarya rhodosperma,NA,NA,Kooyman_2011_2122,leaf_width,30,mm,NA,expert_min,NA,Cryptocarya rhodosperma
Duplicate of Barlow_1981_0958,Kooyman_2011,Cryptocarya rhodosperma,NA,NA,Kooyman_2011_2122,leaf_width,80,mm,NA,expert_max,NA,Cryptocarya rhodosperma
Duplicate of Barlow_1981_0958,Kooyman_2011,Cryptocarya rhodosperma,NA,NA,Kooyman_2011_2122,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya rhodosperma
Duplicate of Barlow_1981_0958,Kooyman_2011,Cryptocarya rhodosperma,NA,NA,Kooyman_2011_2122,plant_height,25,m,NA,expert_max,NA,Cryptocarya rhodosperma
Duplicate of Barlow_1981_0959,Kooyman_2011,Cryptocarya rigida,NA,NA,Kooyman_2011_0499,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya rigida
Duplicate of Barlow_1981_0959,Kooyman_2011,Cryptocarya rigida,NA,NA,Kooyman_2011_0499,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya rigida
Duplicate of Barlow_1981_0959,Kooyman_2011,Cryptocarya rigida,NA,NA,Kooyman_2011_0499,leaf_width,50,mm,NA,expert_max,NA,Cryptocarya rigida
Duplicate of Barlow_1981_0960,Kooyman_2011,Cryptocarya saccharata,NA,NA,Kooyman_2011_2032,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya saccharata
Duplicate of Barlow_1981_0960,Kooyman_2011,Cryptocarya saccharata,NA,NA,Kooyman_2011_2032,leaf_length,55,mm,NA,expert_min,NA,Cryptocarya saccharata
Duplicate of Barlow_1981_0960,Kooyman_2011,Cryptocarya saccharata,NA,NA,Kooyman_2011_2032,leaf_length,120,mm,NA,expert_max,NA,Cryptocarya saccharata
Duplicate of Barlow_1981_0960,Kooyman_2011,Cryptocarya saccharata,NA,NA,Kooyman_2011_2032,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya saccharata
Duplicate of Barlow_1981_0960,Kooyman_2011,Cryptocarya saccharata,NA,NA,Kooyman_2011_2032,leaf_width,20,mm,NA,expert_min,NA,Cryptocarya saccharata
Duplicate of Barlow_1981_0960,Kooyman_2011,Cryptocarya saccharata,NA,NA,Kooyman_2011_2032,leaf_width,50,mm,NA,expert_max,NA,Cryptocarya saccharata
Duplicate of Barlow_1981_0960,Kooyman_2011,Cryptocarya saccharata,NA,NA,Kooyman_2011_2032,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya saccharata
Duplicate of Barlow_1981_0960,Kooyman_2011,Cryptocarya saccharata,NA,NA,Kooyman_2011_2032,plant_height,35,m,NA,expert_max,NA,Cryptocarya saccharata
Duplicate of Barlow_1981_0961,Kooyman_2011,Cryptocarya sclerophylla,NA,NA,Kooyman_2011_2120,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya sclerophylla
Duplicate of Barlow_1981_0961,Kooyman_2011,Cryptocarya sclerophylla,NA,NA,Kooyman_2011_2120,leaf_length,120,mm,NA,expert_max,NA,Cryptocarya sclerophylla
Duplicate of Barlow_1981_0961,Kooyman_2011,Cryptocarya sclerophylla,NA,NA,Kooyman_2011_2120,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya sclerophylla
Duplicate of Barlow_1981_0962,Kooyman_2011,Cryptocarya smaragdina,NA,NA,Kooyman_2011_2039,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya smaragdina
Duplicate of Barlow_1981_0962,Kooyman_2011,Cryptocarya smaragdina,NA,NA,Kooyman_2011_2039,leaf_length,50,mm,NA,expert_min,NA,Cryptocarya smaragdina
Duplicate of Barlow_1981_0962,Kooyman_2011,Cryptocarya smaragdina,NA,NA,Kooyman_2011_2039,leaf_length,85,mm,NA,expert_max,NA,Cryptocarya smaragdina
Duplicate of Barlow_1981_0962,Kooyman_2011,Cryptocarya smaragdina,NA,NA,Kooyman_2011_2039,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya smaragdina
Duplicate of Barlow_1981_0962,Kooyman_2011,Cryptocarya smaragdina,NA,NA,Kooyman_2011_2039,leaf_width,15,mm,NA,expert_min,NA,Cryptocarya smaragdina
Duplicate of Barlow_1981_0962,Kooyman_2011,Cryptocarya smaragdina,NA,NA,Kooyman_2011_2039,leaf_width,25,mm,NA,expert_max,NA,Cryptocarya smaragdina
Duplicate of Barlow_1981_0962,Kooyman_2011,Cryptocarya smaragdina,NA,NA,Kooyman_2011_2039,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya smaragdina
Duplicate of Barlow_1981_0962,Kooyman_2011,Cryptocarya smaragdina,NA,NA,Kooyman_2011_2039,plant_height,25,m,NA,expert_max,NA,Cryptocarya smaragdina
Duplicate of Barlow_1981_0964,Kooyman_2011,Cryptocarya triplinervis var. pubens,NA,NA,Kooyman_2011_2047,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya triplinervis-pubens
Duplicate of Barlow_1981_0964,Kooyman_2011,Cryptocarya triplinervis var. pubens,NA,NA,Kooyman_2011_2047,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya triplinervis-pubens
Duplicate of Barlow_1981_0965,Kooyman_2011,Cryptocarya triplinervis var. riparia,NA,NA,Kooyman_2011_2135,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya triplinervis-riparia
Duplicate of Barlow_1981_0965,Kooyman_2011,Cryptocarya triplinervis var. riparia,NA,NA,Kooyman_2011_2135,leaf_length,135,mm,NA,expert_max,NA,Cryptocarya triplinervis-riparia
Duplicate of Barlow_1981_0965,Kooyman_2011,Cryptocarya triplinervis var. riparia,NA,NA,Kooyman_2011_2135,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya triplinervis-riparia
Duplicate of Barlow_1981_0966,Kooyman_2011,Cryptocarya triplinervis var. triplinervis,NA,NA,Kooyman_2011_0500,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya triplinervis-triplinervis
Duplicate of Barlow_1981_0966,Kooyman_2011,Cryptocarya triplinervis var. triplinervis,NA,NA,Kooyman_2011_0500,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya triplinervis-triplinervis
Duplicate of Barlow_1981_0966,Kooyman_2011,Cryptocarya triplinervis var. triplinervis,NA,NA,Kooyman_2011_0500,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya triplinervis-triplinervis
Duplicate of Barlow_1981_0967,Kooyman_2011,Cryptocarya vulgaris,NA,NA,Kooyman_2011_2088,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya vulgaris
Duplicate of Barlow_1981_0967,Kooyman_2011,Cryptocarya vulgaris,NA,NA,Kooyman_2011_2088,leaf_length,65,mm,NA,expert_min,NA,Cryptocarya vulgaris
Duplicate of Barlow_1981_0967,Kooyman_2011,Cryptocarya vulgaris,NA,NA,Kooyman_2011_2088,leaf_length,140,mm,NA,expert_max,NA,Cryptocarya vulgaris
Duplicate of Barlow_1981_0967,Kooyman_2011,Cryptocarya vulgaris,NA,NA,Kooyman_2011_2088,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya vulgaris
Duplicate of Barlow_1981_0967,Kooyman_2011,Cryptocarya vulgaris,NA,NA,Kooyman_2011_2088,leaf_width,25,mm,NA,expert_min,NA,Cryptocarya vulgaris
Duplicate of Barlow_1981_0967,Kooyman_2011,Cryptocarya vulgaris,NA,NA,Kooyman_2011_2088,leaf_width,60,mm,NA,expert_max,NA,Cryptocarya vulgaris
Duplicate of Barlow_1981_0967,Kooyman_2011,Cryptocarya vulgaris,NA,NA,Kooyman_2011_2088,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya vulgaris
Duplicate of Barlow_1981_0967,Kooyman_2011,Cryptocarya vulgaris,NA,NA,Kooyman_2011_2088,plant_height,30,m,NA,expert_max,NA,Cryptocarya vulgaris
Duplicate of Barlow_1981_0968,Kooyman_2011,Cryptocarya whiffiniana,NA,NA,Kooyman_2011_0490,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya whiffiniana
Duplicate of Barlow_1981_0968,Kooyman_2011,Cryptocarya whiffiniana,NA,NA,Kooyman_2011_0490,leaf_phenology,evergreen,NA,NA,expert_mean,NA,Cryptocarya whiffiniana
Duplicate of Barlow_1981_0968,Kooyman_2011,Cryptocarya whiffiniana,NA,NA,Kooyman_2011_0490,leaf_width,40,mm,NA,expert_max,NA,Cryptocarya whiffiniana
Duplicate of Barlow_1981_0968,Kooyman_2011,Cryptocarya whiffiniana,NA,NA,Kooyman_2011_0490,plant_growth_form,tree,NA,NA,expert_mean,NA,Cryptocarya whiffiniana
Duplicate of Barlow_1981_0968,Kooyman_2011,Cryptocarya whiffiniana,NA,NA,Kooyman_2011_0490,plant_height,20,m,NA,expert_max,NA,Cryptocarya whiffiniana
Duplicate of Barlow_1981_0969,Kooyman_2011,Cryptocarya williwilliana,NA,NA,Kooyman_2011_2087,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cryptocarya williwilliana
