Block!,Column!,Row!,Species!,Mother,Elevation,Treatment,Replicate!,Abbrev!,T_LL,T_DL,T_LC,P_LL,LMR_D,LMR,RMR_D,RMR,Total_B,Total_Bln,Total_B_D,Total_BG,Total_LL,Total_LD,Total_LF,ABG,ABG_D,ABG_BG,ABG_BG_D,LMR_Comments,Was_Licored!,Photo,Cond,Ci,Trmmol,VpdL,Ci_Ca,WUEi,Photo_D,Cond_D,Ci_D,Trmmol_D,VpdL_D,Ci_Ca_D,WUEi_D,SLA_Licorred,fresh_weight_g,turgid_weight_g,water_uptake_g,water_content_g,dry_weight_g,dry_weight_mg,RWC,area_cm2,area_mm2,SLA_cm_g:4,SLA_mm_mg,LMA_gr,LMA_mm_mg,SLA_Done,%N:1,%C:1,d13C:2,complete,insufficient_sample,Average_PRI,species_name,population,water_treatment,context
2,12,h,oe,1,LoElev,LoWat,6,oe1LoElev6,7,11,18,0.388888889,0.187777336,0.212481155,0.678435207,0.767689539,9.3073,2.230799038,8.2252,6.3144,1.7477,1.0821,2.8298,2.9929,1.9108,0.473980109,0.302609908,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1897,0.2106,0.0209,0.1483,0.0623,6.23,0.859069454,4.13,413,66.2921,6.629213483,0.015084746,0.150847458,Yes,NA,NA,NA,NA,No,0.0151,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 1 grown under low water conditions
3,4,a,oe,1,LoElev,LoWat,7,oe1LoElev7,35,19,54,0.648148148,0.341525374,0.455089349,0.351509423,0.468393293,1.6927,0.526324887,1.2703,0.595,0.5781,0.4224,1.0005,1.0977,0.6753,1.84487395,1.134957983,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0309,0.0334,0.0025,0.0214,0.012,1.2,0.88317757,1.5,150,125,12.5,0.008,0.08,Yes,NA,NA,NA,NA,No,-0.036233333,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 1 grown under low water conditions
3,1,a,oe,1,LoElev,LoWat,8,oe1LoElev8,28,11,39,0.717948718,0.281674333,0.363332147,0.478399264,0.617087932,5.435,1.692859521,4.2135,2.6001,1.5309,1.2215,2.7524,2.8349,1.6134,1.090304219,0.620514596,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2007,0.2057,0.005,0.1452,0.0605,6.05,0.965564738,4.64,464,76.6942,7.669421488,0.013038793,0.130387931,Yes,NA,NA,NA,NA,No,-0.0502,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 1 grown under low water conditions
1,5,d,oe,1,LoElev,LoWat,9,oe1LoElev9,10,18,28,0.357142857,0.132840121,0.162596511,0.674838408,0.826003241,12.841,2.552643177,10.491,8.6656,1.7058,2.35,4.0558,4.1754,1.8254,0.481836226,0.210649003,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3149,0.3263,0.0114,0.2375,0.0888,8.88,0.952,7.68,768,86.4865,8.648648649,0.0115625,0.115625,Yes,NA,NA,NA,NA,No,0.032666667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 1 grown under low water conditions
1,9,d,oe,1,LoElev,HiWat,10,oe1LoElev10,13,18,31,0.419354839,0.128079486,0.155564531,0.675593501,0.820571579,14.7346,2.69019847,12.1313,9.9546,1.8872,2.6033,4.4905,4.78,2.1767,0.480180017,0.218662729,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4523,0.4867,0.0344,0.3642,0.1225,12.25,0.905546403,10.43788,1043.788,85.2072,8.520718367,0.0117361,0.117360997,Yes,NA,NA,NA,NA,No,-0.036233333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 1 grown under high water conditions
2,11,e,oe,1,LoElev,HiWat,11,oe1LoElev11,12,11,23,0.52173913,0.168359609,0.196887276,0.669144664,0.782527777,18.7248,2.929848848,16.0117,12.5296,3.1525,2.7131,5.8656,6.1952,3.4821,0.494445154,0.277909909,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4121,0.417,0.0049,0.3139,0.1031,10.31,0.984389933,9.55,955,92.6285,9.2628516,0.010795812,0.107958115,Yes,NA,NA,NA,NA,No,0.057133333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 1 grown under high water conditions
3,14,h,oe,1,LoElev,LoWat,12,oe1LoElev12,14,20,34,0.411764706,0.171601227,0.208145074,0.641320741,0.777895099,9.8793,2.290441659,8.1448,6.3358,1.6953,1.7345,3.4298,3.5435,1.809,0.559282174,0.285520376,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2306,0.2327,0.0021,0.1615,0.0712,7.12,0.986996904,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.016266667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 1 grown under low water conditions
3,4,d,oe,1,LoElev,HiWat,x1,oe1LoElevx1,34,7,41,0.829268293,0.302201297,0.337322413,0.573268372,0.639892258,15.2501,2.72458606,13.6623,8.7424,4.6086,1.5878,6.1964,6.5077,4.9199,0.744383693,0.562763086,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529,0.5607,0.0317,0.445,0.1157,11.57,0.928764045,11.69,1169,101.0372,10.10371651,0.009897348,0.098973482,Yes,NA,NA,NA,NA,No,-0.036233333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 1 grown under high water conditions
1,15,d,oe,2,LoElev,LoWat,1,oe2LoElev1,14,6,20,0.7,0.284128523,0.321473832,0.574576215,0.650097411,5.9818,1.788721526,5.2869,3.437,1.6996,0.6949,2.3945,2.5448,1.8499,0.740413151,0.538231015,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5376,0.6181,0.0805,0.4539,0.1642,16.42,0.82264816,13.71,1371,83.4957,8.349573691,0.011976659,0.119766594,Yes,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 2 grown under low water conditions
2,7,a,oe,2,LoElev,HiWat,2,oe2LoElev2,8,14,22,0.363636364,0.207202817,0.263407475,0.464168654,0.590076403,17.2377,2.847098846,13.5596,8.0012,3.5717,3.6781,7.2498,9.2365,5.5584,1.154389342,0.694695796,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4678,0.4814,0.0136,0.3663,0.1151,11.51,0.962871963,11.26,1126,97.828,9.782797567,0.010222025,0.102220249,Yes,NA,NA,NA,NA,No,-0.0595,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 2 grown under high water conditions
2,10,a,oe,2,LoElev,LoWat,3,oe2LoElev3,14,11,25,0.56,0.156122789,0.18772568,0.661528195,0.795436917,8.991,2.196224077,7.4774,5.9478,1.4037,1.5136,2.9173,3.0432,1.5296,0.511651367,0.257170719,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2255,0.2438,0.0183,0.1744,0.0694,6.94,0.895068807,5.14,514,74.0634,7.406340058,0.013501946,0.135019455,Yes,NA,NA,NA,NA,No,0.016133333,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 2 grown under low water conditions
1,4,h,oe,2,LoElev,LoWat,4,oe2LoElev4,8,9,17,0.470588235,0.147833617,0.192324466,0.396848898,0.516281436,7.1594,1.968426179,5.5032,2.8412,1.0584,1.6562,2.7146,4.3182,2.662,1.519850767,0.936928059,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487,0.4929,0.0059,0.3435,0.1494,14.94,0.982823872,41.623,4162.3,278.6011,27.8601071,0.003589362,0.035893617,Yes,NA,NA,NA,NA,No,0.036,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 2 grown under low water conditions
3,12,c,oe,2,LoElev,HiWat,5,oe2LoElev5,39,36,75,0.52,0.240041595,0.336953187,0.45443707,0.637906188,15.0978,2.714549038,10.7555,6.861,3.6241,4.3423,7.9664,8.2368,3.8945,1.200524705,0.567628626,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614,0.625,0.011,0.4905,0.1345,13.45,0.977573904,15.17,1517,112.7881,11.27881041,0.008866183,0.088661833,Yes,NA,NA,NA,NA,No,-0.009966667,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 2 grown under high water conditions
3,3,d,oe,2,LoElev,HiWat,6,oe2LoElev6,108,26,134,0.805970149,0.177211995,0.235343415,0.381524975,0.506677841,17.4311,2.858255967,13.1255,6.6504,3.089,4.3056,7.3946,10.7807,6.4751,1.621060387,0.973640683,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2943,0.3034,0.0091,0.209,0.0944,9.44,0.95645933,7.22,722,76.4831,7.648305085,0.013074792,0.130747922,Yes,NA,NA,NA,NA,No,0.026166667,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 2 grown under high water conditions
2,1,g,oe,2,LoElev,LoWat,7,oe2LoElev7,3,14,17,0.176470588,0.2260135,0.298953826,0.344444905,0.455606069,4.8298,1.574805059,3.6514,1.6636,1.0916,1.1784,2.27,3.1662,1.9878,1.903221928,1.194878577,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3627,0.4018,0.0391,0.2833,0.1185,11.85,0.861983763,9.13,913,77.0464,7.70464135,0.012979189,0.129791895,Yes,NA,NA,NA,NA,No,0.0039,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 2 grown under low water conditions
1,7,g,oe,2,LoElev,HiWat,8,oe2LoElev8,17,11,28,0.607142857,0.208731287,0.272639881,0.539198796,0.704288742,11.957,2.481316881,9.1542,6.4472,2.4958,2.8028,5.2986,5.5098,2.707,0.854603549,0.419872193,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5244,0.5339,0.0095,0.3926,0.1413,14.13,0.975802343,12.56435,1256.435,88.9197,8.891967445,0.011246105,0.112461051,Yes,NA,NA,NA,NA,No,-0.024,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 2 grown under high water conditions
2,9,a,oe,2,LoElev,HiWat,9,oe2LoElev9,35,11,46,0.760869565,0.204809309,0.228259212,0.676638826,0.754111454,30.6988,3.424223566,27.545,20.772,6.2874,3.1538,9.4412,9.9268,6.773,0.477893318,0.326063932,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6757,0.6975,0.0218,0.5183,0.1792,17.92,0.957939417,2.68,268,14.9554,1.495535714,0.066865672,0.668656716,Yes,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 2 grown under high water conditions
3,9,h,oe,2,LoElev,LoWat,10,oe2LoElev10,11,18,29,0.379310345,0.267189306,0.327095893,0.419161677,0.51314203,7.6152,2.03014625,6.2205,3.192,2.0347,1.3947,3.4294,4.4232,3.0285,1.385714286,0.948778195,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1598,0.1629,0.0031,0.1129,0.05,5,0.972542073,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,-0.034033333,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 2 grown under low water conditions
1,3,h,oe,2,LoElev,HiWat,11,oe2LoElev11,18,8,26,0.692307692,0.343706259,0.521544744,0.120616189,0.183024713,12.9311,2.559635263,8.5218,1.5597,4.4445,4.4093,8.8538,11.3714,6.9621,7.290761044,4.463743028,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6552,0.666,0.0108,0.4552,0.2108,21.08,0.976274165,14.71,1471,69.7818,6.978178368,0.014330387,0.143303875,Yes,NA,NA,NA,NA,No,0.057433333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 2 grown under high water conditions
3,1,b,oe,2,LoElev,LoWat,12,oe2LoElev12,64,8,72,0.888888889,0.258386569,0.322019231,0.41110391,0.512346154,6.4806,1.868813099,5.2,2.6642,1.6745,1.2806,2.9551,3.8164,2.5358,1.432475039,0.95180542,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5488,0.5495,7e-4,0.3708,0.1787,17.87,0.99811219,15.44,1544,86.4018,8.640179071,0.011573834,0.115738342,Yes,NA,NA,NA,NA,No,0.057133333,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 2 grown under low water conditions
3,15,c,oe,3,LoElev,LoWat,1,oe3LoElev1,13,2,15,0.866666667,0.345572542,0.359802277,0.59453809,0.619019546,4.5918,1.524272104,4.4102,2.73,1.5868,0.1816,1.7684,1.8618,1.6802,0.681978022,0.615457875,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5116,0.5131,0.0015,0.359,0.1541,15.41,0.995821727,14.55,1455,94.4192,9.441920831,0.010591065,0.105910653,Yes,NA,NA,NA,NA,No,-0.033666667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 3 grown under low water conditions
1,4,c,oe,3,LoElev,LoWat,2,oe3LoElev2,2,14,16,0.125,0.120348658,0.137899791,0.726036611,0.831918683,11.0022,2.398095253,9.6019,7.988,1.3241,1.4003,2.7244,3.0142,1.6139,0.377341012,0.202040561,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1304,0.1372,0.0068,0.0974,0.0398,3.98,0.930184805,3.422,342.2,85.9799,8.59798995,0.011630625,0.116306254,Yes,NA,NA,NA,NA,No,0.0262,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 3 grown under low water conditions
1,8,f,oe,3,LoElev,HiWat,3,oe3LoElev3,31,22,53,0.58490566,0.205832672,0.246793263,0.572785678,0.686769721,20.7795,3.033966924,17.3307,11.9022,4.2771,3.4488,7.7259,8.8773,5.4285,0.745853708,0.456092151,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484,0.4914,0.0074,0.3608,0.1306,13.06,0.979490022,13.01,1301,99.6172,9.961715161,0.010038432,0.10038432,Yes,NA,NA,NA,NA,No,0.057133333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 3 grown under high water conditions
2,5,f,oe,3,LoElev,LoWat,4,oe3LoElev4,9,13,22,0.409090909,0.096940642,0.130833802,0.604074938,0.81527643,7.9265,2.070211576,5.8731,4.7882,0.7684,2.0534,2.8218,3.1383,1.0849,0.65542375,0.226577837,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0932,0.099,0.0058,0.073,0.026,2.6,0.920547945,2.46,246,94.6154,9.461538462,0.010569106,0.105691057,Yes,NA,NA,NA,NA,No,0.034,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 3 grown under low water conditions
2,8,f,oe,3,LoElev,HiWat,5,oe3LoElev5,20,14,34,0.588235294,0.118107457,0.138912788,0.717310457,0.843668963,19.5483,2.972888326,16.6205,14.0222,2.3088,2.9278,5.2366,5.5261,2.5983,0.394096504,0.185299026,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3248,0.3311,0.0063,0.2407,0.0904,9.04,0.97382634,6.09,609,67.3673,6.736725664,0.014844007,0.148440066,Yes,NA,NA,NA,NA,No,0.034,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 3 grown under high water conditions
3,1,d,oe,3,LoElev,HiWat,6,oe3LoElev6,91,40,131,0.694656489,0.278912902,0.458718821,0.193251376,0.317834144,11.6972,2.459349497,7.1122,2.2605,3.2625,4.585,7.8475,9.4367,4.8517,4.174607388,2.146295067,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2887,0.2891,4e-4,0.2143,0.0748,7.48,0.998133458,7.17,717,95.8556,9.585561497,0.010432357,0.10432357,Yes,NA,NA,NA,NA,No,-0.009266667,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 3 grown under high water conditions
1,12,d,oe,3,LoElev,HiWat,7,oe3LoElev7,30,13,43,0.697674419,0.248294609,0.281388426,0.618564725,0.7010098,17.474,2.860714062,15.4189,10.8088,4.3387,2.0551,6.3938,6.6652,4.6101,0.616645696,0.426513582,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4744,0.4993,0.0249,0.3606,0.1387,13.87,0.930948419,12.22,1222,88.1038,8.81038212,0.011350245,0.113502455,Yes,NA,NA,NA,NA,No,-0.0254,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 3 grown under high water conditions
2,14,f,oe,3,LoElev,LoWat,8,oe3LoElev8,8,7,15,0.533333333,0.224084161,0.254046113,0.640560485,0.726208854,4.5532,1.515830282,4.0162,2.9166,1.0203,0.537,1.5573,1.6366,1.0996,0.561132826,0.377014332,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6143,0.7825,0.1682,0.5623,0.2202,22.02,0.700871421,15.52,1552,70.4814,7.048138056,0.014188144,0.141881443,Yes,NA,NA,NA,NA,No,-0.051233333,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 3 grown under low water conditions
1,2,d,oe,3,LoElev,LoWat,9,oe3LoElev9,2,10,12,0.166666667,0.161674857,0.189278495,0.500315447,0.585737055,6.0232,1.79561868,5.1448,3.0135,0.9738,0.8784,1.8522,3.0097,2.1313,0.998739008,0.707250705,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242,0.243,0.001,0.1705,0.0725,7.25,0.994134897,6.02,602,83.0345,8.303448276,0.012043189,0.120431894,Yes,NA,NA,NA,NA,No,-0.0568,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 3 grown under low water conditions
2,5,b,oe,3,LoElev,HiWat,10,oe3LoElev10,15,12,27,0.555555556,0.162132713,0.187657645,0.688834476,0.797279297,8.168,2.100224081,7.057,5.6264,1.3243,1.111,2.4353,2.5416,1.4306,0.45172757,0.254265605,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1573,0.162,0.0047,0.1176,0.0444,4.44,0.960034014,4.3,430,96.8468,9.684684685,0.010325581,0.103255814,Yes,NA,NA,NA,NA,No,0.026,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 3 grown under high water conditions
3,4,h,oe,3,LoElev,LoWat,11,oe3LoElev11,21,7,28,0.75,0.17744777,0.201272206,0.691158972,0.783955138,10.8415,2.383381363,9.5582,7.4932,1.9238,1.2833,3.2071,3.3483,2.065,0.44684514,0.275583195,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2499,0.2657,0.0158,0.1822,0.0835,8.35,0.913282108,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.047566667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 3 grown under low water conditions
3,11,e,oe,3,LoElev,HiWat,12,oe3LoElev12,8,28,36,0.222222222,0.287732908,0.326455389,0.56867957,0.645211253,15.2367,2.723706991,13.4294,8.6648,4.3841,1.8073,6.1914,6.5719,4.7646,0.758459514,0.549879974,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3338,0.3394,0.0056,0.2273,0.1121,11.21,0.975362956,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.034,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 3 grown under high water conditions
1,13,h,oe,4,LoElev,LoWat,1,oe4LoElev1,8,NA,8,NA,0.412762734,0.464182283,0.443817459,0.499105622,2.6405,0.970968293,2.348,1.1719,1.0899,0.2925,1.3824,1.4686,1.1761,1.253178599,1.003583924,Okay,Yes,2.684690127,0.029779478,240.5653774,0.45076527,1.434300925,0.611166353,90.15235701,1.631665596,0.03893024,320.8539523,0.486003207,1.183258061,0.81067933700000006,41.91254885,y,0.9477,0.9978,0.0501,0.7126,0.2852,28.52,0.929694078,29.46,2946,103.2959,10.32959327,0.009680923,0.096809233,Yes,NA,NA,NA,NA,No,0.018366667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 4 grown under low water conditions
2,6,f,oe,4,LoElev,HiWat,2,oe4LoElev2,11,10,21,0.523809524,0.183789085,0.199986884,0.726992806,0.79106453,18.2519,2.904269184,16.7736,13.269,3.3545,1.4783,4.8328,4.9829,3.5046,0.375529429,0.264119376,Okay,Yes,22.98815801,1.24951462,339.8640882,8.391013726,0.789994072,0.893039284,18.3976703,8.654873197,0.290822921,330.7830357,2.537573939,0.861768494,0.856674993,29.75994183,y,0.5872,0.6041,0.0169,0.4176,0.1865,18.65,0.959530651,2.46,246,13.1903,1.319034853,0.075813008,0.758130081,Yes,1.4,39.5,-31.21,OEM4L2,No,0.043733333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 4 grown under high water conditions
1,8,c,oe,4,LoElev,LoWat,3,oe4LoElev3,3,4,7,0.428571429,0.168743097,0.179699694,0.757568563,0.806757975,9.6881,2.270898328,9.0974,7.3394,1.6348,0.5907,2.2255,2.3487,1.758,0.320012535,0.239529117,Okay,Yes,7.345269182,0.113378083,273.5532246,1.373309357,1.16934115,0.708113564,64.78561781,3.780802771,0.081795493,310.2392298,1.13756823,1.324180719,0.788456249,46.2226296,y,0.825,0.8605,0.0355,0.6136,0.2469,24.69,0.94214472,29.44508,2944.508,119.2591,11.92591333,0.008385102,0.08385102,Yes,1.4,40.1,-30.22,OEM4L3,No,0.018366667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 4 grown under low water conditions
3,7,g,oe,4,LoElev,LoWat,4,oe4LoElev4,18,15,33,0.545454545,0.164830249,0.18395395,0.717380389,0.800611278,10.9543,2.393732073,9.8155,7.8584,1.8056,1.1388,2.9444,3.0959,1.9571,0.393960603,0.249045607,Okay,Yes,20.46952861,0.422026932,300.8612922,3.582182377,0.859763904,0.773311702,48.50289654,3.397605295,0.030012249,205.6627553,0.308426207,0.961462031,0.522941617,113.2072872,y,0.7682,0.7747,0.0065,0.7115,0.0632,6.32,0.990864371,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,-0.0568,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 4 grown under low water conditions
2,14,d,oe,4,LoElev,LoWat,5,oe4LoElev5,5,10,15,0.333333333,0.134348666,0.153222231,0.732754777,0.835693608,8.7459,2.168585019,7.6686,6.4086,1.175,1.0773,2.2523,2.3373,1.26,0.364713042,0.196610804,Okay,Yes,6.678455221,0.133576794,304.0650852,1.269644007,0.909978516,0.776493722,49.99712163,1.365876101,0.013084313,220.49946,0.20071123,1.435046814,0.557121275,104.3903603,y,0.5345,0.7072,0.1727,0.4782,0.229,22.9,0.638854036,30.29,3029,132.2707,13.22707424,0.007560251,0.075602509,Yes,1,40.8,-30.95,OEM4L5,No,0.047566667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 4 grown under low water conditions
3,8,g,oe,4,LoElev,LoWat,6,oe4LoElev6,14,7,21,0.666666667,0.319626357,0.359003766,0.533916573,0.599694164,7.9327,2.070993457,7.0626,4.2354,2.5355,0.8701,3.4056,3.6973,2.8272,0.872951787,0.667516645,Okay,Yes,3.525833699,0.065542278,300.9440057,0.715395616,1.035080449,0.763144244,53.79479931,1.452826427,0.020262359,273.946602,0.326140342,1.503582537,0.689544271,71.70075532,y,0.3759,0.3965,0.0206,0.3475,0.049,4.9,0.940719424,NA,NA,NA,NA,NA,NA,No,2.6,41.4,-28.87,OEM4L6,No,0.01,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 4 grown under low water conditions
1,2,h,oe,4,LoElev,HiWat,7,oe4LoElev7,7,11,18,0.388888889,0.173801939,0.191053391,0.719571534,0.790995671,17.1402,2.841426582,15.5925,12.3336,2.979,1.5477,4.5267,4.8066,3.2589,0.389715898,0.264229422,Okay,Yes,17.15740432,0.782942549,337.4857378,4.191721077,0.587292149,0.885338593,21.91400167,11.62232783,0.498335366,330.7405603,3.135521537,0.654277995,0.880997772,23.32230186,y,0.9652,1.0166,0.0514,0.8108,0.2058,20.58,0.936605821,29.63,2963,143.9747,14.39747328,0.006945663,0.069456632,Yes,1.2,43.9,-29.32,OEM4L7,No,0.057133333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 4 grown under high water conditions
1,12,b,oe,4,LoElev,HiWat,8,oe4LoElev8,11,6,17,0.647058824,0.199264623,0.221006468,0.695712185,0.77162163,17.678,2.872320929,15.9389,12.2988,3.5226,1.7391,5.2617,5.3792,3.6401,0.437376004,0.295971965,Okay,Yes,8.894636712,0.149829956,278.6423772,1.284894368,0.838109078,0.73020591,59.36487587,5.290244808,0.094675601,281.4242061,0.894690534,0.905445887,0.744744514,55.87759441,y,0.8244,0.8619,0.0375,0.5807,0.2812,28.12,0.935422766,28.95,2895,102.9516,10.29516358,0.009713299,0.097132988,Yes,NA,NA,NA,NA,No,-0.034033333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 4 grown under high water conditions
2,1,c,oe,4,LoElev,LoWat,9,oe4LoElev9,0,19,19,NA,NA,NA,NA,NA,2.2022,0.789456861,0.1118,NA,NA,2.0904,2.0904,2.2022,0.1118,2.2022,0.1118,Okay,Yes,5.705305784,0.179460136,331.9753708,1.964271897,1.066041625,0.848558942,31.79149363,9.930849832,0.16798474,286.1536994,2.272670062,1.306552681,0.731499654,59.11757127,y,0.1831,0.2597,0.0766,0.0161,0.2436,24.36,-3.757763975,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.0041,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 4 grown under low water conditions
2,14,b,oe,4,LoElev,HiWat,10,oe4LoElev10,8,10,18,0.444444444,0.205596135,0.226690854,0.69067233,0.761537175,17.1404,2.84143825,15.5454,11.8384,3.524,1.595,5.119,5.302,3.707,0.447864576,0.313133532,Okay,Yes,11.22696398,0.224259541,297.5843221,2.720705556,1.183557993,0.767038294,50.06236944,NA,NA,NA,NA,NA,NA,NA,y,0.961,0.9793,0.0183,0.6687,0.3106,31.06,0.972633468,27.28,2728,87.83,8.783000644,0.01138563,0.113856305,Yes,NA,NA,NA,NA,No,-0.034033333,Oreomyrrhis eriopoda,low elevation,high water,low elevation maternal lineage 4 grown under high water conditions
