Block!,Column!,Row!,Species!,Mother,Elevation,Treatment,Replicate!,Abbrev!,T_LL,T_DL,T_LC,P_LL,LMR_D,LMR,RMR_D,RMR,Total_B,Total_Bln,Total_B_D,Total_BG,Total_LL,Total_LD,Total_LF,ABG,ABG_D,ABG_BG,ABG_BG_D,LMR_Comments,Was_Licored!,Photo,Cond,Ci,Trmmol,VpdL,Ci_Ca,WUEi,Photo_D,Cond_D,Ci_D,Trmmol_D,VpdL_D,Ci_Ca_D,WUEi_D,SLA_Licorred,fresh_weight_g,turgid_weight_g,water_uptake_g,water_content_g,dry_weight_g,dry_weight_mg,RWC,area_cm2,area_mm2,SLA_cm_g:4,SLA_mm_mg,LMA_gr,LMA_mm_mg,SLA_Done,%N:1,%C:1,d13C:2,complete,insufficient_sample,Average_PRI,species_name,population,water_treatment,context
1,13,e,ag,5,LoElev,HiWat,17,ag5LoElev17,7,1,8,0.875,0.555555556,0.557404326,0.419983416,0.421381032,0.2412,-1.422128814,0.2404,0.1013,0.134,8e-4,0.1348,0.1399,0.1391,1.381046397,1.373149062,Okay,Yes,10.84929403,0.170204086,276.0136246,2.1163773,1.212020659,0.711221933,63.74285286,7.440808912,0.091250776,254.153122,1.040499837,1.086491099,0.64681774,81.54241791,y,0.1046,0.1256,0.021,0.0898,0.0358,3.58,0.766146993,2.351,235.1,65.6704,6.567039106,0.015227563,NA,Yes,0.7,43.9,-26.51,AGM5L17,No,0.047566667,Aciphylla glacialis,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
1,5,b,ag,5,LoElev,LoWat,18,ag5LoElev18,7,3,10,0.7,0.359556358,0.363399374,0.605107042,0.611574557,0.3877,-0.947523434,0.3836,0.2346,0.1394,0.0041,0.1435,0.15310000000000001,0.149,0.652600171,0.635123615,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1068,0.1166,0.0098,0.0812,0.0354,3.54,0.879310345,2.363,236.3,66.7514,6.675141243,0.014980956,NA,Yes,NA,NA,NA,NA,No,0.033966667,Aciphylla glacialis,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
1,1,g,ag,5,LoElev,HiWat,x1,ag5LoElevx1,NA,5,5,NA,NA,NA,0.928920239,0.976611523,0.1843,-1.691190414,0.1753,0.1712,NA,0.009,0.009,0.0131,0.0041,0.076518692,0.023948598,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1033,0.1202,0.0169,0.0882,0.032,3.2,0.808390023,3.133,313.3,97.9063,9.790625,0.010213853,NA,Yes,NA,NA,NA,NA,No,7e-4,Aciphylla glacialis,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
2,13,e,ag,6,LoElev,LoWat,1,ag6LoElev1,8,5,13,0.615384615,0.522069911,0.545044723,0.411514736,0.429624329,1.459,0.37775127,1.3975,0.6004,0.7617,0.0615,0.8232,0.8586,0.7971,1.430046636,1.327614923,Okay,Yes,8.064744785,0.180387946,302.9186212,1.596612137,0.867073675,0.791990068,44.70778107,7.872548207,0.231708184,319.1512972,2.430661957,1.041522635,0.834126897,33.97613356,y,0.1776,0.1907,0.0131,0.128,0.0627,6.27,0.89765625,NA,NA,NA,0,NA,NA,No,NA,NA,NA,NA,No,-0.0568,Aciphylla glacialis,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
2,11,f,ag,6,LoElev,HiWat,2,ag6LoElev2,9,4,13,0.692307692,0.691909352,0.721464849,0.239232978,0.249452018,1.9504,0.66803448,1.8705,0.4666,1.3495,0.0799,1.4294,1.4838,1.4039,3.180025718,3.00878697,Okay,Yes,10.92193972,0.17843091,237.6303687,1.215735521,0.669886231,0.691868923,61.21102951,12.80412377,0.527373286,318.0411361,2.043971787,0.405120602,0.875392918,24.27905266,y,0.5862,0.5974,0.0112,0.414,0.1834,18.34,0.97294686,11.632,1163.2,63.4242,6.342420938,0.01576685,NA,Yes,NA,NA,NA,NA,No,0.047566667,Aciphylla glacialis,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
3,8,f,ag,6,LoElev,HiWat,3,ag6LoElev3,9,4,13,0.692307692,0.71479444,0.754431729,0.229689867,0.242426792,3.7629,1.325189937,3.5652,0.8643,2.6897,0.1977,2.8874,2.8986,2.7009,3.353696633,3.124956612,Okay,Yes,10.02728795,0.20111877,294.2717929,2.170180524,1.056017696,0.767449915,49.85754406,10.1257944,0.209147184,295.8594297,2.660964605,1.242026408,0.770715562,48.41468186,y,0.4759,0.4902,0.0143,0.343,0.1472,14.72,0.958309038,NA,0,NA,0,NA,NA,No,2.7,44.4,-26.39,AGM6L3,No,0.035466667,Aciphylla glacialis,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
2,11,c,ag,6,LoElev,LoWat,4,ag6LoElev4,8,2,10,0.8,0.569773959,0.584739264,0.364655333,0.374233129,0.5353,-0.624927942,0.5216,0.1952,0.305,0.0137,0.3187,0.3401,0.3264,1.742315574,1.672131148,Okay,Yes,6.127030402,0.155294196,322.3113691,1.897892683,1.18199745,0.817158757,39.45434244,4.528125735,0.160120151,340.400368,2.182552929,1.312803535,0.861296233,28.27954952,y,0.0816,0.0873,0.0057,0.0586,0.0287,2.87,0.902730375,1.868,186.8,65.0871,6.508710801,0.015364026,NA,Yes,1.2,44.9,-28.41,AGM6L4,No,-0.020066667,Aciphylla glacialis,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,3,b,ag,6,LoElev,LoWat,5,ag6LoElev5,10,2,12,0.833333333,0.743148443,0.76563554,0.189037508,0.194757637,1.0691,0.066817173,1.0377,0.2021,0.7945,0.0314,0.8259,0.867,0.8356,4.289955468,4.134586838,Okay,Yes,16.90171007,0.446862702,283.5912334,3.409789714,0.787025693,0.801815497,37.82304944,14.87408412,0.345619579,283.9404382,1.781716109,0.519864961,0.78793015,43.03599979,y,0.3421,0.3583,0.0162,0.2468,0.1115,11.15,0.934359806,7.315,731.5,65.6054,6.560538117,0.015242652,NA,Yes,NA,NA,NA,NA,No,0.047766667,Aciphylla glacialis,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
2,3,e,ag,6,LoElev,HiWat,6,ag6LoElev6,9,6,15,0.6,0.721267712,0.786578083,0.146348142,0.159599881,1.4609,0.379052684,1.3396,0.2138,1.0537,0.1213,1.175,1.2471,1.1258,5.833021515,5.265668849,Okay,Yes,12.3620586,0.205025833,277.9373397,1.80006239,0.860337187,0.725311862,60.29512688,12.79274684,0.517167286,316.5322671,2.022314247,0.411243167,0.871433992,24.73618727,y,0.0669,0.0753,0.0084,0.0523,0.023,2.3,0.839388145,NA,NA,NA,NA,NA,NA,No,1,46.1,-26.52,AGM6L6,No,-0.019166667,Aciphylla glacialis,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
3,10,g,ag,6,LoElev,LoWat,8,ag6LoElev8,6,2,8,0.75,0.668801734,0.708677039,0.259262909,0.274720685,1.0148,0.014691549,0.9577,0.2631,0.6787,0.0571,0.7358,0.7517,0.6946,2.857088559,2.640060813,Okay,Yes,1.399334088,0.028354037,310.4173386,0.408627009,1.35383429,0.779806022,49.35219869,4.875050081,0.134498083,322.8394428,1.157458034,0.82824793,0.829476853,36.24624214,y,0.1971,0.2073,0.0102,0.1411,0.0662,6.62,0.927710843,NA,NA,NA,NA,NA,NA,No,0.7,46.3,-28.16,AGM6L8,No,-0.020066667,Aciphylla glacialis,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,7,f,ag,6,LoElev,LoWat,9,ag6LoElev9,7,7,14,0.5,0.66013434,0.708615179,0.248528495,0.266780644,1.4441,0.36748629,1.3453,0.3589,0.9533,0.0988,1.0521,1.0852,0.9864,3.023683477,2.748397882,Okay,Yes,5.290542296,0.07238961,262.4538053,0.991886125,1.30647495,0.67538831,73.08427708,5.468240261,0.085703494,273.1740768,0.91465762,1.018658668,0.713614826,63.80416943,y,0.2772,0.2881,0.0109,0.1989,0.0892,8.92,0.945198592,6.089,608.9,68.2623,6.826233184,0.014649368,NA,Yes,1.2,46.4,-26.1,AGM6L9,No,-0.034033333,Aciphylla glacialis,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,14,c,ag,6,LoElev,HiWat,10,ag6LoElev10,NA,NA,NA,NA,NA,NA,1,1,0.1121,-2.188363949,0.1121,0.1121,NA,NA,NA,0,0,0,0,Okay,Yes,7.136128746,0.138164132,300.149338,1.807924272,1.266912828,0.765007141,51.64964784,6.828924444,0.118729044,292.2886491,1.362702676,1.104198672,0.744175571,57.51688221,y,0.1011,0.1085,0.0074,0.0348,0.0737,7.37,0.787356322,4.489,448.9,60.9091,6.090909091,0.01641791,NA,Yes,1.3,46.2,-24.84,AGM6L10,No,-0.0299,Aciphylla glacialis,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
3,6,f,ag,6,LoElev,LoWat,11,ag6LoElev11,7,1,8,0.875,0.586907644,0.608917997,0.376945694,0.391082003,1.1564,0.145311731,1.1146,0.4359,0.6787,0.0418,0.7205,0.7205,0.6787,1.652902042,1.557008488,Okay,Yes,3.749774803,0.045322231,254.4379117,0.530744061,1.105558732,0.645464122,82.73588381,3.317036983,0.026500055,189.1411756,0.259739144,0.916112177,0.478285266,125.1709455,y,0.2563,0.2654,0.0091,0.1806,0.0848,8.48,0.949612403,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.019066667,Aciphylla glacialis,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,8,h,ag,6,LoElev,HiWat,12,ag6LoElev12,11,2,13,0.846153846,0.705631659,0.709845353,0.261643836,0.263206247,1.314,0.27307592,1.3062,0.3438,0.9272,0.0078,0.935,0.9702,0.9624,2.821989529,2.79930192,Okay,Yes,13.13864096,0.382118162,329.0574427,2.635704183,0.703018884,0.838438921,34.3837123,15.53888793,0.842726483,346.1765762,6.898203305,0.912572752,0.896520648,18.43882712,y,0.3142,0.3216,0.0074,0.2166,0.105,10.5,0.965835642,6.565,656.5,62.5238,6.252380952,0.015993907,NA,Yes,NA,NA,NA,NA,No,0.047566667,Aciphylla glacialis,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
3,11,f,ag,6,LoElev,HiWat,x1,ag6LoElevx1,8,2,10,0.8,0.785877427,0.811357831,0.172630377,0.17822755,1.5762,0.455016887,1.5267,0.2721,1.2387,0.0495,1.2882,1.3041,1.2546,4.792723264,4.610804851,Okay,Yes,3.19722141,0.031721966,222.1043846,0.434687765,1.291945471,0.567339742,100.7888798,3.620997798,0.04583981,252.8566567,0.773142573,1.590894117,0.649111739,78.99242666,y,0.3326,0.3446,0.012,0.2397,0.1049,10.49,0.949937422,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,-0.034033333,Aciphylla glacialis,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
1,11,g,ag,8,HiElev,LoWat,2,ag8HiElev2,7,3,10,0.7,0.566998469,0.572256569,0.401990812,0.405718702,0.2612,-1.342468882,0.2588,0.105,0.1481,0.0024,0.1505,0.1562,0.1538,1.487619048,1.464761905,Okay,Yes,6.677025354,0.093335412,271.6125094,0.904614291,0.929085904,0.69057138,71.5379643,8.114797716,0.144530868,292.9399925,1.812042928,1.208601088,0.746821648,56.14577589,y,0.0937,0.1023,0.0086,0.0725,0.0298,2.98,0.88137931,2.19,219,73.4899,7.348993289,0.013607306,NA,Yes,2.2,44.5,-26.04,AGM8H2,No,-0.012033333,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 8 grown under low water conditions
2,9,d,ag,8,HiElev,LoWat,4,ag8HiElev4,8,3,11,0.727272727,0.659457073,0.680482806,0.266718164,0.275222045,0.9062,-0.098495247,0.8782,0.2417,0.5976,0.028,0.6256,0.6645,0.6365,2.749275962,2.633429872,Okay,Yes,7.81204614,0.312633939,340.772583,2.415491127,0.763757618,0.878945704,24.98783772,8.796333301,0.041705757,49.22532367,0.432526176,0.971962902,0.124975677,210.9141257,y,0.1557,0.1718,0.0161,0.1207,0.0511,5.11,0.866611433,3.71,371,72.6027,7.260273973,0.013773585,NA,Yes,1.4,46,-25.45,AGM8H4,No,-0.036233333,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 8 grown under low water conditions
2,12,b,ag,8,HiElev,HiWat,5,ag8HiElev5,7,4,11,0.636363636,0.69931833,0.717818461,0.220468765,0.22630116,1.0709,0.068499416,1.0433,0.2361,0.7489,0.0276,0.7765,0.8348,0.8072,3.53578992,3.418890301,Okay,Yes,6.35261272,0.143078869,308.1701824,1.285642397,0.867104148,0.796877052,44.39937752,6.314961967,0.156240253,312.1580654,1.934971866,1.201355026,0.808050138,40.41827778,y,0.3169,0.3316,0.0147,0.2199,0.1117,11.17,0.933151432,6.756,675.6,60.4834,6.048343778,0.016533452,NA,Yes,3,42.7,-26.6,AGM8H5,No,-0.0321,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 8 grown under high water conditions
1,13,g,ag,8,HiElev,HiWat,6,ag8HiElev6,7,6,13,0.538461538,0.659266568,0.698432056,0.256098229,0.271312427,1.8243,0.601196352,1.722,0.4672,1.2027,0.1023,1.305,1.3571,1.2548,2.904751712,2.685787671,Okay,Yes,9.249338008,0.211051362,295.5398602,2.15615228,1.017988987,0.787456461,43.82505721,6.924395927,0.16703053,303.630809,1.993915391,1.176882042,0.799738566,41.45587005,y,0.6252,0.6821,0.0569,0.4844,0.1977,19.77,0.882535095,11.309,1130.9,57.2028,5.720283257,0.017481652,NA,Yes,7.5,41,-26.37,AGM8H6,No,-0.0568,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 8 grown under high water conditions
3,8,h,ag,9,HiElev,HiWat,4,ag9HiElev4,9,0,9,1,0.730758677,0.736263736,0.261764302,0.263736264,1.4578,0.37692845,1.4469,0.3816,1.0653,0.0109,1.0762,1.0762,1.0653,2.820230608,2.791666667,Okay,Yes,3.779913047,0.050122486,267.3542517,0.59264618,1.116141691,0.675953558,75.41351965,3.865856289,0.066441267,292.7561849,1.034947916,1.468675317,0.739856368,58.18456636,y,0.4164,0.465,0.0486,0.3353,0.1297,12.97,0.855055174,NA,NA,NA,NA,NA,NA,No,2.3,43.8,-28.53,AGM9H4,No,0.014233333,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 9 grown under high water conditions
2,7,e,ag,9,HiElev,HiWat,5,ag9HiElev5,7,9,16,0.4375,0.649562794,0.699575701,0.221965984,0.239056194,1.0407,0.039893564,0.9663,0.231,0.676,0.0744,0.7504,0.8097,0.7353,3.505194805,3.183116883,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3705,0.3865,0.016,0.2686,0.1179,11.79,0.940431869,7.916,791.6,67.1416,6.714164546,0.014893886,NA,Yes,NA,NA,NA,NA,No,0.031533333,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 9 grown under high water conditions
3,13,d,ag,9,HiElev,LoWat,6,ag9HiElev6,7,1,8,0.875,0.589190946,0.614064793,0.345283223,0.359860029,0.9233,-0.07980107,0.8859,0.3188,0.544,0.0374,0.5814,0.6045,0.5671,1.896173149,1.778858218,Okay,Yes,0.825129252,0.00683043,198.8379143,0.079502163,1.091786011,0.498608857,120.8019404,0.270147233,0.009858858,346.5114131,0.138739042,1.313791675,0.869073579,27.40147312,y,0.16,0.1768,0.0168,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.018366667,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 9 grown under low water conditions
1,14,d,ag,10,HiElev,LoWat,1,ag10HiElev1,NA,NA,NA,NA,NA,NA,1,1,0.0846,-2.469821012,0.0846,0.0846,NA,NA,0,0,0,0,0,Okay,Yes,5.039811748,0.081793902,280.032612,0.912107413,1.073435435,0.723957026,61.61598417,4.854605355,0.086586197,289.2311967,0.945169112,1.050367061,0.747378302,56.06673496,y,0.1254,0.1326,0.0072,0.0973,0.0353,3.53,0.926002055,2.905,290.5,82.2946,8.229461756,0.012151463,NA,Yes,3.7,43.6,-25.89,AGM10H1,No,-4.33333e-4,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 10 grown under low water conditions
1,1,a,ag,10,HiElev,HiWat,2,ag10HiElev2,6,9,15,0.4,0.684300792,0.749783174,0.199208443,0.218271177,0.758,-0.277071893,0.6918,0.151,0.5187,0.0662,0.5849,0.607,0.5408,4.01986755,3.581456954,Okay,Yes,4.913875785,0.10916979,308.6110869,1.298965025,1.147529572,0.792879319,45.01131463,5.543615234,0.101107639,291.2747084,1.264954598,1.197986616,0.750741407,54.82884652,y,0.2992,0.315,0.0158,0.2282,0.0868,8.68,0.930762489,6.715,671.5,77.3618,7.736175115,0.012926284,NA,Yes,3.3,45.8,-29.55,AGM10H2,No,0.039066667,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 10 grown under high water conditions
3,1,c,ag,10,HiElev,HiWat,5,ag10HiElev5,16,3,19,0.842105263,0.695524762,0.7139358,0.278687152,0.2860642,2.3887,0.870749285,2.3271,0.6657,1.6614,0.0616,1.723,1.723,1.6614,2.588252967,2.495718792,Okay,Yes,8.955536177,0.210484721,304.3701921,1.799624247,0.843755615,0.799590997,42.5472032,12.26538775,0.123738893,208.072448,1.191646517,0.929250355,0.553648812,99.12314117,y,0.6734,0.689,0.0156,0.4809,0.2081,20.81,0.967560823,13.8,1380,66.3143,6.631427198,0.01507971,NA,Yes,2.8,44.4,-26.98,AGM10H5,No,-0.0222,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 10 grown under high water conditions
2,11,a,ag,10,HiElev,LoWat,6,ag10HiElev6,7,NA,7,NA,0.487084871,0.492537313,0.487084871,0.492537313,0.1084,-2.22192719,0.1072,0.0528,0.0528,0.0012,0.054,0.0556,0.0544,1.053030303,1.03030303,Okay,Yes,0.766276779,0.015254637,310.360968,0.207998908,1.278786911,0.778605481,50.23238341,8.767577151,0.040926613,44.96998448,0.435978564,0.996764636,0.114145106,214.2267933,y,0.0323,0.033,7e-4,0.0219,0.0111,1.11,0.96803653,0.874,87.4,78.7387,7.873873874,0.012700229,NA,Yes,2.1,46,-28.02,AGM10H6,No,0.0039,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 10 grown under low water conditions
3,7,d,ag,10,HiElev,HiWat,7,ag10HiElev7,8,6,14,0.571428571,0.727809078,0.812399881,0.132188796,0.147552655,1.8814,0.632016181,1.6855,0.2487,1.3693,0.1959,1.5652,1.6327,1.4368,6.5649376760000004,5.777241657,Okay,Yes,1.797987084,0.020409789,248.4240638,0.247352781,1.138396552,0.62693848,88.09434958,2.986736916,0.031249689,234.2614465,0.341050969,1.025238424,0.594842157,95.57653355,y,0.5174,0.5178,4e-4,0.3614,0.1564,15.64,0.998893193,10.22,1022,65.3453,6.534526854,0.015303327,0.153033268,Yes,4.5,41.7,-28.19,AGM10H7,No,0.040833333,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 10 grown under high water conditions
2,10,d,ag,11,HiElev,HiWat,2,ag11HiElev2,8,8,16,0.5,0.669374779,0.694139194,0.258212646,0.267765568,0.5662,-0.568807906,0.546,0.1462,0.379,0.0202,0.3992,0.42,0.3998,2.872777018,2.734610123,Okay,Yes,7.276484735,0.157207515,301.1295175,1.379378456,0.843850239,0.787549188,46.28585801,4.91985436,0.09382836,297.7097691,1.346505699,1.366605357,0.756312791,52.43461953,y,0.1716,0.1831,0.0115,0.1267,0.0564,5.64,0.909234412,3.905,390.5,69.2376,6.923758865,0.014443022,0.144430218,Yes,2.8,44.8,-25.61,AGM11H2,No,-0.0133,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 11 grown under high water conditions
1,5,g,ag,11,HiElev,LoWat,3,ag11HiElev3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Root Weight,Yes,3.009856047,0.074389784,320.900696,0.723988195,0.931590442,0.817782191,40.46061038,0.092263,0.004077809,358.4760924,0.055276097,1.269611404,0.896684146,22.62562908,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.036,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 11 grown under low water conditions
1,4,e,ag,11,HiElev,HiWat,5,ag11HiElev5,10,6,16,0.625,0.724705404,0.749527212,0.207639171,0.214750998,0.4922,-0.708870141,0.4759,0.1022,0.3567,0.0163,0.373,0.39,0.3737,3.816046967,3.656555773,Okay,Yes,14.13245374,0.35505413,316.3727818,2.829329799,0.800596419,0.813597995,39.80365963,14.33983686,0.500262805,323.7206204,3.111475291,0.642000959,0.857613912,28.66460731,y,0.1356,0.1468,0.0112,0.1069,0.0399,3.99,0.895229186,3.554,355.4,89.0727,8.90726817,0.011226787,0.112267867,Yes,3.6,44.3,-25.72,AGM11H5,No,0.032133333,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 11 grown under high water conditions
2,8,g,ag,11,HiElev,LoWat,6,ag11HiElev6,13,2,15,0.866666667,0.787572525,0.790531655,0.174620999,0.175277099,0.5343,-0.6267978,0.5323,0.0933,0.4208,0.002,0.4228,0.441,0.439,4.726688103,4.705251876,Okay,Yes,7.424890854,0.216441333,331.3180439,2.578383329,1.160637727,0.837923524,34.30440368,7.288773798,0.20357615,326.7777542,2.126017344,1.013121545,0.8330631,35.8036725,y,0.0667,0.0722,0.0055,0.0523,0.0199,1.99,0.894837476,1.937,193.7,97.3367,9.733668342,0.010273619,0.10273619,Yes,2.7,42.5,-23.43,AGM11H6,No,-0.034033333,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 11 grown under low water conditions
1,8,g,ag,12,HiElev,HiWat,2,ag12HiElev2,10,9,19,0.526315789,0.683249526,0.719050924,0.243013766,0.255747376,2.4262,0.886326247,2.3054,0.5896,1.6577,0.1208,1.7785,1.8366,1.7158,3.114993216,2.910108548,Okay,Yes,14.24835445,0.36511825,316.3470089,2.162075409,0.609336095,0.81604384,39.02394479,12.26147536,0.462866855,328.3449481,4.439588133,1.007615569,0.861177756,26.49028602,y,0.5293,0.5562,0.0269,0.3869,0.1693,16.93,0.93047299000000006,9.745,974.5,57.5605,5.756054341,0.017373012,0.173730118,Yes,5,43.4,-25.45,AGM12H2,No,0.047566667,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 12 grown under high water conditions
3,2,d,ag,12,HiElev,LoWat,3,ag12HiElev3,7,3,10,0.7,0.654190002,0.683556266,0.285838522,0.298669671,2.8747,1.055948321,2.7512,0.8217,1.8806,0.1235,2.0041,2.053,1.9295,2.498478764,2.348180601,Okay,Yes,11.82024277,0.180686961,272.8574563,2.092356932,1.125058967,0.704509101,65.41834965,17.58184988,0.171798651,209.458128,1.729636681,0.975140591,0.546466129,102.3398602,y,0.6107,0.6372,0.0265,0.4308,0.2064,20.64,0.938486537,14.86,1486,71.9961,7.199612403,0.013889637,0.138896366,Yes,1.2,44.4,-25.89,AGM12H3,No,0.047566667,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 12 grown under low water conditions
2,9,g,ag,12,HiElev,LoWat,4,ag12HiElev4,9,7,16,0.5625,0.715152072,0.778222178,0.17237894,0.187581242,1.0883,0.084616846,1.0001,0.1876,0.7783,0.0882,0.8665,0.9007,0.8125,4.801172708,4.331023454,Okay,Yes,4.654485918,0.11787595,314.1064353,1.142693837,0.941832951,0.815554311,39.48630664,3.582969311,0.093682601,309.1571877,0.817868014,0.839901216,0.820016588,38.24583521,y,0.2491,0.2609,0.0118,0.1774,0.0835,8.35,0.933483653,6.559,655.9,78.5509,7.85508982,0.012730599,0.127305992,Yes,3.4,45.8,-25.28,AGM12H4,No,-0.0568,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 12 grown under low water conditions
3,6,a,ag,12,HiElev,HiWat,5,ag12HiElev5,18,5,23,0.782608696,0.712229467,0.733480176,0.258798095,0.266519824,8.6496,2.157513077,8.399,2.2385,6.1605,0.2506,6.4111,6.4111,6.1605,2.864016082,2.752066116,Okay,Yes,8.914584729,0.140221291,267.7541572,1.620046539,1.124291607,0.706192938,63.57511525,12.79153334,0.146737629,222.7212034,1.270410329,0.841077656,0.599563047,87.17282297,y,1.0674,1.0838,0.0164,0.7279,0.3559,35.59,0.977469433,19.91,1991,55.9427,5.594268053,0.017875439,0.178754395,Yes,2.1,46.4,-27.86,AGM12H5,No,-0.018666667,Aciphylla glacialis,high elevation,high water,high elevation maternal lineage 12 grown under high water conditions
1,15,f,ag,12,HiElev,LoWat,6,ag12HiElev6,10,7,17,0.588235294,0.606010156,0.628724415,0.327478565,0.339753001,1.2013,0.183404304,1.1579,0.3934,0.728,0.0434,0.7714,0.8079,0.7645,2.053634977,1.943314692,Okay,Yes,10.02336238,0.142470593,261.3509174,1.295417109,0.885227038,0.683742093,70.35390393,6.20557309,0.083049411,258.539179,1.278746298,1.461072655,0.665707121,74.72145823,y,0.2363,0.2512,0.0149,0.1726,0.0786,7.86,0.913673233,6.163,616.3,78.4097,7.840966921,0.012753529,0.127535291,Yes,3,46.3,-25.68,AGM12H6,No,0.022266667,Aciphylla glacialis,high elevation,low water,high elevation maternal lineage 12 grown under low water conditions
1,14,h,oe,1,LoElev,LoWat,1,oe1LoElev1,13,13,26,0.5,0.105775518,0.128320378,0.705935343,0.856397511,6.8825,1.928981958,5.6733,4.8586,0.728,1.2092,1.9372,2.0239,0.8147,0.416560326,0.167682048,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4302,0.4538,0.0236,0.3154,0.1384,13.84,0.925174382,11.82,1182,85.4046,8.540462428,0.011708968,0.117089679,Yes,NA,NA,NA,NA,No,0.0039,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 1 grown under low water conditions
2,10,h,oe,1,LoElev,LoWat,2,oe1LoElev2,4,12,16,0.25,0.113938637,0.133333333,0.726004705,0.849585616,8.3308,2.11995949,7.119,6.0482,0.9492,1.2118,2.161,2.2826,1.0708,0.377401541,0.17704441,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1802,0.1982,0.018,0.1419,0.0563,5.63,0.873150106,4.022693,402.2693,71.451,7.14510302,0.013995599,0.139955995,Yes,NA,NA,NA,NA,No,0.032366667,Oreomyrrhis eriopoda,low elevation,low water,low elevation maternal lineage 1 grown under low water conditions
