species name,number of replicates / species,Organ,LDMC_g_kg,LMA_g_m2,leaf_ash_g_kg,leaf_Si_g_kg,leaf_P_g_kg,leaf_N_g_kg,leaf_C_g_kg,leaf phenolics_g_kg,leaf flavonoids_g_kg,leaf tannins_g_kg,leaf C_thirteen,leaf force_of_fracture_N,leaf toughness_N_m (force fracture divided by leaf/culm thickness),Health status,Development state,Date and time of sampling,Latitude,Longitude,Dataset owner,Affiliations,Dataset name,Dataset reference,plant_photosynthetic_organ,Florabase habitat,Habitat,Soil sampling sub-zone
Schoenus subfasicularis,3,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.768705956,1501.324244,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus subfasicularis,3,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.095210671,1947.229986,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus subfasicularis,3,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.262084931,1172.946309,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Chaetospora subbulbosa,,,,,,,,,,,,,,,,,,,,,,,,,culm,"Sand; Swamps, winter-wet depressions",West,Zone 2
Chorizandra enodis,,,,,,,,,,,,,,,,,,,,,,,,,culm,"Clayey sand; Swamps, seepages",East,Zone 5
Cyathochaeta avenacea,,,,,,,,,,,,,,,,,,,,,,,,,leaf,"Sand, laterite loam; Peaty swamps",East,Zone 6
Cyathochaeta equitans,,,,,,,,,,,,,,,,,,,,,,,,,leaf,Sand; well-drained,Dune,Zone 9
Gahnia trifida,,,,,,,,,,,,,,,,,,,,,,,,,leaf,"Sand, sometimes saline; Swamps, creeks",East,Zone 5
Lepidosperma leptostachyum,,,,,,,,,,,,,,,,,,,,,,,,,culm,"Sand, sandy loam, slopes; well-drained",Dune,Zone 9
Lepidosperma pubisquameum,,,,,,,,,,,,,,,,,,,,,,,,,culm,"Sand, sandy clay; well-drained",Dune,Zone 9
Lepidosperma rostratum,,,,,,,,,,,,,,,,,,,,,,,,,culm,"Peaty sand, clay",East,Zone 5
Lepidosperma sp. Kenwick (C. Tauss 2598),,,,,,,,,,,,,,,,,,,,,,,,,culm,Not available (new species),West,Zone 2
Machaerina juncea,,,,,,,,,,,,,,,,,,,,,,,,,culm,Sandy waterlogged soils,West,Zone 4
Mesomelaena pseudostygia,,,,,,,,,,,,,,,,,,,,,,,,,culm,Sand; well-drained,Dune,Zone 9
Mesomelaena tetragona,,,,,,,,,,,,,,,,,,,,,,,,,culm,"Sand, sandy clay",East,Zone 8
Morelotia octandra,,,,,,,,,,,,,,,,,,,,,,,,,leaf,"Sand, loam; Swamps, rocky hillsides",East,Zone 7
Schoenus caespititius,,,,,,,,,,,,,,,,,,,,,,,,,culm,"Sand; Coastal areas, swamps",West,Zone 1
Schoenus efoliatus,,,,,,,,,,,,,,,,,,,,,,,,,culm,"Peaty sand, sandy clay; Winter-wet flats, swamps",West,Zone 2
Schoenus rigens,,,,,,,,,,,,,,,,,,,,,,,,,leaf,Sand; Swamps,East,Zone 6
Schoenus subfascicularis,,,,,,,,,,,,,,,,,,,,,,,,,culm,"Sand, loam; Swamps, winter-wet depressions",West,Zone 3
