taxon_name,trait_name,value_type,value,unit,original_name,observation_id,value_new
Cyanella hyacinthoides,leaf_length,minimum,150,mm,Cyanella hyacinthoides,0987,NA
Cyanella hyacinthoides,leaf_length,maximum,300,mm,Cyanella hyacinthoides,0987,NA
Cyanella hyacinthoides,plant_height,maximum,0.4,m,Cyanella hyacinthoides,0987,NA
Cycas angulata,plant_height,maximum,12,m,Cycas angulata,0990,NA
Cycas arenicola,plant_height,maximum,2.5,m,Cycas arenicola,0991,NA
Cycas armstrongii,leaf_width,minimum,4.5,mm,Cycas armstrongii,0992,NA
Cycas armstrongii,leaf_width,maximum,8,mm,Cycas armstrongii,0992,NA
Cycas armstrongii,plant_height,maximum,6,m,Cycas armstrongii,0992,NA
Cycas arnhemica,plant_height,maximum,7 2.5,m,Cycas arnhemica,0993,NA
Cycas badensis,plant_height,maximum,8,m,Cycas badensis,0997,NA
Cycas basaltica,plant_height,maximum,4,m,Cycas basaltica,0998,NA
Cycas brunnea,plant_height,maximum,5,m,Cycas brunnea,0999,NA
Cycas cairnsiana,plant_height,maximum,5,m,Cycas cairnsiana,1000,NA
Cycas calcicola,plant_height,maximum,5,m,Cycas calcicola,1001,NA
Cycas canalis,leaf_width,minimum,4.5,mm,Cycas canalis,1002,NA
Cycas canalis,leaf_width,maximum,8 7.5,mm,Cycas canalis,1002,NA
Cycas canalis,plant_height,maximum,5,m,Cycas canalis,1002,NA
Cycas conferta,plant_height,maximum,7,m,Cycas conferta,1005,NA
Cycas couttsiana,plant_height,maximum,7,m,Cycas couttsiana,1006,NA
Cycas desolata,leaf_width,minimum,3.5,mm,Cycas desolata,1007,NA
Cycas desolata,leaf_width,maximum,5,mm,Cycas desolata,1007,NA
Cycas desolata,plant_height,maximum,7,m,Cycas desolata,1007,NA
Cycas furfuracea,plant_height,maximum,4,m,Cycas furfuracea,1008,NA
Cycas lane-poolei,plant_height,maximum,8,m,Cycas lane-poolei,1009,NA
Cycas maconochiei subsp. maconochiei,plant_height,maximum,7 5,m,Cycas maconochiei subsp. lanata,1011,NA
Cycas maconochiei subsp. viridis,plant_height,maximum,6,m,Cycas maconochiei subsp. viridis,1013,NA
Cycas media,plant_height,maximum,6,m,Cycas media,1014,NA
Cycas megacarpa,plant_height,maximum,6,m,Cycas megacarpa,1018,NA
Cycas ophiolitica,plant_height,maximum,7,m,Cycas ophiolitica,1019,NA
Cycas orientis,plant_height,maximum,7,m,Cycas orientis,1020,NA
Cycas platyphylla,plant_height,maximum,4,m,Cycas platyphylla,1021,NA
Cycas pruinosa,plant_height,maximum,2.5,m,Cycas pruinosa,1022,NA
Cycas semota,plant_height,maximum,5,m,Cycas semota,1023,NA
Cycas silvestris,plant_height,maximum,4,m,Cycas silvestris,1024,NA
Cycas tuckeri,plant_height,maximum,5,m,Cycas tuckeri,1025,NA
Cycas xipholepis,plant_height,maximum,6,m,Cycas xipholepis,1026,NA
Cycas yorkiana,plant_height,maximum,4,m,Cycas yorkiana,1027,NA
Dampiera carinata,leaf_width,minimum,8,mm,Dampiera carinata,1035,NA
Dampiera diversifolia,plant_height,maximum,0.5,m,Dampiera diversifolia,1043,NA
Dampiera dysantha,plant_height,maximum,0.7,m,Dampiera dysantha,1044,NA
Dampiera haematotricha,plant_height,maximum,0.4,m,Dampiera haematotricha,1053,NA
Dampiera hederacea,plant_height,maximum,0.4,m,Dampiera hederacea,1056,NA
Dampiera heteroptera,leaf_width,minimum,3,mm,Dampiera heteroptera,1057,NA
Dampiera marifolia,plant_height,maximum,0.6,m,Dampiera marifolia,1074,NA
Dampiera pedunculata,plant_height,maximum,0.7,m,Dampiera pedunculata,1079,NA
Dampiera rosmarinifolia,plant_height,maximum,0.6,m,Dampiera rosmarinifolia,1083,NA
Dampiera stenophylla,leaf_width,minimum,2.7,mm,Dampiera stenophylla,1091,NA
Dampiera stenophylla,plant_height,maximum,0.6,m,Dampiera stenophylla,1091,NA
Dasypogon bromeliifolius,leaf_length,minimum,550,mm,Dasypogon bromeliifolius,1114,NA
Dasypogon bromeliifolius,plant_height,maximum,1,m,Dasypogon bromeliifolius,1114,NA
Dasypogon hookeri,plant_height,maximum,3,m,Dasypogon hookeri,1115,NA
Dasypogon obliquifolius,plant_height,maximum,1,m,Dasypogon obliquifolius,1116,NA
Dendrocnide photinophylla,plant_height,maximum,25,m,Dendrocnide photinophylla,1124,NA
Dendrophthoe acacioides subsp. longifolia,leaf_width,minimum,2,mm,Dendrophthoe acacioides subsp. longifolia,1127,NA
Dianella longifolia var. stenophylla,leaf_width,minimum,3,mm,Dianella longifolia var. stenophylla,1165,NA
Dianella pavopennacea,leaf_length,minimum,50,mm,Dianella pavopennacea,1170,NA
Dianella pavopennacea,leaf_length,maximum,500,mm,Dianella pavopennacea,1170,NA
Dianella pavopennacea var. major,plant_height,maximum,0.6,m,Dianella pavopennacea var. major,1171,NA
Dianella pavopennacea var. robusta,leaf_width,minimum,20,mm,Dianella pavopennacea var. robusta,1173,NA
Dianella pavopennacea var. robusta,leaf_width,maximum,20,mm,Dianella pavopennacea var. robusta,1173,NA
Dianella pavopennacea var. robusta,plant_height,maximum,1.2,m,Dianella pavopennacea var. robusta,1173,NA
Dianella revoluta var. minor,leaf_length,minimum,2.5,mm,Dianella revoluta var. minor,1179,NA
Dianella revoluta var. minor,leaf_length,maximum,3.5,mm,Dianella revoluta var. minor,1179,NA
Diaspasis filifolia,leaf_length,minimum,40,mm,Diaspasis filifolia,1184,NA
Dichopogon capillipes,plant_height,maximum,0.3,m,Dichopogon capillipes,1186,NA
Arthropodium fimbriatum,plant_height,maximum,0.35,m,Dichopogon fimbriatus,1187,NA
Dichopogon preissii,plant_height,maximum,0.35,m,Dichopogon preissii,1188,NA
Arthropodium strictum,plant_height,maximum,0.65,m,Dichopogon strictus,1189,NA
Diplarrena latifolia,plant_height,maximum,1,m,Diplarrena latifolia,1200,NA
Diplarrena moraea,plant_height,maximum,0.7,m,Diplarrena moraea,1201,NA
Dodonaea caespitosa,leaf_width,minimum,1,mm,Dodonaea caespitosa,1231,NA
Dodonaea falcata,leaf_width,minimum,1,mm,Dodonaea falcata,1238,NA
Dodonaea filifolia,leaf_width,minimum,1,mm,Dodonaea filifolia,1239,NA
Dodonaea humifusa,plant_height,maximum,1,m,Dodonaea humifusa,1246,NA
Dodonaea procumbens,plant_height,maximum,1.5,m,Dodonaea procumbens,1269,NA
Dodonaea rigida,leaf_width,minimum,1,mm,Dodonaea rigida,1272,NA
Doryanthes excelsa,plant_height,maximum,2.5,m,Doryanthes excelsa,1296,NA
Doryanthes palmeri,plant_height,maximum,3,m,Doryanthes palmeri,1297,NA
Banksia arctotidis,plant_height,maximum,0.7,m,Dryandra arctotidis,1304,NA
Banksia pellaeifolia,plant_height,maximum,1.7,m,Dryandra blechnifolia,1313,NA
Banksia idiogenes,plant_height,maximum,0.7,m,Dryandra idiogenes,1363,NA
Banksia lepidorhiza,plant_height,maximum,1.5,m,Dryandra lepidorhiza,1369,NA
Banksia nobilis subsp. fragrans,leaf_width,minimum,5,mm,Dryandra nobilis subsp. fragrans,1392,NA
Banksia nobilis subsp. fragrans,leaf_width,maximum,9,mm,Dryandra nobilis subsp. fragrans,1392,NA
Banksia nobilis subsp. nobilis,leaf_width,minimum,8,mm,Dryandra nobilis subsp. nobilis,1393,NA
Banksia nobilis subsp. nobilis,leaf_width,maximum,25,mm,Dryandra nobilis subsp. nobilis,1393,NA
Banksia acuminata,leaf_length,minimum,70,mm,Dryandra preissii,1406,NA
Banksia acuminata,leaf_length,maximum,150,mm,Dryandra preissii,1406,NA
Banksia acuminata,leaf_width,minimum,30,mm,Dryandra preissii,1406,NA
Banksia acuminata,leaf_width,maximum,80,mm,Dryandra preissii,1406,NA
Banksia acuminata,plant_height,maximum,1,m,Dryandra preissii,1406,NA
Banksia subulata,plant_height,maximum,0.5,m,Dryandra subulata,1441,NA
Banksia tenuis,plant_height,maximum,1.5,m,Dryandra tenuifolia,1442,NA
Drymophila cyanocarpa,plant_height,maximum,0.4,m,Drymophila cyanocarpa,1452,NA
Drymophila moorei,plant_height,maximum,0.3,m,Drymophila moorei,1453,NA
Endiandra floydii,leaf_length,minimum,105,mm,Endiandra floydii,1477,NA
Endiandra floydii,leaf_width,minimum,35,mm,Endiandra floydii,1477,NA
Epilobium curtisiae,plant_height,maximum,0.15,m,Epilobium curtisiae,1516,NA
Epilobium fugitivum,plant_height,maximum,0.1,m,Epilobium fugitivum,1517,NA
Epilobium perpusillum,plant_height,maximum,0.1,m,Epilobium perpusillum,1521,NA
Epilobium tasmanicum,plant_height,maximum,0.15,m,Epilobium tasmanicum,1524,NA
Epilobium willisii,plant_height,maximum,0.1,m,Epilobium willisii,1526,NA
Eupomatia laurina,plant_height,maximum,8,m,Eupomatia laurina,1533,NA
Exocarpos humifusus,plant_height,maximum,1,m,Exocarpos humifusus,1540,NA
Exocarpos nanus,plant_height,maximum,1,m,Exocarpos nanus,1542,NA
Ficus obliqua,plant_height,maximum,15,m,Ficus obliqua,1578,NA
Franklandia fucifolia,plant_height,maximum,1.6,m,Franklandia fucifolia,1617,NA
Franklandia triaristata,leaf_length,minimum,350,mm,Franklandia triaristata,1618,NA
Franklandia triaristata,plant_height,maximum,1,m,Franklandia triaristata,1618,NA
Fumaria muralis subsp. muralis,leaf_length,maximum,5,mm,Fumaria muralis subsp. muralis,1619,NA
Fumaria muralis subsp. muralis,leaf_width,maximum,3,mm,Fumaria muralis subsp. muralis,1619,NA
Glischrocaryon roei,leaf_length,minimum,10,mm,Glischrocaryon roei,1635,NA
Globba marantina,leaf_length,minimum,150,mm,Globba marantina,1636,NA
Globba marantina,leaf_width,minimum,50,mm,Globba marantina,1636,NA
Gonocarpus confertifolius var. helmsii,plant_height,maximum,0.27,m,Gonocarpus confertifolius var. helmsii,1646,NA
Gonocarpus humilis,plant_height,maximum,0.3,m,Gonocarpus humilis,1659,NA
Gonocarpus micranthus subsp. micranthus,plant_height,maximum,0.1,m,Gonocarpus micranthus subsp. micranthus,1666,NA
Gonocarpus micranthus subsp. ramosissimus,plant_height,maximum,0.4,m,Gonocarpus micranthus subsp. ramosissimus,1667,NA
Goodenia affinis,plant_height,maximum,0.3,m,Goodenia affinis,1684,NA
Goodenia anfracta,plant_height,maximum,0.1,m,Goodenia anfracta,1687,NA
Goodenia angustifolia,leaf_width,minimum,0.5,mm,Goodenia angustifolia,1688,NA
Goodenia arenicola,plant_height,maximum,0.3,m,Goodenia arenicola,1690,NA
Goodenia argillacea,plant_height,maximum,0.7,m,Goodenia argillacea,1691,NA
Goodenia armstrongiana,plant_height,maximum,0.6,m,Goodenia armstrongiana,1693,NA
Goodenia arthrotricha,leaf_length,minimum,50,mm,Goodenia arthrotricha,1694,NA
Goodenia azurea,leaf_length,minimum,70,mm,Goodenia azurea,1695,NA
Goodenia azurea,leaf_width,minimum,15,mm,Goodenia azurea,1695,NA
Goodenia blackiana,plant_height,maximum,0.2,m,Goodenia blackiana,1703,NA
Goodenia brachypoda,plant_height,maximum,0.25,m,Goodenia brachypoda,1704,NA
Goodenia byrnesii,plant_height,maximum,0.3,m,Goodenia byrnesii,1706,NA
Goodenia campestris,plant_height,maximum,0.5,m,Goodenia campestris,1709,NA
Goodenia centralis,plant_height,maximum,0.8,m,Goodenia centralis,1710,NA
Goodenia chthonocephala,leaf_length,minimum,80,mm,Goodenia chthonocephalata,1712,NA
Goodenia chthonocephala,leaf_width,minimum,3,mm,Goodenia chthonocephalata,1712,NA
Goodenia chthonocephala,plant_height,maximum,0.3,m,Goodenia chthonocephalata,1712,NA
Goodenia cirrifica,leaf_width,minimum,8,mm,Goodenia cirrifica,1713,NA
Goodenia convexa,plant_height,maximum,0.5,m,Goodenia convexa,1716,NA
Goodenia coronopifolia,leaf_length,minimum,20,mm,Goodenia coronopifolia,1717,NA
Goodenia coronopifolia,leaf_length,maximum,100,mm,Goodenia coronopifolia,1717,NA
Goodenia coronopifolia,leaf_width,minimum,1,mm,Goodenia coronopifolia,1717,NA
Goodenia coronopifolia,leaf_width,maximum,10,mm,Goodenia coronopifolia,1717,NA
Goodenia coronopifolia,plant_height,maximum,0.4,m,Goodenia coronopifolia,1717,NA
Goodenia cycloptera,plant_height,maximum,0.3,m,Goodenia cycloptera,1720,NA
Goodenia delicata,plant_height,maximum,0.5,m,Goodenia delicata,1723,NA
Goodenia eatoniana,leaf_width,minimum,15,mm,Goodenia eatoniana,1731,NA
Goodenia fasciculata,leaf_width,minimum,0.5,mm,Goodenia fasciculata,1736,NA
Goodenia fordiana,plant_height,maximum,0.3,m,Goodenia fordiana,1739,NA
Goodenia forrestii,plant_height,maximum,0.5,m,Goodenia forrestii,1740,NA
Goodenia geniculata,plant_height,maximum,0.25,m,Goodenia geniculata,1741,NA
Goodenia gibbosa,plant_height,maximum,0.4,m,Goodenia gibbosa,1742,NA
Goodenia glabra,plant_height,maximum,0.3,m,Goodenia glabra,1743,NA
Goodenia goodeniacea,plant_height,maximum,0.5,m,Goodenia goodeniacea,1749,NA
Goodenia grandiflora,leaf_width,minimum,60,mm,Goodenia grandiflora,1751,NA
Goodenia havilandii,plant_height,maximum,0.4,m,Goodenia havilandii,1753,NA
Goodenia hederacea,plant_height,maximum,0.3,m,Goodenia hederacea,1754,NA
Goodenia helmsii,leaf_length,minimum,2,mm,Goodenia helmsii,1757,NA
Goodenia heppleana,leaf_length,minimum,80,mm,Goodenia heppleana,1758,NA
Goodenia heppleana,plant_height,maximum,0.5,m,Goodenia heppleana,1758,NA
Goodenia heteromera,plant_height,maximum,0.2,m,Goodenia heteromera,1760,NA
Goodenia hirsuta,plant_height,maximum,0.3,m,Goodenia hirsuta,1767,NA
Goodenia holtzeana,plant_height,maximum,0.6,m,Goodenia holtzeana,1769,NA
Goodenia integerrima,leaf_length,minimum,70,mm,Goodenia integerrima,1772,NA
Goodenia integerrima,plant_height,maximum,0.1,m,Goodenia integerrima,1772,NA
Goodenia iyouta,plant_height,maximum,0.4,m,Goodenia iyouta,1773,NA
Goodenia kakadu,leaf_length,minimum,3,mm,Goodenia kakadu,1775,NA
Goodenia kakadu,leaf_length,maximum,3,mm,Goodenia kakadu,1775,NA
Goodenia kakadu,plant_height,maximum,0.2,m,Goodenia kakadu,1775,NA
Goodenia krauseana,plant_height,maximum,0.2,m,Goodenia krauseana,1777,NA
Goodenia laevis,plant_height,maximum,0.7,m,Goodenia laevis,1778,NA
Goodenia lanata,plant_height,maximum,0.3,m,Goodenia lanata,1780,NA
Goodenia leiosperma,plant_height,maximum,0.6,m,Goodenia leiosperma,1782,NA
Goodenia lobata,plant_height,maximum,0.2,m,Goodenia lobata,1785,NA
Goodenia lyrata,plant_height,maximum,0.13,m,Goodenia lyrata,1787,NA
Goodenia maideniana,plant_height,maximum,0.4,m,Goodenia maideniana,1791,NA
Goodenia malvina,plant_height,maximum,0.3,m,Goodenia malvina,1792,NA
Goodenia megasepala,plant_height,maximum,0.25,m,Goodenia megasepala,1793,NA
Goodenia micrantha,plant_height,maximum,0.25,m,Goodenia micrantha,1794,NA
Goodenia mimuloides,plant_height,maximum,0.4,m,Goodenia mimuloides,1796,NA
Goodenia modesta,leaf_length,minimum,80,mm,Goodenia modesta,1798,NA
Goodenia modesta,leaf_width,minimum,20,mm,Goodenia modesta,1798,NA
Goodenia neogoodenia,leaf_length,minimum,8,mm,Goodenia neogoodenia,1802,NA
Goodenia neogoodenia,leaf_length,maximum,8,mm,Goodenia neogoodenia,1802,NA
Goodenia neogoodenia,leaf_width,minimum,8,mm,Goodenia neogoodenia,1802,NA
Goodenia neogoodenia,leaf_width,maximum,8,mm,Goodenia neogoodenia,1802,NA
Goodenia neogoodenia,plant_height,maximum,0.4,m,Goodenia neogoodenia,1802,NA
Goodenia occidentalis,plant_height,maximum,0.4,m,Goodenia occidentalis,1805,NA
Goodenia ochracea,plant_height,maximum,0.15,m,Goodenia ochracea,1806,NA
Goodenia odonnellii,plant_height,maximum,0.4,m,Goodenia odonnellii,1807,NA
Goodenia peacockiana,leaf_width,minimum,12,mm,Goodenia peacockiana,1813,NA
Goodenia peacockiana,plant_height,maximum,0.25,m,Goodenia peacockiana,1813,NA
Goodenia pinnatifida,plant_height,maximum,0.4,m,Goodenia pinnatifida,1818,NA
Goodenia porphyrea,plant_height,maximum,0.5,m,Goodenia porphyrea,1819,NA
Goodenia potamica,plant_height,maximum,0.2,m,Goodenia potamica,1820,NA
Goodenia prostrata,plant_height,maximum,0.3,m,Goodenia prostrata,1821,NA
Goodenia pumilio,plant_height,maximum,0.1,m,Goodenia pumilio,1824,NA
Goodenia pusilliflora,plant_height,maximum,0.2,m,Goodenia pusilliflora,1828,NA
Goodenia racemosa var. racemosa,leaf_width,maximum,4,mm,Goodenia racemosa var. racemosa,1834,NA
Goodenia redacta,plant_height,maximum,0.15,m,Goodenia redacta,1836,NA
Goodenia rupestris,leaf_width,minimum,10,mm,Goodenia rupestris,1840,NA
Goodenia rupestris,plant_height,maximum,0.2,m,Goodenia rupestris,1840,NA
Goodenia schwerinensis,plant_height,maximum,0.4,m,Goodenia schwerinensis,1845,NA
Goodenia sepalosa,plant_height,maximum,0.4,m,Goodenia sepalosa,1846,NA
Goodenia stellata,plant_height,maximum,0.2,m,Goodenia stellata,1850,NA
Goodenia stenophylla,leaf_width,minimum,0.5,mm,Goodenia stenophylla,1852,NA
Goodenia stephensonii,leaf_width,minimum,3.5,mm,Goodenia stephensonii,1853,NA
Goodenia subauriculata,leaf_length,minimum,80,mm,Goodenia subauriculata,1857,NA
Goodenia subauriculata,leaf_width,minimum,5,mm,Goodenia subauriculata,1857,NA
Goodenia subauriculata,plant_height,maximum,0.1,m,Goodenia subauriculata,1857,NA
Goodenia symonii,plant_height,maximum,0.2,m,Goodenia symonii,1859,NA
Goodenia tenuiloba,leaf_length,minimum,50,mm,Goodenia tenuiloba,1860,NA
Goodenia tenuiloba,leaf_length,maximum,100,mm,Goodenia tenuiloba,1860,NA
Goodenia tenuiloba,leaf_width,maximum,40,mm,Goodenia tenuiloba,1860,NA
Goodenia trichophylla,leaf_width,minimum,2,mm,Goodenia trichophylla,1861,NA
Goodenia triodiophila,leaf_width,minimum,1,mm,Goodenia triodiophila,1862,NA
Goodenia tripartita,plant_height,maximum,0.3,m,Goodenia tripartita,1863,NA
Goodenia wilunensis,plant_height,maximum,0.3,m,Goodenia wilunensis,1875,NA
Goodenia xanthosperma,plant_height,maximum,0.3,m,Goodenia xanthosperma,1876,NA
Grevillea cirsiifolia,plant_height,maximum,2,m,Grevillea cirsiifolia,1962,NA
Grevillea commutata subsp. pinnatisecta,leaf_width,minimum,1,mm,Grevillea commutata subsp. pinnatisecta,1968,NA
Grevillea commutata subsp. pinnatisecta,leaf_width,maximum,3,mm,Grevillea commutata subsp. pinnatisecta,1968,NA
Grevillea concinna,leaf_length,minimum,20,mm,Grevillea concinna,1969,NA
Grevillea concinna,leaf_length,maximum,70,mm,Grevillea concinna,1969,NA
Grevillea concinna,leaf_width,minimum,0.9,mm,Grevillea concinna,1969,NA
Grevillea concinna,leaf_width,maximum,4.5,mm,Grevillea concinna,1969,NA
Grevillea diffusa subsp. diffusa,leaf_length,minimum,15,mm,Grevillea diffusa subsp. diffusa,1999,NA
Grevillea diffusa subsp. diffusa,leaf_length,maximum,45,mm,Grevillea diffusa subsp. diffusa,1999,NA
Grevillea diffusa subsp. diffusa,leaf_width,minimum,2,mm,Grevillea diffusa subsp. diffusa,1999,NA
Grevillea diffusa subsp. diffusa,leaf_width,maximum,4,mm,Grevillea diffusa subsp. diffusa,1999,NA
Grevillea diffusa subsp. diffusa,plant_height,maximum,0.5,m,Grevillea diffusa subsp. diffusa,1999,NA
Grevillea divaricata,plant_height,maximum,0.4,m,Grevillea divaricata,2006,NA
Grevillea dryandri subsp. dryandri,plant_height,maximum,1,m,Grevillea dryandri subsp. dryandri,2015,NA
Grevillea exposita,leaf_length,minimum,15,mm,Grevillea exposita,2034,NA
Grevillea exposita,leaf_length,maximum,30,mm,Grevillea exposita,2034,NA
Grevillea exposita,leaf_width,minimum,1.2,mm,Grevillea exposita,2034,NA
Grevillea exposita,leaf_width,maximum,4,mm,Grevillea exposita,2034,NA
Grevillea goodii,plant_height,maximum,0.3,m,Grevillea goodii,2055,NA
Grevillea hakeoides subsp. hakeoides,leaf_length,minimum,30,mm,Grevillea hakeoides subsp. hakeoides,2061,NA
Grevillea haplantha subsp. haplantha,plant_height,maximum,1.2,m,Grevillea haplantha subsp. haplantha,2067,NA
Grevillea humifusa,plant_height,maximum,0.3,m,Grevillea humifusa,2080,NA
Grevillea infecunda,plant_height,maximum,1.2,m,Grevillea infecunda,2091,NA
Grevillea laurifolia,plant_height,maximum,0.5,m,Grevillea laurifolia,2120,NA
Grevillea longistyla,leaf_width,minimum,1.5,mm,Grevillea longistyla,2135,NA
Grevillea longistyla,leaf_width,maximum,4,mm,Grevillea longistyla,2135,NA
Grevillea marriottii,leaf_width,minimum,1.5,mm,Grevillea marriottii,2148,NA
Grevillea marriottii,leaf_width,maximum,3.5,mm,Grevillea marriottii,2148,NA
Grevillea monslacana,leaf_length,minimum,30,mm,Grevillea monslacana,2164,NA
Grevillea monslacana,leaf_length,maximum,70,mm,Grevillea monslacana,2164,NA
Grevillea monslacana,leaf_width,minimum,8,mm,Grevillea monslacana,2164,NA
Grevillea monslacana,leaf_width,maximum,13,mm,Grevillea monslacana,2164,NA
Grevillea nematophylla subsp. supraplana,leaf_width,minimum,0.8,mm,Grevillea nematophylla subsp. supraplana,2181,NA
Grevillea nematophylla subsp. supraplana,leaf_width,maximum,1.5,mm,Grevillea nematophylla subsp. supraplana,2181,NA
Grevillea obliquistigma,leaf_width,minimum,0.8,mm,Grevillea obliquistigma,2187,NA
Grevillea obliquistigma,leaf_width,maximum,2,mm,Grevillea obliquistigma,2187,NA
Grevillea obliquistigma subsp. cullenii,leaf_width,maximum,0.8,mm,Grevillea obliquistigma subsp. cullenii,2188,NA
Grevillea oligomera,leaf_width,minimum,1,mm,Grevillea oligomera,2200,NA
Grevillea oligomera,leaf_width,maximum,1.3,mm,Grevillea oligomera,2200,NA
Grevillea olivacea,leaf_width,minimum,5,mm,Grevillea olivacea,2201,NA
Grevillea paradoxa,leaf_width,minimum,0.5,mm,Grevillea paradoxa,2209,NA
Grevillea paradoxa,leaf_width,maximum,1.5,mm,Grevillea paradoxa,2209,NA
Grevillea patentiloba subsp. patentiloba,leaf_length,minimum,10,mm,Grevillea patentiloba subsp. patentiloba,2217,NA
Grevillea patentiloba subsp. patentiloba,leaf_length,maximum,20,mm,Grevillea patentiloba subsp. patentiloba,2217,NA
Grevillea patentiloba subsp. patentiloba,leaf_width,minimum,1,mm,Grevillea patentiloba subsp. patentiloba,2217,NA
Grevillea patentiloba subsp. patentiloba,leaf_width,maximum,2,mm,Grevillea patentiloba subsp. patentiloba,2217,NA
Grevillea petrophiloides subsp. magnifica,plant_height,maximum,4,m,Grevillea petrophiloides subsp. magnifica,2227,NA
Grevillea petrophiloides subsp. petrophiloides,plant_height,maximum,3,m,Grevillea petrophiloides subsp. petrophiloides,2228,NA
Grevillea petrophiloides subsp. remota,plant_height,maximum,3,m,Grevillea petrophiloides subsp. remota,2229,NA
Grevillea pinaster,leaf_width,minimum,0.5,mm,Grevillea pinaster,2238,NA
Grevillea pinaster,leaf_width,maximum,2,mm,Grevillea pinaster,2238,NA
Grevillea prostrata,plant_height,maximum,0.4,m,Grevillea prostrata,2253,NA
Grevillea ramosissima,plant_height,maximum,1.5,m,Grevillea ramosissima,2270,NA
Grevillea refracta subsp. glandulifera,leaf_width,minimum,5,mm,Grevillea refracta subsp. glandulifera,2276,NA
Grevillea refracta subsp. glandulifera,leaf_width,maximum,16,mm,Grevillea refracta subsp. glandulifera,2276,NA
Grevillea refracta subsp. refracta,leaf_width,minimum,2,mm,Grevillea refracta subsp. refracta,2277,NA
Grevillea refracta subsp. refracta,leaf_width,maximum,30,mm,Grevillea refracta subsp. refracta,2277,NA
Grevillea repens,plant_height,maximum,0.5,m,Grevillea repens,2279,NA
Grevillea sarissa,leaf_width,minimum,0.9,mm,Grevillea sarissa,2300,NA
Grevillea sarissa,leaf_width,maximum,2,mm,Grevillea sarissa,2300,NA
Grevillea sarissa subsp. anfractifolia,leaf_width,minimum,1.2,mm,Grevillea sarissa subsp. anfractifolia,2301,NA
Grevillea sarissa subsp. anfractifolia,leaf_width,maximum,2.2,mm,Grevillea sarissa subsp. anfractifolia,2301,NA
Grevillea sarissa subsp. succincta,leaf_width,maximum,1.5,mm,Grevillea sarissa subsp. succincta,2305,NA
Grevillea scapigera,plant_height,maximum,0.4,m,Grevillea scapigera,2309,NA
Grevillea synapheae subsp. A Flora of Australia (S.D.Hopper 6333),leaf_length,minimum,5,mm,Grevillea synapheae subsp. A,2338,NA
Grevillea synapheae subsp. A Flora of Australia (S.D.Hopper 6333),leaf_length,maximum,20,mm,Grevillea synapheae subsp. A,2338,NA
Grevillea synapheae subsp. A Flora of Australia (S.D.Hopper 6333),leaf_width,minimum,2,mm,Grevillea synapheae subsp. A,2338,NA
Grevillea synapheae subsp. A Flora of Australia (S.D.Hopper 6333),leaf_width,maximum,3,mm,Grevillea synapheae subsp. A,2338,NA
Grevillea synapheae subsp. latiloba,leaf_width,minimum,5,mm,Grevillea synapheae subsp. latiloba,2339,NA
Grevillea synapheae subsp. latiloba,leaf_width,maximum,15,mm,Grevillea synapheae subsp. latiloba,2339,NA
Grevillea synapheae subsp. minyulo,leaf_width,minimum,1.5,mm,Grevillea synapheae subsp. minyulo,2340,NA
Grevillea synapheae subsp. minyulo,leaf_width,maximum,3,mm,Grevillea synapheae subsp. minyulo,2340,NA
Grevillea synapheae subsp. pachyphylla,leaf_width,minimum,3,mm,Grevillea synapheae subsp. pachyphylla,2341,NA
Grevillea synapheae subsp. pachyphylla,leaf_width,maximum,11,mm,Grevillea synapheae subsp. pachyphylla,2341,NA
Grevillea synapheae subsp. synapheae,leaf_width,minimum,3,mm,Grevillea synapheae subsp. synapheae,2342,NA
Grevillea synapheae subsp. synapheae,leaf_width,maximum,5,mm,Grevillea synapheae subsp. synapheae,2342,NA
Grevillea trachytheca,leaf_width,minimum,1,mm,Grevillea trachytheca,2352,NA
Grevillea trachytheca,leaf_width,maximum,2,mm,Grevillea trachytheca,2352,NA
Guioa sarcopterifructa,leaf_length,minimum,28,mm,Guioa crenifoliola,2395,NA
Guioa sarcopterifructa,leaf_length,maximum,63,mm,Guioa crenifoliola,2395,NA
Guioa sarcopterifructa,leaf_width,minimum,10,mm,Guioa crenifoliola,2395,NA
Guioa sarcopterifructa,leaf_width,maximum,20,mm,Guioa crenifoliola,2395,NA
Gyrocarpus americanus,leaf_width,minimum,40,mm,Gyrocarpus americanus,2402,NA
Gyrocarpus americanus,leaf_width,maximum,210,mm,Gyrocarpus americanus,2402,NA
Gyrocarpus americanus,plant_height,maximum,12,m,Gyrocarpus americanus,2402,NA
Haemodorum brevisepalum,leaf_width,minimum,1.5,mm,Haemodorum brevisepalum,2409,NA
Haemodorum gracile,leaf_width,minimum,1,mm,Haemodorum gracile,2415,NA
Haemodorum gracile,leaf_width,maximum,1,mm,Haemodorum gracile,2415,NA
Haemodorum parviflorum,leaf_width,maximum,1.5,mm,Haemodorum parviflorum,2419,NA
Haemodorum spicatum,leaf_length,minimum,1,mm,Haemodorum spicatum,2424,NA
Haemodorum spicatum,leaf_length,maximum,3,mm,Haemodorum spicatum,2424,NA
Hakea aculeata,plant_height,maximum,3,m,Hakea aculeata,2428,NA
Hakea divaricata,leaf_width,minimum,0.8,mm,Hakea divaricata,2470,NA
Hakea divaricata,leaf_width,maximum,2.3,mm,Hakea divaricata,2470,NA
