PlantID,Order - APG,Family - APG,Family - BRI old,Family - BRI current,Genus - current,Genus - synonyms,Genus - synonyms,Genus - synonyms,Genus - synonyms,Species - current,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,current full name with authority,current full name without authority,Altitudinal_range_in_Aus_MIN(m),Altitudinal_range_in_Aus_Max(m),Latitudinal_limits_in_Aus_MIN,Latitudinal_limits_in_Aus_MAX,Longitudinal_limits_in_Aus_MIN,Longitudinal_limits_in_Aus_MAX,Endemicity_level,IUCN Conservation_status,EPBC Conservation_status,NCA Conservation_status,Growth Form,Growth Form,Growth Form,Raunkier_life_form,Raunkier_life_form,Raunkier_life_form,,Height_max (m),Clonality,Clonality,Physical_defence,Photosynthetic pathway,Photosynthetic pathway,Photosynthetic pathway,Specific_leaf_area,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Leaf_type,MIN _#_of_leaflets_in_array,MAX_#_of_leaflets_in_array,MIN length Leaflet (mm),MAX length Leaflet (mm),MIN width Leaflet (mm),MAX width Leaflet (mm),Laminar Unit Area (mm2),Leaf_phenology,Leaf_longevity,Leaf_fracture_toughness,Wood_density,1_Nutrient_uptake_strategy,1_Dispersal_mode,2_Dispersal_mode,Fruit_type,Fruit_functional_type ,Fruit_accessories,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Width_fruit(mm),Min_length_seed (mm),Max_length_seed (mm),Min_breadth_seed (mm),Max_breadth_seed(mm),Min_width_seed (mm),Max_width_seed(mm),Seed_mass (g),Resprouting_capacity,Suckering_capacity,1_Pollination_syndrome,Nectar_volume,Nectar_concentration,Sex habit,Sex habit,Sex habit,Sex habit,Shade tolerance,References
5300,Poales,Poaceae,Poaceae,,Digitaria,Panicum ,,,,leucostachya    ,leucostachyum ,,,,,Digitaria leucostachya (Domin) Henrard,Digitaria leucostachya,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1,,,,,,,,50,250,2,8,simple,,,,,,,,450,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Flora of NSW 1993
5301,Poales,Poaceae,Poaceae,,Digitaria,Paspalum ,Panicum ,,,longiflora    ,speciosa ,propinquum ,curvipes ,eriopelis ,brevifolium ,Digitaria longiflora (Retz.) Pers.,Digitaria longiflora,,,,,,,Cosmopolitan,,,,Tussock,Short Basal,,Therophyte,Hemicryophyte,,,0.6,Clonal above ground,,,,,,,25,130,1,5,simple,,,,,,,,139.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Flora of NSW 1993
5302,Poales,Poaceae,Poaceae,,Digitaria,,,,,milanjiana cv. Jarra  ,,,,,,Digitaria milanjiana (Rendle) Stapf cv. Jarra,Digitaria milanjiana cv. Jarra,,,,,,,Gondwanan,,,,Tussock,,,Hemicryophyte,,,,2.5,Clonal below ground,Clonal above ground,,,,,,150,300,3,13,simple,,,,,,,,1080,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,GrassBase/Flora of NSW 1993
5303,Poales,Poaceae,Poaceae,,Digitaria,,,,,minima    ,,,,,,Digitaria minima R.D.Webster,Digitaria minima,,,,,,,Queensland,,,,Tussock,,,Hemicryophyte,,,,0.6,Clonal below ground,,,,,,,5,57,1,2,simple,,,,,,,,27.9,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.000158,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/ePIC/Flora of NSW 1993
5304,Poales,Poaceae,Poaceae,,Digitaria,Panicum ,,,,nematostachya    ,divaricatissimum var. radiatum ,nematostachyum ,,,,Digitaria nematostachya (F.M.Bailey) Henrard,Digitaria nematostachya,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.55,Clonal below ground,,,,,,,60,250,3.5,7,simple,,,,,,,,488.25,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Flora of NSW 1993
5305,Poales,Poaceae,Poaceae,,Digitaria,,,,,orbata    ,blakei ,,,,,Digitaria orbata Hughes,Digitaria orbata,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,,,,,60,300,1.8,7.5,simple,,,,,,,,502.2,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Flora of NSW 1993
5306,Poales,Poaceae,Poaceae,,Digitaria,Panicum ,Leptoloma ,,,papposa    ,papposum ,autumnale ,,,,Digitaria papposa (R.Br.) P.Beauv.,Digitaria papposa,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.7,Clonal below ground,,,,,,,90,270,3,8,simple,,,,,,,,594,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Flora of NSW 1993
5307,Poales,Poaceae,Poaceae,,Digitaria,Panicum ,,,,parviflora    ,striatellum ,parviflorum ,,,,Digitaria parviflora (R.Br.) Hughes,Digitaria parviflora,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.9,Clonal below ground,,,,,,,30,350,3,8,simple,,,,,,,,627,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Flora of NSW 1993
5308,Poales,Poaceae,Poaceae,,Digitaria,Panicum ,,,,radicosa    ,timorensis ,radicosum ,,,,Digitaria radicosa (J.Presl) Miq.,Digitaria radicosa,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.6,,,,,,,,20,100,2,5,simple,,,,,,,,126,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Flora of NSW 1993
5309,Poales,Poaceae,Poaceae,,Digitaria,Panicum ,,,,ramularis    ,ramulare ,,,,,Digitaria ramularis (Trin.) Henrard,Digitaria ramularis,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,0.9,,,,,,,,50,250,1.1,5.5,simple,,,,,,,,297,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.000173,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/ePIC/Flora of NSW 1993
5310,Poales,Poaceae,Poaceae,,Digitaria,Panicum ,,,,setigera    ,pruriens ,sanguinalis ,timorensis var. norfolkiana ,norfolkianum ,sanguinale ,Digitaria setigera Roth ex Roem. & Schult.,Digitaria setigera,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.8,,,,,,,,30,250,3,13,simple,,,,,,,,672,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Flora of NSW 1993
5311,Poales,Poaceae,Poaceae,,Digitaria,,,,,sp. (Mt Mulligan J.R.Clarkson 5821),,,,,,Digitaria sp. (Mt Mulligan J.R.Clarkson 5821),Digitaria sp. (Mt Mulligan J.R.Clarkson 5821),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No obvious special uptake strategy,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,
5312,Poales,Poaceae,Poaceae,,Digitaria,Panicum ,,,,tonsa    ,nematostchya ,radiatum ,,,,Digitaria tonsa Hughes,Digitaria tonsa,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.6,Clonal below ground,,,,,,,80,220,3.5,6.2,simple,,,,,,,,436.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Flora of NSW 1993
5313,Poales,Poaceae,Poaceae,,Digitaria,Panicum ,,,,violascens    ,steudelianum ,recta ,hinensis ,,,Digitaria violascens Link,Digitaria violascens,,,,,,,Cosmopolitan,,,,Tussock,Short Basal,,Therophyte,,,,0.6,,,,C4,,,,30,250,2,7,simple,,,,,,,,378,,,,,arbuscular mycorrhiza,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1,1.2,,,,,,,,,,0.00041,,,Wind,,,hermaphrodite,,,,,GrassBase/AusGrass/PIER/Edwards & Still 2008/Wang & Qiu 2006/ePIC/APNI/Flora of NSW 1993
5314,Poales,Poaceae,Poaceae,,Dimeria,,,,,acinaciformis    ,avenacea ,,,,,Dimeria acinaciformis R.Br.,Dimeria acinaciformis,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.4,,,,C4,,,,10,40,1,2,simple,,,,,,,,22.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5315,Poales,Poaceae,Poaceae,,Dimeria,Andropogon ,,,,chloridiformis    ,,,,,,Dimeria chloridiformis (Gaudich.) K.Schum. & Lauterb.,Dimeria chloridiformis,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,80,250,2,6,simple,,,,,,,,396,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5316,Poales,Poaceae,Poaceae,,Dimeria,,,,,ornithopoda    ,avenacea subvar. ornithopoda ,,,,,Dimeria ornithopoda Trin.,Dimeria ornithopoda,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.5,,,,C4,,,,5,70,0.5,3,simple,,,,,,,,39.375,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5317,Poales,Poaceae,Poaceae,,Dimeria,,,,,sp. (Mosquito Point J.R.Clarkson+ 9994),,,,,,Dimeria sp. (Mosquito Point J.R.Clarkson+ 9994),Dimeria sp. (Mosquito Point J.R.Clarkson+ 9994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5318,Poales,Poaceae,Poaceae,,Echinochloa,Panicum ,,,,colona    ,colonum ,,,,,Echinochloa colona (L.) Link,Echinochloa colona,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1,Clonal above ground,,,C4,,,,30,300,2,8,simple,,,,,,,,495,,,,,No obvious special uptake strategy,Wind,,,,,1.7,2,,,,,,,,,,0.001,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/PIER/ePIC/APNI/Watson & Dallwitz 1992
5319,Poales,Poaceae,Poaceae,,Echinochloa,Panicum ,Oplismenus ,,,crus-galli    ,,,,,,Echinochloa crus-galli (L.) P.Beauv.,Echinochloa crus-galli,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1.5,,,,C4,,,,5,350,6,20,simple,,,,,,,,1384.5,,,,,arbuscular mycorrhiza,Wind,Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.4,2,1.2,1.6,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/PIER/Edwards & Still 2008/Wang & Qiu 2006/APNI/Watson & Dallwitz 1992
5320,Poales,Poaceae,Poaceae,,Echinochloa,,,,,dietrichiana    ,,,,,,Echinochloa dietrichiana P.W.Michael,Echinochloa dietrichiana,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,2,,,,C4,,,,200,300,10,10,simple,,,,,,,,1500,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992
5321,Poales,Poaceae,Poaceae,,Echinochloa,,,,,elliptica    ,,,,,,Echinochloa elliptica P.W.Michael & Vickery,Echinochloa elliptica,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,1.5,,,,C4,,,,70,500,5,15,simple,,,,,,,,1710,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.9,2.3,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5322,Poales,Poaceae,Poaceae,,Echinochloa,Panicum ,,,,frumentacea    ,frumentaceum ,,,,,Echinochloa frumentacea (Roxb.) Link,Echinochloa frumentacea,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1.5,,,,C4,,,,80,350,5,22,simple,,,,,,,,1741.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5323,Poales,Poaceae,Poaceae,,Echinochloa,,,,,inundata    ,,,,,,Echinochloa inundata P.W.Michael & Vickery,Echinochloa inundata,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,1.5,,,,C4,,,,100,400,6,15,simple,,,,,,,,1575,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.8,2.2,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5324,Poales,Poaceae,Poaceae,,Echinochloa,,,,,kimberleyensis    ,,,,,,Echinochloa kimberleyensis P.W.Michael & Vickery,Echinochloa kimberleyensis,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,2,,,,C4,,,,150,420,4,15,simple,,,,,,,,1624.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,2.75,3.5,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5325,Poales,Poaceae,Poaceae,,Echinochloa,,,,,oryzoides    ,,,,,,Echinochloa oryzoides (Ard.) Fritsch,Echinochloa oryzoides,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1.5,,,,C4,,,,70,350,4,12,simple,,,,,,,,1008,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5326,Poales,Poaceae,Poaceae,,Echinochloa,Pseudechinolaena ,Oplismenus ,,,polystachya cv. Amity  ,,,,,,Echinochloa polystachya (Kunth) Hitchc. cv. Amity,Echinochloa polystachya cv. Amity,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,3,,,,C4,,,,250,500,20,35,simple,,,,,,,,6187.5,,,,,No obvious special uptake strategy,Water,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/PIER
5327,Poales,Poaceae,Poaceae,,Echinochloa,,,,,telmatophila    ,,,,,,Echinochloa telmatophila P.W.Michael & Vickery,Echinochloa telmatophila,,,,,,,Gondwanan,,,,Tussock,,,Therophyte,,,,1.8,,,,C4,,,,100,350,7,18,simple,,,,,,,,1687.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.8,2.3,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5328,Poales,Poaceae,Poaceae,,Echinochloa,Panicum ,,,,turneriana    ,turnerianum ,,,,,Echinochloa turneriana (Domin) J.M.Black,Echinochloa turneriana,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,1.3,,,,C4,,,,50,300,4,15,simple,,,,,,,,997.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992
5329,Poales,Poaceae,Poaceae,,Echinopogon,,,,,nutans var. nutans  ,,,,,,Echinopogon nutans C.E.Hubb. var. nutans,Echinopogon nutans var. nutans,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C3,,,,20,170,2,8,simple,,,,,,,,285,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,3,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5330,Poales,Poaceae,Poaceae,,Echinopogon,,,,,ovatus var. ovatus  ,,,,,,Echinopogon ovatus (G.Forst.) P.Beauv. var. ovatus,Echinopogon ovatus var. ovatus,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,,,,,C3,,,,,,,,simple,,,,,,,,,,,,,No obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC
5332,Poales,Poaceae,Poaceae,,Ectrosia,,,,,agrostoides    ,,,,,,Ectrosia agrostoides Benth.,Ectrosia agrostoides,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.4,,,,,,,,10,90,0.2,2,simple,,,,,,,,33,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,0.6,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5333,Poales,Poaceae,Poaceae,,Ectrosia,,,,,anomala    ,,,,,,Ectrosia anomala C.E.Hubb.,Ectrosia anomala,,,,,,,Queensland,,,,Tussock,,,Therophyte,,,,0.6,,,,,,,,30,100,0.7,3,simple,,,,,,,,72.15,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5334,Poales,Poaceae,Poaceae,,Ectrosia,,,,,appressa    ,,,,,,Ectrosia appressa S.T.Blake,Ectrosia appressa,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.5,,,,,,,,70,130,2,4,simple,,,,,,,,180,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1.4,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,GrassBase
5335,Poales,Poaceae,Poaceae,,Ectrosia,,,,,blakei    ,,,,,,Ectrosia blakei C.E.Hubb.,Ectrosia blakei,,,,,,,Australia,,vulnerable,vulnerable,Tussock,,,Therophyte,,,,0.45,,,,,,,,50,100,1,2.5,simple,,,,,,,,78.75,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.5,2,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase/NCA 2006/EPBC 1999
5336,Poales,Poaceae,Poaceae,,Ectrosia,,,,,confusa    ,,,,,,Ectrosia confusa C.E.Hubb.,Ectrosia confusa,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.31,,,,,,,,40,80,0.6,2,simple,,,,,,,,46.8,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5337,Poales,Poaceae,Poaceae,,Ectrosia,,,,,danesii    ,appressa ,,,,,Ectrosia danesii Domin,Ectrosia danesii,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.4,,,,,,,,40,85,1.5,4,simple,,,,,,,,103.125,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1,1.5,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5338,Poales,Poaceae,Poaceae,,Ectrosia,,,,,gulliveri    ,,,,,,Ectrosia gulliveri F.Muell.,Ectrosia gulliveri,,,,,,,Queensland,,,,Tussock,,,Therophyte,,,,0.55,,,,,,,,50,120,0.7,4,simple,,,,,,,,119.85,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5339,Poales,Poaceae,Poaceae,,Ectrosia,Ectrosiopsis ,Eragrostis ,,,lasioclada    ,eragrostoides ,,,,,Ectrosia lasioclada (Merr.) S.T.Blake,Ectrosia lasioclada,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.9,,,,,,,,100,300,1,3.1,simple,,,,,,,,246,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/AusGrass
5340,Poales,Poaceae,Poaceae,,Ectrosia,,,,,laxa    ,ovata ,,,,,Ectrosia laxa S.T.Blake,Ectrosia laxa,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.6,,,,,,,,70,150,0.8,2.8,simple,,,,,,,,118.8,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.1,1.7,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5341,Poales,Poaceae,Poaceae,,Ectrosia,,,,,leporina    ,,,,,,Ectrosia leporina R.Br.,Ectrosia leporina,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.9,,,,,,,,50,120,1,4,simple,,,,,,,,127.5,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5342,Poales,Poaceae,Poaceae,,Ectrosia,Planichloa ,,,,nervilemma    ,,,,,,Ectrosia nervilemma (B.K.Simon) Nightingale,Ectrosia nervilemma,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.4,,,,,,,,20,100,1,4,simple,,,,,,,,90,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5343,Poales,Poaceae,Poaceae,,Ectrosia,,,,,ovata    ,,,,,,Ectrosia ovata Nightingale,Ectrosia ovata,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.8,,,,,,,,,,0.8,4,simple,,,,,,,,,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,0.7,1,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,APNI/GrassBase/AusGrass
5344,Poales,Poaceae,Poaceae,,Ectrosia,,,,,scabrida    ,,,,,,Ectrosia scabrida C.E.Hubb.,Ectrosia scabrida,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.4,,,,,,,,60,120,0.7,3,simple,,,,,,,,99.9,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1,1.8,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5345,Poales,Poaceae,Poaceae,,Ectrosia,,,,,schultzii    ,,,,,,Ectrosia schultzii Benth.,Ectrosia schultzii,,,,,,,Australia,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.6,,,,,,,,100,230,2,4.5,simple,,,,,,,,321.75,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5346,Poales,Poaceae,Poaceae,,Ectrosia,,,,,schultzii var. schultzii  ,,,,,,Ectrosia schultzii Benth. var. schultzii,Ectrosia schultzii var. schultzii,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,0.6,,,,,,,,100,230,2,4.5,simple,,,,,,,,321.75,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5347,Poales,Poaceae,Poaceae,,Ectrosia,,,,,schultzii var. annua  ,,,,,,Ectrosia schultzii var. annua C.E.Hubb.,Ectrosia schultzii var. annua,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.6,,,,,,,,100,230,2,4.5,simple,,,,,,,,321.75,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase
5348,Poales,Poaceae,Poaceae,,Eleusine,Eragrostis ,Cynosurus ,,,indica    ,marginata ,indica var. monostachya ,indicus ,,,Eleusine indica (L.) Gaertn.,Eleusine indica,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,Hemicryophyte,,,1,,,,C4,,,,50,400,2.5,8,simple,,,,,,,,708.75,,,,,arbuscular mycorrhiza,Water,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1,1.3,,,,,,,,,,0.00032,,,Wind,,,hermaphrodite,,,,,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC/Wang & Qiu 2006
5349,Poales,Poaceae,Poaceae,,Elionurus,,,,,citreus    ,,,,,,Elionurus citreus (R.Br.) Munro ex Benth.,Elionurus citreus,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1,,,,C4,,,,200,400,2,5,simple,,,,,,,,630,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
5350,Poales,Poaceae,Poaceae,,Elytrophorus,Dactylis ,Echinalysium ,Sesleria ,,spicatus    ,articulatum ,articulatus ,,,,Elytrophorus spicatus (Willd.) E.G.Camus & A.Camus,Elytrophorus spicatus,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.6,,,,C3,,,,50,250,2,6,simple,,,,,,,,360,,,,,No obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/GrassBase/Watson & Dallwitz 1992
