Spp Name,Order,Family,Genus,Species_Code,Plant_height_(m),Leaf_Area_cm2,Seed_Mass_g,"Plant_height_interpolated_(1=Y,0=N)","Leaf_Area_interpolated_(1=Y,0=N)","Seed_Mass_interpolated_(1=Y,0=N)",seed_mass_outcome,plant_height_outcome
Carex lepidocarpa,Poales,Cyperaceae,Carex,406,1.2,0.942478,0.00143,0,0,1,keep,keep
Carex longebrachiata,Poales,Cyperaceae,Carex,407,0.8,0.816814,0.0015556,0,0,0,keep,keep
Carex polyantha,Poales,Cyperaceae,Carex,408,0.8,1.5708,0.00143,0,0,1,keep,keep
Carex raleighii,Poales,Cyperaceae,Carex,410,0.4,2.19911,6.308e-4,0,0,0,keep,keep
Carex tasmanica,Poales,Cyperaceae,Carex,411,0.5,1.25664,0.0012832,0,0,0,keep,keep
Carex tereticaulis,Poales,Cyperaceae,Carex,412,1.2,0.376991,0.0012712,0,0,0,keep,keep
Carpha alpina,Poales,Cyperaceae,Carpha,414,0.1,1.1781,0.0014532,0,0,0,keep,keep
Carpha curvata,Poales,Cyperaceae,Carpha,415,0.45,1.1781,0.0018232,0,1,0,omit,keep
Carpha rodwayi,Poales,Cyperaceae,Carpha,416,0.06,1.1781,0.001546,0,1,0,keep,keep
Carpobrotus rossii,Caryophyllales,Aizoaceae,Carpobrotus,417,0.1,7.85398,0.032975,0,0,1,keep,keep
Cassinia aculeata,Asterales,Asteraceae,Cassinia,418,2.5,0.471239,8.04e-5,0,0,0,keep,keep
Cassytha glabella,Laurales,Lauraaceae,Cassytha,421,0.075,0.950332,0.005264,1,1,0,keep,keep
Cassytha melantha,Laurales,Lauraaceae,Cassytha,422,0.075,0.950332,0.0729716,1,1,0,keep,keep
Cassytha pubescens,Laurales,Lauraaceae,Cassytha,424,0.075,0.950332,0.02369,1,1,0,keep,keep
Catapodium rigidum,Poales,Gramineae,Catapodium,425,0.4,1.09956,0.00108805,0,0,1,keep,keep
Celmisia asteliifolia,Asterales,Asteraceae,Celmisia,427,0.3,5.49779,8.332e-4,0,0,1,keep,keep
Celmisia saxifraga,Asterales,Asteraceae,Celmisia,428,0.3,3.14159,8.332e-4,0,0,0,keep,keep
Cenarrhenes nitida,Proteales,Proteaceae,Cenarrhenes,429,10,28.2743,0.235299,0,0,0,omit,omit
Centaurium tenuiflorum,Gentianales,Gentianaceae,Centaurium,431,0.4,4.71239,8.84e-5,0,0,1,keep,keep
Centella cordifolia,Apiales,Apiaceae,Centella,432,0.1,20.6717,0.0012588,0,1,1,keep,keep
Centipeda elatinoides,Asterales,Asteraceae,Centipeda,434,0.3,0.471239,1.412e-4,0,0,0,omit,keep
Centipeda minima,Asterales,Asteraceae,Centipeda,435,0.2,0.471239,1.412e-4,0,1,1,keep,keep
Centrolepis aristata,Laurales,Centrolepidaceae,Centrolepis,436,0.1,1.1781,8.47e-5,0,0,1,keep,keep
Centrolepis fascicularis,Laurales,Centrolepidaceae,Centrolepis,437,0.05,2.82743,1.368e-4,0,0,0,keep,keep
Centrolepis monogyna,Laurales,Centrolepidaceae,Centrolepis,439,0.05,0.0942478,8.04e-5,0,0,0,omit,keep
Centrolepis muscoides,Laurales,Centrolepidaceae,Centrolepis,440,0.07,0.753982,8.47e-5,0,0,1,keep,keep
Centrolepis polygyna,Laurales,Centrolepidaceae,Centrolepis,443,0.07,0.753982,8.75e-5,0,0,0,keep,keep
Centrolepis strigosa,Laurales,Centrolepidaceae,Centrolepis,444,0.11,0.0942478,3.4e-5,0,0,0,omit,keep
Chamaescilla corymbosa,Asparagales,Asparagaceae,Chamaescilla,447,0.15,18.8496,7.92e-4,0,0,0,keep,keep
Cheesemania radicata,Brassicales,Brassicaceae,Cheesemania,449,0.491667,0.785398,0.0014896,1,1,0,omit,keep
Cheilanthes austrotenuifolia,Polypodiales,Pteridaceae,Cheilanthes,450,0.3,0.141371669,0.0033,0,0,1,keep,keep
Cheilanthes sieberi,Polypodiales,Pteridaceae,Cheilanthes,452,0.35,1.374446786,0.0033,0,0,1,keep,keep
Chiloglottis cornuta,Asparagales,Orchidacae,Chiloglottis,453,0.05,21.9911,1.24e-5,0,0,1,keep,keep
Chiloglottis grammata,Asparagales,Orchidacae,Chiloglottis,454,0.05,21.9911,1.24e-5,0,0,1,keep,keep
Chiloglottis gunnii,Asparagales,Orchidacae,Chiloglottis,455,0.1,9.81748,1.24e-5,0,0,1,keep,keep
Chiloglottis reflexa,Asparagales,Orchidacae,Chiloglottis,457,0.1,9.81748,1.24e-5,0,0,1,keep,keep
Chiloglottis triceratops,Asparagales,Orchidacae,Chiloglottis,459,0.05,6.28319,1.24e-5,0,0,1,keep,keep
Chionogentias diemensis,Gentianales,Gentianaceae,Chionogentias,462,0.36,2.93543,8.84e-5,1,1,1,keep,keep
Chionogentias eichleri,Gentianales,Gentianaceae,Chionogentias,463,0.36,2.93543,8.84e-5,1,1,1,keep,keep
Chionogentias pleurogynoides,Gentianales,Gentianaceae,Chionogentias,465,0.36,2.93543,8.84e-5,1,1,1,keep,keep
Chordifex hookeri,Poales,Restionaceae,Chordifex,468,0.2,6.02139,0.0014557,0,1,1,keep,keep
Chrysocephalum apiculatum,Asterales,Asteraceae,Chrysocephalum,473,0.4,11.8909,6.92e-5,0,1,1,omit,keep
Chrysocephalum semipapposum,Asterales,Asteraceae,Chrysocephalum,475,0.4,11.8909,6.92e-5,1,1,0,keep,keep
Clematis aristata,Ranunculales,Ranunculaceae,Clematis,477,6,35.3429,0.00295,0,0,0,keep,keep
Clematis gentianoides,Ranunculales,Ranunculaceae,Clematis,480,0.45,28.2743,0.0029748,0,0,0,omit,keep
Clematis microphylla,Ranunculales,Ranunculaceae,Clematis,481,6,4.71239,0.0029624,0,0,1,keep,keep
Colobanthus apetalus,Caryophyllales,Caryophyllaceae,Colobanthus,483,0.08,0.384531,8.52e-5,0,1,0,keep,keep
Comesperma calymega,Polygalales,Polygalaceae,Comesperma,486,0.5,0.981748,0.0011082,0,0,1,keep,keep
Comesperma defoliatum,Polygalales,Polygalaceae,Comesperma,487,0.4,0.314159,0.0011082,0,0,1,keep,omit
Comesperma ericinum,Polygalales,Polygalaceae,Comesperma,488,1.5,0.785398,0.0011082,0,0,1,keep,keep
Comesperma retusum,Polygalales,Polygalaceae,Comesperma,489,1.5,0.353429,0.0010268,0,0,0,omit,keep
Comesperma volubile,Polygalales,Polygalaceae,Comesperma,490,2,1.9635,0.0011896,0,0,0,omit,keep
Convolvulus angustissimus,Solanales,Convolvulaceae,Convolvulus,493,0.1,20.4204,0.0022532,1,0,1,keep,keep
Convolvulus erubescens,Solanales,Convolvulaceae,Convolvulus,494,0.1,18.8496,0.0022532,1,0,1,keep,keep
Coprosma hirtella,Gentianales,Rubiaceae,Coprosma,495,2,9.81748,0.0333348,0,0,0,keep,keep
Coprosma moorei,Gentianales,Rubiaceae,Coprosma,496,0.1,0.11781,0.0181281,0,0,1,keep,keep
Coprosma nitida,Gentianales,Rubiaceae,Coprosma,497,2,8.24668,0.017547,0,0,0,keep,keep
Coprosma perpusilla,Gentianales,Rubiaceae,Coprosma,498,0.1,0.192423,0.0181281,0,0,1,keep,keep
Coprosma pumila,Gentianales,Rubiaceae,Coprosma,499,0.1,0.192423,0.0181281,0,0,1,keep,keep
Coprosma quadrifida,Gentianales,Rubiaceae,Coprosma,500,4,0.589049,0.0035024,0,0,0,keep,keep
Coronidium scorpioides,Asterales,Asteraceae,Coronidium,501,0.5,5.65487,1.524e-4,0,0,0,keep,keep
Correa alba,Gentianales,Rutaceae,Correa,502,1.5,7.42201,0.00126821,0,0,1,keep,keep
Correa backhousiana,Gentianales,Rutaceae,Correa,503,2,3.14159,0.00126821,0,0,1,keep,keep
Correa lawrenceana,Gentianales,Rutaceae,Correa,504,9,57.7268,0.00126821,0,0,1,keep,keep
Correa reflexa,Gentianales,Rutaceae,Correa,505,1.5,1.9635,0.00126821,0,0,1,keep,keep
Corunastylis archeri,Asparagales,Orchidacae,Corunastylis,506,0.15,9.42478,1.24e-5,0,0,1,keep,keep
Corybas aconitiflorus,Asparagales,Orchidacae,Corybas,515,0.05,3.92699,1.24e-5,0,0,1,keep,keep
Corybas diemenicus,Asparagales,Orchidacae,Corybas,516,0.04,3.14159,1.24e-5,0,0,1,keep,keep
Corysanthes incurva,Asparagales,Orchidacae,Corysanthes,523,0.05,3.14159,1.24e-5,0,0,1,keep,keep
Cotula alpina,Asterales,Asteraceae,Cotula,524,0.1,1.64934,2.856e-4,0,0,0,keep,keep
Cotula australis,Asterales,Asteraceae,Cotula,525,0.1,1.5708,5.8e-5,0,0,0,omit,keep
Cotula filicula,Asterales,Asteraceae,Cotula,526,0.1,5.89049,1.718e-4,0,0,1,keep,keep
Cotula reptans,Asterales,Asteraceae,Cotula,528,0.15,5.89049,1.718e-4,0,0,1,keep,keep
Craspedia alpina,Asterales,Asteraceae,Craspedia,531,0.3,11.8909,7.776e-4,0,1,1,keep,keep
Craspedia glauca,Asterales,Asteraceae,Craspedia,534,0.6,11.8909,7.776e-4,0,1,0,keep,keep
Crassula decumbens,Saxifragales,Crassulaceae,Crassula,538,0.1,0.125664,9.4e-6,0,0,0,omit,keep
Crassula helmsii,Saxifragales,Crassulaceae,Crassula,540,0.3,0.282743,2.128e-4,0,0,0,omit,keep
Crassula peduncularis,Saxifragales,Crassulaceae,Crassula,542,0.06,0.0392699,5.7e-6,0,0,0,keep,keep
Crassula sieberiana,Saxifragales,Crassulaceae,Crassula,543,0.2,0.235619,3.83e-5,0,0,0,keep,keep
Crepidomanes venosum,Hymenophyllales,Hymenophyllaceae,Crepidomanes,545,0.1375,10.8123,0.0033,1,1,1,keep,keep
Crocosmia Xcrocosmiiflora,Asparagales,Iridaceae,Crocosmia,546,1,125.664,0.00210952,0,0,1,keep,keep
Cryptandra amara,Rosales,Rhamnaceae,Cryptandra,548,1,0.141372,0.0010164,0,0,0,keep,omit
Cryptostylis subulata,Asparagales,Orchidacae,Cryptostylis,551,0.35,47.1239,1.24e-5,0,0,1,keep,keep
Ctenopteris heterophylla,Polypodiales,Polypodiaceae,Ctenopteris,552,0.25,2.199114858,0.0033,0,0,1,keep,keep
Cyathea australis,Cyatheales,Cyatheaceae,Cyathea,557,12,23.5619449,0.0033,0,0,1,keep,keep
Cyathodes abietina,Ericales,Ericaceae,Cyathodes,560,1.45,10.0217,0.0539958,1,1,1,keep,keep
Cyathodes dealbata,Ericales,Ericaceae,Cyathodes,561,0.1,0.0314159,0.0539958,0,0,1,keep,keep
Cyathodes divaricata,Ericales,Ericaceae,Cyathodes,562,0.9,0.0785398,0.0539958,0,0,1,keep,keep
Cyathodes glauca,Ericales,Ericaceae,Cyathodes,563,5,4.869468613,0.0817,0,0,0,keep,keep
Cyathodes juniperina,Ericales,Ericaceae,Cyathodes,564,1.45,10.0217,0.0539958,1,1,1,keep,keep
Cyathodes parvifolia,Ericales,Ericaceae,Cyathodes,565,1.2,0.0471239,0.0539958,0,0,1,keep,keep
Cyathodes pendulosa,Ericales,Ericaceae,Cyathodes,566,1.45,10.0217,0.0539958,1,1,1,keep,keep
Cyathodes petiolaris,Ericales,Ericaceae,Cyathodes,567,0.5,10.0217,0.0539958,0,1,1,keep,keep
Cyathodes straminea,Ericales,Ericaceae,Cyathodes,569,1,10.0217,0.0262916,0,1,0,keep,keep
Cymbonotus preissianus,Asterales,Asteraceae,Cymbonotus,571,0.1,235.619,4.01868e-4,0,0,1,keep,keep
Cynoglossum suaveolens,Lamiales,Boraginaceae,Cynoglossum,573,0.5,39.2699,7.19505e-4,0,0,1,keep,keep
Cyperus gunnii,Poales,Cyperaceae,Cyperus,574,1.5,76.5763,0.00143971,0,0,1,keep,keep
Cyphanthera tasmanica,Solanales,Solanaceae,Cyphanthera,576,4,3.14159,0.0022436,0,0,0,omit,omit
Cyrtostylis reniformis,Asparagales,Orchidacae,Cyrtostylis,577,0.27,10.9956,1.24e-5,0,0,1,keep,keep
Cystopteris tasmanica,Polypodiales,Cystopteridaceae,Cystopteris,579,0.35,0.471238898,0.0033,0,1,1,keep,keep
Dampiera stricta,Asterales,Goodeniaceae,Dampiera,581,0.6,6.71515,0.00125318,0,0,1,keep,omit
Danthonia decumbens,Poales,Poaceae,Danthonia,582,0.3,11.781,0.00120732,0,0,1,keep,keep
Danthonia dimidiata,Poales,Poaceae,Danthonia,583,0.533333,8.83573,0.00120732,1,1,1,keep,keep
Danthonia fortunae-hibernae,Poales,Poaceae,Danthonia,584,0.533333,8.83573,0.00120732,1,1,1,keep,keep
Danthonia gracilis,Poales,Poaceae,Danthonia,585,0.533333,8.83573,0.00120732,1,1,1,keep,keep
Danthonia nivicola,Poales,Poaceae,Danthonia,587,0.3,8.83573,0.00120732,0,1,1,keep,keep
Danthonia nudiflora,Poales,Poaceae,Danthonia,588,0.533333,8.83573,0.00120732,1,1,1,keep,keep
Danthonia pauciflora,Poales,Poaceae,Danthonia,589,0.533333,8.83573,0.00120732,1,1,1,keep,keep
Danthonia semiannularis,Poales,Poaceae,Danthonia,590,1,5.89049,0.00120732,0,0,1,keep,keep
Daucus glochidiatus,Apiales,Apiaceae,Daucus,591,0.6,20.6717,0.0012588,0,1,1,keep,omit
Daviesia latifolia,Fabales,Fabaceae,Daviesia,592,3,54.9779,0.0053396,0,0,0,keep,keep
Daviesia ulicifolia,Fabales,Fabaceae,Daviesia,594,2,9.42478,0.0053396,0,0,1,keep,keep
Derwentia derwentiana,Lamiales,Scrophulariaceae,Derwentia,597,1.5,0.282743,1.66678e-4,0,1,1,keep,keep
Derwentia nivea,Lamiales,Veronicaceae,Derwentia,598,0.5,0.282743,7.19505e-4,0,0,1,keep,keep
Deyeuxia carinata,Poales,Poaceae,Deyeuxia,607,0.5,0.188496,3.42373e-4,0,0,1,keep,keep
Deyeuxia contracta,Poales,Poaceae,Deyeuxia,608,0.9,0.0942478,4.968e-4,0,0,0,keep,keep
Deyeuxia densa,Poales,Poaceae,Deyeuxia,610,0.9,0.499022,2.092e-4,0,1,0,keep,keep
Deyeuxia frigida,Poales,Poaceae,Deyeuxia,611,1.5,0.141372,3.42373e-4,0,0,1,keep,keep
Deyeuxia gunniana,Poales,Poaceae,Deyeuxia,612,0.4,0.00628319,3.42373e-4,0,0,1,keep,keep
Deyeuxia innominata,Poales,Poaceae,Deyeuxia,613,0.3,0.019635,3.284e-4,0,0,0,keep,keep
Deyeuxia minor,Poales,Poaceae,Deyeuxia,614,0.62,3.14159,4.496e-4,0,0,0,keep,keep
Deyeuxia monticola,Poales,Poaceae,Deyeuxia,615,0.7,0.015708,4.5984e-4,0,0,0,keep,keep
Deyeuxia quadriseta,Poales,Poaceae,Deyeuxia,616,1.2,0.384845,1.104e-4,0,0,0,keep,keep
Dianella amoena,Liliales,Liliaceae,Dianella,619,0.45,42.4115,0.0050972,0,0,0,keep,keep
Dianella brevicaulis,Liliales,Liliaceae,Dianella,620,0.5,66.7588,0.0035592,0,0,0,keep,omit
Dianella revoluta,Liliales,Liliaceae,Dianella,621,1,80.1106,0.0048332,0,0,1,keep,keep
Dianella tasmanica,Liliales,Liliaceae,Dianella,622,0.8,62.8319,0.0058432,0,0,0,keep,keep
Dichelachne crinita,Poales,Poaceae,Dichelachne,623,1.5,0.274889,3.52e-4,0,0,0,keep,keep
Dichelachne inaequiglumis,Poales,Poaceae,Dichelachne,624,1,0.0392699,5.224e-4,0,0,0,keep,keep
Dichelachne micrantha,Poales,Poaceae,Dichelachne,625,1.2,0.0706858,4.06933e-4,0,0,1,keep,keep
Dichelachne rara,Poales,Poaceae,Dichelachne,626,1.2,0.0785398,3.464e-4,0,0,0,keep,keep
Dichondra repens,Solanales,Convolvulaceae,Dichondra,628,0.1,4.90874,0.0022532,0,0,1,keep,omit
Dichosciadium ranunculaceum var tasmanicum,Apiales,Apiaceae,Dichosciadium,629,0.1,20.6717,0.0030436,0,1,0,keep,keep
Dicksonia antarctica,Cyatheales,Dicksoniaceae,Dicksonia,630,4.5,23.5619449,0.0033,0,0,1,keep,keep
Digitaria sanguinalis,Poales,Poaceae,Digitaria,631,1,62.8319,0.00120732,0,0,1,keep,keep
Dillwynia cinerascens,Fabales,Fabaceae,Dillwynia,632,1.5,0.785398,0.0038084,0,0,0,keep,keep
Dillwynia glaberrima,Fabales,Fabaceae,Dillwynia,633,2,0.785398,0.0038084,0,0,1,keep,omit
Dillwynia sericea,Fabales,Fabaceae,Dillwynia,634,1,0.785398,0.0038084,0,0,1,keep,keep
Diplarrena latifolia,Asparagales,Iridaceae,Diplarrena,635,1,78.5398,0.0024128,0,0,0,keep,omit
Diplarrena moraea,Asparagales,Iridaceae,Diplarrena,636,100,54.9779,0.0041472,0,0,0,keep,keep
Diplaspis cordifolia,Apiales,Apiaceae,Diplaspis,637,0.1,3.14159,8.74e-4,0,0,1,keep,keep
Diplaspis hydrocotyle,Apiales,Apiaceae,Diplaspis,638,0.1,3.14159,8.74e-4,0,0,0,omit,keep
Dipodium roseum,Asparagales,Orchidacae,Dipodium,644,0.8,3.53429,2.67e-6,0,0,0,keep,keep
Dipsacus fullonum,Dipsacales,Dipsacaceae,Dipsacus,646,2.5,188.496,0.0033,0,0,1,keep,keep
Diselma archeri,Pinales,Cupressaceae,Diselma,649,2.5,0.0235619,0.0015492,0,0,0,keep,keep
Disphyma crassifolium,Caryophyllales,Aizoaceae,Disphyma,650,0.1,3.92699,0.032975,0,0,0,keep,keep
Distichlis distichophylla,Poales,Poaceae,Distichlis,651,0.3,3.14159,0.001424,0,0,0,omit,keep
Dittrichia graveolens,Asterales,Asteraceae,Dittrichia,652,0.5,7.65763,4.01868e-4,0,0,1,keep,omit
Diuris chryseopsis,Asparagales,Orchidacae,Diuris,653,0.3,0.353429,7.72e-5,0,0,0,keep,keep
Diuris orientis,Asparagales,Orchidacae,Diuris,658,0.2,15.708,4.1e-5,0,0,1,keep,keep
Diuris pardina,Asparagales,Orchidacae,Diuris,661,0.4,14.1372,4.8e-6,0,0,0,keep,keep
Diuris sulphurea,Asparagales,Orchidacae,Diuris,662,0.6,15.708,4.1e-5,0,0,1,keep,keep
Dodonaea filiformis,Sapindales,Sapindaceae,Dodonaea,664,2,0.172788,0.0021616,0,0,0,keep,omit
Dodonaea viscosa,Sapindales,Sapindaceae,Dodonaea,665,8,47.1239,0.0021616,0,0,1,keep,keep
Donatia novae-zelandiae,Asterales,Donatiaceae,Donatia,666,0.05,0.785398,1.16e-4,0,0,0,keep,keep
Doodia media,Polypodiales,Blechnaceae,Doodia,670,0.6,1.790707813,0.0033,0,0,1,keep,keep
Dracophyllum milliganii,Ericales,Ericaceae,Dracophyllum,672,0.2,2.35619,5e-5,0,0,0,keep,keep
Dracophyllum minimum,Ericales,Ericaceae,Dracophyllum,673,0.1,0.0942478,1.56e-4,0,0,0,keep,keep
Drosera arcturi,Caryophyllales,Droseraceae,Drosera,676,0.1,5.497787144,1.036e-4,0,0,0,keep,keep
Drosera binata,Caryophyllales,Droseraceae,Drosera,678,0.1,7.85398,3.85e-5,0,0,1,keep,keep
Drosera macrantha,Caryophyllales,Droseraceae,Drosera,682,1.5,0.785398,3.85e-5,0,0,1,keep,keep
Drosera peltata,Caryophyllales,Droseraceae,Drosera,683,0.5,0.384845,1.16e-5,0,0,0,omit,keep
Drosera pygmaea,Caryophyllales,Droseraceae,Drosera,684,0.05,0.0392699,1.66e-5,0,0,0,omit,keep
Drosera spatulata,Caryophyllales,Droseraceae,Drosera,685,0.05,0.942478,2.2e-5,0,0,0,keep,keep
Drymophila cyanocarpa,Liliales,Luzuriagaceae,Drymophila,686,0.4,9.42478,0.0041172,0,0,0,omit,omit
Ehrharta acuminata,Poales,Poaceae,Ehrharta,691,0.6,3.76991,0.00120732,0,0,1,keep,keep
Ehrharta distichophylla,Poales,Poaceae,Ehrharta,692,1,2.51327,0.00120732,0,0,1,keep,keep
Ehrharta juncea,Poales,Poaceae,Ehrharta,693,1,1.64934,0.00120732,0,0,1,keep,keep
Ehrharta oreophila,Poales,Poaceae,Ehrharta,694,0.17,2.74889,0.00120732,0,0,1,keep,keep
Einadia nutans,Caryophyllales,Chenopodiaceae,Einadia,695,0.1,2.35619,0.00614412,0,0,1,keep,keep
Elatine gratioloides,Malpighiales,Elatinaceae,Elatine,697,0.05,0.589049,1.0267e-4,0,0,0,keep,keep
Eleocharis acuta,Poales,Cyperaceae,Eleocharis,698,0.6,7.06858,0.00143667,0,0,1,keep,keep
Eleocharis gracilis,Poales,Cyperaceae,Eleocharis,699,0.5,3.92699,5.076e-4,0,0,0,keep,keep
Eleocharis pusilla,Poales,Cyperaceae,Eleocharis,700,0.25,0.981748,4.84e-4,0,0,0,keep,keep
Eleocharis sphacelata,Poales,Cyperaceae,Eleocharis,701,5,94.2478,0.0033184,0,0,0,keep,keep
Elymus repens,Poales,Poaceae,Elymus,703,0.9,15.708,0.00120732,0,0,1,keep,keep
Elymus scaber,Poales,Poaceae,Elymus,704,1.1,43.1969,0.00120732,0,0,1,keep,keep
Empodisma minus,Poales,Restionaceae,Empodisma,706,2,15.708,0.0014557,0,0,1,keep,keep
Epacris acuminata,Ericales,Ericaceae,Epacris,707,1.5,0.353429,4.52e-5,0,0,0,omit,keep
Epacris corymbiflora,Ericales,Ericaceae,Epacris,711,0.4,0.353429,5.8e-5,0,0,0,omit,keep
Epacris curtisiae,Ericales,Ericaceae,Epacris,712,2,0.212058,4.48e-5,0,0,0,omit,keep
Epacris glabella,Ericales,Ericaceae,Epacris,715,2,0.192423,6.92e-5,0,0,0,omit,keep
Epacris gunnii,Ericales,Ericaceae,Epacris,718,1,0.329867,3.24e-5,0,0,0,omit,keep
Epacris heteronema,Ericales,Ericaceae,Epacris,719,6,0.785398,3.12e-5,0,0,0,omit,keep
Epacris impressa,Ericales,Ericaceae,Epacris,720,1.2,0.296095,4.86e-5,0,0,1,keep,keep
Epacris lanuginosa,Ericales,Ericaceae,Epacris,721,1.6,0.306305,3e-5,0,0,0,omit,keep
Epacris obtusifolia,Ericales,Ericaceae,Epacris,728,1,0.279994,4.86e-5,0,0,1,keep,keep
Epacris serpyllifolia,Ericales,Ericaceae,Epacris,731,1,0.235619,4.17e-5,0,0,0,omit,keep
Epacris tasmanica,Ericales,Ericaceae,Epacris,733,1.5,0.392699,6.76e-5,0,0,0,omit,keep
Epacris virgata,Ericales,Ericaceae,Epacris,734,1.5,0.141372,6.6e-5,0,0,0,keep,keep
Epilobium billardierianum,Myrtales,Onagraceae,Epilobium,735,1,5.65487,4.99e-5,0,0,1,keep,keep
Epilobium curtisiae,Myrtales,Onagraceae,Epilobium,736,0.15,1.41372,4.99e-5,0,0,1,keep,omit
Epilobium gunnianum,Myrtales,Onagraceae,Epilobium,738,0.8,9.42478,6.12e-5,0,0,0,omit,omit
Epilobium hirtigerum,Myrtales,Onagraceae,Epilobium,739,1,3.76991,4.99e-5,0,0,1,keep,keep
Epilobium perpusillum,Myrtales,Onagraceae,Epilobium,741,0.08,0.219911,2.24e-5,0,0,0,omit,keep
Epilobium sarmentaceum,Myrtales,Onagraceae,Epilobium,742,0.4,4.71239,6.6e-5,0,0,0,keep,keep
Epilobium tasmanicum,Myrtales,Onagraceae,Epilobium,743,0.15,0.785398,4.99e-5,0,0,1,keep,keep
Erigeron bellidioides,Asterales,Asteraceae,Erigeron,746,0.3,9.42478,6.196e-4,0,0,0,keep,keep
Erigeron gunnii,Asterales,Asteraceae,Erigeron,747,0.1,0.392699,3.344e-4,0,0,0,keep,keep
Erigeron pappocromus,Asterales,Asteraceae,Erigeron,749,0.1,5.89049,2.428e-4,0,0,0,keep,keep
Erigeron stellatus,Asterales,Asteraceae,Erigeron,750,0.1,2.74889,5.152e-4,0,0,0,keep,keep
Erigeron tasmanicus,Asterales,Asteraceae,Erigeron,751,0.1,2.35619,4.28e-4,0,0,1,keep,keep
Eriochilus cucullatus,Asparagales,Orchidacae,Eriochilus,754,0.25,3.29867,1.24e-5,0,0,1,keep,keep
Eriostemon verrucosus,Sapindales,Rutaceae,Eriostemon,755,1,1.1781,0.00126821,0,0,1,keep,omit
Eriostemon virgatus,Sapindales,Rutaceae,Eriostemon,756,1,0.628319,0.00126821,0,0,1,keep,keep
Eryngium ovinum,Apiales,Apiaceae,Eryngium,757,0.6,39.2699,0.0015084,0,0,0,keep,keep
Eryngium vesiculosum,Apiales,Apiaceae,Eryngium,758,0.1,35.3429,0.0015084,0,0,1,keep,keep
Eucalyptus amygdalina,Myrtales,Myrtaceae,Eucalyptus,760,30,7.85398,4.436e-4,0,0,0,keep,omit
Eucalyptus archeri,Myrtales,Myrtaceae,Eucalyptus,761,10,21.2058,0.00228284,0,0,0,keep,keep
Eucalyptus barberi,Myrtales,Myrtaceae,Eucalyptus,762,8,18.8496,0.0010712,0,0,0,keep,omit
Eucalyptus brookeriana,Myrtales,Myrtaceae,Eucalyptus,763,40,31.4159,6.4804e-4,0,0,0,keep,omit
Eucalyptus coccifera,Myrtales,Myrtaceae,Eucalyptus,764,15,38.4845,0.001119,0,0,0,keep,omit
Eucalyptus dalrympleana,Myrtales,Myrtaceae,Eucalyptus,766,40,39.2699,0.001232,0,0,0,keep,omit
Eucalyptus delegatensis,Myrtales,Myrtaceae,Eucalyptus,767,90,19.635,0.00093000000000000005,0,0,0,keep,omit
Eucalyptus globulus,Myrtales,Myrtaceae,Eucalyptus,768,90,23.5619,0.00297,0,0,0,keep,keep
Eucalyptus gunnii,Myrtales,Myrtaceae,Eucalyptus,769,37,18.8496,3.888e-4,0,0,0,keep,keep
Eucalyptus morrisbyi,Myrtales,Myrtaceae,Eucalyptus,771,12,31.4159,9.6726e-4,0,0,0,keep,keep
Eucalyptus nitida,Myrtales,Myrtaceae,Eucalyptus,773,18,23.5619,3.108e-4,0,0,0,keep,keep
Eucalyptus obliqua,Myrtales,Myrtaceae,Eucalyptus,774,90,120.951,7.544e-4,0,0,0,keep,omit
Eucalyptus ovata var ovata,Myrtales,Myrtaceae,Eucalyptus,775,20,35.3429,4.3481e-4,0,0,0,keep,omit
Eucalyptus pauciflora,Myrtales,Myrtaceae,Eucalyptus,776,8,40.2124,8.229e-4,0,0,0,keep,keep
Eucalyptus pulchella,Myrtales,Myrtaceae,Eucalyptus,778,20,7.85398,8.628e-4,0,0,0,keep,omit
Eucalyptus regnans,Myrtales,Myrtaceae,Eucalyptus,780,114,27.4889,6.028e-4,0,0,0,keep,keep
Eucalyptus risdonii,Myrtales,Myrtaceae,Eucalyptus,781,8,39.2699,0.001115,0,0,0,keep,omit
Eucalyptus rodwayi,Myrtales,Myrtaceae,Eucalyptus,782,20,39.2699,2.408e-4,0,0,0,keep,omit
Eucalyptus rubida,Myrtales,Myrtaceae,Eucalyptus,783,40,29.4524,0.00103685,0,0,1,keep,keep
Eucalyptus sieberi,Myrtales,Myrtaceae,Eucalyptus,784,30,32.9867,0.0034124,0,0,0,keep,keep
Eucalyptus subcrenulata,Myrtales,Myrtaceae,Eucalyptus,785,60,7.06858,8.188e-4,0,0,0,keep,keep
Eucalyptus tenuiramis,Myrtales,Myrtaceae,Eucalyptus,786,25,5.49779,0.00145,0,0,0,keep,omit
Eucalyptus urnigera,Myrtales,Myrtaceae,Eucalyptus,787,40,37.6991,8.42e-4,0,0,0,keep,keep
Eucalyptus vernicosa,Myrtales,Myrtaceae,Eucalyptus,788,4,9.81748,4.3285e-4,0,0,0,keep,omit
Eucalyptus viminalis,Myrtales,Myrtaceae,Eucalyptus,789,40,29.4524,7.312e-4,0,0,0,keep,keep
Euchiton collinus,Asterales,Asteraceae,Euchiton,791,0.35,14.1372,2.2e-5,0,0,0,keep,keep
Euchiton involucratus,Asterales,Asteraceae,Euchiton,792,0.5,15.708,1.81e-5,0,0,0,omit,keep
