dataset_id,taxon_name,source,closest_names,status,ID,genus_known,keep,reason
White_2020,Sclerolaena bicornis var. bifidum,APC list (accepted),Sclerolaena bicornis var. bicornis,accepted,https://id.biodiversity.org.au/node/apni/2915430,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Sclerolaena diacantha/uniflora,APC list (accepted),Sclerolaena sp. [Sclerolaena diacantha/uniflora],accepted,https://id.biodiversity.org.au/node/apni/2900786,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Senecio lautus spp. agg.,APC list (known names),Senecio lautus,misapplied,https://id.biodiversity.org.au/instance/apni/931344,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Senecio lautus subsp. lautus,APC list (accepted),Senecio lautus,misapplied,https://id.biodiversity.org.au/instance/apni/931344,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Senecio tenuiflorus spp. agg.,APC list (accepted),Senecio tenuiflorus,accepted,https://id.biodiversity.org.au/node/apni/2898250,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Senna artemisioides nothosubsp. coriaceae,APC list (accepted),Senna artemisioides subsp. x coriacea,accepted,https://id.biodiversity.org.au/node/apni/2911839,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Senna artemisioides nothosubsp. sturtii,APC list (accepted),Senna artemisioides subsp. x sturtii,accepted,https://id.biodiversity.org.au/node/apni/2920304,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Senna artemisioides spp. agg.,APC list (accepted),Senna artemisioides,accepted,https://id.biodiversity.org.au/taxon/apni/51285233,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Sida corrugata var. corrugata (= broad leaf form),APC list (accepted),Sida corrugata var. corrugata (broad leaf form),accepted,https://id.biodiversity.org.au/node/apni/2910112,TRUE,1,"Fix spelling, but still doesn't align (Elizabeth Wenk, 2020-06-25)"
White_2020,Solanum (Indet,APC list (accepted),Solanum sp. [Solanum (Indet)],accepted,https://id.biodiversity.org.au/node/apni/2908619,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Solanum ellipticum/quadriloculatum,APC list (accepted),Solanum sp. [Solanum ellipticum/quadriloculatum],accepted,https://id.biodiversity.org.au/node/apni/2914514,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Sprengelia incarnata f. 'incarnata',APC list (known names),Sprengelia incarnata f. incarnata,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/938111,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Stipa 0anulla,APC list (known names),Stipa nullanulla,basionym,https://id.biodiversity.org.au/instance/apni/821945,FALSE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Stipa nitida group,APC list (known names),Stipa nitida,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/882902,FALSE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Stylidium calcaratum spp. agg.,APC list (accepted),Stylidium calcaratum,accepted,https://id.biodiversity.org.au/node/apni/2890360,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Tetragonia eremaea/tetragonoides,APC list (accepted),Tetragonia sp. [Tetragonia eremaea/tetragonoides],accepted,https://id.biodiversity.org.au/node/apni/2906303,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelionema caespitosum var. caeruleum,APC list (accepted),Thelionema caespitosum,accepted,https://id.biodiversity.org.au/node/apni/2918860,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelymitra antennifera x gregaria,APNI names,Thelymitra antennifera x Thelymitra gregaria,unplaced,https://id.biodiversity.org.au/name/apni/194779,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelymitra antennifera x luteocilium,APNI names,Thelymitra antennifera x Thelymitra luteocilium,unplaced,https://id.biodiversity.org.au/name/apni/164056,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelymitra aristata x ixioides,APNI names,Thelymitra aristata x Thelymitra ixioides,unplaced,https://id.biodiversity.org.au/name/apni/194780,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelymitra exigua x gregaria,APC list (accepted),Thelymitra exigua x Thelymitra gregaria,accepted,https://id.biodiversity.org.au/taxon/apni/51291031,TRUE,1,"change spelling for hybrid species (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelymitra nuda X simulata,APC list (accepted),Thelymitra nuda x Thelymitra simulata,accepted,https://id.biodiversity.org.au/taxon/apni/51291031,TRUE,1,"change spelling for hybrid species (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelymitra nuda/pauciflora,APC list (accepted),Thelymitra sp. [Thelymitra nuda/pauciflora],accepted,https://id.biodiversity.org.au/node/apni/2913413,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelymitra nuda-pauciflora complex,APC list (accepted),Thelymitra sp. [Thelymitra nuda-pauciflora complex],accepted,https://id.biodiversity.org.au/node/apni/2913413,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelymitra X truncata complex,APNI names,Thelymitra x truncata,unplaced,https://id.biodiversity.org.au/name/apni/160645,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Thelymitra X truncata s.s.,APNI names,Thelymitra x truncata,unplaced,https://id.biodiversity.org.au/name/apni/160645,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Trianthema triquetra var. triquetra,APC list (accepted),Trianthema triquetrum,accepted,https://id.biodiversity.org.au/node/apni/2899237,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Triglochin procerum var. procerum,APC list (known names),Triglochin procera var. procera,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/953886,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Triglochin sp. aff. procera,APC list (known names),Triglochin sp. aff. procera (A),taxonomic synonym,https://id.biodiversity.org.au/instance/apni/953880,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Veronica serpyllifolia subsp. serpyllifolia,APC list (accepted),Veronica serpyllifolia,accepted,https://id.biodiversity.org.au/node/apni/2911562,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Viola cleistogamoides/sieberana,APC list (accepted),Viola sp. [Viola cleistogamoides/sieberana],accepted,https://id.biodiversity.org.au/node/apni/2892434,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Viola hederacea subsp. nov. (Baw Baws),APNI names,Viola hederacea subsp. Baw Baws,unplaced,https://id.biodiversity.org.au/name/apni/199404,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Vittadinia cuneata var. cuneata f. cuneata,APC list (known names),Vittadinia cuneata f. cuneata,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/952920,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Vittadinia cuneata var. cuneata f. minor,APC list (known names),Vittadinia cuneata f. minor,taxonomic synonym,https://id.biodiversity.org.au/instance/apni/952921,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Xanthosia pusilla spp. agg.,APC list (known names),Xanthosia pusilla,taxonomic synonym,https://id.biodiversity.org.au/instance/apni/941127,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Xerochrysum bracteatum subsp. bracteatum,APC list (known names),Helichrysum bracteatum var. bracteatum,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/930909,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Zygophyllum sp. aff. ammophilum,APC list (known names),Zygophyllum ammophilum,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/51311321,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Acmena sp.,APNI names,Syzygium sp.,unplaced,https://id.biodiversity.org.au/name/apni/6965327,TRUE,1,"Alignment with current genus (Elizabeth Wenk, 2020-06-25)"
White_2020,AustroRytidosperma sp.,APNI names,Rytidosperma sp.,,,,1,"Alignment with current genus (Elizabeth Wenk, 2020-06-25)"
