date,habitat,site,bee_taxon,total_bee_n,flower_species,count,basis_of_record,cultivar_status
2017-12,Residential garden,Wembley,Honeybees,608,Seaside daisy,11,captive_cultivated,wild
2017-12,Residential garden,Wembley,Hylaeinae,37,Corymbia calophylla,37,captive_cultivated,wild
2017-12,Residential garden,Wembley,Megachile,5,Crepe myrtle,5,captive_cultivated,cultivar
2017-12,Residential garden,Wilson,Amegilla,1,Duranta repens,1,captive_cultivated,cultivar
2017-12,Residential garden,Wilson,Honeybees,52,Agapanthus ppl,1,captive_cultivated,cultivar
2017-12,Residential garden,Wilson,Honeybees,52,Callistemon viminalis,16,captive_cultivated,wild
2017-12,Residential garden,Wilson,Honeybees,52,Duranta repens,2,captive_cultivated,cultivar
2017-12,Residential garden,Wilson,Honeybees,52,Fragaria Ash tree,22,captive_cultivated,cultivar
2017-12,Residential garden,Wilson,Honeybees,52,Jacksonia sternbergiana,1,captive_cultivated,wild
2017-12,Residential garden,Wilson,Honeybees,52,Lophostemon confertus,5,captive_cultivated,wild
2017-12,Residential garden,Wilson,Honeybees,52,Regelia,1,captive_cultivated,wild
2017-12,Residential garden,Wilson,Honeybees,52,Rosa,4,captive_cultivated,cultivar
2017-12,Residential garden,Wilson,Lipotriches,1,Jacksonia sternbergiana,1,captive_cultivated,wild
2017-12,Residential garden,Wilson,Megachile .,106,Jacksonia scoparia,1,captive_cultivated,wild
2017-12,Residential garden,Wilson,Megachile .,106,Jacksonia sternbergiana,103,captive_cultivated,wild
2017-12,Residential garden,Wilson,Megachile .,106,Regelia,2,captive_cultivated,wild
2018-01,Bushland remnant,Bold Park,Honeybees,209,Banksia attenuata,10,field,wild
2018-01,Bushland remnant,Bold Park,Honeybees,209,Galenia secunda,12,field,wild
2018-01,Bushland remnant,Bold Park,Honeybees,209,Gevillea whiteana,16,field,wild
2018-01,Bushland remnant,Bold Park,Honeybees,209,Jacksonia furcellata,1,field,wild
2018-01,Bushland remnant,Bold Park,Honeybees,209,Pithocarpa cordata,2,field,wild
2018-01,Bushland remnant,Bold Park,Honeybees,209,Rhagodia baccata,168,field,wild
2018-01,Bushland remnant,Bold Park,Lipotriches,12,Corynotheca micrantha,2,field,wild
2018-01,Bushland remnant,Bold Park,Lipotriches,12,Galenia secunda,7,field,wild
2018-01,Bushland remnant,Bold Park,Lipotriches,12,Rhagodia baccata,3,field,wild
2018-01,Bushland remnant,Bold Park,Megachile,166,Corynotheca micrantha,1,field,wild
2018-01,Bushland remnant,Bold Park,Megachile,166,Jacksonia furcellata,165,field,wild
2018-01,Bushland remnant,Kings Park,Honeybees,4,Banksia attenuata,4,field,wild
2018-01,Bushland remnant,Kings Park,Leioproctus,55,Jacksonia sericea,55,field,wild
2018-01,Bushland remnant,Kings Park,Lipotriches,7,Jacksonia sericea,7,field,wild
2018-01,Bushland remnant,Kings Park,Megachile,171,Jacksonia sericea,170,field,wild
2018-01,Bushland remnant,Kings Park,Megachile,171,Jacksonia sternbergiana,1,field,wild
2018-01,Bushland remnant,Maniana,Amegilla,1,Melaleuca seriata,1,field,wild
2018-01,Bushland remnant,Maniana,Euryglossinae,16,Jacksonia floribunda,16,field,wild
2018-01,Bushland remnant,Maniana,Honeybees,168,Astartea scoparia,107,field,wild
2018-01,Bushland remnant,Maniana,Honeybees,168,Jacksonia floribunda,2,field,wild
2018-01,Bushland remnant,Maniana,Honeybees,168,Melaleuca seriata,59,field,wild
2018-01,Bushland remnant,Maniana,Hylaeus,1,Astartea scoparia,1,field,wild
2018-01,Bushland remnant,Maniana,Lipotriches,4218,Astartea scoparia,4213,field,wild
2018-01,Bushland remnant,Maniana,Lipotriches,4218,Kunzea glabrescens,3,field,wild
2018-01,Bushland remnant,Maniana,Lipotriches,4218,Scholtzia involucrata,2,field,wild
2018-01,Bushland remnant,Maniana,Megachile .,53,Jacksonia floribunda,45,field,wild
2018-01,Bushland remnant,Maniana,Megachile .,53,Jacksonia furcellata,1,field,wild
2018-01,Bushland remnant,Maniana,Megachile .,53,Melaleuca seriata,7,field,wild
2018-01,Bushland remnant,Maniana,Thyreus,2,Astartea scoparia,2,field,wild
2018-01,Bushland remnant,Piney Lakes,Amegilla,21,Jacksonia sericea,21,field,wild
2018-01,Bushland remnant,Piney Lakes,Euryglossinae,218,Jacksonia furcellata,218,field,wild
2018-01,Bushland remnant,Piney Lakes,Honeybees,152,Jacksonia furcellata,1,field,wild
2018-01,Bushland remnant,Piney Lakes,Honeybees,152,Scholtzia involucrata,151,field,wild
2018-01,Bushland remnant,Piney Lakes,Hylainae,26,Scholtzia involucrata,26,field,wild
2018-01,Bushland remnant,Piney Lakes,Leioproctus,37,Scholtzia involucrata,37,field,wild
2018-01,Bushland remnant,Piney Lakes,Lipotriches,28,Jacksonia sericea,28,field,wild
2018-01,Bushland remnant,Piney Lakes,Megachile,82,Jacksonia furcellata,45,field,wild
2018-01,Bushland remnant,Piney Lakes,Megachile,82,Jacksonia sericea,36,field,wild
2018-01,Bushland remnant,Piney Lakes,Megachile,82,Scholtzia involucrata,1,field,wild
2018-01,Bushland remnant,Shenton Park,Honeybees,6124,Brazilian pepper (Schinus terebinthifolius),6109,field,cultivar
2018-01,Bushland remnant,Shenton Park,Honeybees,6124,river red gum Eucalyptus camaldulensis,15,field,wild
2018-01,Bushland remnant,Shenton Park,Lipotriches,6,Brazilian pepper (Schinus terebinthifolius),4,field,cultivar
2018-01,Bushland remnant,Shenton Park,Lipotriches,6,Jacksonia sericea,2,field,wild
2018-01,Bushland remnant,Shenton Park,Megachile,35,Brazilian pepper (Schinus terebinthifolius),2,field,cultivar
2018-01,Bushland remnant,Shenton Park,Megachile,35,Jacksonia sericea,33,field,wild
2018-01,Bushland remnant,Star Swamp,Honeybees,78,Banksia attenuata,74,field,wild
2018-01,Bushland remnant,Star Swamp,Honeybees,78,Melaleuca systena,2,field,wild
2018-01,Bushland remnant,Star Swamp,Honeybees,78,Pithocarpa cordata,2,field,wild
2018-01,Bushland remnant,Star Swamp,Megachile,128,Jacksonia sericea,129,field,wild
2018-01,Bushland remnant,Wireless Hill,Amegilla,5,Jacksonia furcellata,4,field,wild
2018-01,Bushland remnant,Wireless Hill,Amegilla,5,Jacksonia sericea,1,field,wild
2018-01,Bushland remnant,Wireless Hill,Euryglossinae,36,Corymbia ficifolia,6,field,wild
2018-01,Bushland remnant,Wireless Hill,Euryglossinae,36,Jacksonia furcellata,4,field,wild
2018-01,Bushland remnant,Wireless Hill,Euryglossinae,36,Jacksonia sericea,1,field,wild
2018-01,Bushland remnant,Wireless Hill,Euryglossinae,36,Jarrah,25,field,wild
2018-01,Bushland remnant,Wireless Hill,Homalictus,5,Corymbia ficifolia,5,field,wild
2018-01,Bushland remnant,Wireless Hill,Honeybees,165,Banksia attenuata,5,field,wild
2018-01,Bushland remnant,Wireless Hill,Honeybees,165,Corymbia ficifolia,125,field,wild
2018-01,Bushland remnant,Wireless Hill,Honeybees,165,Jarrah,35,field,wild
2018-01,Bushland remnant,Wireless Hill,Hylainae,89,Corymbia ficifolia,1,field,wild
2018-01,Bushland remnant,Wireless Hill,Hylainae,89,Jarrah,88,field,wild
2018-01,Bushland remnant,Wireless Hill,Leioproctus,3,Jacksonia sericea,3,field,wild
2018-01,Bushland remnant,Wireless Hill,Lipotriches,2,Arnocrinum preissii,1,field,wild
2018-01,Bushland remnant,Wireless Hill,Lipotriches,2,Jacksonia sericea,1,field,wild
2018-01,Bushland remnant,Wireless Hill,Megachile,50,Jacksonia furcellata,2,field,wild
2018-01,Bushland remnant,Wireless Hill,Megachile,50,Jacksonia sericea,48,field,wild
2018-01,Residential garden,Bibra Lake,Amegilla,10,Duranta repens,6,captive_cultivated,cultivar
2018-01,Residential garden,Bibra Lake,Amegilla,10,Grevillea leucopteris,4,captive_cultivated,wild
2018-01,Residential garden,Bibra Lake,Euryglossinae,90,Corymbia ficifolia,90,captive_cultivated,wild
2018-01,Residential garden,Bibra Lake,Homalictus,24,Corymbia ficifolia,17,captive_cultivated,wild
2018-01,Residential garden,Bibra Lake,Homalictus,24,Jarrah,7,captive_cultivated,wild
2018-01,Residential garden,Bibra Lake,Honeybees,366,Coral vine,105,captive_cultivated,cultivar
2018-01,Residential garden,Bibra Lake,Honeybees,366,Corymbia ficifolia,214,captive_cultivated,wild
2018-01,Residential garden,Bibra Lake,Honeybees,366,Duranta repens,3,captive_cultivated,cultivar
2018-01,Residential garden,Bibra Lake,Honeybees,366,Jarrah,44,captive_cultivated,wild
2018-01,Residential garden,Bibra Lake,Hylainae,127,Corymbia ficifolia,127,captive_cultivated,wild
2018-01,Residential garden,Bibra Lake,Lipotriches,15,Coral vine,13,captive_cultivated,cultivar
2018-01,Residential garden,Bibra Lake,Lipotriches,15,Jarrah,2,captive_cultivated,wild
2018-01,Residential garden,Gosnells,Amegilla,67,Agapanthus,8,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Amegilla,67,Buddlegia purple,10,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Amegilla,67,Buddlegia white,10,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Amegilla,67,Calibrachoa,2,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Amegilla,67,Crepe myrtle,1,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Amegilla,67,Lantana,20,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Amegilla,67,Valerian,16,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Exoneura,1,Riceflower plant,1,captive_cultivated,wild
2018-01,Residential garden,Gosnells,Honeybees,182,Agapanthus,1,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Buddlegia purple,3,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Buddlegia white,25,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Crepe myrtle,10,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Frangipani,2,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Gazania,53,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Geranium Zonal,1,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Grevillea Pink Surprise,17,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Lantana,2,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Onion,9,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Parsley,3,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Riceflower plant,18,captive_cultivated,wild
2018-01,Residential garden,Gosnells,Honeybees,182,Rose,33,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Salvia faricea,1,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Sunflower,2,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Honeybees,182,Valerian,2,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Megachile,9,Gazania,8,captive_cultivated,cultivar
2018-01,Residential garden,Gosnells,Megachile,9,Riceflower plant,1,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Amegilla,89,Abelia,86,captive_cultivated,cultivar
2018-01,Residential garden,Jandakot,Amegilla,89,Duranta repens,3,captive_cultivated,cultivar
2018-01,Residential garden,Jandakot,Honeybees,570,Abelia,24,captive_cultivated,cultivar
2018-01,Residential garden,Jandakot,Honeybees,570,Aptenia cordifolia,6,captive_cultivated,cultivar
2018-01,Residential garden,Jandakot,Honeybees,570,Baekia,18,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Honeybees,570,Banksia attenuata,2,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Honeybees,570,Corymbia ficifolia (red/organge),295,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Honeybees,570,Corymbia ficifolia white,177,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Honeybees,570,Eucalyptus erythrocorys,5,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Honeybees,570,Parsley,4,captive_cultivated,cultivar
2018-01,Residential garden,Jandakot,Honeybees,570,Pelargonium australe,1,captive_cultivated,cultivar
2018-01,Residential garden,Jandakot,Honeybees,570,Regelia ciliata,1,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Honeybees,570,Sambus nigra,1,captive_cultivated,cultivar
2018-01,Residential garden,Jandakot,Honeybees,570,Scholtzia involucrata,6,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Honeybees,570,Strawberry,1,captive_cultivated,cultivar
2018-01,Residential garden,Jandakot,Honeybees,570,Tipuanu tipu,28,captive_cultivated,cultivar
2018-01,Residential garden,Jandakot,Honeybees,570,Vitrix trifolia,1,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Hylainae,121,Corymbia ficifolia (red/organge),12,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Hylainae,121,Corymbia ficifolia white,109,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Megachile,20,Corymbia ficifolia white,2,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Megachile,20,Jacksonia furcellata,14,captive_cultivated,wild
2018-01,Residential garden,Jandakot,Megachile,20,Tipuanu tipu,4,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Amegilla,7,Agapanthus white,6,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Amegilla,7,Brassica oleracea Broccoli,1,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Exoneura,5,Rosemary,5,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Honeybees,108,Agapanthus ppl,9,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Honeybees,108,Agapanthus white,19,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Honeybees,108,Bankisa burdettii,2,captive_cultivated,wild
2018-01,Residential garden,Nedlands,Honeybees,108,Brassica oleracea Broccoli,11,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Honeybees,108,Eruca setica Rocket,2,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Honeybees,108,Frangipani,8,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Honeybees,108,Marianthus bicolor,3,captive_cultivated,wild
2018-01,Residential garden,Nedlands,Honeybees,108,Rosa,20,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Honeybees,108,Tanacetum cinerariifolium,11,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Honeybees,108,Thryptomene saxicola,4,captive_cultivated,wild
2018-01,Residential garden,Nedlands,Honeybees,108,Thymus serpyllum 'Albus' White creeping thyme,13,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Honeybees,108,Thymus serpyllum ppl creeping thyme,6,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Megachile,23,Brassica oleracea Broccoli,18,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Megachile,23,Tanacetum cinerariifolium,1,captive_cultivated,cultivar
2018-01,Residential garden,Nedlands,Megachile,23,Thryptomene saxicola,4,captive_cultivated,wild
2018-01,Residential garden,Osborne Park,Amegilla,10,Duranta repens,10,captive_cultivated,cultivar
2018-01,Residential garden,Osborne Park,Homalictus,7,Corymbia ficifolia (red),6,captive_cultivated,wild
2018-01,Residential garden,Osborne Park,Homalictus,7,Corymbia ficifolia white,1,captive_cultivated,wild
2018-01,Residential garden,Osborne Park,Honeybees,299,Agapanthus white,1,captive_cultivated,cultivar
2018-01,Residential garden,Osborne Park,Honeybees,299,Aptenia cordifolia,4,captive_cultivated,cultivar
2018-01,Residential garden,Osborne Park,Honeybees,299,Astartea,9,captive_cultivated,wild
2018-01,Residential garden,Osborne Park,Honeybees,299,Corymbia ficifolia (red),202,captive_cultivated,wild
2018-01,Residential garden,Osborne Park,Honeybees,299,Corymbia ficifolia white,76,captive_cultivated,wild
2018-01,Residential garden,Osborne Park,Honeybees,299,Duranta repens,4,captive_cultivated,cultivar
2018-01,Residential garden,Osborne Park,Honeybees,299,Euphorbia cyathophora,2,captive_cultivated,cultivar
2018-01,Residential garden,Osborne Park,Honeybees,299,Pandorea jasminoides,1,captive_cultivated,wild
2018-01,Residential garden,Osborne Park,Hylainae,150,Corymbia ficifolia (red),61,captive_cultivated,wild
2018-01,Residential garden,Osborne Park,Hylainae,150,Corymbia ficifolia white,89,captive_cultivated,wild
2018-01,Residential garden,Osborne Park,Leioproctus,1,Corymbia ficifolia (red),1,captive_cultivated,wild
2018-01,Residential garden,Wembley,Amegilla,1,Royal Pelargonium,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Brachychiton acerifolius,2,captive_cultivated,wild
2018-01,Residential garden,Wembley,Honeybees,212,Brachychiton discolor,96,captive_cultivated,wild
2018-01,Residential garden,Wembley,Honeybees,212,Cyphea hyssopifolia,8,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Duranta repens,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Gazania,9,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Jacobi maritima,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Lavandula dentata,8,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Limonium perezii,10,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Lobularia maritima,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Marigold,5,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Nemesia fruticans,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Rosa,2,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Rosemary,8,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Royal Pelargonium,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Honeybees,212,Scaevola,10,captive_cultivated,wild
2018-01,Residential garden,Wembley,Honeybees,212,Seaside daisy,48,captive_cultivated,wild
2018-01,Residential garden,Wembley,Honeybees,212,Zonal perlargonijm,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Hylainae,13,Corymbia calophylla,14,captive_cultivated,wild
2018-01,Residential garden,Wembley,Megachile,55,Cyphea hyssopifolia,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Megachile,55,Margurite daisy,21,captive_cultivated,wild
2018-01,Residential garden,Wembley,Megachile,55,Royal Pelargonium,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Megachile,55,Salvia,1,captive_cultivated,cultivar
2018-01,Residential garden,Wembley,Megachile,55,Scaevola,22,captive_cultivated,wild
2018-01,Residential garden,Wembley,Megachile,55,Seaside daisy,9,captive_cultivated,wild
2018-01,Residential garden,Wilson,Amegilla,1,Agapanthus white,1,captive_cultivated,cultivar
2018-01,Residential garden,Wilson,Eurgylossinae,1,Jacksonia sternbergiana,1,captive_cultivated,wild
2018-01,Residential garden,Wilson,Honeybees,4,Agapanthus white,1,captive_cultivated,cultivar
2018-01,Residential garden,Wilson,Honeybees,4,Duranta,1,captive_cultivated,cultivar
2018-01,Residential garden,Wilson,Honeybees,4,Hibiscus tiliaceus,1,captive_cultivated,wild
2018-01,Residential garden,Wilson,Honeybees,4,Wisteria,1,captive_cultivated,cultivar
2018-01,Residential garden,Wilson,Lipotriches,67,Jacksonia sternbergiana,67,captive_cultivated,wild
2018-01,Residential garden,Wilson,Megachile,254,Jacksonia sternbergiana,250,captive_cultivated,wild
2018-01,Residential garden,Wilson,Megachile,254,Wisteria,4,captive_cultivated,cultivar
2018-02,Bushland remnant,Bold Park,Amegilla,1,Pelargonium,1,field,cultivar
2018-02,Bushland remnant,Bold Park,Euryglossinae,30,Melaleuca lanceolata,30,field,wild
2018-02,Bushland remnant,Bold Park,Honeybees,741,Galenia secunda,108,field,wild
2018-02,Bushland remnant,Bold Park,Honeybees,741,Gevillea whiteana,50,field,wild
2018-02,Bushland remnant,Bold Park,Honeybees,741,Jacksonia furcellata,1,field,wild
2018-02,Bushland remnant,Bold Park,Honeybees,741,Melaleuca lanceolata,580,field,wild
2018-02,Bushland remnant,Bold Park,Honeybees,741,Pelargonium,1,field,cultivar
2018-02,Bushland remnant,Bold Park,Honeybees,741,Rhagodia baccata,1,field,wild
2018-02,Bushland remnant,Bold Park,Hylaeinae,15,Melaleuca lanceolata,15,field,wild
2018-02,Bushland remnant,Bold Park,Lipotriches,2,Galenia secunda,2,field,wild
2018-02,Bushland remnant,Bold Park,Megachile,69,Galenia secunda,25,field,wild
2018-02,Bushland remnant,Bold Park,Megachile,69,Jacksonia furcellata,8,field,wild
2018-02,Bushland remnant,Bold Park,Megachile,69,Melaleuca lanceolata,36,field,wild
2018-02,Bushland remnant,Kings Park,Euryglossinae,15,Marri,15,field,wild
2018-02,Bushland remnant,Kings Park,Honeybees,50,Gevillea vestita,1,field,wild
2018-02,Bushland remnant,Kings Park,Honeybees,50,Jacksonia sternbergiana,19,field,wild
2018-02,Bushland remnant,Kings Park,Honeybees,50,Marri,26,field,wild
2018-02,Bushland remnant,Kings Park,Honeybees,50,Melaleuca lanceolata,3,field,wild
2018-02,Bushland remnant,Kings Park,Honeybees,50,Tricoyne tenella,1,field,wild
2018-02,Bushland remnant,Kings Park,Lipotriches,6,Jacksonia sericea,3,field,wild
2018-02,Bushland remnant,Kings Park,Lipotriches,6,Jacksonia sternbergiana,1,field,wild
2018-02,Bushland remnant,Kings Park,Lipotriches,6,Marri,1,field,wild
2018-02,Bushland remnant,Kings Park,Lipotriches,6,Thysanotus,1,field,wild
2018-02,Bushland remnant,Kings Park,Megachile,98,Jacksonia sericea,24,field,wild
2018-02,Bushland remnant,Kings Park,Megachile,98,Jacksonia sternbergiana,73,field,wild
2018-02,Bushland remnant,Kings Park,Megachile,98,Tricoyne tenella,1,field,wild
2018-02,Bushland remnant,Maniana,Honeybees,278,Astartea scoparia,1,field,wild
2018-02,Bushland remnant,Maniana,Honeybees,278,Melaleuca seriata,267,field,wild
2018-02,Bushland remnant,Maniana,Honeybees,278,Scholtzia involucrata,10,field,wild
2018-02,Bushland remnant,Maniana,Hylaeinae,1,Melaleuca seriata,1,field,wild
2018-02,Bushland remnant,Maniana,Lipotriches,420,Astartea scoparia,7,field,wild
2018-02,Bushland remnant,Maniana,Lipotriches,420,Jacksonia floribunda,1,field,wild
2018-02,Bushland remnant,Maniana,Lipotriches,420,Melaleuca seriata,335,field,wild
2018-02,Bushland remnant,Maniana,Lipotriches,420,Scholtzia involucrata,77,field,wild
2018-02,Bushland remnant,Maniana,Megachile .,26,Astartea scoparia,1,field,wild
2018-02,Bushland remnant,Maniana,Megachile .,26,Gompholobium tomentosum,20,field,wild
2018-02,Bushland remnant,Maniana,Megachile .,26,Melaleuca seriata,4,field,wild
2018-02,Bushland remnant,Maniana,Megachile .,26,Taraxicum khatoonae,1,field,wild
2018-02,Bushland remnant,Piney Lakes,Amegilla,16,Hemiandra pungens,2,field,wild
2018-02,Bushland remnant,Piney Lakes,Amegilla,16,Melaleuca lanceolata,14,field,wild
2018-02,Bushland remnant,Piney Lakes,Euryglossinae,36,Marri,36,field,wild
2018-02,Bushland remnant,Piney Lakes,Honeybees,387,Marri,109,field,wild
2018-02,Bushland remnant,Piney Lakes,Honeybees,387,Melaleuca lanceolata,216,field,wild
2018-02,Bushland remnant,Piney Lakes,Honeybees,387,Scholtzia involucrata,62,field,wild
2018-02,Bushland remnant,Piney Lakes,Hylainae,166,Marri,32,field,wild
2018-02,Bushland remnant,Piney Lakes,Hylainae,166,Melaleuca lanceolata,134,field,wild
2018-02,Bushland remnant,Piney Lakes,Lasioglossum,1,Melaleuca lanceolata,1,field,wild
2018-02,Bushland remnant,Piney Lakes,Leioproctus,5,Scholtzia involucrata,5,field,wild
2018-02,Bushland remnant,Piney Lakes,Lipotriches,5,Calytrix fraseri,1,field,wild
2018-02,Bushland remnant,Piney Lakes,Lipotriches,5,Hemiandra pungens,1,field,wild
2018-02,Bushland remnant,Piney Lakes,Lipotriches,5,Marri,2,field,wild
2018-02,Bushland remnant,Piney Lakes,Lipotriches,5,Scholtzia involucrata,1,field,wild
2018-02,Bushland remnant,Piney Lakes,Megachile,8,Hemiandra pungens,1,field,wild
2018-02,Bushland remnant,Piney Lakes,Megachile,8,Jacksonia sericea,1,field,wild
2018-02,Bushland remnant,Piney Lakes,Megachile,8,Melaleuca lanceolata,3,field,wild
2018-02,Bushland remnant,Piney Lakes,Megachile,8,Scholtzia involucrata,3,field,wild
2018-02,Bushland remnant,Shenton Park,Euryglossinae,230,Eucalyptus erythrocorys,230,field,wild
2018-02,Bushland remnant,Shenton Park,Exoneura,8,Melaleuca lanceolata,8,field,wild
2018-02,Bushland remnant,Shenton Park,Homalictus,1,Eucalyptus erythrocorys,1,field,wild
2018-02,Bushland remnant,Shenton Park,Honeybees,836,Brazilian pepper (Schinus terebinthifolius),18,field,cultivar
2018-02,Bushland remnant,Shenton Park,Honeybees,836,Callistemon,83,field,wild
2018-02,Bushland remnant,Shenton Park,Honeybees,836,Eucalyptus erythrocorys,278,field,wild
2018-02,Bushland remnant,Shenton Park,Honeybees,836,Eucalyptus orbifolia,2,field,wild
2018-02,Bushland remnant,Shenton Park,Honeybees,836,Grevillea themelliana,10,field,wild
2018-02,Bushland remnant,Shenton Park,Honeybees,836,Grevillea whiteana,162,field,wild
2018-02,Bushland remnant,Shenton Park,Honeybees,836,Melaleuca lanceolata,283,field,wild
2018-02,Bushland remnant,Shenton Park,Hylaeinae,30,Eucalyptus erythrocorys,30,field,wild
2018-02,Bushland remnant,Shenton Park,Lasioglossum,1,Melaleuca lanceolata,1,field,wild
2018-02,Bushland remnant,Shenton Park,Lipotriches,6,Canola,1,field,cultivar
2018-02,Bushland remnant,Shenton Park,Lipotriches,6,Solanum nigrum,2,field,wild
2018-02,Bushland remnant,Shenton Park,Lipotriches,6,Tricoryne,3,field,wild
2018-02,Bushland remnant,Shenton Park,Megachile,2,Raphanus raphanistrum,1,field,wild
2018-02,Bushland remnant,Shenton Park,Megachile,2,Tricoryne,1,field,wild
2018-02,Bushland remnant,Star Swamp,Honeybees,38,Isopogon,2,field,wild
2018-02,Bushland remnant,Star Swamp,Honeybees,38,Jacksonia sternbergiana,36,field,wild
2018-02,Bushland remnant,Star Swamp,Megachile,47,Jacksonia sericea,5,field,wild
2018-02,Bushland remnant,Star Swamp,Megachile,47,Jacksonia sternbergiana,42,field,wild
2018-02,Bushland remnant,Wireless Hill,Amegilla,2,Calytrix fraseri,2,field,wild
2018-02,Bushland remnant,Wireless Hill,Euryglossinae,63,Marri,63,field,wild
2018-02,Bushland remnant,Wireless Hill,Homalictus,2,Marri,2,field,wild
2018-02,Bushland remnant,Wireless Hill,Honeybees,585,Corymbia ficifolia,158,field,wild
2018-02,Bushland remnant,Wireless Hill,Honeybees,585,Grevillea vestita,24,field,wild
2018-02,Bushland remnant,Wireless Hill,Honeybees,585,Marri,403,field,wild
2018-02,Bushland remnant,Wireless Hill,Hylainae,11,Marri,11,field,wild
2018-02,Bushland remnant,Wireless Hill,Lipotriches,10,Calytrix fraseri,2,field,wild
2018-02,Bushland remnant,Wireless Hill,Lipotriches,10,Marri,6,field,wild
2018-02,Bushland remnant,Wireless Hill,Lipotriches,10,Thysannotus,2,field,wild
2018-02,Bushland remnant,Wireless Hill,Megachile,23,Calytrix fraseri,1,field,wild
2018-02,Bushland remnant,Wireless Hill,Megachile,23,Grevillea vestita,15,field,wild
2018-02,Bushland remnant,Wireless Hill,Megachile,23,Jacksonia furcellata,3,field,wild
2018-02,Bushland remnant,Wireless Hill,Megachile,23,Jacksonia sericea,3,field,wild
