date,habitat,site,bee_taxon,total_bee_n,flower_species,count,basis_of_record,cultivar_status
2017-01,Bushland remnant,Shenton Park,Lipotriches,14,Eucalyptus camaldulensis,2,field,wild
2017-01,Bushland remnant,Shenton Park,Lipotriches,14,Jacksonia sericea,7,field,wild
2017-01,Bushland remnant,Shenton Park,Lipotriches,14,Scaevola aemula,0,field,wild
2017-01,Bushland remnant,Shenton Park,Lipotriches,14,Schinus terebinthifolius,5,field,cultivar
2017-01,Bushland remnant,Shenton Park,Megachile,34,Eucalyptus camaldulensis,1,field,wild
2017-01,Bushland remnant,Shenton Park,Megachile,34,Jacksonia sericea,32,field,wild
2017-01,Bushland remnant,Shenton Park,Megachile,34,Scaevola aemula,0,field,wild
2017-01,Bushland remnant,Shenton Park,Megachile,34,Schinus terebinthifolius,1,field,cultivar
2017-01,Bushland remnant,Star Swamp,Euryglossinaee,1,Banksia attenuata,0,field,wild
2017-01,Bushland remnant,Star Swamp,Euryglossinaee,1,Jacksonia sericea,0,field,wild
2017-01,Bushland remnant,Star Swamp,Euryglossinaee,1,Jacksonia sternbergiana,1,field,wild
2017-01,Bushland remnant,Star Swamp,Exoneura,1,Banksia attenuata,0,field,wild
2017-01,Bushland remnant,Star Swamp,Exoneura,1,Jacksonia sericea,0,field,wild
2017-01,Bushland remnant,Star Swamp,Exoneura,1,Jacksonia sternbergiana,1,field,wild
2017-01,Bushland remnant,Star Swamp,Honeybees,3,Banksia attenuata,3,field,wild
2017-01,Bushland remnant,Star Swamp,Honeybees,3,Jacksonia sericea,0,field,wild
2017-01,Bushland remnant,Star Swamp,Honeybees,3,Jacksonia sternbergiana,0,field,wild
2017-01,Bushland remnant,Star Swamp,Leioproctus,4,Banksia attenuata,0,field,wild
2017-01,Bushland remnant,Star Swamp,Leioproctus,4,Jacksonia sericea,4,field,wild
2017-01,Bushland remnant,Star Swamp,Leioproctus,4,Jacksonia sternbergiana,0,field,wild
2017-01,Bushland remnant,Star Swamp,Megachile,162,Banksia attenuata,0,field,wild
2017-01,Bushland remnant,Star Swamp,Megachile,162,Jacksonia sericea,138,field,wild
2017-01,Bushland remnant,Star Swamp,Megachile,162,Jacksonia sternbergiana,24,field,wild
2017-01,Bushland remnant,Wireless Hill,Honeybees,44,Corymbia ficifolia,44,field,wild
2017-01,Bushland remnant,Wireless Hill,Honeybees,44,Jacksonia furcelleta,0,field,wild
2017-01,Bushland remnant,Wireless Hill,Honeybees,44,Jacksonia sericea,0,field,wild
2017-01,Bushland remnant,Wireless Hill,Lipotriches,20,Corymbia ficifolia,0,field,wild
2017-01,Bushland remnant,Wireless Hill,Lipotriches,20,Jacksonia furcelleta,14,field,wild
2017-01,Bushland remnant,Wireless Hill,Lipotriches,20,Jacksonia sericea,6,field,wild
2017-01,Bushland remnant,Wireless Hill,Megachile,99,Corymbia ficifolia,0,field,wild
2017-01,Bushland remnant,Wireless Hill,Megachile,99,Jacksonia furcelleta,60,field,wild
2017-01,Bushland remnant,Wireless Hill,Megachile,99,Jacksonia sericea,39,field,wild
2017-01,Residential garden,Bibra Lake,Honeybees,10,Jacksonia furcellata,0,captive_cultivated,wild
2017-01,Residential garden,Bibra Lake,Honeybees,10,Melaleuca nesophila,8,captive_cultivated,wild
2017-01,Residential garden,Bibra Lake,Honeybees,10,Senecio cineraria,2,captive_cultivated,cultivar
2017-01,Residential garden,Bibra Lake,Leioproctus,2,Jacksonia furcellata,1,captive_cultivated,wild
2017-01,Residential garden,Bibra Lake,Leioproctus,2,Melaleuca nesophila,1,captive_cultivated,wild
2017-01,Residential garden,Bibra Lake,Leioproctus,2,Senecio cineraria,0,captive_cultivated,cultivar
2017-01,Residential garden,Bibra Lake,Megachile,50,Jacksonia furcellata,50,captive_cultivated,wild
2017-01,Residential garden,Bibra Lake,Megachile,50,Melaleuca nesophila,0,captive_cultivated,wild
2017-01,Residential garden,Bibra Lake,Megachile,50,Senecio cineraria,0,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Amegilla,4,Apapanthus,0,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Amegilla,4,Grevillea ‘Moonlight’,0,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Amegilla,4,Hibbertia,4,captive_cultivated,wild
2017-01,Residential garden,Gosnells,Amegilla,4,Lagerstroemia indica,0,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Amegilla,4,Plumeria obtusa,0,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Amegilla,4,Rosa,0,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Honeybees,55,Apapanthus,11,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Honeybees,55,Grevillea ‘Moonlight’,36,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Honeybees,55,Hibbertia,0,captive_cultivated,wild
2017-01,Residential garden,Gosnells,Honeybees,55,Lagerstroemia indica,1,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Honeybees,55,Plumeria obtusa,6,captive_cultivated,cultivar
2017-01,Residential garden,Gosnells,Honeybees,55,Rosa,1,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Amegilla,55,Abelia grandiflora,55,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Amegilla,55,Baeckea,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Amegilla,55,Corymbia ficifolia ‘Snowflake’,0,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Amegilla,55,Jacksonia furcellata,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Amegilla,55,Regelia ciliate,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Amegilla,55,Scholtzia involucrate,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Euryglossinaee,8,Abelia grandiflora,0,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Euryglossinaee,8,Baeckea,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Euryglossinaee,8,Corymbia ficifolia ‘Snowflake’,8,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Euryglossinaee,8,Jacksonia furcellata,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Euryglossinaee,8,Regelia ciliate,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Euryglossinaee,8,Scholtzia involucrate,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Honeybees,169,Abelia grandiflora,27,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Honeybees,169,Baeckea,8,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Honeybees,169,Corymbia ficifolia ‘Snowflake’,123,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Honeybees,169,Jacksonia furcellata,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Honeybees,169,Regelia ciliate,4,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Honeybees,169,Scholtzia involucrate,7,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Hylaeinae,29,Abelia grandiflora,0,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Hylaeinae,29,Baeckea,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Hylaeinae,29,Corymbia ficifolia ‘Snowflake’,29,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Hylaeinae,29,Jacksonia furcellata,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Hylaeinae,29,Regelia ciliate,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Hylaeinae,29,Scholtzia involucrate,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Lasioglossum,1,Abelia grandiflora,0,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Lasioglossum,1,Baeckea,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Lasioglossum,1,Corymbia ficifolia ‘Snowflake’,1,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Lasioglossum,1,Jacksonia furcellata,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Lasioglossum,1,Regelia ciliate,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Lasioglossum,1,Scholtzia involucrate,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Megachile,9,Abelia grandiflora,0,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Megachile,9,Baeckea,0,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Megachile,9,Corymbia ficifolia ‘Snowflake’,1,captive_cultivated,cultivar
2017-01,Residential garden,Jandakot,Megachile,9,Jacksonia furcellata,7,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Megachile,9,Regelia ciliate,1,captive_cultivated,wild
2017-01,Residential garden,Jandakot,Megachile,9,Scholtzia involucrate,0,captive_cultivated,wild
2017-01,Residential garden,Nedlands,Amegilla,5,Agapanthus ppl,0,captive_cultivated,cultivar
2017-01,Residential garden,Nedlands,Amegilla,5,Agapanthus snowball,0,captive_cultivated,cultivar
2017-01,Residential garden,Nedlands,Amegilla,5,Grevillea thelemanniana,0,captive_cultivated,wild
2017-01,Residential garden,Nedlands,Amegilla,5,Leucophyta brownii (cushion bush),0,captive_cultivated,wild
2017-01,Residential garden,Nedlands,Amegilla,5,Marianthus bicolor,5,captive_cultivated,wild
2017-01,Residential garden,Nedlands,Honeybees,117,Agapanthus ppl,1,captive_cultivated,cultivar
2017-01,Residential garden,Nedlands,Honeybees,117,Agapanthus snowball,11,captive_cultivated,cultivar
2017-01,Residential garden,Nedlands,Honeybees,117,Grevillea thelemanniana,64,captive_cultivated,wild
2017-01,Residential garden,Nedlands,Honeybees,117,Leucophyta brownii (cushion bush),1,captive_cultivated,wild
2017-01,Residential garden,Nedlands,Honeybees,117,Marianthus bicolor,40,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Euryglossinae,5,Astartea ‘eastern selection’,0,captive_cultivated,cultivar
2017-01,Residential garden,Osborne Park,Euryglossinae,5,Corymbia ficifolia,5,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Euryglossinae,5,Syzygium paniculata,0,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Homalictus,58,Astartea ‘eastern selection’,0,captive_cultivated,cultivar
2017-01,Residential garden,Osborne Park,Homalictus,58,Corymbia ficifolia,58,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Homalictus,58,Syzygium paniculata,0,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Honeybees,1046,Astartea ‘eastern selection’,30,captive_cultivated,cultivar
2017-01,Residential garden,Osborne Park,Honeybees,1046,Corymbia ficifolia,1001,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Honeybees,1046,Syzygium paniculata,15,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Hylaeinae,31,Astartea ‘eastern selection’,0,captive_cultivated,cultivar
2017-01,Residential garden,Osborne Park,Hylaeinae,31,Corymbia ficifolia,31,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Hylaeinae,31,Syzygium paniculata,0,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Leioproctus,3,Astartea ‘eastern selection’,0,captive_cultivated,cultivar
2017-01,Residential garden,Osborne Park,Leioproctus,3,Corymbia ficifolia,3,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Leioproctus,3,Syzygium paniculata,0,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Megachile,1,Astartea ‘eastern selection’,1,captive_cultivated,cultivar
2017-01,Residential garden,Osborne Park,Megachile,1,Corymbia ficifolia,0,captive_cultivated,wild
2017-01,Residential garden,Osborne Park,Megachile,1,Syzygium paniculata,0,captive_cultivated,wild
2017-01,Residential garden,Wembley,Amegilla,8,Erigeron karvinskianus,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Amegilla,8,Limonium perezii,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Amegilla,8,Lobelia,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Amegilla,8,Plumeria,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Amegilla,8,Salvia,3,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Amegilla,8,Solanum lycopersicum (tomato),4,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Amegilla,8,Tagetes,1,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Amegilla,8,Tropaeolum,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Honeybees,4,Erigeron karvinskianus,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Honeybees,4,Limonium perezii,1,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Honeybees,4,Lobelia,1,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Honeybees,4,Plumeria,1,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Honeybees,4,Salvia,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Honeybees,4,Solanum lycopersicum (tomato),0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Honeybees,4,Tagetes,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Honeybees,4,Tropaeolum,1,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Megachile,2,Erigeron karvinskianus,1,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Megachile,2,Limonium perezii,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Megachile,2,Lobelia,1,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Megachile,2,Plumeria,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Megachile,2,Salvia,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Megachile,2,Solanum lycopersicum (tomato),0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Megachile,2,Tagetes,0,captive_cultivated,cultivar
2017-01,Residential garden,Wembley,Megachile,2,Tropaeolum,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Amegilla,11,Agapanthus,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Amegilla,11,Duranta repens,10,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Amegilla,11,Grevillea Yellow var.,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Amegilla,11,Jacksonia sternbergiana,1,captive_cultivated,wild
2017-01,Residential garden,Wilson,Amegilla,11,Triadica sebifera (Chinese Tallow),0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Amegilla,11,Wisteria sinensis,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Honeybees,134,Agapanthus,10,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Honeybees,134,Duranta repens,12,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Honeybees,134,Grevillea Yellow var.,16,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Honeybees,134,Jacksonia sternbergiana,0,captive_cultivated,wild
2017-01,Residential garden,Wilson,Honeybees,134,Triadica sebifera (Chinese Tallow),91,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Honeybees,134,Wisteria sinensis,5,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Lipotriches,6,Agapanthus,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Lipotriches,6,Duranta repens,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Lipotriches,6,Grevillea Yellow var.,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Lipotriches,6,Jacksonia sternbergiana,6,captive_cultivated,wild
2017-01,Residential garden,Wilson,Lipotriches,6,Triadica sebifera (Chinese Tallow),0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Lipotriches,6,Wisteria sinensis,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Megachile,35,Agapanthus,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Megachile,35,Duranta repens,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Megachile,35,Grevillea Yellow var.,0,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Megachile,35,Jacksonia sternbergiana,30,captive_cultivated,wild
2017-01,Residential garden,Wilson,Megachile,35,Triadica sebifera (Chinese Tallow),5,captive_cultivated,cultivar
2017-01,Residential garden,Wilson,Megachile,35,Wisteria sinensis,0,captive_cultivated,cultivar
2017-02,Bushland remnant,Bold Park,Euryglossinae,329,Melaleuca lanceolata,329,field,wild
2017-02,Bushland remnant,Bold Park,Honeybees,949,Grevillea whiteana ‘Moonlight’,821,field,cultivar
2017-02,Bushland remnant,Bold Park,Honeybees,949,Jacksonia furcellata,17,field,wild
2017-02,Bushland remnant,Bold Park,Honeybees,949,Melaleuca lanceolata,106,field,wild
2017-02,Bushland remnant,Bold Park,Honeybees,949,Rhagodia baccata,5,field,wild
2017-02,Bushland remnant,Bold Park,Hylaeinae,12,Grevillea whiteana ‘Moonlight’,4,field,cultivar
2017-02,Bushland remnant,Bold Park,Hylaeinae,12,Melaleuca lanceolata,8,field,wild
2017-02,Bushland remnant,Bold Park,Lasioglossum,1,Melaleuca lanceolata,1,field,wild
2017-02,Bushland remnant,Bold Park,Megachile,83,Jacksonia furcellata,73,field,wild
2017-02,Bushland remnant,Bold Park,Megachile,83,Melaleuca lanceolata,10,field,wild
2017-02,Bushland remnant,Bold Park,Thyreus,1,Melaleuca lanceolata,1,field,wild
2017-02,Bushland remnant,Kings Park,Euryglossinae,2,Melaleuca lanceolota,2,field,wild
2017-02,Bushland remnant,Kings Park,Homalictus,1,Melaleuca lanceolota,1,field,wild
2017-02,Bushland remnant,Kings Park,Honeybees,921,Jacksonia sericea,44,field,wild
2017-02,Bushland remnant,Kings Park,Honeybees,921,Melaleuca lanceolota,875,field,wild
2017-02,Bushland remnant,Kings Park,Honeybees,921,Pithocarpa cordata,2,field,wild
2017-02,Bushland remnant,Kings Park,Hylaeinae,18,Melaleuca lanceolota,18,field,wild
2017-02,Bushland remnant,Kings Park,Leioproctus,2,Melaleuca lanceolota,2,field,wild
2017-02,Bushland remnant,Kings Park,Lipotriches,25,Jacksonia sericea,12,field,wild
2017-02,Bushland remnant,Kings Park,Lipotriches,25,Melaleuca lanceolota,13,field,wild
2017-02,Bushland remnant,Kings Park,Megachile,34,Jacksonia sericea,18,field,wild
2017-02,Bushland remnant,Kings Park,Megachile,34,Melaleuca lanceolota,16,field,wild
2017-02,Bushland remnant,Kings Park,Thyreus,2,Melaleuca lanceolota,2,field,wild
2017-02,Bushland remnant,Maniana,Honeybees,189,Corymbia callophyla,141,field,wild
2017-02,Bushland remnant,Maniana,Honeybees,189,Jacksonia floribunda,1,field,wild
2017-02,Bushland remnant,Maniana,Honeybees,189,Melaleuca seriata,4,field,wild
2017-02,Bushland remnant,Maniana,Honeybees,189,Scholtzia involucrate,43,field,wild
2017-02,Bushland remnant,Maniana,Hylaeinae,2,Corymbia callophyla,2,field,wild
2017-02,Bushland remnant,Maniana,Lipotriches,24,Corymbia callophyla,9,field,wild
2017-02,Bushland remnant,Maniana,Lipotriches,24,Scholtzia involucrate,15,field,wild
2017-02,Bushland remnant,Maniana,Megachile,16,Corymbia callophyla,1,field,wild
2017-02,Bushland remnant,Maniana,Megachile,16,Gompholobium tomentosum,1,field,wild
2017-02,Bushland remnant,Maniana,Megachile,16,Jacksonia floribunda,2,field,wild
2017-02,Bushland remnant,Maniana,Megachile,16,Melaleuca seriata,4,field,wild
2017-02,Bushland remnant,Maniana,Megachile,16,Scholtzia involucrate,5,field,wild
2017-02,Bushland remnant,Maniana,Megachile,16,Taraxicum officinale,3,field,wild
2017-02,Bushland remnant,Piney Lakes,Euryglossinae,59,Corymbia collophyla,39,field,wild
2017-02,Bushland remnant,Piney Lakes,Euryglossinae,59,Jacksonia furcellata,20,field,wild
2017-02,Bushland remnant,Piney Lakes,Honeybees,208,Corymbia collophyla,180,field,wild
2017-02,Bushland remnant,Piney Lakes,Honeybees,208,Scholtzia involucrata,28,field,wild
2017-02,Bushland remnant,Piney Lakes,Hylaeinae,2,Corymbia collophyla,2,field,wild
2017-02,Bushland remnant,Piney Lakes,Lipotriches,1,Scholtzia involucrata,1,field,wild
2017-02,Bushland remnant,Piney Lakes,Megachile,113,Corymbia collophyla,14,field,wild
2017-02,Bushland remnant,Piney Lakes,Megachile,113,Jacksonia furcellata,96,field,wild
2017-02,Bushland remnant,Piney Lakes,Megachile,113,Scholtzia involucrata,3,field,wild
2017-02,Bushland remnant,Shenton Park,Honeybees,115,Eucalyptus erythrocorys,61,field,wild
2017-02,Bushland remnant,Shenton Park,Honeybees,115,Schinus terebinthifolius (Brazillian pepper),54,field,cultivar
2017-02,Bushland remnant,Shenton Park,Lasioglossum,2,Schinus terebinthifolius (Brazillian pepper),2,field,cultivar
2017-02,Bushland remnant,Shenton Park,Lipotriches,16,Leucopogon propinquus,3,field,wild
2017-02,Bushland remnant,Shenton Park,Lipotriches,16,Schinus terebinthifolius (Brazillian pepper),13,field,cultivar
2017-02,Bushland remnant,Shenton Park,Megachile,10,Leucopogon propinquus,2,field,wild
2017-02,Bushland remnant,Shenton Park,Megachile,10,Schinus terebinthifolius (Brazillian pepper),8,field,cultivar
2017-02,Bushland remnant,Star Swamp,Amegilla,25,Hemiandra pungens,25,field,wild
2017-02,Bushland remnant,Star Swamp,Honeybees,99,Acacia cyclops,61,field,wild
2017-02,Bushland remnant,Star Swamp,Honeybees,99,Hemiandra pungens,31,field,wild
2017-02,Bushland remnant,Star Swamp,Honeybees,99,Rhagodia baccata,7,field,wild
2017-02,Bushland remnant,Star Swamp,Hylaeinae,1,Acacia cyclops,1,field,wild
2017-02,Bushland remnant,Star Swamp,Lasioglossum,3,Acacia cyclops,3,field,wild
2017-02,Bushland remnant,Star Swamp,Megachile,66,Hemiandra pungens,13,field,wild
2017-02,Bushland remnant,Star Swamp,Megachile,66,Jacksonia sericea,29,field,wild
2017-02,Bushland remnant,Star Swamp,Megachile,66,Jacksonia sternbergiana,23,field,wild
2017-02,Bushland remnant,Star Swamp,Megachile,66,Scaevola albida,1,field,wild
2017-02,Bushland remnant,Wireless Hill,Eurygolissinae,13,Corymbia callophyla,13,field,wild
2017-02,Bushland remnant,Wireless Hill,Homalictus,1,Corymbia callophyla,1,field,wild
2017-02,Bushland remnant,Wireless Hill,Honeybees,115,Corymbia callophyla,54,field,wild
2017-02,Bushland remnant,Wireless Hill,Honeybees,115,Corymbia ficifolia,61,field,wild
2017-02,Bushland remnant,Wireless Hill,Hylaeinae,59,Corymbia callophyla,59,field,wild
2017-02,Bushland remnant,Wireless Hill,Lasioglossum,1,Corymbia callophyla,1,field,wild
2017-02,Bushland remnant,Wireless Hill,Lipotriches,7,Corymbia callophyla,6,field,wild
2017-02,Bushland remnant,Wireless Hill,Lipotriches,7,Corymbia ficifolia,1,field,wild
2017-02,Bushland remnant,Wireless Hill,Megachile,1,Jacksonia furcellata,1,field,wild
2017-02,Residential garden,Bibra Lake,Honeybees,475,Corymbia callophyla,141,captive_cultivated,wild
2017-02,Residential garden,Bibra Lake,Honeybees,475,Corymbia ficifolia,167,captive_cultivated,wild
2017-02,Residential garden,Bibra Lake,Honeybees,475,Melaleuca lanceolata (Rottnest Teatree),120,captive_cultivated,wild
2017-02,Residential garden,Bibra Lake,Honeybees,475,Scaevola albida (‘Mauve clusters’),3,captive_cultivated,cultivar
2017-02,Residential garden,Bibra Lake,Honeybees,475,Verbesina encelioides,44,captive_cultivated,wild
2017-02,Residential garden,Bibra Lake,Hylaeinae,17,Melaleuca lanceolata (Rottnest Teatree),17,captive_cultivated,wild
2017-02,Residential garden,Bibra Lake,Lipotriches,17,Melaleuca lanceolata (Rottnest Teatree),4,captive_cultivated,wild
2017-02,Residential garden,Bibra Lake,Lipotriches,17,Verbesina encelioides,13,captive_cultivated,wild
2017-02,Residential garden,Bibra Lake,Megachile,14,Melaleuca lanceolata (Rottnest Teatree),9,captive_cultivated,wild
2017-02,Residential garden,Bibra Lake,Megachile,14,Verbesina encelioides,5,captive_cultivated,wild
2017-02,Residential garden,Gosnells,Euryglossinae,23,Corymbia callophylla,23,captive_cultivated,wild
2017-02,Residential garden,Gosnells,Homalictus,10,Corymbia callophylla,10,captive_cultivated,wild
2017-02,Residential garden,Gosnells,Honeybees,350,Agapanthus,2,captive_cultivated,cultivar
2017-02,Residential garden,Gosnells,Honeybees,350,Callistemon salignus,1,captive_cultivated,wild
2017-02,Residential garden,Gosnells,Honeybees,350,Corymbia callophylla,317,captive_cultivated,wild
2017-02,Residential garden,Gosnells,Honeybees,350,Grevillia moonlight,26,captive_cultivated,cultivar
2017-02,Residential garden,Gosnells,Honeybees,350,Lantana,1,captive_cultivated,cultivar
2017-02,Residential garden,Gosnells,Honeybees,350,Plumeria obtuse,3,captive_cultivated,cultivar
2017-02,Residential garden,Gosnells,Hylaeinae,18,Corymbia callophylla,18,captive_cultivated,wild
2017-02,Residential garden,Gosnells,Lipotriches,4,Corymbia callophylla,4,captive_cultivated,wild
2017-02,Residential garden,Gosnells,Megachile,3,Corymbia callophylla,1,captive_cultivated,wild
2017-02,Residential garden,Gosnells,Megachile,3,Ocimum basilicum,2,captive_cultivated,cultivar
2017-02,Residential garden,Jandakot,Amegilla,19,Abelia grandiflora,19,captive_cultivated,cultivar
2017-02,Residential garden,Jandakot,Euryglossinae,8,Eucalyptus erythrocorys,8,captive_cultivated,wild
2017-02,Residential garden,Jandakot,Homalictus,3,Abelia grandiflora,3,captive_cultivated,cultivar
2017-02,Residential garden,Jandakot,Honeybees,570,Abelia grandiflora,43,captive_cultivated,cultivar
2017-02,Residential garden,Jandakot,Honeybees,570,Eucalyptus erythrocorys,480,captive_cultivated,wild
2017-02,Residential garden,Jandakot,Honeybees,570,Pelargonium australe,1,captive_cultivated,cultivar
2017-02,Residential garden,Jandakot,Honeybees,570,Tipuanu tipu,46,captive_cultivated,cultivar
2017-02,Residential garden,Jandakot,Hylaeinae,44,Eucalyptus erythrocorys,44,captive_cultivated,wild
2017-02,Residential garden,Jandakot,Megachile,18,Pelargonium australe,1,captive_cultivated,cultivar
2017-02,Residential garden,Jandakot,Megachile,18,Tipuanu tipu,17,captive_cultivated,cultivar
2017-02,Residential garden,Nedlands,Exoneura,147,Eucalyptus gomphocephala (Tuart),41,captive_cultivated,wild
2017-02,Residential garden,Nedlands,Exoneura,147,Thryptomene saxicola,106,captive_cultivated,wild
2017-02,Residential garden,Nedlands,Honeybees,95,Banksia media,3,captive_cultivated,wild
2017-02,Residential garden,Nedlands,Honeybees,95,Eucalyptus gomphocephala (Tuart),41,captive_cultivated,wild
2017-02,Residential garden,Nedlands,Honeybees,95,Grevillea thelemanniana (spider-net grevillea),8,captive_cultivated,wild
2017-02,Residential garden,Nedlands,Honeybees,95,Marianthus bicolor,43,captive_cultivated,wild
2017-02,Residential garden,Nedlands,Megachile,12,Citrus latifolia,1,captive_cultivated,cultivar
2017-02,Residential garden,Nedlands,Megachile,12,Eruca sativa (rocket),2,captive_cultivated,cultivar
2017-02,Residential garden,Nedlands,Megachile,12,Tetragonia tetragonioides (Botany Bay spinach),4,captive_cultivated,wild
2017-02,Residential garden,Nedlands,Megachile,12,Thryptomene saxicola,5,captive_cultivated,wild
2017-02,Residential garden,Osborne Park,Homalictus,44,Callistemon viminalis,11,captive_cultivated,wild
2017-02,Residential garden,Osborne Park,Homalictus,44,Corymbia ficifolia,33,captive_cultivated,wild
2017-02,Residential garden,Osborne Park,Honeybees,299,Callistemon viminalis,236,captive_cultivated,wild
2017-02,Residential garden,Osborne Park,Honeybees,299,Corymbia ficifolia,54,captive_cultivated,wild
2017-02,Residential garden,Osborne Park,Honeybees,299,Pandorea jasminoides Charisma,5,captive_cultivated,cultivar
2017-02,Residential garden,Osborne Park,Honeybees,299,Syzygium paniculata,4,captive_cultivated,wild
