Month,Date,Temperature,Plant species,Genus,Family,Origin,Horticutural variety,Colour,Flower N,Insect taxa,N,TotalN,Native bee genera,counts?,notes
November,2/11/2020,21.3,Callistemon salignus,Callistemon,Myrtaceae,native,n,white,15,Syrphid flies,0,,,,
November,2/11/2020,21.3,Callistemon salignus,Callistemon,Myrtaceae,native,n,white,15,Other flies,0,,,,
November,2/11/2020,21.3,Grevillea 'Peaches & Cream',Grevillea,Proteaceae,native,y,yellow+pink,8,Native bees,0,3,,,
November,2/11/2020,21.3,Grevillea 'Peaches & Cream',Grevillea,Proteaceae,native,y,yellow+pink,8,Honeybees,3,,,,
November,2/11/2020,21.3,Grevillea 'Peaches & Cream',Grevillea,Proteaceae,native,y,yellow+pink,8,Wasps,0,,,,
November,2/11/2020,21.3,Grevillea 'Peaches & Cream',Grevillea,Proteaceae,native,y,yellow+pink,8,Syrphid flies,0,,,,
November,2/11/2020,21.3,Grevillea 'Peaches & Cream',Grevillea,Proteaceae,native,y,yellow+pink,8,Other flies,0,,,,
November,2/11/2020,21.3,Hibbertia vestita,Hibbertia,Dilleniaceae,native,n,yellow,8,Native bees,0,0,,,
November,2/11/2020,21.3,Hibbertia vestita,Hibbertia,Dilleniaceae,native,n,yellow,8,Honeybees,0,,,,
November,2/11/2020,21.3,Hibbertia vestita,Hibbertia,Dilleniaceae,native,n,yellow,8,Wasps,0,,,,
November,2/11/2020,21.3,Hibbertia vestita,Hibbertia,Dilleniaceae,native,n,yellow,8,Syrphid flies,0,,,,
November,2/11/2020,21.3,Hibbertia vestita,Hibbertia,Dilleniaceae,native,n,yellow,8,Other flies,0,,,,
November,2/11/2020,21.3,Anigozanthos 'Bush Ballad',Anigozanthos,Haemodoraceae,native,y,red,80,Native bees,0,0,,,
November,2/11/2020,21.3,Anigozanthos 'Bush Ballad',Anigozanthos,Haemodoraceae,native,y,red,80,Honeybees,0,,,,
November,2/11/2020,21.3,Anigozanthos 'Bush Ballad',Anigozanthos,Haemodoraceae,native,y,red,80,Wasps,0,,,,
November,2/11/2020,21.3,Anigozanthos 'Bush Ballad',Anigozanthos,Haemodoraceae,native,y,red,80,Syrphid flies,0,,,,
November,2/11/2020,21.3,Anigozanthos 'Bush Ballad',Anigozanthos,Haemodoraceae,native,y,red,80,Other flies,0,,,,
November,2/11/2020,21.3,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,200,Native bees,0,0,,,
November,2/11/2020,21.3,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,200,Honeybees,0,,,,
November,2/11/2020,21.3,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,200,Wasps,0,,,,
November,2/11/2020,21.3,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,200,Syrphid flies,0,,,,
November,2/11/2020,21.3,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,200,Other flies,0,,,,
November,2/11/2020,21.3,Stylidium spatulata,Stylidium,Stylidiaceae,native,n,pink,6,Native bees,0,0,,,
November,2/11/2020,21.3,Stylidium spatulata,Stylidium,Stylidiaceae,native,n,pink,6,Honeybees,0,,,,
November,2/11/2020,21.3,Stylidium spatulata,Stylidium,Stylidiaceae,native,n,pink,6,Wasps,0,,,,
November,2/11/2020,21.3,Stylidium spatulata,Stylidium,Stylidiaceae,native,n,pink,6,Syrphid flies,0,,,,
November,2/11/2020,21.3,Stylidium spatulata,Stylidium,Stylidiaceae,native,n,pink,6,Other flies,0,,,,
November,2/11/2020,21.3,Stylidium adnatum,Stylidium,Stylidiaceae,native,n,pink,130,Native bees,0,0,,,
November,2/11/2020,21.3,Stylidium adnatum,Stylidium,Stylidiaceae,native,n,pink,130,Honeybees,0,,,,
November,2/11/2020,21.3,Stylidium adnatum,Stylidium,Stylidiaceae,native,n,pink,130,Wasps,0,,,,
November,2/11/2020,21.3,Stylidium adnatum,Stylidium,Stylidiaceae,native,n,pink,130,Syrphid flies,0,,,,
November,2/11/2020,21.3,Stylidium adnatum,Stylidium,Stylidiaceae,native,n,pink,130,Other flies,0,,,,
November,2/11/2020,21.3,Stylidium caespitosum,Stylidium,Stylidiaceae,native,n,white,50,Native bees,0,0,,,
November,2/11/2020,21.3,Stylidium caespitosum,Stylidium,Stylidiaceae,native,n,white,50,Honeybees,0,,,,
November,2/11/2020,21.3,Stylidium caespitosum,Stylidium,Stylidiaceae,native,n,white,50,Wasps,0,,,,
November,2/11/2020,21.3,Stylidium caespitosum,Stylidium,Stylidiaceae,native,n,white,50,Syrphid flies,0,,,,
November,2/11/2020,21.3,Stylidium caespitosum,Stylidium,Stylidiaceae,native,n,white,50,Other flies,0,,,,
November,2/11/2020,21.3,Dampiera diversifolia,Dampiera,Goodeniaceae,native,n,blue,25,Native bees,0,2,,,
November,2/11/2020,21.3,Dampiera diversifolia,Dampiera,Goodeniaceae,native,n,blue,25,Honeybees,0,,,,
November,2/11/2020,21.3,Dampiera diversifolia,Dampiera,Goodeniaceae,native,n,blue,25,Wasps,0,,,,
November,2/11/2020,21.3,Dampiera diversifolia,Dampiera,Goodeniaceae,native,n,blue,25,Syrphid flies,2,,,,
November,2/11/2020,21.3,Dampiera diversifolia,Dampiera,Goodeniaceae,native,n,blue,25,Other flies,0,,,,
November,2/11/2020,21.3,Scaevola 'white carpet',Scaevola,Goodeniaceae,native,y,white,50,Native bees,0,1,,,
November,2/11/2020,21.3,Scaevola 'white carpet',Scaevola,Goodeniaceae,native,y,white,50,Honeybees,1,,,,
November,2/11/2020,21.3,Scaevola 'white carpet',Scaevola,Goodeniaceae,native,y,white,50,Wasps,0,,,,
November,2/11/2020,21.3,Scaevola 'white carpet',Scaevola,Goodeniaceae,native,y,white,50,Syrphid flies,0,,,,
November,2/11/2020,21.3,Scaevola 'white carpet',Scaevola,Goodeniaceae,native,y,white,50,Other flies,0,,,,
November,2/11/2020,21.3,Swainsona formosa,Swainsona,Fabaceae,native,n,red,4,Native bees,0,0,,,
November,2/11/2020,21.3,Swainsona formosa,Swainsona,Fabaceae,native,n,red,4,Honeybees,0,,,,
November,2/11/2020,21.3,Swainsona formosa,Swainsona,Fabaceae,native,n,red,4,Wasps,0,,,,
November,2/11/2020,21.3,Swainsona formosa,Swainsona,Fabaceae,native,n,red,4,Syrphid flies,0,,,,
November,2/11/2020,21.3,Swainsona formosa,Swainsona,Fabaceae,native,n,red,4,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Aphrodites dream',Grevillea,Proteaceae,native,y,pink,61,Native bees,0,18,,,
January,24/1/2021,28.1,Grevillea 'Aphrodites dream',Grevillea,Proteaceae,native,y,pink,61,Honeybees,18,,,,
January,24/1/2021,28.1,Grevillea 'Aphrodites dream',Grevillea,Proteaceae,native,y,pink,61,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea 'Aphrodites dream',Grevillea,Proteaceae,native,y,pink,61,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Aphrodites dream',Grevillea,Proteaceae,native,y,pink,61,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,yellow+red,36,Native bees,0,10,,,
January,24/1/2021,28.1,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,yellow+red,36,Honeybees,10,,,,
January,24/1/2021,28.1,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,yellow+red,36,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,yellow+red,36,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,yellow+red,36,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea rhyolitica,Grevillea,Proteaceae,native,n,red,27,Native bees,0,0,,,
January,24/1/2021,28.1,Grevillea rhyolitica,Grevillea,Proteaceae,native,n,red,27,Honeybees,0,,,,
January,24/1/2021,28.1,Grevillea rhyolitica,Grevillea,Proteaceae,native,n,red,27,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea rhyolitica,Grevillea,Proteaceae,native,n,red,27,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea rhyolitica,Grevillea,Proteaceae,native,n,red,27,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea acanthifolia x laurifolia,Grevillea,Proteaceae,native,y,pink,1,Native bees,0,0,,,
January,24/1/2021,28.1,Grevillea acanthifolia x laurifolia,Grevillea,Proteaceae,native,y,pink,1,Honeybees,0,,,,
January,24/1/2021,28.1,Grevillea acanthifolia x laurifolia,Grevillea,Proteaceae,native,y,pink,1,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea acanthifolia x laurifolia,Grevillea,Proteaceae,native,y,pink,1,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea acanthifolia x laurifolia,Grevillea,Proteaceae,native,y,pink,1,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Bronze rambler',Grevillea,Proteaceae,native,y,orange,1,Native bees,0,0,,,
January,24/1/2021,28.1,Grevillea 'Bronze rambler',Grevillea,Proteaceae,native,y,orange,1,Honeybees,0,,,,
January,24/1/2021,28.1,Grevillea 'Bronze rambler',Grevillea,Proteaceae,native,y,orange,1,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea 'Bronze rambler',Grevillea,Proteaceae,native,y,orange,1,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Bronze rambler',Grevillea,Proteaceae,native,y,orange,1,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Spirit of Anzac',Grevillea,Proteaceae,native,y,red,7,Native bees,0,0,,,
January,24/1/2021,28.1,Grevillea 'Spirit of Anzac',Grevillea,Proteaceae,native,y,red,7,Honeybees,0,,,,
January,24/1/2021,28.1,Grevillea 'Spirit of Anzac',Grevillea,Proteaceae,native,y,red,7,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea 'Spirit of Anzac',Grevillea,Proteaceae,native,y,red,7,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Spirit of Anzac',Grevillea,Proteaceae,native,y,red,7,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Scarlet Moon',Grevillea,Proteaceae,native,y,red,26,Native bees,0,14,,,
January,24/1/2021,28.1,Grevillea 'Scarlet Moon',Grevillea,Proteaceae,native,y,red,26,Honeybees,14,,,,
January,24/1/2021,28.1,Grevillea 'Scarlet Moon',Grevillea,Proteaceae,native,y,red,26,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea 'Scarlet Moon',Grevillea,Proteaceae,native,y,red,26,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Scarlet Moon',Grevillea,Proteaceae,native,y,red,26,Other flies,0,,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum ,Chrysocephalum,Asteraceae,native,n,yellow,660,Native bees,0,0,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum ,Chrysocephalum,Asteraceae,native,n,yellow,660,Honeybees,0,,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum ,Chrysocephalum,Asteraceae,native,n,yellow,660,Wasps,0,,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum ,Chrysocephalum,Asteraceae,native,n,yellow,660,Syrphid flies,0,,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum ,Chrysocephalum,Asteraceae,native,n,yellow,660,Other flies,0,,,,
January,24/1/2021,28.1,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Native bees,0,6,,,
January,24/1/2021,28.1,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Honeybees,0,,,,
January,24/1/2021,28.1,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Wasps,5,,,,
January,24/1/2021,28.1,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Syrphid flies,1,,,,
January,24/1/2021,28.1,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Poorinda Royal Mantle',Grevillea,Proteaceae,native,y,pink,15,Native bees,0,2,,,
January,24/1/2021,28.1,Grevillea 'Poorinda Royal Mantle',Grevillea,Proteaceae,native,y,pink,15,Honeybees,2,,,,
January,24/1/2021,28.1,Grevillea 'Poorinda Royal Mantle',Grevillea,Proteaceae,native,y,pink,15,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea 'Poorinda Royal Mantle',Grevillea,Proteaceae,native,y,pink,15,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Poorinda Royal Mantle',Grevillea,Proteaceae,native,y,pink,15,Other flies,0,,,,
January,24/1/2021,28.1,Anigozanthos pulcherrimus ,Anigozanthos,Haemodoraceae,native,n,yellow,200,Native bees,0,0,,,
January,24/1/2021,28.1,Anigozanthos pulcherrimus ,Anigozanthos,Haemodoraceae,native,n,yellow,200,Honeybees,0,,,,
January,24/1/2021,28.1,Anigozanthos pulcherrimus ,Anigozanthos,Haemodoraceae,native,n,yellow,200,Wasps,0,,,,
January,24/1/2021,28.1,Anigozanthos pulcherrimus ,Anigozanthos,Haemodoraceae,native,n,yellow,200,Syrphid flies,0,,,,
January,24/1/2021,28.1,Anigozanthos pulcherrimus ,Anigozanthos,Haemodoraceae,native,n,yellow,200,Other flies,0,,,,
January,24/1/2021,28.1,Callistemon 'Western Glory’,Callistemon,Myrtaceae,native,y,red,1,Native bees,0,0,,,
January,24/1/2021,28.1,Callistemon 'Western Glory’,Callistemon,Myrtaceae,native,y,red,1,Honeybees,0,,,,
January,24/1/2021,28.1,Callistemon 'Western Glory’,Callistemon,Myrtaceae,native,y,red,1,Wasps,0,,,,
January,24/1/2021,28.1,Callistemon 'Western Glory’,Callistemon,Myrtaceae,native,y,red,1,Syrphid flies,0,,,,
January,24/1/2021,28.1,Callistemon 'Western Glory’,Callistemon,Myrtaceae,native,y,red,1,Other flies,0,,,,
January,24/1/2021,28.1,Baekea virgata,Baekea,Myrtaceae,native,n,white,2600,Native bees,1,62,Megachile monstrosa,1,
January,24/1/2021,28.1,Baekea virgata,Baekea,Myrtaceae,native,n,white,2600,Honeybees,46,,,,
January,24/1/2021,28.1,Baekea virgata,Baekea,Myrtaceae,native,n,white,2600,Wasps,15,,Wasps: Polistes (Vespidae): 3; Bembix (Crabronidae): 7; Eumenidae: 4; Pteromalidae: 1,,
January,24/1/2021,28.1,Baekea virgata,Baekea,Myrtaceae,native,n,white,2600,Syrphid flies,0,,,,
January,24/1/2021,28.1,Baekea virgata,Baekea,Myrtaceae,native,n,white,2600,Other flies,0,,,,
January,24/1/2021,28.1,Marianthus bicolor,Marianthus,Pittosporaceae,native,n,white,600,Native bees,3,4,,,
January,24/1/2021,28.1,Marianthus bicolor,Marianthus,Pittosporaceae,native,n,white,600,Honeybees,0,,,,
January,24/1/2021,28.1,Marianthus bicolor,Marianthus,Pittosporaceae,native,n,white,600,Wasps,0,,,,
January,24/1/2021,28.1,Marianthus bicolor,Marianthus,Pittosporaceae,native,n,white,600,Syrphid flies,1,,,,
January,24/1/2021,28.1,Marianthus bicolor,Marianthus,Pittosporaceae,native,n,white,600,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Fire sprite',Grevillea,Proteaceae,native,y,red,1,Native bees,0,0,,,
January,24/1/2021,28.1,Grevillea 'Fire sprite',Grevillea,Proteaceae,native,y,red,1,Honeybees,0,,,,
January,24/1/2021,28.1,Grevillea 'Fire sprite',Grevillea,Proteaceae,native,y,red,1,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea 'Fire sprite',Grevillea,Proteaceae,native,y,red,1,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Fire sprite',Grevillea,Proteaceae,native,y,red,1,Other flies,0,,,,
January,24/1/2021,28.1,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,3,Native bees,2,2,Homalictus,2,
January,24/1/2021,28.1,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,3,Honeybees,0,,,,
January,24/1/2021,28.1,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,3,Wasps,0,,,,
January,24/1/2021,28.1,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,3,Syrphid flies,0,,,,
January,24/1/2021,28.1,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,3,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea petrophiloides,Grevillea,Proteaceae,native,n,pink,13,Native bees,0,0,,,
January,24/1/2021,28.1,Grevillea petrophiloides,Grevillea,Proteaceae,native,n,pink,13,Honeybees,0,,,,
January,24/1/2021,28.1,Grevillea petrophiloides,Grevillea,Proteaceae,native,n,pink,13,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea petrophiloides,Grevillea,Proteaceae,native,n,pink,13,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea petrophiloides,Grevillea,Proteaceae,native,n,pink,13,Other flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Peaches & cream',Grevillea,Proteaceae,native,y,yellow+pink,14,Native bees,0,0,,,
January,24/1/2021,28.1,Grevillea 'Peaches & cream',Grevillea,Proteaceae,native,y,yellow+pink,14,Honeybees,0,,,,
January,24/1/2021,28.1,Grevillea 'Peaches & cream',Grevillea,Proteaceae,native,y,yellow+pink,14,Wasps,0,,,,
January,24/1/2021,28.1,Grevillea 'Peaches & cream',Grevillea,Proteaceae,native,y,yellow+pink,14,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevillea 'Peaches & cream',Grevillea,Proteaceae,native,y,yellow+pink,14,Other flies,0,,,,
January,24/1/2021,28.1,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Native bees,0,8,,,
January,24/1/2021,28.1,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Honeybees,8,,,,
January,24/1/2021,28.1,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Wasps,0,,,,
January,24/1/2021,28.1,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Syrphid flies,0,,,,
January,24/1/2021,28.1,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Other flies,0,,,,
January,24/1/2021,28.1,Tagetes ,Tagetes,Asteraceae,exotic,y,yellow/orange,40,Native bees,0,0,,,
January,24/1/2021,28.1,Tagetes ,Tagetes,Asteraceae,exotic,y,yellow/orange,40,Honeybees,0,,,,
January,24/1/2021,28.1,Tagetes ,Tagetes,Asteraceae,exotic,y,yellow/orange,40,Wasps,0,,,,
January,24/1/2021,28.1,Tagetes ,Tagetes,Asteraceae,exotic,y,yellow/orange,40,Syrphid flies,0,,,,
January,24/1/2021,28.1,Tagetes ,Tagetes,Asteraceae,exotic,y,yellow/orange,40,Other flies,0,,,,
January,24/1/2021,28.1,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,400,Native bees,0,0,,,
January,24/1/2021,28.1,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,400,Honeybees,0,,,,
January,24/1/2021,28.1,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,400,Wasps,0,,,,
January,24/1/2021,28.1,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,400,Syrphid flies,0,,,,
January,24/1/2021,28.1,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,400,Other flies,0,,,,
January,24/1/2021,28.1,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,20,Native bees,0,0,,,
January,24/1/2021,28.1,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,20,Honeybees,0,,,,
January,24/1/2021,28.1,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,20,Wasps,0,,,,
January,24/1/2021,28.1,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,20,Syrphid flies,0,,,,
January,24/1/2021,28.1,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,20,Other flies,0,,,,
January,24/1/2021,28.1,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,60,Native bees,0,0,,,
January,24/1/2021,28.1,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,60,Honeybees,0,,,,
January,24/1/2021,28.1,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,60,Wasps,0,,,,
January,24/1/2021,28.1,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,60,Syrphid flies,0,,,,
January,24/1/2021,28.1,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,60,Other flies,0,,,,
January,24/1/2021,28.1,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/pink/orange/red,120,Native bees,0,0,,,
January,24/1/2021,28.1,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/pink/orange/red,120,Honeybees,0,,,,
January,24/1/2021,28.1,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/pink/orange/red,120,Wasps,0,,,,
January,24/1/2021,28.1,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/pink/orange/red,120,Syrphid flies,0,,,,
January,24/1/2021,28.1,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/pink/orange/red,120,Other flies,0,,,,
January,24/1/2021,28.1,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,pink/purple,150,Native bees,0,0,,,
January,24/1/2021,28.1,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,pink/purple,150,Honeybees,0,,,,
January,24/1/2021,28.1,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,pink/purple,150,Wasps,0,,,,
January,24/1/2021,28.1,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,pink/purple,150,Syrphid flies,0,,,,
January,24/1/2021,28.1,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,pink/purple,150,Other flies,0,,,,
January,24/1/2021,28.1,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,yellow/white/pink/orange,40,Native bees,0,0,,,
January,24/1/2021,28.1,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,yellow/white/pink/orange,40,Honeybees,0,,,,
January,24/1/2021,28.1,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,yellow/white/pink/orange,40,Wasps,0,,,,
January,24/1/2021,28.1,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,yellow/white/pink/orange,40,Syrphid flies,0,,,,
January,24/1/2021,28.1,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,yellow/white/pink/orange,40,Other flies,0,,,,
January,24/1/2021,28.1,Allium schoenoprasum,Allium,Amaryllidaceae,exotic,n,white,50,Native bees,0,0,,,
January,24/1/2021,28.1,Allium schoenoprasum,Allium,Amaryllidaceae,exotic,n,white,50,Honeybees,0,,,,
January,24/1/2021,28.1,Allium schoenoprasum,Allium,Amaryllidaceae,exotic,n,white,50,Wasps,0,,,,
January,24/1/2021,28.1,Allium schoenoprasum,Allium,Amaryllidaceae,exotic,n,white,50,Syrphid flies,0,,,,
January,24/1/2021,28.1,Allium schoenoprasum,Allium,Amaryllidaceae,exotic,n,white,50,Other flies,0,,,,
January,24/1/2021,28.1,Bulbine semibarbata,Bulbine,Asphodelaceae,native,n,yellow,80,Native bees,0,1,,,
January,24/1/2021,28.1,Bulbine semibarbata,Bulbine,Asphodelaceae,native,n,yellow,80,Honeybees,0,,,,
January,24/1/2021,28.1,Bulbine semibarbata,Bulbine,Asphodelaceae,native,n,yellow,80,Wasps,1,,,,
January,24/1/2021,28.1,Bulbine semibarbata,Bulbine,Asphodelaceae,native,n,yellow,80,Syrphid flies,0,,,,
January,24/1/2021,28.1,Bulbine semibarbata,Bulbine,Asphodelaceae,native,n,yellow,80,Other flies,0,,,,
January,24/1/2021,28.1,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Native bees,0,1,,,
January,24/1/2021,28.1,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Honeybees,1,,,,
January,24/1/2021,28.1,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Wasps,0,,,,
January,24/1/2021,28.1,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Syrphid flies,0,,,,
January,24/1/2021,28.1,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Other flies,0,,,,
January,24/1/2021,28.1,Callistemon 'candy pink',Callistemon,Myrtaceae,native,y,pink,14,Native bees,0,1,,,
January,24/1/2021,28.1,Callistemon 'candy pink',Callistemon,Myrtaceae,native,y,pink,14,Honeybees,1,,,,
January,24/1/2021,28.1,Callistemon 'candy pink',Callistemon,Myrtaceae,native,y,pink,14,Wasps,0,,,,
January,24/1/2021,28.1,Callistemon 'candy pink',Callistemon,Myrtaceae,native,y,pink,14,Syrphid flies,0,,,,
January,24/1/2021,28.1,Callistemon 'candy pink',Callistemon,Myrtaceae,native,y,pink,14,Other flies,0,,,,
January,24/1/2021,28.1,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,77,Native bees,0,1,,,
January,24/1/2021,28.1,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,77,Honeybees,1,,,,
January,24/1/2021,28.1,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,77,Wasps,0,,,,
January,24/1/2021,28.1,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,77,Syrphid flies,0,,,,
January,24/1/2021,28.1,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,77,Other flies,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush Glow',Anigozanthos,Haemodoraceae,native,y,yellow+red,3,Native bees,0,0,,,
January,24/1/2021,28.1,Anigozanthos 'Bush Glow',Anigozanthos,Haemodoraceae,native,y,yellow+red,3,Honeybees,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush Glow',Anigozanthos,Haemodoraceae,native,y,yellow+red,3,Wasps,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush Glow',Anigozanthos,Haemodoraceae,native,y,yellow+red,3,Syrphid flies,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush Glow',Anigozanthos,Haemodoraceae,native,y,yellow+red,3,Other flies,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tenacity',Anigozanthos,Haemodoraceae,native,y,yellow+red,80,Native bees,0,0,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tenacity',Anigozanthos,Haemodoraceae,native,y,yellow+red,80,Honeybees,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tenacity',Anigozanthos,Haemodoraceae,native,y,yellow+red,80,Wasps,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tenacity',Anigozanthos,Haemodoraceae,native,y,yellow+red,80,Syrphid flies,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tenacity',Anigozanthos,Haemodoraceae,native,y,yellow+red,80,Other flies,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tango',Anigozanthos,Haemodoraceae,native,y,yellow+red,30,Native bees,0,0,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tango',Anigozanthos,Haemodoraceae,native,y,yellow+red,30,Honeybees,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tango',Anigozanthos,Haemodoraceae,native,y,yellow+red,30,Wasps,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tango',Anigozanthos,Haemodoraceae,native,y,yellow+red,30,Syrphid flies,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush tango',Anigozanthos,Haemodoraceae,native,y,yellow+red,30,Other flies,0,,,,
