treeid,abbreviation,leaftype,sampletype,days,wetarea,dryarea,drymass,wet_major_vein_transmitted_mean_frequency,wet_minor_vein_transmitted_mean_frequency,dry_major_vein_transmitted_mean_frequency,dry_minor_vein_transmitted_mean_frequency,dry_major_vein_reflected_mean_frequency,dry_minor_vein_reflected_mean_frequency,wet_total_vein_transmitted_mean_frequency,dry_total_vein_transmitted_mean_frequency,dry_total_vein_reflected_mean_frequency,wetarea_replicates,dryarea_replicates,drymass_replicates,wet_major_vein_transmitted_mean_frequency_replicates,wet_minor_vein_transmitted_mean_frequency_replicates,wet_total_vein_transmitted_mean_frequency_replicates,dry_major_vein_transmitted_mean_frequency_replicates,dry_minor_vein_transmitted_mean_frequency_replicates,dry_total_vein_transmitted_mean_frequency_replicates,dry_major_vein_reflected_mean_frequency_replicates,dry_minor_vein_reflected_mean_frequency_replicates,dry_total_vein_reflected_mean_frequency_replicates,Species,Date Collected,Collector,Latitude,Longitude,Sample Type,Date Imaged: Fresh,Date Imaged: Dried (T),Date Imaged: Dried (C)
treeid_047,E.paup,Adult,Dried,100,37.88333333333333,NA,0.787,NA,NA,0.3125,0.3854166666666667,0.375,1.2708333333333333,NA,2.09375,4.9375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus pauciflora subsp. pauciflora,1-Apr-18,W.K. Morris,-38.79186,146.01362,Dried,NA,10-Jul-18,10-Jul-18
treeid_048,E.vimp,Adult,Dried,101,13.813333333333333,NA,0.242,NA,NA,0.6458333333333334,0.8541666666666666,0.5729166666666666,0.8125,NA,4.5,4.15625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus viminalis subsp. pryoriana,2-Apr-18,W.K. Morris,-38.42589,145.51664,Dried,NA,12-Jul-18,12-Jul-18
treeid_049,E.agg,Adult,Dried,102,35.343333333333334,NA,0.7909999999999999,NA,NA,0.2916666666666667,0.09375,0.1875,NA,NA,1.15625,0.5625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus agglomerata,1-Apr-18,P.A. Vesk,-36.03596,150.04507,Dried,NA,12-Jul-18,12-Jul-18
treeid_050,E.agg,Adult,Dried,103,21.45,NA,0.45666666666666667,NA,NA,0.3958333333333333,0.10416666666666667,0.40625,0.041666666666666664,NA,1.5,1.34375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus agglomerata,1-Apr-18,P.A. Vesk,-36.03626,150.04437,Dried,NA,13-Jul-18,13-Jul-18
treeid_051,E.vimv,Adult,Dried,100,22.62333333333333,NA,0.40900000000000003,NA,NA,0.5416666666666666,0.71875,0.6041666666666666,0.4479166666666667,NA,3.78125,3.15625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus viminalis subsp. viminalis,3-Apr-18,P.A. Vesk,-36.93816,149.68563,Dried,NA,12-Jul-18,12-Jul-18
treeid_052,E.bau,Adult,Dried,100,23.536666666666665,NA,0.3006666666666667,NA,NA,0.53125,2.7395833333333335,0.3854166666666667,0.875,NA,9.8125,3.78125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus baueriana,3-Apr-18,P.A. Vesk,-36.95072,149.6717,Dried,NA,12-Jul-18,12-Jul-18
treeid_053,E.ang,Adult,Dried,100,31.61,NA,0.6253333333333333,NA,NA,0.6041666666666666,1.6875,0.5416666666666666,0.9375,NA,6.875,4.4375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus angophoroides,3-Apr-18,P.A. Vesk,-36.96715,149.66431,Dried,NA,12-Jul-18,12-Jul-18
treeid_054,E.agg,Adult,Dried,100,34.06666666666667,NA,1.0276666666666667,NA,NA,0.3333333333333333,0.14583333333333334,0.15625,NA,NA,1.4375,0.46875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus agglomerata,3-Apr-18,P.A. Vesk,-36.9687,149.65458,Dried,NA,12-Jul-18,12-Jul-18
treeid_055,E.bos,Adult,Dried,101,18.526666666666667,NA,0.414,NA,NA,0.4895833333333333,1.0625,0.40625,0.4375,NA,4.65625,2.53125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus bosistoana,3-Apr-18,P.A. Vesk,-36.92716,149.65689,Dried,NA,13-Jul-18,13-Jul-18
treeid_056,E.alb,Adult,Dried,139,27.91,NA,0.7923333333333333,NA,NA,0.3958333333333333,0.07291666666666667,0.2708333333333333,0.4895833333333333,NA,1.40625,2.28125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus albens,24-Feb-18,P.A. Vesk,-36.568600000000004,144.9671,Dried,NA,13-Jul-18,3-Aug-18
treeid_057,E.mac,Adult,Dried,139,20.656666666666666,NA,0.496,NA,NA,0.5208333333333334,0.4583333333333333,0.4270833333333333,0.11458333333333333,NA,2.9375,1.625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus macrorhyncha,24-Feb-18,P.A. Vesk,-36.6348,145.0313,Dried,NA,13-Jul-18,13-Jul-18
treeid_058,E.mac,Adult,Dried,142,18.656666666666666,NA,0.5416666666666666,NA,NA,0.46875,0.4166666666666667,0.5,0.13541666666666666,NA,2.65625,1.90625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus macrorhyncha,24-Feb-18,P.A. Vesk,-36.6348,145.0313,Dried,NA,16-Jul-18,16-Jul-18
treeid_059,E.tri,Adult,Dried,142,21.4,NA,0.507,NA,NA,0.4895833333333333,1.3020833333333333,0.3333333333333333,0.010416666666666666,NA,5.375,1.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus tricarpa,24-Feb-18,P.A. Vesk,-36.6431,145.0319,Dried,NA,16-Jul-18,16-Jul-18
treeid_060,E.obl,Adult,Fresh,38,41.09,37.943333333333335,0.7766666666666667,0.6354166666666666,1.7083333333333333,0.3854166666666667,0.8645833333333334,0.3854166666666667,0.10416666666666667,7.03125,3.75,1.46875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus obliqua,13-Jul-18,P.A. Vesk,-37.755445,145.677733,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_061,E.cyp,Adult,Fresh,38,46.14333333333333,40.59,0.843,0.7604166666666666,2.5104166666666665,0.84375,1.3854166666666667,0.5833333333333334,1.0104166666666667,9.8125,6.6875,4.78125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus cypellocarpa,13-Jul-18,P.A. Vesk,-37.75275,145.673553,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_062,E.reg,Adult,Fresh,38,14.796666666666667,13.753333333333334,0.265,0.3854166666666667,0.5833333333333334,0.4166666666666667,0.46875,0.34375,NA,2.90625,2.65625,1.03125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus regnans,13-Jul-18,P.A. Vesk,-37.74944,145.686397,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_063,E.cyp,Adult,Fresh,38,33.303333333333335,30.80333333333333,0.964,0.46875,1.6145833333333333,0.5,1.0833333333333333,0.6041666666666666,0.7395833333333334,6.25,4.75,4.03125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus cypellocarpa,13-Jul-18,P.A. Vesk,-37.753756,145.67382,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_064,E.obl,Adult,Fresh,38,30.276666666666667,27.313333333333333,0.4736666666666667,0.23958333333333334,1.71875,0.4895833333333333,1.1770833333333333,0.5416666666666666,0.20833333333333334,5.875,5,2.25,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus obliqua,13-Jul-18,P.A. Vesk,-37.755397,145.674653,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_065,E.cyp,Adult,Fresh,38,21.336666666666666,19.363333333333333,0.46266666666666667,0.4375,1.7395833333333333,0.4375,0.78125,0.4583333333333333,0.3645833333333333,6.53125,3.65625,2.46875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus cypellocarpa,13-Jul-18,P.A. Vesk,-37.75417,145.686203,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_066,E.bax,Adult,Fresh,38,32.413333333333334,29.1,0.827,0.2916666666666667,1.0625,0.46875,0.4166666666666667,0.3854166666666667,NA,4.0625,2.65625,1.15625,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus baxteri,13-Jul-18,P.A. Vesk,-37.770187,145.655913,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_067,E.sie,Adult,Fresh,38,20.636666666666667,19.63,0.556,0.2916666666666667,0.78125,0.4270833333333333,0.21875,0.3020833333333333,0.020833333333333332,3.21875,1.9375,0.96875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus sieberi,13-Jul-18,P.A. Vesk,-37.769772,145.656662,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_068,E.sie,Adult,Fresh,38,22.913333333333334,21.753333333333334,0.6203333333333333,0.3958333333333333,0.22916666666666666,0.4479166666666667,0.1875,0.34375,0.010416666666666666,1.875,1.90625,1.0625,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus sieberi,13-Jul-18,P.A. Vesk,-37.769384,145.60889,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_069,E.obl,Adult,Fresh,38,32.553333333333335,29.983333333333334,0.5256666666666666,0.3333333333333333,1.53125,0.4583333333333333,0.9583333333333334,0.4375,0.23958333333333334,5.59375,4.25,2.03125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus obliqua,13-Jul-18,P.A. Vesk,-37.770187,145.655913,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_070,E.reg,Adult,Fresh,38,19.2,17.58,0.32666666666666666,0.14583333333333334,0.9895833333333334,0.5208333333333334,0.4166666666666667,0.3645833333333333,0.03125,3.40625,2.8125,1.1875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus regnans,13-Jul-18,P.A. Vesk,-37.744403,145.68953,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_071,E.vimv,Adult,Fresh,38,13.51,11.963333333333333,0.219,0.6041666666666666,1.4166666666666667,0.5729166666666666,1.5416666666666667,0.625,0.3229166666666667,6.0625,6.34375,2.84375,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus viminalis subsp. viminalis,13-Jul-18,P.A. Vesk,-37.742458,145.722017,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_072,E.vimv,Adult,Fresh,38,24.669999999999998,22.240000000000002,0.49833333333333335,0.53125,1.5625,0.6354166666666666,1.4791666666666667,0.6145833333333334,0.46875,6.28125,6.34375,3.25,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus viminalis subsp. viminalis,13-Jul-18,P.A. Vesk,-37.759772,145.686203,Fresh,16-Jul-18,20-Aug-18,20-Aug-18
treeid_073,E.div,Adult,Fresh,33,16.893333333333334,15.673333333333334,0.29933333333333334,0.5833333333333334,1.0625,0.4166666666666667,1.0104166666666667,0.5520833333333334,0.14583333333333334,4.9375,4.28125,2.09375,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus dives,18-Jul-18,B.Q. Ong,-37.458547,145.227978,Fresh,24-Jul-18,20-Aug-18,20-Aug-18
treeid_074,E.obl,Adult,Fresh,33,34.34,31.186666666666667,0.679,0.5625,1.1875,0.3333333333333333,1.0520833333333333,0.5104166666666666,0.22916666666666666,5.25,4.15625,2.21875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus obliqua,18-Jul-18,B.Q. Ong,-37.458547,145.227978,Fresh,24-Jul-18,20-Aug-18,20-Aug-18
treeid_075,E.div,Adult,Fresh,33,17.9,16.643333333333334,0.2946666666666667,0.375,0.7708333333333334,0.375,0.6354166666666666,0.3958333333333333,0.19791666666666666,3.4375,3.03125,1.78125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus dives,18-Jul-18,B.Q. Ong,-37.458734,145.22849,Fresh,24-Jul-18,20-Aug-18,20-Aug-18
treeid_076,E.div,Adult,Fresh,33,22.34,20.743333333333332,0.37566666666666665,0.4166666666666667,0.7916666666666666,0.4270833333333333,0.5833333333333334,0.4791666666666667,0.2708333333333333,3.625,3.03125,2.25,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus dives,18-Jul-18,B.Q. Ong,-37.458734,145.22849,Fresh,24-Jul-18,20-Aug-18,20-Aug-18
treeid_077,E.obl,Adult,Fresh,33,17.733333333333334,15.966666666666667,0.332,0.4895833333333333,0.875,0.5,0.9375,0.375,0.0625,4.09375,4.3125,1.3125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus obliqua,18-Jul-18,B.Q. Ong,-37.458734,145.227963,Fresh,24-Jul-18,20-Aug-18,20-Aug-18
treeid_078,E.cyp,Adult,Fresh,32,44.79,40.28666666666667,0.8183333333333334,0.5833333333333334,1.5625,0.46875,1.03125,0.5520833333333334,0.03125,6.4375,4.5,1.75,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus cypellocarpa,19-Jul-18,B.Q. Ong,-37.458044,145.226818,Fresh,24-Jul-18,20-Aug-18,20-Aug-18
treeid_079,E.div,Adult,Fresh,32,17.48,18.236666666666668,0.236,0.6145833333333334,0.7916666666666666,0.3854166666666667,0.71875,0.40625,0.375,4.21875,3.3125,2.34375,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus dives,19-Jul-18,B.Q. Ong,-37.458666,145.226651,Fresh,24-Jul-18,20-Aug-18,20-Aug-18
treeid_080,E.div,Adult,Fresh,32,23.936666666666667,22.613333333333333,0.324,0.4791666666666667,0.7291666666666666,0.3645833333333333,0.6875,0.375,0.19791666666666666,3.625,3.15625,1.71875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus dives,19-Jul-18,B.Q. Ong,-37.457907,145.228528,Fresh,24-Jul-18,20-Aug-18,20-Aug-18
treeid_081,E.paup,Adult,Fresh,30,11.133333333333333,10.113333333333333,0.427,0.375,0.5520833333333334,0.28125,0.6145833333333334,0.3333333333333333,0.6875,2.78125,2.6875,3.0625,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus pauciflora subsp. pauciflora,21-Jul-18,B.Q. Ong,-37.142177,146.440301,Fresh,24-Jul-18,20-Aug-18,20-Aug-18
treeid_082,E.paup,Adult,Fresh,30,16.466666666666665,15.076666666666666,0.557,0.5,0.5833333333333334,0.375,0.5,0.4479166666666667,0.375,3.25,2.625,2.46875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus pauciflora subsp. pauciflora,21-Jul-18,B.Q. Ong,-37.142177,146.440301,Fresh,25-Jul-18,20-Aug-18,20-Aug-18
treeid_083,E.paup,Adult,Fresh,30,10.496666666666666,9.54,0.33066666666666666,0.4166666666666667,0.5625,0.34375,0.4791666666666667,0.6041666666666666,0.3333333333333333,2.9375,2.46875,2.8125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus pauciflora subsp. pauciflora,21-Jul-18,B.Q. Ong,-37.142177,146.440301,Fresh,25-Jul-18,20-Aug-18,20-Aug-18
treeid_084,E.paup,Adult,Fresh,30,13.64,12.226666666666667,0.34933333333333333,0.4270833333333333,0.5729166666666666,0.3854166666666667,0.6458333333333334,0.4270833333333333,0.6354166666666666,3,3.09375,3.1875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus pauciflora subsp. pauciflora,21-Jul-18,B.Q. Ong,-37.139121,146.45564100000001,Fresh,25-Jul-18,20-Aug-18,20-Aug-18
treeid_085,E.paup,Adult,Fresh,30,23.713333333333335,21.986666666666668,0.565,0.3854166666666667,0.4791666666666667,0.4270833333333333,0.5208333333333334,0.4791666666666667,0.28125,2.59375,2.84375,2.28125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus pauciflora subsp. pauciflora,21-Jul-18,B.Q. Ong,-37.139121,146.45564100000001,Fresh,25-Jul-18,20-Aug-18,20-Aug-18
treeid_086,E.paup,Adult,Fresh,30,16.88,15.343333333333334,0.4176666666666667,0.4375,0.625,0.40625,0.65625,0.4895833333333333,0.78125,3.1875,3.1875,3.8125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus pauciflora subsp. pauciflora,21-Jul-18,B.Q. Ong,-37.139121,146.45564100000001,Fresh,25-Jul-18,20-Aug-18,20-Aug-18
treeid_087,E.ova,Adult,Fresh,29,26.453333333333333,23.849999999999998,0.467,0.6458333333333334,1.8020833333333333,0.7083333333333334,1.65625,0.5208333333333334,1.7395833333333333,7.34375,7.09375,6.78125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus ovata,22-Jul-18,B.Q. Ong,-37.208046,145.429139,Fresh,25-Jul-18,20-Aug-18,20-Aug-18
treeid_088,E.gon,Adult,Fresh,29,20.16,18.33,0.598,0.59375,1.5416666666666667,0.5104166666666666,1.1770833333333333,0.3020833333333333,0.010416666666666666,6.40625,5.0625,0.9375,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus goniocalyx,30-Jul-18,B.Q. Ong,-37.884517,144.173381,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_089,E.gon,Adult,Fresh,29,21.573333333333334,19.33,0.5253333333333333,0.75,1.78125,0.6666666666666666,1.6770833333333333,0.22916666666666666,0.10416666666666667,7.59375,7.03125,1,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus goniocalyx,30-Jul-18,B.Q. Ong,-37.884217,144.172615,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_090,E.vimv,Adult,Fresh,29,8.836666666666666,7.74,0.17933333333333334,0.5729166666666666,1.6458333333333333,0.46875,1.5208333333333333,0.53125,1.625,6.65625,5.96875,6.46875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus viminalis subsp. viminalis,30-Jul-18,B.Q. Ong,-37.884217,144.172615,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_091,E.tri,Adult,Fresh,29,38.31,35.376666666666665,1.0573333333333332,0.4270833333333333,1.7395833333333333,0.5,1.2604166666666667,0.4375,0.03125,6.5,5.28125,1.40625,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus tricarpa,30-Jul-18,B.Q. Ong,-37.8839,144.172775,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_092,E.mac,Adult,Fresh,29,16.053333333333335,14.936666666666667,0.4613333333333333,0.3333333333333333,0.5729166666666666,0.3958333333333333,0.40625,0.625,0.1875,2.71875,2.40625,2.4375,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus macrorhyncha,30-Jul-18,B.Q. Ong,-37.883335,144.174179,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_093,E.mac,Adult,Fresh,29,24.866666666666667,22.953333333333333,0.7623333333333333,0.28125,0.375,0.375,0.3229166666666667,0.3333333333333333,0.020833333333333332,1.96875,2.09375,1.0625,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus macrorhyncha,30-Jul-18,B.Q. Ong,-37.883335,144.174179,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_094,E.gon,Adult,Fresh,29,23.163333333333334,21.04,0.749,0.4375,1.59375,0.3854166666666667,0.78125,0.5520833333333334,1.1979166666666667,6.09375,3.5,5.25,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus goniocalyx,30-Jul-18,B.Q. Ong,-37.88398,144.172566,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_095,E.vimv,Adult,Fresh,29,12.303333333333333,11.503333333333334,0.21433333333333335,0.4479166666666667,1.71875,0.4791666666666667,1.6041666666666667,0.6041666666666666,1,6.5,6.25,4.8125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus viminalis subsp. viminalis,30-Jul-18,B.Q. Ong,-37.866896,144.221694,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_096,E.panv,Adult,Fresh,29,16.296666666666667,14.959999999999999,0.352,0.46875,2.65625,0.6354166666666666,1.5104166666666667,0.625,1.7395833333333333,9.375,6.4375,7.09375,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus polyanthemos subsp. vestita,30-Jul-18,B.Q. Ong,-37.863538,144.212776,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_097,E.panv,Adult,Fresh,29,18.04,16.523333333333333,0.40700000000000003,0.5833333333333334,3.3125,0.7083333333333334,2.6354166666666665,0.6979166666666666,0.7291666666666666,11.6875,10.03125,4.28125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus polyanthemos subsp. vestita,30-Jul-18,B.Q. Ong,-37.85766,144.19033,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_098,E.ova,Adult,Fresh,29,28.763333333333335,25.623333333333335,0.43933333333333335,0.5104166666666666,2.5416666666666665,0.7395833333333334,2.4479166666666665,0.6770833333333334,0.7604166666666666,9.15625,9.5625,4.3125,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus ovata,30-Jul-18,B.Q. Ong,-37.835438,144.196438,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_099,E.bax,Adult,Fresh,29,16.8,14.649999999999999,0.5106666666666666,0.3229166666666667,0.3020833333333333,0.53125,0.125,0.3958333333333333,NA,1.875,1.96875,1.1875,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus baxteri,30-Jul-18,B.Q. Ong,-37.853633,144.257147,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_100,E.mca,Adult,Fresh,29,18.986666666666665,17,0.47933333333333333,0.6145833333333334,2.9270833333333335,0.7291666666666666,2.1875,0.5104166666666666,0.10416666666666667,10.625,8.75,1.84375,3,3,3,3,3,1,3,3,1,3,3,1,Eucalyptus microcarpa,30-Jul-18,B.Q. Ong,-37.742484,144.53025,Fresh,10-Aug-18,28-Aug-18,28-Aug-18
treeid_101,E.div,Adult,Dried,186,14.81,NA,0.191,NA,NA,0.6145833333333334,1.1458333333333333,0.5104166666666666,0.96875,NA,5.28125,4.4375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus dives,2-Mar-18,P.A. Vesk,-38.01388,146.35358,Dried,NA,4-Sep-18,4-Sep-18
treeid_102,E.ful,Adult,Dried,186,21.596666666666664,NA,0.3616666666666667,NA,NA,0.6145833333333334,1.5729166666666667,0.6145833333333334,1.3541666666666667,NA,6.5625,5.90625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus fulgens,2-Mar-18,P.A. Vesk,-38.0372,146.32729,Dried,NA,4-Sep-18,4-Sep-18
treeid_103,E.div,Adult,Dried,186,29.976666666666667,NA,0.4086666666666667,NA,NA,0.4583333333333333,0.7291666666666666,0.5208333333333334,0.59375,NA,3.5625,3.34375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus dives,2-Mar-18,P.A. Vesk,-38.04376,146.07475,Dried,NA,4-Sep-18,4-Sep-18
treeid_104,E.fas,Adult,Dried,254,18.406666666666666,NA,0.285,NA,NA,0.3854166666666667,0.65625,0.5208333333333334,0.19791666666666666,NA,3.125,2.15625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus fastigata,24-Dec-17,P.A. Vesk,-34.78815,150.55477,Dried,NA,4-Sep-18,4-Sep-18
treeid_105,E.div,Adult,Dried,452,27.576666666666668,NA,0.37,NA,NA,0.4583333333333333,0.9166666666666666,0.4895833333333333,0.5208333333333334,NA,4.125,3.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus dives,9-Jun-17,P.A. Vesk,-37.725911,145.777747,Dried,NA,4-Sep-18,4-Sep-18
treeid_106,E.radra,Adult,Dried,452,23.23,NA,0.2543333333333333,NA,NA,0.6979166666666666,1.2708333333333333,0.6041666666666666,0.59375,NA,5.90625,3.59375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus radiata subsp. radiata,9-Jun-17,P.A. Vesk,-37.737972,145.782747,Dried,NA,4-Sep-18,4-Sep-18
treeid_107,E.vimv,Adult,Dried,452,25.573333333333334,NA,0.466,NA,NA,0.46875,0.5625,0.4479166666666667,0.0625,NA,3.09375,1.53125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus viminalis subsp. viminalis,9-Jun-17,P.A. Vesk,-37.767485,145.812944,Dried,NA,4-Sep-18,4-Sep-18
treeid_108,E.mac,Adult,Dried,401,17.676666666666666,NA,0.34833333333333333,NA,NA,0.4895833333333333,0.5520833333333334,0.4375,0.22916666666666666,NA,3.125,2,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus macrorhyncha,30-Jul-17,W.C. Neal,-37.86639,144.23336,Dried,NA,4-Sep-18,4-Sep-18
treeid_109,E.fas,Adult,Dried,317,23.696666666666665,NA,0.414,NA,NA,0.3958333333333333,0.3125,0.19791666666666666,NA,NA,2.125,0.59375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus fastigata,22-Oct-17,M.E. Freeman,-35.45,149.97,Dried,NA,4-Sep-18,4-Sep-18
treeid_110,E.fas,Adult,Dried,317,27.343333333333334,NA,0.478,NA,NA,0.5625,0.3229166666666667,0.3645833333333333,0.041666666666666664,NA,2.65625,1.21875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus fastigata,22-Oct-17,M.E. Freeman,-35.45,149.97,Dried,NA,4-Sep-18,4-Sep-18
treeid_111,E.fas,Adult,Dried,317,25.803333333333335,NA,0.47700000000000004,NA,NA,0.46875,0.10416666666666667,0.25,NA,NA,1.71875,0.75,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus fastigata,22-Oct-17,M.E. Freeman,-35.45,149.97,Dried,NA,4-Sep-18,4-Sep-18
treeid_112,E.sie,Adult,Dried,516,17.596666666666668,NA,0.43066666666666664,NA,NA,0.4583333333333333,0.13541666666666666,0.2916666666666667,0.010416666666666666,NA,1.78125,0.90625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus sieberi,6-Apr-17,P.A. Vesk,-37.43792,148.97365,Dried,NA,4-Sep-18,4-Sep-18
treeid_113,E.cyp,Adult,Dried,516,65.73666666666666,NA,1.365,NA,NA,0.4895833333333333,0.6041666666666666,0.5208333333333334,0.08333333333333333,NA,3.28125,1.8125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus cypellocarpa,6-Apr-17,P.A. Vesk,-37.42042,148.95682,Dried,NA,4-Sep-18,4-Sep-18
treeid_114,E.cyp,Adult,Dried,516,34.60333333333334,NA,0.8006666666666666,NA,NA,0.5104166666666666,1.0520833333333333,0.59375,1.3125,NA,4.6875,5.71875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus cypellocarpa,6-Apr-17,P.A. Vesk,-37.44202,148.95128,Dried,NA,4-Sep-18,4-Sep-18
treeid_116,E.radra,Adult,Dried,516,51.24333333333333,NA,0.8089999999999999,NA,NA,0.8229166666666666,1.6875,0.4375,0.052083333333333336,NA,7.53125,1.46875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus radiata subsp. radiata,6-Apr-17,P.A. Vesk,-37.44191,148.95717,Dried,NA,4-Sep-18,4-Sep-18
treeid_117,E.radra,Adult,Dried,516,5.536666666666667,NA,0.09166666666666666,NA,NA,0.6145833333333334,0.4375,0.4791666666666667,0.03125,NA,3.15625,1.53125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus radiata subsp. radiata,6-Apr-17,P.A. Vesk,-37.44241,148.97069,Dried,NA,4-Sep-18,4-Sep-18
treeid_118,E.cro,Adult,Dried,516,30.203333333333337,NA,0.273,NA,NA,0.5729166666666666,1.1770833333333333,0.4375,0.5,NA,5.25,2.8125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus croajingolensis,6-Apr-17,P.A. Vesk,-37.59328,148.90073,Dried,NA,4-Sep-18,4-Sep-18
