Species,date_gas_exchange,Temp,CO2,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),CiCa,Trmmol (mmol m-2 s-1),VpdL (kPa),Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi,date_isotope_analysis,leaf_percentN,leaf_d15N,leaf_CN,leaf_percentC,leaf_d13C,stem_percentN,stem_d15N,stem_CN,stem_percentC,stem_d13C,root_percentN,root_d15N,root_CN,root_percentC,root_d13C,StemFW (g),InitialLeafLA (cm-2),NewLeafLA (cm-2),TotalLA (cm-2),InitialLeafFW (g),NewLeafFW (g),TotalLeafFW (g),StemDW (g),InitialLeafDW (g),NewLeafDW (g),TotalLeafDW (g),LMA (g m-2),leaf_area_ratio,Rep,GrowthPeriod,LaminaT (um),abaxialEpiT (um),adaxialEpiT (um),percentMucilage (%),percentMesophyll (%),percentVascular (%),abaxialEpiDen (mm-2),abaxialStomDen (mm-2),abaxialSI (%),adaxialEpiDen (mm-2),adaxialStomDen (mm-2),adaxialSI (%),PAR_round,PAR_desc,context
Wollemia nobilis,2009-04-16,Elv,280,306,2.716,0.03312,138,0.497838391,0.6588,1.98,0.5,2.6,30.11,28.364,277.198,18.0408,18.803,42.504,44.298,500.5,700,NA,NA,NA,NA,NA,NA,NA,NA,21.161164,46.0740077,-27.08725011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,280,302,2.728,0.03316,137.6,0.497680951,0.5704,1.718,25.984,26.364,25.958,279.884,276.482,16.4298,17.0912,49.316,51.304,500.1,701,NA,NA,NA,NA,NA,NA,NA,NA,28.36501414,47.391999,-27.46939401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,640,505,6.072,0.02318,192.4,0.304573069,0.5994,2.55,31.04,31.366,31.02,639.444,631.706,19.6872,20.3918,43.962,45.536,500.14,700,2010-03-05,1.8759589,1.979053284,28.24140811,52.9797209,-36.91043527,1.7318394,1.264961453,25.71715299,44.5379788,-31.47779597,NA,NA,NA,NA,NA,64.99,1192,859,2051,86.04,67.85,153.89,17.96,30.03,22.13,52.16,254.3149683,29.249857387335993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,640,506,2.194,0.0103,281.2,0.440331514,0.2236,2.13,30.59,29.702,31.02,641.318,638.61,20.1414,20.3954,46.132,46.716,500.1,700,2010-03-05,1.8527503,1.337360214,27.59253937,51.1220856,-35.50524273,1.3782987,0.706726972,32.48643164,44.7760065,-33.72443233,NA,NA,NA,NA,NA,90.31,1677,1832,3509,106.08,129.46,235.54,25.62,38.9,40.61,79.51,226.5887717,33.3777228193665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,640,510,4.3,0.01938,259,0.408354446,0.479,2.428,30.908,31.36,31.016,639.588,634.25,21.0268,21.5704,47.286,48.51,500.1,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,1271,1567,2838,78.95,101.43,180.38,16.3,28.7,33.29,61.99,218.4284708,36.249840337207814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,640,509,4.352,0.01632,193.2,0.303881581,0.312,1.884,30.314,29.27,31.022,641.234,635.774,21.4646,21.83,49.92,50.772,500.1,699.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,640,508,3.738,0.01222,130.2,0.204943168,0.2708,2.188,30.554,29.09,31.102,639.822,635.292,18.0008,18.309,41.452,42.162,500.5,698.8,2010-03-05,1.9344632,0.898039444,27.58746571,53.3669372,-36.51394088,1.3514559,0.675090283,34.34190875,46.4115752,-33.99049488,NA,NA,NA,NA,NA,47.04,679,1409,2088,44.11,81.58,125.69,15.32,15.92,27.54,43.46,208.1417625,35.522286492004085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,280,205,1.15,0.01188,117.2,0.420773732,0.2056,1.716,25.85,25.332,25.96,279.932,278.532,14.881,15.1158,44.982,45.694,500.18,699,NA,NA,NA,NA,NA,NA,NA,NA,20.56831874,48.3296192,-27.5187029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,280,204,2.906,0.03688,143,0.516871829,0.6632,1.798,25.934,26.058,25.96,280.252,276.664,14.9638,15.721,45.014,47.29,500.18,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4170659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,280,209,2.65,0.029,123.34,0.445443179,0.507,1.744,26.16,26.22,26.01,280.008,276.772,15.9644,16.542,47.446,49.164,500.6,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,280,201,2.106,0.02236,120.8,0.433247999,0.4184,1.86,25.942,26.344,25.96,281.358,278.824,15.1834,15.6528,45.644,47.054,500.2,699.4,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.749864,-0.466581071,16.2407922,44.6599698,-24.08880316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,280,208,1.87,0.03268,178.6,0.645650697,0.4786,1.466,25.722,25.302,26.01,278.978,276.616,16.9628,17.5172,51.742,53.434,500.6,701,NA,NA,NA,NA,NA,NA,NA,NA,24.9793106,48.3701219,-28.48022628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,280,207,3.314,0.03086,97.82,0.354271983,0.5018,1.626,25.874,25.686,26.01,280.042,275.974,16.0862,16.6676,48.612,50.372,500.6,700.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,400,104,3.67,0.02124,110.8,0.280327642,0.3256,1.53,26.892,23.902,28,399.732,395.252,13.9242,14.3026,39.638,40.716,500.6,699.6,2010-03-05,1.6271798,2.39472863,29.7773503,48.4531029,-27.2972962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.86,1814,302,2116,129.32,31.89,161.21,30.74,48.64,9.94,58.58,276.8431002,23.69010300044783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,400,103,2.338,0.02542,242,0.608030742,0.3608,1.424,24.618,21.23,26.03,400.884,398.008,10.5208,10.9344,34.254,35.6,500.7,699.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6230667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,400,109,3.746,0.0315,193.6,0.489609271,0.6244,1.988,25.348,24.41,26.026,400.038,395.414,9.9724,10.6876,31.08,33.308,500.62,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,400,108,3.114,0.03226,230.6,0.582970889,0.559,1.73,27.166,25.784,28,399.49,395.56,15.127,15.7758,42.374,44.19,500.6,699,2010-03-05,NA,NA,NA,NA,NA,1.8957457,1.255776607,24.61082776,46.6558709,-28.79046139,NA,NA,NA,NA,NA,70.85,1341,344,1685,92.51,27.27,119.78,21.37,36.49,8.79,45.28,268.7240356,25.28132033008252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,400,101,2.748,0.02114,178.8,0.451630415,0.3446,1.63,24.602,22.548,26.026,399.29,395.894,10.6074,11.0088,34.56,35.866,500.7,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6694163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,400,102,2.064,0.01706,196.4,0.493232015,0.2472,1.45,26.346,21.056,28,400.698,398.19,10.1428,10.426,29.814,30.648,500.68,701,NA,NA,NA,NA,NA,NA,NA,NA,25.1005047,50.2622973,-31.05663959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,640,10,5.73,0.01794,111.2,0.175635521,0.2496,1.394,25.598,19.494,27.832,640.186,633.128,8.386,8.6826,25.772,26.68,500.7,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,640,2,3.764,0.01462,210.2,0.33039301,0.2694,1.842,24.36,21.362,26.04,640.756,636.198,6.7156,7.0254,22.188,23.214,500.7,701,2010-03-05,1.6104387,1.482484041,30.64678227,49.3547642,-35.59267209,1.9118739,1.517294773,24.87349291,47.5549819,-32.10009286,NA,NA,NA,NA,NA,46.51,1020,1106,2126,74.86,78.87,153.73,15.63,30.28,30.05,60.33,283.7723424,27.9884149552396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,640,5,5.33,0.02444,272,0.428902688,0.3446,1.418,23.44,19.29,25.844,640.384,634.176,7.8022,8.1842,27.256,28.59,500.7,700,NA,NA,NA,NA,NA,NA,NA,NA,29.88016376,48.5035794,-32.13251082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,640,7,3.684,0.01592,248.8,0.391272747,0.3314,2.082,24.382,22.446,26.042,640.448,635.858,5.9862,6.374,19.756,21.034,500.72,699.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.35,1411,959,2370,98.87,72.53,171.4,25.35,40.18,27.72,67.9,286.4978903,25.41554959785523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,640,9,2.904,0.00873,89.3,0.140565069,0.1832,2.094,26.338,23.486,28,638.852,635.292,7.7852,7.9994,22.884,23.518,500.7,701.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.97,1127,1213,2340,86.01,97.81,183.82,39.92,33.55,36.63,70.18,299.9145299,21.253405994550405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,640,6,4.684,0.02032,253.6,0.399137547,0.288,1.426,21.246,18.086,23.684,640.914,635.368,6.1752,6.5008,24.648,25.948,500.76,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9010535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Amb,640,8,2.674,0.0167,367.6,0.575824619,0.269,1.616,23.06,19.192,25.588,641.682,638.386,5.7796,6.0896,20.652,21.76,500.7,699.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Elv,400,405,1.3747,0.01893,153.7,0.551028862,0.4542,2.377,30.649,30.499,31.028,280.68,278.91,19.2436,19.7689,44.199,45.405,500.08,699.1,NA,NA,NA,NA,NA,NA,NA,NA,18.62266358,47.0768812,-28.56754411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,640,6,2.946,0.01094,194.2,0.304363051,0.1806,1.63,25.444,26.18,26,640.08,638.042,17.5128,17.6308,54.182,54.546,300.3,698.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9010535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,640,501,2.2,0.002912,-581.6,-0.914662053,0.06752,2.28,31.148,31.24,31.076,638.558,635.868,22.4496,22.5288,50.198,50.376,500.58,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6805407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,640,509,4.35,0.03492,413.2,0.652131896,0.782,2.224,31.2,31.542,31.07,639.422,633.614,22.9534,23.8686,51.17,53.21,500.58,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,640,507,2.368,0.01142,285.6,0.449074142,0.2674,2.31,31.24,31.77,31.07,639.014,635.972,23.3316,23.6444,51.892,52.586,500.56,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,640,506,2.53,0.01322,310.8,0.489026409,0.3044,2.268,31.34,31.866,31.07,638.536,635.546,23.9858,24.3116,53.026,53.744,500.58,701,NA,NA,NA,NA,NA,NA,NA,NA,32.48643164,44.7760065,-33.72443233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,640,510,5.13,0.03538,381.2,0.601663645,0.7662,2.15,31.34,31.7,31.07,640.306,633.576,24.1202,25.0158,53.342,55.322,500.56,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,400,410,3.206,0.0244,174.8,0.441068635,0.5162,2.094,31.12,31.24,31.08,400.396,396.308,23.7738,24.3772,53.22,54.572,500.5,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.67,1784,1830,3614,105.1,97.93,203.03,18.6,37.77,32.2,69.97,193.6081904,40.803883933611836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,400,409,2.34,0.02144,211.4,0.53175897,0.4636,2.14,31.12,31.41,31.08,400.57,397.548,23.8388,24.381,53.362,54.57,500.56,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,400,406,2.018,0.02148,236.8,0.594257882,0.4424,2.04,31.08,30.802,31.08,401.02,398.48,23.3146,23.8152,52.302,53.422,500.58,699.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,400,407,2.778,0.02728,222.6,0.559895497,0.5914,2.148,31.212,31.482,31.08,401.184,397.572,23.815,24.5064,53.026,54.566,500.54,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,400,402,1.832,0.02042,243,0.609287158,0.4524,2.19,31.33,31.786,31.078,401.03,398.82,24.3806,24.8654,53.924,54.998,500.52,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8994586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,640,10,7.878,0.02596,133.94,0.211754553,0.368,1.412,26.276,26.634,26.01,641.396,632.488,20.1682,20.5642,59.774,60.952,500.54,699.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,640,8,6.66,-0.02314,1078,1.699551396,-0.2664,1.136,24.978,22.344,26.01,641.416,634.282,15.7852,15.4974,50.512,49.59,500.6,701.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,640,5,7.45,-0.02022,1222,1.935891271,-0.245,1.198,24.56,21.832,26.026,639.988,631.244,14.3522,14.0626,47.092,46.142,500.6,700,NA,NA,NA,NA,NA,NA,NA,NA,29.88016376,48.5035794,-32.13251082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,640,1,5.838,0.03794,368.6,0.582976868,0.674,1.784,25.99,25.92,26.02,639.778,632.272,14.7022,15.497,44.29,46.682,500.6,699,NA,NA,NA,NA,NA,NA,NA,NA,39.01075714,48.6530928,-33.53458782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,640,6,5.04,0.0247,292,0.46170589,0.3874,1.568,25.544,24.714,26.01,638.56,632.434,14.8952,15.3374,46.074,47.442,500.6,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9010535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,280,210,0.8018,0.00702,93.466,0.334067903,0.1092,1.54,26.114,27.036,26.03,280.084,279.754,20.13,20.1728,60.19,60.316,500.32,700.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,280,207,2.07,0.0268,149.4,0.534220024,0.4768,1.762,26.528,28.246,26.034,280.54,279.66,20.347,20.5336,59.366,59.91,500.36,698.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,280,201,1.314,0.01604,143,0.510117486,0.2712,1.67,26.332,27.74,26.03,280.884,280.328,20.2214,20.3276,59.678,59.994,500.32,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.749864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,280,209,0.6852,0.009828,162,0.577276554,0.1858,1.866,26.614,28.674,26.03,280.924,280.628,20.4086,20.4812,59.238,59.45,500.3,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
