longitude,latitude,sampling date,site,species,height (m),Specific leaf area (cm^2 g^-1),Leaf area to sapwood area ratio (cm^2 cm^-2),MOE (MPa),wood density (g cm^-1),pith area (micron^2),vessel area (micron^2),hydraulically weighted vessel diameter (micron),vessel number per area (mm^-2),vessel lumen fraction,vessel wall fraction,axial parenchyma fraction,ray fraction,axial+ray parenchyma fraction,fibre fraction,fibre wall fraction,fibre lumen fraction,conduits15 fraction,mucilage canals fraction,references
145.449E,16.104S,2012 May,Cape Tribulation,Cryptocarya mackinnoniana,20.7,54.22042147,5205.913977,8105.84104,0.61813,14367131.52,2321.1147,64.48630291,55.75414261,0.12941176,0.023529413,0.10196078,0.23137255,0.33333333,0.51372549,0.33725491,0.17647058,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124951"
145.449E,16.104S,2012 May,Cape Tribulation,Cryptocarya mackinnoniana,19.4,48.98165151,4395.988568,4444.76848,0.61583,6326853.45,1355.516658,54.95998163,47.98218421,0.06504065,0.069105692,0.21138212,0.3292683,0.54065042,0.288617893,0.21544716,0.073170733,0,0.036585367,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124952"
145.449E,16.104S,2012 May,Cape Tribulation,Cryptocarya murrayi,19.7,88.40309296,8963.219254,4232.79954,0.51559,5843362.34,2039.3146,66.52368021,70.26066013,0.14328359,0.026865671,0.21194031,0.19701492,0.40895523,0.37910448,0.23283583,0.14626865,0,0.041791043,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124953"
145.449E,16.104S,2012 May,Cape Tribulation,Cryptocarya murrayi,21.4,80.25884558,12374.2266,2939.12572,0.43918,9709877.49,2170.514032,73.15637855,77.8037679,0.16887417,0.0397351,0.22847683,0.18874172,0.41721855,0.36092715,0.24503311,0.11589404,0,0.013245033,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124954"
145.449E,16.104S,2012 May,Cape Tribulation,Cryptocarya murrayi,16,78.52599205,6857.658258,4003.55949,0.46654,14555627.08,2174.459995,61.26390362,50.47510547,0.109756098,0.027439024,0.143292683,0.347560976,0.490853659,0.368902439,0.237804878,0.131097561,0,0.00304878,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124955"
145.449E,16.104S,2012 May,Cape Tribulation,Doryphora aromatica,24.1,140.5880195,10994.87721,3915.44748,0.51491,422230.05,546.6148472,29.71105348,369.4931468,0.20197044,0.088669949,0.019704434,0.20197044,0.221674874,0.48768472,0.36945812,0.1182266,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124956"
145.449E,16.104S,2012 May,Cape Tribulation,Doryphora aromatica,16,126.1513863,13398.97848,6200.99257,0.56724,633502.16,603.97333,31.25117704,383.5603635,0.23166023,0.061776061,0.007722008,0.28185328,0.289575288,0.416988429,0.32432434,0.092664089,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124957"
145.449E,16.104S,2012 May,Cape Tribulation,Doryphora aromatica,18.9,134.3358072,6254.787107,6306.99133,0.52591,411862.8,727.43507,35.38191221,254.5728036,0.185185185,0.042328042,0.010582011,0.211640212,0.222222222,0.55026455,0.428571429,0.121693122,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124958"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum alliaceum,19.9,104.3924322,9695.8255,5737.09908,0.48244,20386737.21,1706.399386,59.30045146,46.88234222,0.08,0.043333333,0.24,0.17,0.41,0.466666667,0.336666667,0.13,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124959"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum alliaceum,20.2,88.07609305,10347.45139,3887.83676,0.4028,6423535.96,2149.5171,64.96267259,57.03855996,0.12260536,0.034482758,0.32950191,0.20306513,0.53256704,0.310344841,0.21072798,0.099616861,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124960"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum alliaceum,19.4,100.6336263,12960.69866,2611.83898,0.40466,3697811.63,1965.936935,67.04035621,53.06200057,0.104316547,0.039568345,0.258992806,0.28057554,0.539568345,0.316546763,0.226618705,0.089928058,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124961"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum arborescens,20.6,137.430436,10726.77969,4370.29581,0.52351,7023344.54,1301.786598,50.37252988,146.3190593,0.19047619,0.027777778,0.253968254,0.166666667,0.420634921,0.361111111,0.23015873,0.130952381,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124962"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum arborescens,13.6,134.5468819,10982.9714,4852.16067,0.55485,7370176.37,877.6143696,43.11994338,107.1280249,0.094017094,0.025641026,0.196581197,0.282051282,0.478632479,0.401709402,0.333333333,0.068376068,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124963"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum arborescens,16,123.7954461,10287.97005,4142.94661,0.5044,3289875.83,1143.55946,43.84815758,77.73001057,0.088888889,0.022222222,0.204444444,0.217777778,0.422222222,0.466666667,0.311111111,0.155555556,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124964"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum papuanum,31.9,96.57672619,8485.384668,5149.99183,0.61033,2842041.79,1306.533336,50.27284155,114.8076332,0.15,0.057142857,0.139285714,0.228571429,0.367857143,0.425,0.303571429,0.121428571,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124965"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum papuanum,30.6,110.3164485,8532.297182,3557.49848,0.47218,5308034.95,1256.421691,45.60818012,145.0774706,0.182278481,0.04556962,0.156962025,0.263291139,0.420253165,0.351898734,0.235443038,0.116455696,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124966"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum papuanum,29.2,97.22072547,10776.66578,6412.77685,0.49125,4902376.8,1301.211124,50.80876992,104.5180121,0.136,0.052,0.164,0.212,0.376,0.436,0.296,0.14,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124967"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum parasiticum,15.7,89.7010494,13863.27561,4472.39069,0.52213,20143342.32,3375.0886,81.80951268,39.50513477,0.13333333,0.033333333,0.09666667,0.22,0.31666667,0.51666666,0.30666666,0.21,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124968"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum parasiticum,10.8,108.9532105,22977.63676,3462.15057,0.40204,15124883.67,4914.039096,90.08967323,35.8006769,0.175925926,0.021604938,0.12037037,0.212962963,0.333333333,0.469135802,0.299382716,0.169753086,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124969"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum parasiticum,12.8,149.8135924,33796.75061,4196.6561,0.38158,21710918.51,2711.3857,76.15958936,51.18250421,0.13877551,0.024489796,0.097959185,0.15510204,0.253061225,0.58367348,0.30612246,0.27755102,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124970"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum parasiticum,11.1,105.4589077,18018.83233,3396.79195,0.4544,12743870.6,3480.5186,85.41593711,49.67114958,0.17288136,0.030508475,0.10508474,0.21694916,0.3220339,0.47457628,0.29830509,0.17627119,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124971"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum pettigrewianum,25.5,76.65490256,7041.189163,2294.03422,0.45585,13760175.82,1547.03129,51.14456119,178.8580689,0.276699029,0.033980583,0.262135922,0.13592233,0.398058252,0.291262136,0.233009709,0.058252427,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124972"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum pettigrewianum,24.6,85.66603828,24183.47523,5172.99074,0.48945,20597852.23,1948.384896,57.40754011,89.35045082,0.174089069,0.044534413,0.267206478,0.190283401,0.457489879,0.32388664,0.178137652,0.145748988,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124973"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum pettigrewianum,23.7,99.65758001,16355.43011,3504.43751,0.40031,22300281.29,2173.177014,63.90440837,58.14242916,0.126353791,0.050541516,0.238267148,0.220216606,0.458483755,0.364620939,0.270758123,0.093862816,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124974"
145.449E,16.104S,2012 May,Cape Tribulation,Dysoxylum pettigrewianum,24.3,87.8856015,23662.66828,4485.83403,0.48955,10350762.4,1691.286016,61.2527023,124.5882031,0.210714286,0.064285714,0.207142857,0.214285714,0.421428571,0.303571429,0.2,0.103571429,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124975"
145.449E,16.104S,2012 May,Cape Tribulation,Elaeocarpus grandis,32.8,106.4227428,9353.767679,4472.22896,0.46221,3828816.05,2182.515393,71.59399379,80.02579985,0.17465754,0.041095891,0.041095891,0.24315069,0.284246581,0.5,0.32876713,0.17123287,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124976"
145.449E,16.104S,2012 May,Cape Tribulation,Elaeocarpus grandis,30.3,129.33836,8732.651597,3502.34589,0.42129,3867693.26,1682.054102,61.59493327,65.1876314,0.109649123,0.035087719,0.035087719,0.320175439,0.355263158,0.5,0.263157895,0.236842105,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124977"
145.449E,16.104S,2012 May,Cape Tribulation,Elaeocarpus grandis,27,95.72191757,7842.932739,3048.20404,0.45234,1954306.25,2131.1775,64.7969726,97.62381594,0.20805368,0.040268455,0.036912751,0.23154362,0.268456371,0.48322147,0.23489933,0.24832214,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124978"
145.449E,16.104S,2012 May,Cape Tribulation,Endiandra leptodendron,17.6,113.7022101,9451.257158,5293.13815,0.57481,3098866.99,1546.929715,56.48798399,68.04650461,0.10526316,0.021052632,0.2,0.28771931,0.48771931,0.38596492,0.22807018,0.15789474,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124979"
145.449E,16.104S,2012 May,Cape Tribulation,Endiandra leptodendron,15.2,124.2452282,16501.12602,4921.03427,0.55751,6062488.42,1685.181625,56.32525464,80.81429824,0.13618677,0.023346304,0.058365759,0.190661479,0.249027237,0.591439689,0.459143969,0.13229572,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124980"
145.449E,16.104S,2012 May,Cape Tribulation,Endiandra leptodendron,12.9,97.3936339,15351.0429,7771.07591,0.58917,2144136.99,1301.976283,51.98785811,92.50395556,0.120437956,0.02919708,0.120437956,0.211678832,0.332116788,0.518248175,0.383211679,0.135036496,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124981"
145.449E,16.104S,2012 May,Cape Tribulation,Endiandra microneura,27.1,82.19269493,11531.66642,3730.81199,0.67572,321699.09,1237.1688,49.94489797,83.97892026,0.1038961,0.077922077,0.16883118,0.23809525,0.40692643,0.411255411,0.32900433,0.082251081,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124982"
145.449E,16.104S,2012 May,Cape Tribulation,Endiandra microneura,24.7,68.15841007,2799.133114,3800.71821,0.58712,4868840.29,1923.7372,56.73416766,74.59321887,0.14349775,0.067264576,0.11659193,0.23766817,0.3542601,0.434977598,0.34080719,0.094170408,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124983"
145.449E,16.104S,2012 May,Cape Tribulation,Endiandra microneura,24.8,87.1830103,10998.65924,4149.31685,0.5768,3996262.93,1549.624,53.58805327,116.8685888,0.18110237,0.055118113,0.15748032,0.20078741,0.35826773,0.4055118,0.3031496,0.1023622,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124984"
145.449E,16.104S,2012 May,Cape Tribulation,Eupomatia laurina,6.2,174.3677224,17761.80959,8102.8635,0.52157,29372791.75,1078.916213,41.99487284,135.4635775,0.14615385,0.05,0.023076923,0.3653846,0.388461523,0.41538462,0.29615385,0.11923077,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124985"
145.449E,16.104S,2012 May,Cape Tribulation,Eupomatia laurina,4.4,185.9656438,7759.160784,6198.49831,0.47938,9605733.7,1093.684,44.11688627,153.7755147,0.16818182,0.077272725,0.09090909,0.3,0.39090909,0.363636375,0.2909091,0.072727275,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124986"
145.449E,16.104S,2012 May,Cape Tribulation,Eupomatia laurina,11,218.9661719,10407.13839,5266.77261,0.4908,31950939.76,1048.4778,42.26834776,151.8956911,0.15925926,0.066666665,0.062962961,0.35555557,0.418518531,0.355555562,0.26296297,0.092592592,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124987"
145.449E,16.104S,2012 May,Cape Tribulation,Ficus variegata,16.5,113.7874051,5119.174705,3408.05263,0.39333,5746601.28,3522.880678,81.83564731,28.09522044,0.098976109,0.034129693,0.167235495,0.208191126,0.375426621,0.491467577,0.255972696,0.235494881,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124988"
145.449E,16.104S,2012 May,Cape Tribulation,Ficus variegata,17.6,126.6989584,9569.138349,5638.50604,0.4163,10318246.91,2625.557703,71.82868811,56.60009337,0.148606811,0.021671827,0.238390093,0.188854489,0.427244582,0.40247678,0.247678019,0.154798762,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124989"
145.449E,16.104S,2012 May,Cape Tribulation,Ficus variegata,14.2,123.6439825,5232.013942,4918.47683,0.41749,9200939.48,3194.287173,78.76808087,49.19496859,0.157142857,0.031428571,0.165714286,0.117142857,0.282857143,0.528571429,0.254285714,0.274285714,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124990"
145.449E,16.104S,2012 May,Cape Tribulation,Gillbeea whypallana,24.1,77.9532057,7011.390865,4683.68081,0.51625,3092897.97,873.98303,36.75680658,256.4557117,0.22413794,0.058620691,0.055172415,0.20689655,0.262068965,0.45517241,0.31724138,0.13793103,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124991"
145.449E,16.104S,2012 May,Cape Tribulation,Gillbeea whypallana,16.2,59.94806047,4085.449815,4270.48895,0.39502,5488990.68,1349.165031,45.33361318,177.6145427,0.23963133,0.064516129,0.087557602,0.22580645,0.313364052,0.38248848,0.20276497,0.17972351,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124992"
145.449E,16.104S,2012 May,Cape Tribulation,Gillbeea whypallana,17.1,96.16113588,9693.498585,4174.36,0.35325,3121486.46,1575.7725,49.369697,148.9693341,0.23474178,0.065727701,0.10328638,0.18779343,0.29107981,0.4084507,0.23004694,0.17840376,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124993"
145.449E,16.104S,2012 May,Cape Tribulation,Gomphandra australiana,8.1,155.4765083,6164.008952,4250.16539,0.4522,9315450.54,2059.9341,61.85527601,48.85055789,0.10062893,0.03144654,0.16981133,0.336478,0.50628933,0.361635225,0.30503145,0.056603775,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124994"
145.449E,16.104S,2012 May,Cape Tribulation,Gomphandra australiana,17.9,136.8938709,9176.06247,4635.71776,0.45181,2779681.18,2180.9329,58.81418451,36.10388839,0.078740158,0.015748031,0.16141733,0.28346457,0.4448819,0.460629933,0.40551182,0.055118113,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124995"
145.449E,16.104S,2012 May,Cape Tribulation,Gomphandra australiana,4,146.9935966,11750.34128,5281.01,0.48585,3795279.54,1636.028345,49.90548127,39.93873902,0.065340909,0.011363636,0.198863636,0.508522727,0.707386364,0.215909091,0.181818182,0.034090909,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124996"
145.449E,16.104S,2012 May,Cape Tribulation,Harpullia rhyticarpa,4.1,145.2030443,18580.2298,8339.48694,0.59128,4156327.08,1030.581304,45.40597297,96.29190883,0.099236641,0.045801525,0.14885496,0.17938931,0.32824427,0.52671757,0.41603054,0.11068703,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124997"
145.449E,16.104S,2012 May,Cape Tribulation,Harpullia rhyticarpa,8.5,102.9547426,19085.75829,6553.94509,0.59939,4942510.64,1087.368047,46.99874789,112.5448006,0.12237762,0.048951049,0.080419579,0.23776224,0.318181819,0.51048952,0.40909092,0.1013986,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124998"
145.449E,16.104S,2012 May,Cape Tribulation,Harpullia rhyticarpa,2.5,205.9673518,12312.00832,7982.38411,0.63437,3286891.31,691.1349465,39.10419785,96.00254384,0.066350713,0.028436019,0.099526062,0.18957346,0.289099522,0.616113734,0.53554501,0.080568724,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0124999"
145.449E,16.104S,2012 May,Cape Tribulation,Hernandia albiflora,5.2,203.0060646,13948.2619,7129.90358,0.46932,7999280.29,1607.614,64.38197574,32.03638871,0.051502147,0.008583691,0.085836906,0.25321888,0.339055786,0.60085839,0.32618027,0.27467812,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125000"
145.449E,16.104S,2012 May,Cape Tribulation,Hernandia albiflora,6,190.272884,13183.07605,5802.58025,0.51399,2726117.03,1465.4474,54.4479305,61.56861243,0.090225563,0.037593985,0.18421053,0.22556391,0.40977444,0.46240602,0.33834587,0.12406015,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125001"
145.449E,16.104S,2012 May,Cape Tribulation,Hernandia albiflora,4.5,202.1935252,7679.818729,3886.60841,0.40623,4016997.45,1236.1272,51.19029674,54.79135319,0.067729082,0.031872511,0.16733068,0.17928288,0.34661356,0.55378487,0.32669323,0.22709164,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125002"
145.449E,16.104S,2012 May,Cape Tribulation,Leea indica,4.3,380.7792767,47924.7526,5766.55508,0.38016,74595860.92,3531.9053,74.43156536,33.90817981,0.11976048,0.035928144,0.029940119,0.35928143,0.389221549,0.45508982,0.251497,0.20359282,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125003"
145.449E,16.104S,2012 May,Cape Tribulation,Leea indica,4.5,67.6603653,11021.86037,6243.90685,0.41313,39273835.16,2572.2449,81.57265709,43.93582431,0.1130137,0.030821917,0.023972602,0.4452055,0.469178102,0.38698629,0.17123287,0.21575342,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125004"
145.449E,16.104S,2012 May,Cape Tribulation,Leea indica,2.7,360.7124358,15764.91557,3414.26484,0.39364,37175094.19,3128.8853,69.61874042,46.68353295,0.14606742,0.005617977,0.011235955,0.4213483,0.432584255,0.41573033,0.24157303,0.1741573,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125005"
145.449E,16.104S,2012 May,Cape Tribulation,Litsea leefeana,22.8,86.27169851,15629.60669,2619.26339,0.54475,753982.24,1236.180509,48.17569992,170.3038627,0.210526316,0.067669173,0.04887218,0.161654135,0.210526316,0.484962406,0.315789474,0.169172932,0,0.026315789,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125006"
145.449E,16.104S,2012 May,Cape Tribulation,Litsea leefeana,21.4,97.4147191,16024.06356,5752.6091,0.52306,5181664.38,1579.155374,53.55085726,67.84820476,0.107142857,0.058035714,0.058035714,0.196428571,0.254464286,0.575892857,0.410714286,0.165178571,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125007"
145.449E,16.104S,2012 May,Cape Tribulation,Litsea leefeana,24.7,87.69556214,8242.326112,5328.5745,0.47851,8870443.94,2194.290376,59.07609669,79.1194789,0.173611111,0.048611111,0.013888889,0.204861111,0.21875,0.559027778,0.322916667,0.236111111,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125008"
145.449E,16.104S,2012 May,Cape Tribulation,Mallotus paniculatus,21.9,179.3755836,7560.901009,6125.95983,0.47716,5576955.28,3068.668453,80.2149762,67.85064702,0.20821114,0.046920819,0.096774197,0.20234604,0.299120237,0.4457478,0.26099707,0.18475073,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125009"
145.449E,16.104S,2012 May,Cape Tribulation,Mallotus paniculatus,22,167.0232736,11758.49695,5808.98866,0.4889,2673338.27,2107.385857,69.77285806,100.0497224,0.21084337,0.060240965,0.066265059,0.27409639,0.340361449,0.38855422,0.25301205,0.13554217,0,0,"Zieminska K, Westoby M, Wright IJ. 2015. Broad Anatomical Variation within a Narrow Wood Density Range—A Study of Twig Wood across 69 Australian Angiosperms. PLoS ONE 10: e0125010"
