taxon_name,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type,partially_woody
Hibbertia glaberrima,shrub,spreading,NA,NA,NA,NA,NA,NA
Hibbertia paeninsularis,shrub,NA,NA,NA,NA,NA,NA,NA
Hibbertia sericea major,shrub,NA,NA,NA,NA,NA,NA,NA
Hibbertia virgata,shrub,erect,NA,NA,NA,NA,NA,NA
Guttiferae,herb,NA,NA,NA,NA,NA,NA,NA
Hypericum,herb,NA,NA,annual perennial,NA,NA,NA,NA
Hypericum gramineum,herb,erect decumbent,NA,annual perennial,NA,NA,NA,NA
Hypericum japonicum,NA,prostrate decumbent,NA,annual,NA,NA,NA,NA
Hypericum perforatum,herb,erect,NA,perennial,NA,NA,NA,NA
Droseraceae,NA,NA,NA,annual perennial,rhizome,NA,NA,NA
Drosera,NA,NA,NA,NA,NA,NA,NA,NA
Drosera whittakeri,herb,stoloniferous,NA,NA,stolon,NA,NA,NA
Drosera auriculata,herb,NA,NA,NA,NA,NA,NA,NA
Drosera peltata,herb,stoloniferous,NA,NA,stolon,NA,NA,NA
Drosera binata,herb,NA,NA,NA,NA,NA,NA,NA
Drosera indica,herb,NA,NA,annual,NA,NA,NA,NA
Drosera glanduligera,herb,NA,NA,ephemeral,NA,NA,NA,NA
Drosera macrantha,herb,stoloniferous,NA,NA,stolon,NA,NA,NA
Drosera pygmaea,NA,NA,NA,NA,NA,NA,NA,NA
Papaveraceae,herb,erect shrubby rosette,NA,NA,NA,NA,NA,NA
Argemone,herb,NA,NA,annual,NA,NA,NA,NA
Argemone subfusiformis,shrub,dense rosette,NA,NA,NA,NA,NA,NA
Eschscholzia,NA,NA,NA,annual biennial,NA,NA,NA,NA
Eschscholzia californica,herb,NA,NA,NA,NA,NA,NA,woody_base
Fumaria,herb,NA,NA,annual,NA,NA,NA,NA
Fumaria bastardii,herb,NA,NA,NA,NA,NA,NA,NA
Fumaria officinalis,herb,NA,NA,NA,NA,NA,NA,NA
Fumaria officinalis wirtgenii,NA,NA,NA,NA,NA,NA,NA,NA
Fumaria capreolata,herb,NA,NA,NA,NA,NA,NA,NA
Fumaria densiflora,herb,NA,NA,NA,NA,NA,NA,NA
Fumaria indica,herb,NA,NA,NA,NA,NA,NA,NA
Fumaria vaillantii,herb,NA,NA,NA,NA,NA,NA,NA
Fumaria muralis,herb,NA,NA,NA,NA,NA,NA,NA
Fumaria muralis muralis,NA,NA,NA,NA,NA,NA,NA,NA
Fumaria muralis boraei,NA,NA,NA,NA,NA,NA,NA,NA
Fumaria officinalis officinalis,NA,NA,NA,NA,NA,NA,NA,NA
Fumaria parviflora,herb,NA,NA,NA,NA,NA,NA,NA
Glaucium,NA,NA,NA,annual biennial perennial,NA,NA,NA,NA
Glaucium corniculatum,NA,erect rosette,NA,annual biennial,NA,NA,NA,NA
Glaucium flavum,shrub,erect rosette,NA,annual perennial,NA,NA,NA,NA
Hypecoum,herb,NA,NA,annual,NA,NA,NA,NA
Hypecoum pendulum,herb,NA,NA,NA,NA,NA,NA,NA
Papaver,NA,NA,NA,annual,NA,NA,NA,NA
Papaver aculeatum,NA,rosette,NA,NA,NA,NA,NA,NA
Papaver argemone,NA,erect rosette,NA,NA,NA,NA,NA,NA
Papaver dubium,NA,erect dense rosette,NA,NA,NA,NA,NA,NA
Papaver hybridum,NA,erect rosette,NA,NA,NA,NA,NA,NA
Papaver rhoeas,NA,erect dense rosette,NA,NA,NA,NA,NA,NA
Papaver setigerum,NA,erect dense rosette,NA,NA,NA,NA,NA,NA
Roemeria,shrub,erect rosette,NA,annual,NA,NA,NA,NA
Fumariaceae,herb climber,NA,NA,NA,NA,NA,NA,NA
Platycapnos,herb,erect,NA,annual,NA,NA,NA,NA
Platycapnos spicatus,NA,erect,NA,annual,NA,NA,NA,NA
Hypecoaceae,NA,NA,NA,annual,NA,NA,NA,NA
Capparaceae,tree shrub herb,NA,NA,NA,NA,NA,NA,NA
Capparis,tree shrub climber,NA,NA,NA,NA,NA,NA,NA
Capparis mitchellii,tree shrub,NA,NA,NA,NA,NA,NA,NA
Cleome,shrub herb,erect,NA,NA,NA,NA,NA,NA
Cleome viscosa,herb,NA,NA,annual,NA,NA,NA,NA
Cruciferae,NA,NA,NA,NA,NA,NA,NA,NA
Alyssum,herb,NA,NA,annual,NA,NA,NA,NA
Alyssum linifolium,NA,NA,NA,NA,NA,NA,NA,NA
Arabidella,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Arabidella eremigena,herb,prostrate,NA,NA,NA,NA,NA,NA
Arabidella filifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Arabidella glaucescens,shrub,erect,NA,NA,NA,NA,NA,NA
Arabidella trisecta,subshrub,erect,NA,NA,NA,NA,NA,NA
Arabidella nasturtium,herb,NA,NA,NA,NA,NA,NA,NA
Arabidella procumbens,herb,prostrate,NA,NA,NA,NA,NA,NA
Barbarea,herb,NA,NA,annual biennial perennial,NA,NA,NA,NA
Barbarea verna,herb,NA,NA,biennial,NA,NA,NA,NA
Blennodia,herb,NA,NA,annual,NA,NA,NA,NA
Blennodia canescens,herb,NA,NA,NA,NA,NA,NA,NA
Blennodia pterosperma,herb,NA,NA,NA,NA,NA,NA,NA
Brassica,herb,NA,NA,annual biennial perennial,NA,NA,NA,NA
Brassica elongata,herb,erect,NA,biennial perennial,NA,NA,NA,NA
Brassica juncea,herb,erect,NA,annual,NA,NA,NA,NA
Brassica napus,herb,erect,NA,annual biennial,NA,NA,NA,NA
Brassica nigra,herb,erect,NA,annual,NA,NA,NA,NA
Brassica oleracea,herb,NA,NA,biennial perennial,NA,NA,NA,NA
Brassica rapa,herb,erect,NA,annual biennial,NA,NA,NA,NA
Brassica tournefortii,herb,erect,NA,annual,NA,NA,NA,NA
Cakile,herb,erect,NA,annual perennial,NA,NA,NA,NA
Cakile edentula,herb,spreading decumbent,NA,annual,NA,NA,NA,NA
Cakile maritima,herb,decumbent,NA,annual,NA,NA,NA,NA
Camelina,herb,erect,NA,annual,NA,NA,NA,NA
Camelina sativa,NA,NA,NA,NA,NA,NA,NA,NA
Capsella,herb,NA,NA,annual,NA,NA,NA,NA
Capsella bursapastoris,herb,NA,NA,NA,NA,NA,NA,NA
Cardamine,herb,NA,NA,annual perennial,NA,NA,NA,NA
Cardamine flexuosa,herb,erect,NA,annual perennial,NA,NA,NA,NA
Cardamine gunnii,herb,NA,NA,perennial,rhizome,NA,NA,NA
Cardamine hirsuta,herb,erect,NA,annual,NA,NA,NA,NA
Cardamine paucijuga,herb,erect,NA,annual,NA,NA,NA,NA
Cardamine tenuifolia,herb,stoloniferous,NA,perennial,rhizome stolon,NA,NA,NA
Carinavalva,herb,erect,NA,NA,NA,NA,NA,NA
Carrichtera,herb,erect,NA,annual,NA,NA,NA,NA
Carrichtera annua,herb,NA,NA,NA,NA,NA,NA,NA
Conringia,herb,erect,NA,annual,NA,NA,NA,NA
Conringia orientalis,herb,erect,NA,NA,NA,NA,NA,NA
Cuphonotus,herb,NA,NA,annual,NA,NA,NA,NA
Cuphonotus andraeanus,herb,NA,NA,NA,NA,NA,NA,NA
Cuphonotus humistratus,herb,erect spreading,NA,NA,NA,NA,NA,NA
Descurainia,herb,NA,NA,annual biennial,NA,NA,NA,NA
Descurainia sophia,NA,NA,NA,annual biennial,NA,NA,NA,NA
Diplotaxis,herb,NA,NA,annual perennial,NA,NA,NA,NA
Diplotaxis muralis,herb,NA,NA,annual biennial,NA,NA,NA,NA
Diplotaxis tenuifolia,herb,erect,NA,NA,NA,NA,NA,NA
Erophila,herb,NA,NA,annual,NA,NA,NA,NA
Erophila verna,herb,NA,NA,annual,NA,NA,NA,NA
Erophila verna praecox,NA,NA,NA,NA,NA,NA,NA,NA
Eruca,herb,erect,NA,annual,NA,NA,NA,NA
Eruca sativa,herb,erect,NA,annual,NA,NA,NA,NA
Erysimum,herb,NA,NA,annual,NA,NA,NA,NA
Erysimum repandum,herb,NA,NA,annual,NA,NA,NA,NA
Euclidium,herb,NA,NA,annual,NA,NA,NA,NA
Euclidium syriacum,herb,NA,NA,NA,NA,NA,NA,NA
Geococcus,herb,erect spreading,NA,annual,NA,NA,NA,NA
Geococcus pusillus,herb,prostrate,NA,NA,NA,NA,NA,NA
Harmsiodoxa,herb,erect spreading,NA,annual,NA,NA,NA,NA
Harmsiodoxa blennodioides,NA,NA,NA,NA,NA,NA,NA,NA
Harmsiodoxa brevipes,NA,prostrate,NA,NA,NA,NA,NA,NA
Harmsiodoxa brevipes brevipes,NA,NA,NA,NA,NA,NA,NA,NA
Harmsiodoxa brevipes major,NA,NA,NA,NA,NA,NA,NA,NA
Harmsiodoxa puberula,NA,NA,NA,NA,NA,NA,NA,NA
Hirschfeldia,herb,erect,NA,annual biennial,NA,NA,NA,NA
Hirschfeldia incana,herb,erect,NA,NA,NA,NA,NA,NA
Hymenolobus procumbens,herb,erect procumbent,NA,NA,NA,NA,NA,NA
Iberis,NA,NA,NA,NA,NA,NA,NA,NA
Iberis crenata,herb,erect,NA,annual,NA,NA,NA,NA
Irenepharsus,herb,spreading,NA,annual biennial,NA,NA,NA,NA
Irenepharsus phasmatodes,NA,NA,NA,annual biennial,NA,NA,NA,NA
Lepidium,shrub herb,NA,NA,annual biennial perennial,NA,NA,NA,NA
Lepidium africanum,herb,erect,NA,annual biennial perennial,NA,NA,NA,NA
Lepidium hyssopifolium,herb,NA,NA,perennial,NA,NA,NA,NA
Lepidium bonariense,herb,NA,NA,annual biennial,NA,NA,NA,NA
Coronopus squamatus,herb,prostrate,NA,annual biennial,NA,NA,NA,NA
Lepidium desvauxii,herb,NA,NA,perennial,NA,NA,NA,NA
Coronopus didymus,herb,prostrate,NA,annual perennial,NA,NA,NA,NA
Cardaria draba,herb,erect procumbent,NA,NA,NA,NA,NA,NA
Lepidium fasciculatum,herb,erect,NA,annual,NA,NA,NA,NA
Lepidium sagittulatum,herb,erect,NA,annual,NA,NA,NA,NA
Lepidium foliosum,shrub,NA,NA,perennial,NA,NA,NA,NA
Lepidium latifolium,herb,stoloniferous erect,NA,perennial,stolon,NA,NA,NA
Lepidium leptopetalum,shrub,NA,NA,NA,NA,NA,NA,NA
Lepidium monoplocoides,herb,erect,NA,annual,NA,NA,NA,NA
Lepidium muelleri-ferdinandi,herb,NA,NA,annual ephemeral,NA,NA,NA,NA
Lepidium papillosum,herb,NA,NA,annual ephemeral,NA,NA,NA,NA
Lepidium oxytrichum,herb,NA,NA,annual ephemeral,NA,NA,NA,NA
Lepidium perfoliatum,herb,NA,NA,annual biennial,NA,NA,NA,NA
Lepidium phlebopetalum,NA,erect decumbent,NA,annual perennial,NA,NA,NA,NA
Lepidium rotundum,subshrub,erect,NA,NA,NA,NA,NA,NA
Lepidium pseudohyssopifolium,herb,erect,NA,annual perennial,NA,NA,NA,NA
Lepidium pseudopapillosum,subshrub,erect,NA,NA,NA,NA,NA,NA
Lepidium pseudoruderale,herb,decumbent,NA,annual ephemeral,NA,NA,NA,NA
Lepidium pseudotasmanicum,herb,erect,NA,annual biennial,NA,NA,NA,NA
Lepidium sativum,herb,erect,NA,annual,NA,NA,NA,NA
Lepidium strongylophyllum,shrub,erect,NA,perennial,NA,NA,NA,NA
Lobularia,herb,NA,NA,annual perennial,NA,NA,NA,NA
Lobularia maritima,herb,NA,NA,perennial,NA,NA,NA,NA
Matthiola,herb,NA,NA,annual perennial,NA,NA,NA,NA
Matthiola incana,herb,NA,NA,perennial,NA,NA,NA,NA
Matthiola longipetala,NA,NA,NA,annual biennial,NA,NA,NA,NA
Menkea,herb,NA,NA,annual,NA,NA,NA,NA
Menkea australis,herb,prostrate,NA,NA,NA,NA,NA,NA
Menkea crassa,herb,prostrate decumbent,NA,NA,NA,NA,NA,NA
Menkea lutea,herb,prostrate erect,NA,NA,NA,NA,NA,NA
Menkea sphaerocarpa,herb,prostrate erect,NA,NA,NA,NA,NA,NA
Menkea villosula,herb,NA,NA,NA,NA,NA,NA,NA
Microlepidium,herb,NA,NA,annual,NA,NA,NA,NA
Microlepidium alatum,herb,erect spreading,NA,annual,NA,NA,NA,NA
Microlepidium pilosulum,herb,NA,NA,annual,NA,NA,NA,NA
Myagrum,herb,NA,NA,annual,NA,NA,NA,NA
Myagrum perfoliatum,herb,erect,NA,annual,NA,NA,NA,NA
Neslia,herb,NA,NA,annual,NA,NA,NA,NA
Neslia paniculata,herb,NA,NA,annual,NA,NA,NA,NA
Pachymitus,herb,NA,NA,annual,NA,NA,NA,NA
Pachymitus cardaminoides,NA,NA,NA,NA,NA,NA,NA,NA
Phlegmatospermum,herb,spreading,NA,annual,NA,NA,NA,NA
Phlegmatospermum cochlearinum,herb,NA,NA,annual,NA,NA,NA,NA
Phlegmatospermum eremaeum,herb,prostrate,NA,annual,NA,NA,NA,NA
Phlegmatospermum richardsii,herb,NA,NA,annual,NA,NA,NA,NA
Raphanus,herb,NA,NA,annual perennial,NA,NA,NA,NA
Raphanus raphanistrum,herb,erect spreading,NA,annual,NA,NA,NA,NA
Raphanus sativus,herb,erect,NA,annual,NA,NA,NA,NA
Rapistrum,herb,spreading,NA,annual biennial,NA,NA,NA,NA
Rapistrum rugosum,herb,erect,NA,annual biennial,NA,NA,NA,NA
Rorippa,aquatic_herb,NA,NA,annual biennial perennial,NA,NA,NA,NA
Rorippa eustylis,herb,decumbent,NA,annual ephemeral,NA,NA,NA,NA
Rorippa laciniata,NA,erect,NA,perennial,NA,NA,NA,NA
Rorippa microphylla,semiaquatic,stoloniferous,NA,perennial,stolon,semiaquatic,NA,NA
Rorippa nasturtium-aquaticum,semiaquatic,stoloniferous,NA,perennial,stolon,semiaquatic,NA,NA
Rorippa palustris,NA,erect,NA,annual biennial,NA,NA,NA,NA
Scambopus,herb,erect spreading,NA,annual,NA,NA,NA,NA
Scambopus curvipes,herb,NA,NA,annual,NA,NA,NA,NA
Sinapis,herb,NA,NA,annual,NA,NA,NA,NA
Sinapis arvensis,herb,erect,NA,annual,NA,NA,NA,NA
Sisymbrium,herb,NA,NA,annual biennial,NA,NA,NA,NA
Sisymbrium erysimoides,herb,erect,NA,annual,NA,NA,NA,NA
Sisymbrium irio,herb,NA,NA,annual biennial,NA,NA,NA,NA
Sisymbrium officinale,herb,NA,NA,annual biennial,NA,NA,NA,NA
Sisymbrium orientale,herb,NA,NA,annual biennial,NA,NA,NA,NA
Stenopetalum,NA,NA,NA,annual perennial,NA,NA,NA,NA
Stenopetalum anfractum,herb,erect,NA,annual,NA,NA,NA,NA
Stenopetalum lineare,herb,NA,NA,annual,NA,NA,NA,NA
Stenopetalum nutans,herb,decumbent,NA,annual biennial,NA,NA,NA,NA
Stenopetalum sphaerocarpum,herb,NA,NA,annual,NA,NA,NA,NA
Stenopetalum velutinum,herb,NA,NA,annual,NA,NA,NA,NA
Resedaceae,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Reseda,herb,NA,NA,annual perennial,NA,NA,NA,NA
Reseda alba,NA,NA,NA,annual perennial,NA,NA,NA,NA
Reseda lutea,NA,erect sprawling,NA,perennial,NA,NA,NA,NA
Reseda luteola,NA,erect,NA,perennial,NA,NA,NA,NA
Reseda odorata,NA,sprawling,NA,annual perennial,NA,NA,NA,NA
Crassulaceae,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Aeonium,shrub,NA,NA,perennial,NA,NA,NA,NA
Aeonium arboreum,shrub,NA,NA,perennial,NA,NA,NA,NA
Aeonium castello-paivae,shrub,spreading,NA,perennial,NA,NA,NA,NA
Cotyledon,shrub,NA,NA,perennial,NA,NA,NA,NA
Cotyledon orbiculata,shrub,spreading decumbent,NA,NA,NA,NA,NA,NA
Cotyledon orbiculata oblonga,shrub,decumbent,NA,NA,NA,NA,NA,NA
Cotyledon orbiculata orbiculata,shrub,spreading,NA,NA,NA,NA,NA,NA
Crassula,shrub aquatic_herb,NA,NA,annual perennial,NA,NA,NA,NA
Crassula alata,NA,erect,NA,annual,NA,NA,NA,NA
Crassula ciliata,shrub,NA,NA,perennial,NA,NA,NA,NA
Crassula pedicellosa,NA,erect,NA,annual,NA,NA,NA,NA
Crassula colorata,NA,erect,NA,annual,NA,NA,NA,NA
Crassula colorata acuminata,NA,NA,NA,NA,NA,NA,NA,NA
Crassula colorata colorata,NA,NA,NA,NA,NA,NA,NA,NA
Crassula decumbens,NA,NA,NA,NA,NA,NA,NA,NA
Crassula exserta,NA,erect,NA,annual,NA,NA,NA,NA
Crassula glomerata,NA,erect,NA,annual,NA,NA,NA,NA
Crassula helmsii,NA,decumbent,NA,annual,NA,marsh,NA,NA
Crassula multicava,NA,decumbent,NA,perennial,NA,NA,NA,NA
Crassula natans,NA,decumbent,NA,annual,NA,marsh,NA,NA
Crassula peduncularis,NA,decumbent,NA,annual,NA,NA,NA,NA
Crassula tetragona,shrub,NA,NA,perennial,NA,NA,NA,NA
Sedum,shrub,NA,NA,perennial,NA,NA,NA,NA
Sedum praealtum,shrub,decumbent,NA,NA,NA,NA,NA,NA
Sedum sediforme,shrub,erect decumbent,NA,NA,NA,NA,NA,NA
Baueraceae,shrub,NA,NA,NA,NA,NA,NA,NA
Bauera,shrub,prostrate erect,NA,NA,NA,NA,NA,NA
Bauera rubioides,shrub,scrambling,NA,NA,NA,NA,NA,NA
Pittosporaceae,tree shrub climber,decumbent,NA,NA,NA,NA,NA,NA
Billardiera,shrub climber_twiner,NA,NA,NA,NA,NA,NA,NA
Billardiera cymosa,shrub climber_twiner,spreading,NA,NA,NA,NA,NA,NA
Sollya heterophylla,shrub climber_twiner,NA,NA,NA,NA,NA,NA,NA
Billardiera scandens,NA,scrambling,NA,NA,NA,NA,NA,NA
Billardiera sericophora,shrub,spreading,NA,NA,NA,NA,NA,NA
Billardiera uniflora,climber_twiner,creeper,NA,NA,NA,NA,NA,NA
Billardiera versicolor,climber_twiner,NA,NA,NA,NA,NA,NA,NA
Bursaria,tree shrub,NA,NA,NA,NA,NA,NA,NA
Bursaria spinosa,tree shrub,NA,NA,NA,NA,NA,NA,NA
Bursaria lasiophylla,shrub,NA,NA,NA,NA,NA,NA,NA
Bursaria spinosa spinosa,NA,NA,NA,NA,NA,NA,NA,NA
Bursaria spinosa australis,shrub,NA,NA,NA,NA,NA,NA,NA
Bursaria spinosa lanceolata,shrub,NA,NA,NA,NA,NA,NA,NA
Bursaria spinosa macrophylla,tree shrub,NA,NA,NA,NA,NA,NA,NA
Bursaria spinosa microphylla,shrub,NA,NA,NA,NA,NA,NA,NA
Bursaria spinosa obovata,shrub,NA,NA,NA,NA,NA,NA,NA
Cheiranthera,shrub climber_twiner,spreading,NA,NA,NA,NA,NA,NA
Cheiranthera alternifolia,subshrub,NA,NA,NA,NA,NA,NA,NA
Cheiranthera volubilis,climber_twiner,NA,NA,NA,NA,NA,NA,NA
Billardiera bignoniacea,climber_twiner,NA,NA,NA,NA,NA,NA,NA
Pittosporum,tree shrub,NA,NA,NA,NA,NA,NA,NA
Pittosporum phylliraeoides,tree,NA,NA,NA,NA,NA,NA,NA
Pittosporum undulatum,tree shrub,NA,NA,NA,NA,NA,NA,NA
Billardiera procumbens,shrub,prostrate,NA,NA,NA,NA,NA,NA
Rosaceae,tree shrub herb,NA,NA,annual,NA,NA,NA,NA
Acaena,herb,NA,NA,perennial,NA,NA,NA,NA
Acaena ovina,NA,stoloniferous,NA,NA,stolon,NA,NA,NA
Acaena echinata,NA,stoloniferous,NA,NA,stolon,NA,NA,NA
Acaena echinata retrorsumpilosa,NA,NA,NA,NA,NA,NA,NA,NA
Acaena echinata robusta,NA,NA,NA,NA,NA,NA,NA,NA
Acaena echinata subglabricalyx,NA,NA,NA,NA,NA,NA,NA,NA
Acaena echinata tylacantha,NA,NA,NA,NA,NA,NA,NA,NA
Acaena novae-zelandiae,NA,procumbent,NA,NA,NA,NA,NA,NA
Acaena agnipila,NA,stoloniferous,NA,NA,stolon,NA,NA,NA
Acaena agnipila aequispina,NA,NA,NA,NA,NA,NA,NA,NA
Acaena agnipila protenta,NA,NA,NA,NA,NA,NA,NA,NA
Acaena agnipila tenuispica,NA,NA,NA,NA,NA,NA,NA,NA
Aphanes,herb,NA,NA,annual,NA,NA,NA,NA
Aphanes arvensis,NA,NA,NA,NA,NA,NA,NA,NA
Aphanes australiana,NA,erect,NA,NA,NA,NA,NA,NA
Potentilla anserina,herb,NA,NA,NA,NA,NA,NA,NA
Cotoneaster,tree shrub,NA,NA,NA,NA,NA,NA,NA
Cotoneaster simonsii,shrub,erect,NA,NA,NA,NA,NA,NA
Crataegus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Crataegus monogyna,tree shrub,NA,NA,NA,NA,NA,NA,NA
Crataegus sinaica,tree shrub,NA,NA,NA,NA,NA,NA,NA
Cydonia,tree shrub,NA,NA,NA,NA,NA,NA,NA
Cydonia oblonga,tree shrub,NA,NA,NA,NA,NA,NA,NA
Malus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Malus sylvestris,tree,NA,NA,NA,NA,NA,NA,NA
Potentilla,herb,rosette,NA,perennial,NA,NA,NA,NA
Potentilla reptans,herb,NA,NA,NA,NA,NA,NA,NA
Prunus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Prunus armeniaca,tree,NA,NA,NA,NA,NA,NA,NA
Prunus avium,tree,open,NA,NA,NA,NA,NA,NA
Prunus cerasifera,tree shrub,NA,NA,NA,NA,NA,NA,NA
Prunus domestica,tree shrub,NA,NA,NA,NA,NA,NA,NA
Prunus dulcis,tree shrub,NA,NA,NA,NA,NA,NA,NA
Prunus laurocerasus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Prunus persica,tree,NA,NA,NA,NA,NA,NA,NA
Prunus persica nectarina,NA,NA,NA,NA,NA,NA,NA,NA
Prunus persica persica,NA,NA,NA,NA,NA,NA,NA,NA
Pyrus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Pyrus communis,tree,NA,NA,NA,NA,NA,NA,NA
Rosa,shrub,NA,NA,NA,NA,NA,NA,NA
Rosa canina,shrub,NA,NA,NA,NA,NA,NA,NA
Rosa gallica,NA,NA,NA,NA,NA,NA,NA,NA
Rosa rubiginosa,shrub,NA,NA,NA,NA,NA,NA,NA
Rubus,NA,NA,NA,NA,NA,NA,NA,NA
Rubus koehleri,NA,NA,NA,NA,NA,NA,NA,NA
Rubus laciniatus,NA,NA,NA,NA,NA,NA,NA,NA
Rubus ulmifolius,NA,NA,NA,NA,NA,NA,NA,NA
Rubus loganobaccus,NA,NA,NA,NA,NA,NA,NA,NA
Rubus moluccanus,NA,NA,NA,NA,NA,NA,NA,NA
Rubus parvifolius,NA,NA,NA,NA,NA,NA,NA,NA
Sanguisorba,herb,erect,NA,perennial,NA,NA,NA,NA
Sanguisorba minor,NA,NA,NA,NA,NA,NA,NA,NA
Leguminosae,tree shrub herb,trailing twining,NA,NA,NA,NA,NA,NA
Acacia,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia acanthoclada,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia acinacea,shrub,spindly,NA,NA,NA,NA,NA,NA
Acacia alcockii,tree shrub,bushy,NA,NA,NA,NA,NA,NA
Acacia anceps,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Acacia ancistrophylla,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia sclerophylla,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia aneura,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia araneosa,tree,erect,NA,NA,NA,NA,NA,NA
Acacia argyrophylla,shrub,erect spreading compact,NA,NA,NA,NA,NA,NA
Acacia brachybotrya,shrub,spreading dense compact,NA,NA,NA,NA,NA,NA
Acacia ayersiana,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia baileyana,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia barattensis,shrub,erect spreading,NA,NA,NA,NA,NA,NA
Acacia basedowii,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia beckleri,shrub,erect bushy compact,NA,NA,NA,NA,NA,NA
Acacia cibaria,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia burkittii,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia calamifolia,shrub,erect bushy,NA,NA,NA,NA,NA,NA
Acacia microcarpa,shrub,erect spreading bushy,NA,NA,NA,NA,NA,NA
Acacia calcicola,tree shrub,spreading bushy,NA,NA,NA,NA,NA,NA
Acacia coriacea,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia cambagei,tree,spreading bushy,NA,NA,NA,NA,NA,NA
Acacia carnei,tree shrub,spreading dense,NA,NA,NA,NA,NA,NA
Acacia colletioides,shrub,spreading dense,NA,NA,NA,NA,NA,NA
Acacia nyssophylla,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia confluens,shrub,spreading dense,NA,NA,NA,NA,NA,NA
Acacia cretacea,tree shrub,bushy open spindly,NA,NA,NA,NA,NA,NA
Acacia cupularis,shrub,NA,NA,NA,NA,NA,NA,NA
Acacia ligulata,shrub,spreading bushy compact,NA,NA,NA,NA,NA,NA
Acacia ligulata,NA,NA,NA,NA,NA,NA,NA,NA
Acacia salicina,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia saligna,tree shrub,bushy dense,NA,NA,NA,NA,NA,NA
Acacia cyclops,shrub,spreading bushy dense,NA,NA,NA,NA,NA,NA
Acacia cyperophylla,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,tree,NA,NA,NA,NA,NA,NA,NA
Acacia decurrens,tree,NA,NA,NA,NA,NA,NA,NA
Acacia dictyophleba,shrub,erect spreading open compact,NA,NA,NA,NA,NA,NA
Acacia dodonaeifolia,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia paradoxa,shrub,spreading bushy dense,NA,NA,NA,NA,NA,NA
Acacia cowleana,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia enterocarpa,shrub,spreading dense,NA,NA,NA,NA,NA,NA
Acacia erinacea,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia estrophiolata,tree,erect spreading,NA,NA,NA,NA,NA,NA
Acacia farinosa,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia genistifolia,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia georginae,tree,spreading dense,NA,NA,NA,NA,NA,NA
Acacia gilesiana,shrub,erect spreading dense,NA,NA,NA,NA,NA,NA
Acacia gillii,tree shrub,open,NA,NA,NA,NA,NA,NA
Acacia pycnantha,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia retinodes,tree shrub,NA,NA,NA,NA,NA,NA,NA
Acacia glandulicarpa,shrub,spreading dense,NA,NA,NA,NA,NA,NA
Acacia gracilifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Acacia gunnii,shrub,procumbent sprawling,NA,NA,NA,NA,NA,NA
Acacia hakeoides,shrub,spreading bushy,NA,NA,NA,NA,NA,NA
Acacia halliana,shrub,spreading procumbent bushy,NA,NA,NA,NA,NA,NA
Acacia havilandii,shrub,bushy,NA,NA,NA,NA,NA,NA
Acacia helmsiana,shrub,NA,NA,NA,NA,NA,NA,NA
Acacia hexaneura,shrub,NA,NA,NA,NA,NA,NA,NA
Acacia imbricata,shrub,spreading dense,NA,NA,NA,NA,NA,NA
Acacia lineata,shrub,spreading bushy,NA,NA,NA,NA,NA,NA
Acacia jennerae,shrub,NA,NA,NA,NA,NA,NA,NA
Acacia kempeana,shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia kempeana,NA,NA,NA,NA,NA,NA,NA,NA
Acacia leiophylla,shrub,erect spreading dense compact,NA,NA,NA,NA,NA,NA
Acacia loderi,tree shrub,spreading,NA,NA,NA,NA,NA,NA
Acacia longifolia,shrub,erect spreading bushy,NA,NA,NA,NA,NA,NA
