taxon_name,trait_name,value_type,value,unit,original_name,observation_id,authors
Cassytha capillaris,leaf_phenology,mode,evergreen,NA,Cassytha capillaris,116,NA
Cassytha filiformis,flowering_time,mode,yyyyyyyyyyyy,NA,Cassytha filiformis,117,NA
Cassytha filiformis,fruiting_time,mode,yyyyyyyyyyyy,NA,Cassytha filiformis,117,NA
Cassytha filiformis,leaf_phenology,mode,evergreen,NA,Cassytha filiformis,117,NA
Cathormion umbellatum,flowering_time,mode,nnnnnnnyyyyn,NA,Cathormium umbellatum,120,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 86 and 88."
Cathormion umbellatum,fruiting_time,mode,yyyyyyyyyyyy,NA,Cathormium umbellatum,120,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 86 and 88."
Cathormion umbellatum,leaf_phenology,mode,evergreen,NA,Cathormium umbellatum,120,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 86 and 88."
Celtis paniculata,flowering_time,mode,yyyyyyyynnnn,NA,Celtis paniculata,121,NA
Celtis paniculata,fruiting_time,mode,yyyyyyyynnnn,NA,Celtis paniculata,121,NA
Celtis paniculata,leaf_phenology,mode,evergreen,NA,Celtis paniculata,121,NA
Celtis philippensis,flowering_time,mode,yyyyyyyyyyyy,NA,Celtis philippensis,122,"Guymer, G.P. (2013), Celtis strychnoides Planch. an earlier name for Celtis australiensis Sattarian (Ulmaceae). Austrobaileya 9(1): 146-147."
Celtis philippensis,fruiting_time,mode,yyyyyyyyyyyy,NA,Celtis philippensis,122,"Guymer, G.P. (2013), Celtis strychnoides Planch. an earlier name for Celtis australiensis Sattarian (Ulmaceae). Austrobaileya 9(1): 146-147."
Celtis philippensis,leaf_phenology,mode,evergreen,NA,Celtis philippensis,122,"Guymer, G.P. (2013), Celtis strychnoides Planch. an earlier name for Celtis australiensis Sattarian (Ulmaceae). Austrobaileya 9(1): 146-147."
Ceratophyllum demersum,flowering_time,mode,yyyyyyyyyyyy,NA,Ceratophyllum demersum,123,NA
Ceratophyllum demersum,fruiting_time,mode,yyyyyyyyyyyy,NA,Ceratophyllum demersum,123,NA
Ceratophyllum demersum,leaf_phenology,mode,evergreen,NA,Ceratophyllum demersum,123,NA
Chamaecrista absus,flowering_time,mode,yyyyyyynnnnn,NA,Chamaecrista absus,124,NA
Chamaecrista absus,fruiting_time,mode,yyyyyyynnnnn,NA,Chamaecrista absus,124,NA
Chamaecrista absus,leaf_phenology,mode,evergreen,NA,Chamaecrista absus,124,NA
Chamaecrista mimosoides,flowering_time,mode,nnnnnyynnnnn,NA,Chamaecrista mimosoides,125,NA
Chamaecrista mimosoides,fruiting_time,mode,nnnnnyynnnnn,NA,Chamaecrista mimosoides,125,NA
Chamaecrista mimosoides,leaf_phenology,mode,evergreen,NA,Chamaecrista mimosoides,125,NA
Chamaecrista nigricans,flowering_time,mode,yyyyynnnnnnn,NA,Chamaecrista nictitans,126,NA
Chamaecrista nigricans,fruiting_time,mode,yyyyynnnnnnn,NA,Chamaecrista nictitans,126,NA
Chamaecrista nigricans,leaf_phenology,mode,evergreen,NA,Chamaecrista nictitans,126,NA
Choriceras tricorne,flowering_time,mode,yyyyyynnnyyy,NA,Choriceras tricorne,128,NA
Choriceras tricorne,fruiting_time,mode,nnnyyyyyyynn,NA,Choriceras tricorne,128,NA
Choriceras tricorne,leaf_phenology,mode,evergreen,NA,Choriceras tricorne,128,NA
Christia australasica,flowering_time,mode,nyyyyynnnnnn,NA,Christia australasica,129,NA
Christia australasica,fruiting_time,mode,nyyyyynnnnnn,NA,Christia australasica,129,NA
Christia australasica,leaf_phenology,mode,evergreen,NA,Christia australasica,129,NA
Claoxylon tenerifolium,flowering_time,mode,yyyyyynnnnyy,NA,Claoxylon tenerifolium,130,NA
Claoxylon tenerifolium,fruiting_time,mode,nyyyynnnnnnn,NA,Claoxylon tenerifolium,130,NA
Claoxylon tenerifolium,leaf_phenology,mode,evergreen,NA,Claoxylon tenerifolium,130,NA
Clematis pickeringii,flowering_time,mode,nynnnnnnnnnn,NA,Clematis pickeringii,131,NA
Clematis pickeringii,fruiting_time,mode,nynnnnnnnnnn,NA,Clematis pickeringii,131,NA
Clematis pickeringii,leaf_phenology,mode,evergreen,NA,Clematis pickeringii,131,NA
Arivela cleomoides,flowering_time,mode,yyyyyyynnnnn,NA,Cleome cleomoides,133,NA
Arivela cleomoides,fruiting_time,mode,yyyyyyynnnnn,NA,Cleome cleomoides,133,NA
Arivela cleomoides,leaf_phenology,mode,evergreen,NA,Cleome cleomoides,133,NA
Arivela linophylla,dispersal_appendage,mode,elaiosome,NA,Cleome linophylla,136,NA
Arivela linophylla,flowering_time,mode,yynnnnnnnnnn,NA,Cleome linophylla,136,NA
Arivela linophylla,fruiting_time,mode,yynnnnnnnnnn,NA,Cleome linophylla,136,NA
Arivela linophylla,leaf_phenology,mode,evergreen,NA,Cleome linophylla,136,NA
Arivela microaustralica,dispersal_appendage,mode,elaiosome,NA,Cleome microaustralica,138,NA
Arivela microaustralica,flowering_time,mode,yyyyyyynnnnn,NA,Cleome microaustralica,138,NA
Arivela microaustralica,fruiting_time,mode,yyyyyyynnnnn,NA,Cleome microaustralica,138,NA
Arivela microaustralica,leaf_phenology,mode,evergreen,NA,Cleome microaustralica,138,NA
Areocleome oxalidea,flowering_time,mode,nyyyyynnnnnn,NA,Cleome oxalidea,139,NA
Areocleome oxalidea,fruiting_time,mode,nyyyyynnnnnn,NA,Cleome oxalidea,139,NA
Areocleome oxalidea,leaf_phenology,mode,evergreen,NA,Cleome oxalidea,139,NA
Arivela tetrandra,dispersal_appendage,mode,elaiosome,NA,Cleome tetrandra,140,NA
Arivela tetrandra,flowering_time,mode,yyyyynnnnnny,NA,Cleome tetrandra,140,NA
Arivela tetrandra,fruiting_time,mode,yyyyynnnnnny,NA,Cleome tetrandra,140,NA
Arivela tetrandra,leaf_phenology,mode,evergreen,NA,Cleome tetrandra,140,NA
Arivela viscosa,flowering_time,mode,nyyyyyyyynnn,NA,Cleome viscosa,142,NA
Arivela viscosa,fruiting_time,mode,nyyyyyyyynnn,NA,Cleome viscosa,142,NA
Arivela viscosa,leaf_phenology,mode,evergreen,NA,Cleome viscosa,142,NA
Clitoria australis,flowering_time,mode,yyyyynnnnnyy,NA,Clitoria australis,143,NA
Clitoria australis,fruiting_time,mode,nnyyynnnnnnn,NA,Clitoria australis,143,NA
Clitoria australis,leaf_phenology,mode,evergreen,NA,Clitoria australis,143,NA
Cochlospermum fraseri,flowering_time,mode,nnnyyyyyyynn,NA,Cochlospermum fraseri,144,NA
Cochlospermum fraseri,fruiting_time,mode,yyynnyyyyyyy,NA,Cochlospermum fraseri,144,NA
Cochlospermum gillivraei,flowering_time,mode,nnnnnnyyynnn,NA,Cochlospermum gillivrayi,145,NA
Cochlospermum gillivraei,fruiting_time,mode,nnnnnnnnnnyn,NA,Cochlospermum gillivrayi,145,NA
Cochlospermum gregorii,flowering_time,mode,nnnnnnyynnnn,NA,Cochlospermum gregorii,146,NA
Cochlospermum gregorii,fruiting_time,mode,nnnnnnnnnnyy,NA,Cochlospermum gregorii,146,NA
Cochlospermum arafuricum,flowering_time,mode,nnnnnyyyynnn,NA,Cochlospermum sp. Arnhem Land,147,NA
Cochlospermum arafuricum,fruiting_time,mode,nnnnnnnnyyyy,NA,Cochlospermum sp. Arnhem Land,147,NA
Corchorus aestuans,flowering_time,mode,nyyyyynnnnnn,NA,Corchorus aestuans,148,NA
Corchorus aestuans,fruiting_time,mode,nyyyyynnnnnn,NA,Corchorus aestuans,148,NA
Corchorus capsularis,flowering_time,mode,nnyyyynnnnnn,NA,Corchorus capsularis,149,NA
Corchorus capsularis,fruiting_time,mode,nnnyyyynnnnn,NA,Corchorus capsularis,149,NA
Corchorus capsularis,leaf_phenology,mode,evergreen,NA,Corchorus capsularis,149,NA
Corchorus fascicularis,flowering_time,mode,nyyyyynnnnnn,NA,Corchorus fascicularis,150,NA
Corchorus fascicularis,fruiting_time,mode,nyyyyynnnnnn,NA,Corchorus fascicularis,150,NA
Crateva religiosa,flowering_time,mode,nnnnnnyynnnn,NA,Crateva religiosa,151,NA
Crateva religiosa,fruiting_time,mode,nnnnnnyynnnn,NA,Crateva religiosa,151,NA
Crateva religiosa,leaf_phenology,mode,evergreen,NA,Crateva religiosa,151,NA
Crotalaria alata,flowering_time,mode,nyyynnnnnnnn,NA,Crotalaria alata,152,NA
Crotalaria alata,fruiting_time,mode,nnyyyynnnnnn,NA,Crotalaria alata,152,NA
Crotalaria alata,seed_shape,mode,reniform,NA,Crotalaria alata,152,NA
Crotalaria brevis,flowering_time,mode,yyyyyyynnnny,NA,Crotalaria brevis,153,NA
Crotalaria brevis,fruiting_time,mode,yyyyyyynnnnn,NA,Crotalaria brevis,153,NA
Crotalaria brevis,leaf_phenology,mode,evergreen,NA,Crotalaria brevis,153,NA
Crotalaria brevis,seed_shape,mode,reniform,NA,Crotalaria brevis,153,NA
Crotalaria calycina,flowering_time,mode,yyyyyynnnnnn,NA,Crotalaria calycina,154,NA
Crotalaria calycina,fruiting_time,mode,nyyyyyynnnnn,NA,Crotalaria calycina,154,NA
Crotalaria medicaginea,flowering_time,mode,yyyyyyynnnnn,NA,Crotalaria medicaginea,155,NA
Crotalaria medicaginea,fruiting_time,mode,yyyyyyynnnnn,NA,Crotalaria medicaginea,155,NA
Crotalaria montana,flowering_time,mode,yyyyynnnnnnn,NA,Crotalaria montana,156,NA
Crotalaria montana,fruiting_time,mode,yyyyyyynnnnn,NA,Crotalaria montana,156,NA
Crotalaria novae-hollandiae,flowering_time,mode,yyyyyyynnnnn,NA,Crotalaria novae-hollandiae,157,NA
Crotalaria novae-hollandiae,fruiting_time,mode,yyyyyyynnnnn,NA,Crotalaria novae-hollandiae,157,NA
Crotalaria novae-hollandiae,leaf_phenology,mode,evergreen,NA,Crotalaria novae-hollandiae,157,NA
Crotalaria novae-hollandiae,seed_shape,mode,reniform,NA,Crotalaria novae-hollandiae,157,NA
Crotalaria quinquefolia,flowering_time,mode,yyyyyyyyynny,NA,Crotalaria quinquefolia,158,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 94."
Crotalaria quinquefolia,fruiting_time,mode,nyyyyyyyyyyn,NA,Crotalaria quinquefolia,158,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 94."
Crotalaria quinquefolia,seed_shape,mode,reniform,NA,Crotalaria quinquefolia,158,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 94."
Crotalaria verrucosa,flowering_time,mode,nyyyyyyynnnn,NA,Crotalaria verrucosa,159,NA
Crotalaria verrucosa,fruiting_time,mode,nnyyyyyynnnn,NA,Crotalaria verrucosa,159,NA
Crotalaria verrucosa,leaf_phenology,mode,evergreen,NA,Crotalaria verrucosa,159,NA
Croton schultzii,flowering_time,mode,nnnnnnnnnnyn,NA,Croton argyratus,160,NA
Croton schultzii,fruiting_time,mode,nyyyynnnnnnn,NA,Croton argyratus,160,NA
Croton schultzii,leaf_phenology,mode,deciduous,NA,Croton argyratus,160,NA
Croton arnhemicus,flowering_time,mode,nnnnnnnnyyyy,NA,Croton arnhemicus,161,NA
Croton arnhemicus,fruiting_time,mode,yyynnnnnnyyy,NA,Croton arnhemicus,161,NA
Croton arnhemicus,leaf_phenology,mode,deciduous,NA,Croton arnhemicus,161,NA
Croton habrophyllus,flowering_time,mode,nnnnnnnnyyyy,NA,Croton habrophyllus,162,NA
Croton habrophyllus,fruiting_time,mode,yynnnnnnnyyy,NA,Croton habrophyllus,162,NA
Croton habrophyllus,leaf_phenology,mode,deciduous,NA,Croton habrophyllus,162,NA
Croton tomentellus,flowering_time,mode,nnnnnnnnnyyy,NA,Croton tomentellus,164,NA
Croton tomentellus,fruiting_time,mode,nnnnnnnnnnny,NA,Croton tomentellus,164,NA
Croton tomentellus,leaf_phenology,mode,deciduous,NA,Croton tomentellus,164,NA
Cryptocarya cunninghamii,flowering_time,mode,nnnnyyyyyynn,NA,Cryptocarya cunninghamii,165,NA
Cryptocarya cunninghamii,fruiting_time,mode,yyyyynyyyyyy,NA,Cryptocarya cunninghamii,165,NA
Cryptocarya cunninghamii,leaf_phenology,mode,evergreen,NA,Cryptocarya cunninghamii,165,NA
Cryptocarya exfoliata,flowering_time,mode,yyyyyyyyyyyy,NA,Cryptocarya exfoliata,166,NA
Cryptocarya exfoliata,fruiting_time,mode,yyyyyyyyyyyy,NA,Cryptocarya exfoliata,166,NA
Cryptocarya exfoliata,leaf_phenology,mode,evergreen,NA,Cryptocarya exfoliata,166,NA
Cryptocarya hypospodia,leaf_phenology,mode,evergreen,NA,Cryptocarya hypospodia,167,NA
Cucumis melo,flowering_time,mode,nyyyyyyyynnn,NA,Cucumis melo subsp. agrestis,169,NA
Cucumis melo,fruiting_time,mode,nyyyyyyyynnn,NA,Cucumis melo subsp. agrestis,169,NA
Cucumis melo,leaf_lamina_division,mode,palmately_lobed,NA,Cucumis melo subsp. agrestis,169,NA
Cyathula prostrata,flowering_time,mode,yyynnnnnnnnn,NA,Cyathula prostrata,171,NA
Cyathula prostrata,fruiting_time,mode,yyynnnnnnnnn,NA,Cyathula prostrata,171,NA
Cycas armstrongii,leaf_phenology,mode,evergreen,NA,Cycas armstrongii,172,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). The Gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cycas armstrongii,seed_shape,mode,discoid,NA,Cycas armstrongii,172,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). The Gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cycas calcicola,leaf_phenology,mode,evergreen,NA,Cycas calcicola,173,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cycas calcicola,seed_shape,mode,discoid,NA,Cycas calcicola,173,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cycas canalis,leaf_phenology,mode,evergreen,NA,Cycas canalis,174,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cycas canalis,seed_shape,mode,discoid,NA,Cycas canalis,174,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cycas conferta,leaf_phenology,mode,evergreen,NA,Cycas conferta,175,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cycas conferta,seed_shape,mode,discoid,NA,Cycas conferta,175,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cycas maconochiei,leaf_phenology,mode,evergreen,NA,Cycas maconochiei,176,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24.; Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24.; Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cycas maconochiei,seed_shape,mode,discoid,NA,Cycas maconochiei,176,"Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24.; Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24.; Hill, K.D. (1996). Taxonomic revision of the genus Cycas in Australia. Telopea 7: 1-64. Dixon, D.J. (2004). A review of the gymnosperms of the Northern Territory. The Beagle, Records of the Museums and Art Galleries of the Northern Territory 20: 1-24."
Cyclocarpa stellaris,flowering_time,mode,nnyynnnnnnnn,NA,Cyclocarpa stellaris,177,NA
Cyclocarpa stellaris,fruiting_time,mode,nnnyynnnnnnn,NA,Cyclocarpa stellaris,177,NA
Cyclocarpa stellaris,leaf_phenology,mode,evergreen,NA,Cyclocarpa stellaris,177,NA
Dalbergia candenatensis,leaf_phenology,mode,evergreen,NA,Dalbergia candenatensis,178,NA
Daviesia reclinata,flowering_time,mode,yyyyyyyyyyyy,NA,Daviesia reclinata,179,NA
Daviesia reclinata,fruiting_time,mode,yyyyyyyyyyyy,NA,Daviesia reclinata,179,NA
Daviesia reclinata,leaf_phenology,mode,evergreen,NA,Daviesia reclinata,179,NA
Decaisnina signata,flowering_time,mode,yyyyyyyyyyyy,NA,Decaisnina signata,180,NA
Decaisnina signata,fruiting_time,mode,yyyyyyyyyyyy,NA,Decaisnina signata,180,NA
Dendrolobium stipatum,flowering_time,mode,nnnnnnyyyynn,NA,Dendrolobium stipatum,182,NA
Dendrolobium stipatum,fruiting_time,mode,nnnnnnnnnynn,NA,Dendrolobium stipatum,182,NA
Dendrolobium stipatum,leaf_phenology,mode,evergreen,NA,Dendrolobium stipatum,182,NA
Dendromyza reinwardtiana,flowering_time,mode,yyyyyyyyynnn,NA,Dendromyza reinwardtiana,183,NA
Dendromyza reinwardtiana,fruiting_time,mode,yyyyyyyyynnn,NA,Dendromyza reinwardtiana,183,NA
Dendromyza reinwardtiana,leaf_phenology,mode,evergreen,NA,Dendromyza reinwardtiana,183,NA
Dendrophthoe glabrescens,flowering_time,mode,nyyyyyyyyynn,NA,Dendrophthoe glabrescens,184,NA
Dendrophthoe glabrescens,fruiting_time,mode,yyyyyyynnnnn,NA,Dendrophthoe glabrescens,184,NA
Dendrophthoe odontocalyx,flowering_time,mode,yyyyyyyyyyyy,NA,Dendrophthoe odontocalyx,185,NA
Dendrophthoe odontocalyx,fruiting_time,mode,nnnnnnyyyyyn,NA,Dendrophthoe odontocalyx,185,NA
Denhamia obscura,dispersal_appendage,mode,aril,NA,Denhamia obscura,186,NA
Denhamia obscura,flowering_time,mode,nnnnnyyyynnn,NA,Denhamia obscura,186,NA
Denhamia obscura,fruiting_time,mode,nnnnyyyyyyyy,NA,Denhamia obscura,186,NA
Denhamia obscura,leaf_phenology,mode,evergreen,NA,Denhamia obscura,186,NA
Derris trifoliata,flowering_time,mode,nnnnnnnyyyyn,NA,Derris trifoliata,187,NA
Derris trifoliata,fruiting_time,mode,nnnnnnnnnnyy,NA,Derris trifoliata,187,NA
Derris trifoliata,leaf_phenology,mode,evergreen,NA,Derris trifoliata,187,NA
Grona pycnotricha,flowering_time,mode,nyyyyynnnnnn,NA,Desmodium 'Darwin',188,NA
Grona pycnotricha,fruiting_time,mode,nyyyyynnnnnn,NA,Desmodium 'Darwin',188,NA
Grona flagellaris,flowering_time,mode,nyyyynnnnnnn,NA,Desmodium 'Limbunya',189,NA
Grona flagellaris,fruiting_time,mode,nnyyyynnnnnn,NA,Desmodium 'Limbunya',189,NA
Aphyllodium biarticulatum,flowering_time,mode,yyyyyyynnnnn,NA,Desmodium biarticulatum,190,NA
Oxytes brachypoda,flowering_time,mode,nnyyyynnnnnn,NA,Desmodium brachypodum,191,NA
Grona brownii,flowering_time,mode,nyyynnnnnnnn,NA,Desmodium brownii,192,NA
Grona brownii,fruiting_time,mode,nyyynnnnnnnn,NA,Desmodium brownii,192,NA
Grona filiformis,flowering_time,mode,nnyyyynnnnnn,NA,Desmodium filiforme,194,NA
Grona filiformis,fruiting_time,mode,nnyyyyyynnnn,NA,Desmodium filiforme,194,NA
Pleurolobus gangeticus,flowering_time,mode,yyynnnnnnnnn,NA,Desmodium gangeticum,195,NA
Pleurolobus gangeticus,fruiting_time,mode,yyyyyynnnnnn,NA,Desmodium gangeticum,195,NA
Pleurolobus gangeticus,leaf_phenology,mode,evergreen,NA,Desmodium gangeticum,195,NA
Grona heterocarpos,flowering_time,mode,yyynnnnnnnnn,NA,Desmodium heterocarpon,196,NA
Grona heterocarpos,fruiting_time,mode,nyyyyynnnnnn,NA,Desmodium heterocarpon,196,NA
Grona heterocarpos,leaf_phenology,mode,evergreen,NA,Desmodium heterocarpon,196,NA
Grona trichostachya,flowering_time,mode,nyyyyynnnnnn,NA,Desmodium ichostachyum,197,NA
Grona trichostachya,fruiting_time,mode,nyyyyynnnnnn,NA,Desmodium ichostachyum,197,NA
Grona muelleri,flowering_time,mode,nyyyyyynnnnn,NA,Desmodium muelleri,199,NA
Grona muelleri,fruiting_time,mode,nnyyyyynnnnn,NA,Desmodium muelleri,199,NA
Grona glareosa,flowering_time,mode,nyyynnnnnnnn,NA,Desmodium Pine Ck,200,NA
Grona glareosa,fruiting_time,mode,nnyyyyynnnnn,NA,Desmodium Pine Ck,200,NA
Dendrolobium polyneurum,flowering_time,mode,nnnnnyyyyyyn,NA,Desmodium polyneurum,201,NA
Dendrolobium polyneurum,leaf_phenology,mode,evergreen,NA,Desmodium polyneurum,201,NA
Phyllodium pulchellum,flowering_time,mode,nyyyyyynnnnn,NA,Desmodium pulchellum,202,NA
Phyllodium pulchellum,fruiting_time,mode,nnnyyyynnnnn,NA,Desmodium pulchellum,202,NA
Phyllodium pulchellum,leaf_phenology,mode,evergreen,NA,Desmodium pulchellum,202,NA
Polhillides velutina,flowering_time,mode,nnyyyynnnnnn,NA,Desmodium velutinum,203,NA
Polhillides velutina,fruiting_time,mode,nnnyyynnnnnn,NA,Desmodium velutinum,203,NA
Desmos wardianus,fruiting_time,mode,nnyyyyyyyynn,NA,Desmos wardianus,204,NA
Dillenia alata,flowering_time,mode,yynnnyyyyyyy,NA,Dillenia alata,205,NA
Dillenia alata,fruiting_time,mode,nnnnnnnnyynn,NA,Dillenia alata,205,NA
Dillenia alata,leaf_phenology,mode,evergreen,NA,Dillenia alata,205,NA
Diospyros calycantha,flowering_time,mode,yyyyyyyyyyyy,NA,Diospyros calycantha,206,NA
Diospyros calycantha,fruiting_time,mode,yyyyyyyyyyyy,NA,Diospyros calycantha,206,NA
Diospyros calycantha,leaf_phenology,mode,evergreen,NA,Diospyros calycantha,206,NA
