taxon_name,trait_name,value_type,value,unit,original_name,observation_id,authors
Corymbia polycarpa,dispersal_appendage,mode,wings,NA,Eucalyptus polycarpa,261,NA
Corymbia polycarpa,flowering_time,mode,nnyyyyynnnnn,NA,Eucalyptus polycarpa,261,NA
Corymbia polycarpa,fruiting_time,mode,nnnnnyyyyynn,NA,Eucalyptus polycarpa,261,NA
Corymbia polycarpa,leaf_phenology,mode,evergreen,NA,Eucalyptus polycarpa,261,NA
Corymbia porrecta,flowering_time,mode,yyynnnnnnnnn,NA,Eucalyptus porrecta,262,NA
Corymbia porrecta,fruiting_time,mode,nnnnyyyynnnn,NA,Eucalyptus porrecta,262,NA
Corymbia porrecta,leaf_phenology,mode,evergreen,NA,Eucalyptus porrecta,262,NA
Corymbia ptychocarpa,flowering_time,mode,nyyyyynnnnnn,NA,Eucalyptus ptychocarpa,263,NA
Corymbia ptychocarpa,fruiting_time,mode,nnnnnyyyyyyn,NA,Eucalyptus ptychocarpa,263,NA
Corymbia ptychocarpa,leaf_phenology,mode,evergreen,NA,Eucalyptus ptychocarpa,263,NA
Corymbia setosa,dispersal_appendage,mode,wings,NA,Eucalyptus setosa,264,"Southern Region Checklist, 2007"
Corymbia setosa,flowering_time,mode,yyyyyyyyyyyy,NA,Eucalyptus setosa,264,"Southern Region Checklist, 2007"
Corymbia setosa,fruiting_time,mode,yyyyyyyyyyyy,NA,Eucalyptus setosa,264,"Southern Region Checklist, 2007"
Corymbia setosa,leaf_phenology,mode,evergreen,NA,Eucalyptus setosa,264,"Southern Region Checklist, 2007"
Eucalyptus tectifica,flowering_time,mode,nnnnnnnnnnyy,NA,Eucalyptus tectifica,265,NA
Eucalyptus tectifica,fruiting_time,mode,nnnnnnnnnnyy,NA,Eucalyptus tectifica,265,NA
Eucalyptus tectifica,leaf_phenology,mode,deciduous,NA,Eucalyptus tectifica,265,NA
Eucalyptus tetrodonta,flowering_time,mode,nnnnnyyyyynn,NA,Eucalyptus tetrodonta,266,NA
Eucalyptus tetrodonta,fruiting_time,mode,nnnnnnnnyynn,NA,Eucalyptus tetrodonta,266,NA
Eucalyptus tetrodonta,leaf_phenology,mode,evergreen,NA,Eucalyptus tetrodonta,266,NA
Eucalyptus tintinnans,flowering_time,mode,nnnnnnyynnnn,NA,Eucalyptus tintinnans,267,NA
Eucalyptus tintinnans,fruiting_time,mode,nnnnnnnyyynn,NA,Eucalyptus tintinnans,267,NA
Eucalyptus tintinnans,leaf_phenology,mode,deciduous,NA,Eucalyptus tintinnans,267,NA
Eucalyptus umbrawarrensis,flowering_time,mode,yynnnnnnnnnn,NA,Eucalyptus umbrawarrensis,268,NA
Eucalyptus umbrawarrensis,fruiting_time,mode,nyyyyyyyyynn,NA,Eucalyptus umbrawarrensis,268,NA
Eucalyptus umbrawarrensis,leaf_phenology,mode,evergreen,NA,Eucalyptus umbrawarrensis,268,NA
Euphorbia armstrongiana,flowering_time,mode,nnyyynnnnnnn,NA,Euphorbia armstrongiana,269,NA
Euphorbia armstrongiana,fruiting_time,mode,nnyyynnnnnnn,NA,Euphorbia armstrongiana,269,NA
Euphorbia muelleri,flowering_time,mode,yyyyyyyyyyyn,NA,Euphorbia muelleri,271,NA
Euphorbia muelleri,fruiting_time,mode,nnnynnnnnnnn,NA,Euphorbia muelleri,271,NA
Euphorbia muelleri,leaf_phenology,mode,evergreen,NA,Euphorbia muelleri,271,NA
Euphorbia schizolepis,flowering_time,mode,yyyyyynnnnnn,NA,Euphorbia schizolepis,272,NA
Euphorbia schizolepis,fruiting_time,mode,yyyyyynnnnnn,NA,Euphorbia schizolepis,272,NA
Euphorbia schizolepis,leaf_phenology,mode,evergreen,NA,Euphorbia schizolepis,272,NA
Euphorbia schultzii,flowering_time,mode,yyyyyynnnnny,NA,Euphorbia schultzii,273,NA
Euphorbia schultzii,fruiting_time,mode,yyyyyynnnnny,NA,Euphorbia schultzii,273,NA
Excoecaria agallocha,flowering_time,mode,yynnnnnnnyyy,NA,Excoecaria agallocha,275,NA
Excoecaria agallocha,fruiting_time,mode,yyynnnnnnnny,NA,Excoecaria agallocha,275,NA
Excoecaria agallocha,leaf_phenology,mode,deciduous,NA,Excoecaria agallocha,275,NA
Excoecaria ovalis,flowering_time,mode,nnnnnnnnnyyy,NA,Excoecaria ovalis,276,NA
Excoecaria ovalis,fruiting_time,mode,yynnnnnnnnny,NA,Excoecaria ovalis,276,NA
Excoecaria ovalis,leaf_phenology,mode,deciduous,NA,Excoecaria ovalis,276,NA
Excoecaria parvifolia,flowering_time,mode,yyyynnnnnnnn,NA,Excoecaria parviflora,277,NA
Excoecaria parvifolia,fruiting_time,mode,yyyynnnnnnnn,NA,Excoecaria parviflora,277,NA
Excoecaria parvifolia,leaf_phenology,mode,deciduous,NA,Excoecaria parviflora,277,NA
Exocarpos latifolius,flowering_time,mode,yyyyyyyyyyyy,NA,exocarpus latifolius,278,NA
Exocarpos latifolius,fruiting_time,mode,yyyyyyyyyyyy,NA,exocarpus latifolius,278,NA
Exocarpos latifolius,leaf_phenology,mode,evergreen,NA,exocarpus latifolius,278,NA
Fatoua villosa,flowering_time,mode,yyyyyyyyyyyy,NA,Fatoua villosa,279,NA
Fatoua villosa,fruiting_time,mode,yyyyyyyyyyyy,NA,Fatoua villosa,279,NA
Fatoua villosa,leaf_phenology,mode,evergreen,NA,Fatoua villosa,279,NA
Ficus adenosperma,leaf_phenology,mode,evergreen,NA,Ficus adenosperma,282,NA
Ficus atricha,leaf_phenology,mode,evergreen,NA,Ficus atricha,283,NA
Ficus benjamina,leaf_phenology,mode,evergreen,NA,Ficus benjamina,284,NA
Ficus brachypoda,leaf_phenology,mode,evergreen,NA,Ficus brachypoda,285,NA
Ficus carpentariensis,leaf_phenology,mode,evergreen,NA,Ficus carpentariensis,286,NA
Ficus cerasicarpa,leaf_phenology,mode,evergreen,NA,Ficus cerasicarpa,287,NA
Ficus congesta,leaf_phenology,mode,evergreen,NA,Ficus congesta,288,NA
Ficus coronulata,leaf_phenology,mode,evergreen,NA,Ficus coronulata,289,NA
Ficus henneana,leaf_phenology,mode,evergreen,NA,Ficus henneana,290,NA
Ficus hispida,leaf_phenology,mode,evergreen,NA,Ficus hispida,291,NA
Ficus lilliputiana,leaf_phenology,mode,evergreen,NA,Ficus lilliputiana,292,NA
Ficus platypoda,leaf_phenology,mode,evergreen,NA,Ficus platypoda,293,NA
Ficus racemosa,leaf_phenology,mode,evergreen,NA,Ficus racemosa,294,NA
Ficus scobina,leaf_phenology,mode,evergreen,NA,Ficus scobina,295,NA
Ficus subpuberula,leaf_phenology,mode,evergreen,NA,Ficus subpuberula,296,NA
Ficus tinctoria,leaf_phenology,mode,evergreen,NA,Ficus tinctoria,297,NA
Ficus virens,leaf_phenology,mode,evergreen,NA,Ficus virens,298,NA
Flemingia trifoliata,flowering_time,mode,nyyyyyynnnnn,NA,Flemingia involucrata,299,NA
Flemingia trifoliata,fruiting_time,mode,nnnnnnnynnnn,NA,Flemingia involucrata,299,NA
Flemingia trifoliata,leaf_phenology,mode,evergreen,NA,Flemingia involucrata,299,NA
Flemingia lineata,flowering_time,mode,nnnnyyyyyynn,NA,Flemingia lineata,300,NA
Flemingia lineata,fruiting_time,mode,nnnnyyyyyynn,NA,Flemingia lineata,300,NA
Flemingia lineata,leaf_phenology,mode,evergreen,NA,Flemingia lineata,300,NA
Flemingia parviflora,flowering_time,mode,yyyyyynnyyyy,NA,Flemingia parviflora,301,NA
Flemingia parviflora,fruiting_time,mode,yyyyyynnyyyy,NA,Flemingia parviflora,301,NA
Flemingia parviflora,leaf_phenology,mode,evergreen,NA,Flemingia parviflora,301,NA
Flemingia pauciflora,flowering_time,mode,yyyyyyyynnnn,NA,Flemingia pauciflora,302,NA
Flemingia pauciflora,fruiting_time,mode,yyyyyyyynnnn,NA,Flemingia pauciflora,302,NA
Flemingia pauciflora,leaf_phenology,mode,evergreen,NA,Flemingia pauciflora,302,NA
Flemingia trifoliastrum,flowering_time,mode,nnnyyyyynnnn,NA,Flemingia trifoliastrum,304,NA
Flemingia trifoliastrum,fruiting_time,mode,nnnyyyyynnnn,NA,Flemingia trifoliastrum,304,NA
Flemingia trifoliastrum,leaf_phenology,mode,evergreen,NA,Flemingia trifoliastrum,304,NA
Galactia sp. Litchfield (S.T.Blake 16645),flowering_time,mode,nnnnnnynnnnn,NA,Galactia Litchfield,306,NA
Galactia sp. Litchfield (S.T.Blake 16645),fruiting_time,mode,nnnnnnynnnnn,NA,Galactia Litchfield,306,NA
Galactia sp. Litchfield (S.T.Blake 16645),leaf_phenology,mode,evergreen,NA,Galactia Litchfield,306,NA
Galactia megalophylla,flowering_time,mode,yynnnnnnnnny,NA,Galactia megalophylla,307,NA
Galactia megalophylla,fruiting_time,mode,yyynnnnnnnnn,NA,Galactia megalophylla,307,NA
Galactia megalophylla,leaf_phenology,mode,evergreen,NA,Galactia megalophylla,307,NA
Galactia muelleri,flowering_time,mode,yyynnnnnnnny,NA,Galactia mueller,308,NA
Galactia muelleri,fruiting_time,mode,yyynnnnnnnny,NA,Galactia mueller,308,NA
Galactia muelleri,leaf_phenology,mode,evergreen,NA,Galactia mueller,308,NA
Galactia tenuiflora,flowering_time,mode,yynnnnnnnnnn,NA,Galactia tenuiflora,309,NA
Galactia tenuiflora,fruiting_time,mode,yynnnnnnnnnn,NA,Galactia tenuiflora,309,NA
Galactia tenuiflora,leaf_phenology,mode,evergreen,NA,Galactia tenuiflora,309,NA
Garcinia warrenii,leaf_phenology,mode,evergreen,NA,Garcinia warrenii,310,"Cooper, W.E., (2013) A taxonomic revision of Garcinia L. (Clusiaceae) in Australia, including four new species from tropical Queensland. Austrobaileya 9(1): 24-25."
Glinus lotoides,flowering_time,mode,yyyyyyyyyyyy,NA,Glinus lotoides,311,NA
Glinus lotoides,fruiting_time,mode,yyyyyyyyyyyy,NA,Glinus lotoides,311,NA
Glinus lotoides,leaf_phenology,mode,evergreen,NA,Glinus lotoides,311,NA
Glinus oppositifolius,flowering_time,mode,yyyyyyyyyyyy,NA,Glinus oppositifolius,312,NA
Glinus oppositifolius,fruiting_time,mode,yyyyyyyyyyyy,NA,Glinus oppositifolius,312,NA
Glinus oppositifolius,leaf_phenology,mode,evergreen,NA,Glinus oppositifolius,312,NA
Glinus orygioides,leaf_phenology,mode,evergreen,NA,Glinus orygioides,313,NA
Glinus sessiliflorus,flowering_time,mode,nnnnnyyyyyyy,NA,Glinus sessiliflorus,314,NA
Glochidion xerocarpum,flowering_time,mode,yyyynnnnyyyy,NA,Glochidion xerocarpum,316,NA
Glochidion xerocarpum,fruiting_time,mode,yyyynnnnyyyy,NA,Glochidion xerocarpum,316,NA
Glochidion xerocarpum,leaf_phenology,mode,deciduous,NA,Glochidion xerocarpum,316,NA
Glycine hirticaulis,flowering_time,mode,nyyyynnnnnnn,NA,Glycine hirticaulis,317,NA
Glycine hirticaulis,fruiting_time,mode,nyyyynnnnnnn,NA,Glycine hirticaulis,317,NA
Glycine hirticaulis,leaf_phenology,mode,evergreen,NA,Glycine hirticaulis,317,NA
Glycine tomentella,flowering_time,mode,yyyyynnnnnnn,NA,Glycine tomentella,318,NA
Glycine tomentella,fruiting_time,mode,nnyyyyynnnnn,NA,Glycine tomentella,318,NA
Glycine tomentella,leaf_phenology,mode,evergreen,NA,Glycine tomentella,318,NA
Glycine tomentella,seed_shape,mode,polyhedral,NA,Glycine tomentella,318,NA
Gompholobium subulatum,flowering_time,mode,yyyyyyyyyyyy,NA,Gompholobium subulatum,319,NA
Gompholobium subulatum,fruiting_time,mode,yyyyyyyyyyyy,NA,Gompholobium subulatum,319,NA
Gompholobium subulatum,leaf_phenology,mode,evergreen,NA,Gompholobium subulatum,319,NA
Gomphrena atrorubra,flowering_time,mode,nyyyynnnnnnn,NA,Gomphrena atrorubra,320,NA
Gomphrena atrorubra,fruiting_time,mode,nyyyynnnnnnn,NA,Gomphrena atrorubra,320,NA
Gomphrena canescens,flowering_time,mode,nyyyyyyyynnn,NA,Gomphrena canescens,321,NA
Gomphrena canescens,fruiting_time,mode,nyyyyyyyynnn,NA,Gomphrena canescens,321,NA
Gomphrena connata,flowering_time,mode,nyyyynnnnnnn,NA,Gomphrena connata,322,"Cowie, I.D. & Stuckey, B.M. (2008) Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, Northern Territory Government."
Gomphrena connata,fruiting_time,mode,nyyyynnnnnnn,NA,Gomphrena connata,322,"Cowie, I.D. & Stuckey, B.M. (2008) Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, Northern Territory Government."
Gomphrena flaccida,flowering_time,mode,nyyyyyyynnnn,NA,Gomphrena flaccida,324,NA
Gomphrena flaccida,fruiting_time,mode,nyyyyyyynnnn,NA,Gomphrena flaccida,324,NA
Gomphrena floribunda,flowering_time,mode,nyyyynnnnnnn,NA,Gomphrena floribunda,325,NA
Gomphrena floribunda,fruiting_time,mode,nyyyynnnnnnn,NA,Gomphrena floribunda,325,NA
Gomphrena involucrata,flowering_time,mode,nnyyyyynnnnn,NA,Gomphrena involucrata,326,NA
Gomphrena involucrata,fruiting_time,mode,nnyyyyynnnnn,NA,Gomphrena involucrata,326,NA
Gomphrena lacinulata,flowering_time,mode,nnyyynnnnnnn,NA,Gomphrena lacinulata,327,"Cowie, I.D. & Stuckey, B.M. (2008) Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, Northern Territory Government."
Gomphrena lacinulata,fruiting_time,mode,nnyyynnnnnnn,NA,Gomphrena lacinulata,327,"Cowie, I.D. & Stuckey, B.M. (2008) Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, Northern Territory Government."
Gomphrena magentitepala,flowering_time,mode,nyyyyynnnnnn,NA,Gomphrena magentitepala,328,NA
Gomphrena magentitepala,fruiting_time,mode,nyyyyynnnnnn,NA,Gomphrena magentitepala,328,NA
Gomphrena parviflora,flowering_time,mode,yyyyyynnnnnn,NA,Gomphrena parviflora,329,NA
Gomphrena parviflora,fruiting_time,mode,yyyyyynnnnnn,NA,Gomphrena parviflora,329,NA
Gomphrena rosula,flowering_time,mode,yyyyyynnnnnn,NA,Gomphrena rosula,330,NA
Gomphrena rosula,fruiting_time,mode,yyyyyynnnnnn,NA,Gomphrena rosula,330,NA
Gonocarpus chinensis,flowering_time,mode,nnnyyyyyynnn,NA,Gonocarpus chinensis,331,NA
Gonocarpus chinensis,fruiting_time,mode,nnnyyyyyynnn,NA,Gonocarpus chinensis,331,NA
Gonocarpus chinensis,leaf_phenology,mode,evergreen,NA,Gonocarpus chinensis,331,NA
Gonocarpus leptothecus,flowering_time,mode,nyyyyyynnnnn,NA,Gonocarpus leptothecus,332,NA
Gonocarpus leptothecus,fruiting_time,mode,nyyyyyynnnnn,NA,Gonocarpus leptothecus,332,NA
Gonocarpus leptothecus,leaf_phenology,mode,evergreen,NA,Gonocarpus leptothecus,332,NA
Grevillea angulata,flowering_time,mode,yyyyyyyyyyyy,NA,Grevillea angulata,333,NA
Grevillea angulata,fruiting_time,mode,yyyyyyyyyyyy,NA,Grevillea angulata,333,NA
Grevillea angulata,leaf_phenology,mode,evergreen,NA,Grevillea angulata,333,NA
Grevillea benthamiana,flowering_time,mode,nnnyyyyyyyyy,NA,Grevillea benthamiana,334,NA
Grevillea benthamiana,fruiting_time,mode,nnnyyyyyyyyy,NA,Grevillea benthamiana,334,NA
Grevillea benthamiana,leaf_phenology,mode,evergreen,NA,Grevillea benthamiana,334,NA
Grevillea decurrens,flowering_time,mode,yyynnnnnnnyy,NA,Grevillea decurrens,335,NA
Grevillea decurrens,fruiting_time,mode,nnnnnyyyynnn,NA,Grevillea decurrens,335,NA
Grevillea decurrens,leaf_phenology,mode,evergreen,NA,Grevillea decurrens,335,NA
Grevillea decurrens,leaf_shape,mode,lanceolate,NA,Grevillea decurrens,335,NA
Grevillea dimidiata,flowering_time,mode,nnnnnyyyynnn,NA,Grevillea dimidiata,336,NA
Grevillea dimidiata,fruiting_time,mode,nnnnnnnnyynn,NA,Grevillea dimidiata,336,NA
Grevillea dimidiata,leaf_phenology,mode,evergreen,NA,Grevillea dimidiata,336,NA
Grevillea formosa,flowering_time,mode,yyyynnnnnnnn,NA,Grevillea formosa,339,NA
Grevillea formosa,fruiting_time,mode,nyyyynnnnnnn,NA,Grevillea formosa,339,NA
Grevillea formosa,leaf_phenology,mode,evergreen,NA,Grevillea formosa,339,NA
Grevillea goodii,flowering_time,mode,yyyynnnnnnnn,NA,Grevillea goodii subsp. Goodii,340,NA
Grevillea goodii,fruiting_time,mode,nnnnyynnnnnn,NA,Grevillea goodii subsp. Goodii,340,NA
Grevillea goodii,leaf_phenology,mode,evergreen,NA,Grevillea goodii subsp. Goodii,340,NA
Grevillea pluricaulis,flowering_time,mode,yyyyyyyyyyyy,NA,Grevillea goodii subsp. Pluricaulis,341,NA
Grevillea pluricaulis,fruiting_time,mode,nnnyyynnnnnn,NA,Grevillea goodii subsp. Pluricaulis,341,NA
Grevillea pluricaulis,leaf_phenology,mode,evergreen,NA,Grevillea goodii subsp. Pluricaulis,341,NA
Grevillea heliosperma,flowering_time,mode,nnnnyyynnnnn,NA,Grevillea heliosperma,342,NA
Grevillea heliosperma,fruiting_time,mode,nnnnnnyyyynn,NA,Grevillea heliosperma,342,NA
Grevillea heliosperma,leaf_phenology,mode,evergreen,NA,Grevillea heliosperma,342,NA
Grevillea longicuspis,flowering_time,mode,nnnnnnnyyyyy,NA,Grevillea longicuspis,343,NA
Grevillea longicuspis,fruiting_time,mode,yyyynnnnyyyy,NA,Grevillea longicuspis,343,NA
Grevillea longicuspis,leaf_phenology,mode,evergreen,NA,Grevillea longicuspis,343,NA
Grevillea mimosoides,flowering_time,mode,nnnnnyyyynnn,NA,Grevillea mimosoides,344,NA
Grevillea mimosoides,fruiting_time,mode,nnnnnnnnyyyn,NA,Grevillea mimosoides,344,NA
Grevillea mimosoides,leaf_phenology,mode,evergreen,NA,Grevillea mimosoides,344,NA
Grevillea myosodes,flowering_time,mode,nnnynnnnnnnn,NA,Grevillea myosodes,345,"Cowie, I.D. & Stuckey, B.M. 2008, Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, Northern Territory Government."
Grevillea myosodes,fruiting_time,mode,nnnyynnnnnnn,NA,Grevillea myosodes,345,"Cowie, I.D. & Stuckey, B.M. 2008, Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, Northern Territory Government."
Grevillea myosodes,leaf_phenology,mode,evergreen,NA,Grevillea myosodes,345,"Cowie, I.D. & Stuckey, B.M. 2008, Threatened Plants on the Bradshaw Field Training Area, Final Report on 2007 Survey, Northern Territory Government."
Grevillea parallela,flowering_time,mode,nnnyyyyyyynn,NA,Grevillea parallela,346,NA
Grevillea parallela,fruiting_time,mode,nnnnnnyyyyyy,NA,Grevillea parallela,346,NA
Grevillea parallela,leaf_phenology,mode,evergreen,NA,Grevillea parallela,346,NA
Grevillea pteridifolia,flowering_time,mode,nnnnyyyynnnn,NA,Grevillea pteridifolia,347,NA
Grevillea pteridifolia,fruiting_time,mode,nnnnnyyyyynn,NA,Grevillea pteridifolia,347,NA
Grevillea pteridifolia,leaf_phenology,mode,evergreen,NA,Grevillea pteridifolia,347,NA
Grevillea pyramidalis,flowering_time,mode,nnnnyyyyyynn,NA,Grevillea pyramidalid,348,NA
Grevillea pyramidalis,fruiting_time,mode,ynnnnnnnyyyy,NA,Grevillea pyramidalid,348,NA
Grevillea pyramidalis,leaf_phenology,mode,evergreen,NA,Grevillea pyramidalid,348,NA
Grevillea refracta,flowering_time,mode,yyyyyyyyyyyy,NA,Grevillea refracta,349,NA
Grevillea refracta,fruiting_time,mode,yyyyyyyyyyyy,NA,Grevillea refracta,349,NA
Grevillea refracta,leaf_phenology,mode,evergreen,NA,Grevillea refracta,349,NA
Grewia breviflora,flowering_time,mode,yynnnnnnnnyy,NA,Grewia breviflora,350,NA
Grewia breviflora,fruiting_time,mode,yyyynnnnnnyy,NA,Grewia breviflora,350,NA
Grewia breviflora,leaf_phenology,mode,deciduous,NA,Grewia breviflora,350,NA
Grewia mesomischa,flowering_time,mode,yynnnnnnnnny,NA,Grewia mesomischa,351,NA
Grewia mesomischa,fruiting_time,mode,nnnyyynnnnnn,NA,Grewia mesomischa,351,NA
Grewia mesomischa,leaf_phenology,mode,evergreen,NA,Grewia mesomischa,351,NA
Grewia orbifolia,flowering_time,mode,nynnnnnnnnnn,NA,Grewia orbifolia,352,NA
Grewia orbifolia,fruiting_time,mode,nyyyyyynnnnn,NA,Grewia orbifolia,352,NA
Grewia orbifolia,leaf_phenology,mode,deciduous,NA,Grewia orbifolia,352,NA
Grewia oxyphylla,flowering_time,mode,yyyyyyynnnyy,NA,Grewia oxyphylla,353,NA
Grewia oxyphylla,fruiting_time,mode,nnnnyyyyyyyn,NA,Grewia oxyphylla,353,NA
Grewia oxyphylla,leaf_phenology,mode,deciduous,NA,Grewia oxyphylla,353,NA
Gyrocarpus americanus,flowering_time,mode,yyynnnnnnnyy,NA,Gyrocarpus americanus,355,NA
Gyrocarpus americanus,fruiting_time,mode,nnyyyyynnnnn,NA,Gyrocarpus americanus,355,NA
Gyrocarpus americanus,leaf_phenology,mode,deciduous,NA,Gyrocarpus americanus,355,NA
Hakea arborescens,flowering_time,mode,yyyyyyynnnnn,NA,Hakea arborescens,356,NA
Hakea arborescens,fruiting_time,mode,yyyyyyyyyyyy,NA,Hakea arborescens,356,NA
Hakea arborescens,leaf_phenology,mode,evergreen,NA,Hakea arborescens,356,NA
Helicia australasica,flowering_time,mode,nnnnnnyyyyyn,NA,Helicia australasica,357,NA
Helicia australasica,fruiting_time,mode,yyynnnnnnnnn,NA,Helicia australasica,357,NA
Helicia australasica,leaf_phenology,mode,evergreen,NA,Helicia australasica,357,NA
Hernandia nymphaeifolia,flowering_time,mode,nnynnnnnnnnn,NA,Hernandia nymphaeifolia,358,NA
Hernandia nymphaeifolia,fruiting_time,mode,nnnnnnynnnnn,NA,Hernandia nymphaeifolia,358,NA
Hernandia nymphaeifolia,leaf_phenology,mode,deciduous,NA,Hernandia nymphaeifolia,358,NA
Hibbertia angulata,flowering_time,mode,ynnnnnnnnnyy,NA,Hibbertia angulata,359,NA
Hibbertia angulata,fruiting_time,mode,ynnnnnnnnnyy,NA,Hibbertia angulata,359,NA
Hibbertia angulata,leaf_phenology,mode,evergreen,NA,Hibbertia angulata,359,NA
Hibbertia brevipedunculata,leaf_phenology,mode,evergreen,NA,Hibbertia brevipedunculata,360,NA
Hibbertia caudice,flowering_time,mode,yyyynnnnnnyy,NA,Hibbertia caudice,361,NA
Hibbertia caudice,fruiting_time,mode,yyyynnnnnnyy,NA,Hibbertia caudice,361,NA
Hibbertia caudice,leaf_phenology,mode,evergreen,NA,Hibbertia caudice,361,NA
Hibbertia ciliolata,flowering_time,mode,yyyyyynnnnyy,NA,Hibbertia ciliolata,362,NA
Hibbertia ciliolata,fruiting_time,mode,yyyyyynnnnyy,NA,Hibbertia ciliolata,362,NA
Hibbertia ciliolata,leaf_phenology,mode,evergreen,NA,Hibbertia ciliolata,362,NA
Hibbertia cistifolia,flowering_time,mode,yyyyyynnnnny,NA,Hibbertia cistifolia,363,NA
Hibbertia cistifolia,fruiting_time,mode,nnnnnnynnnnn,NA,Hibbertia cistifolia,363,NA
Hibbertia cistifolia,leaf_phenology,mode,evergreen,NA,Hibbertia cistifolia,363,NA
Hibbertia complanata,flowering_time,mode,nnyyyyyyynnn,NA,Hibbertia complanata,364,NA
Hibbertia complanata,fruiting_time,mode,nnyyyyyyynnn,NA,Hibbertia complanata,364,NA
Hibbertia complanata,leaf_phenology,mode,evergreen,NA,Hibbertia complanata,364,NA
Hibbertia dilatata,flowering_time,mode,yyyyyyyyyyyy,NA,Hibbertia dilatata,366,NA
Hibbertia dilatata,fruiting_time,mode,yyyyyyyyyyyy,NA,Hibbertia dilatata,366,NA
Hibbertia dilatata,leaf_phenology,mode,evergreen,NA,Hibbertia dilatata,366,NA
Hibbertia goyderi,flowering_time,mode,yyynnnnyyyyy,NA,Hibbertia goyderi,368,NA
Hibbertia goyderi,fruiting_time,mode,yyynnnnyyyyy,NA,Hibbertia goyderi,368,NA
Hibbertia goyderi,leaf_phenology,mode,evergreen,NA,Hibbertia goyderi,368,NA
Hibbertia lepidota,flowering_time,mode,yyyyyyyyyyyy,NA,Hibbertia lepidota,371,NA
Hibbertia lepidota,fruiting_time,mode,yyyyyyyyyyyy,NA,Hibbertia lepidota,371,NA
Hibbertia lepidota,leaf_phenology,mode,evergreen,NA,Hibbertia lepidota,371,NA
Hibbertia praestans,flowering_time,mode,yyyyyyyynnny,NA,Hibbertia praestans,372,NA
Hibbertia praestans,fruiting_time,mode,yyyyyyyynnny,NA,Hibbertia praestans,372,NA
Hibbertia praestans,leaf_phenology,mode,evergreen,NA,Hibbertia praestans,372,NA
Hibbertia sphenandra,flowering_time,mode,yyyyyynnnnny,NA,Hibbertia sphenandra,373,NA
Hibbertia sphenandra,fruiting_time,mode,yyyyyynnnnny,NA,Hibbertia sphenandra,373,NA
Hibbertia sphenandra,leaf_phenology,mode,evergreen,NA,Hibbertia sphenandra,373,NA
Hibbertia tasmanica,flowering_time,mode,yyyynnnnnnyy,NA,Hibbertia tasmanica,374,NA
Hibbertia tasmanica,fruiting_time,mode,yyyynnnnnnyy,NA,Hibbertia tasmanica,374,NA
Hibbertia tasmanica,leaf_phenology,mode,evergreen,NA,Hibbertia tasmanica,374,NA
Horsfieldia australiana,flowering_time,mode,nnnnnnnyyyyn,NA,Horsfieldia australiana,375,NA
Horsfieldia australiana,fruiting_time,mode,yynnnnnyyyyy,NA,Horsfieldia australiana,375,NA
Horsfieldia australiana,leaf_phenology,mode,evergreen,NA,Horsfieldia australiana,375,NA
Hypericum gramineum,flowering_time,mode,yyyyyyyyyyyy,NA,Hypericum gramineum,377,NA
Hypericum gramineum,fruiting_time,mode,yyyyyyyyyyyy,NA,Hypericum gramineum,377,NA
Hypericum gramineum,leaf_phenology,mode,evergreen,NA,Hypericum gramineum,377,NA
Hypserpa decumbens,flowering_time,mode,yyynnnnyyyyy,NA,Hypserpa decumbens,378,NA
Hypserpa decumbens,fruiting_time,mode,yynnnnnnnnnn,NA,Hypserpa decumbens,378,NA
Hypserpa decumbens,leaf_phenology,mode,evergreen,NA,Hypserpa decumbens,378,NA
Ilex arnhemensis,flowering_time,mode,nnnnnyyyyynn,NA,Ilex arnhemensis,380,NA
Ilex arnhemensis,fruiting_time,mode,nnnnnyyyyynn,NA,Ilex arnhemensis,380,NA
Ilex arnhemensis,leaf_phenology,mode,evergreen,NA,Ilex arnhemensis,380,NA
Indigofera colutea,flowering_time,mode,nyyynnnnnnnn,NA,Indigofera colutea,381,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera colutea,fruiting_time,mode,nyyynnnnnnnn,NA,Indigofera colutea,381,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera colutea,leaf_phenology,mode,evergreen,NA,Indigofera colutea,381,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
