plot,tree_number,growth_group,species,mean BAI,mean PAI,DBH_(2014),ht,"CII (canopy illumination index, see Clark and Clark)",nearest neighbor,slope,aspect,SLA(mean),CV,C(Wt%),N(Wt %),Al(mg/kg),B(mg/kg),Ca(Wt %),Cu(mg/kg),Fe(mg/kg),K(Wt %),Mg(Wt %),Mn(mg/kg),Na(mg/kg),P(Wt %),S(Wt %),Zn(mg/kg)
exp78p1,262,slow,Ficus leptoclada,0.000119902,0.081395617,139,3.5,1.5,0.8,10,15,146.0263999,1.945847838,39.78,2.364,20.30379975,23.24789864,0.951147516,3.199690977,76.73655748,1.12606398,0.385247907,149.9925834,106.449885,0.210008318,0.225247721,29.99629172
exp78p1,231,slow,Ficus leptoclada,0.00022953,0.097693195,181,4,1.5,0.7,10,15,198.0502233,3.822426433,37.85,2.894,40.81656442,54.74853442,1.625611507,3.710770279,95.91877982,1.423101513,0.585685776,136.0516973,492.1450307,0.195360688,0.251433546,33.02747103
exp78p1,151,med,Ficus leptoclada,0.000305491,0.126078431,205,5,2,2.5,5,355,209.9747784,5.030362298,51.82,1.551,47.77676821,63.16774834,1.622606544,4.226291391,92.04417219,1.200290543,0.557704367,38.20630464,542.0035828,0.266155754,0.198048021,36.65165563
exp78p2,217,fast,Ficus leptoclada,0.000532069,0.621764706,192,8,3,2.5,6,300,145.7179724,5.430743755,33.54,2.483,32.63188235,97.63057714,3.353903319,4.711265261,53.19834906,1.049323152,0.40620821,130.1828191,243.1964206,0.159643751,0.178049785,13.21881243
exp625p4,44,fast,Flindersia bourjotiana,0.001062636,0.239428105,344,18,4,3.7,18,100,62.12270409,11.73190717,52.4,1.14,9.35370067,15.26746091,0.19729117,0.696053611,19.97249442,0.309897007,0.35875651,191.767446,462.1453909,0.063836678,0.16965712,6.773641102
exp625p4,84,fast,Flindersia bourjotiana,0.001178746,0.241756536,375,19,4,4.5,2,100,66.90276351,11.04643698,51.09,1.625,9.563866295,12.66650418,0.127938552,0.556615599,20.02409471,0.249210919,0.193963505,200.9573259,175.8715759,0.064543562,0.123784409,5.130571031
exp625p4,19,fast,Flindersia bourjotiana,0.001396205,0.19370915,510,17,4,4.4,18,100,55.6740318,8.363776711,51.46,1.288,10.7555393,10.17649805,0.156285627,0.508171206,24.99545136,0.168415377,0.213267855,163.0281712,503.4536109,0.045786074,0.145496118,3.578521401
exp625p4,54,fast,Flindersia bourjotiana,0.003102431,0.505857843,503,19,4,2.3,17,100,57.95639529,5.199856558,50.78,1.198,9.290528428,4.83632107,0.135794442,0.539866221,24.41146154,0.270961445,0.249588758,161.7183679,377.7779599,0.056332873,0.13725566,5.841270903
exp625p4,171,slow,Flindersia laevicarpa,0.000139647,0.077426471,135,9,2.5,1.6,18,100,86.31552491,8.241660292,60.73,1.098,16.16264484,39.59705401,0.154047486,0.545499182,37.01695035,0.239448511,0.722658633,169.631773,1241.322089,0.048981705,0.149079057,10.43883721
exp625p4,143,med,Flindersia laevicarpa,0.000398403,0.229803922,168,8,3,4.3,13,260,83.19602596,12.78704421,53.72,1.235,10.10243016,12.50066519,0.059727896,0.587915743,24.86326774,0.227145366,0.146397203,115.3653215,386.0515355,0.039676229,0.096990195,4.8904102
exp625p4,108,med,Flindersia laevicarpa,0.00042388,0.221666667,183,12,3,2.5,21,260,88.09277405,7.678043683,53.44,1.02,8.776496386,19.39650602,0.106028386,1.073915663,23.53281024,0.320690313,0.391300526,108.1839036,612.9615,0.05183704,0.125076573,5.469156627
exp625p4,195,med,Flindersia laevicarpa,0.0004312,0.22249183,185,11,3,3,17,100,92.90203078,5.417681651,52.91,1.301,6.991115543,18.28328446,0.089640024,1.069208211,29.08468035,0.216939167,0.293179867,173.5267097,1070.847326,0.061300758,0.126698658,13.91805239
exp625p4,74,fast,Flindersia pimenteliana,0.00096089,0.26871732,321,16,4,3,12,250,109.9337416,12.37189916,50.89,1.677,5.432099561,10.3033675,0.229839071,0.940922401,18.55305271,0.338579912,0.114594783,262.1441874,46.34670425,0.063598011,0.123191883,5.94341142
exp625p4,184,fast,Flindersia pimenteliana,0.002074164,0.345424837,463,16.1,4,4.5,14,100,84.66321197,20.81635558,53.9,1.817,14.76847192,21.17886435,0.28252913,0.864542587,32.18512618,0.411038688,0.191195201,343.3727192,163.3782088,0.078301709,0.147970418,7.21728972
exp625p5,100,fast,Flindersia pimenteliana,0.007238383,0.752214052,790,27.5,4,7,35,180,94.95401464,14.63628115,50.92,1.677,28.56045439,16.90327022,0.327516776,1.247217441,42.30317556,0.524129157,0.209073915,234.727619,99.53413483,0.106678926,0.17365606,8.750831899
exp78p2,241,fast,Flindersia schottiana,0.001563704,0.910509804,324,17,4,2.3,6,350,88.26321315,4.947709084,48.72,1.889,20.65715475,22.74725885,1.002082568,4.809854268,53.94641221,1.154389674,0.267547643,367.872533,371.4025607,0.328325884,0.215502992,11.41825121
exp78p1,254,slow,Franciscodendron laurifolium,0.000198772,0.06160323,249,13,4,2.5,6,300,92.77542045,12.30652167,52.46,1.46,10.95658065,24.90116487,0.398783236,2.703046595,47.58794803,0.934603871,0.225035908,33.63842294,197.6648584,0.280399425,0.225182538,16.47706093
exp625p4,82,med,Franciscodendron laurifolium,0.000399036,0.20754902,174,8,3,1.5,10,260,95.94191648,9.501548069,49.32,1.674,5.356183548,4.710408506,0.132977035,0.74616676,18.23956631,0.315616519,0.122600601,390.4458422,173.8729938,0.067717156,0.099177231,6.599832121
exp625p5,108,fast,Franciscodendron laurifolium,0.000932127,0.364673203,273,10,3,2.8,10,15,92.87703533,5.443280048,47.43,1.21,4.149943548,5.873252688,0.199812178,1.151814516,20.13334677,0.504973548,0.30255392,165.7668817,82.33257863,0.131796229,0.136093153,12.36787634
exp625p5,14,fast,Franciscodendron laurifolium,0.002404725,0.373504902,511,15,3,4.5,20,160,84.11424988,12.46606767,49.28,1.466,16.65709501,11.31665099,0.375251092,1.161994356,27.66923801,0.46948064,0.236292148,346.7487488,222.7334506,0.101607703,0.180162946,16.38033866
exp78p2,98,slow,Glochidion harveyanum,6.70304E-05,0.481019608,145,5.8,1.5,0.8,2,340,117.0060145,10.00041762,44.46,1.617,24.58281712,27.36666667,1.617155241,3.832749676,41.695107,0.638180856,0.397771565,47.08532296,201.5623476,0.133214292,0.204393069,34.63365759
exp78p2,96,slow,Glochidion harveyanum,0.000108598,0.408235294,126,5.8,1.5,2.2,3,340,115.3116871,12.31262832,44.67,1.669,17.51701622,21.13912162,1.413642082,3.43527027,27.32469932,0.989712649,0.418352536,32.74205405,132.2298149,0.138285195,0.196554332,30.44790541
exp78p2,194,med,Glochidion harveyanum,0.000200577,0.453529412,139,8.1,2,0.6,4,350,84.43017311,15.44594542,46.09,1.317,61.02347143,36.77934524,1.363335405,2.437916667,36.30091369,0.364143429,0.806987901,43.31078095,126.6644232,0.184970505,0.204307924,35.81107143
exp78p2,194B,med,Glochidion harveyanum,0.000200577,0.453529412,139,8,2,0.9,4,350,105.1236867,1.198841046,45.43,1.344,69.52460218,37.67303011,1.129511263,2.67821909,32.80004805,0.3779159,1.151372501,87.11625881,163.2842345,0.123760121,0.180276625,34.18821268
exp78p1,113,slow,Syzygium claviflorum,0.000112179,0.051741638,176,11,2.5,1,4,20,127.0459694,2.956985087,48.33,1.221,18.15687184,71.30604082,0.199248833,4.655836735,82.60698776,0.84794018,0.646328027,54.83645388,55.05727918,0.368893183,0.499164663,15.0002449
exp78p1,137,slow,Syzygium claviflorum,0.000215235,0.059331027,252,10,3,8,7,45,130.7665745,14.75441276,44.83,2.126,16.29522087,41.27317961,0.275919813,4.262985437,62.68972391,0.819848738,0.59963752,26.68466019,41.05761468,0.284486237,0.37224849,12.51881068
exp78p1,111,slow,Syzygium claviflorum,0.000294209,0.068062284,301,12,3,3.5,7,10,105.4879119,5.877616772,49.31,2.403,15.77710757,39.61600266,0.200121408,4.356706507,54.64355578,0.478192191,0.495708362,37.35798141,69.17157371,0.309080072,0.483359371,10.67609562
exp78p1,91,med,Syzygium claviflorum,0.00031983,0.042502884,403,12,3,1.5,5,10,148.1976832,15.15476057,52.5,1.407,29.03591489,78.45441899,0.453712218,5.285761047,59.15376023,0.964939051,0.736229651,34.31583633,155.7435172,0.275916382,0.427133889,13.90368249
exp78p1,135,med,Syzygium claviflorum,0.000325955,0.080438293,265,9,3,4,5,20,147.3171818,17.73492918,42.89,1.924,27.22057685,58.29569892,0.221670007,4.253320683,63.17951613,0.957381101,0.505607637,22.04206958,85.85670082,0.350984351,0.466782614,9.365907653
exp78p1,229,slow,Mallotus polyadenos,7.52191E-05,0.048316032,124,9,3,2.5,7,28,105.8590981,7.333262283,35.8,2.84,15.89967667,16.97954685,0.752734281,8.674035517,83.78450704,0.7698618,0.457247712,465.2843111,382.1294366,0.2122433,0.303475329,34.94605021
exp78p1,114,slow,Mallotus polyadenos,9.96891E-05,-0.000784314,202,11.5,3,2,4,20,128.2508569,13.77523845,47.22,1.694,21.55796407,21.32672156,1.227598638,9.272080838,83.93510853,0.882048144,0.659735863,93.0891497,156.7176055,0.998647963,0.313327853,32.70516467
exp78p1,123,slow,Mallotus polyadenos,0.000124231,0.068961938,146,5.5,2.5,0.7,7,45,128.146977,3.223659741,44.61,2.027,7.026339298,8.72662849,0.508745312,6.437866858,54.0829277,0.75663874,0.559642716,207.4681174,161.8189656,0.306291889,0.288378677,29.84416607
exp78p1,118,slow,Mallotus polyadenos,0.000195519,0.071026528,205,7.1,3,2.5,8,15,137.2458065,6.846525372,48.06,1.969,43.33391745,48.16220519,0.679467619,8.800884434,99.63231132,1.004528491,0.464049619,112.0196226,237.40727,0.273839864,0.258325479,31.5603184
exp78p1,240,slow,Melicope erythrococca,8.27399E-05,0.065524798,120,9,3,0.8,7,330,53.03822865,8.195467119,36.84,2.959,32.37484248,38.076706,0.491497979,8.357106208,94.05277065,0.634174818,0.342070802,1034.389082,135.82608,0.336399974,0.240608729,102.9269882
exp78p1,233,slow,Melicope erythrococca,0.000129312,0.107070358,105,5.5,2.5,0.7,8,330,124.4108589,2.124468521,43.58,2.055,22.32759811,26.89015509,0.857263305,3.887525287,57.0140998,1.105564612,0.516288708,735.0876871,146.930824,0.277617005,0.168473508,62.98988537
exp78p1,51,slow,Myristica insipida,0.000283033,0.093679354,234,11,3,2,3,20,92.87821893,13.71546047,49.03,1.996,22.74378148,28.83185739,0.748146453,4.775100633,60.86892467,0.576630983,0.342405701,57.01152386,89.58615354,0.200614835,0.221633187,28.07377803
exp78p1,51A?,slow,Myristica insipida,0.000283033,0.093679354,231,11.5,3,5,4,45,98.21532152,11.26520626,48.93,1.419,23.50319549,35.53558897,1.027626805,3.521115288,55.0793797,0.578602707,0.486631926,76.27837594,50.77883835,0.245766114,0.307301073,34.80426065
exp78p1,187,med,Myristica insipida,0.000338015,0.159273356,196,5,2.5,2.5,4,310,162.7719654,17.51617425,36.48,2.75,23.04886042,21.9578557,0.648999111,15.11564396,89.13701955,0.918529683,0.497002774,64.133265,97.34163048,0.324307389,0.273356987,35.13007417
exp78p2,31,slow,Phaleria clerodendron,6.28043E-05,0.385372549,119,6,1.5,1.2,3,5,216.8384909,12.01383778,41.85,2.831,69.18918416,77.94990099,2.092962753,7.325148515,72.7345396,1.010002693,0.712027083,56.72148911,2613.896624,0.271139038,0.327843477,152.2145545
exp78p2,242,fast,Polyscias elegans,0.000783611,0.618588235,227,13,3,1.2,4,20,84.48036866,11.16733221,51.57,2.025,26.50107182,38.11998158,1.711301087,8.430662983,40.08914825,0.930405304,0.281526698,209.9152855,116.1617818,0.137393498,0.19397165,121.0485267
exp78p2,107,fast,Polyscias elegans,0.001228368,0.990941176,318,12,3,4,3,358,160.0633437,11.48809144,51.93,1.839,22.19986356,31.40852757,1.168960819,9.728140989,73.41824901,1.665355497,0.303342304,45.96247868,156.279602,0.186677577,0.241524055,56.84013644
exp78p2,147,fast,Polyscias elegans,0.001434346,0.987215686,313,8,3,2.5,3,355,163.8486634,7.246011314,51.89,2.305,54.77358316,33.25901754,1.824243987,7.82877193,57.34666667,1.119789137,0.419626381,70.23777684,188.1087579,0.161833543,0.194343307,49.6602807
exp78p2,245,fast,Polyscias elegans,0.001589167,0.892078431,311,12,3,0.8,5,10,117.0755215,7.257439701,55.37,1.934,29.39351936,43.03264352,1.393355328,6.54259012,43.42317089,0.82118259,0.308795189,157.9415754,152.636018,0.138212129,0.165052812,87.05253672
exp78p2,30,fast,Polyscias elegans,0.002315323,1.237882353,426,11,3,5,2,10,139.1286745,8.349976269,51.61,2.04,46.86671375,40.90830235,1.102771797,8.941263941,50.17833333,1.276762528,0.285633899,63.26586369,228.2111524,0.145733456,0.18610168,41.80520446
exp78p1,23,slow,Pouteria pohlmaniana,0.000154715,0.113587082,130,10,2.5,0.7,3,10,112.5769815,12.47773775,49.05,2.591,20.21808178,23.41836431,1.248944075,2.481486989,73.8575316,0.819495257,0.462534657,75.39057249,300.0312119,0.298062207,0.466945436,19.87345725
exp78p1,205,slow,Pouteria xerocarpa,0.000136735,0.11349481,105,4.6,2,2.8,5,20,106.8100559,10.49384381,39.21,2.247,18.52661647,19.57105882,0.325007169,2.275607843,66.44366275,0.571563671,0.164421015,156.3868863,383.2448549,0.173603497,0.312495696,16.01866667
exp625p5,52,fast,Pouteria xerocarpa,0.001049772,0.178921569,405,16,3,3,1,150,104.7178403,3.850069746,46.26,1.246,2.282472135,6.65579211,0.154617834,0.774326863,25.35004696,0.759870958,0.176898881,72.23856731,63.54631747,0.0934672,0.163835198,14.34702567
exp625p5,98,slow,Rockinghamia angustifolia,9.09887E-05,0.052001634,125,7.2,1.5,0.1,40,190,105.5312399,5.341030817,41.46,1.406,45.13338776,27.01194255,0.968381165,1.747543462,46.93868859,0.469281088,0.290104062,309.3372033,468.5607634,0.088730725,0.223004771,8.034693878
exp625p5,80A,slow,Rockinghamia angustifolia,0.000151677,0.072246732,147,6.8,2.5,2.8,30,200,110.753898,10.76806933,42.28,1.427,84.57884093,9.405601195,0.834394385,1.113965646,72.26182599,0.442365706,0.155219293,335.1324869,381.217528,0.099179954,0.213354751,9.691560866
exp625p5,95,slow,Rockinghamia angustifolia,0.000200265,0.073823529,190,10.5,2.5,1,30,180,99.06756834,7.144417451,41.33,1.765,134.2524066,10.84285714,0.721161951,2.056043956,124.1705128,0.629781099,0.182467467,189.7248352,370.2606227,0.105992691,0.255891952,10.21089744
exp625p5,74,slow,Rockinghamia angustifolia,0.000204456,0.091004902,160,6,2.5,1.8,15,165,116.0139162,10.82744918,51.45,1.059,23.31778378,15.19851995,0.747805651,1.737065637,35.56171493,0.484446023,0.248878451,157.7126384,450.2338288,0.110945353,0.219328901,8.693629344
exp625p5,64,fast,Sloanea australis subsp. parviflora,0.001197508,0.303888889,315,12,2.5,2,10,150,109.3335917,10.38236531,44.25,1.677,40.25604441,47.45426787,0.549866108,2.649757113,47.29117627,0.735906954,0.317664673,29.31892852,248.8535808,0.154044343,0.273756427,12.59174185
exp625p5,13,med,Sloanea macbrydei,0.000409812,0.205857843,180,9.8,3,2.5,9,80,95.91625632,21.70052055,44.2,1.371,32.3955902,28.91284336,0.671486363,1.368671121,35.94155531,0.399042138,0.245147256,246.2854937,80.99751967,0.090545656,0.187957841,8.002078693
exp625p4,101,fast,Sloanea macbrydei,0.001015041,0.315596405,296,13,3,6,22,260,61.90637493,2.809097417,52.96,1.284,8.660651786,11.03400298,0.169548959,1.063244048,13.6346875,0.182703571,0.152117674,350.4257143,31.96846726,0.063408311,0.129110798,3.631845238
exp625p4,190,slow,Syzygium endophloium,2.83279E-05,0.014468954,129,4,1.5,0.1,17,100,92.6468088,10.58595333,50.28,1.114,6.34536,7.727916667,0.076039321,0.71675,19.1799875,0.2785112,0.054468821,207.2544,266.6675917,0.043573592,0.13440526,5.275307322
exp625p4,28,slow,Syzygium endophloium,5.835E-05,0.020155229,189,5,2,1.8,15,100,83.17678505,9.688278294,50.19,1.03,12.93304122,7.836030534,0.110855283,7.252824427,25.63033969,0.34898858,0.088045003,211.9347786,561.8359237,0.055648887,0.168394818,13.9429771
exp625p4,13,slow,Syzygium endophloium,5.98226E-05,0.032238562,125,5,2,2.1,16,100,79.86534935,7.584545439,52.22,0.948,5.0458464,6.48136,0.064885715,0.62336,11.5046,0.236657664,0.049317416,151.99744,199.8973672,0.039559338,0.10020641,4.11072
exp625p4,126,slow,Syzygium endophloium,7.48373E-05,0.034926471,147,4,1.5,1.8,23,260,92.10539278,5.591405602,19.5,0.3751,13.26298225,19.88579882,0.09037434,0.94365549,25.98931953,0.419549034,0.076243993,246.0494938,552.8958711,0.057311325,0.177763847,8.541683103
exp625p4,112,slow,Syzygium endophloium,0.000178818,0.084076797,154,6,2,3.6,24,260,87.90270936,4.25640766,50.43,1.078,8.393131283,13.3264066,0.124751854,0.894523631,24.75183046,0.375288702,0.090801316,323.6114629,408.7516354,0.054378058,0.172581104,4.934283571
exp625p5,72,fast,Syzygium endophloium,0.003970581,0.489803922,641,21,4,3.5,15,150,51.23145246,9.026645024,52.87,1.093,52.80101695,16.10451977,0.155235184,0.997033898,35.48432203,0.222581695,0.326103781,30.05776271,399.4141808,0.071919551,0.198579458,5.481920904
exp625p4,65,slow,Syzygium johnsonii,0.000255764,0.055285948,314,10.5,2.5,1.5,4,80,78.45973612,5.123531222,47.77,0.9628,19.46614108,2.3802213,0.038577346,0.4302213,19.59326418,0.272320664,0.064751608,438.3699032,105.494361,0.045750773,0.194062456,4.038312586
exp625p5,15,fast,Syzygium johnsonii,0.001304797,0.336674837,315,14.8,3.5,2,10,80,77.33952928,7.51849275,50.16,1.407,31.11364141,9.627456864,0.330540136,1.054013503,22.95936609,0.348791118,0.97329788,16.06846512,887.4169992,0.083231214,0.146113437,5.041260315
exp625p5,28,slow,Syzygium unipunctata,0.000172787,0.049281046,230,10,2,2.8,10,160,96.23525591,14.57178187,49.08,2.036,33.20909952,28.26143088,0.24427439,1.911403981,46.32662722,0.625759398,0.150614176,219.6773319,480.4290802,0.097003921,0.185322438,8.053362023
exp78p2,122,fast,Terminalia sericocarpa,0.001567834,0.700235294,322,22.5,4,5,3,2,74.42253663,10.70891959,46.52,2.402,50.63793333,50.54851852,1.20805184,21.38604938,81.36037037,0.782670815,0.12763486,37.15492346,153.7291593,0.580717388,0.168573588,33.45864198
exp78p1,127,fast,Terminalia sericocarpa,0.002967913,0.856459054,601,23,4,3,5,3,76.8954669,12.52980559,50.18,2.155,24.10516216,22.65736486,0.881187757,14.80067568,93.80037162,0.484707892,0.215383185,46.17115676,77.05998041,0.788127283,0.225048792,35.48709459
exp78p2,AZ,fast,Terminalia sericocarpa,0.003504324,0.563333333,469,20,3,3.5,3,70,72.17609702,6.488956753,45.16,2.039,17.90480427,26.17098248,1.668327556,28.91865956,38.99507235,0.528196679,0.146151952,77.83638081,125.8819665,0.414837272,0.152590794,22.88964204
