NDat,Taxon,AuthTax,Family,Order,Character,Reference,Character_state,Value,Min,Max,Notes,User,Date,User_update,Date_update,FullRef,WeblinkRef,trait_value,taxa_to_keep
45671,Eupomatia bennettii,NA,Eupomatiaceae,Magnoliales,330. Androecium structural phyllotaxy (D1),"Endress, PK. 2003. Early floral development and nature of the calyptra in Eupomatiaceae (Magnoliales). International Journal of Plant Sciences 164: 489–503.",330. Androecium structural phyllotaxy (D1): (1) spiral,NA,NA,NA,NA,Julien Massoni,14-Feb-13,NA,NA,"Endress, PK. 2003. Early floral development and nature of the calyptra in Eupomatiaceae (Magnoliales). International Journal of Plant Sciences 164: 489–503.",NA,330. Androecium structural phyllotaxy (D1): (1) spiral,1
119566,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,100. Floral structural sex (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Julien Massoni,3-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (0) bisexual,1
119736,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,305. Filament (D1),http://www.efloras.org/flora_page.aspx?flora_id=5,305. Filament (D1): (2) long and narrow,NA,NA,NA,NA,Julien Massoni,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=5,305. Filament (D1): (2) long and narrow,1
119744,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,400. Gynoecium phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=5,400. Gynoecium phyllotaxy (D1): (1) two or more whorls,NA,NA,NA,NA,Julien Massoni,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=5,400. Gynoecium phyllotaxy (D1): (1) two or more whorls,1
119620,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,"404. Style differentiation (D1): (5) present, long and narrow",NA,NA,NA,NA,Julien Massoni,3-Jul-13,Maria von Balthazar,18-Dec-17,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,"404. Style differentiation (D1): (5) present, long and narrow",1
119521,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,207. Symmetry of perianth (D1),http://eol.org/,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Julien Massoni,3-Jul-13,Julien Massoni,3-Jul-13,NA,http://eol.org/,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
119584,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,102. Ovary position (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,NA,NA,NA,NA,Julien Massoni,3-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,1
119446,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,313. Anther dehiscence (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Julien Massoni,3-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,313. Anther dehiscence (D1): (0) longitudinal slit,1
119606,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,313. Anther dehiscence (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Julien Massoni,3-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,1
119799,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,314. Connective extension (apical) (D1),http://eol.org/,314. Connective extension (apical) (D1): (0) absent,NA,NA,NA,NA,Julien Massoni,4-Jul-13,NA,NA,NA,http://eol.org/,314. Connective extension (apical) (D1): (0) absent,1
151297,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,5002. Aperture shape (D1),"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org. http://www.paldat.org/http://www.paldat.org/",5002. Aperture shape (D1): (2) colporus,NA,NA,NA,NA,Béatrice Albert,27-May-14,NA,NA,"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org",http://www.paldat.org/,5002. Aperture shape (D1): (2) colporus,1
157390,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,230. Perianth phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Elisabeth Reyes,18-Jul-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,1
119614,Fagopyrum esculentum,Moench,Polygonaceae,Caryophyllales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (0) undifferentiated,NA,NA,NA,NA,Julien Massoni,3-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (0) undifferentiated,1
141902,Ficus carica,L.,Moraceae,Rosales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (1) present (length and shape unknown),NA,NA,NA,NA,Elisabeth Reyes,14-Feb-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (1) present (length and shape unknown),1
141907,Ficus carica,L.,Moraceae,Rosales,207. Symmetry of perianth (D1),"Watson L, Dallwitz MJ. 1992 onwards. The families of flowering plants: descriptions, illustrations, identification, and information retrieval. Version: 19th December 2012. http://delta-intkey.com. Accessed 2013. http://delta-intkey.com/angio/",207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Elisabeth Reyes,14-Feb-14,NA,NA,"Watson L, Dallwitz MJ. 1992 onwards. The families of flowering plants: descriptions, illustrations, identification, and information retrieval. Version: 19th December 2012. http://delta-intkey.com. Accessed 2013.",http://delta-intkey.com/angio/,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
312604,Ficus carica,L.,Moraceae,Rosales,412. Placentation (D1),www.plantillustrations.orghttp://www.plantillustrations.org,412. Placentation (D1): (1) apical (pendulous),NA,NA,NA,NA,Andrea López,5-Jan-21,NA,NA,NA,www.plantillustrations.org,412. Placentation (D1): (1) apical (pendulous),1
141899,Ficus carica,L.,Moraceae,Rosales,230. Perianth phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Elisabeth Reyes,14-Feb-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,1
150746,Ficus carica,L.,Moraceae,Rosales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (0) undifferentiated,NA,NA,NA,NA,Elisabeth Reyes,16-May-14,Elisabeth Reyes,22-Sep-14,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (0) undifferentiated,1
123936,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,100. Floral structural sex (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,rarely,Yannick Städler,8-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (0) bisexual,1
123956,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,100. Floral structural sex (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (2) unisexual,NA,NA,NA,NA,Yannick Städler,8-Jul-13,Hervé Sauquet,7-Jan-20,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (2) unisexual,1
269275,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,100. Floral structural sex (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (1) incompletely unisexual,NA,NA,NA,NA,Yannick Städler,8-Jul-13,Hervé Sauquet,7-Jan-20,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (1) incompletely unisexual,1
124237,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,305. Filament (D1),Garg JM. 2009. Flacourtia indica in Hyderabad. In: Wikimedia Commons. http://commons.wikimedia.org/wiki/File:Flacourtia_indica_in_Hyderabad_W_IMG_5601.jpg,305. Filament (D1): (2) long and narrow,NA,NA,NA,NA,Yannick Städler,8-Jul-13,NA,NA,Garg JM. 2009. Flacourtia indica in Hyderabad. In: Wikimedia Commons.,http://commons.wikimedia.org/wiki/File:Flacourtia_indica_in_Hyderabad_W_IMG_5601.jpg,305. Filament (D1): (2) long and narrow,1
124324,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,400. Gynoecium phyllotaxy (D1),"Dathan ASR, Singh D. 1973 Structure and development of ovule and seed in Flacourtia indica (Burn. f.) Merrill. Proceedings of the National Academy of Sciences, India, Section B: Biological Sciences 39: 172–179.",400. Gynoecium phyllotaxy (D1): (0) one whorl,NA,NA,NA,NA,Yannick Städler,8-Jul-13,NA,NA,"Dathan ASR, Singh D. 1973 Structure and development of ovule and seed in Flacourtia indica (Burn. f.) Merrill. Proceedings of the National Academy of Sciences, India, Section B: Biological Sciences 39: 172–179.",NA,400. Gynoecium phyllotaxy (D1): (0) one whorl,1
124357,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,"404. Style differentiation (D1): (2) present, short and thick",NA,NA,NA,NA,Yannick Städler,8-Jul-13,Hervé Sauquet,18-Aug-14,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,"404. Style differentiation (D1): (2) present, short and thick",1
124032,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,207. Symmetry of perianth (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Yannick Städler,8-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
123983,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,102. Ovary position (D1),"Dathan ASR, Singh D. 1973 Structure and development of ovule and seed in Flacourtia indica (Burn. f.) Merrill. Proceedings of the National Academy of Sciences, India, Section B: Biological Sciences 39: 172–179.",102. Ovary position (D1): (0) superior,NA,NA,NA,NA,Yannick Städler,8-Jul-13,NA,NA,"Dathan ASR, Singh D. 1973 Structure and development of ovule and seed in Flacourtia indica (Burn. f.) Merrill. Proceedings of the National Academy of Sciences, India, Section B: Biological Sciences 39: 172–179.",NA,102. Ovary position (D1): (0) superior,1
124314,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,412. Placentation (D1),"Dathan ASR, Singh D. 1973 Structure and development of ovule and seed in Flacourtia indica (Burn. f.) Merrill. Proceedings of the National Academy of Sciences, India, Section B: Biological Sciences 39: 172–179.",412. Placentation (D1): (3) parietal,NA,NA,NA,NA,Yannick Städler,8-Jul-13,NA,NA,"Dathan ASR, Singh D. 1973 Structure and development of ovule and seed in Flacourtia indica (Burn. f.) Merrill. Proceedings of the National Academy of Sciences, India, Section B: Biological Sciences 39: 172–179.",NA,412. Placentation (D1): (3) parietal,1
124286,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,313. Anther dehiscence (D1),Garg JM. 2009. Flacourtia indica in Hyderabad. In: Wikimedia Commons. http://commons.wikimedia.org/wiki/File:Flacourtia_indica_in_Hyderabad_W_IMG_5601.jpg,313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Yannick Städler,8-Jul-13,NA,NA,Garg JM. 2009. Flacourtia indica in Hyderabad. In: Wikimedia Commons.,http://commons.wikimedia.org/wiki/File:Flacourtia_indica_in_Hyderabad_W_IMG_5601.jpg,313. Anther dehiscence (D1): (0) longitudinal slit,1
124257,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,314. Connective extension (apical) (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,314. Connective extension (apical) (D1): (0) absent,NA,NA,NA,NA,Yannick Städler,8-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,314. Connective extension (apical) (D1): (0) absent,1
151303,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,5002. Aperture shape (D1),"Erdtman G., Pollen Morphology and Plant Taxonomy - Angiosperms (An Introduction to Palynology), Brill (1986)
ISBN : 978-9004081222",5002. Aperture shape (D1): (2) colporus,NA,NA,NA,NA,Béatrice Albert,27-May-14,NA,NA,"Erdtman G., Pollen Morphology and Plant Taxonomy - Angiosperms (An Introduction to Palynology), Brill (1986)
ISBN : 978-9004081222",NA,5002. Aperture shape (D1): (2) colporus,1
124009,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,230. Perianth phyllotaxy (D1),"Dathan ASR, Singh D. 1973 Structure and development of ovule and seed in Flacourtia indica (Burn. f.) Merrill. Proceedings of the National Academy of Sciences, India, Section B: Biological Sciences 39: 172–179.",230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Yannick Städler,8-Jul-13,NA,NA,"Dathan ASR, Singh D. 1973 Structure and development of ovule and seed in Flacourtia indica (Burn. f.) Merrill. Proceedings of the National Academy of Sciences, India, Section B: Biological Sciences 39: 172–179.",NA,230. Perianth phyllotaxy (D1): (0) whorled,1
170750,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (0) undifferentiated,NA,NA,NA,NA,Elisabeth Reyes,15-Sep-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (0) undifferentiated,1
124140,Flacourtia indica,(Burm. f.) Merr.,Salicaceae,Malpighiales,330. Androecium structural phyllotaxy (D1),"Bernhard A, Endress PK. 1999. Androecial development and systematics in Flacourtiaceae s. l. Plant Systematics and Evolution 215: 141-155.",330. Androecium structural phyllotaxy (D1): (2) irregular,NA,NA,NA,NA,Yannick Städler,8-Jul-13,Yannick Städler,8-Jul-13,"Bernhard A, Endress PK. 1999. Androecial development and systematics in Flacourtiaceae s. l. Plant Systematics and Evolution 215: 141-155.",NA,330. Androecium structural phyllotaxy (D1): (2) irregular,1
119666,Flagellaria indica,L.,Flagellariaceae,Poales,100. Floral structural sex (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (0) bisexual,1
119714,Flagellaria indica,L.,Flagellariaceae,Poales,305. Filament (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,305. Filament (D1): (3) short and narrow,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,Maria von Balthazar,6-Jul-16,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,305. Filament (D1): (3) short and narrow,1
119723,Flagellaria indica,L.,Flagellariaceae,Poales,311. Anther orientation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,311. Anther orientation (D1): (1) latrorse,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,311. Anther orientation (D1): (1) latrorse,1
119731,Flagellaria indica,L.,Flagellariaceae,Poales,400. Gynoecium phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,400. Gynoecium phyllotaxy (D1): (0) one whorl,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,400. Gynoecium phyllotaxy (D1): (0) one whorl,1
119739,Flagellaria indica,L.,Flagellariaceae,Poales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,"404. Style differentiation (D1): (3) present, short and narrow",NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,Maria von Balthazar,18-Dec-17,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,"404. Style differentiation (D1): (3) present, short and narrow",1
119697,Flagellaria indica,L.,Flagellariaceae,Poales,207. Symmetry of perianth (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
119668,Flagellaria indica,L.,Flagellariaceae,Poales,102. Ovary position (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,1
119725,Flagellaria indica,L.,Flagellariaceae,Poales,312. Anther attachment (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,312. Anther attachment (D1): (0) basifixed,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,312. Anther attachment (D1): (0) basifixed,1
119757,Flagellaria indica,L.,Flagellariaceae,Poales,412. Placentation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,412. Placentation (D1): (0) axile,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,412. Placentation (D1): (0) axile,1
119728,Flagellaria indica,L.,Flagellariaceae,Poales,313. Anther dehiscence (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,1
151308,Flagellaria indica,L.,Flagellariaceae,Poales,5002. Aperture shape (D1),"Erdtman G., Pollen Morphology and Plant Taxonomy - Angiosperms (An Introduction to Palynology), Brill (1986)
ISBN : 978-9004081222",5002. Aperture shape (D1): (4) ulcus,NA,NA,NA,NA,Béatrice Albert,27-May-14,NA,NA,"Erdtman G., Pollen Morphology and Plant Taxonomy - Angiosperms (An Introduction to Palynology), Brill (1986)
ISBN : 978-9004081222",NA,5002. Aperture shape (D1): (4) ulcus,1
119685,Flagellaria indica,L.,Flagellariaceae,Poales,230. Perianth phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,1
119691,Flagellaria indica,L.,Flagellariaceae,Poales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (8) weak differentiation,NA,NA,NA,in shape and size,Laetitia Carrive,4-Jul-13,Maria von Balthazar,21-Oct-15,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (8) weak differentiation,1
169539,Flagellaria indica,L.,Flagellariaceae,Poales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (8) weak differentiation,NA,NA,NA,NA,Elisabeth Reyes,8-Sep-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (8) weak differentiation,1
119702,Flagellaria indica,L.,Flagellariaceae,Poales,330. Androecium structural phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,330. Androecium structural phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Laetitia Carrive,4-Jul-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,330. Androecium structural phyllotaxy (D1): (0) whorled,1
154136,Frankenia pulverulenta,L.,Frankeniaceae,Caryophyllales,100. Floral structural sex (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (0) bisexual,1
154138,Frankenia pulverulenta,L.,Frankeniaceae,Caryophyllales,311. Anther orientation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,311. Anther orientation (D1): (2) extrorse,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,311. Anther orientation (D1): (2) extrorse,1
154141,Frankenia pulverulenta,L.,Frankeniaceae,Caryophyllales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (1) present (length and shape unknown),NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (1) present (length and shape unknown),1
154135,Frankenia pulverulenta,L.,Frankeniaceae,Caryophyllales,207. Symmetry of perianth (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
154140,Frankenia pulverulenta,L.,Frankeniaceae,Caryophyllales,102. Ovary position (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,1
154133,Frankenia pulverulenta,L.,Frankeniaceae,Caryophyllales,412. Placentation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,412. Placentation (D1): (3) parietal,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,412. Placentation (D1): (3) parietal,1
154139,Frankenia pulverulenta,L.,Frankeniaceae,Caryophyllales,313. Anther dehiscence (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,1
154128,Frankenia pulverulenta,L.,Frankeniaceae,Caryophyllales,230. Perianth phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,1
154130,Frankenia pulverulenta,L.,Frankeniaceae,Caryophyllales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (4) marked differentiation,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,Elisabeth Reyes,27-Jun-14,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,234. Perianth differentiation (D1): (4) marked differentiation,1
43888,Galbulimima belgraveana,(F.Muell.) Sprague,Himantandraceae,Magnoliales,100. Floral structural sex (D1),"Womersley JS, ed.. 1978. Handbooks of the Flora of Papua New Guinea 1. Carlton South: Melbourne University Press. http://www.pngplants.org/References/HandbooksPNG_1.pdf",100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Julien Massoni,5-Feb-13,NA,NA,"Womersley JS, ed.. 1978. Handbooks of the Flora of Papua New Guinea 1. Carlton South: Melbourne University Press.",http://www.pngplants.org/References/HandbooksPNG_1.pdf,100. Floral structural sex (D1): (0) bisexual,NA
43972,Galbulimima belgraveana,(F.Muell.) Sprague,Himantandraceae,Magnoliales,305. Filament (D1),"Doweld AB, Shevyryova NA. 1998. Carpology, seed anatomy and taxonomic relationships of Galbulimima (Himantandraceae). Annals of Botany 81: 337–347.",305. Filament (D1): (5) short and wide,NA,NA,NA,NA,Julien Massoni,5-Feb-13,NA,NA,"Doweld AB, Shevyryova NA. 1998. Carpology, seed anatomy and taxonomic relationships of Galbulimima (Himantandraceae). Annals of Botany 81: 337–347.",NA,305. Filament (D1): (5) short and wide,NA
43897,Galbulimima belgraveana,(F.Muell.) Sprague,Himantandraceae,Magnoliales,311. Anther orientation (D1),"Womersley JS, ed.. 1978. Handbooks of the Flora of Papua New Guinea 1. Carlton South: Melbourne University Press. http://www.pngplants.org/References/HandbooksPNG_1.pdf",311. Anther orientation (D1): (2) extrorse,NA,NA,NA,NA,Julien Massoni,5-Feb-13,NA,NA,"Womersley JS, ed.. 1978. Handbooks of the Flora of Papua New Guinea 1. Carlton South: Melbourne University Press.",http://www.pngplants.org/References/HandbooksPNG_1.pdf,311. Anther orientation (D1): (2) extrorse,NA
180815,Galbulimima belgraveana,(F.Muell.) Sprague,Himantandraceae,Magnoliales,311. Anther orientation (D1),"Endress PK, Hufford LD. 1989. The diversity of stamen structures and dehiscence patterns among Magnoliidae. Botanical Journal of the Linnean Society 100: 45–85.",311. Anther orientation (D1): (2) extrorse,NA,NA,NA,NA,Hervé Sauquet,2-Jun-15,NA,NA,"Endress PK, Hufford LD. 1989. The diversity of stamen structures and dehiscence patterns among Magnoliidae. Botanical Journal of the Linnean Society 100: 45–85.",NA,311. Anther orientation (D1): (2) extrorse,NA
43984,Galbulimima belgraveana,(F.Muell.) Sprague,Himantandraceae,Magnoliales,400. Gynoecium phyllotaxy (D1),"Womersley JS, ed.. 1978. Handbooks of the Flora of Papua New Guinea 1. Carlton South: Melbourne University Press. http://www.pngplants.org/References/HandbooksPNG_1.pdf",400. Gynoecium phyllotaxy (D1): (2) spiral,NA,NA,NA,NA,Julien Massoni,5-Feb-13,NA,NA,"Womersley JS, ed.. 1978. Handbooks of the Flora of Papua New Guinea 1. Carlton South: Melbourne University Press.",http://www.pngplants.org/References/HandbooksPNG_1.pdf,400. Gynoecium phyllotaxy (D1): (2) spiral,NA
43900,Galbulimima belgraveana,(F.Muell.) Sprague,Himantandraceae,Magnoliales,404. Style differentiation (D1),"Womersley JS, ed.. 1978. Handbooks of the Flora of Papua New Guinea 1. Carlton South: Melbourne University Press. http://www.pngplants.org/References/HandbooksPNG_1.pdf",404. Style differentiation (D1): (1) present (length and shape unknown),NA,NA,NA,NA,Julien Massoni,5-Feb-13,Julien Massoni,14-Nov-14,"Womersley JS, ed.. 1978. Handbooks of the Flora of Papua New Guinea 1. Carlton South: Melbourne University Press.",http://www.pngplants.org/References/HandbooksPNG_1.pdf,404. Style differentiation (D1): (1) present (length and shape unknown),NA
