Material,Abbreviation,rep,MassLoss_3.5 (%),MassLoss_12 (%),MassLoss_24 (%),dry_massFlamm (g),Leaf FMC (%odw),TTI (s),FD (s),SD (s),TBT (s),Combustibility (mg/s),FD/mass (s/g),SD/mass (s/g),Leaf length (cm),Leaf width (cm),Leaf thickness (mm),Leaf area (cm2),Leaf mass (g),Leaf moisture (at time of measuring) (%odw),Leaf dry mass (g),Leaf volume (cm3),Leaf density (g/cm3),Leaf SLA (cm2/g),Leaf  SAperV (cm2/cm3),Leaf Energy (MJ/kg),Leaf C (wght %),Leaf N (wght %),Leaf Al (mg/kg),Leaf B (mg/kg),Leaf Ca (wght %),Leaf Cu (mg/kg),Leaf Fe (mg/kg),Leaf K (wght %),Leaf Mg (wght %),Leaf Mn (mg/kg),Leaf Na (mg/kg),Leaf P (mg/kg),Leaf S (wght %),Leaf Zn (mg/kg),Leaf Lignin (wght %),Leaf Cellulose (wght %),Leaf Ash (wght %),Leaf TotalTannins (wght %),Bark dry_massFlamm (g),Bark thicknFlam (mm),dry_massFlam (g),Bark thickness (mm),Bark area (cm2),Bark dry mass (g),Bark volume (cm3),Bark density (g/cm3),Bark MaxFlexLoad (Newton),Bark MFLperTHICKN (N/mm),BAM (cm2/g),Bark Energy (MJ/kg),Bark C (wght %),Bark N (wght %),Bark Al (mg/kg),Bark B (mg/kg),Bark Ca (wght %),Bark Cu (mg/kg),Bark Fe (mg/kg),Bark K (wght %),Bark Mg (wght %),Bark Mn (mg/kg),Bark Na (mg/kg),Bark P (mg/kg),Bark S (wght %),Bark Zn (mg/kg),Bark Lignin (wght %),Bark Cellulose (wght %),Bark Ash (wght %),Bark Free Tannins (wt%),Bark Bound Tannins (wt%),Bark Total Tannins (wt%),Bark FMC (%),Taxon,Site
LEAVES,Euc_punc,7,,,,0.4828254,,3.5,6.4,38.4,44.8,11.7410714,13.2553083,79.5318501,12.8,2.3,0.71,18.7,0.540,9.2412247,0.4943189,1.3277000,0.3723122,37.8298315,28.1690141,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus punctata,Bobbin Head
LEAVES,Euc_punc,8,,,,0.7692162,,,,,,,,,14.6,2.5,0.45,29.3,0.858,9.2412247,0.7854178,1.3185000,0.5956904,37.3049870,44.4444444,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus punctata,Bobbin Head
LEAVES,Euc_punc,9,,,,0.6039908,,2.2,7.7,41.4,49.1,13.4012220,12.7485396,68.5440959,13.1,2.5,0.42,20.9,0.677,9.2412247,0.6197294,0.8778000,0.7060030,33.7243958,47.6190476,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus punctata,Bobbin Head
LEAVES,Syn_glo,1,,27.3158271,58.5744232,0.5207239,9.1232227,2.5,5.9,43.2,49.1,11.6700611,11.3303799,82.9614258,9.1,4.7,0.43,30.1,0.594,10.6676658,0.5367421,1.2943000,0.4146969,56.0790697,46.5116279,22.1456000,48.4800000,0.4240000,124.3311891,22.7183236,0.3549680,6.3897661,256.1262183,0.1484041,0.1559554,109.3822612,1164.4362573,177.2261209,0.1783681,8.8191033,24.2203742,32.9729730,1.1642412,31.9515785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,West Head
LEAVES,Syn_glo,2,10.5227342,22.9321240,66.3819095,0.7024775,,2.4,8.2,37.9,46.1,16.7678959,11.6729719,53.9519068,9.1,5.7,0.41,38.3,0.798,10.6676658,0.7210778,1.5703000,0.4591975,53.1149323,48.7804878,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,West Head
LEAVES,Syn_glo,3,6.6106463,25.4405905,42.6613158,0.6434076,,2.7,6.1,41.7,47.8,14.8117155,9.4807711,64.8111727,9.7,5.3,0.49,37.2,0.725,10.6676658,0.6551146,1.8228000,0.3594001,56.7839609,40.8163265,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,West Head
LEAVES,Syn_glo,4,25.1180406,23.7141985,44.5809324,0.5416256,,,,,,,,,10.5,4.6,0.39,34.3,0.618,10.6676658,0.5584287,1.3377000,0.4174544,61.4223452,51.2820513,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,West Head
LEAVES,Syn_glo,5,20.2260918,10.4914840,77.0608859,0.7251967,,3.2,7.7,46.0,53.7,14.8603352,10.6178092,63.4310679,8.4,5.2,0.55,30.0,0.820,10.6676658,0.7409572,1.6500000,0.4490649,40.4881704,36.3636364,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,West Head
LEAVES,Syn_glo,6,8.7586239,22.9344141,59.5646273,0.4343910,,2.4,13.6,43.0,56.6,8.4452297,31.3081996,98.9891606,8.4,4.2,0.46,23.3,0.496,10.6676658,0.4481887,1.0718000,0.4181645,51.9870285,43.4782609,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,West Head
LEAVES,Syn_glo,7,,,,0.6479514,,1.7,8.8,35.6,44.4,16.0585586,13.5812651,54.9423904,11.8,5.3,0.48,43.2,0.736,10.6676658,0.6650542,2.0736000,0.3207245,64.9571082,41.6666667,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,West Head
LEAVES,Syn_glo,8,,,,0.4807382,,2.3,9.4,38.4,47.8,11.0669456,19.5532640,79.8771636,9.3,4.0,0.55,24.5,0.544,10.6676658,0.4915618,1.3475000,0.3647954,49.8411362,36.3636364,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,West Head
LEAVES,Syn_glo,9,,,,0.5189064,,2.2,10.3,43.9,54.2,10.5350554,19.8494373,84.6009996,10.2,4.3,0.37,30.3,0.587,10.6676658,0.5304169,1.1211000,0.4731218,57.1248769,54.0540541,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,West Head
BARK,Ang_cos,1,NA,20.44243198,65.29229607,NA,NA,8.8,10.8,69.2,80.0,7.17,21.98672245,140.87788827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,1.4,0.491,1.46333333,16.3,0.729,1.52347,0.47851287,9.540,7.17,22.35939643,18.97885000,45.13000000,0.20100000,804.06330532,56.14192344,0.51698530,16.83613445,57.51428571,0.09439032,0.13289693,8.48954248,1398.92773109,41.26386555,0.08360850,103.66788049,25.20531873,52.89401643,0.72350411,5.45818321,2.54591302,8.00409623,13.84204609,Angophora costata,West Head
BARK,Ang_cos,2,NA,18.45905309,54.07758212,NA,NA,8.8,26.0,104.2,130.2,6.15,37.93057819,152.01408643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,2.1,0.685,1.88333333,20.5,0.980,1.98756,0.49306663,15.879,7.22,20.91836735,18.70875000,45.06000000,0.20100000,175.07913810,50.54162586,0.20721105,4.88364349,18.34025465,0.18603000,0.08849801,7.37571009,965.09461312,26.79637610,0.16089491,23.25514202,27.59991630,50.36618539,0.06277464,7.99402750,1.82842172,9.82244923,15.00619579,Angophora costata,West Head
BARK,Ang_cos,3,NA,21.70547341,46.90900753,NA,NA,11.0,19.7,110.3,130.0,6.85,25.83670658,144.65932669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,2.5,0.762,2.11333333,15.1,0.928,2.23547,0.41512523,24.558,13.06,16.27155172,18.86375000,45.87000000,0.10100000,37.47582583,63.38588589,0.14597853,2.05705706,15.39489489,0.07083926,0.04590560,9.35030030,540.31201201,30.01666667,0.15655233,4.24106607,30.07721314,48.44675884,0.55665290,11.29334446,6.91794180,18.21128626,,Angophora costata,West Head
BARK,Ang_cos,4,NA,21.45954099,55.92007299,NA,NA,8.1,31.1,91.0,122.1,6.70,44.42789291,129.99801461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,1.7,0.7,2.35666667,15.2,0.906,2.31764,0.39091490,26.963,12.96,16.77704194,18.71000000,44.89000000,0.17400000,33.70211538,69.57519231,0.11799835,1.69846154,51.96096154,0.07346100,0.06581229,6.97394231,493.64096154,59.73307692,0.22279010,10.25432692,31.98555957,49.60288809,0.66787004,10.98519643,6.13483234,17.12002876,,Angophora costata,West Head
BARK,Ang_cos,5,NA,,55.93917740,NA,NA,3.9,21.8,60.3,82.1,6.10,50.84724169,140.64626944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.3,0.429,1.36000000,18.3,0.629,1.63245,0.38531042,11.726,7.42,29.09379968,18.75260000,45.69000000,0.10890000,32.27123656,49.69050179,0.17522785,3.15878136,10.88969534,0.14553372,0.09033883,8.14668459,827.68960573,52.97016129,0.22516281,8.87060932,27.17927632,47.88240132,0.96628289,12.11749172,2.98693048,15.10442220,,Angophora costata,West Head
BARK,Ang_cos,6,NA,32.71292574,56.96363173,NA,NA,3.5,42.4,51.2,93.6,8.12,65.19298931,78.72360973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,1.4,0.65,1.94000000,17.3,0.707,1.56090,0.45294381,13.908,11.40,24.46958982,18.58975000,44.34000000,0.19420000,35.04283452,69.18448139,0.46279414,1.65993666,17.55843230,0.10185608,0.12041285,8.34829770,994.06302454,101.12034838,0.25445582,21.94433888,28.21928614,44.66574640,0.09859988,5.55887807,1.92783199,7.48671006,,Angophora costata,West Head
BARK,Ang_cos,7,NA,20.77727763,47.52783905,NA,NA,6.5,32.5,79.7,112.2,6.70,50.50264815,123.84803255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,2.4,0.644,2.64333333,13.7,1.092,1.88543,0.57917822,25.334,18.36,12.54578755,18.45875000,47.06000000,0.11580000,45.02977316,60.94612476,0.16419337,2.32514178,35.06020794,0.04907844,0.05802834,13.37826087,382.89376181,26.95293006,0.48573790,5.19858223,29.27429274,51.96801968,0.16400164,5.55871235,2.44768883,8.00640119,,Angophora costata,West Head
BARK,Ang_cos,8,NA,34.85129631,46.61630822,NA,NA,6.0,35.0,78.1,113.1,6.61,54.67830931,122.01074164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,1.9,0.64,1.60000000,15.1,0.565,1.41895,0.39818175,10.466,7.58,26.72566372,,,,,,,,,,,,,,,,,,,,,,,Angophora costata,West Head
BARK,Ang_cos,9,NA,21.81313958,47.11939388,NA,NA,5.6,30.9,87.5,118.4,6.99,43.60906483,123.48845219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,2.1,0.709,2.22000000,16.4,0.916,2.71934,0.33684644,13.529,6.47,17.90393013,,,,,,,,,,,,,,,,,,,,,,,Angophora costata,West Head
BARK,Ang_his,1,NA,10.83405670,37.80707021,NA,NA,6.4,37.7,48.4,86.1,4.82,104.07898871,133.61864864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,1.1,0.362,1.41333333,16.3,0.380,0.21459,1.77081877,19.524,12.44,42.89473684,19.81195000,46.65000000,0.23630000,131.96014109,46.42689594,0.34578811,6.90608466,113.56305115,0.02052601,0.06918140,11.15379189,298.96084656,30.97795414,0.57544418,19.56895944,46.41426282,35.97756410,0.06009615,2.00195790,0.45177347,2.45373137,13.45462238,Anophora hispida,West Head
BARK,Ang_his,2,NA,14.24701302,43.98191746,NA,NA,6.6,14.7,95.1,109.8,5.83,26.31523005,170.24342705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1.4,0.559,1.40000000,14.4,0.400,0.31104,1.28600823,11.909,8.51,36.00000000,21.32080000,46.62000000,0.25110000,129.53841463,42.01432927,0.17026150,4.63160569,115.23119919,0.02377098,0.09383268,12.45203252,262.03211382,56.52245935,0.63990722,21.02103659,44.81147814,37.67100434,1.76843510,2.63434993,2.25026401,4.88461394,11.97916667,Anophora hispida,West Head
BARK,Ang_his,3,NA,11.95596413,33.27050330,NA,NA,6.1,15.1,63.0,78.1,6.13,36.11696465,150.68667371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,1.3,0.418,2.07666667,19.6,0.696,0.50000,1.39200000,19.049,8.28,28.16091954,19.56330000,46.90000000,0.22450000,127.78052632,23.68771930,0.09913561,5.90280702,150.36008772,0.01564881,0.06801783,15.03675439,144.46017544,32.61666667,0.50634096,43.62061404,42.42118027,41.99676637,0.20210186,1.96413460,1.82586876,3.79000336,,Anophora hispida,West Head
BARK,Ang_his,4,NA,17.01036291,70.66342370,NA,NA,3.1,9.0,45.6,54.6,7.27,25.97298190,131.59644164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,1.1,0.347,1.69666667,17.2,1.012,1.11654,0.90637147,21.939,18.59,16.99604743,19.91235000,46.21000000,0.23540000,205.85119847,55.92138063,0.10533993,6.96452541,194.32933845,0.01460512,0.06766576,16.29894535,170.39079578,52.14285714,0.48434966,46.38053691,32.52542740,47.95498810,1.23349924,1.17610252,0.34612165,1.52222416,,Anophora hispida,West Head
BARK,Ang_his,5,NA,20.96861086,53.83252012,NA,NA,2.5,6.9,39.6,46.5,7.16,23.73966944,136.24505942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,1.1,0.291,1.27333333,14.5,0.431,0.69117,0.62358031,9.803,6.37,33.64269142,19.59630000,47.05000000,0.24780000,173.14226021,58.53751187,0.17164742,7.69753086,167.35375119,0.01531938,0.06932838,19.69202279,204.48110161,48.55080722,0.38707094,43.74577398,35.68093385,44.92217899,3.61867704,1.13485549,0.51565446,1.65050995,,Anophora hispida,West Head
BARK,Ang_his,6,NA,20.69055813,68.43755299,NA,NA,3.9,9.7,50.6,60.3,8.09,22.77307742,118.79564095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,1.3,0.426,1.72333333,19.3,0.791,0.76385,1.03554363,20.618,14.22,24.39949431,19.93465000,44.73000000,0.21450000,304.96938175,18.21982336,0.11532253,7.21187439,221.99852797,0.00956132,0.05747587,14.18557409,126.03886163,27.02443572,0.34891531,22.26692836,34.49566588,47.22222222,0.33490938,0.83283767,0.36491988,1.19775755,,Anophora hispida,West Head
BARK,Ang_his,7,NA,21.77175949,60.11960909,NA,NA,3.3,34.0,25.5,59.5,4.59,142.68754974,107.01566231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,2,0.238,0.91333333,14.0,0.275,0.15789,1.74171892,6.687,4.68,50.90909091,19.56645000,45.88000000,0.19030000,174.51122145,40.74379345,0.18615800,6.27616683,157.73833168,0.01538931,0.08767942,16.29523337,237.12770606,57.65203575,0.30829563,168.83545184,44.96157131,38.08710504,0.12809564,2.90044526,2.19687571,5.09732097,,Anophora hispida,West Head
BARK,Ang_his,8,NA,10.53451304,42.17323956,NA,NA,5.0,31.5,162.0,193.5,6.29,29.63009717,152.38335687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,6.2,1.063,2.19000000,17.9,0.794,0.75982,1.04498434,16.190,10.45,22.54408060,,,,,,,,,,,,,,,,,,,,,,,Anophora hispida,West Head
BARK,Ang_his,9,NA,,42.71118005,NA,NA,6.2,13.3,102.2,115.5,6.77,19.48564105,149.73176810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,2.7,0.683,2.62666667,15.1,0.736,1.86129,0.39542468,26.083,14.74,20.51630435,,,,,,,,,,,,,,,,,,,,,,,Anophora hispida,West Head
BARK,Cor_gum,1,NA,8.04807395,26.37989618,NA,NA,6.8,34.0,86.0,120.0,5.07,63.69926442,161.12166883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,0.8,0.534,1.16666667,6.4,0.244,2.05300,0.11885046,20.530,21.84,26.22950820,20.38830000,50.10000000,0.19610000,143.77595392,32.52123830,0.06488176,4.07177826,163.13282937,0.01342996,0.03363249,8.84312455,235.18041757,35.69798416,0.12329640,12.10431965,43.75471698,39.86792453,0.90566038,7.19133425,5.40010812,12.59144237,12.21083455,Corymbia gummifera,West Head
BARK,Cor_gum,2,NA,7.25214313,21.91434502,NA,NA,9.7,35.6,90.7,126.3,5.42,59.19956370,150.82585471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,1,0.601,1.24333333,14.4,0.769,4.10200,0.18746953,20.157,23.71,18.72561769,19.22435000,49.05000000,0.06230000,60.99807229,41.40642570,0.07144033,6.39526104,76.53983936,0.01294737,0.02220717,12.53405622,197.08803213,24.72586345,0.12795719,10.36265060,48.87307236,36.20007908,1.32463424,13.55341903,6.31293465,19.86635368,,Corymbia gummifera,West Head
BARK,Cor_gum,3,NA,4.00976032,28.82772799,NA,NA,5.4,44.5,62.9,107.4,4.72,99.97953929,141.31939373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,0.8,0.445,1.29666667,11.7,0.518,0.60200,0.86046512,23.489,27.96,22.58687259,20.33290000,50.49000000,0.16430000,126.12627570,49.82460015,0.05897283,4.99733435,172.91051028,0.01555356,0.02307478,5.79741051,293.71713633,18.23160701,0.13465933,8.13054075,56.77887298,34.72196392,0.96708202,6.21780712,2.24680101,8.46460813,,Corymbia gummifera,West Head
BARK,Cor_gum,4,NA,5.77867641,17.84091397,NA,NA,10.2,16.6,109.4,126.0,6.47,23.20115251,152.90398098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1.1,0.715,1.91333333,17.8,1.358,1.67900,0.80881477,41.391,39.80,13.10751105,21.11970000,48.75000000,0.06590000,35.23750000,7.79166667,0.05229411,5.59660853,56.92209302,0.01710634,0.02340017,4.02761628,169.29612403,26.07916667,0.15666638,34.41211240,39.00845503,41.89085319,0.07686395,6.68783764,1.16541350,7.85325114,,Corymbia gummifera,West Head
BARK,Cor_gum,5,NA,6.60680063,30.93513955,NA,NA,6.3,32.6,44.3,76.9,6.37,75.78453663,102.98328137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,0.7,0.43,1.13000000,10.1,0.404,0.38700,1.04392765,24.308,34.73,25.00000000,20.34275000,48.69000000,0.09560000,80.29743590,22.53479853,0.05398313,5.72847985,133.28250916,0.00890429,0.02399536,3.62545788,206.01428571,29.37115385,0.14610778,16.61282051,47.32839704,38.22293376,0.14008405,8.38871787,7.55998746,15.94870534,,Corymbia gummifera,West Head
BARK,Cor_gum,6,NA,8.29223621,28.73083907,NA,NA,5.2,11.4,64.1,75.5,6.73,25.56231714,143.73197617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,0.8,0.446,0.86333333,10.2,0.313,0.54800,0.57116788,29.499,35.97,32.58785942,20.02735000,46.59000000,0.15860000,80.99122257,35.53761755,0.05816090,5.81786834,86.74098746,0.01217874,0.02083461,3.86708464,182.96520376,18.27507837,0.11779914,13.25697492,41.84510706,39.08345007,0.82049230,9.84136047,7.03626520,16.87762567,,Corymbia gummifera,West Head
BARK,Cor_gum,7,NA,5.81387209,27.63184904,NA,NA,4.5,27.9,71.2,99.1,4.91,65.25808445,166.53676030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,0.8,0.428,1.14333333,9.6,0.418,0.67400,0.62017804,25.759,31.41,22.96650718,20.27785000,48.72000000,0.12710000,82.87901907,19.31516803,0.04651152,5.55367847,113.44005450,0.01379972,0.01977304,6.34305177,218.12679382,21.64114441,0.12893342,11.31380563,42.11531119,46.58266514,0.68728522,11.44234541,6.26584247,17.70818788,,Corymbia gummifera,West Head
BARK,Cor_gum,8,NA,,27.01296699,NA,NA,7.4,25.2,69.9,95.1,6.60,45.70881649,126.78755051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,0.8,0.551,1.32000000,8.0,0.354,0.47600,0.74369748,30.331,44.60,22.59887006,,,,,,,,,,,,,,,,,,,,,,,Corymbia gummifera,West Head
BARK,Cor_gum,9,NA,7.61246908,31.02499018,NA,NA,6.1,16.8,63.2,80.0,6.34,37.74508449,141.99341310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,1.1,0.445,1.00666667,18.0,0.781,1.53700,0.50813273,30.826,22.67,23.04737516,,,,,,,,,,,,,,,,,,,,,,,Corymbia gummifera,West Head
BARK,Cor_macu,1,NA,,74.91409018,NA,NA,6.7,10.3,58.5,68.8,8.79,19.53106982,110.92889171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,1.5,0.527,1.49000000,13.7,0.470,0.98400,0.47764228,10.354,7.34,29.14893617,19.02775000,44.56000000,0.12580000,76.60485339,47.04954499,0.14338219,2.60889788,15.61223458,0.07337271,0.06235999,10.79191102,791.77108190,72.72861476,0.09111901,15.76976744,23.42071336,50.77352815,0.10743446,12.23398456,1.98201662,14.21600118,12.75588931,Corymbia maculata,Blackwall Mountain
BARK,Cor_macu,2,NA,30.41992921,82.19216276,NA,NA,7.3,12.0,66.9,78.9,6.07,28.74020855,160.22666265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,1.2,0.418,2.32333333,10.1,0.688,1.82800,0.37636761,15.579,11.54,14.68023256,18.67960000,43.49000000,0.17420000,23.75410485,20.99406528,0.12591041,0.72354105,11.88971316,0.11068735,0.07604483,21.40069238,2344.11632047,54.58516320,0.07854273,11.59416419,14.12680756,53.03670745,0.08898776,5.17855864,0.95371828,6.13227692,12.90861813,Corymbia maculata,Blackwall Mountain
BARK,Cor_macu,3,NA,27.03424637,76.75899068,NA,NA,8.5,22.5,130.5,153.0,6.07,27.81497823,161.32687376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,1.9,0.809,2.19333333,11.9,0.738,1.62200,0.45499383,22.687,14.45,16.12466125,18.97465000,45.60000000,0.08550000,28.36628131,14.14258189,0.14732841,2.25838150,18.31926782,0.23020157,0.07923566,20.41435453,985.18458574,43.79672447,0.07831859,13.98371869,17.04545455,55.72727273,0.15909091,3.37951583,0.83814921,4.21766505,,Corymbia maculata,Blackwall Mountain
