family,species,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,SDH confirm,Granite yes=y,Conservtion status,Geographic range west relative to TPBNR,Geographic range centered relative to TPBNR,Geographic range east relative to TPBNR
ORCHIDACEAE,Thelymitra porphyrosticta F.Muell.,,,,,,,,,,,,,,• new consvn,,P2,,centered,
ORCHIDACEAE,Thelymitra sp. (late south coast Brown 2022 Pg 246),,,,,,,,,,,,,,• new Brockman,,,,,
ORCHIDACEAE,Thelymitra tigrina R.Br.,&,,,,,,,,,,,,,• ,,,western,,
ORCHIDACEAE,Thelymitra uliginosa Jeanes,,,,,,,,,,,,,,• new Brockman,,,• new Brockman,,
ORCHIDACEAE,Thelymitra vulgaris Jeanes,"1,2",,,,,,,,,,x,,,• new APBr,y,,western,,
PHILYDRACEAE,Philydrella drummondii L.G.Adams,,,,,,,,,,,,,,sp. Indet,y,,,,
PHILYDRACEAE,Philydrella pygmaea (R.Br.) Caruel ,,,,,,,,,,,,,,• ,Y,,western,,
POACEAE,* Aira cupaniana Guss.,,,,,,,,,,,,,,• ,y,,western,,
POACEAE,* Aira caryophyllea L. ,"6,7,11,12",,,,,,,,,,,,,•,y,,western,,
POACEAE,* Aira praecox L.,,,,,,,,,,,,,,• ,y,,western,,
POACEAE,Amphipogon amphipogonoides (Steud.) Vickery,,,,,,,,,,,,,,• new PERTH,,,western,,
POACEAE,Amphipogon debilis R.Br.,,,,,,,,,,,,,,,y,,western,,
POACEAE,Amphipogon laguroides R.Br.,"3,11",x,,,,,,,,,,,,•,y,,western,,
POACEAE,Amphipogon strictus R.Br.,,,,,,,,,,,,,,• ,y,,,centered,
POACEAE,Amphipogon turbinatus R.Br.,"5,11    ",,,,,,o,o,,,,,,•,,,,centered,
POACEAE,* Anthoxanthum odoratum L.,1,,,,,,,,,,x,,,•,y,,western,,
POACEAE,Austrostipa compressa (R.Br.) S.W.L.Jacobs & J.Everett,"2,5,6,10",,,,,,,,,,o,o,,• name change,,,western,,
POACEAE,Austrostipa elegantissima (Labill.) S.W.L.Jacobs & J.Everett,&,,,,,,,,,,,,,• sp. indet,,,,,
POACEAE,Austrostipa everettiana A.R.Williams,,,,,,,,,,,,,,• new PERTH,,P1,,,eastern
POACEAE,Austrostipa flavescens (Labill.) S.W.L.Jacobs & J.Everett,8,,,,,,,,,,,,,• name change,y,,,centered,
POACEAE,* Briza maxima L. ,7,,,,,,,,,,,,,•,y,,western,,
POACEAE,* Briza minor L.,,,,,,,,,,,,,,• ,y,,western,,
POACEAE,* Bromus diandrus Roth. ,"7,8,9",,,,,,,,,,,,,•,,,western,,
POACEAE,* Ehrharta longiflora Sm.,7,,,,,,,,,,,,,•,,,western,,
POACEAE,* Holcus lanatus L.,"11,13",,,x,,,,,,,,,,•,y,,western,,
POACEAE,Lachnagrostis filiformis (G.Forst.) Trin.,"2,9",,0,,,,,,,,,,,• name change,,,,,
POACEAE,* Lagurus ovatus L.,11,o,,,,,,,,,,,,•,y,,western,,
POACEAE,Neurachne alopecuroidea R.Br.,,,,,,,,,,,,,,• ,y,,,centered,
POACEAE,* Parapholis incurva (L.) C.E.Hubb.,2,,o,,,,,,,,,,,•,,,,centered,
POACEAE,Poa drummondiana Nees.,"2,6,10,11",x,x,,,,,o,,,0,0,,•,,,,centered,
POACEAE,Poa poiformis (Labill.) Druce.,"7,8,9,11",,,,,,,,,,,,,•,,,,centered,
POACEAE,Poa porphyroclados Nees,,,,,,,,,,,,,,• new PERTH,y,,western,,
POACEAE,Rytidosperma caespitosum (Gaudich.) Connor & Edgar,"2,6,11",,,,,,,,,o,,ox,,• name change,y,,,centered,
POACEAE,Spinifex hirsutus Labill.,"10,11",,,,,,,,,,,,,•,,,,centered,
POACEAE,Sporobolus virginicus (L.) Kunth.,"7,8,9",,,,,,,,,,,,,•,,,,centered,
POACEAE,Tetrarrhena laevis R.Br.,,,,,,,,,,,,,,• new Dilly,y,,western,,
POACEAE,* Vulpia myuros (L.) C.C.Gmel.,,,,,,,,,,,,,,,y,,,centered,
RESTIONACEAE,Anarthria dioica (Steud.) C.I. Fomichev,,,,,,,,,,,,,,• new PERTH,,,,centered,
RESTIONACEAE,Anarthria gracilis R.Br. ,"1,3,8",,,,,,,,,o,x,,,• ,y,,western,,
RESTIONACEAE,Anarthria laevis R.Br.,,,,,,,,,,,,,,• new PERTH,,,,centered,
RESTIONACEAE,Anarthria prolifera R.Br. ,"1,2,3,5,6,8,11",x,,o,,x,o,x,o,o,x,,,• ,y,,,centered,
RESTIONACEAE,Anarthria scabra R.Br. ,"1,3,5,8,12",x,,,,x,,x,x,x,x,x,x,• ,y,,,centered,
RESTIONACEAE,Desmocladus austrinus B.G.Briggs & L.A.S.Johnson ,,,,,,,,,,,,,,• new PERTH,,,,centered,
RESTIONACEAE,Desmocladus fasciculatus (R.Br.) B.G.Briggs & L.A.S.Johnson,"3,8",x,,,,,,,,,,,,• name change,y,,,centered,
RESTIONACEAE,Desmocladus flexuosus (R.Br.) B.G.Briggs & L.A.S.Johnson,"1,2,5,6,11",x,ox,x,o,o,,,,o,o,ox,,• name change,,,,centered,
RESTIONACEAE,Empodisma gracillimum (F.Muell.) L.A.S.Johnson & D.F.Cutler,,,,,,,,,,,,,,• new PERTH,,,western,,
RESTIONACEAE,Hypolaena exsulca R.Br.,"1,3,5,11",x,,,,o,,o,,,o,o,,• ,,,,centered,
RESTIONACEAE,Hypolaena fastigiata R.Br.,,,,,,,,,,,,,,• new PERTH,,,,centered,
RESTIONACEAE,Hypolaena pubescens (R.Br.) Nees,,,,,,,,,,,,,,• new PERTH,,,western,,
RESTIONACEAE,Leptocarpus coangustatus Nees.,"1,3,10,11",,,,,,,,,,,,,• ,,,western,,
RESTIONACEAE,Leptocarpus scariosus R.Br.,"1,3,6,10,13",x,x,o,,x,,o,o,,x,,o,• ,,,western,,
RESTIONACEAE,Leptocarpus scoparius B.G.Briggs,,,,,,,,,,,,,,• new PERTH,,,western,,
RESTIONACEAE,Leptocarpus tenax (Labill.) R.Br.,,,,,,,,,,,,,,• new PERTH,,,western,,
RESTIONACEAE,Lepyrodia drummondiana Steud.,8,,,,,,,,,,,,,• ,,,western,,
RESTIONACEAE,Lepyrodia hermaphrodita R.Br.,,,,,,,,,,,,,,• new PERTH,,,western,,
RESTIONACEAE,Lepyrodia monoica F.Muell.,8,,,,,,,,,,,,,• new PERTH,,,western,,
RESTIONACEAE,Lepyrodia muirii F.Muell.,,,,,,,,,,,,,,• new PERTH,,,western,,
RESTIONACEAE,Lepyrodia sp. 1,8,,,,,,,,,,,,,• sp. Indet.,,,,,
RESTIONACEAE,Loxocarya cinerea R.Br. ,,,,,,,,,,,,,,• new PERTH,,,western,,
RESTIONACEAE,Loxocarya striata (F.Muell.) B.G.Briggs & L.A.S.Johnson,"2,3,4",,,,x,o,,o,o,x,o,,,• name change,,,western,,
RESTIONACEAE,Lyginia barbata R.Br.,"1,2,5,6,11",o,ox,,,,,x,,x,x,o,,• ,,,western,,
RESTIONACEAE, Lyginia imberbis R.Br. ,,,,,,,,,,,,,,• new PERTH,,,,centered,
TYPHACEAE,Typha domingensis Pers. ,"2,11",x,x,,,,x,,,,,,,•,,,,,eastern
TYPHACEAE,Typha orientalis C.Presl ,,,,,,,,,,,,,,• new PERTH,,,western,,
XANTHORRHOEACEAE,Xanthorrhoea platyphylla D.J.Bedford.,"10,12",,,,,,,,,,,,,• ,y,,,,eastern
XYRIDACEAE,Xyris lanata R.Br.,"1,3",x,,,,,,,,x,x,,,• ,,,western,,
AIZOACEAE,* Carpobrotus aequilaterus (Haw.) N.E.Br.,"1,11",,,,,x,,x,,,x,,,• ,,,,centered,
AIZOACEAE,Carpobrotus virescens (Haw.) Schwantes,"2,6,7,8,9",o,,,,,,,,x,x,x,,• ,y,,,centered,
AIZOACEAE, Disphyma crassifolium subsp. clavellatum (Haw.) Chinnock,"8,9",,,,,,,,,,,,,• stat. change,,,,,eastern
AIZOACEAE,* Tetragonia decumbens Mill.,8,,,,,,,,,,,,,• ,,,western,,
AIZOACEAE,Tetragonia implexicoma (Miq.) Hook.f. ,"2,8",,,,,,,,,x,,,,• ,,,,centered,
APIACEAE,Actinotus glomeratus Benth.,1,,,,,x,,,,,,,,• ,,,western,,
APIACEAE,Actinotus omnifertilis (F. Muell.) Benth.,"1,3",x,x,,x,x,,,,,,,,• ,,,western,,
APIACEAE, Apium prostratum Vent. var. prostratum ,"7,8,9,11",,,,,,,,,,,,,• stat. change,,,western,,
APIACEAE,"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Ave-Lall.",,,,,,,,,,,,,,• ,y,,,centered,
APIACEAE, Centella asiatica (L.) Urb.,2,,,,,,,,,,,,,• ,,,western,,
APIACEAE,Homalosciadium homalocarpum (F.Muell.) H.Eichler,11,,,,,,,,,,,,,• ,y,,western,,
APIACEAE,Hydrocotyle alata A.Rich.,,,,,,,,,,,,,,• ,y,,western,,
APIACEAE,Hydrocotyle callicarpa Bunge,,,,,,,,,,,,,,• ,y,,,centered,
APIACEAE,Hydrocotyle diantha DC.,"8,9",,,,,,,,,,,,,• ,,,western,,
APIACEAE,Hydrocotyle intertexta A.Rich.,,,,,,,,,,,,,,• ,y,,,,eastern
APIACEAE, Hydrocotyle serendipita A.J.Perkins,,,,,,,,,,,,,,• ,y,P2,western,,
APIACEAE,Platysace compressa (Labill.) C.Norman,"1,2,3,6,10,11",x,x,x,x,x,x,x,x,x,x,x,x,• ,y,,,centered,
APIACEAE,Platysace filiformis (Bunge) C.Norman,,,,,,,,,,,,,,• new Dilly,y,,western,,
APIACEAE,Trachymene coerulea Graham,,,,,,,,,,,,,,• ,y,,western,,
APIACEAE,Trachymene cyanopetala (F. Muell.) Benth.,"1,3",,,,,,,,,,,,,• ,,,,,eastern
APIACEAE,Trachymene pilosa Sm.,"2,6,10,11",,,,,,,,,ox,x,x,,• ,y,,,centered,
APIACEAE,Xanthosia huegelii (Benth.) Steud.,11,,,,,,,,,,x,,,• ,,,,centered,
APIACEAE,Xanthosia rotundifolia DC.,"1,3,4,8,12",x,x,x,x,x,x,x,x,x,x,x,x,• ,y,,western,,
ASTERACEAE,Actites megalocarpus (Hook.f.) Lander,11,,,,,,,,,,,,,• ,,,western,,
ASTERACEAE,* Arctotheca calendula (L.) Levyns,"1,3,5",x,,,,x,,,,x,x,,x,• ,,,,centered,
ASTERACEAE,* Arctotheca populifolia (F. Bergius) Northlindh,"11,12",,,,,,,,,,,,,• ,,,,centered,
ASTERACEAE,Asteridea asteroides (Turcz.) Kroner ,10,,,,,,,,,,x,,,• ,,,,,eastern
ASTERACEAE,Asteridea nivea (Steetz) Kroner,8,,,,,,,,,,,,,• ,,,,,eastern
ASTERACEAE,Brachyscome iberidifolia Benth.,,,,,,,,,,,,,,• ,,,,centered,
ASTERACEAE,Brachyscome pusilla Steetz,6,,,,,,,,x,x,x,,,• ,,,,,eastern
ASTERACEAE,Leucophyta brownii Cass.,"7,8",,,,,,,,,,,,,• name change,,,,centered,
ASTERACEAE,* Carduus pycnocephalus L.,,,,,,,,,,,,,,• ,y,,western,,
ASTERACEAE,* Cotula coronopifolia L.,13,,x,,,,,,,,,,,• alien,y,,western,,
ASTERACEAE,Craspedia variabilis J.Everett & Doust ,,,,,,,,,,,,,,• name change,,,western,,
ASTERACEAE,Euchiton collinus Cass.,"7,13",,x,,,,,,,,,,,• not alien,,,western,,
ASTERACEAE,Euchiton sphaericus (Willd.) Holub,,,,,,,,,,,,,,• ,y,,,centered,
ASTERACEAE,* Hypochaeris glabra L.,"1,3,7,9,11",x,x,,,x,,,,,,,,• ,y,,,centered,
ASTERACEAE,Ixiolaena viscosa Benth.,2,x,,,,,,,,,,,,• ,,,western,,
ASTERACEAE, Lagenophora huegelii Benth.,"6,10",,,,,,,,,,x,,,• ,,,western,,
ASTERACEAE,Leptorhynchos scaber (Benth.) Haegi ,"2,6,10,12",,,,,,,,,,x,x,x,• name change,y,,western,,
ASTERACEAE,Millotia tenuifolia Cass.,3,,,,,,,,,,x,,,• ,y,,,centered,
ASTERACEAE,Olearia axillaris (DC.) F.Muell. ex Benth.,"8,11",,,,x,,,,,,,,,• ,y,,,centered,
ASTERACEAE,Olearia ciliata (Benth.) F.Muell. ex Benth.,5,,,,,,,,,,,x,x,• ,,,,,eastern
ASTERACEAE, Pithocarpa cordata (DC.) Schmidt-Leb. & R.L.Barrett,"1,2",x,x,,x,x,,,,,,,,• name change,,,western,,
ASTERACEAE,Podolepis canescens Cunn. ex DC.,2,x,x,,,x,x,,,x,,,,• sp. Indet.,,,,,
ASTERACEAE,Podolepis rugata Labill.,6,,,,,,,,,,x,x,x,• ,,,,,eastern
ASTERACEAE,Podotheca angustifolia (Labill.) Less.,"2,6,10,11",,,,,,,,,,x,x,,• ,,,,centered,
ASTERACEAE,Pycnosorus pleiocephalus (F.Muell.) J.Everett & Doust,&,,,,,,,,,,,,,• sp. Indet.,,,,,
ASTERACEAE,Quinetia urvillei Cass.,"6,8,9,11",,,,,,,,,,,,,• ,y,,,centered,
ASTERACEAE,Rhodanthe citrina (Benth.) Paul G.Wilson,"1,2,3,6,11",,,,,,,,,x,x,,,• name change,y,,,centered,
ASTERACEAE,Senecio elegans L.,"1,6,11",,,,,,,,,,x,,,• ,y,,western,,
ASTERACEAE,Senecio hispidulus A.Rich.,,,,,,,,,,,,,,• ,y,,western,,
ASTERACEAE,Senecio pinnatifolius var. latilobus (Steetz) I.Thomps. ,"1,2,6,7,8,10,11",x,,,,,,x,x,x,x,x,x,• name change,,,western,,
ASTERACEAE,Senecio ramosissimus DC.,"1,2",x,,,,,,,,,x,,,• ,,,western,,
ASTERACEAE,Siloxerus humifusus Labill.,8,,,,,,,,,,,,,• ,y,,western,,
ASTERACEAE,* Sonchus asper Hill,"1,3,1",,,,,,,x,,,x,,x,• ,,,western,,
ASTERACEAE,* Sonchus oleraceus L.,"2,7,8,9",x,x,,,,,,,,,,,• ,,,,centered,
ASTERACEAE,Trichocline spathulata (DC.) J.H.Willis,7,,,,,,,,,,,,,• ,,,western,,
ASTERACEAE,* Ursinia anthemoides (L.) Poir.,&,,,,,,,,,,,,,• ,,,,centered,
ASTERACEAE,* Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,"1,3,13",,x,,,x,,,,,x,,,• ,y,,western,,
ASTERACEAE, Waitzia suaveolens (Benth.) Druce var. suaveolens ,"2,6,10,11",x,x,x,x,,,,,,,,,• stat. change,,,,centered,
ASTERACEAE,Xerochrysum wilsonii T.L.Collins,,,,,,,,,,,,,,• ,,,western,,
BRASSICACEAE,* Cakile maritima Scop.,"8,11",,,,,,,,,,,,,• ,,,,centered,
BRASSICACEAE,* Cardamine hirsuta L.,,,,,,,,,,,,,,• ,,,western,,
BRASSICACEAE,* Heliophila pusilla L.,"5,6",,,,,,,,,,,,,• ,y,,western,,
BRASSICACEAE,Lepidium foliosum Desv.,7,,,,,,,,,,,,,• ,,,,centered,
BRASSICACEAE,Lepidium rotundum (Desv.) DC.,2,,,,,,,,,,x,,,• sp. Indet.,,,,,eastern
CAMPANULACEAE,Isotoma hypocrateriformis (R.Br.) Druce,"3,6,11",,x,,,,,,,,x,x,x,• ,y,,western,,
CAMPANULACEAE, Isotoma scapigera (R.Br.) Don,11,,,,,,,,,,,,,• ,,,,centered,
CAMPANULACEAE,Lobelia anceps L.f.,"1,2,7,9,13",x,x,x,x,x,,,,,,,,• name change,y,,western,,
CAMPANULACEAE,Lobelia gibbosa Labill.,"2,6",,x,x,,,,,,,,,,• ,y,,,centered,
CAMPANULACEAE,Lobelia heterophylla Labill.,"1,2,3,6",x,x,x,,,,,,,x,,,• ,,,,centered,
CAMPANULACEAE,Lobelia rarifolia E.Wimm.,3,x,,,,,,,,,,,,• ,,,,centered,
CAMPANULACEAE,Lobelia rhombifoliaVriese,3,,,,,,,,,,x,,,• ,,,western,,
CAMPANULACEAE,Wahlenbergia gracilenta Loth.,11,,,,,,,,,,x,,,• ,,,,centered,
CAMPANULACEAE,* Wahlenbergia capensis (L.) DC.,11,,,,,,,,,,x,,,• ,,,,centered,
CARYOPHYLLACEAE,* Sagina apetala Ard.,7,,,,,,,,,,,,,• ,,,,centered,
CASUARINACEAE,Allocasuarina fraseriana (Miq.) L.Johnson,10,,,,,,,,,,,,,• ,y,,western,,
CASUARINACEAE,Allocasuarina humilis (Otto & Dietr.) L.Johnson,"2,6,8,11,12",,x,x,x,,x,x,x,x,x,x,x,• ,,,,centered,
CASUARINACEAE,Allocasuarina lehmanniana (Miq.) L.Johnson,10,,,,,,,,,,,,,• ,,,,centered,
CASUARINACEAE,Allocasuarina trichodon (Miq.) L.Johnson,"2,4,8",x,,x,,,,,o,,,,,• ,y,,,,eastern
CASUARINACEAE,Allocasuarina thuyoides (Miq.) L.A.S.Johnson,,,,,,,,,,,,,,• ,y,,,centered,
CEPHALOTACEAE,Cephalotus follicularis Labill. ,10,x,x,,,,,,,,,,,• ,,,western,,
CHENOPODIACEAE,Atriplex isatidea Moq.,"7,8,11",,,,,,,,,,,,,• ,,,,centered,
CHENOPODIACEAE,* Atriplex prostrata DC,3,,,,o,,,,,,,,,• alien,,,,centered,
CHENOPODIACEAE,Maireana oppositifolia (F. Muell.) Paul G. Wilson,9,,,,,,,,,,,,,• ,,,,,eastern
CHENOPODIACEAE,Rhagodia baccata Moq.,"2,7,8,9",x,,,,x,x,,,,,,,• ,,,,centered,
CHENOPODIACEAE,* Rumex acetosella L.,13,,,,,,,,,,,,,• alien,,,western,,
CHENOPODIACEAE,Salicornia blackiana Ulbr.,8,,,,,,,,,,,,,• name change,,,,centered,
CHENOPODIACEAE,Salicornia quinqueflora Ung.-Sternb.,,,,,,,,,,,,,,• new PERTH,,,,,eastern
CHENOPODIACEAE,Threlkeldia diffusa R.Br.,8,,,,,,,,,,,,,• ,,,,centered,
CRASSULACEAE,Crassula colorata (Nees) Ostenf.,11,,,,,,,,,,,,,• ,y,,,centered,
CRASSULACEAE,Crassula decumbens Thunb. var. decumbens,"7,8,9,11",,,,,,,,,,,,,• ,y,,western,,
CRASSULACEAE,Crassula glomerata P.J.Bergius,,,,,,,,,,,,,,• new PERTH,,,western,,
CRASSULACEAE,* Crassula natans Thunb. var. minor (Eckl. & Zeyh.) G.D.Rowley,,,,,,,,,,,,,,• ,y,,,centered,
CRASSULACEAE,Crassula tetramera (Toelken) A.P.Druce & Sykes,,,,,,,,,,,,,,• ,y,,,,eastern
DILLENIACEAE,Hibbertia cuneiformis (Labill.) Sm.,"1,2,7,8,11",x,,,x,x,,x,,x,x,,,• ,,,,centered,
DILLENIACEAE, Hibbertia cunninghamii Hook.,"2,3,8,11,12",,,,,,,x,x,x,x,x,,• ,y,,western,,
DILLENIACEAE,Hibbertia depressa Steud. ,10,,,,,,,,,,,,,• ,,,western,,
DILLENIACEAE,Hibbertia desmophylla (Benth.) F. Muell.,3,x,,,,,,,,,,,,• sp. Indet.,,,,,
DILLENIACEAE,Hibbertia hemignosta (Steud.) J.R.Wheeler,11,,,,,,,,,,,,,• name change,y,,,,eastern
DILLENIACEAE,Hibbertia furfuracea (DC.) Benth. ,"5,8,10",,,x,,x,,x,x,x,x,x,x,• ,y,,western,,
DILLENIACEAE,Hibbertia grossulariifolia (Salisb.) Salisb.,11,,,,,,,,x,,,,,• ,,,western,,
DILLENIACEAE,Hibbertia microphylla Steud.,12,,,,,,,,,x,x,,,• ,,,western,,
DILLENIACEAE,Hibbertia pulchra Ostenf. var. acutibractea J.R.Wheeler,"3,5",x,,x,x,x,x,x,,,x,,,• stat. change,,,western,,
DILLENIACEAE,Hibbertia racemosa (Endl.) Gilg.,"1,2,6,8,11",x,x,x,,x,x,x,x,x,x,x,x,• ,,,,centered,
DILLENIACEAE,Hibbertia verrucosa (Turcz.) Benth.,12,,,,,x,,x,x,,,,,• ,,,,,eastern
DROSERACEAE,Drosera drummondii R.Br.,6,,,,,,,,,,x,,,• name change,y,,,centered,
DROSERACEAE,Drosera erythrogyne N.G.Marchant & Lowrie,"1,4",,,,,,,x,,x,,,,• name change,y,,western,,
DROSERACEAE,Drosera erythrorhiza Lindl.,"3,11,12",,,,,,,x,x,x,,,,• ,y,,western,,
DROSERACEAE,Drosera glanduligera Lehm.,3,,,,,,,,,x,x,,,• ,y,,,centered,
DROSERACEAE,Drosera huegelii Endl.,"1,3,11,12",,,,,,,x,x,x,,,,• ,y,,,centered,
DROSERACEAE,Drosera menziesii DC.,,,,,,,,,,,,,,• new PERTH,y,,western,,
DROSERACEAE,Drosera microphylla Endl.,5,,,,,,,,x,,,,,• ,,,,centered,
DROSERACEAE,Drosera modesta Diels,3,,,,,,,,,,x,,,• ,Y,,western,,
DROSERACEAE,Drosera pallida Lindley,"1,2,3,6",,,,,x,,x,x,x,x,x,,• name change,y,,western,,
DROSERACEAE,Drosera platypoda Turez.,3,,,,,,,,,x,x,,,• ,,,western,,
DROSERACEAE,Drosera pulchella Lehm.,3,x,,,,,,,,,,,,• ,,,western,,
DROSERACEAE,Drosera roseana N.G.Marchant & Lowrie,3,,,,,,,,,,,,,• name change,,,western,,
DROSERACEAE,Drosera sp. Branched styles (S.C. Coffey 193) ,,,,,,,,,,,,,,• new PERTH,y,,,centered,
DROSERACEAE,Drosera stolonifera Endl.,"3,11",,,,,,,,,x,x,,,• ,y,,western,,
EREMOSYNACEAE,Eremosyne pectinata Endl. ,,,,,,,,,,,,,,• ,Y,,western,,
ERICACEAE,Acrotriche cordata (Labill.) R.Br.,"2,8",,,,,,x,,,,,,,• ,,,,centered,
ERICACEAE,Andersonia caerulea R.Br.,"1,3,6,11,12",,x,,,x,x,x,x,x,x,x,,• ,,,,centered,
ERICACEAE,Andersonia micrantha R.Br.,12,,,,,,,,,,,,,• ,,,,centered,
ERICACEAE,Andersonia pinaster Lemson,,,,,,,,,,,,,,• new PERTH,,Vu,western,,
ERICACEAE,Andersonia setifolia Benth.,,,,,,,,,,,,,,• new PERTH,,P3,,centered,
ERICACEAE, Andersonia simplex (Stschegl.) Druce,3,,,,,,,,,x,,,,• ,,,,centered,
ERICACEAE,Andersonia sprengelioides R.Br.,"8,11",,,,,,,,,,,,,• ,y,,,centered,
ERICACEAE, Brachyloma baxteri (DC.) Puente-Lel.,"1,3,5",x,x,x,x,x,,x,,,,,,• name change,,,,centered,
ERICACEAE,Cosmelia rubra R.Br.,"3,12",x,x,,,,,,x,x,,,,• ,,,western,,
ERICACEAE, Leucopogon altissimus Hislop,"1,12",,x,x,x,,,x,x,,x,,,• name change,y,P3,,,eastern
ERICACEAE,Leucopogon assimilis R.Br. ,,,,,,,,,,,,,,• new PERTH,,,,,eastern
ERICACEAE,Leucopogon capitellatus DC.,"3,4",,,,x,x,x,x,x,x,x,x,x,• new PERTH,y,,western,,
ERICACEAE,Leucopogon carinatus R.Br.,"1,3,4,6,8",,,,x,,,,,,,,,• ,,,,,eastern
ERICACEAE,Leucopogon distans R.Br.,"1,3",x,x,x,x,x,,x,,x,x,,,• ,,,western,,
ERICACEAE, Leucopogon elegans Sond. subsp. elegans ,5,x,,,,,,,,,,,,• stat. change,,,,,eastern
ERICACEAE,Leucopogon gibbosus Stschegl.,,,,,,,,,,,,,,• new PERTH,,,,centered,
ERICACEAE,Leucopogon glabellus R.Br.,3,x,,,,,,,,,,,,• ,,,western,,
ERICACEAE,Leucopogon hirsutus Sond.,,,,,,,,,,,,,,• new PERTH,,,western,,
ERICACEAE,Leucopogon obovatus (Labill.) R.Br. subsp. obovatus,"2,3,6,7,8,9,11",,,,,x,x,x,x,x,x,x,x,• stat. change,y,,,centered,
ERICACEAE,Leucopogon parviflorus (Andrews) Lindl.,"1,2,3,5,6",,x,,,x,x,x,x,x,x,,,• ,,,,centered,
ERICACEAE,Leucopogon reflexus R.Br.,"1,5,8",,,,,,,x,x,x,x,,,• ,,,western,,
ERICACEAE,Leucopogon verticillatus R.Br.,"3,10",x,,,,x,,x,x,x,x,,,• ,y,,,,
ERICACEAE,Leucopogon sp. indet (CSIRO 118B),6,,,,,,,,,,,,,• sp. Indet.,,,,,
ERICACEAE,Leucopogon sp. indet (CSIRO 415),3,,,,,x,,,,,,,,• sp. Indet.,,,,,
ERICACEAE,Lysinema ciliatum R.Br.,"1,2,3,5,6",x,x,x,x,x,x,x,x,x,x,x,x,• ,,,,centered,
ERICACEAE,Lysinema conspicuum R.Br.,"1,3,10",x,,x,x,x,,,,x,x,,,• ,,,western,,
ERICACEAE,Lysinema pentapetalum R.Br.,,,,,,,,,,,,,,• new PERTH,,,,centered,
ERICACEAE,Needhamiella pumilio (R.Br.) L.Watson,1,,x,,,,,,,x,,,,• ,,,,centered,
ERICACEAE,Oligarrhena micrantha R.Br.,12,,,,,x,,x,,,x,,,• ,,,,,eastern
ERICACEAE,Sphenotoma capitata (R.Br.) Lindl.,"3,4",,,,,,,,,,,,x,• ,,,western,,
ERICACEAE,Sphenotoma dracophylloides Sond.,"5,12",,,,,,,,,,x,x,x,• ,,,western,,
ERICACEAE,Sphenotoma gracilis (R.Br.) Sweet ,"1,3,10,12",x,,,,,,,,x,x,,,• ,,,western,,
ERICACEAE,Sphenotoma parviflora F.Muell. ,,,,,,,,,,,,,,• new PERTH,,,western,,
ERICACEAE,Sphenotoma sp. Stirling Range (P.G. Wilson 4235),,,,,,,,,,,,,,• new consvn,,P4,,,
ERICACEAE,Styphelia corynocarpa (Sond.) F.Muell.,&,,,,,,,,,,,,,• name change,,,,,eastern
ERICACEAE,"Styphelia discolor (Sond.) Hislop, Crayn & Puente-Lel.",5,,,,,x,,,,,,,,• name change,,,western,,
ERICACEAE,Styphelia erubescens F.Muell.,"2,12",x,,,x,,,,,,x,,,• name change,,,western,,
ERICACEAE,Styphelia flavescens (Sond.) F.Muell. ,"3,10",x,,,,,,,,,,,,• name change,,,,centered,
ERICACEAE,Styphelia madida Hislop,,,,,,,,,,,,,,• new PERTH,,,,,
ERICACEAE,Styphelia melaleucoides F.Muell. ,&,,,,,,,,,,,,,• ,,,,,eastern
ERICACEAE, Styphelia microcalyx (Sond.) F.Muell.,1.6,,,,,x,,x,,,,,,• sp. Indet.,,,,,
ERICACEAE,Styphelia pallida (R.Br.) Spreng.,"3,5",,,,,,,,x,x,x,,,• name change,y,,western,,
ERICACEAE,Styphelia pendula (R.Br.) Spreng.,11,,,x,,,,,x,,,,,• name change,,,western,,
ERICACEAE,Styphelia propinqua (R.Br.) Spreng. ,"1,3,5",,x,x,x,x,,x,,,,,,• name change,,,western,,
ERICACEAE,Styphelia stricta (Benth.) F.Muell.,"3,5",,x,x,,,,x,x,,o,,,• sp. Indet.,,,,,
EUPHORBIACEAE,Amperea ericoides A. Juss.,"5,11",,,,,,,,,,x,,,• ,,,western,,
EUPHORBIACEAE,Amperea protensa Nees,,,,,,,,,,,,,,• new PERTH,,,western,,
EUPHORBIACEAE,* Euphorbia paralias L.,"8,11",,,,,,,,,,,,,• ,,,,centered,
EUPHORBIACEAE,Lysiandra calycina (Labill.) R.W.Bouman,"1,2,5,6,10,11",o,,,x,,x,x,x,x,x,x,x,• name change,,,,centered,
EUPHORBIACEAE,Poranthera florosa Halford & R.J.F.Hend.,,,,,,,,,,,,,,• new PERTH,y,,,centered,
EUPHORBIACEAE,Poranthera huegelii Klotzsch,3,x,,,,,,,,,x,,,• ,,,western,,
EUPHORBIACEAE,Poranthera microphylla Brongn.,"6,10",,,,,,,,,,x,,,• ,y,,,centered,
EUPHORBIACEAE,Ricinocarpos glaucus Endl.,"4,12",,,,,,,,,x,x,,,• ,y,,western,,
EUPHORBIACEAE,Ricinocarpos tuberculatus Muell. Arg.,8,,,,,,,,x,,,,,• sp. Indet,,P2,,,
